,Concept_ID,uk,os
115,Festland::N,суша,сурзæхх
116,Meer::N,море,денджыз
117,Bucht::N,бухта,донбакæлæн
118,Bucht::N,затока,донбакæлæн
119,Insel::N,острів,сакъадах
120,Blume::N,квітка,дидинӕг
121,Gras::N,трава,кӕрдӕг
122,Wurzel::N,корінь,уидаг
123,Baum::N,дерево,бӕлас
124,Stamm::N,стовбур,хӕтӕл
125,Rinde::N,кора,цъар
126,Ast::N,гілка,арх
127,Zweig::N,галузь,къалиу
128,Blatt::N,лист,сыф
129,Birke::N,береза,бæрз
130,Kiefer[Baum]::N,сосна,нӕзы
131,Weide[Baum]::N,верба,хӕрис
132,Tanne::N,ялиця,наз
133,Horn::N,ріг,сыкъа
134,Feder::N,перо,сис
135,Fell::N,хутро,царм
136,Flügel::N,крило,базыр
137,Klaue::N,кіготь,ных
138,Kralle::N,лапа,дзӕмбы
139,Schwanz::N,хвіст,къӕдзил
140,Ei::N,яйце,айк
141,Nest::N,гніздо,ахстон
142,Bau::N,лігво,хуынкъ
143,Tier::N,тварина,сырд
144,Tier::N,тварина,цӕрӕгой
145,Herde::N,стадо,дзуг
146,Herde::N,стадо,рӕгъау
147,Kuh::N,корова,хъуг
148,Bulle::N,бик,гал
149,Bulle::N,бугай,гал
150,Pferd::N,кінь,бӕх
151,Schaf::N,вівця,фыс
152,Schwein::N,свиня,хуы
153,Hund::N,собака,куыдз
154,Katze::N,кішка,гӕды
155,Bär::N,ведмідь,арс
156,Eichhörnchen::N,білка,æхсæрæг
157,Elch::N,лось,цæгатаг саг
158,Fuchs::N,лисиця,рувас
159,Hase::N,заєць,тæрхъус
160,Maus::N,миша,мыст
161,Wolf::N,вовк,бирӕгъ
162,Vogel::N,птах,цъиу
163,Vogel::N,птах,маргъ
164,Schwarm::N,зграя,бал
165,Huhn::N,курка,карк
166,Hahn::N,півень,уасӕг
167,Gans::N,гуска,хъаз
168,Adler::N,орел,цӕргӕс
169,Ente::N,качка,ацц
170,Eule::N,сова, уыг
171,Eule::N,сова,сидахъ
172,Kranich::N,журавель,зырнæг
173,Kranich::N,журавель,хърихъупп
174,Krähe::N,ворона,халон
175,Kuckuck::N,зозуля,гаккук
176,Schwan::N,лебідь,доныхъаз
177,Fisch::N,риба,кӕсаг
178,Barsch::N,окунь,окунь
179,Hecht::N,щука,хихор кӕсаг
180,Schlange[Tier]::N,змія,калм
181,Wurm::N,черв’як,зулкъ
182,Wurm::N,черв’як,къуыдыргалм
183,Spinne::N,павук,хӕлуарӕг
184,Ameise::N,мурашка,мæлдзыг
185,Laus::N,воша,сыст
186,Mücke::N,комар,къогъо
187,Fliege::N,муха,бындз
188,Schmetterling::N,метелик,гæлæбу
189,Beere::N,ягода,гагадыргъ
190,Apfel::N,яблуко,фӕткъуы
191,Pilz::N,гриб,зокъо
192,Pilz::N,гриб,къозо
193,Zwiebel::N,цибуля,хъӕдындз
194,Saat::N,сім’я,тауинаг
195,Saat::N,сім’я,мыггаг
196,Korn::N,зерно,мыггаг
197,Korn::N,зерно,тауинаг
198,Heu::N,сіно,хос
199,Schale::N,шкірка,цъар
200,Grube::N,яма,урм
201,Grube::N,яма,къахт
202,Grube::N,яма,дзыхъхъ
203,Falle::N,пастка,цъысым
204,Falle::N,пастка,къӕппӕг
205,Schlinge::N,петля,цасм
206,Spur::N,слід,фæд
207,Asche::N,зола,фӕнык
208,Asche::N,зола,ӕртхутӕг
209,Asche::N,попіл,фӕнык
210,Asche::N,попіл,ӕртхутӕг
211,Dreck::N,бруд,цъыф
212,Eisen::N,залізо,ӕфсӕйнаг
213,Gold::N,золото,сыгъзӕрин
214,Silber::N,срібло,ӕвзист
215,Kohle::N,вугілля,ӕвзалы
216,Glas::N,скло,авг
217,Lehm::N,глина,ӕлыг
218,Sand::N,пісок,змис
219,Mensch::N,людина,лӕг
220,Mensch::N,людина,адӕймаг
221,Mensch::N,людина,удгоймаг
222,Mann::N,чоловік,лӕг
223,Mann::N,чоловік,нӕлгоймаг
224,Frau::N,жінка,сылгоймаг
225,Kind::N,дитина,сывӕллон
226,Junge::N,хлопець,лӕппу
227,Mädchen::N,дівчина,чызг
228,Familie::N,сім’я,бинонтæ
229,Familie::N,родина,бинонтæ
230,Großvater::N,дідусь,фыдыфыд
231,Großvater::N,дідусь,мадыфыд
232,Großmutter::N,бабуся,фыды мад
233,Großmutter::N,бабуся,мады мад
234,Eltern::N,батьки,ныййарджытæ
235,Vater::N,батько,фыд
236,Mutter::N,мати,мад
237,Sohn::N,син,фырт
238,Tochter::N,дочка,чызг
239,Bruder::N,брат,ӕфсымӕр
240,Schwester::N,сестра,хо
241,Onkel::N,дядько,фыдыфсымӕр
242,Tante::N,тітка,мадыхо
243,Ehemann::N,чоловік,мой
244,Ehefrau::N,жінка,ус
245,Ehefrau::N,дружина,ус
246,Freude::N,радощі,цин
247,Freude::N,радощі,циндзинад
248,Gelächter::N,сміх,худын
249,Gelächter::N,сміх,худт
250,Gelächter::N,сміх,худæг
251,Glück::N,щастя,амонд
252,Kummer::N,горе,хъыг
253,Wunsch::N,бажання,бӕллиц
254,Lust::N,бажання,монц
255,Geist::N,дух,уд
256,Gedanke::N,думка,хъуыды
257,Gedächtnis::N,пам’ять,мысæн
258,Gedächtnis::N,пам’ять,мысын
259,Gedächtnis::N,пам’ять,зæрдылдарын
260,Verstand::N,розум,зонд
261,Sinn::N,зміст,нысаниуæг
262,Sinn::N,значення,нысаниуæг
263,Grund::N,причина,ӕфсон
264,Wahrheit::N,правда,æцæг
265,Gespräch::N,розмова,ныхас
266,Märchen::N,байка,аргъау
267,Erzählung::N,повість,радзырд
268,Erzählung::N,оповідання,радзырд
269,Nachricht::N,повідомлення,уац
270,Neuigkeit::N,новина,хабар
271,Name::N,ім’я,ном
272,Rätsel::N,загадка,уыци-уыци
273,Rätsel::N,загадка,базон-базон
274,Rede::N,промова,раныхас
275,Sprache::N,мова,ӕвзаг
276,Stimme::N,голос,хъӕлӕс
277,Wort::N,слово,дзырд
278,Zeichen::N,знак,нысан
279,Ruf::N,оклик,сидт
280,Lärm::N,шум,уынæр
281,Laut::N,звук,зӕл
282,Laut::N,звук,мыр
283,Ton::N,тон,мыр
284,Lied::N,пісня,зарӕг
285,Ruhe::N,спокій,æнцой
286,Leute::N,люди,адӕм
287,Volk::N,народ,адӕм
288,Arbeit::N,робота,фӕллой
289,Gast::N,гість,уазӕг
290,Geschenk::N,подарунок,хуын
291,Spiel::N,гра,хъазт
292,Gesellschaft::N,товариство,дзыллæ
293,Gesellschaft::N,товариство,æхсæнад
294,Hilfe::N,допомога,æххуыс
295,Hilfe::N,допомога,ахъаз
296,Freund::N,друг,лымӕн
297,Freund::N,приятель,лымӕн
298,Kamerad::N,товариш,ӕмбал
299,Angelegenheit::N,справа,хъуыддаг
300,Anzahl::N,число,бӕрц
301,Art::N,рід,хуыз
302,Art::N,рід,хуызад
303,Stück::N,кусок,кæрдих
304,Stück::N,кусок,комдзаг
305,Teil::N,частина,хай
306,Hälfte::N,половина,æрдæг
307,Hälfte::N,половина,æмбис
308,Kreis::N,круг,зиллакк
309,Kreis::N,коло,зиллакк
310,Kreuz::N,хрест,дзуар
311,Linie::N,лінія,хахх
312,Strich::N,штрих,хахх
313,Abstand::N,проміжок,æхсæнуат
314,Entfernung::N,відстань,дæрддзæг
315,Entfernung::N,відстань,дардцæг
316,Gegend::N,місцевість,ран
317,Platz::N,площа,бууат
318,Ort::N,місце,ран
319,Ort::N,місце,бынат
320,Seite::N,сторона,фахс
321,Mitte::N,середина,астӕу
322,Gegenstand::N,предмет,дзаума
323,Sache::N,річ,дзаума
324,Rand::N,край,кӕрон
325,Kante::N,ребро,фӕрск
326,Ecke::N,ріг,тигъ
327,Ecke::N,ріг,фисын
328,Spitze::N,кінчик,бырынкъ
329,Ende::N,кінець,кӕрон
330,Loch::N,діра,хуынкъ
331,Winkel::N,куток,къуым
332,Muster::N,узор,нывæфтыд
333,Muster::N,узор,кæдзист
334,Größe::N,розмір,ас
335,Länge::N,довжина,дӕргъ
336,Höhe::N,висота,бæрзонд
337,Höhe::N,висота,бæрзæнд
338,Höhe::N,висота,бæрзонддзинад
339,Gewicht::N,вага,уӕз
340,Menge::N,кількість,бӕрц
341,Haufen::N,купа,кӕри
342,Reihe::N,ряд,рӕнхъ
343,Boot::N,човен,чема
344,Ruder::N,весло,къохар
345,Schlitten::N,сани,дзоныгъ
346,Ski::N,лижа,къахдзоныгътæ
347,Ski::N,лижа,лыжæтæ
348,Lagerfeuer::N,вогнище,арт
349,Last::N,тягар,уаргъ
350,Last::N,вантаж,уаргъ
351,Gang::N,хід,цыд
352,Schritt::N,крок,санчъех
353,Schritt::N,крок,къахдзӕф
354,Norden::N,північ,цæгат
355,Süden::N,південь,хуссар
356,Westen::N,захід,ныгуылæн
357,Osten::N,схід,скæсæн
358,Holz::N,дрова,хъӕдӕрмӕг
359,Brett::N,дошка,фæйнæг
360,Platte::N,плита,къӕй
361,Stütze::N,підпірка,быцæу
362,Stange::N,жердина,хъил
363,Stock::N,палиця,лӕдзӕг
364,Stab::N,палиця,хъил
365,Rohr::N,труба,хӕтӕл
366,Haus::N,дім,хӕдзар
367,Haus::N,хата,хӕдзар
368,Heim::N,житло,къона
369,Ofen::N,піч,пец
370,Fußboden::N,підлога,астӕрд
371,Tisch::N,стіл,стъол
372,Stuhl::N,стілець,бандон
373,Wiege::N,колиска,авдæн
374,Bett::N,ліжко,сынтӕг
375,Bett::N,постіль,сынтӕг
376,Regal::N,полиця,тӕрхӕг
377,Regal::N,полиця,уӕлвӕйнӕг
378,Kiste::N,ящик,асыкк
379,Fenster::N,вікно,рудзынг
380,Fenster::N,вікно,фæрссаг
381,Tür::N,двері,дуар
382,Tor::N,ворота,кулдуар
383,Zaun::N,паркан,æмбонд
384,Zaun::N,паркан,быру
385,Zaun::N,паркан,гæрæн
386,Zaun::N,огорожа,æмбонд
387,Zaun::N,огорожа,быру
388,Zaun::N,огорожа,гæрæн
389,Dach::N,дах,уӕлхӕдзар
390,Leiter::N,драбина,асин
391,Besen::N,мітла,уисой
392,Spaten::N,заступ,бел
393,Schaufel::N,совок,æвгæнæн
394,Schaufel::N,совок,кæфой
395,Schaufel::N,лопата,æвгæнæн
396,Schaufel::N,лопата,кæфой
397,Gabel::N,виделка,вилкæ
398,Löffel::N,ложка,уидыг
399,Messer::N,ніж,кард
400,Nagel::N,цвях,зӕгӕл
401,Netz::N,сіть,хыз
402,Haken::N,крюк,хæдз
403,Haken::N,крюк,хæбырæгъ
404,Griff::N,ручка,фистон
405,Griff::N,держак,фистон
406,Schloss::N,замок,гуыдыр
407,Bild::N,картина,ныв
408,Figur::N,фігура,кæрдгæныв
409,Puppe::N,лялька,чындз
410,Beutel::N,мішечок,дзӕкъул
411,Beutel::N,торбинка,дзӕкъул
412,Bündel::N,в’язка,баст
413,Tasche::N,сумка,хызын
414,Tasche::N,сумка,дзæкъул
415,Eimer::N,відро,къæрта
416,Eimer::N,відро,чъыбыла
417,Eimer::N,відро,ведра
418,Deckel::N,кришка,сæр
419,Deckel::N,кришка,æмбæрзæн
420,Geschirr::N,посуд,мигæнæн
421,Geschirr::N,посуд,мигæнæнтæ
422,Sack::N,мішок,голлаг
423,Tasse::N,чашка,пиала
424,Tasse::N,чашка,къус
425,Topf::N,горщик,аг
426,Topf::N,горщик,чысыл аг
427,Kessel::N,котел,аг
428,Essen::N,їжа,хӕрд
429,Nahrung::N,харч,хойраг
430,Speise::N,страва,хӕринаг
431,Fleisch::N,м’ясо,дзидза
432,Fleisch::N,м’ясо,фыдызгъӕл
433,Getreide::N,хліб,халсар
434,Getreide::N,збіжжя,халсар
435,Brei::N,каша,кас
436,Brot::N,хліб,дзул
437,Scheibe::N,скибочка,къӕбӕр
438,Fett::N,жир,сой
439,Butter::N,масло,нӕлхӕ
440,Öl::N,олія,зети
441,Salz::N,сіль,цӕхх
442,Suppe::N,суп,бас
443,Honig::N,мед,мыд
444,Milch::N,молоко,ӕхсыр
445,Tee::N,чай,цай
446,Leder::N,шкіра,мæскуы
447,Wolle::N,шерсть,фӕсмын
448,Stoff::N,тканина,хъуымац
449,Nadel::N,голка,судзин
450,Faden::N,нитка,ӕндах
451,Knopf::N,ґудзик,цӕппӕр
452,Knoten::N,вузол,ӕлхынцъ
453,Farbe::N,фарба,ахорæн
454,Kleidung::N,одяг,дарӕс
455,Kleidung::N,убрання,дарӕс
456,Hemd::N,сорочка,хӕдон
457,Kragen::N,комір,æфцæггот
458,Ärmel::N,рукав,дыс
459,Hose::N,брюки,хæлаф
460,Hose::N,брюки,æддаг хæлаф
461,Hose::N,брюки,салбар
462,Gürtel::N,пояс,рон
463,Mütze::N,шапка,худ
464,Schuh::N,ботинок,басмахъ
465,Stiefel::N,чобіт,цырыхъхъ
466,Ring::N,кільце,къухдарӕн
467,Band::N,стрічка,лент
468,Kamm::N,гребінець,сӕрвасӕн
469,Spiegel::N,дзеркало,айдæн
470,Spiegel::N,дзеркало,кæсæн
471,Riemen::N,ремінь,гӕрз
472,Schnur::N,вірьовка,бӕндӕн
473,Leine::N,шворка,
474,Decke::N,ковдра,хъӕццул
475,Kissen::N,подушка,баз
476,Tuch::N,хустка,кæлмæрзæн
477,Tuch::N,хустка,кæрдæн
478,Handtuch::N,рушник,хисæрфæн
479,Kraft::N,сила,тых
480,Kraft::N,сила,хъомыс
481,Stärke::N,сила,тых
482,Stärke::N,сила,æхсар
483,Gesundheit::N,здоров’я,æнæниздзинад
484,Krankheit::N,хвороба,низ
485,Krankheit::N,хвороба,рын
486,Schmerz::N,біль,рис
487,Wunde::N,рана,цӕф
488,Fieber::N,гарячка,ризӕг
489,Fieber::N,гарячка,тӕфсӕг
490,Arznei::N,ліки,хос
491,Brücke::N,міст,хид
492,Brunnen::N,колодязь,цъай
493,Weide::N,пасовище,хизæн
494,Weide::N,пасовище,хизæнуат
495,Weide::N,пасовище,сæрвæт
496,Pfad::N,стежка,къахвæндаг
497,Pfad::N,стежка,къахвæд
498,Weg::N,шлях,фӕндаг
499,Weg::N,дорога,фӕндаг
500,Straße::N,вулиця,фӕндаг
501,Dorf::N,село,хъӕу
502,Stadt::N,місто,сахар
503,Brief::N,лист,фыстӕг
504,Buch::N,книга,чиныг
505,Buch::N,книжка,чиныг
506,Buchstabe::N,буква,дамгъӕ
507,Buchstabe::N,літера,дамгъӕ
508,Zeitung::N,газета,газет
509,Leben::N,життя,цард
510,Leben::N,життя,цӕрӕнбон
511,Tod::N,смерть,мæлæт
512,Tod::N,смерть,адзал
513,Grab::N,могила,ингӕн
514,Kirche::N,церква,аргъуан
515,Sünde::N,гріх,тæригъæд
516,Gott::N,бог,хуыцау
517,Arbeiter::N,робітник,кусæг
518,Chef::N,хазяїн,ӕмцег
519,Meister::N,умілець,мастер
520,Meister::N,умілець,дæсны
521,Arzt::N,лікар,хосгæнæг
522,Arzt::N,лікар,дохтыр
523,Lehrer::N,вчитель,ахуыргæнæг
524,Geld::N,гроші,ӕхца
525,Geschäft::N,заняття,бизнес
526,Geschäft::N,заняття,хъуыддаг
527,Laden::N,магазин,дукани
528,Laden::N,крамниця,дукани
529,Preis::N,ціна,аргъ
530,Ware::N,товар,базайраг
531,Nutzen::N,вигода,пайда
532,Nutzen::N,користь,пайда
533,Reichtum::N,багатство,хъæздыгдзинад
534,Reichtum::N,багатство,исбон
535,Reichtum::N,багатство,мулк
536,Welt::N,світ,дуне
537,Land::N,країна,бӕстӕ
538,Staat::N,держава,паддзахад
539,König::N,король,къарол
540,Macht::N,влада,хицаудзинад
541,Grenze::N,кордон,арӕн
542,Krieg::N,війна,хӕст
543,Feind::N,ворог,знаг
544,Feind::N,ворог,фыдгул
545,Feind::N,ворог,фыдзæрдæ
546,Feind::N,ворог,сон
547,Gewalt::N,насильство,тыхми
548,Gewalt::N,насильство,тыхдзинад
549,Kampf::N,бій,хæст
550,Kampf::N,бій,хъæбысæйхæст
551,Kampf::N,бій,тох
552,Kampf::N,боротьба,хæст
553,Kampf::N,боротьба,хъæбысæйхæст
554,Kampf::N,боротьба,тох
555,Bogen[Waffe]::N,лук,ӕрдын
556,Pfeil::N,стріла,фат
557,Gewehr::N,рушниця,топп
558,Gewehr::N,гвинтівка,топп
559,Fehler::N,помилка,рӕдыд
560,Lüge::N,брехня,мӕнг
561,Lüge::N,брехня,гӕдыдзинад
562,Schaden::N,шкода,зиан
563,Schaden::N,збиток,зиан
564,Unglück::N,нещастя,бæллæх
565,Schuld::N,провина,азым
566,Alter::N,вік,кар
567,Alter::N,літа,кар
568,Schluss::N,кінець,кæрон
569,Zeit::N,час,рӕстӕг
570,Tag::N,день,бон
571,Morgen::N,ранок,райсом
572,Mittag::N,південь,æмбисбон
573,Abend::N,вечір,изӕр
574,Nacht::N,ніч,ӕхсӕв
575,Woche::N,тиждень,къуыри
576,Monat::N,місяць,мӕй
577,Jahr::N,рік,аз
578,Jahr::N,рік,афӕдз
579,Frühling::N,весна,уалдзæг
580,Sommer::N,літо,сӕрд
581,Herbst::N,осінь,фæззæг
582,Winter::N,зима,зымӕг
583,Januar::N,січень,январь
584,Februar::N,лютий,февраль
585,März::N,березень,мартъи
586,April::N,квітень,апрель
587,Mai::N,травень,май
588,Juni::N,червень,июнь
589,Juli::N,липень,июль
590,August::N,серпень,август
591,September::N,вересень,сентябрь
592,Oktober::N,жовтень,октябрь
593,November::N,листопад,ноябрь
594,Dezember::N,грудень,декабрь
595,Montag::N,понеділок,къуырисæр
596,Dienstag::N,вівторок,дыццæг
597,Mittwoch::N,середа,æртыццæг
598,Donnerstag::N,четвер,цыппæрæм
599,Freitag::N,п’ятниця,майрæмбон
600,Samstag::N,субота,сабат
601,Sonntag::N,неділя,хуыцаубон
602,groß::A,великий,дынджыр
603,klein::A,малий,гыццыл
604,klein::A,маленький,гыццыл
605,lang::A,довгий,даргъ
606,kurz::A,короткий,цыбыр
607,breit::A,широкий,фӕтӕн
608,schmal::A,вузький,нарӕг
609,schmal::A,вузький,уынгӕг
610,dicht::A,густий,бæзджын
611,dicht::A,густий,тар
612,dick[Gegenstand]::A,товстий,сӕвджын
613,dünn::A,тонкий,тæнæг
614,fein::A,дрібний,лыстӕг
615,fest::A,міцний,фидар
616,fest::A,міцний,хъӕддых
617,flach::A,плоский,тъӕпӕн
618,glatt::A,рівний,лӕгъз
619,glatt::A,гладенький,лӕгъз
620,hart::A,твердий,хъӕбӕр
621,weich::A,м’який,фӕлмӕн
622,rund::A,круглий,тымбыл
623,spitz::A,гострокінцевий,цыргъбырынкъ
624,spitz::A,гострокінцевий,цыргъфындз
625,scharf::A,гострий,цыргъ
626,stumpf::A,тупий,къуымых
627,schwer::A,важкий,уӕззау
628,schön::A,вродливий,аив
629,schön::A,вродливий,рӕсугъд
630,heiß::A,жаркий,тӕвд
631,heiß::A,гарячий,тӕвд
632,warm::A,теплий,хъарм
633,kalt::A,холодний,уазал
634,kühl::A,прохолодний,сатæг
635,kühl::A,прохолодний,уазалгомау
636,frisch::A,свіжий,сатæг
637,feucht::A,вогкий,уымӕл
638,nass::A,мокрий,хуылыдз
639,trocken::A,сухий,хус
640,voll::A,повний,дзаг
641,voll::A,повний,йедзаг 
642,leer::A,пустий,афтид
643,offen::A,відкритий,гом
644,geschlossen::A,закритий,æхгæд
645,geschlossen::A,зачинений,æхгæд
646,sauber::A,чистий,сыгъдæг
647,sauber::A,охайний,сыгъдæг
648,schmutzig::A,брудний,чъиллон
649,roh::A,сирий,хом
650,reif::A,зрілий,рӕгъӕд
651,lecker::A,смачний,хӕрзад
652,süß::A,солодкий,адджын
653,bitter::A,гіркий,судзаг
654,sauer::A,кислий,туаг
655,hell::A,світлий,рухс
656,dunkel::A,темний,талынг
657,schwarz::A,чорний,сау
658,weiß::A,сивий,урс
659,rot::A,червоний,сырх
660,gelb::A,жовтий,бур
661,blau::A,синій,цъӕх
662,grün::A,зелений,цъӕх
663,grün::A,зелений,кӕрдӕгхуыз
664,grau::A,сірий,цъӕх
665,grau::A,сірий,фӕныкхуыз
666,bunt::A,барвистий,хъулон
667,bunt::A,барвистий,гæрæм
668,billig::A,дешевий,аслам
669,teuer::A,дорогий,зынаргъ
670,wertvoll::A,цінний,зынаргъ
671,blind::A,сліпий,куырм
672,taub::A,глухий,къуырма
673,kräftig::A,могутній,домбай
674,kräftig::A,могутній,тыхджын
675,stark::A,сильний,тыхджын
676,schwach::A,слабкий,ӕнӕбон
677,fett::A,жирний,нард
678,fett::A,товстий,нард
679,schlank::A,тонкий,гуырвидыц
680,schlank::A,тонкий,хæрзконд
681,schlank::A,тонкий,рæхснæг
682,schlank::A,тонкий,сагамад
683,schlank::A,стрункий,гуырвидыц
684,schlank::A,стрункий,хæрзконд
685,schlank::A,стрункий,рæхснæг
686,schlank::A,стрункий,сагамад
687,hübsch::A,чарівний,аив
688,hübsch::A,чарівний,рӕсугъд
689,böse::A,злий,фыдзӕрдӕ
690,böse::A,лихий,фыдзӕрдӕ
691,dumm::A,дурний,ӕдылы
692,faul::A,ледачий,зивӕг
693,faul::A,ледачий,зивӕггӕнаг
694,fleißig::A,старанний,æнæзивæг
695,fleißig::A,старанний,æнувыд
696,geizig::A,скупий,чъынды
697,geizig::A,скупий,æлгъин
698,geizig::A,скупий,мæрддзæст
699,klug::A,мудрий,зондджын
700,klug::A,розумний,зондджын
701,geschickt::A,умілий,хӕрзарӕхст
702,lieb::A,милий,уарзон
703,lustig::A,веселий,хъӕлдзӕг
704,sanft::A,лагідний,мынчын
705,hungrig::A,голодний,ӕххормаг
706,krank::A,слабий,нӕфӕразгӕ
707,nackt::A,голий,бӕгънӕг
708,traurig::A,сумний,ӕрхӕндӕг
709,lebendig::A,живий,цардӕгас
710,gut::A,добрий,хорз
711,schlecht::A,поганий,цауд
712,schlecht::A,кепський,цауд
713,richtig::A,правильний,раст
714,schlimm::A,бридкий,ӕвзӕр
715,wahr::A,справжній,ӕцӕг
716,alt::A,старий,зӕронд
717,neu::A,новий,ног
718,ehemalig::A,колишній,раздӕры
719,alt[Lebewesen]::A,старий,ацӕргӕ
720,jung::A,молодий,ӕрыгон
721,arm::A,бідний,мӕгуыр
722,reich::A,багатий,хъӕздыг
723,bekannt::A,знайомий,зонгӕ
724,berühmt::A,славетний,номдзыд
725,fremd::A,чужий,æцæгæлон
726,verschieden::A,різний,æндæр æмæ æндæр
727,verschieden::A,різний,алы
728,verschieden::A,різний,алыхуызон
729,nah::A,близький,хӕстӕг
730,fern::A,далекий,дард
731,fern::A,далекий,дӕрддаг
732,linker::A,лівий,галиу
733,rechter::A,правий,рахиз
734,anderer::A,інакший,иннӕ
735,anderer::A,інакший,ӕндӕр
736,erster::A,перший,фыццаг
737,erster::A,перший,фыццӕгӕм
738,zweiter::A,другий,дыккаг
739,zweiter::A,другий,дыккæгæм
740,dritter::A,третій,æртыккаг
741,dritter::A,третій,æртыккæгæм
742,letzter::A,останній,фӕстаг
743,allein::ADV,сам,иунæг
744,allein::ADV,один,иунæг
745,auf einmal::ADV,відразу,уайтагъд
746,auf einmal::ADV,відразу,æвиппайды
747,auf einmal::ADV,відразу,æваст
748,zusammen::ADV,разом,иумӕ
749,zusammen::ADV,спільно,иумӕ
750,lange::ADV,довго,бирæ рæстæг
751,plötzlich::ADV,раптом,æвиппайды
752,plötzlich::ADV,раптом,æваст
753,sofort::ADV,зараз,уыцы сахат
754,sofort::ADV,зараз,уайтагъд
755,später::ADV,пізніше,фæстæдæр
756,jetzt::ADV,тепер,ныр
757,heute::ADV,сьогодні,абон
758,morgen::ADV,завтра,райсом
759,bald::ADV,незабаром,тагъд
