,Concept_ID,udm,sl
63,Sonne::N,шунды,sónce
64,Mond::N,толэзь,lúna
65,Mond::N,толэзь,mésec
66,Stern::N,кизили,zvézda
67,Luft::N,омыр,zràk
68,Wind::N,тӧл,véter
69,Welle::N,тулкым,vál
70,Wasser::N,ву,vôda
71,Stein::N,из,kámen
72,Boden::N,музъем,tlà
73,Erde::N,му,pŕst
74,Erde::N,му,zêmlja
75,Staub::N,пыль,práh
76,Rauch::N,ӵын,dìm
77,Funke::N,гизьы,ískra
78,Feuer::N,тыл,ôgenj
79,Licht::N,тыл,lúč
80,Schatten::N,вужер,sénca
81,Wetter::N,куазь,vrême
82,Nebel::N,бус,meglà
83,Wolke::N,пилем,oblák
84,Regen::N,зор,dèž
85,Schnee::N,лымы,snég
86,Eis::N,йӧ,léd
87,Frost::N,кезьыт,zmrzál
88,Kälte::N,кезьыт,mràz
89,Hitze::N,пӧсь,pripéka
90,Raureif::N,гӧр,ívje
91,Raureif::N,гӧр,slána
92,Regenbogen::N,вуюись,mávrica
93,Donner::N,гудыри,gròm
94,Strömung::N,бызён,strúja
95,Tropfen::N,шапык,káplja
96,Schaum::N,шукы,péna
97,Schmutz::N,нӧд,nesnága
98,Schmutz::N,дэри,nesnága
99,See::N,ты,jézero
100,Sumpf::N,нюр,močvírje
101,Moor::N,нюр,bárje
102,Wiese::N,возь,trávnik
103,Wiese::N,возьвыл,trávnik
104,Wald::N,сик,lés
105,Wald::N,сик,gòzd
106,Wald::N,нюлэс,lés
107,Wald::N,нюлэс,gòzd
108,Hügel::N,выр,brég
109,Hügel::N,выр,goríca
110,Hügel::N,вырйыл,brég
111,Hügel::N,вырйыл,goríca
112,Anhöhe::N,выр,gríč
113,Anhöhe::N,выр,višína
114,Anhöhe::N,вырйыл,gríč
115,Anhöhe::N,вырйыл,višína
116,Berg::N,гурезь,gôra
117,Berg::N,гурезь,planína
118,Gipfel::N,йыл,vŕh
119,Höhle::N,гу,jáma
120,Höhle::N,гу,votlína
121,Abhang::N,бам,pobóčje
122,Quelle::N,ошмес,izvír
123,Bach::N,пичи шур,pôtok
124,Fluss::N,шур,réka
125,Ufer::N,ярдур,brég
126,Küste::N,вудур,obála
127,Küste::N,вудур,obréžje
128,Festland::N,мувыр,celína
129,Festland::N,мувыр,kopnína
130,Meer::N,зарезь,mórje
131,Bucht::N,вукож,zalív
132,Insel::N,вумуӵ,ôtok
133,Insel::N,шормуӵ,ôtok
134,Blume::N,сяська,cvetlíca
135,Gras::N,турын,tráva
136,Wurzel::N,выжы,korenína
137,Baum::N,пу,drevó
138,Stamm::N,модос,dêblo
139,Rinde::N,сул,lúbje
140,Rinde::N,сул,skórja
141,Ast::N,ул,véja
142,Zweig::N,вай,véja
143,Blatt::N,куар,líst
144,Birke::N,кызьпу,bréza
145,Kiefer[Baum]::N,пужым,bòr
146,Weide[Baum]::N,бадьпу,vŕba
147,Tanne::N,кыз,hója
148,Horn::N,сюр,róg
149,Feder::N,тылы,peró
150,Fell::N,ку,kŕzno
151,Flügel::N,бурд,krílo
152,Klaue::N,гижы,párkelj
153,Kralle::N,пыд,krémpelj
154,Schwanz::N,быж,rèp
155,Ei::N,пуз,jájce
156,Ei::N,кукей,jájce
157,Nest::N,кар,gnézdo
158,Nest::N,пузкар,gnézdo
159,Bau::N,кар,brlòg
160,Bau::N,гу,brlòg
161,Tier::N,пӧйшур,živál
162,Herde::N,уллё,čréda
163,Kuh::N,скал,kráva
164,Bulle::N,ош,bìk
165,Bulle::N,пороз,bìk
166,Pferd::N,вал,kònj
167,Schaf::N,ыж,ôvca
168,Schwein::N,парсь,svínja
169,Hund::N,пуны,pès
170,Katze::N,коӵыш,máčka
171,Bär::N,гондыр,mêdved
172,Eichhörnchen::N,коньы,véverica
173,Elch::N,койык,lós
174,Fuchs::N,ӟичы,lisíca
175,Hase::N,кеч,zájec
176,Maus::N,шыр,mìš
177,Wolf::N,кион,vólk
178,Vogel::N,тылобурдо,ptìč
179,Vogel::N,тылобурдо,ptíca
180,Schwarm::N,уллё,játa
181,Huhn::N,курег,kokóš
182,Hahn::N,атас,petêlin
183,Gans::N,ӟазег,gós
184,Adler::N,ӧрзи,ôrel
185,Ente::N,ӵӧж,ráca
186,Eule::N,кучыран,sôva
187,Kranich::N,тури,žerjàv
188,Krähe::N,куака,vrána
189,Kuckuck::N,кикы,kúkavica
190,Schwan::N,юсь,labód
191,Fisch::N,чорыг,ríba
192,Barsch::N,юш,ostríž
193,Hecht::N,чипей,ščúka
194,Schlange[Tier]::N,кый,káča
195,Wurm::N,нумыр,čr̀v
196,Wurm::N,нумыр,glísta
197,Spinne::N,чонари,pájek
198,Ameise::N,кузьыли,mrávlja
199,Laus::N,тэй,úš
200,Mücke::N,нымы,komár
201,Mücke::N,чибинь,komár
202,Fliege::N,кут,múha
203,Schmetterling::N,бубыли,metúlj
204,Beere::N,узы-боры,jágoda
205,Apfel::N,яблок,jábolko
206,Pilz::N,губи,góba
207,Zwiebel::N,сугон,čebúla
208,Saat::N,кидыс,séme
209,Korn::N,тысь,zŕno
210,Heu::N,турын,senó
211,Schale::N,кыд,lupína
212,Grube::N,гу,jáma
213,Grube::N,гоп,jáma
214,Falle::N,налик,pást
215,Schlinge::N,гиӟ,zánka
216,Schlinge::N,гиӟ,pêtlja
217,Schlinge::N,герд,zánka
218,Schlinge::N,герд,pêtlja
219,Spur::N,пытьы,sléd
220,Spur::N,бервыл,sléd
221,Asche::N,пень,pepél
222,Dreck::N,дэри,bláto
223,Eisen::N,корт,želézo
224,Gold::N,зарни,zlató
225,Silber::N,азвесь,srebró
226,Kohle::N,эгыр,ógel
227,Glas::N,стекло,stêklo
228,Glas::N,пияла,stêklo
229,Lehm::N,сюй,ílo
230,Sand::N,луо,pések
231,Mensch::N,мурт,člôvek
232,Mensch::N,адями,člôvek
233,Mann::N,воргорон,móž
234,Mann::N,воргорон,môški
235,Frau::N,кышномурт,gospá
236,Frau::N,кышномурт,žénska
237,Kind::N,нуны,déte
238,Kind::N,нуны,otròk
239,Kind::N,пинал,déte
240,Kind::N,пинал,otròk
241,Junge::N,пи,fànt
242,Junge::N,пи,déček
243,Mädchen::N,ныл,deklè
244,Mädchen::N,ныл,déklica
245,Familie::N,семья,družína
246,Großvater::N,песятай,dèd
247,Großvater::N,песятай,dédek
248,Großvater::N,пересь атай,dèd
249,Großvater::N,пересь атай,dédek
250,Großmutter::N,песянай,bábica
251,Großmutter::N,пересь анай,bábica
252,Eltern::N,атай-анай,stárši
253,Eltern::N,бубы-мумы,stárši
254,Vater::N,айы,ôče
255,Vater::N,атай,ôče
256,Mutter::N,мумы,máma
257,Sohn::N,пи,sín
258,Tochter::N,ныл,hčí
259,Tochter::N,ныл,hčérka
260,Bruder::N,агай,bràt
261,Schwester::N,апа,sêstra
262,Schwester::N,сузэр,sêstra
263,Onkel::N,агай,újec
264,Onkel::N,агай,stríc
265,Tante::N,апа,têta
266,Tante::N,апа,strína
267,Tante::N,кенак,têta
268,Tante::N,кенак,strína
269,Ehemann::N,карт,móž
270,Ehemann::N,карт,sopróg
271,Ehefrau::N,кышно,žêna
272,Ehefrau::N,кышно,sopróga
273,Freude::N,шумпотон,rádost
274,Freude::N,шумпотон,vesêlje
275,Gelächter::N,горем,sméh
276,Gelächter::N,горем,grohòt
277,Glück::N,шуд,sréča
278,Kummer::N,кайгу,gorjé
279,Kummer::N,куректон,gorjé
280,Wunsch::N,мылпотон,žêlja
281,Lust::N,потон,poželênje
282,Geist::N,лул,dúša
283,Gedanke::N,малпан,mísel
284,Gedächtnis::N,йырсазь,pámet
285,Gedächtnis::N,тодэваён,pámet
286,Verstand::N,йырвизь,
287,Sinn::N,смысл,pomèn
288,Sinn::N,смысл,smísel
289,Grund::N,муг,vzròk
290,Grund::N,ньӧм,vzròk
291,Wahrheit::N,зэм,resníca
292,Wahrheit::N,шонер,resníca
293,Gespräch::N,вераськон,pogóvor
294,Märchen::N,выжыкыл,právljica
295,Erzählung::N,верос,povést
296,Nachricht::N,ивор,sporočílo
297,Neuigkeit::N,выльивор,novóst
298,Name::N,ним,imé
299,Rätsel::N,мадькыл,ugánka
300,Rede::N,верам,góvor
301,Sprache::N,кыл,jêzik
302,Stimme::N,куара,glás
303,Wort::N,кыл,beséda
304,Zeichen::N,пус,znák
305,Zeichen::N,тодмет,znák
306,Ruf::N,ӧтён,klíc
307,Ruf::N,чортон,klíc
308,Lärm::N,ӵашетон,hrúp
309,Lärm::N,ӵашетон,trúšč
310,Laut::N,куара,glás
311,Ton::N,куара,tón
312,Lied::N,кырӟан,pésem
313,Ruhe::N,чалмыт улон,pokòj
314,Leute::N,адямиос,ljudjé
315,Volk::N,калык,národ
316,Arbeit::N,уж,délo
317,Gast::N,куно,gòst
318,Geschenk::N,салам,darílo
319,Geschenk::N,кузьым,darílo
320,Spiel::N,шудон,ígra
321,Gesellschaft::N,калык,drúžba
322,Hilfe::N,юрттон,pomóč
323,Freund::N,эш,prijátelj
324,Freund::N,юлтош,prijátelj
325,Kamerad::N,тодмо,továriš
326,Angelegenheit::N,уж,zadéva
327,Anzahl::N,лыд,števílo
328,Art::N,тус,vŕsta
329,Stück::N,юдэс,kós
330,Teil::N,люкет,dél
331,Hälfte::N,ӝыны,polovíca
332,Kreis::N,котырес,króg
333,Kreis::N,котырес,kolobár
334,Kreuz::N,крест,kríž
335,Linie::N,гож,próga
336,Strich::N,гож,čŕta
337,Abstand::N,вис,preslédek
338,Abstand::N,кусып,preslédek
339,Entfernung::N,кусып,oddáljenost
340,Gegend::N,инты,kràj
341,Gegend::N,инты,dežêla
342,Platz::N,инты,prôstor
343,Ort::N,инты,mésto
344,Ort::N,места,mésto
345,Seite::N,пал,bòk
346,Seite::N,пал,strán
347,Mitte::N,шор,sredína
348,Gegenstand::N,арбери,prédmet
349,Sache::N,котыр,réč
350,Sache::N,котыр,stvár
351,Rand::N,дур,kràj
352,Rand::N,шаер,kràj
353,Kante::N,дур,rób
354,Ecke::N,сэрег,vogál
355,Spitze::N,йыл,óst
356,Ende::N,пум,kônec
357,Loch::N,пась,lúknja
358,Winkel::N,сэрег,kót
359,Muster::N,пужы,vzórec
360,Größe::N,быдӟала,veličína
361,Länge::N,кузьдала,dolžína
362,Höhe::N,ӝуждала,vršína
363,Gewicht::N,сектала,téža
364,Gewicht::N,секытлык,téža
365,Menge::N,лыд,količína
366,Menge::N,лыдпус,količína
367,Haufen::N,люк,kùp
368,Haufen::N,люк,kopíca
369,Reihe::N,чур,níz
370,Reihe::N,чур,vŕsta
371,Boot::N,пыж,čóln
372,Boot::N,лодка,čóln
373,Ruder::N,полыс,vêslo
374,Schlitten::N,додьы,saní
375,Ski::N,куас,smučí
376,Lagerfeuer::N,тылскем,táborni ôgenj
377,Last::N,секыт,tôvor
378,Gang::N,ветлон,hòd
379,Schritt::N,вамыш,korák
380,Norden::N,уйпал,séver
381,Süden::N,лымшор,júg
382,Westen::N,шунды пуксён,zapàd
383,Osten::N,шунды ӝужан,vzhòd
384,Holz::N,пу,lés
385,Brett::N,пул,deskà
386,Platte::N,плита,plôča
387,Stütze::N,пыкет,opóra
388,Stütze::N,пыкет,zaslómba
389,Stange::N,пуӵ,gréd
390,Stock::N,боды,pálica
391,Stab::N,пуӵ,pálica
392,Stab::N,боды,pálica
393,Rohr::N,труба,cév
394,Haus::N,юрт,híša
395,Heim::N,корка,dóm
396,Ofen::N,гур,péč
397,Fußboden::N,выж,pòd
398,Tisch::N,ӝӧк,míza
399,Stuhl::N,пукон,stòl
400,Wiege::N,кӧкы,zíbel
401,Wiege::N,зыбка,zíbel
402,Bett::N,валес,póstelja
403,Regal::N,ӝажы,políca
404,Kiste::N,ящик,zabòj
405,Fenster::N,укно,ôkno
406,Fenster::N,косяк,ôkno
407,Tür::N,ӧс,vráta
408,Tor::N,ӟезьы,velíka vráta
409,Zaun::N,забор,ográja
410,Dach::N,липет,stréha
411,Leiter::N,падӟа,léstev
412,Besen::N,ӵужон,mêtla
413,Besen::N,исьнер,mêtla
414,Spaten::N,лопатка,lopáta
415,Schaufel::N,ютырон,lopáta
416,Gabel::N,тэчы,vílice
417,Gabel::N,вилка,vílice
418,Löffel::N,пуньы,žlíca
419,Messer::N,пурт,nòž
420,Nagel::N,кортӵог,žebèlj
421,Netz::N,сеть,mréža
422,Haken::N,курик,kljúka
423,Griff::N,ныд,ročáj
424,Griff::N,ныд,oprijèm
425,Schloss::N,тунгон,ključávnica
426,Bild::N,суред,slíka
427,Figur::N,фигура,figúra
428,Figur::N,фигура,postáva
429,Puppe::N,мунё,lútka
430,Beutel::N,пуйы,môšnja
431,Bündel::N,керттэт,cúla
432,Bündel::N,керттэт,svéženj
433,Tasche::N,пуйы,tórba
434,Tasche::N,пуйы,tobôlec
435,Tasche::N,сумка,tórba
436,Tasche::N,сумка,tobôlec
437,Eimer::N,ведра,vêdro
438,Deckel::N,ӵоксэт,pokròv
439,Deckel::N,ӵоксэт,poklópec
440,Geschirr::N,тусьты-пуньы,posóda
441,Sack::N,пуйы,vréča
442,Tasse::N,ӵаша,skodélica
443,Topf::N,миска,lônec
444,Kessel::N,пурты,kôtel
445,Essen::N,сиськон,hrána
446,Nahrung::N,сион,živílo
447,Speise::N,сиён,jéd
448,Fleisch::N,сӥль,mesó
449,Getreide::N,ю тысь,žíto
450,Brei::N,ӝук,káša
451,Brot::N,нянь,krùh
452,Scheibe::N,шорем,réženj
453,Fett::N,кӧй,mást
454,Fett::N,кӧй,maščôba
455,Butter::N,вӧй,máslo
456,Öl::N,вӧй,ólje
457,Salz::N,сылал,sól
458,Suppe::N,шыд,júha
459,Honig::N,чечы,méd
460,Milch::N,йӧл,mléko
461,Tee::N,чай,čáj
462,Leder::N,сурон,úsnje
463,Wolle::N,гон,vólna
464,Wolle::N,ыжгон,vólna
465,Stoff::N,куэм,blagó
466,Nadel::N,вень,ígla
467,Faden::N,сӥньыс,nít
468,Knopf::N,бирды,gúmb
469,Knoten::N,герд,vôzel
470,Farbe::N,буёл,bárva
471,Kleidung::N,дӥсь,obléka
472,Hemd::N,дэрем,srájca
473,Kragen::N,сирес,ovrátnik
474,Ärmel::N,саес,rokáv
475,Hose::N,брюки,hláče
476,Hose::N,штань,hláče
477,Gürtel::N,кускерттон,pás
478,Mütze::N,ызьы,kápa
479,Mütze::N,ызьы,čépica
480,Schuh::N,ботинка,čévelj
481,Stiefel::N,сапег,škórenj
482,Ring::N,зундэс,pŕstan
483,Band::N,лента,trák
484,Kamm::N,сын,glavník
485,Spiegel::N,синучкон,zrcálo
486,Spiegel::N,синучкон,ogledálo
487,Riemen::N,е,jêrmen
488,Schnur::N,гозы,vŕvca
489,Leine::N,думет,konôpec
490,Decke::N,шобрет,odéja
491,Kissen::N,миндэр,blazína
492,Tuch::N,кышет,pŕt
493,Tuch::N,кышет,rúta
494,Handtuch::N,ӵушкон,brisáča
495,Kraft::N,кать,síla
496,Kraft::N,ӟигар,síla
497,Stärke::N,юнлык,jákost
498,Gesundheit::N,тазалык,zdrávje
499,Krankheit::N,висён,bolézen
500,Schmerz::N,висён,ból
501,Schmerz::N,висён,bolečína
502,Wunde::N,яра,rána
503,Fieber::N,кезег,vročína
504,Arznei::N,эмъюм,lék
505,Arznei::N,эмъюм,zdravílo
506,Brücke::N,выж,móst
507,Brunnen::N,колдэч,vodnják
508,Weide::N,возь,páša
509,Pfad::N,сюрес,stezà
510,Weg::N,сюрес,pót
511,Straße::N,сюрес,césta
512,Dorf::N,гурт,vás
513,Stadt::N,кар,mésto
514,Stadt::N,город,mésto
515,Brief::N,гожтэт,písmo
516,Buch::N,книга,knjíga
517,Buchstabe::N,буква,čŕka
518,Zeitung::N,газет,čásnik
519,Leben::N,улон,življênje
520,Tod::N,кулон,smŕt
521,Grab::N,шайгу,gròb
522,Kirche::N,черк,cérkev
523,Sünde::N,сьӧлык,gréh
524,Gott::N,ӥнмар,bóg
525,Arbeiter::N,рабочий,délavec
526,Chef::N,начальник,šéf
527,Meister::N,кибашлы,mójster
528,Arzt::N,врач,zdravník
529,Lehrer::N,дышетӥсь,učítelj
530,Geld::N,уксё,denár
531,Geld::N,коньдон,denár
532,Geschäft::N,уж,kupčíja
533,Laden::N,магазин,trgovína
534,Preis::N,дун,céna
535,Ware::N,вуз,róba
536,Nutzen::N,пайда,príd
537,Reichtum::N,узырлык,bogástvo
538,Welt::N,дунне,svét
539,Land::N,шаер,dežêla
540,Staat::N,кун,držáva
541,König::N,эксэй,králj
542,Macht::N,власть,oblást
543,Grenze::N,кунгож,mêja
544,Krieg::N,ож,vôjna
545,Feind::N,тушмон,sovrážnik
546,Gewalt::N,эриктэман,nasílje
547,Kampf::N,нюръяськон,bòj
548,Kampf::N,нюръяськон,bórba
549,Bogen[Waffe]::N,пукыӵ,lók
550,Pfeil::N,пукыӵ вень,puščíca
551,Gewehr::N,пыӵал,púška
552,Fehler::N,янгыш,zmóta
553,Lüge::N,пӧян,láž
554,Lüge::N,алдан,láž
555,Lüge::N,ӧрекчан,láž
556,Schaden::N,изъян,okvára
557,Unglück::N,куректон,nesréča
558,Unglück::N,шудтэме усён,nesréča
559,Schuld::N,янгыш,krívda
560,Alter::N,арлыд,dôba
561,Schluss::N,пум,kônec
562,Zeit::N,дыр,čàs
563,Tag::N,нунал,dán
564,Morgen::N,ӵукна,jútro
565,Mittag::N,лымшор,póldan
566,Abend::N,ӝыт,večér
567,Abend::N,акшан,večér
568,Nacht::N,уй,nóč
569,Woche::N,арня,téden
570,Monat::N,толэзь,mésec
571,Jahr::N,ар,léto
572,Frühling::N,тулыс,pomlád
573,Sommer::N,гужем,polétje
574,Herbst::N,сӥзьыл,jesén
575,Winter::N,тол,zíma
576,Januar::N,выльартолэзь,jánuar
577,Februar::N,тулыспал,fébruar
578,März::N,южтолэзь,márec
579,April::N,оштолэзь,apríl
580,Mai::N,куартолэзь,máj
581,Juni::N,вожотолэзь,júnij
582,Juli::N,пӧсьтолэзь,júlij
583,August::N,гудырикошкон,avgúst
584,September::N,куарусён,septêmber
585,Oktober::N,выльӝуктолэзь,október
586,November::N,шуркынмон,novêmber
587,Dezember::N,толсур,decémber
588,Montag::N,вордӥськон,ponedéljek
589,Dienstag::N,вторник,tôrek
590,Mittwoch::N,вирнунал,sréda
591,Donnerstag::N,покчиарня,četŕtek
592,Freitag::N,удмуртарня,pétek
593,Samstag::N,кӧснунал,sobóta
594,Sonntag::N,арня,nedélja
595,groß::A,бадӟым,vêlik
596,klein::A,пичи,májhen
597,lang::A,кузь,dólg
598,kurz::A,вакчи,krátek
599,breit::A,паськыт,širòk
600,schmal::A,сюлэг,ózek
601,dicht::A,ӵем,góst
602,dick[Gegenstand]::A,зӧк,dêbel
603,dünn::A,векчи,tánek
604,fein::A,векчи,drôben
605,fest::A,юн,tŕden
606,fest::A,чурыт,tŕden
607,flach::A,ӵошкыт,plán
608,flach::A,ӵошкыт,plòsk
609,glatt::A,гылыт,gládek
610,glatt::A,вольыт,gládek
611,hart::A,чурыт,tŕd
612,weich::A,небыт,mehák
613,rund::A,котырес,okrógel
614,spitz::A,йылсо,šílast
615,scharf::A,лэчыт,óster
616,stumpf::A,ныж,tóp
617,stumpf::A,ныж,skŕhan
618,schwer::A,секыт,têžek
619,schön::A,чебер,lép
620,schön::A,чебер,krásen
621,heiß::A,пӧсь,vròč
622,warm::A,шуныт,tôpel
623,kalt::A,кезьыт,mŕzel
624,kalt::A,кезьыт,hláden
625,kühl::A,юзмыт,hláden
626,kühl::A,салкым,hláden
627,frisch::A,выль,svéž
628,feucht::A,мускыт,vlážen
629,nass::A,котмем,móker
630,trocken::A,кӧс,súh
631,voll::A,тыр,póln
632,leer::A,буш,prázen
633,leer::A,тырттэм,prázen
634,offen::A,усьтэм,odpŕt
635,geschlossen::A,ӵогам,zapŕt
636,geschlossen::A,пунням,zapŕt
637,sauber::A,ӝикыт,číst
638,sauber::A,ӝикыт,líčen
639,sauber::A,чылкыт,číst
640,sauber::A,чылкыт,líčen
641,schmutzig::A,нӧд,umázan
642,roh::A,ыль,suròv
643,reif::A,вуэм,zrèl
644,lecker::A,ческыт,okúsen
645,süß::A,ческыт,sládek
646,bitter::A,курыт,grenák
647,sauer::A,чырс,kísel
648,hell::A,югыт,svetèl
649,dunkel::A,пеймыт,temèn
650,schwarz::A,сьӧд,čŕn
651,weiß::A,тӧдьы,bél
652,rot::A,горд,rdèč
653,gelb::A,ӵуж,žólt
654,gelb::A,ӵуж,rumèn
655,blau::A,лыз,móder
656,grün::A,вож,zelèn
657,grau::A,пурысь,sív
658,bunt::A,куӵо,písan
659,billig::A,дунтэм,pocéni
660,teuer::A,дуно,drág
661,wertvoll::A,дуно,dragocén
662,blind::A,сукыр,slép
663,blind::A,синтэм,slép
664,taub::A,пельтэм,glúh
665,kräftig::A,кужмо,močán
666,stark::A,юн,ják
667,stark::A,кужмо,ják
668,schwach::A,ляб,šíbek
669,schwach::A,начар,šíbek
670,fett::A,кӧй,dêbel
671,schlank::A,веськыт,vítek
672,schlank::A,веськрес,vítek
673,hübsch::A,чебер,lép
674,hübsch::A,синмаськымон,lép
675,böse::A,лек,zèl
676,böse::A,лек,hudôben
677,dumm::A,шузи,glúp
678,dumm::A,шузи,bédast
679,dumm::A,визьтэм,glúp
680,dumm::A,визьтэм,bédast
681,faul::A,азьтэм,lén
682,fleißig::A,сюлмо,marljív
683,geizig::A,сук,škŕt
684,klug::A,визьмо,pámeten
685,geschickt::A,усто,spréten
686,geschickt::A,быгатӥсь,spréten
687,lieb::A,мусо,míl
688,lieb::A,мусо,ljúb
689,lustig::A,шулдыр,vesél
690,sanft::A,мусо,láhek
691,sanft::A,эрке,láhek
692,hungrig::A,сютэм,láčen
693,krank::A,висись,bolán
694,nackt::A,гольык,nág
695,traurig::A,мӧзмыт,túžen
696,lebendig::A,улэп,žív
697,gut::A,ӟеч,dóber
698,gut::A,умой,dóber
699,schlecht::A,урод,malopríden
700,schlecht::A,алама,malopríden
701,richtig::A,шонер,pravílen
702,schlimm::A,алама,húd
703,wahr::A,зэмос,resníčen
704,alt::A,вуж,stàr
705,neu::A,выль,nòv
706,ehemalig::A,азьвылэз,nekdánji
707,alt[Lebewesen]::A,пересь,stàr
708,jung::A,егит,mlád
709,jung::A,пинал,mlád
710,arm::A,начар,ubóg
711,arm::A,начар,réven
712,arm::A,куанер,ubóg
713,arm::A,куанер,réven
714,reich::A,узыр,bogàt
715,bekannt::A,тодмо,znán
716,berühmt::A,дано,sláven
717,berühmt::A,дано,znamenít
718,fremd::A,ят,túj
719,verschieden::A,пӧртэм,razlíčen
720,nah::A,матысь,blížnji
721,fern::A,кыдёкысь,dáleč
722,linker::A,паллян,lévi
723,rechter::A,бур,désni
724,rechter::A,бурпал,désni
725,anderer::A,мукет,drúgi
726,erster::A,нырысетӥез,pŕvi
727,zweiter::A,кыктэтӥез,drúgi
728,dritter::A,кунньметӥез,trétji
729,letzter::A,берло,poslédnji
730,letzter::A,берпум,poslédnji
731,allein::ADV,огназ,sám
732,auf einmal::ADV,огдыре,obênem
733,zusammen::ADV,ӵош,skúpaj
734,zusammen::ADV,валче,skúpaj
735,lange::ADV,кема,dólgo
736,plötzlich::ADV,мапламтэ шорысь,náglo
737,plötzlich::ADV,мапламтэ шорысь,nenádoma
738,sofort::ADV,али ик,prècej
739,später::ADV,бергес,poznêje
740,später::ADV,берлогес,poznêje
741,jetzt::ADV,али,zdàj
742,jetzt::ADV,табере,zdàj
743,heute::ADV,туннэ,dánes
744,morgen::ADV,ӵуказе,jútri
745,bald::ADV,ӝоген,kmálu
746,dann::ADV,берло,nató
747,gestern::ADV,толон,včéraj
748,einst::ADV,огпол,nékdaj
749,einst::ADV,одӥг пол,nékdaj
750,damals::ADV,соку,tedàj
751,damals::ADV,соку,takràt
752,danach::ADV,собере,potèm
753,vorher::ADV,азьло,poprèj
754,vorher::ADV,азьвыл,poprèj
755,zuerst::ADV,азьло,spŕva
756,einmal::ADV,огпол,ênkrat
757,manchmal::ADV,куддыръя,včásih
758,oft::ADV,ӵем,pogósto
759,immer::ADV,пыр,védno
760,immer::ADV,пыр,zméraj
761,immer::ADV,котьку,védno
762,immer::ADV,котьку,zméraj
763,niemals::ADV,уз ноку,nikdàr
764,hier::ADV,татын,tù
765,hier::ADV,татын,túkaj
766,hierhin::ADV,татчы,sèmkaj
767,von hier::ADV,татысь,od tú
768,dort::ADV,отӥ,tàm
769,dort::ADV,отын,tàm
770,dorthin::ADV,отчы,tjà
771,geradeaus::ADV,меӵак,rávno napréj
772,vorwärts::ADV,азьлань,napréj
773,rückwärts::ADV,берлань,zádaj
774,zurück::ADV,берен,nazáj
775,zurück::ADV,берлань,nazáj
776,unten::ADV,улын,dôli
777,unten::ADV,улын,spôdaj
778,hinab::ADV,улэ,dôl
779,oben::ADV,вылын,gôri
780,oben::ADV,вылын,zgôraj
781,oben::ADV,вылӥын,gôri
782,oben::ADV,вылӥын,zgôraj
783,hinauf::ADV,вылэ,gôr
784,hinauf::ADV,вылӥе,gôr
785,hinauf::ADV,выллань,gôr
786,überall::ADV,котькытын,povsód
787,überall::ADV,пасьтана,povsód
788,nicht::ADV,уз,ne
789,ein wenig::ADV,ичи,málo
790,ein wenig::ADV,ӧжыт,málo
791,ein wenig::ADV,огшап,málo
792,kaum::ADV,муртса,kómaj
793,sehr::ADV,туж,zeló
794,sehr::ADV,лекос,zeló
795,so::ADV,озьы,takó
796,so::ADV,тазьы,takó
