,Concept_ID,kn,vep
54,Atem::N,ಉಸಿರು,hengaiduz
55,Hunger::N,ಹಸಿವು,näl'g
56,Träne::N,ಕಣ್ಣೀರು,kündal'
57,Geschmack::N,ರುಚಿ,magu
58,Geruch::N,ವಾಸನೆ,haju
59,Schlaf::N,ನಿದ್ರೆ,uni
60,Traum::N,ಕನಸು,unikuva
61,Himmel::N,ಬಾನು,taivaz
62,Sonne::N,ಸೂರ್ಯ,päiväine
63,Mond::N,ಚಂದ್ರ,kudmaine
64,Stern::N,ಚುಕ್ಕಿ,tähtaz
65,Luft::N,ವಾಯು,il'm
66,Wind::N,ಗಾಳಿ,döl
67,Wind::N,ಗಾಳಿ,tullei
68,Welle::N,ಅಲೆ,ald
69,Welle::N,ಅಲೆ,laineh
70,Wasser::N,ನೀರು,vezi
71,Stein::N,ಕಲ್ಲು,kivi
72,Boden::N,ನೆಲ,ma
73,Boden::N,ನೆಲ,pohj
74,Erde::N,ಭೂಮಿ,ma
75,Staub::N,ದೂಳು,pölü
76,Rauch::N,ಹೊಗೆ,savu
77,Funke::N,ಕಿಡಿ,kibin
78,Feuer::N,ಬೆಂಕಿ,lämoi
79,Licht::N,ಬೆಳಕು,vauktuz
80,Schatten::N,ನೆರಳು,pil'vez
81,Schatten::N,ನೆರಳು,kuvahaine
82,Wetter::N,ಹವ,sä
83,Nebel::N,ಮಂಜು,sumeg
84,Wolke::N,ಮೋಡ,pil'v
85,Regen::N,ಮಳೆ,vihm
86,Schnee::N,ಹಿಮ,lumi
87,Eis::N,ಮಂಜುಗಡ್ಡೆ,jä
88,Frost::N,ಮಂಜು,hala
89,Frost::N,ಮಂಜು,pakaine
90,Kälte::N,ಹಿಮ,vilu
91,Hitze::N,ಉಷ್ಣ,räk
92,Raureif::N,ಇಬ್ಬನಿ,hüde
93,Regenbogen::N,ಇಂದ್ರಚಾಪ,jumalanbembel'
94,Donner::N,ಗುಡುಗು,juru
95,Donner::N,ಗುಡುಗು,jumalanjuru
96,Strömung::N,ಪ್ರವಾಹ,joksmuz
97,Tropfen::N,ತೊಟ್ಟು,tilkuine
98,Schaum::N,ನೊರೆ,vaht
99,Schmutz::N,ಕಸ,redu
100,Schmutz::N,ಕಸ,pačak
101,See::N,ಸರೋವರ,järv
102,Sumpf::N,ಜೌಗುಸ್ಥಳ,so
103,Moor::N,ಬಂಜರು ಭೂಮಿ,so
104,Wiese::N,ಹುಲ್ಲುಗಾವಲು,nit
105,Wald::N,ಕಾಡು,mec
106,Hügel::N,ಗುಡ್ಡೆ,kukaz
107,Anhöhe::N,ದಿಬ್ಬ,kukaz
108,Berg::N,ಮಲೆ,mägi
109,Berg::N,ಪರ್ವತ,mägi
110,Gipfel::N,ಶೃಂಗ,ladv
111,Höhle::N,ಗುಹೆ,mägionduz
112,Abhang::N,ಇಳಿಜಾರು,paute
113,Quelle::N,ಮೂಲ,lähte
114,Bach::N,ತೊರೆ,oja
115,Fluss::N,ನದಿ,jogi
116,Ufer::N,ತೀರ,rand
117,Küste::N,ದಂಡೆ,randišt
118,Festland::N,ಭೂಮಿ,kuivma
119,Meer::N,ಕಡಲು,meri
120,Bucht::N,ಖಾರಿ,laht
121,Insel::N,ದ್ವೀಪ,sar'
122,Blume::N,ಸುಮ,änik
123,Gras::N,ಹುಲ್ಲು,hein
124,Wurzel::N,ಬೇರು,jur'
125,Baum::N,ಮರ,pu
126,Stamm::N,ಕಾಂಡ,tüvi
127,Rinde::N,ತೂಗಟಿ,kor'
128,Ast::N,ಶಾಖೆ,oks
129,Zweig::N,ರೆಂಬೆ,oks
130,Zweig::N,ರೆಂಬೆ,barb
131,Blatt::N,ಎಲೆ,lehtez
132,Birke::N,ಬರ್ಚ್ ಮರ,koiv
133,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pedai
134,Weide[Baum]::N,ವಿಲೋಮರ,raid
135,Tanne::N,ಭದ್ರದಾರು,kuz'
136,Horn::N,ಕೊಂಬು,sar'v
137,Feder::N,ಪುಕ್ಕ,höuneh
138,Fell::N,ರೋಮ,nahk
139,Flügel::N,ರೆಕ್ಕೆ,suug
140,Klaue::N,ಪಂಜ,künz'
141,Kralle::N,ಉಗುರು,künz'
142,Schwanz::N,ಬಾಲ,händ
143,Ei::N,ಮೊಟ್ಟೆ,muna
144,Nest::N,ಗೂಡು,peza
145,Bau::N,ಅಡಗುದಾಣ,uru
146,Tier::N,ಪ್ರಾಣಿ,živat
147,Herde::N,ಗುಂಪು,kogo
148,Kuh::N,ಹಸು,lehm
149,Bulle::N,ಗೂಳಿ,härg
150,Pferd::N,ಕುದುರೆ,hebo
151,Schaf::N,ಕುರಿ,lambaz
152,Schwein::N,ಹಂದಿ,siga
153,Hund::N,ನಾಯಿ,koir
154,Katze::N,ಬೆಕ್ಕು,kaži
155,Bär::N,ಕರಡಿ,kondi
156,Eichhörnchen::N,ಉಡುತೆ,orav
157,Elch::N,ಕಡವೆ,hirb'
158,Fuchs::N,ನರಿ,reboi
159,Hase::N,ಮೊಲ,jäniš
160,Maus::N,ಇಲಿ,hir'
161,Wolf::N,ತೋಳ,händikaz
162,Vogel::N,ಪಕ್ಷಿ,lind
163,Schwarm::N,ಗುಂಪು,parveh
164,Huhn::N,ಚಿಕ್,kana
165,Hahn::N,ಹುಂಜ,kukoi
166,Gans::N,ವರಟೆ,hanh'
167,Adler::N,ಗರುಡ,orl
168,Ente::N,ಬಾತು,sorz
169,Eule::N,ಗೂಬೆ,hir'pulo
170,Kranich::N,ಕೊಕ್ಕರ,kurg
171,Krähe::N,ಕಾಗೆ,variš
172,Kuckuck::N,ಕೋಗಿಲೆ,kägi
173,Schwan::N,ಹಂಸಪಕ್ಷಿ,joucen
174,Fisch::N,ಮೀನು,kala
175,Barsch::N,ಪರ್ಚ್ ಮೀನು,ahven
176,Hecht::N,ಪೈಕ್ ಮೀನು,haug'
177,Schlange[Tier]::N,ಹಾವು,kü
178,Schlange[Tier]::N,ಹಾವು,mado
179,Wurm::N,ಹುಳು,mado
180,Spinne::N,ಊರ್ಣನಾಭ,hämähouk
181,Ameise::N,ಇರುವೆ,murahaine
182,Laus::N,ಹೇನು,täi
183,Mücke::N,ಸೊಳ್ಳೆ,säs'k
184,Fliege::N,ನೊಣ,kärbhaine
185,Schmetterling::N,ಪತಂಗ,lipkaine
186,Beere::N,ನಯವಣ್ಣು,marj
187,Apfel::N,ಸೇಬು,jablok
188,Pilz::N,ಅಣಬೆ,sen'
189,Pilz::N,ಅಣಬೆ,babuk
190,Zwiebel::N,ನೀರುಳ್ಳಿ,lauk
191,Saat::N,ಬಿತ್ತ,semned
192,Korn::N,ಬೀಜ,jüvä
193,Korn::N,ಬೀಜ,vill'
194,Heu::N,ಕರಡ,hein
195,Schale::N,ಹೊಟ್ಟು,kor'
196,Grube::N,ಗುಂಡಿ,kop
197,Falle::N,ಬೋನು,rida
198,Schlinge::N,ಉರುಲು,rihm
199,Spur::N,ಜಾಡು,jäl'g
200,Asche::N,ಬೂದಿ,tuhk
201,Dreck::N,ಹೊಲಸು,redu
202,Dreck::N,ಹೊಲಸು,pačak
203,Eisen::N,ಕಬ್ಬಿಣ,raud
204,Gold::N,ಚಿನ್ನ,kuld
205,Silber::N,ಬೆಳ್ಳಿ,hobed
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,hil'
207,Glas::N,ಗಾಜು,stökol
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,savi
209,Sand::N,ಮರಳು,lete
210,Mensch::N,ಪುರುಷ,mez'
211,Mensch::N,ಪುರುಷ,ristit
212,Mann::N,ಆಳು,mez'
213,Frau::N,ಹೆಣ್ಣು,naine
214,Kind::N,ಮಗು,laps'
215,Junge::N,ಹುಡುಗ,poig
216,Junge::N,ಹುಡುಗ,prihaine
217,Mädchen::N,ಹುಡುಗಿ,neičukaine
218,Familie::N,ಕುಟುಂಬ,kanz
219,Familie::N,ಕುಟುಂಬ,pereh
220,Großvater::N,ಅಜ್ಜ,ded
221,Großmutter::N,ಅಮ್ಮ,bab
222,Eltern::N,ಹೆತ್ತವರು,vanhembad
223,Eltern::N,ಹೆತ್ತವರು,kazvatajad
224,Vater::N,ತಂದೆ,tat
225,Mutter::N,ಅಮ್ಮ,mam
226,Sohn::N,ಮಗ ,poig
227,Tochter::N,ಮಗಳು,tütär
228,Bruder::N,ತಮ್ಮ,veik
229,Bruder::N,ತಮ್ಮ,vell'
230,Schwester::N,ತಂಗಿ,čiža
231,Schwester::N,ತಂಗಿ,sizar
232,Onkel::N,ಸೋದರಮಾವ,däd'
233,Onkel::N,ದೊಡ್ಡಪ್ಪ,däd'
234,Tante::N,ಚಿಕ್ಕಮ್ಮ,tädi
235,Ehemann::N,ಗಂಡ,mužik
236,Ehefrau::N,ಹೆಂಡತಿ,ak
237,Freude::N,ನಲಿವು,ilo
238,Freude::N,ನಲಿವು,ihastuz
239,Gelächter::N,ನಗೆ,nagr
240,Glück::N,ಆನಂದ,oza
241,Kummer::N,ದುಃಖ,gor'a
242,Wunsch::N,ಬಯಕೆ,taht
243,Lust::N,ಇಷ್ಟ,himo
244,Geist::N,ಆತ್ಮ,heng
245,Gedanke::N,ಯೋಚನೆ,meletuz
246,Gedächtnis::N,ಸ್ಮರಣೆ,mušt
247,Verstand::N,ಮನಸ್ಸು,mel'
248,Sinn::N,ಅರ್ಥ,jüvä
249,Grund::N,ಕಾರಣ,sü
250,Wahrheit::N,ಸತ್ಯ,tozi
251,Gespräch::N,ಸಂಭಾಷಣೆ,lodu
252,Gespräch::N,ಸಂಭಾಷಣೆ,pagin
253,Märchen::N,ಸುಳ್ಳು ಕಥೆ,sarn
254,Erzählung::N,ಕಥೆ,sanutez
255,Nachricht::N,ಸಂದೇಶ,tedotuz
256,Neuigkeit::N,ಸುದ್ದಿ,uzištuz
257,Name::N,ಹೆಸರು,nimi
258,Rätsel::N,ಒಗಟು,ozoitez
259,Rede::N,ಮಾತು,pagin
260,Rede::N,ಮಾತು,sanad
261,Sprache::N,ಭಾಷೆ,kel'
262,Stimme::N,ಧ್ವನಿ,än'
263,Wort::N,ಮಾತು,sana
264,Zeichen::N,ಗುರುತು,znam
265,Ruf::N,ಕೂಗು,kida
266,Ruf::N,ಕೂಗು,kucund
267,Lärm::N,ಸದ್ದು,judu
268,Laut::N,ಶಬ್ದ,kulund
269,Ton::N,ನಾದ,kulund
270,Lied::N,ಗಾನ,pajo
271,Ruhe::N,ಶಾಂತಿ,lebu
272,Leute::N,ಮಂದಿ,rahvaz
273,Volk::N,ಜನಾಂಗ,rahvaz
274,Arbeit::N,ಕೆಲಸ,tö
275,Arbeit::N,ಕೆಲಸ,rad
276,Gast::N,ಅತಿಥಿ,adiv
277,Geschenk::N,ಕಾಣಿಕೆ,lahj
278,Spiel::N,ಆಟ,vänd
279,Gesellschaft::N,ಸಂಗ,sebr
280,Hilfe::N,ಸಹಾಯ,abu
281,Freund::N,ಸ್ನೇಹಿತ,sebranik
282,Kamerad::N,ಜೊತೆಗಾರ,sebranik
283,Angelegenheit::N,ವಿಚಾರ,azj
284,Anzahl::N,ಎಣಿಕೆ,lugu
285,Art::N,ತರ,rod
286,Art::N,ತರ,rodsugu
287,Stück::N,ತುಂಡು,pala
288,Stück::N,ತುಂಡು,supal
289,Teil::N,ಭಾಗ,pala
290,Hälfte::N,ಅರ್ಧ,pol'
291,Kreis::N,ವೃತ್ತ,ümbruz
292,Kreis::N,ವೃತ್ತ,kehkruz
293,Kreuz::N,ಶಿಲುಬೆ,rist
294,Linie::N,ರೀಖೆ,pird
295,Strich::N,ಗೀಟು,pird
296,Abstand::N,ಅಂತರ,keskust
297,Entfernung::N,ದೂರ,matk
298,Gegend::N,ವಿಸ್ತೀರ್ಣ,taho
299,Platz::N,ಅಂತರ,avaruz'
300,Ort::N,ಸ್ಥಳ,koht
301,Seite::N,ಪಕ್ಷ,pol'
302,Seite::N,ಪಕ್ಷ,kül'g
303,Mitte::N,ನಡು,kesk
304,Gegenstand::N,ವಸ್ತು,kalu
305,Sache::N,ವಸ್ತು,azj
306,Rand::N,ಅಂಚು,röun
307,Kante::N,ಅಂಚು,röun
308,Ecke::N,ಮೂಲೆ,saum
309,Spitze::N,ತುದಿ,agjaine
310,Ende::N,ಕೊನೆ,agj
311,Loch::N,ತೂತು,reig
312,Winkel::N,ಕೋನ,čoga
313,Winkel::N,ಕೋನ,saum
314,Muster::N,ನಮೂನೆ,kirjam
315,Größe::N,ಪ್ರಮಾಣ,suruz'
316,Länge::N,ಉದ್ದ,piduz
317,Höhe::N,ಎತ್ತರ,korktuz'
318,Gewicht::N,ತೂಕ,jügu
319,Gewicht::N,ತೂಕ,vedäduz
320,Menge::N,ಮೊತ್ತ,äjüz'
321,Haufen::N,ರಾಶಿ,kogo
322,Reihe::N,ಸಾಲು,rivi
323,Boot::N,ದೋಣಿ,veneh
324,Ruder::N,ಹುಟ್ಟು,air
325,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,regi
326,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,regut
327,Ski::N,ಜಾರುಪಟ್ಟಿ,suks'
328,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,nodj
329,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,pažag
330,Last::N,ಹೊರೆ,jüguz
331,Gang::N,ತಿರುಗಾಟ,astund
332,Schritt::N,ಹೆಜ್ಜೆ,hašk
333,Norden::N,ಉತ್ತರ,pohjoine
334,Süden::N,ದಕ್ಷಿಣ,suvi
335,Westen::N,ಪಶ್ಚಿಮ,päivlaskm
336,Osten::N,ಮೂಡಲು,päivnouzm
337,Holz::N,ಚೌಬೀನೆ,pu
338,Brett::N,ಹಲಗೆ,laud
339,Platte::N,ಹಲಗೆ,keitim
340,Stütze::N,ಆಸರೆ,tugi
341,Stange::N,ಕಂಬ,arz'
342,Stock::N,ಕೋಲು,kalu
343,Stab::N,ದೊಣ್ಣೆ,seibaz
344,Rohr::N,ನಳಿಕೆ,torv
345,Haus::N,ಮನೆ,pert'
346,Heim::N,ಗೃಹ,kodi
347,Ofen::N,ಒಲೆ,päč
348,Fußboden::N,ನೆಲ,lava
349,Tisch::N,ಮೇಜು,laud
350,Tisch::N,ಮೇಜು,stal'c
351,Stuhl::N,ಕುರ್ಚಿ,ištim
352,Wiege::N,ತೊಟ್ಟಿಲು,kätte
353,Bett::N,ಹಾಸಿಗೆ,sija
354,Bett::N,ಹಾಸಿಗೆ,magaduzsija
355,Regal::N,ಬೀರು,palič
356,Kiste::N,ಪಟ್ಟಿಗೆ,mülütim
357,Fenster::N,ಕಿಟಕಿ,ikun
358,Tür::N,ಬಾಗಿಲು,uks'
359,Tor::N,ಹೆಬ್ಬಾಗಿಲು,verai
360,Zaun::N,ಬೇಲಿ,aid
361,Dach::N,ಮಾಳಿಗೆ,katuz
362,Leiter::N,ಏಣಿ,pordhad
363,Besen::N,ಪೊರಕೆ,lud
364,Besen::N,ಪೊರಕೆ,vast
365,Spaten::N,ಗುದ್ದಲಿ,labid
366,Schaufel::N,ಸನಿಕೆ,labid
367,Gabel::N,ಕವಲು,hangoine
368,Löffel::N,ಚಮಚ,luzik
369,Messer::N,ಚಾಕು,veič
370,Nagel::N,ಆಣಿ,nagl
371,Netz::N,ಬಲೆ,verk
372,Haken::N,ಕೊಂಡಿ,kouk
373,Griff::N,ಹಿಡಿ,kägä
374,Griff::N,ಹಿಡಿ,varz'
375,Schloss::N,ವೀಗ,lukkol
376,Bild::N,ಚಿತ್ರ,kuva
377,Figur::N,ಆಕಾರ,figur
378,Puppe::N,ಗೊಂಬೆ,tätüine
379,Beutel::N,ಸಂಚಿ,havad
380,Bündel::N,ಕಟ್ಟು,toppaz
381,Bündel::N,ಕಟ್ಟು,käč
382,Tasche::N,ಚೀಲ,sumk
383,Eimer::N,ಬಾನೆ,vädr
384,Deckel::N,ಮುಚ್ಚಳ,katuz
385,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,astii
386,Sack::N,ಮೂಟೆ,havad
387,Tasse::N,ಬಟ್ಟಲು,čašk
388,Topf::N,ಮಡಕೆ,pada
389,Kessel::N,ಕೆಟಲ್,katil
390,Essen::N,ಊಟ,sönd
391,Nahrung::N,ಆಹಾರ,söm
392,Speise::N,ಊಟ,sömine
393,Fleisch::N,ಮಾಂಸ,liha
394,Getreide::N,ಧಾನ್ಯ,vill'
395,Brei::N,ಗಂಜಿ,pudr
396,Brot::N,ರೊಟ್ಟಿ,leib
397,Scheibe::N,ಹೋಳು,bibaleh
398,Scheibe::N,ಹೋಳು,šlik
399,Fett::N,ಕೊಬ್ಬು,razv
400,Butter::N,ಬೆಣ್ಣೆ,voi
401,Öl::N,ಎಣ್ಣೆ,voi
402,Salz::N,ಉಪ್ಪು,sol
403,Suppe::N,ಎಸರು,lem'
404,Suppe::N,ಎಸರು,keitoz
405,Honig::N,ಮಧು,mezi
406,Milch::N,ಹಾಲು,maid
407,Tee::N,ಚಹ,čai
408,Leder::N,ಚಕ್ಕಳ,nahk
409,Wolle::N,ಉಣ್ಣೆ,vill
410,Stoff::N,ಬಟ್ಟೆ,kangaz
411,Nadel::N,ಸೂಜಿ,negl
412,Faden::N,ದಾರ,nit'
413,Knopf::N,ಗುಂಡು,nübl'
414,Knoten::N,ಗಂಟು,sol'm
415,Farbe::N,ಬಣ್ಣ,muju
416,Kleidung::N,ಅರಿವೆ,sobad
417,Hemd::N,ಅಂಗಿ,paid
418,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,kagluz
419,Ärmel::N,ತೋಳು,hijam
420,Hose::N,ಇಜಾರ,štanad
421,Gürtel::N,ಬೆಲ್ಟು,vö
422,Mütze::N,ಟೋಪಿ,šapuk
423,Schuh::N,ಪಾದರಕ್ಷೆ,keng'
424,Stiefel::N,ಬೂಟು,sapug
425,Ring::N,ಉಂಗುರ,rengaz
426,Band::N,ರಿಬ್ಬನ್,lentaine
427,Kamm::N,ಹಣಿಗೆ,suga
428,Spiegel::N,ಕನ್ನಡಿ,zerkol
429,Riemen::N,ಬಾರು,vö
430,Schnur::N,ಹುರಿ,nor
431,Leine::N,ಹಗ್ಗ,talutimnor
432,Decke::N,ಕಂಬಳಿ,sijakatuz
433,Kissen::N,ದಿಂಬು,pöluz
434,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,paik
435,Handtuch::N,ಚೌಕ,käzipaik
436,Kraft::N,ಬಲ,vägi
437,Stärke::N,ಶಕ್ತಿ,vahvuz'
438,Gesundheit::N,ಆರೋಗ್ಯ,tervhuz
439,Krankheit::N,ರೋಗ,läžund
440,Schmerz::N,ನೋವು,kibu
441,Wunde::N,ಗಾಯ,čapatez
442,Fieber::N,ಜ್ವರ,säru
443,Arznei::N,ಔಷಧ,zel'l'
444,Brücke::N,ಸೇತುವೆ,sild
445,Brunnen::N,ಬಾವಿ,kaiv
446,Weide::N,ಗೋಮಾಳ,omaluine
447,Pfad::N,ದಾರಿ,tehut
448,Weg::N,ಹಾದಿ,te
449,Straße::N,ರಸ್ತೆ,te
450,Dorf::N,ಹಳ್ಳಿ,külä
451,Stadt::N,ಪಟ್ಟಣ,lidn
452,Brief::N,ಕಾಗದ,kirjeine
453,Buch::N,ಪುಸ್ತಕ,kirj
454,Buchstabe::N,ಅಕ್ಷರ,kirjam
455,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,lehtez
456,Leben::N,ಜೀವನ,elo
457,Tod::N,ಮರಣ,surm
458,Grab::N,ಗೋರಿ,kaum
459,Kirche::N,ಚರ್ಚು,jumalanpert'
460,Sünde::N,ಪಾಪ,grähk
461,Gott::N,ದೇವರು,jumal
462,Arbeiter::N,ಕೆಲಸಗಾರ,radnik
463,Chef::N,ದಣಿ,pämez'
464,Meister::N,ಶಿಕ್ಷಕ,mastar
465,Arzt::N,ವೈದ್ಯ,lekar'
466,Lehrer::N,ಉಪಾಧ್ಯಾಯ,opendai
467,Geld::N,ಹಣ,rahad
468,Geschäft::N,ವಾಣಿಜ್ಯ,biznes
469,Laden::N,ಅಂಗಡಿ,lauk
470,Preis::N,ಬೆಲೆ,arv
471,Ware::N,ಸರಕು,tavar
472,Nutzen::N,ಲಾಭ,liža
473,Reichtum::N,ಸಂಪತ್ತು,kodielo
474,Reichtum::N,ಸಂಪತ್ತು,kal'huz'
475,Welt::N,ಭೂಲೋಕ,mail'm
476,Land::N,ದೇಶ,ma
477,Staat::N,ರಾಜ್ಯ,valdkund
478,König::N,ರಾಜ,kunigaz
479,Macht::N,ಅಧಿಕಾರ,vald
480,Grenze::N,ಗಡಿ,röun
481,Krieg::N,ಯುದ್ಧ,soda
482,Feind::N,ಶತ್ರು,vihanik
483,Feind::N,ಶತ್ರು,vastustai
484,Gewalt::N,ಹಿಂಸೆ,vägivald
485,Kampf::N,ಹೋರಾಟ,tora
486,Bogen[Waffe]::N,ಬಿಲ್ಲು,taug
487,Pfeil::N,ಅಂಬು,nol
488,Gewehr::N,ಬಂದೂಕು,oružj
489,Fehler::N,ತಪ್ಪು,viga
490,Lüge::N,ಸುಳ್ಳು,kelastuz
491,Schaden::N,ಹಾನಿ,pahuz'
492,Unglück::N,ಅಪಾಯ,bed
493,Unglück::N,ಅಪಾಯ,gor'a
494,Schuld::N,ದೋಷ,värhuz'
495,Alter::N,ಮುಪ್ಪು,igä
496,Schluss::N,ಮುಕ್ತಾಯ,lop
497,Zeit::N,ಕಾಲ,aig
498,Tag::N,ದಿನ,päiv
499,Morgen::N,ಮುಂಜಾನೆ,homendez
500,Mittag::N,ನಡುಹಗಲು,keskpäiv
501,Abend::N,ಸಂಜೆ,eht
502,Nacht::N,ರಾತ್ರಿ,ö
503,Woche::N,ವಾರ,nedal'
504,Monat::N,ತಿಂಗಳು,ku
505,Jahr::N,ಸಂವತ್ಸರ,voz'
506,Frühling::N,ವಸಂತ,keväz'
507,Sommer::N,ಬಿಸಿಲುಕಾಲ,keza
508,Herbst::N,ಶರತ್ಕಾಲ,sügüz'
509,Winter::N,ಚಳಿಗಾಲ,tal'v
510,Januar::N,ನಾಲ್ಚಳಿ,viluku
511,Februar::N,ಅಯ್ಚಳಿ,uhoku
512,März::N,ಮೊಬ್ಬೇಸಿಗೆ,keväz'ku
513,April::N,ಇಬ್ಬೇಸಿಗೆ,sulaku
514,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,semendku
515,Juni::N,ಮೊಮ್ಮಳೆ,kezaku
516,Juli::N,ಇಮ್ಮಳೆ,heinku
517,August::N,ಮುಮ್ಮಳೆ,eloku
518,September::N,ನಾಲ್ಮಳೆ,sügüz'ku
519,Oktober::N,ಮೊಚ್ಚಳಿ,reduku
520,November::N,ಇಚ್ಚಳಿ,kül'mku
521,Dezember::N,ಮುಚ್ಚಳಿ,tal'vku
522,Montag::N,ಸೋಮುವಾರ,ezmärg
523,Dienstag::N,ಮಂಗಳವಾರ,tožnarg
524,Mittwoch::N,ಬುಧವಾರ,koumanz'päiv
525,Donnerstag::N,ಗುರುವಾರ,nellänz'päiv
526,Freitag::N,ಶುಕ್ರವಾರ,pätnič
527,Freitag::N,ಶುಕ್ರವಾರ,videnz'päiv
528,Samstag::N,ಶನಿವಾರ,sobat
529,Sonntag::N,ಭಾನುವಾರ,pühäpäiv
530,groß::A,ದೊಡ್ಡ,sur'
531,groß::A,ದೊಡ್ಡ,järed
532,klein::A,ಪುಟ್ಟ,pen'
533,klein::A,ಪುಟ್ಟ,pičuine
534,lang::A,ದೀರ್ಘ,pit'k
535,kurz::A,ಚಕ್ಕ,lühüd
536,breit::A,ಅಗಲವಾದ,leved
537,schmal::A,ಇಕ್ಕಟ್ಟಾದ,kaid
538,dicht::A,ದಟ್ಟ,tihed
539,dick[Gegenstand]::A,ದಟ್ಟ,paks
540,dünn::A,ತೆಳು,hoik
541,fein::A,ಕೋಮಲ,hen
542,fest::A,ಘನ,luja
543,fest::A,ಘನ,ninev
544,flach::A,ಚಪ್ಪಟೆ,lapak
545,glatt::A,ನಯ,siled
546,hart::A,ಗಟ್ಟಿ,kova
547,weich::A,ಮೃದುವಾದ,pehmed
548,rund::A,ವರ್ತುಳ,kehker
549,spitz::A,ಮೊನಚಾದ,nügu
550,spitz::A,ಮೊನಚಾದ,terav
551,scharf::A,ತೀಕ್ಷ್ಣ,terav
552,stumpf::A,ಮೊಂಡು,tül'c
553,schwer::A,ಭಾರಿ,jüged
554,schön::A,ಸುಂದರ,čoma
555,heiß::A,ಬಿಸಿ,räk
556,warm::A,ಬಿಸಿ,läm'
557,kalt::A,ತಣ್ಣನೆಯ,vilu
558,kühl::A,ತಂಪಾದ,raibak
559,kühl::A,ತಂಪಾದ,viluhk
560,frisch::A,ನಿರ್ಮಲ,lahed
561,feucht::A,ಒದ್ದೆಯಾದ,neps
562,feucht::A,ಒದ್ದೆಯಾದ,toreh
563,nass::A,ಒದ್ದೆಯಾದ,märg
564,trocken::A,ಶುಷ್ಕ,kuiv
565,voll::A,ತುಂಬಿದ,täuz'
566,leer::A,ಖಾಲಿ,joudai
567,offen::A,ಮುಚ್ಚಲ್ಲದ,avoin
