,Concept_ID,xal,it
101,Schaum::N,көөсн,spuma
102,Schaum::N,көөсн,schiuma
103,Schmutz::N,кир,sudiciume
104,See::N,нур,lago
105,Sumpf::N,унул,palude
106,Moor::N,улм,torbiera
107,Wiese::N,хадлһн,prato
108,Wald::N,ө-модн,bosco
109,Wald::N,ө-модн,foresta
110,Hügel::N,толһа,colle
111,Hügel::N,толһа,collina
112,Anhöhe::N,хамр,altura
113,Berg::N,уул,monte
114,Berg::N,уул,montagna
115,Gipfel::N,ора,cima
116,Höhle::N,хадин көндә,grotta
117,Höhle::N,хадин көндә,caverna
118,Abhang::N,ташу,pendìo
119,Quelle::N,булг,sorgente
120,Bach::N,һооҗур,ruscello
121,Fluss::N,һол,fiume
122,Ufer::N,көвә,riva
123,Küste::N,көвә,costa
124,Küste::N,теңгсин көвә,costa
125,Festland::N,хүүрә һазр,terraferma
126,Meer::N,теңгс,mare
127,Bucht::N,цекә,cala
128,Bucht::N,теңгсин цекә,cala
129,Insel::N,арл,ìsola
130,Blume::N,цецг,fiore
131,Gras::N,ноһан,erba
132,Wurzel::N,уңг,radice
133,Baum::N,модн,àlbero
134,Stamm::N,шилв,tronco
135,Stamm::N,һол модн,tronco
136,Rinde::N,көрсн,corteccia
137,Ast::N,ац,ramo
138,Zweig::N,ац,ramo
139,Blatt::N,хамтхасн,foglia
140,Birke::N,хусм модн,betulla
141,Kiefer[Baum]::N,шар харһа,pino
142,Weide[Baum]::N,удн,sàlice
143,Tanne::N,җөөлн цаһан модн,abete
144,Horn::N,өвр,corno
145,Feder::N,өрвлг,penna
146,Fell::N,арсн,manto
147,Fell::N,арсн,pelame
148,Flügel::N,җивр,ala
149,Klaue::N,хумсн,grinfia
150,Kralle::N,тавг,unghia
151,Kralle::N,тавг,artiglio
152,Schwanz::N,сүл,coda
153,Ei::N,өндгн,uovo
154,Nest::N,үр,nido
155,Bau::N,нүкн,covo
156,Tier::N,мал,bestia
157,Tier::N,мал,animale
158,Herde::N,сүрг мал,gregge
159,Kuh::N,үкр,vacca
160,Bulle::N,бух,toro
161,Pferd::N,мөрн,cavallo
162,Schaf::N,хөн,pècora
163,Schwein::N,һаха,porco
164,Schwein::N,һаха,maiale
165,Hund::N,ноха,cane
166,Katze::N,мис,gatta
167,Bär::N,аю,orso
168,Eichhörnchen::N,кермн,scoiàttolo
169,Elch::N,хандһа,alce
170,Fuchs::N,арат,volpe
171,Hase::N,туула,lepre
172,Maus::N,хулһн,topo
173,Maus::N,хулһн,sorcio
174,Wolf::N,чон,lupo
175,Vogel::N,шовун,uccello
176,Schwarm::N,зел,stormo
177,Huhn::N,така,gallina
178,Hahn::N,эр така,gallo
179,Gans::N,һалун,oca
180,Adler::N,һәрд,àquila
181,Ente::N,нуһсн,ànatra
182,Eule::N,һурвлһ,gufo
183,Eule::N,һурвлһ,civetta
184,Kranich::N,тоһрун,gru
185,Krähe::N,шаазһа,cornacchia
186,Kuckuck::N,эргин хуцдг,cuccù
187,Kuckuck::N,эргин хуцдг,cùculo
188,Schwan::N,хун,cigno
189,Fisch::N,заһсн,pesce
190,Barsch::N,шүрг,pèrsico
191,Hecht::N,цурх,luccio
192,Schlange[Tier]::N,моһа,serpente
193,Wurm::N,өтн,baco
194,Wurm::N,өтн,verme
195,Spinne::N,аралҗн,ragno
196,Ameise::N,шорһлҗн,formica
197,Laus::N,бөөсн,pidocchio
198,Mücke::N,бөкүн,zanzara
199,Fliege::N,батхн,mosca
200,Schmetterling::N,эрвәкә,farfalla
201,Beere::N,бөөлҗрһн,bacca
202,Apfel::N,альмн,mela
203,Pilz::N,теңгрин ки,fungo
204,Zwiebel::N,мәңгрснә толһа,cipolla
205,Saat::N,буудян экн,semente
206,Korn::N,экн,grano
207,Heu::N,өвсн,fieno
208,Schale::N,хальсн,buccia
209,Grube::N,нүкн,cava
210,Grube::N,нүкн,fossa
211,Falle::N,урх,tràppola
212,Falle::N,хавх,tràppola
213,Schlinge::N,бүтү,laccio
214,Spur::N,мөр,traccia
215,Asche::N,үмсн,cenere
216,Dreck::N,бальчг,fango
217,Eisen::N,төмр,ferro
218,Gold::N,алтн,oro
219,Silber::N,мөңгн,argento
220,Silber::N,цаһан мөңгн,argento
221,Kohle::N,нүүрсн,carbone
222,Glas::N,шил,vetro
223,Lehm::N,шавр,argilla
224,Sand::N,элсн,arena
225,Sand::N,элсн,sabbia
226,Mensch::N,күн,uomo
227,Mensch::N,күн,èssere umano
228,Mensch::N,күмн,uomo
229,Mensch::N,күмн,èssere umano
230,Mann::N,эр,uomo
231,Frau::N,күүкд күн,donna
232,Kind::N,үрн,bambino
233,Junge::N,көвүн,ragazzo
234,Mädchen::N,бичкн күүкн,ragazza
235,Familie::N,бүл,famiglia
236,Großvater::N,өвк эцк,nonno
237,Großvater::N,наһц эцк,nonno
238,Großmutter::N,эмг эк,nonna
239,Großmutter::N,наһц эк,nonna
240,Eltern::N,эк эцк хойр,genitori
241,Vater::N,эцк,padre
242,Mutter::N,эк,madre
243,Sohn::N,көвүн,figlio
244,Tochter::N,күүкн,figlia
245,Bruder::N,дү көвүн,fratello
246,Schwester::N,эгч,sorella
247,Schwester::N,дү күүкн,sorella
248,Onkel::N,авһ,zio
249,Onkel::N,наһцх,zio
250,Tante::N,наһц эгч,zia
251,Ehemann::N,залу,marito
252,Ehefrau::N,гергн,moglie
253,Freude::N,байр,gioia
254,Freude::N,байр,piacere
255,Gelächter::N,инәдн,risata
256,Glück::N,җирһл,felicità
257,Glück::N,сәәхн җирһл,felicità
258,Kummer::N,зовлң,afflizione
259,Wunsch::N,дурн,desiderio
260,Lust::N,җилвтлһн,voglia
261,Geist::N,зөрг,mente
262,Geist::N,зөрг,spìrito
263,Gedanke::N,ухан,idea
264,Gedanke::N,ухан,pensiero
265,Gedächtnis::N,чееҗин тодлвр,memoria
266,Verstand::N,ухан,intelletto
267,Sinn::N,учр-утх,senso
268,Sinn::N,учр-утх,significato
269,Grund::N,учр,causa
270,Grund::N,учр,motivo
271,Grund::N,учр,ragione
272,Grund::N,шалтан,causa
273,Grund::N,шалтан,motivo
274,Grund::N,шалтан,ragione
275,Wahrheit::N,үнн,verità
276,Gespräch::N,күүндвүр,discorso
277,Gespräch::N,күүндвүр,conversazione
278,Märchen::N,тууль,fiaba
279,Märchen::N,тууль,fàvola
280,Erzählung::N,келвр,racconto
281,Erzählung::N,келвр,narrazione
282,Nachricht::N,медүллһн,messaggio
283,Neuigkeit::N,зәңг,notizia
284,Name::N,нерн,nome
285,Rätsel::N,тәәлвртә тууль,indovinello
286,Rede::N,келлһн,discorso
287,Sprache::N,келн,lingua
288,Sprache::N,келн,linguaggio
289,Stimme::N,дун,voce
290,Wort::N,үг,parola
291,Zeichen::N,темдг,segno
292,Zeichen::N,темдг,segnale
293,Ruf::N,дуудлһн,chiamata
294,Lärm::N,шууган,chiasso
295,Lärm::N,шууган,strèpito
296,Laut::N,ә,suono
297,Ton::N,дун,tono
298,Lied::N,дун,canto
299,Lied::N,дун,canzone
300,Ruhe::N,амулң,calma
301,Ruhe::N,амулң,tranquillità
302,Leute::N,әмтн,gente
303,Volk::N,улс,pòpolo
304,Arbeit::N,көдлмш,lavoro
305,Gast::N,гиич,òspite
306,Gast::N,гиич,invitato
307,Geschenk::N,белг,regalo
308,Spiel::N,наадн,gioco
309,Gesellschaft::N,олн,compagnìa
310,Hilfe::N,нөкд,aiuto
311,Hilfe::N,нөкд,soccorso
312,Freund::N,иньг,amico
313,Kamerad::N,үр,camerata
314,Angelegenheit::N,керг,affare
315,Angelegenheit::N,керг,faccenda
316,Anzahl::N,то,nùmero
317,Anzahl::N,то,quantità
318,Art::N,зүүл,tipo
319,Art::N,зүүл,specie
320,Stück::N,хусг,pezzo
321,Teil::N,хүв,parte
322,Hälfte::N,өрәл,metà
323,Kreis::N,төгрг,cìrcolo
324,Kreuz::N,кирс,croce
325,Linie::N,зурасн,lìnea
326,Strich::N,татасн,tratto
327,Abstand::N,зә,distanza
328,Entfernung::N,һазр,distanza
329,Entfernung::N,һазр,lontananza
330,Gegend::N,һазр,regione
331,Platz::N,зә,posto
332,Platz::N,зә,spazio
333,Ort::N,бәәрн,luogo
334,Ort::N,бәәрн,località
335,Seite::N,тал,lato
336,Seite::N,тал,parte
337,Seite::N,хаҗу,lato
338,Seite::N,хаҗу,parte
339,Seite::N,хәврһ,lato
340,Seite::N,хәврһ,parte
341,Mitte::N,дунд,mezzo
342,Mitte::N,дунд,centro
343,Gegenstand::N,юмн,oggetto
344,Sache::N,юмн,cosa
345,Rand::N,зах,orlo
346,Rand::N,зах,bordo
347,Kante::N,ирмәг,spìgolo
348,Ecke::N,өнцг,canto
349,Spitze::N,үзүр,punta
350,Ende::N,үзүр,capo
351,Ende::N,үзүр,estremità
352,Loch::N,хаһрха,buco
353,Winkel::N,булң,àngolo
354,Muster::N,намч,disegno
355,Größe::N,кемҗән,taglia
356,Größe::N,кемҗән,grandezza
357,Länge::N,ут,lunghezza
358,Höhe::N,өндр,altezza
359,Gewicht::N,күнд,peso
360,Gewicht::N,чиңнүр,peso
361,Menge::N,ик,quantità
362,Haufen::N,ова,cùmulo
363,Haufen::N,ова,mucchio
364,Reihe::N,зерг,fila
365,Reihe::N,зерглән,fila
366,Boot::N,оңһц,barca
367,Boot::N,оңһц,battello
368,Ruder::N,хәәв,remo
369,Schlitten::N,цан,slitta
370,Ski::N,лыҗ,sci
371,Lagerfeuer::N,костёр,falò
372,Lagerfeuer::N,костёр,fuoco di bivacco
373,Last::N,күнд,càrico
374,Gang::N,йовлһн,andata
375,Schritt::N,ишкм,passo
376,Norden::N,ар үзг,nord
377,Norden::N,ар үзг,settentrione
378,Süden::N,өмн,sud
379,Süden::N,өмн,meridione
380,Süden::N,өмн үзг,sud
381,Süden::N,өмн үзг,meridione
382,Westen::N,барун,òvest
383,Westen::N,барун,occidente
384,Westen::N,барун үзг,òvest
385,Westen::N,барун үзг,occidente
386,Osten::N,зүн,est
387,Osten::N,зүн,oriente
388,Osten::N,зүн үзг,est
389,Osten::N,зүн үзг,oriente
390,Holz::N,модн,legno
391,Brett::N,харһа,asse
392,Brett::N,харһа,tàvola
393,Platte::N,хавтха чолун,lastra
394,Platte::N,хавтха чолун,piastra
395,Stütze::N,тулг,supporto
396,Stange::N,уньн,sbarra
397,Stange::N,уньн,pèrtica
398,Stock::N,модн,verga
399,Stock::N,модн,bastone
400,Stock::N,модн,bacchetta
401,Stab::N,шуург,asta
402,Rohr::N,турва,tubo
403,Haus::N,гер,casa
404,Heim::N,гер-бул,casa
405,Ofen::N,беш,stufa
406,Fußboden::N,девскр,pavimento
407,Tisch::N,ширә,tàvolo
408,Stuhl::N,стул,sedia
409,Wiege::N,өлгә,culla
410,Wiege::N,дүүҗң,culla
411,Bett::N,орн,letto
412,Bett::N,орндг,letto
413,Regal::N,таг,scaffale
414,Regal::N,тәвц,scaffale
415,Kiste::N,яршг,cassa
416,Fenster::N,терз,finestra
417,Tür::N,үүдн,porta
418,Tor::N,үүдн,portone
419,Tor::N,өргн үүдн,portone
420,Tor::N,хашан үүдн,portone
421,Zaun::N,хаша,recinto
422,Dach::N,деевр,tetto
423,Leiter::N,шат,scala
424,Leiter::N,шат,scala a pioli
425,Leiter::N,давшур,scala
426,Leiter::N,давшур,scala a pioli
427,Besen::N,сәвүр,scopa
428,Spaten::N,күрз,vanga
429,Schaufel::N,совг,pala
430,Gabel::N,серә,forchetta
431,Löffel::N,ухр,cucchiaio
432,Messer::N,утх,coltello
433,Nagel::N,хадасн,chiodo
434,Netz::N,гөлм,rete
435,Haken::N,дегә,uncino
436,Griff::N,иш,mànico
437,Griff::N,иш,maniglia
438,Griff::N,бәрүл,mànico
439,Griff::N,бәрүл,maniglia
440,Schloss::N,оньс,serratura
441,Bild::N,зург,quadro
442,Bild::N,зург,immàgine
443,Figur::N,фигур,figura
444,Puppe::N,наадһа,bàmbola
445,Beutel::N,мишг,borsa
446,Beutel::N,мишг,sacchetto
447,Bündel::N,багла,fascio
448,Bündel::N,багла,fagotto
449,Bündel::N,боодһа,fascio
450,Bündel::N,боодһа,fagotto
451,Tasche::N,сумк,borsa
452,Eimer::N,суулһ,secchio
453,Deckel::N,бүркәсн,coperchio
454,Geschirr::N,сав,stoviglie
455,Geschirr::N,сав-сарх,stoviglie
456,Sack::N,мишг,sacco
457,Tasse::N,ааһ,tazza
458,Topf::N,кастрюль,pèntola
459,Kessel::N,хәәсн,paiolo
460,Kessel::N,хәәсн,calderone
461,Essen::N,зоогллһн,pasto
462,Essen::N,зоогллһн,mangiare
463,Nahrung::N,теҗәл,cibo
464,Nahrung::N,теҗәл,alimento
465,Speise::N,хот,piatto
466,Fleisch::N,махн,carne
467,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,cereali
468,Brei::N,хаш,purè
469,Brei::N,хаш,pappa
470,Brot::N,өдмг,pane
471,Scheibe::N,зүсм,fetta
472,Scheibe::N,зүсм,trancia
473,Fett::N,өөкн,grasso
474,Butter::N,тосн,burro
475,Öl::N,тосн,olio
476,Salz::N,давсн,sale
477,Suppe::N,шөлн,zuppa
478,Suppe::N,шөлн,minestra
479,Honig::N,бал,miele
480,Milch::N,үсн,latte
481,Tee::N,цә,tè
482,Leder::N,арсн,pelle
483,Wolle::N,утцн,lana
484,Wolle::N,эд,lana
485,Stoff::N,эд,panno
486,Stoff::N,эд,tessuto
487,Nadel::N,зүн,ago
488,Faden::N,утцн,filo
489,Knopf::N,товч,bottone
490,Knoten::N,зәңгдә,nodo
491,Farbe::N,будг,pittura
492,Kleidung::N,хувцн,vestiti
493,Kleidung::N,хувцн,vestiario
494,Kleidung::N,хувц-хунр,vestiti
495,Kleidung::N,хувц-хунр,vestiario
496,Hemd::N,киилг,camicia
497,Kragen::N,зах,bàvero
498,Kragen::N,зах,colletto
499,Ärmel::N,ханцн,mànica
500,Hose::N,шалвур,calzoni
501,Gürtel::N,бүс,cintura
502,Mütze::N,махла,berretto
503,Schuh::N,башмгуд,scarpa
504,Stiefel::N,һосн,stivale
505,Ring::N,билцг,anello
506,Band::N,лент,nastro
507,Band::N,лент,fettuccia
508,Kamm::N,сам,pèttine
509,Spiegel::N,толь,specchio
510,Riemen::N,бүс,cinghia
511,Schnur::N,деесн,corda
512,Leine::N,бурнтг,guinzaglio
513,Leine::N,нохан көтлвр,guinzaglio
514,Decke::N,көнҗл,coperta
515,Kissen::N,дер,cuscino
516,Kissen::N,дер,guanciale
517,Tuch::N,альчур,fazzoletto
518,Handtuch::N,полотенц,asciugamano
519,Handtuch::N,һар-нүүрин альчур,asciugamano
520,Kraft::N,күчн,forza
521,Stärke::N,чидл,forza
522,Stärke::N,чидл,vigore
523,Stärke::N,чидл,fortezza
524,Gesundheit::N,эрүл-менд,salute
525,Krankheit::N,өвчн,malattìa
526,Schmerz::N,өвдлһн,dolore
527,Wunde::N,шав,piaga
528,Wunde::N,шав,ferita
529,Fieber::N,безг,febbre
530,Arznei::N,эм,fàrmaco
531,Arznei::N,эм,medicina
532,Brücke::N,тагт,ponte
533,Brunnen::N,худг,pozzo
534,Weide::N,малын идг,pàscolo
535,Pfad::N,цувг,sentiero
536,Weg::N,хаалһ,via
537,Weg::N,хаалһ,cammino
538,Straße::N,зам,strada
539,Dorf::N,хотн,paese
540,Dorf::N,хотн,villaggio
541,Stadt::N,балһсн,città
542,Brief::N,бичг,lèttera
543,Buch::N,дегтр,libro
544,Buchstabe::N,үзг,lèttera
545,Zeitung::N,газет,giornale
546,Leben::N,җирһл,vita
547,Tod::N,үкл,morte
548,Tod::N,өңгрлһн,morte
549,Grab::N,оршалһна нүкн,tomba
550,Grab::N,оршалһна нүкн,sepolcro
551,Kirche::N,чонҗ,chiesa
552,Sünde::N,нүл,peccato
553,Sünde::N,килнц,peccato
554,Gott::N,бурхн,dio
555,Arbeiter::N,көдлмшч,operaio
556,Arbeiter::N,көдлмшч,lavoratore
557,Chef::N,толһач,capo
558,Chef::N,толһач,padrone
559,Meister::N,урн,mastro
560,Meister::N,урн,maestro
561,Arzt::N,эмч,mèdico
562,Arzt::N,эмч,dottore
563,Lehrer::N,багш,professore
564,Geld::N,мөңгн,soldi
565,Geld::N,мөңгн,denaro
566,Geschäft::N,көдлмш,affare
567,Geschäft::N,көдлмш,negozio
568,Laden::N,лавк,negozio
569,Preis::N,үн,prezzo
570,Ware::N,эд-тавр,merce
571,Nutzen::N,олз,ùtile
572,Nutzen::N,олз,profitto
573,Reichtum::N,зөөр,ricchezza
574,Welt::N,орчлң,mondo
575,Welt::N,делкә,mondo
576,Land::N,орн-нутг,paese
577,Staat::N,государств,Stato
578,König::N,хан,re
579,Macht::N,йосн,potere
580,Grenze::N,меҗә,confine
581,Grenze::N,меҗә,frontiera
582,Krieg::N,дән,guerra
583,Feind::N,дәәсн,nemico
584,Gewalt::N,күч һарһлһн,violenza
585,Kampf::N,ноолдан,lotta
586,Kampf::N,бәрлдлһн,lotta
587,Bogen[Waffe]::N,саадг,arco
588,Pfeil::N,сумн,freccia
589,Gewehr::N,бу,fucile
590,Fehler::N,алдг,errore
591,Fehler::N,алдг,sbaglio
592,Lüge::N,худл,bugìa
593,Lüge::N,худл,menzogna
594,Schaden::N,хорлт,danno
595,Unglück::N,гүрм,sfortuna
596,Schuld::N,гем,colpa
597,Schuld::N,буру,colpa
598,Alter::N,насн,età
599,Schluss::N,чилгч,fine
600,Zeit::N,цаг,tempo
601,Tag::N,өдр,giorno
602,Tag::N,өдр,giornata
603,Morgen::N,өрүн,mattina
604,Mittag::N,үд,mezzogiorno
605,Abend::N,асхн,sera
606,Abend::N,асхн,serata
607,Nacht::N,сө,notte
608,Woche::N,долан хонг,settimana
609,Monat::N,сар,mese
610,Jahr::N,җил,anno
611,Frühling::N,хавр,primavera
612,Sommer::N,зун,estate
613,Herbst::N,намр,autunno
614,Winter::N,үвл,inverno
615,Januar::N,январь,gennaio
616,Februar::N,февраль,febbraio
617,März::N,март,marzo
618,März::N,моһа сар,marzo
619,April::N,апрель,aprile
620,Mai::N,май,maggio
621,Juni::N,июнь,giugno
622,Juni::N,мөчн сар,giugno
623,Juli::N,июль,luglio
624,August::N,август,agosto
625,September::N,һаха сар,settembre
626,Oktober::N,октябрь,ottobre
627,November::N,ноябрь,novembre
628,November::N,үкр сар,novembre
629,Dezember::N,бар сар,dicembre
630,Montag::N,понедельник,lunedì
631,Dienstag::N,вторник,martedì
632,Mittwoch::N,среда,mercoledì
633,Mittwoch::N,үлмҗ өдр,mercoledì
634,Donnerstag::N,четверг,giovedì
635,Donnerstag::N,пүрвә өдр,giovedì
636,Freitag::N,пятниц,venerdì
637,Samstag::N,суббот,sàbato
638,Sonntag::N,нарн өдр,domenica
639,Sonntag::N,воскресень,domenica
640,groß::A,ик,grande
641,klein::A,бичкн,pìccolo
642,lang::A,ут,lungo
643,kurz::A,оһтр,corto
644,breit::A,өргн,largo
645,schmal::A,уутьхн,stretto
646,dicht::A,нигт,denso
647,dick[Gegenstand]::A,зузан,spesso
648,dünn::A,нимгн,sottile
649,fein::A,нәрхн,fine
650,fein::A,нәрхн,delicato
651,fest::A,бат,sodo
652,fest::A,бат,fisso
653,flach::A,хавтха,piano
654,flach::A,хавтха,piatto
655,glatt::A,тегш,liscio
656,glatt::A,тиньгр,liscio
657,hart::A,хату,duro
658,weich::A,җөөлн,molle
659,weich::A,җөөлкн,molle
660,rund::A,төгрг,rotondo
661,spitz::A,шовһр,aguzzo
662,spitz::A,шовһр,appuntito
663,scharf::A,хурц,affilato
664,scharf::A,хурц,tagliente
665,stumpf::A,мука,smussato
666,schwer::A,күнд,pesante
667,schön::A,сәәхн,bello
668,heiß::A,халун,caldo
669,heiß::A,халун,bollente
670,warm::A,дулан,caldo
671,kalt::A,киитн,freddo
672,kühl::A,серүн,fresco
673,frisch::A,серүн,fresco
674,feucht::A,чиигтә,ùmido
675,nass::A,чиигтә,bagnato
676,trocken::A,хагсу,secco
677,voll::A,дүүрң,pieno
678,leer::A,сул,vuoto
679,leer::A,хоосн,vuoto
680,offen::A,секәтә,aperto
681,geschlossen::A,хаалһата,chiuso
682,sauber::A,цевр,netto
683,sauber::A,цевр,pulito
684,schmutzig::A,киртә,sporco
685,schmutzig::A,киртә,sùdicio
686,roh::A,түүкә,crudo
687,reif::A,болсн,maturo
688,lecker::A,әмтәхн,ghiotto
689,lecker::A,әмтәхн,squisito
690,süß::A,әмтәхн,dolce
691,bitter::A,һашун,amaro
692,bitter::A,һашута,amaro
693,sauer::A,ишклң,aspro
694,sauer::A,ишклң,acerbo
695,hell::A,герлтә,chiaro
696,dunkel::A,харңһу,buio
697,dunkel::A,харңһу,oscuro
698,schwarz::A,хар,nero
699,weiß::A,цаһан,bianco
700,rot::A,улан,rosso
701,gelb::A,шар,giallo
702,blau::A,көк,blu
703,blau::A,көк,azzurro
704,grün::A,көк,verde
705,grau::A,бор,grigio
706,bunt::A,алг,variopinto
707,bunt::A,эрәтә,variopinto
708,billig::A,кимд,a buon prezzo
709,billig::A,кимд,a buon mercato
710,teuer::A,үнтә,caro
711,wertvoll::A,үнтә,prezioso
712,wertvoll::A,эрднь,prezioso
713,blind::A,сохр,cieco
714,taub::A,дүлә,sordo
715,kräftig::A,күчтә,forte
716,kräftig::A,күчтә,robusto
717,stark::A,чаңһ,forte
718,stark::A,чаңһ,vigoroso
719,schwach::A,күчн тату,dèbole
720,fett::A,тарһн,grasso
721,schlank::A,эццн,snello
722,schlank::A,эццн,slanciato
723,hübsch::A,көркхн,bello
724,hübsch::A,көркхн,carino
725,böse::A,уурта,cattivo
726,dumm::A,тенг,stùpido
727,faul::A,залху,pigro
728,fleißig::A,кинән,diligente
729,fleißig::A,кинмһә,diligente
730,geizig::A,ховдг,avaro
731,klug::A,ухата,intelligente
732,geschickt::A,чадмг,àbile
733,lieb::A,эңкр,caro
734,lustig::A,сергмҗтә,gaio
735,lustig::A,сергмҗтә,allegro
736,lustig::A,җирһлтә,gaio
737,lustig::A,җирһлтә,allegro
738,sanft::A,номһн,dolce
739,hungrig::A,өлн,affamato
740,hungrig::A,харһнсн,affamato
741,krank::A,өвчтә,malato
742,krank::A,өвчтә,infermo
743,krank::A,шалтгта,malato
744,krank::A,шалтгта,infermo
745,nackt::A,нүцкн,nudo
746,traurig::A,һундлта,triste
747,lebendig::A,әмд,vivo
748,gut::A,сән,buono
749,schlecht::A,му,cattivo
750,richtig::A,зөвтә,giusto
751,schlimm::A,җигшүртә,grave
752,wahr::A,үнн,vero
753,wahr::A,мөн,vero
754,alt::A,хуучн,vecchio
755,neu::A,шин,nuovo
756,ehemalig::A,хуучн,vecchio
757,ehemalig::A,хуучн,d'una_volta
758,alt[Lebewesen]::A,көгшн,anziano
759,jung::A,баһ,giovane
760,arm::A,угатя,pòvero
761,reich::A,байн,ricco
762,bekannt::A,таньл,noto
763,bekannt::A,таньл,conosciuto
764,bekannt::A,таньдг,noto
765,bekannt::A,таньдг,conosciuto
766,berühmt::A,туурсн,famoso
767,berühmt::A,туурсн,cèlebre
768,fremd::A,күүнә,estràneo
769,fremd::A,күүнә,straniero
770,verschieden::A,әдл биш,diverso
771,verschieden::A,әдл биш,differente
772,verschieden::A,йилһәтә,diverso
773,verschieden::A,йилһәтә,differente
774,nah::A,өөрхн,vicino
775,nah::A,өөрхн,propinquo
776,fern::A,хол,lontano
777,linker::A,зүн,sinistro
778,rechter::A,барун,destro
779,anderer::A,талдан,altro
780,erster::A,негдгч,primo
781,zweiter::A,хойрдгч,secondo
782,dritter::A,һурвдгч,terzo
783,letzter::A,отхн,ùltimo
784,allein::ADV,һанцарн,solo
785,allein::ADV,һанцарн,da solo
786,auf einmal::ADV,нег дәкҗ,insieme
787,zusammen::ADV,хамдан,insieme
788,lange::ADV,удан,a lungo
789,plötzlich::ADV,генткн,all'improvviso
790,sofort::ADV,дарунь,sùbito
791,sofort::ADV,дарунь,all'istante
792,später::ADV,сүүлд,più tardi
793,jetzt::ADV,ода,ora
794,jetzt::ADV,ода,adesso
795,heute::ADV,эндр,oggi
796,morgen::ADV,маңһдур,domani
797,bald::ADV,дарунь,presto
798,bald::ADV,дарунь,tra poco
799,dann::ADV,дәкәд,allora
800,gestern::ADV,өцклдүр,ieri
801,einst::ADV,нег саамд,prima
