,Concept_ID,xal,sah
404,Bündel::N,боодһа,баайыы
405,Tasche::N,сумк,суумка
406,Eimer::N,суулһ,биэдэрэ
407,Deckel::N,бүркәсн,хаппах
408,Geschirr::N,сав,иһит
409,Geschirr::N,сав-сарх,иһит
410,Sack::N,мишг,куул
411,Tasse::N,ааһ,сэлиэнэй
412,Topf::N,кастрюль,көстүрүүҥкэ
413,Kessel::N,хәәсн,хочуол
414,Essen::N,зоогллһн,аһылык
415,Nahrung::N,теҗәл,ас
416,Speise::N,хот,аһылык
417,Fleisch::N,махн,эт
418,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,злактар
419,Brei::N,хаш,хааһы
420,Brot::N,өдмг,килиэп
421,Scheibe::N,зүсм,куһуок
422,Fett::N,өөкн,сыа
423,Butter::N,тосн,арыы
424,Öl::N,тосн,арыы
425,Salz::N,давсн,туус
426,Suppe::N,шөлн,мин
427,Honig::N,бал,мүөт
428,Milch::N,үсн,үүт
429,Tee::N,цә,чэй
430,Leder::N,арсн,тирии
431,Wolle::N,утцн,түү
432,Wolle::N,эд,түү
433,Stoff::N,эд,таҥас
434,Nadel::N,зүн,иннэ
435,Faden::N,утцн,сап
436,Knopf::N,товч,тимэх
437,Knoten::N,зәңгдә,түмүк
438,Farbe::N,будг,кырааска
439,Kleidung::N,хувцн,таҥас
440,Kleidung::N,хувц-хунр,таҥас
441,Hemd::N,киилг,ырбаахы
442,Kragen::N,зах,саҕа
443,Ärmel::N,ханцн,сиэх
444,Hose::N,шалвур,ыстаан
445,Hose::N,шалвур,бүрүүкэ
446,Gürtel::N,бүс,кур
447,Mütze::N,махла,бэргэһэ
448,Schuh::N,башмгуд,бачыыҥка
449,Stiefel::N,һосн,саппыкы
450,Ring::N,билцг,биһилэх
451,Band::N,лент,лиэнтэ
452,Kamm::N,сам,тараах
453,Spiegel::N,толь,сиэркилэ
454,Riemen::N,бүс,кур
455,Schnur::N,деесн,быа
456,Leine::N,бурнтг,тэһиин
457,Leine::N,нохан көтлвр,тэһиин
458,Decke::N,көнҗл,суорҕан
459,Kissen::N,дер,сыттык
460,Tuch::N,альчур,былаат
461,Handtuch::N,полотенц,соттор
462,Handtuch::N,һар-нүүрин альчур,соттор
463,Kraft::N,күчн,сыра
464,Stärke::N,чидл,күүс
465,Gesundheit::N,эрүл-менд,доруобуйа
466,Krankheit::N,өвчн,ыарыы
467,Schmerz::N,өвдлһн,ыарыы
468,Wunde::N,шав,баас
469,Fieber::N,безг,түрүлгэн
470,Fieber::N,безг,лихорадка
471,Fieber::N,безг,температура
472,Arznei::N,эм,эмп
473,Brücke::N,тагт,күргэ
474,Brunnen::N,худг,холуодьас
475,Weide::N,малын идг,мэччирэҥ
476,Pfad::N,цувг,ыллык
477,Weg::N,хаалһ,суол
478,Straße::N,зам,суол
479,Dorf::N,хотн,дэриэбинэ
480,Stadt::N,балһсн,куорат
481,Brief::N,бичг,сурук
482,Buch::N,дегтр,кинигэ
483,Buchstabe::N,үзг,буква
484,Zeitung::N,газет,хаһыат
485,Leben::N,җирһл,тыын
486,Tod::N,үкл,өлүү
487,Tod::N,өңгрлһн,өлүү
488,Grab::N,оршалһна нүкн,иин
489,Kirche::N,чонҗ,таҥара дьиэтэ
490,Sünde::N,нүл,айыы
491,Sünde::N,килнц,айыы
492,Gott::N,бурхн,тангара
493,Arbeiter::N,көдлмшч,үлэһит
494,Chef::N,толһач,баһылык
495,Chef::N,толһач,начальник
496,Meister::N,урн,уус
497,Meister::N,урн,маастар
498,Arzt::N,эмч,врач
499,Lehrer::N,багш,учуутал
500,Geld::N,мөңгн,харчы
501,Geschäft::N,көдлмш,идэ
502,Laden::N,лавк,маҕаһыын
503,Preis::N,үн,сыана
504,Ware::N,эд-тавр,табаар
505,Nutzen::N,олз,туһа
506,Reichtum::N,зөөр,баай
507,Welt::N,орчлң,аан дойду
508,Welt::N,делкә,аан дойду
509,Land::N,орн-нутг,дойду
510,Staat::N,государств,государство
511,König::N,хан,король
512,Macht::N,йосн,былаас
513,Grenze::N,меҗә,кыраныысса
514,Krieg::N,дән,сэрии
515,Feind::N,дәәсн,өстөөх
516,Gewalt::N,күч һарһлһн,күүһүлээһин
517,Kampf::N,ноолдан,охсуһуу
518,Kampf::N,бәрлдлһн,охсуһуу
519,Bogen[Waffe]::N,саадг,ох
520,Pfeil::N,сумн,ох
521,Gewehr::N,бу,саа
522,Fehler::N,алдг,сыыһа
523,Lüge::N,худл,сымыйа
524,Schaden::N,хорлт,хоромньу
525,Unglück::N,гүрм,алдьархай
526,Schuld::N,гем,буруй
527,Schuld::N,буру,буруй
528,Alter::N,насн,саас
529,Schluss::N,чилгч,тиһэх
530,Zeit::N,цаг,бириэмэ
531,Tag::N,өдр,күн
532,Morgen::N,өрүн,сарсыарда
533,Mittag::N,үд,күн ортото
534,Abend::N,асхн,киэһэ
535,Nacht::N,сө,түүн
536,Woche::N,долан хонг,нэдиэлэ
537,Monat::N,сар,ый
538,Jahr::N,җил,сыл
539,Jahr::N,җил,дьыл
540,Frühling::N,хавр,саас
541,Sommer::N,зун,сайын
542,Herbst::N,намр,күһүн
543,Winter::N,үвл,кыһын
544,Januar::N,январь,тохсунньу
545,Februar::N,февраль,олунньу
546,März::N,март,кулун тутар
547,März::N,моһа сар,кулун тутар
548,April::N,апрель,муус устар ый
549,Mai::N,май,ыам ыйа
550,Juni::N,июнь,бэс ыйа
551,Juni::N,мөчн сар,бэс ыйа
552,Juli::N,июль,от ыйа
553,August::N,август,атырдьах ыйа
554,September::N,һаха сар,балаҕан ыйа
555,Oktober::N,октябрь,алтынньы
556,November::N,ноябрь,сэтинньи
557,November::N,үкр сар,сэтинньи
558,Dezember::N,бар сар,ахсынньы
559,Montag::N,понедельник,бэнидиэнньик
560,Dienstag::N,вторник,оптуорунньук
561,Mittwoch::N,среда,сэрэдэ
562,Mittwoch::N,үлмҗ өдр,сэрэдэ
563,Donnerstag::N,четверг,чэппиэр
564,Donnerstag::N,пүрвә өдр,чэппиэр
565,Freitag::N,пятниц,бээтинсэ
566,Samstag::N,суббот,субуота
567,Sonntag::N,нарн өдр,баскыһыанньа
568,Sonntag::N,воскресень,баскыһыанньа
569,groß::A,ик,бөдөҥ
570,groß::A,ик,улахан
571,klein::A,бичкн,кыр
572,lang::A,ут,уһун
573,kurz::A,оһтр,кылгас
574,breit::A,өргн,кэтит
575,schmal::A,уутьхн,кыараҕас
576,dicht::A,нигт,хойуу
577,dick[Gegenstand]::A,зузан,суон
578,dick[Gegenstand]::A,зузан,хойуу
579,dünn::A,нимгн,чараас
580,fein::A,нәрхн,бытархай
581,fein::A,нәрхн,синньигес
582,fest::A,бат,бөҕө
583,fest::A,бат,кытаанах
584,flach::A,хавтха,хаптаҕай
585,glatt::A,тегш,кылааккай
586,glatt::A,тиньгр,кылааккай
587,hart::A,хату,хатан
588,hart::A,хату,кытаанах
589,weich::A,җөөлн,сымнаҕас
590,weich::A,җөөлкн,сымнаҕас
591,rund::A,төгрг,төгүрүк
592,spitz::A,шовһр,сытыы
593,spitz::A,шовһр,уһуктаах
594,scharf::A,хурц,сытыы
595,stumpf::A,мука,сыппах
596,schwer::A,күнд,ыарахан
597,schön::A,сәәхн,кыраһыабай
598,heiß::A,халун,итии
599,warm::A,дулан,ичигэс
600,kalt::A,киитн,тымныы
601,kühl::A,серүн,сөрүүн
602,frisch::A,серүн,ыраас
603,frisch::A,серүн,сөрүүн
604,frisch::A,серүн,тымныы
605,feucht::A,чиигтә,сииктээх
606,nass::A,чиигтә,инчэҕэй
607,trocken::A,хагсу,кураан
608,voll::A,дүүрң,толору
609,leer::A,сул,иччитэх
610,leer::A,хоосн,иччитэх
611,offen::A,секәтә,аһаҕас
612,geschlossen::A,хаалһата,бүтэй
613,sauber::A,цевр,сэбэр
614,schmutzig::A,киртә,кирдээх
615,roh::A,түүкә,сиикэй
616,reif::A,болсн,буспут
617,reif::A,болсн,сиппит-хоппут
618,lecker::A,әмтәхн,минньигэс
619,süß::A,әмтәхн,минньигэс
620,bitter::A,һашун,аһыы
621,bitter::A,һашута,аһыы
622,sauer::A,ишклң,аһыы
623,hell::A,герлтә,сырдык
624,dunkel::A,харңһу,хараҥа
625,schwarz::A,хар,хара
626,weiß::A,цаһан,үрүҥ
627,weiß::A,цаһан,маҥан
628,rot::A,улан,кыһыл
629,gelb::A,шар,саһархай
630,blau::A,көк,күөх
631,grün::A,көк,күөх
632,grün::A,көк,от күөҕэ
633,grau::A,бор,сиэрэй
634,bunt::A,алг,эриэн
635,bunt::A,эрәтә,эриэн
636,billig::A,кимд,чэпчэки
637,teuer::A,үнтә,сыаналаах
638,wertvoll::A,үнтә,сыаналаах
639,wertvoll::A,эрднь,сыаналаах
640,blind::A,сохр,хараҕа суох
641,taub::A,дүлә,дьүлэй
642,kräftig::A,күчтә,модун
643,stark::A,чаңһ,күүстээх
644,schwach::A,күчн тату,мөлтөх
645,fett::A,тарһн,эмис
646,schlank::A,эццн,дьылҕан
647,schlank::A,эццн,дьыпсаҕай
648,hübsch::A,көркхн,олус кэрэ
649,hübsch::A,көркхн,көрүөхтэн үчүгэй
650,böse::A,уурта,өһүөннээх
651,dumm::A,тенг,акаары
652,faul::A,залху,нэс
653,fleißig::A,кинән,кыһамньылаах
654,fleißig::A,кинмһә,кыһамньылаах
655,geizig::A,ховдг,иҥсэлээх
656,klug::A,ухата,өйдөөх
657,geschickt::A,чадмг,наһаа дьоҕурдаах
658,lieb::A,эңкр,тапталлаах
659,lustig::A,сергмҗтә,көрдөөх
660,lustig::A,җирһлтә,көрдөөх
661,sanft::A,номһн,намчы
662,sanft::A,номһн,сымнаҕас
663,hungrig::A,өлн,аччык
664,hungrig::A,харһнсн,аччык
665,krank::A,өвчтә,ыалдьар
666,krank::A,шалтгта,ыалдьар
667,nackt::A,нүцкн,сыгынньах
668,traurig::A,һундлта,санаарҕабыллаах
669,lebendig::A,әмд,тыыннаах
670,gut::A,сән,үтүө
671,gut::A,сән,үчүгэй
672,schlecht::A,му,куһаҕан
673,richtig::A,зөвтә,сөп
674,schlimm::A,җигшүртә,сидьиҥ
675,schlimm::A,җигшүртә,быдьар
676,wahr::A,үнн,кырдьык
677,wahr::A,мөн,кырдьык
678,alt::A,хуучн,былыргы
679,neu::A,шин,саҥа
680,ehemalig::A,хуучн,урукку
681,alt[Lebewesen]::A,көгшн,кырдьаҕас
682,jung::A,баһ,эдэр
683,arm::A,угатя,дьадаҥы
684,reich::A,байн,баай
685,bekannt::A,таньл,билэр
686,bekannt::A,таньдг,билэр
687,berühmt::A,туурсн,аатырбыт
688,fremd::A,күүнә,атын
689,verschieden::A,әдл биш,араас
690,verschieden::A,йилһәтә,араас
691,nah::A,өөрхн,чугас
692,fern::A,хол,ыраах
693,linker::A,зүн,хаҥас
694,rechter::A,барун,уҥа
695,anderer::A,талдан,атын
696,erster::A,негдгч,маҥнайгы
697,zweiter::A,хойрдгч,иккис
698,dritter::A,һурвдгч,үһүс
699,letzter::A,отхн,тиһэх
700,allein::ADV,һанцарн,соҕотох
701,auf einmal::ADV,нег дәкҗ,биирдэ
702,zusammen::ADV,хамдан,холбуу
703,lange::ADV,удан,уһуннук
704,plötzlich::ADV,генткн,эмискэ
705,sofort::ADV,дарунь,тута
706,später::ADV,сүүлд,хойут
707,jetzt::ADV,ода,билигин
708,heute::ADV,эндр,бүгүн
709,morgen::ADV,маңһдур,сарсын
710,bald::ADV,дарунь,өтөр
711,dann::ADV,дәкәд,кэнна
712,gestern::ADV,өцклдүр,бэҕэһээ
713,einst::ADV,нег саамд,биир төгүл
714,einst::ADV,нег саамд,арай биирдэ
715,damals::ADV,тиигхд,оччоҕо
716,danach::ADV,тегәд,аары
717,danach::ADV,тегәд,ол кэнниттэн
718,vorher::ADV,урд,урут
719,zuerst::ADV,түрүләд,маҥнай
720,einmal::ADV,нег дәкҗ,биирдэ
721,manchmal::ADV,зәрмдән,арыт
722,oft::ADV,хара биш,чаастатык
723,oft::ADV,хатяр биш,чаастатык
724,oft::ADV,дару-дарунь,чаастатык
725,immer::ADV,оньдинд,мэлдьи
726,niemals::ADV,кезә чмгн биш,хаһан да
727,hier::ADV,энд,маныаха
728,hier::ADV,энүнд,маныаха
729,hierhin::ADV,нааран,бэттэх
730,von hier::ADV,эндәс,мантан
731,dort::ADV,тенд,онно
732,dorthin::ADV,тиигән,онно
733,geradeaus::ADV,шуд,быһа
734,geradeaus::ADV,шуд,быһаччы
735,vorwärts::ADV,уралан,инники
736,rückwärts::ADV,гедргән,төттөру
737,zurück::ADV,хәрү,төттөрү
738,unten::ADV,дор,аллара
739,hinab::ADV,дор,аллара
740,hinab::ADV,доракшан,аллара
741,oben::ADV,деер,үөһэ
742,hinauf::ADV,өөдән,өрө
743,hinauf::ADV,өөдән,үөһэ
744,hinauf::ADV,деер,өрө
