,Concept_ID,uk,ga
119,Anhöhe::N,височина,ard
120,Anhöhe::N,височина,ardán
121,Berg::N,гора,sliabh
122,Gipfel::N,вершина,barr
123,Gipfel::N,вершина,mullach
124,Höhle::N,печера,uaimh
125,Höhle::N,печера,pluais
126,Abhang::N,схил,fána
127,Quelle::N,джерело,foinse
128,Bach::N,струмок,sruthán
129,Fluss::N,річка,abhainn
130,Ufer::N,берег,bruach
131,Küste::N,узбережжя,cósta
132,Küste::N,узбережжя,cladach
133,Festland::N,суша,míntír
134,Meer::N,море,muir
135,Meer::N,море,farraige
136,Bucht::N,бухта,bá
137,Bucht::N,бухта,cuan
138,Bucht::N,затока,bá
139,Bucht::N,затока,cuan
140,Insel::N,острів,inis
141,Insel::N,острів,oileán
142,Blume::N,квітка,bláth
143,Gras::N,трава,féar
144,Wurzel::N,корінь,rúta
145,Wurzel::N,корінь,fréamh
146,Baum::N,дерево,crann
147,Stamm::N,стовбур,stoc
148,Stamm::N,стовбур,tamhan
149,Rinde::N,кора,coirt
150,Rinde::N,кора,craiceann
151,Ast::N,гілка,géag
152,Zweig::N,галузь,géag
153,Zweig::N,галузь,craobh
154,Blatt::N,лист,duille
155,Blatt::N,лист,duilleog
156,Birke::N,береза,beith
157,Birke::N,береза,crann beithe
158,Kiefer[Baum]::N,сосна,péine
159,Weide[Baum]::N,верба,saileach
160,Tanne::N,ялиця,giúis
161,Horn::N,ріг,adharc
162,Feder::N,перо,cleite
163,Fell::N,хутро,clúmh
164,Flügel::N,крило,eite
165,Flügel::N,крило,sciathán
166,Klaue::N,кіготь,crúb
167,Klaue::N,кіготь,crobh
168,Kralle::N,лапа,crobh
169,Schwanz::N,хвіст,eireaball
170,Ei::N,яйце,ubh
171,Nest::N,гніздо,nead
172,Bau::N,лігво,brocais
173,Tier::N,тварина,ainmhí
174,Tier::N,тварина,beithíoch
175,Herde::N,стадо,tréad
176,Kuh::N,корова,bó
177,Bulle::N,бик,tarbh
178,Bulle::N,бугай,tarbh
179,Pferd::N,кінь,each
180,Pferd::N,кінь,capall
181,Schaf::N,вівця,caora
182,Schwein::N,свиня,muc
183,Hund::N,собака,madra
184,Katze::N,кішка,cat
185,Bär::N,ведмідь,béar
186,Eichhörnchen::N,білка,iora
187,Elch::N,лось,eilc
188,Fuchs::N,лисиця,sionnach
189,Fuchs::N,лисиця,madra rua
190,Hase::N,заєць,giorria
191,Maus::N,миша,luch
192,Wolf::N,вовк,mac tíre
193,Vogel::N,птах,éan
194,Schwarm::N,зграя,saithe
195,Huhn::N,курка,cearc
196,Hahn::N,півень,coileach
197,Gans::N,гуска,gé
198,Adler::N,орел,iolar
199,Ente::N,качка,lacha
200,Eule::N,сова,ulchabhán
201,Kranich::N,журавель,grús
202,Krähe::N,ворона,caróg
203,Krähe::N,ворона,préachán
204,Kuckuck::N,зозуля,cuach
205,Schwan::N,лебідь,eala
206,Fisch::N,риба,iasc
207,Barsch::N,окунь,péirse
208,Hecht::N,щука,liús
209,Schlange[Tier]::N,змія,nathair
210,Wurm::N,черв’як,péist
211,Spinne::N,павук,damhán alla
212,Ameise::N,мурашка,seangán
213,Laus::N,воша,míol
214,Mücke::N,комар,muiscít
215,Mücke::N,комар,corrmhíol
216,Fliege::N,муха,cuil
217,Fliege::N,муха,cuileog
218,Schmetterling::N,метелик,féileacán
219,Beere::N,ягода,caor
220,Apfel::N,яблуко,úll
221,Pilz::N,гриб,beacán
222,Pilz::N,гриб,muisiriún
223,Zwiebel::N,цибуля,oinniún
224,Saat::N,сім’я,síol
225,Korn::N,зерно,gráinne
226,Heu::N,сіно,féar
227,Schale::N,шкірка,scaimh
228,Grube::N,яма,poll
229,Falle::N,пастка,gaiste
230,Schlinge::N,петля,sealán
231,Spur::N,слід,rian
232,Asche::N,зола,luaith
233,Asche::N,попіл,luaith
234,Dreck::N,бруд,salachar
235,Eisen::N,залізо,iarann
236,Gold::N,золото,ór
237,Silber::N,срібло,airgead
238,Kohle::N,вугілля,gual
239,Glas::N,скло,gloine
240,Lehm::N,глина,cré
241,Sand::N,пісок,gaineamh
242,Mensch::N,людина,duine
243,Mann::N,чоловік,fear
244,Frau::N,жінка,bean
245,Kind::N,дитина,gasúr
246,Kind::N,дитина,páiste
247,Junge::N,хлопець,buachaill
248,Mädchen::N,дівчина,cailín
249,Familie::N,сім’я,teaghlach
250,Familie::N,сім’я,comhluadar
251,Familie::N,родина,teaghlach
252,Familie::N,родина,comhluadar
253,Großvater::N,дідусь,seanathair
254,Großmutter::N,бабуся,seanmháthair
255,Eltern::N,батьки,tuismitheoirí
256,Vater::N,батько,athair
257,Mutter::N,мати,máthair
258,Sohn::N,син,mac
259,Tochter::N,дочка,iníon
260,Bruder::N,брат,deartháir
261,Schwester::N,сестра,deirfiúr
262,Onkel::N,дядько,uncail
263,Tante::N,тітка,aintín
264,Ehemann::N,чоловік,fear céile
265,Ehefrau::N,жінка,bean chéile
266,Ehefrau::N,дружина,bean chéile
267,Freude::N,радощі,áthas
268,Gelächter::N,сміх,gáire
269,Glück::N,щастя,séan
270,Glück::N,щастя,sonas
271,Kummer::N,горе,brón
272,Kummer::N,горе,buairt
273,Wunsch::N,бажання,guí
274,Wunsch::N,бажання,achainí
275,Lust::N,бажання,fonn
276,Geist::N,дух,meon
277,Geist::N,дух,spiorad
278,Gedanke::N,думка,smaoineamh
279,Gedächtnis::N,пам’ять,cuimhne
280,Verstand::N,розум,ciall
281,Verstand::N,розум,intinn
282,Sinn::N,зміст,brí
283,Sinn::N,зміст,ciall
284,Sinn::N,значення,brí
285,Sinn::N,значення,ciall
286,Grund::N,причина,fáth
287,Wahrheit::N,правда,fírinne
288,Gespräch::N,розмова,comhrá
289,Märchen::N,байка,scéal
290,Erzählung::N,повість,scéal
291,Erzählung::N,оповідання,scéal
292,Nachricht::N,повідомлення,teachtaireacht
293,Neuigkeit::N,новина,scéala
294,Name::N,ім’я,ainm
295,Rätsel::N,загадка,tomhas
296,Rede::N,промова,óráid
297,Rede::N,промова,aitheasc
298,Sprache::N,мова,teanga
299,Stimme::N,голос,guth
300,Wort::N,слово,focal
301,Zeichen::N,знак,comhartha
302,Ruf::N,оклик,glaoch
303,Lärm::N,шум,torann
304,Laut::N,звук,fuaim
305,Ton::N,тон,ton
306,Lied::N,пісня,amhrán
307,Ruhe::N,спокій,suaimhneas
308,Leute::N,люди,muintir
309,Volk::N,народ,pobal
310,Arbeit::N,робота,obair
311,Gast::N,гість,aoi
312,Geschenk::N,подарунок,féirín
313,Geschenk::N,подарунок,bronntanas
314,Spiel::N,гра,cluiche
315,Gesellschaft::N,товариство,comhluadar
316,Hilfe::N,допомога,cúnamh
317,Hilfe::N,допомога,cabhair
318,Freund::N,друг,cara
319,Freund::N,приятель,cara
320,Kamerad::N,товариш,comrádaí
321,Angelegenheit::N,справа,ábhar
322,Anzahl::N,число,líon
323,Art::N,рід,sórt
324,Art::N,рід,saghas
325,Stück::N,кусок,píosa
326,Teil::N,частина,cuid
327,Teil::N,частина,páirt
328,Hälfte::N,половина,leath
329,Kreis::N,круг,ciorcal
330,Kreis::N,коло,ciorcal
331,Kreuz::N,хрест,cros
332,Linie::N,лінія,líne
333,Strich::N,штрих,stríoc
334,Abstand::N,проміжок,achar
335,Entfernung::N,відстань,fad
336,Gegend::N,місцевість,ceantar
337,Platz::N,площа,áit
338,Platz::N,площа,spás
339,Ort::N,місце,áit
340,Seite::N,сторона,taobh
341,Mitte::N,середина,lár
342,Gegenstand::N,предмет,ball
343,Gegenstand::N,предмет,ábhar
344,Sache::N,річ,ní
345,Sache::N,річ,rud
346,Rand::N,край,imeall
347,Rand::N,край,ciumhais
348,Kante::N,ребро,corr
349,Kante::N,ребро,colbha
350,Ecke::N,ріг,coirnéal
351,Spitze::N,кінчик,gob
352,Spitze::N,кінчик,barr
353,Ende::N,кінець,ceann
354,Ende::N,кінець,foirceann
355,Loch::N,діра,poll
356,Winkel::N,куток,cúinne
357,Winkel::N,куток,uillinn
358,Muster::N,узор,patrún
359,Größe::N,розмір,méid
360,Größe::N,розмір,toise
361,Länge::N,довжина,fad
362,Höhe::N,висота,airde
363,Gewicht::N,вага,meáchan
364,Menge::N,кількість,méid
365,Haufen::N,купа,cnap
366,Reihe::N,ряд,líne
367,Reihe::N,ряд,sraith
368,Boot::N,човен,bád
369,Ruder::N,весло,rámh
370,Ruder::N,весло,maide rámha
371,Schlitten::N,сани,carr sleamhnáin
372,Ski::N,лижа,scí
373,Lagerfeuer::N,вогнище,tine champa
374,Last::N,тягар,ualach
375,Last::N,вантаж,ualach
376,Gang::N,хід,siúlóid
377,Schritt::N,крок,céim
378,Schritt::N,крок,coiscéim
379,Norden::N,північ,tuaisceart
380,Süden::N,південь,deisceart
381,Westen::N,захід,iarthar
382,Osten::N,схід,oirthear
383,Holz::N,дрова,adhmad
384,Brett::N,дошка,clár
385,Platte::N,плита,leac
386,Stütze::N,підпірка,taca
387,Stange::N,жердина,polla
388,Stange::N,жердина,cuaille
389,Stock::N,палиця,bata
390,Stock::N,палиця,maide
391,Stab::N,палиця,maide
392,Stab::N,палиця,bachall
393,Rohr::N,труба,píopa
394,Haus::N,дім,teach
395,Haus::N,хата,teach
396,Heim::N,житло,baile
397,Ofen::N,піч,sornóg
398,Fußboden::N,підлога,urlár
399,Tisch::N,стіл,bord
400,Tisch::N,стіл,tábla
401,Stuhl::N,стілець,cathaoir
402,Wiege::N,колиска,cliabhán
403,Bett::N,ліжко,leaba
404,Bett::N,постіль,leaba
405,Regal::N,полиця,seilf
406,Kiste::N,ящик,bosca
407,Fenster::N,вікно,fuinneoig
408,Tür::N,двері,doras
409,Tor::N,ворота,geata
410,Zaun::N,паркан,fál
411,Zaun::N,паркан,claí
412,Zaun::N,огорожа,fál
413,Zaun::N,огорожа,claí
414,Dach::N,дах,díon
415,Leiter::N,драбина,dréimire
416,Besen::N,мітла,scuab
417,Spaten::N,заступ,spád
418,Spaten::N,заступ,rámhainn
419,Schaufel::N,совок,sluasaid
420,Schaufel::N,лопата,sluasaid
421,Gabel::N,виделка,forc
422,Gabel::N,виделка,gabhlóg
423,Löffel::N,ложка,spúnóg
424,Messer::N,ніж,scian
425,Nagel::N,цвях,tairne
426,Netz::N,сіть,líon
427,Netz::N,сіть,eangach
428,Haken::N,крюк,croch
429,Griff::N,ручка,cos
430,Griff::N,ручка,hanla
431,Griff::N,держак,cos
432,Griff::N,держак,hanla
433,Schloss::N,замок,glas
434,Bild::N,картина,pictiúr
435,Figur::N,фігура,fíor
436,Puppe::N,лялька,bábóg
437,Beutel::N,мішечок,mála
438,Beutel::N,мішечок,mealbhóg
439,Beutel::N,торбинка,mála
440,Beutel::N,торбинка,mealbhóg
441,Bündel::N,в’язка,beart
442,Tasche::N,сумка,mála
443,Eimer::N,відро,buicéad
444,Deckel::N,кришка,clár
445,Deckel::N,кришка,claibín
446,Geschirr::N,посуд,soithí
447,Geschirr::N,посуд,gréithe
448,Sack::N,мішок,sac
449,Sack::N,мішок,mála
450,Tasse::N,чашка,cupán
451,Topf::N,горщик,pota
452,Kessel::N,котел,citeal
453,Essen::N,їжа,béile
454,Nahrung::N,харч,bia
455,Speise::N,страва,mias
456,Fleisch::N,м’ясо,feoil
457,Getreide::N,хліб,grán
458,Getreide::N,хліб,arbhar
459,Getreide::N,збіжжя,grán
460,Getreide::N,збіжжя,arbhar
461,Brei::N,каша,brúitín
462,Brot::N,хліб,arán
463,Scheibe::N,скибочка,píosa
464,Scheibe::N,скибочка,slisne
465,Fett::N,жир,saill
466,Fett::N,жир,méathras
467,Butter::N,масло,im
468,Öl::N,олія,ola
469,Salz::N,сіль,salann
470,Suppe::N,суп,sú
471,Suppe::N,суп,anraith
472,Honig::N,мед,mil
473,Milch::N,молоко,bainne
474,Tee::N,чай,tae
475,Leder::N,шкіра,leathar
476,Wolle::N,шерсть,olann
477,Stoff::N,тканина,éadach
478,Nadel::N,голка,snáthaid
479,Faden::N,нитка,snáth
480,Knopf::N,ґудзик,cnaipe
481,Knoten::N,вузол,snaidhm
482,Farbe::N,фарба,péint
483,Kleidung::N,одяг,éadaí
484,Kleidung::N,убрання,éadaí
485,Hemd::N,сорочка,léine
486,Kragen::N,комір,bóna
487,Ärmel::N,рукав,muinchille
488,Hose::N,брюки,bríste
489,Hose::N,брюки,treabhsar
490,Gürtel::N,пояс,crios
491,Mütze::N,шапка,caipín
492,Schuh::N,ботинок,bróg
493,Stiefel::N,чобіт,buatais
494,Ring::N,кільце,fáinne
495,Band::N,стрічка,ribín
496,Kamm::N,гребінець,cíor
497,Spiegel::N,дзеркало,scáthán
498,Riemen::N,ремінь,iall
499,Riemen::N,ремінь,strapa
500,Schnur::N,вірьовка,téad
501,Schnur::N,вірьовка,sreangán
502,Leine::N,шворка,iall
503,Decke::N,ковдра,pluid
504,Decke::N,ковдра,blaincéad
505,Kissen::N,подушка,piliúr
506,Kissen::N,подушка,adhartán
507,Tuch::N,хустка,scaif
508,Handtuch::N,рушник,tuáille
509,Kraft::N,сила,fórsa
510,Stärke::N,сила,neart
511,Gesundheit::N,здоров’я,sláinte
512,Krankheit::N,хвороба,tinneas
513,Krankheit::N,хвороба,breoiteacht
514,Schmerz::N,біль,pian
515,Wunde::N,рана,goin
516,Fieber::N,гарячка,fiabhras
517,Arznei::N,ліки,cógas
518,Brücke::N,міст,droichead
519,Brunnen::N,колодязь,tobar
520,Weide::N,пасовище,féarach
521,Pfad::N,стежка,cosán
522,Pfad::N,стежка,conair
523,Weg::N,шлях,slí
524,Weg::N,шлях,bealach
525,Weg::N,дорога,slí
526,Weg::N,дорога,bealach
527,Straße::N,вулиця,bóthar
528,Dorf::N,село,sráidbhaile
529,Stadt::N,місто,baile
530,Stadt::N,місто,cathair
531,Brief::N,лист,litir
532,Buch::N,книга,cín
533,Buch::N,книга,leabhar
534,Buch::N,книжка,cín
535,Buch::N,книжка,leabhar
536,Buchstabe::N,буква,litir
537,Buchstabe::N,літера,litir
538,Zeitung::N,газета,nuachtán
539,Leben::N,життя,saol
540,Leben::N,життя,beatha
541,Tod::N,смерть,bás
542,Grab::N,могила,uaigh
543,Kirche::N,церква,eaglais
544,Sünde::N,гріх,peaca
545,Gott::N,бог,dia
546,Arbeiter::N,робітник,oibrí
547,Chef::N,хазяїн,saoiste
548,Chef::N,хазяїн,ceannasaí
549,Meister::N,умілець,máistir
550,Arzt::N,лікар,lia
551,Arzt::N,лікар,dochtúir
552,Lehrer::N,вчитель,oide
553,Lehrer::N,вчитель,múinteoir
554,Geld::N,гроші,airgead
555,Geschäft::N,заняття,gnó
556,Laden::N,магазин,siopa
557,Laden::N,крамниця,siopa
558,Preis::N,ціна,praghas
559,Ware::N,товар,earra
560,Nutzen::N,вигода,tairbhe
561,Nutzen::N,користь,tairbhe
562,Reichtum::N,багатство,rachmas
563,Reichtum::N,багатство,saibhreas
564,Welt::N,світ,domhan
565,Land::N,країна,tír
566,Staat::N,держава,stát
567,König::N,король,rí
568,Macht::N,влада,cumhacht
569,Grenze::N,кордон,críoch
570,Grenze::N,кордон,teorainn
571,Krieg::N,війна,cogadh
572,Feind::N,ворог,namhaid
573,Gewalt::N,насильство,foréigean
574,Kampf::N,бій,troid
575,Kampf::N,боротьба,troid
576,Bogen[Waffe]::N,лук,bogha
577,Pfeil::N,стріла,saighead
578,Gewehr::N,рушниця,gunna
579,Gewehr::N,гвинтівка,gunna
580,Fehler::N,помилка,botún
581,Fehler::N,помилка,meancóg
582,Lüge::N,брехня,bréag
583,Lüge::N,брехня,éitheach
584,Schaden::N,шкода,dochar
585,Schaden::N,шкода,damáiste
586,Schaden::N,збиток,dochar
587,Schaden::N,збиток,damáiste
588,Unglück::N,нещастя,drochrath
589,Schuld::N,провина,locht
590,Schuld::N,провина,milleán
591,Alter::N,вік,aois
592,Alter::N,літа,aois
593,Schluss::N,кінець,deireadh
594,Zeit::N,час,am
595,Zeit::N,час,aimsir
596,Tag::N,день,lá
597,Morgen::N,ранок,maidin
598,Mittag::N,південь,nóin
599,Abend::N,вечір,tráthnóna
600,Nacht::N,ніч,oíche
601,Woche::N,тиждень,seachtain
602,Monat::N,місяць,mí
603,Jahr::N,рік,bliain
604,Frühling::N,весна,earrach
605,Sommer::N,літо,samhradh
606,Herbst::N,осінь,fómhar
607,Winter::N,зима,geimhreadh
608,Januar::N,січень,Eanáir
609,Februar::N,лютий,Feabhra
610,März::N,березень,Márta
611,April::N,квітень,Aibreán
612,Mai::N,травень,Bealtaine
613,Juni::N,червень,Meitheamh
614,Juli::N,липень,Iúil
615,August::N,серпень,Lúnasa
616,September::N,вересень,Meán Fómhair
617,Oktober::N,жовтень,Deireadh Fómhair
618,November::N,листопад,Samhain
619,November::N,листопад,Mí na Samhna
620,Dezember::N,грудень,Mí na Nollag
621,Montag::N,понеділок,Luan
622,Montag::N,понеділок,Dé Luain
623,Dienstag::N,вівторок,Máirt
624,Dienstag::N,вівторок,Dé Máirt
625,Mittwoch::N,середа,Céadaoin
626,Mittwoch::N,середа,Dé Céadaoin
627,Donnerstag::N,четвер,Déardaoin
628,Freitag::N,п’ятниця,Aoine
629,Freitag::N,п’ятниця,Dé hAoine
630,Samstag::N,субота,Satharn
631,Samstag::N,субота,Dé Sathairn
632,Sonntag::N,неділя,Domhnach
633,Sonntag::N,неділя,Dé Domhnaigh
634,groß::A,великий,mór
635,klein::A,малий,beag
636,klein::A,маленький,beag
637,lang::A,довгий,fada
638,kurz::A,короткий,gearr
639,kurz::A,короткий,gairid
640,breit::A,широкий,leathan
641,breit::A,широкий,fairsing
642,schmal::A,вузький,cúng
643,dicht::A,густий,dlúth
644,dick[Gegenstand]::A,товстий,tiubh
645,dünn::A,тонкий,caol
646,dünn::A,тонкий,tanaí
647,fein::A,дрібний,scáinte
648,fein::A,дрібний,fíneálta
649,fest::A,міцний,daingean
650,flach::A,плоский,cothrom
651,glatt::A,рівний,mín
652,glatt::A,рівний,sleamhain
653,glatt::A,гладенький,mín
654,glatt::A,гладенький,sleamhain
655,hart::A,твердий,crua
656,weich::A,м’який,bog
657,rund::A,круглий,cruinn
658,spitz::A,гострокінцевий,gobach
659,spitz::A,гострокінцевий,biorach
660,scharf::A,гострий,géar
661,scharf::A,гострий,faobhrach
662,stumpf::A,тупий,maol
663,schwer::A,важкий,trom
664,schön::A,вродливий,álainn
665,heiß::A,жаркий,te
666,heiß::A,гарячий,te
667,warm::A,теплий,te
668,kalt::A,холодний,fuar
669,kühl::A,прохолодний,fionnuar
670,frisch::A,свіжий,úr
671,frisch::A,свіжий,friseáilte
672,feucht::A,вогкий,tais
673,nass::A,мокрий,fliuch
674,trocken::A,сухий,tirim
675,voll::A,повний,lán
676,leer::A,пустий,folamh
677,offen::A,відкритий,oscailte
678,geschlossen::A,закритий,dúnta
679,geschlossen::A,закритий,druidte
680,geschlossen::A,зачинений,dúnta
681,geschlossen::A,зачинений,druidte
682,sauber::A,чистий,glan
683,sauber::A,охайний,glan
684,schmutzig::A,брудний,salach
685,roh::A,сирий,amh
686,reif::A,зрілий,aibí
687,lecker::A,смачний,blasta
688,süß::A,солодкий,milis
689,bitter::A,гіркий,searbh
690,sauer::A,кислий,géar
691,sauer::A,кислий,searbh
692,hell::A,світлий,geal
693,hell::A,світлий,soilseach
694,dunkel::A,темний,dorcha
695,schwarz::A,чорний,dubh
696,weiß::A,сивий,bán
697,rot::A,червоний,dearg
698,gelb::A,жовтий,buí
699,blau::A,синій,gorm
700,grün::A,зелений,glas
701,grün::A,зелений,uaine
702,grau::A,сірий,liath
703,bunt::A,барвистий,ildathach
704,bunt::A,барвистий,dathannach
705,billig::A,дешевий,saor
706,teuer::A,дорогий,daor
707,teuer::A,дорогий,costasach
708,wertvoll::A,цінний,luachmhar
709,blind::A,сліпий,dall
710,blind::A,сліпий,caoch
711,taub::A,глухий,bodhar
712,kräftig::A,могутній,cumhachtach
713,stark::A,сильний,tréan
714,stark::A,сильний,láidir
715,schwach::A,слабкий,lag
716,schwach::A,слабкий,fann
717,fett::A,жирний,ramhar
718,fett::A,товстий,ramhar
719,schlank::A,тонкий,caol
720,schlank::A,тонкий,seang
721,schlank::A,стрункий,caol
722,schlank::A,стрункий,seang
723,hübsch::A,чарівний,álainn
724,hübsch::A,чарівний,dathúil
725,böse::A,злий,olc
726,böse::A,лихий,olc
727,dumm::A,дурний,dúr
728,dumm::A,дурний,amaideach
729,faul::A,ледачий,falsa
730,faul::A,ледачий,leisciúil
731,fleißig::A,старанний,dícheallach
732,geizig::A,скупий,barainneach
733,geizig::A,скупий,sprionlaithe
734,klug::A,мудрий,cliste
735,klug::A,розумний,cliste
736,geschickt::A,умілий,oilte
737,geschickt::A,умілий,ealaíonta
738,lieb::A,милий,dil
739,lieb::A,милий,dílis
740,lustig::A,веселий,aerach
741,lustig::A,веселий,meidhreach
742,sanft::A,лагідний,bog
743,sanft::A,лагідний,séimh
744,hungrig::A,голодний,ocrach
745,krank::A,слабий,tinn
746,krank::A,слабий,breoite
747,nackt::A,голий,nocht
748,traurig::A,сумний,brónach
749,lebendig::A,живий,beo
750,gut::A,добрий,maith
751,schlecht::A,поганий,dona
752,schlecht::A,поганий,droch-
753,schlecht::A,кепський,dona
754,schlecht::A,кепський,droch-
755,richtig::A,правильний,ceart
756,schlimm::A,бридкий,gránna
757,schlimm::A,бридкий,tubaisteach
758,wahr::A,справжній,fíor
759,alt::A,старий,sean
760,neu::A,новий,úr
761,neu::A,новий,nua
762,ehemalig::A,колишній,iar-
763,ehemalig::A,колишній,sean-
764,alt[Lebewesen]::A,старий,sean
765,alt[Lebewesen]::A,старий,aosta
766,jung::A,молодий,óg
767,arm::A,бідний,bocht
768,reich::A,багатий,saibhir
769,reich::A,багатий,rachmasach
770,bekannt::A,знайомий,atá eolas air
771,berühmt::A,славетний,cailiúil
772,berühmt::A,славетний,clúiteach
773,fremd::A,чужий,coimhthíoch
774,verschieden::A,різний,éagsúil
775,verschieden::A,різний,difriúil
776,nah::A,близький,gar
777,nah::A,близький,deas
778,fern::A,далекий,i bhfad uainn
779,fern::A,далекий,i bhfad i gcéin
780,linker::A,лівий,clé
781,rechter::A,правий,deas
782,anderer::A,інакший,eile
783,erster::A,перший,céad
784,zweiter::A,другий,dóú
785,zweiter::A,другий,dara
786,dritter::A,третій,tríú
787,dritter::A,третій,treas
788,letzter::A,останній,déanach
789,letzter::A,останній,deireanach
790,allein::ADV,сам,i d'aonar
791,allein::ADV,один,i d'aonar
792,auf einmal::ADV,відразу,ag an am céanna
793,zusammen::ADV,разом,le chéile
794,zusammen::ADV,разом,in eineacht
795,zusammen::ADV,спільно,le chéile
796,zusammen::ADV,спільно,in eineacht
797,lange::ADV,довго,fada
798,plötzlich::ADV,раптом,go tobann
799,plötzlich::ADV,раптом,i dtobainne
800,sofort::ADV,зараз,ar an toirt
801,sofort::ADV,зараз,ar an bpointe
802,später::ADV,пізніше,níos déanaí
803,jetzt::ADV,тепер,anois
804,heute::ADV,сьогодні,inniu
805,morgen::ADV,завтра,amárach
806,bald::ADV,незабаром,go luath
807,bald::ADV,незабаром,gan mhoill
808,dann::ADV,потім,ansin
809,gestern::ADV,вчора,inné
810,einst::ADV,колись,tráth
811,einst::ADV,колись,uair amháin
812,damals::ADV,тоді,ag an am
813,damals::ADV,тоді,an t-am sin
814,danach::ADV,згодом,ina dhiaidh sin
815,vorher::ADV,раніше,cheana
816,vorher::ADV,раніше,roimhe sin
817,zuerst::ADV,спершу,ar dtús
818,zuerst::ADV,спочатку,ar dtús
819,einmal::ADV,один раз,uair amháin
820,manchmal::ADV,іноді,uaireanta
821,manchmal::ADV,інколи,uaireanta
822,oft::ADV,часто,minic
823,immer::ADV,завжди,i gcónaí
824,niemals::ADV,ніколи,riamh
825,hier::ADV,тут,anseo
