,Concept_ID,da,bg
720,zusammen::ADV,sammen,заедно
721,lange::ADV,længe,дълго
722,plötzlich::ADV,pludselig,изведнъж
723,sofort::ADV,straks,веднага
724,später::ADV,senere,по-късно
725,jetzt::ADV,nu,сега
726,heute::ADV,i dag,днес
727,morgen::ADV,i morgen,утре
728,bald::ADV,snart,скоро
729,dann::ADV,så,после
730,dann::ADV,så,тогава
731,gestern::ADV,i går,вчера
732,einst::ADV,engang,някога
733,damals::ADV,dengang,тогава
734,danach::ADV,derefter,после
735,danach::ADV,derefter,след това
736,vorher::ADV,før,преди
737,vorher::ADV,før,преди това
738,vorher::ADV,forud,преди
739,vorher::ADV,forud,преди това
740,zuerst::ADV,først,най-напред
741,einmal::ADV,en gang,веднъж
742,einmal::ADV,en gang,един път
743,manchmal::ADV,sommetider,понякога
744,oft::ADV,ofte,често
745,immer::ADV,altid,винаги
746,niemals::ADV,aldrig,никога
747,hier::ADV,her,тук
748,hier::ADV,her,тука
749,hierhin::ADV,hid,насам
750,hierhin::ADV,herhen,насам
751,von hier::ADV,herfra,оттук
752,von hier::ADV,herfra,оттука
753,dort::ADV,der,там
754,dorthin::ADV,derhen,натам
755,dorthin::ADV,derhen,нататък
756,geradeaus::ADV,lige ud,направо
757,vorwärts::ADV,fremad,напред
758,rückwärts::ADV,baglæns,назад
759,zurück::ADV,tilbage,обратно
760,unten::ADV,nede,долу
761,unten::ADV,forneden,долу
762,hinab::ADV,ned,надолу
763,hinab::ADV,nedad,надолу
764,oben::ADV,oppe,горе
765,oben::ADV,ovenpå,горе
766,hinauf::ADV,op,нагоре
767,hinauf::ADV,opad,нагоре
768,überall::ADV,overalt,навсякъде
769,nicht::ADV,ikke,не
770,ein wenig::ADV,lidt,малко
771,kaum::ADV,knap,едва
772,kaum::ADV,knap,едвам
773,kaum::ADV,næppe,едва
774,kaum::ADV,næppe,едвам
775,sehr::ADV,meget,много
776,sehr::ADV,meget,твърде
777,so::ADV,så,тъй
778,so::ADV,så,така
779,noch::ADV,endnu,още
780,nur::ADV,kun,само
781,nur::ADV,bare,само
782,schon::ADV,alt,вече
783,schon::ADV,allerede,вече
784,wieder::ADV,igen,пак
785,wieder::ADV,igen,отново
786,vergebens::ADV,forgæves,напразно
787,vor::PRP,foran,пред
788,vor::PRP,uden for,пред
789,hinter::PRP,bag,зад
790,hinter::PRP,bagved,зад
791,unter::PRP,under,под
792,durch::PRP,gennem,през
793,durch::PRP,igennem,през
794,neben::PRP,ved siden af,до
795,neben::PRP,ved siden af,при
796,zwischen::PRP,mellem,между
797,zwischen::PRP,mellem,помежду
798,wegen::PRP,på grund af,заради
799,dies::PRN,dette,този
800,das::PRN,det,туй
801,das::PRN,det,това
802,alles::PRN,alt,всичко
803,ich::PRN,jeg,аз
804,du::PRN,du,ти
805,er::PRN,han,той
806,wir::PRN,vi,ние
807,ihr::PRN,I,вие
808,sie::PRN,de,те
809,was::FPRN,hvad,що
810,was::FPRN,hvad,какво
811,wer::FPRN,hvem,кой
812,wo::FADV,hvor,къде
813,wohin::FADV,hvorhen,накъде
814,wohin::FADV,hvorhen,накъдето
815,wie::FADV,hvordan,как
816,warum::FADV,hvorfor,защо
817,wieviel::FNUM,hvor meget,колко
818,eins::NUM,én,един
819,zwei::NUM,to,два
820,drei::NUM,tre,три
821,vier::NUM,fire,четири
822,fünf::NUM,fem,пет
823,sechs::NUM,seks,шест
824,sieben::NUM,syv,седем
825,acht::NUM,otte,осем
826,neun::NUM,ni,девет
827,zehn::NUM,ti,десет
828,elf::NUM,elleve,единайсет
829,elf::NUM,elleve,единадесет
830,zwölf::NUM,tolv,дванайсет
831,zwölf::NUM,tolv,дванадесет
832,zwanzig::NUM,tyve,двайсет
833,zwanzig::NUM,tyve,двадесет
834,dreißig::NUM,tredive,тридесет
835,vierzig::NUM,fyrre,четиридесет
836,vierzig::NUM,fyrretyve,четиридесет
837,fünfzig::NUM,halvtreds,петдесет
838,sechzig::NUM,tres,шестдесет
839,siebzig::NUM,halvfjerds,седемдесет
840,achtzig::NUM,firs,осемдесет
841,neunzig::NUM,halvfems,деветдесет
842,hundert::NUM,hundrede,сто
843,tausend::NUM,tusind,хиляда
844,und::CNJ,og,а
845,und::CNJ,og,та
846,oder::CNJ,eller,или
847,stehen::V,stå,стоя
848,sitzen::V,sidde,седя
849,liegen::V,ligge,лежа
850,hängen::V,hænge,вися
851,werden::V,blive,бъда
852,werden::V,blive,стана
853,passieren::V,ske,случа се
854,passieren::V,hænde,случа се
855,beginnen::V,begynde,започна
856,enden::V,ende,свърша
857,wechseln::V,veksle,променям
858,aufgehen[Sonne]::V,gå op,изгрея
859,aufgehen[Sonne]::V,stå op,изгрея
860,untergehen[Sonne]::V,gå ned,заляза
861,scheinen[Sonne]::V,skinne,грея
862,scheinen[Sonne]::V,skinne,светя
863,donnern::V,tordne,гърмя
864,wehen::V,blæse,вея
865,wehen::V,blæse,духам
866,strömen::V,strømme,тека
867,strömen::V,strømme,лея се
868,fließen::V,flyde,тека
869,sich drehen::V,dreje sig,въртя се
870,schwanken::V,vakle,клатя се
871,schwingen::V,svinge,трептя
