,Concept_ID,ka,ta
76,Licht::N,შუქი,வெளிச்சம்
77,Licht::N,სინათლე,வெளிச்சம்
78,Schatten::N,ლანდი,நிழல்
79,Schatten::N,ჩრდილი,நிழல்
80,Wetter::N,ამინდი,வானிலை
81,Nebel::N,ნისლი,பனிமூட்டம்
82,Wolke::N,ღრუბელი,மேகம்
83,Regen::N,წვიმა,மழை
84,Schnee::N,თოვლი,உறைபனி
85,Eis::N,თოში,பனிக்கட்டி
86,Eis::N,ყინული,பனிக்கட்டி
87,Frost::N,ყინვა,உறைபனி
88,Kälte::N,სიცივე,குளிர்ந்த
89,Hitze::N,სიცხე,சூடு
90,Raureif::N,ჭირხლი,உறைபனி வெண்திரை
91,Raureif::N,თრთვილი,உறைபனி வெண்திரை
92,Regenbogen::N,ცისარტყელა,வானவில்
93,Donner::N,ქუხილი,இடி
94,Strömung::N,დინება,நீரோட்டம்
95,Tropfen::N,წვეთი,துளி
96,Schaum::N,ქაფი,நுரை
97,Schaum::N,დორბლი,நுரை
98,Schmutz::N,ჭუჭყი,அழுக்கு
99,Schmutz::N,ტალახი,அழுக்கு
100,See::N,ტბა,ஏரி
101,Sumpf::N,ჭაობი,சதுப்பு நிலம்
102,Moor::N,ტორფნარი,முட்புதற்காடு
103,Wiese::N,ველი,பசும் புல்தரை
104,Wiese::N,მდელო,பசும் புல்தரை
105,Wald::N,ტყე,காடு
106,Hügel::N,ბორცვი,குன்று
107,Anhöhe::N,მაღლობი,பதுக்கை
108,Berg::N,მთა,மலை
109,Gipfel::N,მწვერვალი,உச்சி மாநாடு
110,Höhle::N,მღვიმე,குகை
111,Höhle::N,გამოქვებული,குகை
112,Abhang::N,ფერდობი,சரிவு
113,Quelle::N,წყარო,மூலம்
114,Quelle::N,სათავე,மூலம்
115,Bach::N,რუ,ஓடை
116,Bach::N,ნაკადული,ஓடை
117,Fluss::N,მდინარე,ஆறு
118,Ufer::N,კიდე,நீர்க்கரை
119,Ufer::N,ნაპირი,நீர்க்கரை
120,Küste::N,ნაპირი,கடற்கரை
121,Festland::N,ხმელეთი,நிலம்
122,Meer::N,ზღვა,கடல்
123,Bucht::N,ყურე,சிறுகுடா
124,Insel::N,კუნძული,தீவு
125,Blume::N,ყვავილი,பூ
126,Gras::N,ბალახი,புல்தரை
127,Wurzel::N,ძირი,வேர்
128,Wurzel::N,ფესვი,வேர்
129,Baum::N,ხე,மரம்
130,Stamm::N,ტანი,அடிமரம்
131,Rinde::N,ქერქი,பட்டை
132,Rinde::N,ქერქი,மரப்பட்டை
133,Ast::N,ტოტი,கினை
134,Zweig::N,შტო,குச்சி
135,Blatt::N,ფოთოლი,இலை
136,Birke::N,არყი,பிர்ச் மரம்
137,Kiefer[Baum]::N,ფიჭვი,தேவதாரு மரம்
138,Weide[Baum]::N,ტირიფი,மர வகைகளுள் ஒன்று
139,Tanne::N,ნაძვი,சாதிக்கய்
140,Horn::N,რქა,கொம்பு
141,Feder::N,ფრთა,இறகு
142,Fell::N,ტყავი,மென்முடி
143,Flügel::N,ფრთა,இறக்கை
144,Klaue::N,კლანჭი,நகம்
145,Kralle::N,ტორი,நகம்
146,Schwanz::N,კუდი,வால்
147,Ei::N,კვერცხი,முட்டை
148,Nest::N,ბუდე,கூடு
149,Bau::N,სორო,குகை
150,Tier::N,ნადირი,விலங்கு
151,Tier::N,ცხოველი,விலங்கு
152,Herde::N,ფარა,கூட்டம்
153,Kuh::N,ფური,பசு
154,Kuh::N,ძროხა,பசு
155,Bulle::N,ხარი,காளை
156,Pferd::N,რაში,குதிரை
157,Pferd::N,ცხენი,குதிரை
158,Schaf::N,ცხვარი,செம்மறிஆடு
159,Schwein::N,ღორი,பன்றி
160,Hund::N,ძაღლი,நாய்
161,Katze::N,კატა,பூனை
162,Bär::N,დათვი,கரடி
163,Eichhörnchen::N,ციყვი,அணில்
164,Elch::N,ცხენ-ირემი,கடம்பை
165,Fuchs::N,მელა,நரி
166,Hase::N,კურდღელი,முயல்
167,Maus::N,თაგვი,எலி
168,Wolf::N,მგელი,ஓநாய்
169,Vogel::N,ჩიტი,பறவை
170,Vogel::N,ფრინველი,பறவை
171,Schwarm::N,გუნდი,தொகுதி
172,Huhn::N,დედალი,கோழிக்குஞசு
173,Hahn::N,მამალი,சேவல்
174,Gans::N,ბატი,பெண் வாத்து
175,Adler::N,არწივი,பருநது
176,Ente::N,იხვი,வாத்து
177,Eule::N,ბუ,ஆந்தை
178,Kranich::N,წერო,நாரை
179,Krähe::N,ყვავი,காகம்
180,Kuckuck::N,გუგული,குயில்
181,Schwan::N,გედი,அன்னம்
182,Fisch::N,თევზი,மீன்
183,Barsch::N,ქორჭილა,பேர்ச்
184,Hecht::N,ქარიყლაპია,கோலாச்சி மீன்
185,Schlange[Tier]::N,გველი,பாம்பு
186,Wurm::N,ჭია,புழு
187,Spinne::N,ობობა,சிலந்தி
188,Ameise::N,ჭიანჭველა,எறும்பு
189,Laus::N,ტილი,பேன்
190,Laus::N,მკბენარი,பேன்
191,Mücke::N,კოღო,கொசுவினப்பூச்சி
192,Fliege::N,ბუზი,ஈ
193,Schmetterling::N,პეპელა,வண்ணத்துப்பூச்சி
194,Beere::N,კენკრა,சதைப்பழம்
195,Apfel::N,ვაშლი,ஆப்பிள பழம்
196,Pilz::N,სოკო,காளான்
197,Zwiebel::N,ხახვი,வெங்காயம்
198,Saat::N,თესლი,விதை
199,Korn::N,მარცვალი,தானியம்
200,Heu::N,თივა,வைக்கோல்
201,Schale::N,ჩენჩო,தோல்
202,Grube::N,ორმო,குழி
203,Falle::N,ხაფანგი,பொறி
204,Schlinge::N,მახე,கண்ணி
205,Spur::N,კვალი,சுவடு
206,Asche::N,ფერფლი,சாம்பல்
207,Dreck::N,ტალახი,அழுக்கு
208,Dreck::N,სიბინძურე,அழுக்கு
209,Eisen::N,რკინა,இரும்பு
210,Gold::N,ოქრო,தங்கம்
211,Silber::N,ვერცხლი,வெள்ளி
212,Kohle::N,ნახშირი,நிலக்கரி
213,Glas::N,მინა,கண்ணாடி
214,Lehm::N,თიხა,களிமண்
215,Sand::N,ქვიშა,மணல்
216,Mensch::N,ადამიანი,மனிதர்கள்
217,Mann::N,კაცი,மனிதன்
218,Frau::N,ქალი,பெண்
219,Kind::N,ბავშვი,குழந்தை
220,Junge::N,ვაჟი,பையன்
221,Mädchen::N,გოგო,சிறுமி
222,Familie::N,ოჯახი,குடும்பம்
223,Großvater::N,პაპა,தாத்தா
224,Großvater::N,ბაბუა,தாத்தா
225,Großmutter::N,ბებია,பாட்டி
226,Großmutter::N,დიდედა,பாட்டி
227,Eltern::N,მშობლები,பெற்றோர்
228,Vater::N,მამა,தந்தை
229,Mutter::N,დედა,தாய்
230,Sohn::N,ვაჟიშვილი,மகன்
231,Tochter::N,ქალიშვილი,மகள்
232,Bruder::N,ძმა,சகோதரன்
233,Schwester::N,და,அக்கா
234,Onkel::N,ბიძა,தாய் மாமன்
235,Tante::N,დეიდა,அத்தை
236,Tante::N,მამიდა,அத்தை
237,Ehemann::N,ქმარი,கணவன்
238,Ehefrau::N,ცოლი,மனைவி
239,Freude::N,სიხარული,கொண்டாட்டம்
240,Gelächter::N,სიცილი,சிரிப்பு
241,Glück::N,ბედნიერება,மகிழ்ச்சி
242,Kummer::N,მწუხარება,துயரம்
243,Wunsch::N,წადილი,விருப்பம்
244,Wunsch::N,სურვილი,விருப்பம்
245,Lust::N,წადილი,விருப்பம்
246,Geist::N,სული,ஆன்மா
247,Gedanke::N,ფიქრი,எண்ணம்
248,Gedächtnis::N,მეხსიერება,ஞாபகம்
249,Verstand::N,ჭკუა,மனம்
250,Verstand::N,გონება,மனம்
251,Sinn::N,მნიშვნელობა,அர்த்தம்
252,Grund::N,მიზეზი,காரணம்
253,Wahrheit::N,სიმართლე,உண்நை
254,Wahrheit::N,ჭეშმარიტება,உண்நை
255,Gespräch::N,ბაასი,பெசு
256,Gespräch::N,საუბარი,பெசு
257,Märchen::N,არაკი,நம்பத்தகாத கதை
258,Märchen::N,ზღაპარი,நம்பத்தகாத கதை
259,Erzählung::N,თქმულება,கதை
260,Nachricht::N,ცნობა,செய்தி
261,Nachricht::N,ამბავი,செய்தி
262,Neuigkeit::N,სიახლე,செய்தி
263,Name::N,სახელი,பெயர்
264,Rätsel::N,გამოცანა,புதிர்
265,Rede::N,სიტყვა,பேச்சு
266,Sprache::N,ენა,மொழி
267,Stimme::N,ხმა,குரல்
268,Wort::N,სიტყვა,வார்த்தை
269,Zeichen::N,ნიშანი,குறி
270,Ruf::N,ძახილი,அழைப்பு
271,Lärm::N,ხმაური,சத்தம்
272,Laut::N,ხმა,ஒலி
273,Laut::N,ბგერა,ஒலி
274,Ton::N,ტონი,குரல்
275,Lied::N,სიმღერა,பாட்டு
276,Ruhe::N,სიწყნარე,அமைதி
277,Leute::N,ადამიანები,மக்கள்
278,Volk::N,ერი,மக்கள்
279,Volk::N,ხალხი,மக்கள்
280,Arbeit::N,მუშაობა,வேலை
281,Gast::N,სტუმარი,விருந்தாளி
282,Geschenk::N,საჩუქარი,பரிசுப் பொருள்
283,Spiel::N,თამაში,விளையாட்டு
284,Gesellschaft::N,საზოგადოება,சமுதாயம்
285,Hilfe::N,შველა,உதவி
286,Hilfe::N,დახმარება,உதவி
287,Freund::N,მეგობარი,நண்பன்
288,Kamerad::N,ამხანაგი,உடனிருப்பவன்
289,Angelegenheit::N,საქმე,செய்தி
290,Anzahl::N,ოდენობა,எண்ணிக்கை
291,Art::N,სახეობა,வகை
292,Stück::N,ნატეხი,துண்டம்
293,Teil::N,წილი,பகுதி
294,Hälfte::N,ნახევარი,பாதி
295,Kreis::N,წრე,வட்டம்
296,Kreuz::N,ჯვარი,சிலுவை
297,Linie::N,ხაზი,கோடு
298,Strich::N,შტრიხი,வாத நோய்
299,Abstand::N,მანძილი,இடைவெளி
300,Entfernung::N,სიშორე,தூரம்
301,Gegend::N,არე,வட்டாரம்
302,Gegend::N,მხარე,வட்டாரம்
303,Platz::N,ფართობი,வெற்றிடம்
304,Ort::N,ადგილი,இடம்
305,Seite::N,მხარე,பக்கம்
306,Mitte::N,შუა,இடைப்பகுதி
307,Gegenstand::N,საგანი,உருப்படி
308,Sache::N,ნივთი,பொருள்
309,Rand::N,კიდე,தொங்கு
310,Kante::N,ნაწიბული,விளிம்பு
311,Ecke::N,კუთხე,மூலை
312,Spitze::N,წვეტი,முனை
313,Ende::N,ბოლო,முடிவு
314,Loch::N,ხვრელი,துளை
315,Winkel::N,კუთხე,கோணம்
316,Muster::N,მოხატულობა,பாங்கு
317,Größe::N,ზომა,அளவு
318,Größe::N,სიდიდე,அளவு
319,Länge::N,სიგრძე,நீளம்
320,Höhe::N,სიმაღლე,உயரம்
321,Gewicht::N,წონა,எடை
322,Menge::N,რაოდენობა,தொகை
323,Haufen::N,გროვა,குவியல்
324,Reihe::N,რიგი,வரிசை
325,Reihe::N,წყება,வரிசை
326,Boot::N,გემი,படகு
327,Ruder::N,ხოფი,துடுப்பு
328,Ruder::N,ნიჩაბი,துடுப்பு
329,Schlitten::N,მარხილი,சகடையிலா வண்டி
330,Ski::N,თხილამური,பனிச் சறுக்கல்
331,Lagerfeuer::N,კოცონი,மூட்டம்
332,Last::N,ტვირთი,பாரம்
333,Gang::N,სვლა,நடை
334,Schritt::N,ბიჯი,காலடி
335,Norden::N,ჩრდილოეთი,வடக்கு
336,Süden::N,სამხრეთი,தெற்கு
337,Westen::N,დასავლეთი,மேற்கு திசை
338,Osten::N,აღმოსავლეთი,கிழக்கு
339,Holz::N,ხე,மரக்கட்டை
340,Brett::N,დაფა,பலகை
341,Brett::N,ფიცარი,பலகை
342,Platte::N,თლილი ქვა,பலகம்
343,Stütze::N,საყრდენი,அடைப்புகன்
344,Stange::N,ჭოკი,கம்பம்
345,Stock::N,კეტი,குச்சி
346,Stab::N,ლატანი,கம்பு
347,Rohr::N,მილაკი,குழாய்
348,Haus::N,სახლი,வீடு
349,Heim::N,ოჯახის კერა,வீடு
350,Ofen::N,ღუმელი,அடுப்பு
351,Fußboden::N,იატაკი,தரை
352,Tisch::N,სუფრა,மேசை
353,Tisch::N,მაგიდა,மேசை
354,Stuhl::N,სკამი,நாற்காலி
355,Wiege::N,აკვანი,தொட்டில்
356,Bett::N,საწოლი,படுக்கை
357,Bett::N,სარეცელი,படுக்கை
358,Regal::N,თაროები,அலமாரி
359,Kiste::N,ყუთი,பெட்டி
360,Kiste::N,სკივრი,பெட்டி
361,Fenster::N,ფანჯარა,சாளரம்
362,Fenster::N,სარკმელი,சாளரம்
363,Tür::N,ბჭე,கதவு
364,Tür::N,კარი,கதவு
365,Tor::N,ჭიშკარი,வாசற்கதவு
366,Zaun::N,ღობე,வேலி
367,Zaun::N,გალავანი,வேலி
368,Dach::N,სახურავი,கூரை
369,Leiter::N,კიბე,ஏணி
370,Besen::N,ცოცხი,விளக்குமாறு
371,Spaten::N,ნიჩაბი,மண்வெட்டி
372,Schaufel::N,ბარი,அடிதண்டா
373,Gabel::N,ჩანგალი,முட்கரண்டி
374,Löffel::N,კოვზი,கரண்டி
375,Messer::N,დანა,கத்தி
376,Nagel::N,ლურსმანი,ஆணி
377,Netz::N,ბადე,வலை
378,Haken::N,კავი,கொக்கி
379,Haken::N,კაუჭი,கொக்கி
380,Griff::N,ტარი,கைப்பிடி
381,Schloss::N,კლიტე,பூட்டு
382,Schloss::N,საკეტი,பூட்டு
383,Bild::N,სურათი,படம்
384,Figur::N,ფიგურა,எண்ணிக்கை
385,Puppe::N,თოჯინა,பொம்மை
386,Beutel::N,პარკი,பை
387,Bündel::N,გალა,பொதி
388,Bündel::N,ასხმა,பொதி
389,Tasche::N,ჩანთა,பை
390,Eimer::N,ჩამჩა,வாளி
391,Deckel::N,ხუფი,உறை
392,Deckel::N,სარქველი,உறை
393,Geschirr::N,ჭურჭელი,பாத்திரம்
394,Sack::N,ტომარა,பை
395,Tasse::N,ფინჯანი,கிண்ணம்
396,Topf::N,ქოთანი,பானை
397,Kessel::N,ქვაბი,கெண்டி
398,Essen::N,ჭამა,உணவருந்துதல்
399,Nahrung::N,საზრდო,உணவு
400,Nahrung::N,საკვები,உணவு
401,Speise::N,საჭმელი,உணவு வகை
402,Fleisch::N,ხორცი,இறைச்சி
403,Getreide::N,მარცვლოვანი,மக்காச்சோளம்
404,Brei::N,ფაფა,கஞ்சி
405,Brot::N,პური,ரொட்டி
406,Scheibe::N,ნაჭერი,துண்டு
407,Fett::N,ქონი,கொழுப்பு
408,Fett::N,ცხიმი,கொழுப்பு
409,Butter::N,კარაქი,வெண்ணெய்
410,Öl::N,ზეთი,எண்ணெய்
411,Salz::N,მარილი,உப்பு
412,Suppe::N,სუფი,ரசம்
413,Honig::N,თაფლი,தேன்
414,Milch::N,რძე,பால்
415,Tee::N,ჩაი,தெனீர்
416,Leder::N,ტყავი,பதம் செய்யப்பட்ட தோல்
417,Wolle::N,მატყლი,கம்பளி
418,Stoff::N,ქსოვილი,துணி
419,Nadel::N,ნემსი,ஊசி
420,Faden::N,ძაფი,நூல்
421,Faden::N,მკედი,நூல்
422,Knopf::N,ღილი,பொத்தான்
423,Knoten::N,ნასკვი,முடிச்சு
424,Farbe::N,საღებავი,வண்ணக் குழம்பு
425,Kleidung::N,ტანსაცმელი,ஆடைகள்
426,Hemd::N,ხალათი,சட்டை
427,Hemd::N,პერანგი,சட்டை
428,Kragen::N,საყელო,கழுத்துப் பட்டை
429,Ärmel::N,სახელო,சட்டைக்கை
430,Hose::N,შარვალი,கால்சட்டை
431,Gürtel::N,ქამარი,பெல்ட்
432,Mütze::N,ქუდი,தொப்பி
433,Schuh::N,ფეხსაცმელი,காலணி
434,Stiefel::N,ჩექმა,காலணி
435,Ring::N,ბეჭედი,மோதிரம்
436,Band::N,ბაფთი,நாடா
437,Kamm::N,სავარცხელი,கீப்பு
438,Spiegel::N,სარკე,ஆடி
439,Spiegel::N,სარკე,கண்ணாடி
440,Riemen::N,ღვედი,வார்
441,Schnur::N,ლარი,கயிறு
442,Leine::N,ჯაჭვი,தோல்வார்
443,Decke::N,საბანი,போர்வை
444,Kissen::N,ბალიში,தலையணை
445,Tuch::N,მაუდი,துணி
446,Tuch::N,თავშალი,துணி
447,Handtuch::N,ხელსახოცი,தண்டு
448,Kraft::N,ძალა,நிர்பந்தம்
449,Stärke::N,ღონე,பலம்
450,Gesundheit::N,ჯანმრთელობა,ஆரோக்கியம்
451,Krankheit::N,სენი,நோய்
452,Krankheit::N,ავადმყოფობა,நோய்
453,Schmerz::N,ტკივილი,வலி
454,Wunde::N,იარი,காயம்
455,Wunde::N,ჭრილობა,காயம்
456,Fieber::N,ციება,காய்ச்சல்
457,Arznei::N,წამალი,மருந்து
458,Brücke::N,ხიდი,பாலம்
459,Brunnen::N,ჭა,கேணி
460,Weide::N,საძოვარი,மேய்ச்சல் நிலம்
461,Pfad::N,ბილიკი,நடை வழி
462,Weg::N,გზა,வழி
463,Straße::N,შარაგზა,சாலை
464,Dorf::N,დაბა,கிராமம்
465,Dorf::N,სოფელი,கிராமம்
466,Stadt::N,ქალაქი,நகரம்
467,Brief::N,წერილი,கடிதம்
468,Buch::N,წიგნი,புத்தகம்
469,Buchstabe::N,ასო,எழத்து
470,Zeitung::N,გაზეთი,செய்தித்தாள்
471,Leben::N,სიცოცხლე,வாழ்க்கை
472,Tod::N,სიკვდილი,மரணம்
473,Grab::N,სამარე,சமாதி
474,Grab::N,საფლავი,சமாதி
475,Kirche::N,ეკლესია,தேவாலயம்
476,Sünde::N,ცოდვა,பாவம்
477,Gott::N,ღმერთი,கடவுள்
478,Arbeiter::N,მუშა,தொழிலாளி
479,Chef::N,გამგე,மேலாளர்
480,Meister::N,ოსტატი,தலைவன்
481,Arzt::N,ექიმი,மருத்துவர்
482,Arzt::N,მკურნალი,மருத்துவர்
483,Lehrer::N,მასწავლებელი,ஆசிரியர்
484,Geld::N,ფული,பணம்
485,Geschäft::N,საქმე,வாணிபம்
486,Geschäft::N,ბიზნესი,வாணிபம்
487,Laden::N,დუქანი,கடை
488,Laden::N,მაღაზია,கடை
489,Preis::N,ფასი,விலை
490,Ware::N,საქონელი,சாமன்கள்
491,Nutzen::N,ხეირი,இலாபம்
492,Reichtum::N,სიმდიდრე,சொத்து
493,Welt::N,მსოფლიო,உலகம்
494,Land::N,მხარე,நாடு
495,Land::N,ქვეყანა,நாடு
496,Staat::N,სახელმწიფო,நாடு
497,König::N,მეფე,அரசன்
498,Macht::N,ძლიერება,அதிகாரம்
499,Grenze::N,ზღვარი,எல்லை
500,Krieg::N,ომი,போர்
501,Feind::N,მტერი,எதிரி
502,Gewalt::N,სისასტიკე,வன்முறை
503,Kampf::N,ბრძოლა,போராட்டம்
504,Bogen[Waffe]::N,მშვილდი,வில்
505,Pfeil::N,ისარი,அம்பு
506,Pfeil::N,მახვილი,அம்பு
507,Gewehr::N,თოფი,துப்பாக்கி
508,Gewehr::N,შაშხანა,துப்பாக்கி
509,Fehler::N,შეცდომა,தவறு
510,Lüge::N,სიცრუე,பொய்
511,Schaden::N,ვნება,சேதாரம்
512,Unglück::N,ხიფათი,இடையூறு
513,Unglück::N,უბედურება,இடையூறு
514,Schuld::N,ბრალი,குற்றம்
515,Alter::N,ასაკი,வயது
516,Schluss::N,ბოლო,முடிவு
517,Schluss::N,დასასრული,முடிவு
518,Zeit::N,დრო,காலம்
519,Tag::N,დღე,நாள்
520,Morgen::N,დილა,காலை நேரம்
521,Mittag::N,შუადღე,மதியம்
522,Abend::N,საღამო,மாலைப் பொழுது
523,Nacht::N,ღამე,இரவு
524,Woche::N,კვირა,வாரம்
525,Monat::N,თვე,மாதம்
526,Jahr::N,წელი,வருடம்
527,Frühling::N,გაზაფხული,வசந்தம்
528,Sommer::N,ზაფხული,கோடை
529,Herbst::N,შემოდგომა,இலையுதிர் காலம்
530,Winter::N,ზამთარი,குளிர்காலம்
531,Januar::N,იანვარი,ஜனவரி
532,Februar::N,თებერვალი,பிபரவரி மாதம்
533,März::N,მარტი,மார்ச் மாதம்
534,April::N,აპრილი,ஏப்ரல் மாதம்
535,Mai::N,მაისი,மே மாதம்
536,Juni::N,ივნისი,ஜூன் மாதம்
537,Juli::N,ივლისი,ஜூலை மாதம்
538,August::N,აგვისტო,ஆகஸ்ட் மாதம்
539,September::N,სექტემბერი,செப்டம்பர் மாதம்
540,Oktober::N,ოქტომბერი,அக்டோபர் மாதம்
541,November::N,ნოემბერი,நவம்பர் மாதம்
542,Dezember::N,დეკემბერი,டிசம்பர்
543,Montag::N,ორშაბათი,திங்கட் கிழமை
544,Dienstag::N,სამშაბათი,செவ்வாய்க்கிழமை
545,Mittwoch::N,ოთხშაბათი,புதன் கிழமை
546,Donnerstag::N,ხუთშაბათი,வியாழக் கிழமை
547,Freitag::N,პარასკევი,வெள்ளிக்கிழமை
548,Samstag::N,შაბათი,சனிக்கிழமை
549,Sonntag::N,კვირა,ஞாயிறுக் கிழமை
550,groß::A,დიდი,பெரிய
551,klein::A,მცირე,சிறிய
552,klein::A,პატარა,சிறிய
553,lang::A,გრძელი,நீண்ட
554,kurz::A,მოკლე,குட்டையான
555,breit::A,ფართო,அகலமான
556,breit::A,განიერი,அகலமான
557,schmal::A,ვიწრო,குறுகலான
558,schmal::A,წვრილი,குறுகலான
559,dicht::A,მჭიდრო,அடர்த்தியான
560,dick[Gegenstand]::A,სქელი,தடித்த
561,dünn::A,წვრილი,சன்னமான
562,fein::A,თხელი,மெல்லிய
563,fest::A,მყარი,உறுதியாள
564,flach::A,ბრტყელი,தட்டையான
565,glatt::A,გლუ,வழுவழுப்பான
566,hart::A,მაგარი,கடினமான
567,weich::A,რბილი,மென்மையான
568,rund::A,მრგვალი,உருண்டையான
569,spitz::A,წვეტიანი,திகந்தமாக
570,scharf::A,მჭრელი,கூரான
571,stumpf::A,ბლაგვი,உளம் திறந்த
572,schwer::A,მძიმე,கனமான
573,schön::A,ლამაზი,அழகான
574,heiß::A,ცხელი,சூடான
575,warm::A,თბილი,இதமான
576,kalt::A,ცივი,குளிர்ச்சியான
577,kühl::A,გრილი,குளிர்ச்சியான
578,frisch::A,სუფთა,சுத்தமான
579,feucht::A,ნოტიო,ஈரமான
580,nass::A,სველი,ஈரமான
581,trocken::A,მშრალი,உலர்ந்த
582,voll::A,სავსე,நிரம்பிய
583,leer::A,ცარიელი,காலியான
584,offen::A,ღია,திறந்த
585,offen::A,გაშლილი,திறந்த
586,geschlossen::A,დახურული,மூடப்பட்ட
587,sauber::A,სუფთა,சுத்தமான
588,sauber::A,წმინდა,சுத்தமான
589,schmutzig::A,ტალახიანი,அழக்கான
590,roh::A,უმი,கச்சா
591,reif::A,მწიფე,பழுத்த
592,lecker::A,გემრიელი,சுவைமிக்க
593,süß::A,ტკბილი,இனிப்பான
594,bitter::A,მწარე,கசப்பான
595,sauer::A,მჟავე,புளிப்பாக
596,hell::A,ნათელი,பளபளப்பான
597,dunkel::A,ბნელი,கருமையான
598,schwarz::A,შავი,கருப்பு வண்ண
599,weiß::A,თეთრი,வெண்மையன
600,rot::A,წითელი,சிவப்பு
601,gelb::A,ყვითელი,மஞ்சள் வண்ணம்
602,blau::A,ლურჯი,நீல வண்ண
603,blau::A,ცისფერი,நீல வண்ண
604,grün::A,მწვანე,பச்சை வண்ண
605,grau::A,რუხი,சாம்பல் நிற
606,grau::A,ნაცრისფერი,சாம்பல் நிற
607,bunt::A,ჭრელი,வண்ண மயமான
608,bunt::A,ფერადი,வண்ண மயமான
609,billig::A,იაფი,மலிவான
610,teuer::A,ძვირი,விலை அதிகமான
611,wertvoll::A,ღირსიანი,மதிப்புள்ள
612,blind::A,ბრმა,பார்வையற்ற
613,taub::A,ყრუ,செவிடான
614,kräftig::A,ძალავანი,வலிமையான
615,stark::A,ძლიერი,பலமான
616,stark::A,ღონიერი,பலமான
617,schwach::A,სუსტი,பலவீனமான
618,fett::A,სქელი,பருமனாக
619,schlank::A,გამხდარი,ஒல்லியான
620,hübsch::A,ეშხიანი,அழகிய
621,hübsch::A,მშვენიერი,அழகிய
622,böse::A,ავი,கேடு விளைவிக்கும்
623,böse::A,ბოროტი,கேடு விளைவிக்கும்
624,dumm::A,ბოთე,முட்டாள்தனமான
625,dumm::A,სულელი,முட்டாள்தனமான
626,faul::A,ზანტი,சோம்பலான
627,faul::A,ზარმაცი,சோம்பலான
628,fleißig::A,ბეჯითი,ஊக்கந்தளராத
629,fleißig::A,მუყაითი,ஊக்கந்தளராத
630,geizig::A,ძუნწი,கஞேசத்தனமான
