,Concept_ID,cy,zh
84,Hitze::N,gwres,炎热
85,Raureif::N,barrug,霜
86,Regenbogen::N,enfys,虹
87,Donner::N,tyrfau,雷
88,Strömung::N,cerrynt,水流
89,Tropfen::N,dafn,滴
90,Tropfen::N,diferyn,滴
91,Schaum::N,ewyn,泡沫
92,Schmutz::N,baw,赃物
93,Schmutz::N,budreddi,赃物
94,See::N,llyn,湖
95,Sumpf::N,cors,沼泽
96,Moor::N,rhos,沼泽
97,Wiese::N,dôl,草地
98,Wald::N,coedwig,森林
99,Hügel::N,bryn,丘陵
100,Anhöhe::N,bryn,山丘
101,Berg::N,mynydd,山
102,Gipfel::N,copa,峰
103,Höhle::N,ogof,洞穴
104,Abhang::N,llethr,斜坡
105,Quelle::N,tarddiad,泉
106,Quelle::N,ffynhonnell,泉
107,Bach::N,nant,溪
108,Bach::N,afonig,溪
109,Bach::N,cornant,溪
110,Fluss::N,afon,河流
111,Ufer::N,glan,岸
112,Küste::N,traeth,海岸
113,Küste::N,arfordir,海岸
114,Festland::N,tir,大陆
115,Meer::N,môr,海
116,Bucht::N,bae,海湾
117,Insel::N,ynys,岛
118,Blume::N,blodyn,花
119,Gras::N,glaswellt,草
120,Wurzel::N,gwreiddyn,根
121,Baum::N,coeden,树
122,Stamm::N,colfen,树干
123,Stamm::N,boncyff,树干
124,Rinde::N,rhisgl,树皮
125,Ast::N,cangen,树枝
126,Zweig::N,cainc,树枝
127,Zweig::N,cangen,树枝
128,Blatt::N,deilen,叶子
129,Birke::N,bedwen,桦木
130,Kiefer[Baum]::N,pinwydden,松树
131,Weide[Baum]::N,helygen,柳树
132,Tanne::N,ffynidwydden,冷杉
133,Horn::N,corn,角
134,Feder::N,plufyn,羽毛
135,Fell::N,ffwr,皮毛
136,Flügel::N,adain,翅膀
137,Klaue::N,crafanc,爪子
138,Kralle::N,ewin,爪子
139,Schwanz::N,cwt,尾巴
140,Schwanz::N,cynffon,尾巴
141,Ei::N,wy,蛋
142,Nest::N,nyth,巢
143,Bau::N,ffau,穴
144,Tier::N,anifail,动物
145,Herde::N,praidd,群
146,Herde::N,diadell,群
147,Kuh::N,buwch,母牛
148,Bulle::N,tarw,公牛
149,Pferd::N,ceffyl,马
150,Schaf::N,dafad,羊
151,Schwein::N,mochyn,猪
152,Hund::N,ci,狗
153,Katze::N,cath,猫
154,Bär::N,arth,熊
155,Eichhörnchen::N,gwiwer,松鼠
156,Elch::N,elc,麋鹿
157,Fuchs::N,cadno,狐狸
158,Hase::N,ysgyfarnog,兔子
159,Maus::N,llygoden,老鼠
160,Wolf::N,blaidd,狼
161,Vogel::N,aderyn,鸟
162,Schwarm::N,haid,群
163,Huhn::N,cyw,鸡
164,Hahn::N,ceiliog,公鸡
165,Gans::N,gŵydd,鹅
166,Adler::N,eryr,鹰
167,Ente::N,hwyad,鸭
168,Eule::N,tylluan,猫头鹰
169,Kranich::N,garan,鹤
170,Kranich::N,crychydd,鹤
171,Krähe::N,brân,乌鸦
172,Kuckuck::N,cog,布谷鸟
173,Kuckuck::N,cwcw,布谷鸟
174,Schwan::N,alarch,天鹅
175,Fisch::N,pysgod,鱼
176,Barsch::N,draenog,鲈鱼
177,Hecht::N,penhwyad,狗鱼
178,Schlange[Tier]::N,neidr,蛇
179,Wurm::N,abwydyn,蠕虫
180,Wurm::N,pryf genwair,蠕虫
181,Spinne::N,cor,蜘蛛
182,Spinne::N,pryf copyn,蜘蛛
183,Ameise::N,morgrugyn,蚂蚁
184,Laus::N,lleuen,虱子
185,Mücke::N,gwybedyn,蚊子
186,Fliege::N,cleren,苍蝇
187,Schmetterling::N,glöyn byw,蝴蝶
188,Schmetterling::N,iâr fach yr haf,蝴蝶
189,Beere::N,aeronen,将果
190,Apfel::N,afal,苹果
191,Pilz::N,madarch,蘑菇
192,Zwiebel::N,nionyn,洋葱
193,Zwiebel::N,winwnsyn,洋葱
194,Saat::N,had,种子
195,Korn::N,grawn,谷粒
196,Heu::N,gwair,干草
197,Schale::N,croen,壳
198,Schale::N,plisgyn,壳
199,Grube::N,pwll,坑
200,Grube::N,pydew,坑
201,Falle::N,magl,圈套
202,Schlinge::N,cwlwm rhedeg,活扣
203,Spur::N,ôl,踪迹
204,Asche::N,lludw,灰烬
205,Dreck::N,baw,污垢
206,Dreck::N,budreddi,污垢
207,Eisen::N,haearn,铁
208,Gold::N,aur,金子
209,Silber::N,arian,银
210,Kohle::N,glo,煤
211,Glas::N,gwydr,玻璃
212,Lehm::N,clai,粘土
213,Sand::N,tywod,沙
214,Mensch::N,dyn,人
215,Mann::N,dyn,男子
216,Frau::N,merch,妇女
217,Frau::N,gwraig,妇女
218,Kind::N,plentyn,小孩
219,Junge::N,hogyn,男孩
220,Junge::N,bachgen,男孩
221,Mädchen::N,merch,女孩
222,Mädchen::N,geneth,女孩
223,Familie::N,teulu,家庭
224,Familie::N,tylwyth,家庭
225,Großvater::N,taid,祖父
226,Großvater::N,tad-cu,祖父
227,Großmutter::N,nain,祖母
228,Großmutter::N,mam-gu,祖母
229,Eltern::N,rhieni,父母
230,Vater::N,tad,父亲
231,Mutter::N,mam,母亲
232,Sohn::N,mab,儿子
233,Tochter::N,merch,女儿
234,Bruder::N,brawd,兄弟
235,Schwester::N,chwaer,姐妹
236,Onkel::N,ewythr,伯父
237,Tante::N,modryb,阿姨
238,Ehemann::N,gŵr,丈夫
239,Ehefrau::N,gwraig,妻子
240,Freude::N,gorfoledd,愉快
241,Gelächter::N,chwerthin,大笑
242,Glück::N,hapusrwydd,运气
243,Kummer::N,galar,苦恼
244,Wunsch::N,dymuniad,愿望
245,Lust::N,chwant,乐趣
246,Geist::N,ysbryd,精神
247,Gedanke::N,meddwl,思想
248,Gedächtnis::N,cof,记性
249,Verstand::N,meddwl,理智
250,Sinn::N,ystyr,感觉
251,Grund::N,achos,理由
252,Grund::N,rheswm,理由
253,Wahrheit::N,gwir,真理
254,Wahrheit::N,gwirionedd,真理
255,Gespräch::N,sgwrs,谈话
256,Märchen::N,chwedl werin,童话
257,Erzählung::N,stori,故事
258,Nachricht::N,neges,消息
259,Neuigkeit::N,newydd,新闻
260,Name::N,enw,名字
261,Rätsel::N,pos,谜语
262,Rede::N,araith,讲话
263,Sprache::N,iaith,语言
264,Stimme::N,llais,声音
265,Wort::N,gair,词
266,Zeichen::N,arwydd,标记
267,Ruf::N,galwad,呼喊
268,Lärm::N,trwst,噪音
269,Laut::N,sain,响声
270,Ton::N,tôn,声音
271,Lied::N,cân,歌曲
272,Ruhe::N,tawelwch,安静
273,Leute::N,pobl,人们
274,Volk::N,pobl,人民
275,Arbeit::N,gwaith,劳动
276,Gast::N,gwestai,客人
277,Geschenk::N,rhodd,礼物
278,Geschenk::N,anrheg,礼物
279,Spiel::N,chwarae,游戏
280,Gesellschaft::N,cwmni,陪同
281,Hilfe::N,cymorth,帮助
282,Freund::N,cyfaill,朋友
283,Kamerad::N,cydymaith,同志
284,Angelegenheit::N,pwnc,事情
285,Anzahl::N,cyfrif,数目
286,Art::N,bath,种类
287,Stück::N,darn,块
288,Teil::N,rhan,部分
289,Hälfte::N,hanner,一半
290,Kreis::N,cylch,圆
291,Kreuz::N,croes,十字架
292,Linie::N,llinell,线条
293,Strich::N,strôc,划
294,Strich::N,trawiad,划
295,Abstand::N,bwlch,距离
296,Abstand::N,pellter,距离
297,Entfernung::N,pellter,距离
298,Gegend::N,cylch,地区
299,Platz::N,lle,场所
300,Ort::N,lle,地点
301,Seite::N,ochr,面
302,Mitte::N,canol,中间
303,Gegenstand::N,eitem,物品
304,Sache::N,peth,物
305,Rand::N,cwr,边
306,Rand::N,ymyl,边
307,Kante::N,min,棱
308,Kante::N,ymyl,棱
309,Ecke::N,cornel,角
310,Spitze::N,blaen,尖
311,Ende::N,pen,结尾
312,Loch::N,twll,洞
313,Winkel::N,congl,角度
314,Muster::N,patrwm,模型
315,Größe::N,maint,大小
316,Größe::N,maintioli,大小
317,Länge::N,hyd,长度
318,Höhe::N,uchder,高度
319,Gewicht::N,pwysau,重量
320,Menge::N,swm,数量
321,Menge::N,maint,数量
322,Haufen::N,pentwr,堆
323,Reihe::N,rhes,行
324,Boot::N,cwch,小船
325,Ruder::N,rhwyf,奖
326,Schlitten::N,sled,雪橇
327,Schlitten::N,car llusg,雪橇
328,Ski::N,sgi,雪板
329,Lagerfeuer::N,coelcerth,营火
330,Last::N,llwyth,负担
331,Gang::N,tro,行走
332,Schritt::N,cam,步伐
333,Norden::N,gogledd,北
334,Süden::N,de,南
335,Westen::N,gorllewin,西
336,Osten::N,dwyrain,东
337,Holz::N,pren,木材
338,Brett::N,bwrdd,木板
339,Brett::N,astell,木板
340,Platte::N,llech,平板
341,Stütze::N,ateg,支架
342,Stütze::N,cynhalydd,支架
343,Stange::N,polyn,杆
344,Stock::N,ffon,棒
345,Stock::N,brigyn,棒
346,Stab::N,ffon,棍
347,Rohr::N,pibell,管子
348,Haus::N,tŷ,房屋
349,Heim::N,cartref,家
350,Ofen::N,stof,炉子
351,Fußboden::N,llawr,地板
352,Tisch::N,bwrdd,桌子
353,Stuhl::N,cadair,椅子
354,Wiege::N,crud,摇蓝
355,Bett::N,gwely,床
356,Regal::N,silff,架子
357,Kiste::N,bocs,箱子
358,Kiste::N,blwch,箱子
359,Fenster::N,ffenestr,窗户
360,Tür::N,drws,门
361,Tor::N,porth,大门
362,Zaun::N,ffens,篱笆
363,Dach::N,to,屋顶
364,Leiter::N,ysgol,梯子
365,Besen::N,ysgub,扫帚
366,Spaten::N,rhaw,铁锹
367,Schaufel::N,rhaw,铁锹
368,Gabel::N,fforc,叉
369,Löffel::N,llwy,食匙
370,Messer::N,cyllell,刀
371,Nagel::N,hoel,钉子
372,Netz::N,gwe,网
373,Netz::N,rhwyd,网
374,Haken::N,bach,钩子
375,Griff::N,carn,把柄
376,Schloss::N,clo,锁
377,Bild::N,llun,图画
378,Bild::N,pictiwr,图画
379,Figur::N,ffigur,人像
380,Puppe::N,dol,娃娃
381,Beutel::N,cwd,袋子
382,Bündel::N,bwndel,捆
383,Bündel::N,coflaid,捆
384,Tasche::N,cod,手提包
385,Eimer::N,bwced,桶
386,Eimer::N,cunnog,桶
387,Deckel::N,caead,盖子
388,Geschirr::N,llestri,餐具
389,Sack::N,sach,袋子
390,Tasse::N,cwpan,杯子
391,Topf::N,pot,锅
392,Topf::N,crochan,锅
393,Kessel::N,tegell,水壶
394,Essen::N,pryd o fwyd,进餐
395,Nahrung::N,bwyd,食物
396,Speise::N,saig,菜肴
397,Fleisch::N,cig,肉
398,Getreide::N,ŷd,谷物
399,Getreide::N,llafur,谷物
400,Brei::N,uwd,粥
401,Brot::N,bara,面包
402,Scheibe::N,tafell,片
403,Fett::N,saim,脂肪
404,Fett::N,braster,脂肪
405,Butter::N,ymenyn,黄油
406,Öl::N,olew,油
407,Salz::N,halen,盐
408,Suppe::N,cawl,汤
409,Honig::N,mêl,蜂蜜
410,Milch::N,llaeth,奶
411,Milch::N,llefrith,奶
412,Tee::N,te,茶
413,Leder::N,lledr,皮革
414,Wolle::N,gwlân,毛线
415,Stoff::N,lliain,织物
416,Stoff::N,brethyn,织物
417,Nadel::N,nodwydd,针
418,Faden::N,edau,线
419,Faden::N,edefyn,线
420,Knopf::N,botwm,纽扣
421,Knoten::N,cwlwm,结
422,Farbe::N,paent,颜色
423,Kleidung::N,dillad,衣服
424,Kleidung::N,gwisgoedd,衣服
425,Hemd::N,crys,衬衫
426,Kragen::N,coler,领子
427,Ärmel::N,llawes,袖子
428,Hose::N,trowsus,裤子
429,Gürtel::N,gwregys,腰带
430,Mütze::N,cap,帽子
431,Schuh::N,esgid,鞋
432,Stiefel::N,botasen,靴子
433,Ring::N,modrwy,戒指
434,Band::N,rhuban,带子
435,Kamm::N,crib,梳子
436,Spiegel::N,drych,镜子
437,Riemen::N,strap,皮带
438,Schnur::N,llinyn,绳子
439,Leine::N,tennyn,皮带
440,Decke::N,blanced,被子
441,Decke::N,gwrthban,被子
442,Kissen::N,clustog,软垫
443,Kissen::N,gobennydd,软垫
444,Tuch::N,sgarff,巾
445,Handtuch::N,tywel,手巾
446,Handtuch::N,lliain sychu,手巾
447,Kraft::N,grym,力
448,Stärke::N,nerth,力量
449,Stärke::N,cryfder,力量
450,Gesundheit::N,iechyd,健康
451,Krankheit::N,afiechyd,病
452,Krankheit::N,anhwylder,病
453,Schmerz::N,poen,痛
454,Schmerz::N,gwayw,痛
455,Wunde::N,clwyf,伤口
456,Fieber::N,twymyn,发烧
457,Arznei::N,meddyginiaeth,药
458,Brücke::N,pont,桥
459,Brunnen::N,ffynnon,井
460,Weide::N,porfa,牧场
461,Pfad::N,llwybr,小路
462,Weg::N,ffordd,路
463,Straße::N,heol,街
464,Straße::N,ffordd,街
465,Dorf::N,pentref,村庄
466,Stadt::N,tref,城市
467,Brief::N,llythyr,信
468,Buch::N,llyfr,书
469,Buchstabe::N,llythyren,字母
470,Zeitung::N,papur newydd,报纸
471,Leben::N,bywyd,生命
472,Tod::N,marwolaeth,死亡
473,Grab::N,bedd,坟墓
474,Kirche::N,eglwys,教堂
475,Sünde::N,pechod,罪
476,Gott::N,duw,上帝
477,Arbeiter::N,gweithiwr,工人
478,Chef::N,pennaeth,上司
479,Meister::N,meistr,师傅
480,Arzt::N,meddyg,医生
481,Lehrer::N,athro,教师
482,Geld::N,pres,钱
483,Geld::N,arian,钱
484,Geschäft::N,busnes,交易
485,Laden::N,siop,商店
486,Preis::N,pris,价格
487,Ware::N,nwydd,商品
488,Nutzen::N,elw,好处
489,Nutzen::N,budd,好处
490,Reichtum::N,cyfoeth,财富
491,Welt::N,byd,世界
492,Land::N,gwlad,国家
493,Staat::N,gwladwriaeth,国家
494,König::N,brenin,国王
495,Macht::N,grym,权力
496,Macht::N,awdurdod,权力
497,Grenze::N,ffin,边界
498,Grenze::N,goror,边界
499,Krieg::N,rhyfel,战争
500,Feind::N,gelyn,敌人
501,Gewalt::N,ffyrnigrwydd,暴力
502,Kampf::N,brwydr,战斗
503,Bogen[Waffe]::N,bwa,弓
504,Pfeil::N,saeth,箭
505,Gewehr::N,dryll,枪
506,Fehler::N,gwall,错误
507,Fehler::N,camgymeriad,错误
508,Lüge::N,celwydd,谎话
509,Lüge::N,anwiredd,谎话
510,Schaden::N,niwed,损失
511,Schaden::N,difrod,损失
512,Unglück::N,anffawd,不幸
513,Schuld::N,bai,过错
514,Alter::N,oed,年龄
515,Schluss::N,diwedd,结束
516,Zeit::N,amser,时间
517,Tag::N,dydd,天
518,Tag::N,diwrnod,天
519,Morgen::N,bore,早晨
520,Mittag::N,nawn,中午
521,Abend::N,noswaith,晚上
522,Nacht::N,nos,夜
523,Woche::N,wythnos,星期
524,Monat::N,mis,月
525,Jahr::N,blwyddyn,年
526,Frühling::N,gwanwyn,春天
527,Sommer::N,haf,夏天
528,Herbst::N,hydref,秋天
529,Winter::N,gaeaf,冬天
530,Januar::N,Ionawr,一月
531,Februar::N,Chwefror,二月
532,März::N,Mawrth,三月
533,April::N,Ebrill,四月
534,Mai::N,Mai,五月
535,Juni::N,Mehefin,六月
536,Juli::N,Gorffennaf,七月
537,August::N,Awst,八月
538,September::N,Medi,九月
539,Oktober::N,Hydref,十月
540,November::N,Tachwedd,十一月
541,Dezember::N,Rhagfyr,十二月
542,Montag::N,dydd Llun,星期一
543,Dienstag::N,dydd Mawrth,星期二
544,Mittwoch::N,dydd Mercher,星期三
545,Donnerstag::N,dydd Iau,星期四
546,Freitag::N,dydd Gwener,星期五
547,Samstag::N,dydd Sadwrn,星期六
548,Sonntag::N,dydd Sul,星期日
549,groß::A,mawr,大
550,klein::A,bach,小
551,lang::A,hir,长
552,kurz::A,byr,短
553,kurz::A,cwta,短
554,breit::A,llydan,宽
555,schmal::A,cul,细长的
556,dicht::A,dwys,密
557,dick[Gegenstand]::A,trwchus,厚
558,dünn::A,tenau,薄
559,fein::A,main,细小
560,fest::A,cadarn,固体
561,flach::A,gwastad,平坦
562,glatt::A,llyfn,光滑
563,hart::A,caled,硬
564,weich::A,meddal,软
565,rund::A,crwn,圆
566,spitz::A,pigfain,尖
567,scharf::A,miniog,锋利
568,stumpf::A,pŵl,钝
569,schwer::A,trwm,重
570,schön::A,teg,美丽
571,schön::A,hardd,美丽
572,schön::A,prydferth,美丽
573,heiß::A,poeth,烫
574,warm::A,twym,暖和
575,warm::A,cynnes,暖和
576,kalt::A,oer,冷
577,kühl::A,oeraidd,凉
578,frisch::A,iach,新鲜
579,feucht::A,llaith,潮湿
580,nass::A,gwlyb,湿
581,trocken::A,sych,干
582,voll::A,llawn,满
583,leer::A,gwag,空
584,offen::A,agored,敞开
585,geschlossen::A,caead,关闭
586,geschlossen::A,caeëdig,关闭
587,sauber::A,glân,干净
588,schmutzig::A,budr,肮脏
589,schmutzig::A,brwnt,肮脏
590,roh::A,amrwd,生
591,reif::A,aeddfed,成熟
592,lecker::A,blasus,好吃
593,lecker::A,danteithiol,好吃
594,süß::A,melys,甜
595,bitter::A,chwerw,苦
596,sauer::A,sur,酸
597,hell::A,disglair,亮
598,dunkel::A,tywyll,阴暗
599,schwarz::A,du,黑
600,weiß::A,gwyn,白
601,rot::A,coch,红
602,gelb::A,melyn,黄
603,blau::A,glas,蓝
604,grün::A,gwyrdd,绿
605,grau::A,llwyd,灰色
606,bunt::A,lliwgar,五彩
607,billig::A,rhad,便宜
608,teuer::A,drud,贵
609,wertvoll::A,gwerthfawr,贵重
610,blind::A,dall,瞎
611,taub::A,byddar,聋
612,kräftig::A,nerthol,强壮
613,kräftig::A,grymus,强壮
614,stark::A,cryf,强壮
615,stark::A,cadarn,强壮
616,schwach::A,gwan,弱
617,fett::A,tew,胖
618,schlank::A,main,苗条
619,hübsch::A,tlws,漂亮
620,böse::A,drwg,邪恶
621,dumm::A,twp,笨
622,faul::A,diog,懒惰
623,fleißig::A,dyfal,勤奋
624,geizig::A,crintach,吝啬
625,geizig::A,cybyddlyd,吝啬
626,klug::A,deallus,聪明
627,geschickt::A,medrus,灵巧
628,geschickt::A,deheuig,灵巧
629,lieb::A,hoff,可爱
630,lieb::A,annwyl,可爱
631,lustig::A,llon,快乐
632,sanft::A,mwyn,柔和
633,hungrig::A,newynog,饥饿
634,krank::A,sâl,患病
635,krank::A,gwael,患病
636,nackt::A,noeth,裸体
637,traurig::A,trist,悲哀
638,lebendig::A,yn fyw,活
639,gut::A,da,好
640,schlecht::A,drwg,坏
641,schlecht::A,gwael,坏
642,richtig::A,cywir,正确
643,schlimm::A,enbyd,糟糕
644,wahr::A,gwir,真
645,alt::A,hen,旧
646,neu::A,newydd,新
647,ehemalig::A,blaenorol,以前
648,alt[Lebewesen]::A,oedrannus,老
649,jung::A,ifanc,年轻
650,arm::A,tlawd,贫穷
651,reich::A,cyfoethog,富裕
652,bekannt::A,cynefin,出名
653,bekannt::A,cyfarwydd,出名
654,berühmt::A,enwog,著名
655,fremd::A,estron,陌生
656,verschieden::A,gwahanol,不同
657,nah::A,agos,近
658,fern::A,pell,遥远
659,linker::A,aswy,左
660,linker::A,chwith,左
661,rechter::A,de,右
662,rechter::A,deau,右
663,anderer::A,arall,别的
664,erster::A,cyntaf,第一
665,zweiter::A,ail,第二
666,dritter::A,trydydd,第三
667,letzter::A,olaf,最后
668,allein::ADV,unig,单独
669,allein::ADV,ar ei ben ei hun,单独
670,auf einmal::ADV,ar yr un pryd,同时
671,zusammen::ADV,ynghyd,一起
672,zusammen::ADV,gyda'i gilydd,一起
673,lange::ADV,amser hir,许久
674,plötzlich::ADV,yn sydyn,忽然
675,sofort::ADV,ar unwaith,立刻
676,später::ADV,yn ddiweddarach,以后
677,jetzt::ADV,yn awr,现在
678,heute::ADV,heddiw,今天
679,morgen::ADV,yfory,明天
680,bald::ADV,yn fuan,即将
681,bald::ADV,gyda hyn,即将
682,dann::ADV,yna,然后
683,dann::ADV,y pryd hwnnw,然后
684,gestern::ADV,ddoe,昨天
685,einst::ADV,gynt,曾经
686,damals::ADV,ar y pryd,当时
687,damals::ADV,bryd hynny,当时
688,danach::ADV,wedyn,随后
689,vorher::ADV,o'r blaen,事先
690,zuerst::ADV,yn gyntaf,首先
691,einmal::ADV,unwaith,一次
692,manchmal::ADV,weithiau,有时
693,manchmal::ADV,ar brydiau,有时
694,oft::ADV,yn aml,时常
695,oft::ADV,yn fynych,时常
696,immer::ADV,bob amser,总是
697,niemals::ADV,ni ... byth,从未
698,niemals::ADV,ni ... erioed,从未
699,hier::ADV,yma,这里
700,hierhin::ADV,hyd yma,到这里
701,von hier::ADV,oddi yma,由此
702,dort::ADV,acw,那里
703,dorthin::ADV,tuag yno,到那里
704,geradeaus::ADV,syth ymlaen,一直往前
705,vorwärts::ADV,ymlaen,向前
706,rückwärts::ADV,yn ôl,向后
707,zurück::ADV,yn ôl,退后
708,unten::ADV,isod,下面
709,unten::ADV,oddi tanodd,下面
710,hinab::ADV,i lawr,向下
711,hinab::ADV,i waered,向下
712,oben::ADV,fry,上面
713,hinauf::ADV,i fyny,向上
714,hinauf::ADV,i'r lan,向上
715,überall::ADV,ym mhobman,到处
716,nicht::ADV,ni,不
717,nicht::ADV,nid,不
718,ein wenig::ADV,tipyn,一点儿
719,ein wenig::ADV,ychydig,一点儿
720,kaum::ADV,prin,几乎不
721,sehr::ADV,iawn,很
722,so::ADV,fel,如此
723,so::ADV,felly,如此
724,noch::ADV,eto,还
725,nur::ADV,yn unig,只
726,schon::ADV,eisoes,已经
727,schon::ADV,yn barod,已经
728,wieder::ADV,drachefn,又
729,vergebens::ADV,yn ofer,
730,vor::PRP,o flaen,在...面前
731,hinter::PRP,ar ôl,在...背后
732,unter::PRP,islaw,在...下面
733,durch::PRP,trwy,穿过
734,neben::PRP,ar bwys,在...旁
735,zwischen::PRP,rhwng,在...之间
736,zwischen::PRP,cydrhwng,在...之间
737,wegen::PRP,o achos,由于
738,wegen::PRP,oherwydd,由于
739,dies::PRN,hyn,这
740,das::PRN,hynny,那
741,alles::PRN,popeth,一切
742,ich::PRN,fi,我
743,du::PRN,ti,你
744,er::PRN,fe,他
745,wir::PRN,ni,我们
746,ihr::PRN,chi,你们
747,sie::PRN,hwy,她
748,was::FPRN,pa beth,什么
749,wer::FPRN,pwy,谁
750,wo::FADV,ble,哪里
751,wo::FADV,ym mha le,哪里
752,wohin::FADV,i ble,去哪里
753,wohin::FADV,i ba le,去哪里
754,wie::FADV,sut,怎么
755,warum::FADV,pam,为什么
756,wieviel::FNUM,faint,多少
757,eins::NUM,un,一
758,zwei::NUM,dau,二
759,drei::NUM,tri,三
760,vier::NUM,pedwar,四
761,fünf::NUM,pump,五
762,sechs::NUM,chwech,六
763,sieben::NUM,saith,七
764,acht::NUM,wyth,八
765,neun::NUM,naw,九
766,zehn::NUM,deg,十
767,elf::NUM,un ar ddeg,十一
768,zwölf::NUM,deuddeg,十二
769,zwölf::NUM,un deg dau,十二
770,zwanzig::NUM,ugain,二十
771,dreißig::NUM,tri deg,三十
772,dreißig::NUM,deg ar hugain,三十
773,vierzig::NUM,deugain,四十
774,fünfzig::NUM,hanner cant,五十
775,sechzig::NUM,chwe deg,六十
776,siebzig::NUM,saith deg,七十
777,siebzig::NUM,deg a thrigain,七十
778,achtzig::NUM,wyth deg,八十
779,achtzig::NUM,pedar ugain,八十
780,neunzig::NUM,naw deg,九十
781,neunzig::NUM,deg a phedwar ugain,九十
782,hundert::NUM,cant,百
783,tausend::NUM,mil,千
784,und::CNJ,a,和
785,oder::CNJ,neu,或者
786,stehen::V,sefyll,站
787,sitzen::V,eistedd,坐
788,liegen::V,gorwedd,躺着
789,hängen::V,hongian,挂着
790,werden::V,dod yn,成为
791,werden::V,mynd yn,成为
792,passieren::V,digwydd,发生
793,beginnen::V,cychwyn,开始
794,enden::V,gorffen,终止
795,wechseln::V,newid,变迁
796,aufgehen[Sonne]::V,codi,升起
797,untergehen[Sonne]::V,machlud,下落
798,scheinen[Sonne]::V,tywynnu,照射
799,donnern::V,taranu,打雷
800,wehen::V,chwythu,飘扬
801,strömen::V,ffrydio,流
802,fließen::V,llifo,流动
803,sich drehen::V,troi,转动
804,sich drehen::V,cylchdroi,转动
805,schwanken::V,siglo,摇摆
806,schwingen::V,siglo,摇
807,fallen::V,cwympo,坠落
808,brennen::V,llosgi,燃烧
809,rauchen::V,mygu,冒烟
810,regnen::V,glawio,下雨
811,gefrieren::V,rhewi,结冰
812,tauen::V,toddi,融化
813,tauen::V,meirioli,融化
814,schmelzen::V,toddi,溶化
815,trocknen::V,sychu,变干
816,sieden::V,berwi,煮
817,faulen::V,pydru,腐烂
818,faulen::V,braenu,腐烂
819,verfaulen::V,pydru,腐烂
820,verfaulen::V,dadfeilio,腐烂
821,reißen::V,clecian,撕
822,reißen::V,torri'n glats,撕
823,versinken::V,suddo,下沉
824,vergehen::V,myned heibio,流逝
825,vergehen::V,pasio,流逝
826,erscheinen::V,ymddangos,出现
827,verschwinden::V,diflannu,消失
828,sinken::V,syrthio,下降
