,Concept_ID,lbe,la
333,Gewicht::N,дуццин,pondus
334,Gewicht::N,кӏушиву,pondus
335,Haufen::N,бакӏу,acervus
336,Reihe::N,кьюкьа,ordo
337,Boot::N,луткка,navicula
338,Ruder::N,весло,remus
339,Ruder::N,чӏатӏа,remus
340,Schlitten::N,чана,sclodia
341,Schlitten::N,санкка,sclodia
342,Ski::N,лижарду,narta
343,Lagerfeuer::N,къавтӏн,ignis
344,Last::N,гьиву,onus
345,Gang::N,нанаву,cursus
346,Schritt::N,ша,gradus
347,Norden::N,ухссав,septentriones
348,Norden::N,ухссавнил чулухалу,septentriones
349,Süden::N,кьилва,meridies
350,Westen::N,баргълагавал,occidens
351,Westen::N,баргълагавал чул,occidens
352,Osten::N,баргъбуккай чулухалу,oriens
353,Holz::N,тӏама,lignum
354,Brett::N,тахта,tabula
355,Platte::N,гъуни,lamina
356,Stütze::N,гьалакӏу,adminiculum
357,Stange::N,къазихъ,pertica
358,Stock::N,ттархь,baculum
359,Stab::N,ччантӏакъу,scipio
360,Rohr::N,бургъу,tubus
361,Haus::N,къатта,aedes
362,Heim::N,къатта,domicilium
363,Ofen::N,пач,fornax
364,Fußboden::N,чӏанкъатта,solum
365,Tisch::N,усттул,mensa
366,Stuhl::N,кӏану,sella
367,Wiege::N,оьрчӏал кӏану,cunae
368,Bett::N,тах,lectus
369,Regal::N,чӏаму,foruli
370,Kiste::N,яшикӏ,cista
371,Kiste::N,къурши,cista
372,Fenster::N,чӏавахьулу,fenestra
373,Tür::N,нуз,ianua
374,Tür::N,нузкьун,ianua
375,Tor::N,къапу,porta
376,Tor::N,дарваза,porta
377,Zaun::N,дайгьузанну,saepes
378,Dach::N,магъи,tectum
379,Dach::N,цӏиялу,tectum
380,Leiter::N,чуртту,scalae
381,Besen::N,чӏатлу,scopae
382,Spaten::N,бил,pala
383,Schaufel::N,чӏатӏа,pala
384,Gabel::N,гьиссилу,fuscinula
385,Löffel::N,къуса,coclear
386,Messer::N,чӏила,culter
387,Nagel::N,мяр,clavus
388,Netz::N,къери,rete
389,Haken::N,къича,hamus
390,Griff::N,куяму,manubrium
391,Schloss::N,кьункьула,claustra
392,Bild::N,сурат,tabula
393,Bild::N,сурат,pictura
394,Puppe::N,ссихьу,pupa
395,Beutel::N,чантай,sacculus
396,Bündel::N,гьи,fascis
397,Bündel::N,къар,fascis
398,Eimer::N,бадра,situla
399,Deckel::N,къапаза,operculum
400,Geschirr::N,пюрунчӏул,vasa
401,Geschirr::N,тӏахӏникӏичӏу,vasa
402,Sack::N,къап,saccus
403,Sack::N,дарваг,saccus
404,Tasse::N,пижан,pocillum
405,Tasse::N,пинжан,pocillum
406,Tasse::N,инкираччатӏи,pocillum
407,Tasse::N,цинцилттал бушкъап,pocillum
408,Topf::N,кӏункӏур,olla
409,Kessel::N,чаг,aenum
410,Kessel::N,кӏункӏур,aenum
411,Essen::N,дукия,cena
412,Essen::N,дукин,cena
413,Nahrung::N,дукра,cibus
414,Nahrung::N,дукра,alimenta
415,Speise::N,дукра,cibus
416,Fleisch::N,дикӏ,caro
417,Getreide::N,къама,frumentum
418,Brei::N,ккурч,puls
419,Brot::N,ччатӏ,panis
420,Scheibe::N,парча,frustum
421,Fett::N,аьгъушиву,pingue
422,Butter::N,нагь,butȳrum
423,Butter::N,лагаву,butȳrum
424,Salz::N,цӏву,sal
425,Suppe::N,накь,ius
426,Honig::N,ницӏ,mel
427,Milch::N,накӏ,lac
428,Tee::N,чяй,thea
429,Leder::N,бурчу,corium
430,Wolle::N,ппал,lana
431,Stoff::N,янна,textum
432,Nadel::N,ххалаххи,acus
433,Faden::N,ххал,filum
434,Knopf::N,банд,bulla
435,Knoten::N,къурхъ,nodus
436,Farbe::N,сир,pigmentum
437,Kleidung::N,янна,vestimenta
438,Kleidung::N,лаххия,vestimenta
439,Hemd::N,гьухъа,tunica
440,Kragen::N,дарвач,collare
441,Ärmel::N,кахха,manica
442,Hose::N,хӏажак,bracae
443,Gürtel::N,мухӏлу,cingulum
444,Mütze::N,кьяпа,pilleus
445,Stiefel::N,чакма,pero
446,Stiefel::N,чакма,caliga
447,Ring::N,кӏисса,anulus
448,Band::N,линт,redimiculum
449,Kamm::N,ттарал,pecten
450,Spiegel::N,дагьани,speculum
451,Riemen::N,эн,lorum
452,Schnur::N,хьхьа,linum
453,Decke::N,виргъан,lodix
454,Kissen::N,кӏаралу,pulvinus
455,Tuch::N,карщи,velum
456,Handtuch::N,калихьу,mantele
457,Handtuch::N,лажинлихьу,mantele
458,Kraft::N,эллаж,vis
459,Stärke::N,гуж,robur
460,Gesundheit::N,цӏуллу-сагъшиву,valetudo
461,Krankheit::N,къашайшиву,morbus
462,Schmerz::N,къюву,dolor
463,Wunde::N,щаву,vulnus
464,Fieber::N,кӏиришиву,febris
465,Arznei::N,дару,remedium
466,Brücke::N,ламу,pons
467,Brunnen::N,къуй,puteus
468,Weide::N,бизантту,pascua
469,Pfad::N,жегъир ххуллу,semita
470,Weg::N,ххуллу,iter
471,Straße::N,ххуллу,via
472,Dorf::N,щар,vicus
473,Dorf::N,шяравалу,vicus
474,Stadt::N,шагьру,urbs
475,Stadt::N,шагьру,oppidum
476,Brief::N,чагъар,epistula
477,Buch::N,лу,liber
478,Buchstabe::N,хӏарп,littera
479,Zeitung::N,кказит,diurnum
480,Leben::N,оьрму,vita
481,Tod::N,ажал,mors
482,Tod::N,бивкӏу,mors
483,Tod::N,ивчӏаву,mors
484,Grab::N,гьав,sepulcrum
485,Kirche::N,килиса,ecclesia
486,Sünde::N,бунагъ,peccatum
487,Gott::N,зал,deus
488,Arbeiter::N,зузала,operarius
489,Chef::N,ялувма,praefectus
490,Meister::N,усттар,magister
491,Arzt::N,хӏакин,medicus
492,Lehrer::N,учитель,magister
493,Geld::N,арцу,aes
494,Geld::N,арцу,pecunia
495,Geschäft::N,даву,negotium
496,Laden::N,ттучан,taberna
497,Preis::N,багъа,pretium
498,Ware::N,хъус,merx
499,Nutzen::N,хайр,utilitas
500,Nutzen::N,мюнпат,utilitas
501,Reichtum::N,давлат,opes
502,Reichtum::N,давлат,divitiae
503,Reichtum::N,аваданшиву,opes
504,Reichtum::N,аваданшиву,divitiae
505,Welt::N,дуниял,mundus
506,Land::N,билаят,terra
507,Staat::N,паччахӏлугъ,res publica
508,Macht::N,власть,potestas
509,Grenze::N,дазу,limes
510,Krieg::N,дяъви,bellum
511,Feind::N,душман,inimicus
512,Gewalt::N,къия,vis
513,Kampf::N,лачӏуи уккаву,pugna
514,Bogen[Waffe]::N,ккуртта,arcus
515,Pfeil::N,чӏатӏаракӏ,sagitta
516,Gewehr::N,ттупанг,sclopetum
517,Fehler::N,гъалатӏ,error
518,Lüge::N,щялмахъ,mendacium
519,Schaden::N,зарал,damnum
520,Schaden::N,зарал,detrimentum
521,Unglück::N,бала,miseria
522,Unglück::N,бала,calamitas
523,Schuld::N,тахсир,culpa
524,Alter::N,оьрму,aetas
525,Schluss::N,ахир,finis
526,Zeit::N,чӏун,tempus
527,Tag::N,кьини,dies
528,Morgen::N,кӏюрх,mane
529,Mittag::N,ахттайн,meridies
530,Mittag::N,дяахттайн,meridies
531,Mittag::N,ахттайн чӏун,meridies
532,Abend::N,маркӏачӏан,vesper
533,Nacht::N,хьхьу,nox
534,Woche::N,нюжмар,septimana
535,Monat::N,барз,mensis
536,Jahr::N,шин,annus
537,Frühling::N,инт,ver
538,Sommer::N,гъи,aestas
539,Herbst::N,ссут,autumnus
540,Winter::N,кӏи,hiems
541,Januar::N,цалчинмур барз,Ianuarius
542,Februar::N,кӏилчинмур барз,Februarius
543,März::N,шамилчинмур барз,Martius
544,April::N,апрель,Aprilis
545,April::N,мукьилчинмур барз,Aprilis
546,Mai::N,май,Maius
547,Mai::N,ххюлчинмур барз,Maius
548,Juni::N,июнь,Iunius
549,Juni::N,ряххилчинмур барз,Iunius
550,Juli::N,июль,Iulius
551,Juli::N,Арулчинмур барз,Iulius
552,August::N,мяйлчинмур барз,Augustus
553,September::N,урчӏилчинмур барз,September
554,Oktober::N,ацӏилчинмур барз,Octobris
555,November::N,ацӏния цалчинмур барз,Novembris
556,Dezember::N,ацӏния кӏилчинмур барз,December
557,Montag::N,итин,dies lunae
558,Montag::N,итин кьини,dies lunae
559,Dienstag::N,тталат,dies Martis 
560,Dienstag::N,тталат кьини,dies Martis 
561,Mittwoch::N,арвахӏ,dies Mercurii
562,Donnerstag::N,хамис,dies Iovis
563,Freitag::N,нюжмар,dies Veneris
564,Freitag::N,нюжмар кьини,dies Veneris
565,Samstag::N,ххуллун,dies Saturni
566,Samstag::N,ххуллун кьини,dies Saturni
567,Sonntag::N,алхӏат,dominicus
568,Sonntag::N,алхӏат,dies solis
569,Sonntag::N,алхӏат кьини,dominicus
570,Sonntag::N,алхӏат кьини,dies solis
571,groß::A,бугъарасса,magnus
572,klein::A,чӏивисса,parvus
573,lang::A,лахъисса,longus
574,kurz::A,кутӏасса,brevis
575,breit::A,уттасса,latus
576,schmal::A,уттакӏюласса,angustus
577,dicht::A,ццунсса,densus
578,dick[Gegenstand]::A,ганзсса,crassus
579,dünn::A,кӏюласса,tenuis
580,fest::A,цӏакьсса,solidus
581,fest::A,цӏакьсса,stabilis
582,fest::A,кьянкьасса,solidus
583,fest::A,кьянкьасса,stabilis
584,flach::A,баягъисса,planus
585,flach::A,цӏубакъасса,planus
586,flach::A,куртӏ дакъасса,planus
587,glatt::A,дюрчӏусса,levis
588,hart::A,кьянкьасса,durus
589,weich::A,кӏукӏлусса,mollis
590,rund::A,ккурккисса,rotundus
591,spitz::A,ярксса,acutus
592,spitz::A,дайлсса,acutus
593,spitz::A,мицӏ бусса,acutus
594,scharf::A,ярксса,acer
595,scharf::A,дайлсса,acer
596,scharf::A,мицӏ бусса,acer
597,stumpf::A,къуркъасса,hebes
598,schwer::A,кӏусса,gravis
599,schön::A,аьнтӏикӏасса,pulcher
600,schön::A,аьнтӏикӏасса,formosus
601,heiß::A,кӏирисса,fervidus
602,warm::A,гъелисса,calidus
603,kalt::A,дяркъусса,frigidus
604,kühl::A,дюхлулсса,frigidus
605,frisch::A,цӏусса,recens
606,feucht::A,атилсса,umidus
607,feucht::A,хъавтусса,umidus
608,nass::A,атилсса,madidus
609,nass::A,хъавтусса,madidus
610,trocken::A,кьавкьсса,aridus
611,trocken::A,кьакьан бувсса,aridus
612,voll::A,бувцӏусса,plenus
613,leer::A,бачӏвасса,vacuus
614,offen::A,тӏивтӏусса,apertus
615,geschlossen::A,лавкьусса,clausus
616,sauber::A,марцӏсса,lautus
617,schmutzig::A,чапалсса,sordidus
618,roh::A,шакъавхьсса,crudus
619,reif::A,дирсса,maturus
620,lecker::A,нахӏусса,delicatus
621,lecker::A,тӏааьнсса,delicatus
622,süß::A,нацӏусса,dulcis
623,bitter::A,кьурчӏисса,amarus
624,bitter::A,кьурчӏисса,acerbus
625,sauer::A,туршсса,acidus
626,hell::A,чаннасса,clarus
627,dunkel::A,цӏансса,obscurus
628,schwarz::A,лухӏисса,niger
629,weiß::A,кӏяласса,albus
630,rot::A,ятӏулсса,ruber
631,gelb::A,хъахъисса,flavus
632,blau::A,някӏсса,caeruleus
633,grün::A,щюлисса,viridis
634,grau::A,оьрусса,canus
635,bunt::A,оьрчӏикӏурисса,varius
636,billig::A,кьювкьусса,vilis
637,teuer::A,ххирасса,carus
638,wertvoll::A,багьасса,pretiosus
639,blind::A,мурчӏисса,caecus
640,taub::A,къюкӏсса,surdus
641,kräftig::A,гужсса,robustus
642,stark::A,кьянкьасса,firmus
643,stark::A,кьянкьасса,validus
644,schwach::A,заэвсса,debilis
645,schwach::A,заэвсса,infirmus
646,fett::A,бучсса,crassus
647,schlank::A,бювхъусса,procerus
648,hübsch::A,янусса,pulcher
649,böse::A,оьсса,improbus
650,dumm::A,ахӏмакьсса,stultus
651,dumm::A,ахӏмакьсса,stupidus
652,faul::A,танмалсса,piger
653,faul::A,курчӏилсса,piger
654,fleißig::A,хӏарачат бусса,sedulus
655,geizig::A,янттарцӏансса,avarus
656,klug::A,аькьлу бусса,prudens
657,geschickt::A,паргалсса,sollers
658,lieb::A,аьзизсса,carus
659,lustig::A,тяхъасса,iocosus
660,sanft::A,иминсса,clemens
661,hungrig::A,ккашилсса,impastus
662,krank::A,къашавайсса,aeger
663,nackt::A,кӏачӏасса,nudus
664,traurig::A,пашмансса,maestus
665,lebendig::A,уттавасса,vivus
666,gut::A,ххуйсса,bonus
667,schlecht::A,оьккисса,malus
668,richtig::A,саргъунсса,rectus
669,schlimm::A,оьккисса,malus
670,wahr::A,хӏакьсса,verus
671,alt::A,кугьнасса,antiquus
672,neu::A,цӏусса,novus
673,ehemalig::A,хъхъичӏвасса,pristinus
674,alt[Lebewesen]::A,агьилсса,vetus
675,jung::A,чӏавасса,iuvenis
676,jung::A,жагьилсса,iuvenis
677,arm::A,мискинсса,pauper
678,reich::A,авадансса,dives
679,bekannt::A,дусъсса,notus
680,berühmt::A,машгьурсса,celeber
681,berühmt::A,машгьурсса,illustris
682,fremd::A,чил,peregrinus
683,verschieden::A,личӏи-личӏисса,varius
684,nah::A,гъансса,propinquus
685,fern::A,архсса,longinquus
686,linker::A,кияхсса,sinister
687,linker::A,кюччахсса,sinister
688,rechter::A,урчӏахсса,dexter
689,anderer::A,цамур,alius
690,erster::A,цалчинмур,primus
691,erster::A,цалчиннсса,primus
692,zweiter::A,кӏилчиимур,secundus
693,dritter::A,шамулчинмур,tertius
694,letzter::A,махъва-махъмур,ultimus
695,allein::ADV,ялгъузну,solum
696,zusammen::ADV,цачӏу,una
697,zusammen::ADV,архӏал,una
698,lange::ADV,батӏи къабуклай,diu
699,lange::ADV,хъунмасса хӏаллай,diu
700,plötzlich::ADV,цакуну,subito
701,plötzlich::ADV,цакуну,repente
702,sofort::ADV,мугьлат бакъа,statim
703,später::ADV,махъ,postea
704,jetzt::ADV,утти,nunc
705,jetzt::ADV,цӏана,nunc
706,heute::ADV,хӏакьину,hodie
707,morgen::ADV,гьуит,cras
708,morgen::ADV,гьунттий,cras
709,dann::ADV,яла,deinde
710,gestern::ADV,лахьхьу,heri
711,damals::ADV,та чӏумал,tum
712,danach::ADV,яла,postea
713,vorher::ADV,хьхьнчӏ,antea
714,vorher::ADV,хьхьичӏва,antea
715,zuerst::ADV,бакӏрай,primo
716,zuerst::ADV,цӏу бутӏуй,primo
717,einmal::ADV,цал,semel
718,manchmal::ADV,ваксса-таксса,interdum
719,oft::ADV,чӏявуну,saepe
720,immer::ADV,мудан,semper
721,immer::ADV,даиман,semper
722,niemals::ADV,тачӏав,numquam
723,hier::ADV,шикку,hic
724,hierhin::ADV,шиккун,huc
725,von hier::ADV,шичча,hinc
726,dort::ADV,гикку,ibi
727,dorthin::ADV,тиккун,eo
728,geradeaus::ADV,тӏайланм,recte
729,vorwärts::ADV,хьхьичӏунмай,porro
730,rückwärts::ADV,махъа-хьхьичӏунмай,retro
731,zurück::ADV,махъунмай,retro
732,unten::ADV,лув,infra
733,hinab::ADV,бакӏ-ялавай,pessum
734,hinab::ADV,бакӏъялавай,pessum
735,oben::ADV,ялув,supra
736,hinauf::ADV,лавай,sursum
737,überall::ADV,гьариий,ubique
738,überall::ADV,хьу-хьуний,ubique
739,überall::ADV,гьарца кӏанай,ubique
740,nicht::ADV,къа-,non
741,ein wenig::ADV,чанни,paulum
742,ein wenig::ADV,ца чансса,paulum
743,kaum::ADV,дахьа,vix
744,kaum::ADV,дахьа,aegre
745,sehr::ADV,оьну,valde
746,sehr::ADV,оьну,magnopere
747,sehr::ADV,гужну,valde
748,sehr::ADV,гужну,magnopere
