,Concept_ID,av,pl
78,Schatten::N,рагӏад,cień
79,Wetter::N,гьава-бакъ,pogoda
80,Nebel::N,гӏодобнакӏкӏ,mgła
81,Wolke::N,накӏкӏ,obłok
82,Wolke::N,накӏкӏ,chmura
83,Regen::N,цӏад,deszcz
84,Schnee::N,гӏазу,śnieg
85,Eis::N,цӏер,lód
86,Frost::N,замгьари,mróz
87,Kälte::N,квач,chłód
88,Hitze::N,багӏари,gorąco
89,Raureif::N,мартӏ,szron
90,Regenbogen::N,нур,tęcza
91,Regenbogen::N,чамбара,tęcza
92,Donner::N,гъугъай,grzmot
93,Donner::N,гъугъади,grzmot
94,Strömung::N,чвахи,nurt
95,Tropfen::N,резел,kropla
96,Tropfen::N,тӏинкӏ,kropla
97,Tropfen::N,къатӏра,kropla
98,Tropfen::N,тӏенкӏел,kropla
99,Schaum::N,полоп,piana
100,Schmutz::N,чороклъи,brud
101,See::N,хӏор,jezioro
102,Sumpf::N,хьуцӏ,bagno
103,Wiese::N,мегъ,łąka
104,Wiese::N,гӏурдаллъи,łąka
105,Wald::N,рохь,las
106,Hügel::N,гохӏ,pagórek
107,Anhöhe::N,сийитма,wzgórze
108,Berg::N,мегӏер,góra
109,Gipfel::N,тӏогь,szczyt
110,Gipfel::N,тӏогь,wierzchołek
111,Höhle::N,нохъо,pieczara
112,Abhang::N,лабаллъи,stok
113,Abhang::N,лабаллъи,zbocze
114,Quelle::N,ицц,zdrój
115,Quelle::N,ицц,źródło
116,Bach::N,лъар,potok
117,Bach::N,лъар,strumień
118,Fluss::N,гӏор,rzeka
119,Ufer::N,рагӏал,brzeg
120,Küste::N,рагӏал,wybrzeże
121,Festland::N,ракь,ląd
122,Festland::N,ракъдаллъи,ląd
123,Meer::N,ралъад,morze
124,Bucht::N,кӏветӏ,zatoka
125,Insel::N,чӏинкӏиллъи,wyspa
126,Blume::N,тӏегь,kwiat
127,Gras::N,хер,trawa
128,Wurzel::N,кьибил,korzeń
129,Baum::N,гъветӏ,drzewo
130,Stamm::N,рохти,pień
131,Rinde::N,макъар,kora
132,Ast::N,ноцӏ,gałąź
133,Zweig::N,гӏаркьел,gałąź
134,Blatt::N,тӏамах,liść
135,Birke::N,мах,brzoza
136,Birke::N,махигъветӏ,brzoza
137,Kiefer[Baum]::N,накӏкӏигъветӏ,sosna
138,Weide[Baum]::N,рицӏцӏ,wierzba
139,Weide[Baum]::N,рицӏцӏигъветӏ,wierzba
140,Tanne::N,ёлка,jodła
141,Horn::N,лълъар,róg
142,Feder::N,хӏули,pióro
143,Fell::N,тӏом,futro
144,Fell::N,цӏоко,futro
145,Flügel::N,кваркьи,skrzydło
146,Klaue::N,галъ,szpon
147,Kralle::N,квачӏ,pazur
148,Kralle::N,катиквачӏ,pazur
149,Schwanz::N,рачӏ,ogon
150,Ei::N,хоно,jajko
151,Nest::N,бусен,gniazdo
152,Bau::N,каратӏ,nora
153,Tier::N,хӏайван,zwierzę
154,Herde::N,рехъен,stado
155,Herde::N,рехъен,trzoda
156,Herde::N,рехъед,stado
157,Herde::N,рехъед,trzoda
158,Kuh::N,гӏака,krowa
159,Bulle::N,оц,byk
160,Pferd::N,чу,koń
161,Schaf::N,чахъу,owca
162,Schwein::N,болъон,świnia
163,Hund::N,гьой,pies
164,Katze::N,кету,kot
165,Katze::N,кету,kotka
166,Bär::N,ци,niedźwiedż
167,Eichhörnchen::N,гвангва,wiewiórka
168,Fuchs::N,цер,lis
169,Hase::N,гӏанкӏ,zając
170,Maus::N,гӏункӏкӏ,mysz
171,Wolf::N,бацӏ,wilk
172,Vogel::N,хӏинчӏ,ptak
173,Schwarm::N,тӏел,stado
174,Huhn::N,гӏанкӏу,kura
175,Hahn::N,хӏелеко,kogut
176,Gans::N,хъаз,gęś
177,Adler::N,цӏум,orzeł
178,Ente::N,ордек,kaczka
179,Eule::N,беццаруз,sowa
180,Kranich::N,къункъра,żuraw
181,Krähe::N,гъеду,wrona
182,Kuckuck::N,гагу,kukułka
183,Schwan::N,хӏанкъва,łabędż
184,Fisch::N,ччугӏа,ryba
185,Barsch::N,окунь,okoń
186,Hecht::N,щука,szczupak
187,Schlange[Tier]::N,борохь,wąż
188,Schlange[Tier]::N,борохь,żmija
189,Wurm::N,хӏапара,robak
190,Spinne::N,хъанхъра,pająk
191,Ameise::N,цӏунцӏра,mrówka
192,Laus::N,нацӏ,wesz
193,Mücke::N,кӏкӏара,komar
194,Fliege::N,тӏутӏ,mucha
195,Schmetterling::N,кӏалкӏучӏ,motyl
196,Apfel::N,гӏеч,jabłko
197,Pilz::N,гӏурдахӏан,grzyb
198,Zwiebel::N,кӏочӏопер,cebula
199,Saat::N,хьон,siew
200,Korn::N,мугь,ziarno
201,Heu::N,хер,siano
202,Schale::N,хъал,łupina
203,Grube::N,гвенд,dół
204,Grube::N,гвенд,jama
205,Falle::N,къор,pułapka
206,Falle::N,къотен,pułapka
207,Schlinge::N,кӏичӏ,sidła
208,Spur::N,лъалкӏ,ślad
209,Asche::N,рахъу,popiół
210,Dreck::N,гъиз,brud
211,Dreck::N,хӏарщ,brud
212,Eisen::N,махх,żelazo
213,Gold::N,месед,złoto
214,Silber::N,гӏарац,srebro
215,Kohle::N,тӏурччи,węgiel
216,Glas::N,цӏер,szkło
217,Lehm::N,хӏатӏ,glina
218,Sand::N,сали,piasek
219,Mensch::N,чи,człowiek
220,Mann::N,бихьинчи,mężczyzna
221,Frau::N,гӏадан,kobieta
222,Kind::N,лъимер,dziecko
223,Junge::N,вас,chłopak
224,Junge::N,вас,chłopiec
225,Mädchen::N,яс,dziewczynka
226,Familie::N,хъизан,rodzina
227,Großvater::N,кӏудада,dziadek
228,Großmutter::N,кӏодо,babka
229,Eltern::N,эбел-эмен,rodzice
230,Vater::N,эмен,ojciec
231,Mutter::N,эбел,matka
232,Sohn::N,вас,syn
233,Tochter::N,яс,córka
234,Bruder::N,вац,brat
235,Schwester::N,яц,siostra
236,Onkel::N,даци,wuj
237,Onkel::N,даци,stryj
238,Tante::N,ада,ciotka
239,Ehemann::N,рос,mąż
240,Ehefrau::N,чӏужу,żona
241,Freude::N,ракӏбохи,radość
242,Gelächter::N,релъи,śmiech
243,Glück::N,талихӏ,szczęście
244,Glück::N,талихӏ-рохел,szczęście
245,Kummer::N,хӏалкъай,zmartwienie
246,Wunsch::N,къасд,życzenie
247,Lust::N,гъира,chęć
248,Lust::N,гъира,ochota
249,Geist::N,чӏанкӏ,duch
250,Geist::N,рухӏ-жан,duch
251,Gedanke::N,пикру,myśl
252,Verstand::N,лумалъи,rozum
253,Verstand::N,цӏодорлъи,rozum
254,Sinn::N,магӏна,zmysł
255,Grund::N,багьана,powód
256,Wahrheit::N,ритӏухълъи,prawda
257,Gespräch::N,накъит,rozmowa
258,Märchen::N,маргьа,bajka
259,Erzählung::N,къиса,opowiadanie
260,Nachricht::N,хабар,wiadomość
261,Neuigkeit::N,хабар-гӏазаб,nowina
262,Name::N,цӏар,imię
263,Rätsel::N,бицанкӏо,zagadka
264,Rede::N,речь,mowa
265,Rede::N,калам,mowa
266,Sprache::N,мацӏ,język
267,Stimme::N,гьаракь,głos
268,Wort::N,рагӏи,słowo
269,Zeichen::N,ишара,znak
270,Zeichen::N,гӏаламат,znak
271,Ruf::N,ахӏи,wołanie
272,Lärm::N,хъуй,hałas
273,Lärm::N,хъуй,zgiełk
274,Lärm::N,хъуди,hałas
275,Lärm::N,хъуди,zgiełk
276,Laut::N,гьаракь,dźwięk
277,Laut::N,сас,dźwięk
278,Lied::N,кечӏ,pieśń
279,Lied::N,кечӏ,piosenka
280,Ruhe::N,рахӏат,spokój
281,Leute::N,гӏадамал,ludzie
282,Volk::N,халкъ,naród
283,Arbeit::N,хӏалтӏи,praca
284,Arbeit::N,хӏалтӏи,robota
285,Gast::N,гьобол,gość
286,Geschenk::N,сайигъат,prezent
287,Geschenk::N,сайигъат,podarunek
288,Spiel::N,хӏай,gra
289,Spiel::N,хӏай,zabawa
290,Spiel::N,расанди,gra
291,Spiel::N,расанди,zabawa
292,Gesellschaft::N,жамагӏат,towarzystwo
293,Hilfe::N,кумек,pomoc
294,Freund::N,гьудул,przyjaciel
295,Kamerad::N,гьалмагъ,kolega
296,Angelegenheit::N,къваригӏел,sprawa
297,Anzahl::N,рикӏкӏен,ilość
298,Art::N,жинс,rodzaj
299,Stück::N,кесек,kawałek
300,Teil::N,пай,część
301,Hälfte::N,бащдаб,połowa
302,Kreis::N,гор,krąg
303,Kreuz::N,хъанч,krzyż
304,Linie::N,мухъ,linia
305,Strich::N,хӏучч,kreska
306,Abstand::N,манзил,odstęp
307,Entfernung::N,манзил,odległość
308,Gegend::N,рахъ,okolica
309,Platz::N,бакӏ,miejsce
310,Ort::N,бакӏ,miejsce
311,Seite::N,рахъ,bok
312,Seite::N,рахъ,strona
313,Mitte::N,бакьулъбакӏ,środek
314,Gegenstand::N,жо,przedmiot
315,Sache::N,жо,rzecz
316,Rand::N,мицӏир,skraj
317,Rand::N,мицӏир,krawędź
318,Kante::N,рагӏал,kant
319,Kante::N,рагӏал,krawędź
320,Kante::N,рагӏа-ракьан,kant
321,Kante::N,рагӏа-ракьан,krawędź
322,Ecke::N,цили,róg
323,Spitze::N,тӏогь,ostrze
324,Ende::N,кӏал,koniec
325,Loch::N,каратӏ,dziura
326,Muster::N,накъиш,wzór
327,Größe::N,кӏодо́лъи,rozmiar
328,Größe::N,кӏодо́лъи,wielkość
329,Länge::N,халалъи,długość
330,Höhe::N,борхалъи,wysokość
331,Gewicht::N,бакӏлъи,ciężar
332,Haufen::N,гъуни,kupa
333,Reihe::N,ирга́,rząd
334,Reihe::N,ирга́,szereg
335,Boot::N,раса,łódź
336,Boot::N,раса,łódka
337,Ruder::N,раххан,wiosło
338,Schlitten::N,чанагъ,sanki
339,Ski::N,лыжаби,narta
340,Lagerfeuer::N,цӏа,ognisko
341,Last::N,бакӏлъи,ciężar
342,Last::N,бакӏлъи,brzemię
343,Gang::N,хьвади,chód
344,Gang::N,хьвада-чӏвади,chód
345,Schritt::N,гали,krok
346,Norden::N,шимал,północ
347,Süden::N,юг,południe
348,Süden::N,къибла,południe
349,Westen::N,гъарб,zachód
350,Westen::N,магъриб,zachód
351,Osten::N,шаркъ,wschód
352,Osten::N,машрикъ,wschód
353,Holz::N,цӏул,drzewo
354,Brett::N,хъарщи,deska
355,Platte::N,къоно,płyta
356,Stange::N,гӏер,drąg
357,Stange::N,гӏер,żerdź
358,Stock::N,тӏил,kij
359,Stock::N,тӏил,laska
360,Stab::N,гӏер,pręt
361,Rohr::N,турба,rura
362,Haus::N,ригь,dom
363,Haus::N,рукъзал,dom
364,Heim::N,рукъ,dom
365,Ofen::N,печь,piec
366,Fußboden::N,чӏабар,podłoga
367,Tisch::N,стол,stół
368,Stuhl::N,бакӏу,krzesło
369,Wiege::N,кини,kołyska
370,Bett::N,кровать,łóżko
371,Bett::N,кровать,pościel
372,Regal::N,хъарщи,regał
373,Kiste::N,ящик,skrzynia
374,Kiste::N,тӏалагъуд,skrzynia
375,Fenster::N,гордо,okno
376,Tür::N,нуцӏа,drzwi
377,Tor::N,каву,brama
378,Zaun::N,раци,płot
379,Zaun::N,раци,parkan
380,Dach::N,тӏох,dach
381,Leiter::N,мали,drabina
382,Besen::N,жул,miotła
383,Spaten::N,бел,rydel
384,Schaufel::N,раххан,łopata
385,Gabel::N,гӏучӏ,widelec
386,Löffel::N,гъуд,łyżka
387,Messer::N,нус,nóż
388,Nagel::N,магӏ,gwóźdź
389,Netz::N,гьин,sieć
390,Haken::N,гъанцӏа,hak
391,Griff::N,гӏоркь,chwyt
392,Schloss::N,кӏулал,zamek
393,Bild::N,сурат,obraz
394,Puppe::N,нани,lalka
395,Beutel::N,таргьа,torba
396,Bündel::N,къай,wiązka
397,Tasche::N,сумка,torba
398,Tasche::N,къвачӏа,torba
399,Eimer::N,ведро,kubeł
400,Eimer::N,ведро,wiadro
401,Deckel::N,тӏалъел,przykrywka
402,Deckel::N,дадитӏалъел,przykrywka
403,Geschirr::N,цӏарагӏ,statki
404,Geschirr::N,цӏарагӏ,naczynia
405,Sack::N,хъап,worek
406,Sack::N,къандалъо,worek
407,Tasse::N,чашка,filiżanka
408,Topf::N,хьаг,garnek
409,Kessel::N,хьаг,kocioł
410,Kessel::N,гереги,kocioł
411,Essen::N,тӏагӏам,jedzenie
412,Nahrung::N,квен,pokarm
413,Nahrung::N,квен,pożywienie
414,Speise::N,квен,potrawa
415,Speise::N,квен,jedzenie
416,Fleisch::N,гьан,mięso
417,Getreide::N,бугӏа-ролъ,zboże
418,Getreide::N,могьолабл_культураби,zboże
419,Brei::N,карщ,kasza
420,Brot::N,чед,chleb
421,Scheibe::N,мочӏу,kromka
422,Fett::N,беэнлъи,tłuszcz
423,Butter::N,нах,masło
424,Öl::N,нах,olej
425,Salz::N,цӏам,sól
426,Suppe::N,чурпа,zupa
427,Honig::N,гьоцӏо,miód
428,Milch::N,рахь,mleko
429,Tee::N,чай,herbata
430,Leder::N,тӏом,skóra
431,Wolle::N,квас,wełna
432,Stoff::N,ххам,tkanina
433,Stoff::N,ххам,materiał
434,Nadel::N,рокӏкӏен,igła
435,Faden::N,кун,nić
436,Faden::N,кун,nitka
437,Knopf::N,маргъал,guzik
438,Knoten::N,гарацӏ,węzeł
439,Farbe::N,релъен,farba
440,Kleidung::N,ретӏел,odzież
441,Hemd::N,гурде,koszula
442,Kragen::N,габур,kołnierz
443,Ärmel::N,къвал,rękaw
444,Hose::N,тӏажу,spodnie
445,Gürtel::N,рачел,pasek
446,Mütze::N,тӏагъур,czapka
447,Stiefel::N,этек,but
448,Stiefel::N,этек,kozak
449,Stiefel::N,чакма,but
450,Stiefel::N,чакма,kozak
451,Ring::N,баргъич,pierścień
452,Band::N,лента,wstęga
453,Kamm::N,гьоркьо,grzebień
454,Spiegel::N,матӏу,lustro
455,Riemen::N,рижу,rzemień
456,Decke::N,одея́ло,kołdra
457,Kissen::N,къандалъо,poduszka
458,Tuch::N,квархьи,chustka
459,Handtuch::N,беркӏалрацӏцӏ,ręcznik
460,Kraft::N,гуч,moc
461,Kraft::N,гуч,siła
462,Kraft::N,къуват,moc
463,Kraft::N,къуват,siła
464,Stärke::N,хӏалкӏвей,moc
465,Stärke::N,хӏалкӏвей,siła
466,Gesundheit::N,сахлъи́,zdrowie
467,Krankheit::N,унти,choroba
468,Krankheit::N,щокълъи,choroba
469,Schmerz::N,унти,ból
470,Wunde::N,ругъун,rana
471,Fieber::N,цӏа-кан,gorączka
472,Arznei::N,дару,lekarstwo
473,Brücke::N,кьо,most
474,Brunnen::N,гъуй,studnia
475,Weide::N,рицӏцӏ,pastwisko
476,Weide::N,лъичӏирма,pastwisko
477,Weide::N,гӏурдаллъи,pastwisko
478,Weide::N,ри́цӏигъветӏ,pastwisko
479,Weide::N,рицӏцӏигъветӏ,pastwisko
480,Pfad::N,сухъмахъ,ścieżka
481,Weg::N,нух,droga
482,Straße::N,нух,ulica
483,Dorf::N,росу,wieś
484,Stadt::N,шагьар,miasto
485,Brief::N,кагъат,list
486,Brief::N,рисалат,list
487,Buch::N,тӏехь,książka
488,Buchstabe::N,хӏарп,litera
489,Zeitung::N,газет,gazeta
490,Zeitung::N,газет,dziennik
491,Leben::N,яшав,życie
492,Tod::N,хвел,śmierć
493,Grab::N,хоб,grób
494,Kirche::N,килиса,kościół
495,Sünde::N,хӏакъ,grzech
496,Sünde::N,мунагь,grzech
497,Gott::N,бичас,bóg
498,Gott::N,аллагь,bóg
499,Arbeiter::N,хӏалтӏухъан,robotnik
500,Chef::N,хӏаким,szef
501,Chef::N,начальник,szef
502,Meister::N,устар,mistrz
503,Meister::N,устар,majster
504,Meister::N,мастер,mistrz
505,Meister::N,мастер,majster
506,Meister::N,махщалилав,mistrz
507,Meister::N,махщалилав,majster
508,Arzt::N,жайрахӏ,lekarz
509,Lehrer::N,мугӏалим,nauczyciel
510,Geld::N,гӏарац,pieniądze
511,Laden::N,тукен,sklep
512,Preis::N,багьа,cena
513,Ware::N,къайи,towar
514,Nutzen::N,мунпагӏат,pożytek
515,Reichtum::N,бечелъи,bogactwo
516,Welt::N,дуниял,świat
517,Land::N,улка,kraj
518,Land::N,икълим,kraj
519,Staat::N,пачалихъ,państwo
520,König::N,пача,król
521,König::N,малик,król
522,König::N,къирал,król
523,König::N,падишагь,król
524,Macht::N,кверщел,władza
525,Grenze::N,гӏорхъи,granica
526,Krieg::N,рагъ,wojna
527,Feind::N,тушман,wróg
528,Gewalt::N,зулму,władza
529,Kampf::N,къеркьей,bój
530,Kampf::N,къеркьей,walka
531,Bogen[Waffe]::N,газаргъо,łuk
532,Pfeil::N,чӏор,strzała
533,Gewehr::N,туманкӏ,karabin
534,Fehler::N,гъалатӏ,błąd
535,Lüge::N,гьереси,kłamstwo
536,Schaden::N,зиян,szkoda
537,Schaden::N,зарал,szkoda
538,Unglück::N,балагь,nieszczęście
539,Schuld::N,гӏайиб,wina
540,Alter::N,гӏумру,wiek
541,Schluss::N,ахир,koniec
542,Schluss::N,ахир,zakończenie
543,Zeit::N,заман,czas
544,Tag::N,къо,dzień
545,Morgen::N,радалмех,ranek
546,Morgen::N,радалмех,poranek
547,Mittag::N,къадемех,południe
548,Abend::N,релъедамех,wieczór
549,Nacht::N,сордо,noc
550,Woche::N,анкь,tydzień
551,Monat::N,моцӏ,miesiąc
552,Jahr::N,сон,rok
553,Jahr::N,лъагӏел,rok
554,Frühling::N,их,wiosna
555,Sommer::N,рии,lato
556,Herbst::N,хасалихълъи,jesień
557,Winter::N,кьин,zima
558,Januar::N,январь,styczeń
559,Februar::N,февра́ль,luty
560,März::N,март,marzec
561,April::N,апрель,kwiecień
562,Mai::N,май,maj
563,Juni::N,июнь,czerwiec
564,Juli::N,июль,lipiec
565,August::N,август,sierpień
566,September::N,сентябрь,wrzesień
567,Oktober::N,октябрь,październik
568,November::N,ноябрь,listopad
569,Dezember::N,декабрь,grudzień
570,Montag::N,итни,poniedziałek
571,Dienstag::N,талат,wtorek
572,Mittwoch::N,арбагӏ,środa
573,Donnerstag::N,хамиз,czwartek
574,Freitag::N,рузман,piątek
575,Samstag::N,щамат,sobota
576,Sonntag::N,гьатӏан,niedziela
577,groß::A,кӏудияб,duży
578,groß::A,кӏудияб,wielki
579,klein::A,гьитӏинаб,mały
580,lang::A,халатаб,długi
581,kurz::A,къокъаб,krótki
582,breit::A,гӏебаб,szeroki
583,schmal::A,къваридаб,wąski
584,dicht::A,ризаб,gęsty
585,dick[Gegenstand]::A,бицатаб,gruby
586,dünn::A,тӏеренаб,cienki
587,fein::A,тӏеренаб,drobny
588,fest::A,къвакӏараб,mocny
589,fest::A,къвакӏараб,twardy
590,flach::A,чӏепараб,płaski
591,glatt::A,цӏвакараб,gładki
592,hart::A,кьварараб,twardy
593,weich::A,тамахаб,miękki
594,rund::A,гургинаб,okrągły
595,spitz::A,бегӏераб,spiczasty
596,scharf::A,рекӏараб,ostry
597,stumpf::A,тӏехӏараб,tępy
598,stumpf::A,рекӏинчӏеб,tępy
599,schwer::A,бакӏаб,ciężki
600,schön::A,берцинаб,ładny
601,schön::A,берцинаб,piękny
602,heiß::A,лагьараб,gorący
603,warm::A,хинаб,ciepły
604,kalt::A,квачараб,zimny
605,kühl::A,квачараб,chłodny
606,frisch::A,цӏияб,świeży
607,feucht::A,рагьараб,wilgotny
608,nass::A,би́ччараб,mokry
609,trocken::A,бакъвараб,suchy
610,leer::A,чӏобогояб,pusty
611,leer::A,чӏобогояб,próżny
612,offen::A,рагьараб,otwarty
613,geschlossen::A,рахараб-къараб,zamknięty
614,sauber::A,бацӏцӏадаб,czysty
615,schmutzig::A,гъизараб,brudny
616,roh::A,хамаб,surowy
617,roh::A,гӏатӏгояб,surowy
618,reif::A,барщараб,dojrzały
619,lecker::A,тӏагӏамаб,smaczny
620,süß::A,гьуинаб,słodki
621,bitter::A,кьогӏаб,gorzki
622,sauer::A,цӏекӏаб,kwaśny
623,hell::A,канаб,jasny
624,dunkel::A,бецӏаб,ciemny
625,schwarz::A,чӏегӏераб,czarny
626,weiß::A,хъахӏаб,biały
627,rot::A,багӏараб,czerwony
628,gelb::A,гӏобилаб,żółty
629,gelb::A,тӏогьилаб,żółty
630,blau::A,хъахӏилаб,błękitny
631,blau::A,хъахӏилаб,niebieski
632,grün::A,гӏурччинаб,zielony
633,grau::A,накӏкӏуяб,szary
634,bunt::A,къвекӏаб,barwny
635,bunt::A,чара-гъараб,barwny
636,billig::A,учузаб,tani
637,teuer::A,хири́яб,drogi
638,wertvoll::A,къиматаб,cenny
639,blind::A,беццаб,ślepy
640,taub::A,гъугъаб,głuchy
641,kräftig::A,гучаб,mocny
642,stark::A,къуватаб,silny
643,schwach::A,гӏажизаб,słaby
644,fett::A,кьарияб,tłusty
645,schlank::A,чергесаб,smukły
646,hübsch::A,гьайбатаб,ładny
647,böse::A,ракӏквешаб,zły
648,dumm::A,гьагаб,głupi
649,dumm::A,гӏантаб,głupi
650,faul::A,кӏохӏалаб,leniwy
651,faul::A,кӏухӏа́лаб,leniwy
652,fleißig::A,хӏаракатаб,pilny
653,geizig::A,къарумаб,skąpy
654,klug::A,лумияб,mądry
655,geschickt::A,махщел бугев,zręczny
656,lieb::A,гӏазизаб,miły
657,lustig::A,кепаб,wesoły
658,sanft::A,хӏалимаб,łagodny
659,sanft::A,хӏере́наб,łagodny
660,hungrig::A,бакъараб,głodny
661,krank::A,щокъаб,chory
662,krank::A,унтараб,chory
663,nackt::A,гӏицӏаб,nagi
664,nackt::A,чӏанкӏараб,nagi
665,traurig::A,пашманаб,smutny
666,lebendig::A,чӏагояб,żywy
667,gut::A,лъикӏаб,dobry
668,schlecht::A,къадараб,zły
669,richtig::A,битӏараб,słuszny
670,richtig::A,битӏараб,właściwy
671,schlimm::A,нажасаб,zły
672,schlimm::A,къабихӏаб,zły
673,wahr::A,хӏакъаб,prawdziwy
674,wahr::A,битӏараб,prawdziwy
675,alt::A,басрияб,stary
676,neu::A,цӏияб,nowy
677,ehemalig::A,цебе́госеб,były
678,alt[Lebewesen]::A,хераб,stary
679,jung::A,тӏинчӏаб,młody
680,jung::A,гӏолохъанаб,młody
681,arm::A,пакъираб,ubogi
682,arm::A,пакъираб,biedny
683,reich::A,бечедаб,bogaty
684,bekannt::A,лъалеб,znany
685,berühmt::A,машгьураб,słynny
686,fremd::A,чияр,obcy
687,fremd::A,чияр,cudzy
688,verschieden::A,батӏи-батӏияб,różny
689,nah::A,гӏагарда бугеб,bliski
690,fern::A,рикӏкӏадаб,daleki
691,linker::A,квегӏаб,lewy
692,rechter::A,кваранаб,prawy
693,anderer::A,батӏияб,inny
694,erster::A,тӏоцебесеб,pierwszy
695,zweiter::A,кӏиабилеб,drugi
696,dritter::A,лъабабилеб,trzeci
697,letzter::A,ахирисеб,ostatni
698,allein::ADV,ялгъузго,sam
699,auf einmal::ADV,цихӏинтӏаго,naraz
700,zusammen::ADV,цойида,razem
701,plötzlich::ADV,цойидасанго,nagle
702,sofort::ADV,гьебсагӏат,natychmiast
703,jetzt::ADV,гьанже,teraz
704,jetzt::ADV,гьанже,obecnie
705,heute::ADV,жакъа,dziś
706,heute::ADV,жакъа,dzisiaj
707,morgen::ADV,метер,jutro
708,bald::ADV,гьабсагӏаталъ,wkrótce
709,dann::ADV,цинги,potem
710,gestern::ADV,сон,wczoraj
711,einst::ADV,цин,kiedyś
712,einst::ADV,цин,niegdyś
713,damals::ADV,гьебмехалъ,wtedy
714,damals::ADV,гьебмехалъ,wówczas
715,damals::ADV,гьебмехалда,wtedy
716,damals::ADV,гьебмехалда,wówczas
717,danach::ADV,цинги,następnie
718,danach::ADV,хадуса,następnie
719,vorher::ADV,цебе,przedtem
720,zuerst::ADV,тӏоцебе,naprzód
721,zuerst::ADV,тӏоцебе,najpierw
722,einmal::ADV,цинцӏул,raz
723,einmal::ADV,цихӏин,raz
724,einmal::ADV,цоцӏул,raz
725,manchmal::ADV,олоцӏул,czasem
726,oft::ADV,гӏемерго,często
727,immer::ADV,кидаго,zawsze
728,niemals::ADV,киданиги,nigdy
729,hier::ADV,аниб,tu
730,hier::ADV,аниб,tutaj
731,hierhin::ADV,анибехун,tu
732,von hier::ADV,гьаниса,stąd
733,dort::ADV,гьениб,tam
734,dorthin::ADV,гьадаба,tam
735,geradeaus::ADV,битӏутӏа,prosto
736,vorwärts::ADV,цебехун,naprzód
737,rückwärts::ADV,нахъ-нахъ,wstecz
738,zurück::ADV,нахъе,z powrotem
739,unten::ADV,ахакь,u dołu
740,unten::ADV,ахакь,na dole
741,unten::ADV,гъоркь,u dołu
742,unten::ADV,гъоркь,na dole
743,hinab::ADV,эхебе,na_dół
744,hinab::ADV,эхебе,w_dół
745,oben::ADV,тӏад,w górze
746,oben::ADV,тӏад,na górze
747,oben::ADV,тӏадехун,w górze
748,oben::ADV,тӏадехун,na górze
749,hinauf::ADV,эхеде,w górę
