,Concept_ID,ko,la
843,fahren::V,가다,vehi
844,fahren::V,나르다,vehi
845,fliegen::V,날다,volare
846,gehen::V,가다,ire
847,gehen::V,가다,vadere
848,weggehen::V,팔리다,abire
849,weggehen::V,팔리다,discedere
850,abfahren::V,출발하다,proficisci
851,anhalten::V,멈추다,consistere
852,hineingehen::V,(그리로)가다,inire
853,hineingehen::V,(그리로)가다,ingredi
854,eintreten::V,들러가다,intrare
855,kommen::V,오다,venire
856,ankommen::V,고챀하다,advenire
857,zurückkommen::V,보기,revenire
858,bleiben::V,체류,manere
859,warten::V,기다리다,opperiri
860,erwarten::V,기대하다,opperiri
861,erwarten::V,기대하다,expectare
862,suchen::V,찾다,quaerere
863,suchen::V,구하다,quaerere
864,finden::V,찾아내다,reperire
865,versuchen::V,시험하다,conari
866,versuchen::V,시험하다,temptare
867,vorbereiten::V,재비하다,parare
868,lieben::V,사랑하다,amare
869,mögen::V,줗아하다,amare
870,lachen::V,웃다,ridere
871,rühren::V,건드리다,commovere
872,weinen::V,울다,flere
873,schimpfen::V,꾸짖다,increpare
874,sich ärgern::V,화를내게 하다,indignari
875,sich fürchten::V,두려원하다,vereri
876,fürchten::V,두려원하다,timere
877,fliehen::V,도망치다,fugere
878,flüchten::V,도주하다,effugere
879,sehen::V,보다,videre
880,anschauen::V,바라보다,aspectare
881,ansehen::V,바라보다,spectare
882,hören::V,듣다,audire
883,zuhören::V,듣다,auscultare
884,probieren::V,시식하다,gustare
885,riechen::V,내새를맡다,olfacere
886,fühlen::V,느끼다,sentire
887,scheinen::V,...것같다,videri
888,zu sehen sein::V,보이는,conspici
889,vernehmen::V,듣다,comperire
890,vernehmen::V,들어서일다,comperire
891,frieren::V,춥다,algere
892,tun::V,하다,facere
893,können::V,할주릴다,posse
894,wollen::V,바라다,velle
895,anfangen::V,시작하다,incipere
896,beenden::V,다하다,finire
897,aufhören::V,그만두다,desistere
898,gelingen::V,성국하다,contingere
899,geraten::V,잘되어가다,evenire
900,öffnen::V,열다,aperire
901,schließen::V,추측하다,claudere
902,stellen::V,세우다,sistere
903,setzen::V,놓다,ponere
904,legen::V,눕히다,ponere
905,berühren::V,대다,tangere
906,verbinden::V,옝열하다,iungere
907,bedecken::V,덮다,tegere
908,bedecken::V,덮다,operire
909,aufhängen::V,매달다,suspendere
910,anzünden::V,점화하다,accendere
911,anzünden::V,점화하다,inflammare
912,aufheben::V,위로올리다,tollere
913,zurücklassen::V,튀에남기다,relinquere
914,verlieren::V,잃다,perdere
915,verlieren::V,잃다,amittere
916,fallen lassen::V,떨어뜨리다,dimittere
917,machen::V,하다,facere
918,herstellen::V,제조하다,fabricare
919,bauen::V,짓다,construere
920,reparieren::V,수셩자다,reparare
921,verbessern::V,정정하다,emendare
922,ändern::V,바꾸다,mutare
923,graben::V,파다,fodere
924,beugen::V,구부리다,flectere
925,biegen::V,굽히다,curvare
926,drehen::V,회전,torquere
927,wenden::V,회전시키다,vertere
928,umdrehen::V,회전시키다,convertere
929,heben::V,일으아키다,tollere
930,hochheben::V,틀어올리다,levare
931,ergreifen::V,잡다,capessere
932,halten::V,잡다,tenere
933,drücken::V,누르다,premere
934,schieben::V,밀다,promovere
935,kratzen::V,긁다,radere
936,lecken::V,핥다,lambere
937,beißen::V,물다,mordere
938,abschneiden::V,귾어내다,desecare
939,binden::V,매다,ligare
940,stecken::V,찌르다,inserere
941,brechen::V,금,rumpere
942,klopfen::V,치다,pultare
943,hauen::V,때리다,ferire
944,kleben::V,들러붙다,agglutinare
945,reiben::V,문지르다,terere
946,streichen::V,쓰다듬다,oblinere
947,schleifen::V,갈다,acuere
948,schneiden::V,베다,secare
949,rütteln::V,흔들다,quassare
950,schütteln::V,흔들다,quatere
951,schwenken::V,흔들다,ventilare
952,schütten::V,따르다,fundere
953,füllen::V,담다,complere
954,einwickeln::V,싸다,involvere
955,tragen::V,지우다,ferre
956,tragen::V,지우다,portare
957,schleppen::V,끌다,pertrahere
958,ziehen::V,당기다,trahere
959,aufbewahren::V,간직하다,asservare
960,werfen::V,던지다,iacere
961,fangen::V,밥다,capere
962,packen::V,쥐다,capessere
963,verstecken::V,숨기다,abdere
964,teilen::V,나누다,partiri
965,teilen::V,나누다,dividere
966,schicken::V,보내다,mittere
967,bringen::V,가겨,apportare
968,hinzufügen::V,부가하다,addere
969,bekommen::V,얻다,adipisci
970,erhalten::V,지니다,accipere
971,nehmen::V,잡다,sumere
972,wählen::V,선거하다,eligere
973,auswählen::V,선출하다,deligere
974,bewahren::V,저장보종,conservare
975,behindern::V,훼방하다,impedire
976,verderben::V,못쓰게 되다,corrumpere
977,beschädigen::V,상하게하다,laedere
978,zerbrechen::V,깨뜨리다,rumpere
979,zerbrechen::V,깨뜨리다,frangere
980,zerreißen::V,잡아쫓다,discindere
981,zerstören::V,파괴하다,delere
982,verbrennen::V,소실하다,urere
983,verbrennen::V,소실하다,cremare
984,geben::V,주다,dare
985,reichen::V,내일다,praebere
986,schenken::V,주다,donare
987,schenken::V,주다,largiri
988,versprechen::V,약속하다,polliceri
989,versprechen::V,약속하다,promittere
990,wünschen::V,바라다,
991,loben::V,칭찬하다,laudare
992,küssen::V,키스하다,osculari
993,wiegen::V,어르다,
994,zudecken::V,뚜꺼을하다,tegere
995,wecken::V,깨우다,excitare
996,zeigen::V,보이다,monstrare
997,führen::V,가게하다,ducere
998,lehren::V,가르치다,docere
999,unterrichten::V,가르지다,instituere
1000,aufziehen::V,사육하다,nutrire
1001,leiten::V,이끌다,ducere
1002,antreiben::V,몰다,incitare
1003,lassen::V,내버려두다,iubere
1004,einladen::V,초청하다,invitare
1005,vereinigen::V,하나로하다,coniungere
1006,besuchen::V,방문하다,visere
1007,treffen::V,만나다,convenire
1008,sich versammeln::V,조립하다,convenire
1009,spielen::V,눌다,ludere
1010,singen::V,노래하다,cantare
1011,tanzen::V,춤추하다,saltare
1012,sich trennen::V,가르다,digredi
1013,sich trennen::V,가르다,discedere
1014,verlassen::V,버림받은,deserere
1015,verlassen::V,버림받은,relinquere
1016,retten::V,구조하다,servare
1017,bewachen::V,치키다,custodire
1018,schützen::V,보호하다,tueri
1019,schützen::V,보호하다,tutari
1020,verteidigen::V,막다,defendere
1021,sich schlagen::V,치다,luctari
1022,schießen::V,쏘다,iaculari
1023,siegen::V,이기다,vincere
1024,ärgern::V,성을내게하다,irritare
1025,schlagen::V,치다,ferire
1026,treten::V,디디다,calcare
1027,stechen::V,찌르다,pungere
1028,stoßen::V,찌르다,tundere
1029,stehlen::V,훔치다,furari
1030,stören::V,움직이다,turbare
1031,belästigen::V,괴롭히다,obtundere
1032,verbergen::V,숨기다,celare
1033,verbergen::V,숨기다,occultare
1034,täuschen::V,속이다,fallere
1035,betrügen::V,속이다,fraudare
1036,töten::V,죽이다,necare
1037,töten::V,죽이다,caedere
1038,wohnen::V,실다,habitare
1039,arbeiten::V,일하다,laborare
1040,sammeln::V,모으다,colligere
1041,pflücken::V,꿔다,carpere
1042,jagen::V,사냥하다,venari
1043,fischen::V,고기를잡다,piscari
1044,fassen::V,움켜쥐다,capere
1045,hüten::V,망보다,custodire
1046,treiben::V,몰아세우다,agere
1047,anbinden::V,묶다,alligare
1048,füttern::V,사료를주다,nutrire
1049,melken::V,젖을짜다,mulgere
1050,hacken::V,자르다,findere
1051,gießen::V,물을대다,rigare
1052,reifen::V,성숙하다,maturescere
1053,zubereiten::V,조제하다,apparare
1054,kochen::V,요리하다,coquere
1055,backen::V,쿱다,coquere
1056,braten::V,굽다,torrere
1057,umrühren::V,교반하다,commovere
1058,stricken::V,뜨개질하다,texere
1059,nähen::V,꿰매다,suere
1060,färben::V,채색하다,tingere
1061,reinigen::V,청소하다,purgare
1062,waschen::V,씻다,lavare
1063,abwischen::V,닦다,abstergere
1064,spülen::V,씻다,perluere
1065,fegen::V,소체하다,verrere
1066,kehren::V,청소하다,purgare
1067,baden::V,감다,lavari
1068,sich waschen::V,모믈 씻다,lavari
1069,ausziehen::V,벗다,exuere
1070,anziehen::V,끌어움직이다,induere
1071,kämmen::V,빗다,pectere
1072,schmücken::V,치레하다,ornare
1073,schmücken::V,치레하다,decorare
1074,sagen::V,말하다,dicere
1075,sprechen::V,말하다,fari
1076,reden::V,이야기하다,loqui
1077,fragen::V,질문하다,rogare
1078,fragen::V,질문하다,quaerere
1079,bitten::V,원하다,orare
1080,bitten::V,원하다,rogare
1081,erzählen::V,이야기하다,narrare
1082,mitteilen::V,이야기하다,communicare
1083,nennen::V,부르다,appellare
1084,rufen::V,불러내다,vocare
1085,prahlen::V,자랑하다,gloriari
1086,übersetzen::V,번역하다,vertere
1087,denken::V,생각하다,cogitare
1088,glauben::V,믿다,credere
1089,bemerken::V,인자하다,animadvertere
1090,erkennen::V,인식하다,cognoscere
1091,begreifen::V,파악하다,comprehendere
1092,verstehen::V,이해하다,intellegere
1093,lernen::V,배우다,discere
1094,wissen::V,알다,scire
1095,sich erinnern an::V,상기하다,meminisse
1096,vergessen::V,잊다,oblivisci
1097,messen::V,측정하다,metiri
1098,zählen::V,세다,numerare
1099,rechnen::V,게산하다,reri
1100,rechnen::V,게산하다,calculare
1101,lesen::V,읽다,legere
1102,malen::V,그리다,pingere
1103,zeichnen::V,소묘하다,scribere
1104,schreiben::V,쓰다,scribere
1105,besitzen::V,소유하다,possidere
1106,kaufen::V,사다,emere
1107,verkaufen::V,팔다,vendere
1108,bezahlen::V,지불하다,pendere
1109,zahlen::V,치르다,solvere
1110,beherrschen::V,지배하다,regere
1111,beherrschen::V,지배하다,imperare
1112,ertragen::V,참다,tolerare
1113,ertragen::V,참다,sustinere
1114,Raureif::N,,pruina
1115,Grube::N,,fovea
1116,Lust::N,,libido
1117,Lust::N,,voluptas
1118,Nachricht::N,,nuntius
1119,klug::A,,prudens
1120,von hier::ADV,,hinc
1121,müde werden::V,,fatigari
1122,krank werden::V,,aegrescere
1123,krank sein::V,,aegrotare
1124,abreißen::V,,avellere
1125,sich anziehen::V,,vestiri
1126,sich unterhalten::V,,colloqui
1127,sich unterhalten::V,,disputare
