,Concept_ID,sk,av
196,Ameise::N,mravec,цӏунцӏра
197,Laus::N,voš,нацӏ
198,Mücke::N,komár,кӏкӏара
199,Fliege::N,mucha,тӏутӏ
200,Schmetterling::N,motýľ,кӏалкӏучӏ
201,Beere::N,bobuľa,
202,Apfel::N,jablko,гӏеч
203,Pilz::N,hríb,гӏурдахӏан
204,Zwiebel::N,cibuľa,кӏочӏопер
205,Saat::N,osivo,хьон
206,Korn::N,zrno,мугь
207,Heu::N,seno,хер
208,Schale::N,šupa,хъал
209,Schale::N,škrupina,хъал
210,Grube::N,jama,гвенд
211,Falle::N,pasca,къор
212,Falle::N,pasca,къотен
213,Falle::N,klepec,къор
214,Falle::N,klepec,къотен
215,Schlinge::N,slučka,кӏичӏ
216,Spur::N,stopa,лъалкӏ
217,Asche::N,popol,рахъу
218,Dreck::N,kal,гъиз
219,Dreck::N,kal,хӏарщ
220,Dreck::N,blato,гъиз
221,Dreck::N,blato,хӏарщ
222,Eisen::N,železo,махх
223,Gold::N,zlato,месед
224,Silber::N,striebro,гӏарац
225,Kohle::N,uhlie,тӏурччи
226,Glas::N,sklo,цӏер
227,Lehm::N,íl,хӏатӏ
228,Lehm::N,hlina,хӏатӏ
229,Sand::N,piesok,сали
230,Mensch::N,človek,чи
231,Mann::N,muž,бихьинчи
232,Mann::N,chlap,бихьинчи
233,Frau::N,žena,гӏадан
234,Kind::N,dieťa,лъимер
235,Junge::N,chlapec,вас
236,Mädchen::N,dievka,яс
237,Familie::N,rodina,хъизан
238,Großvater::N,dedo,кӏудада
239,Großvater::N,starý otec,кӏудада
240,Großmutter::N,babička,кӏодо
241,Großmutter::N,stará mať,кӏодо
242,Eltern::N,rodičia,эбел-эмен
243,Vater::N,otec,эмен
244,Mutter::N,mať,эбел
245,Mutter::N,matka,эбел
246,Sohn::N,syn,вас
247,Tochter::N,dcéra,яс
248,Bruder::N,brat,вац
249,Schwester::N,sestra,яц
250,Onkel::N,ujo,даци
251,Onkel::N,strýko,даци
252,Tante::N,teta,ада
253,Tante::N,tetka,ада
254,Ehemann::N,muž,рос
255,Ehemann::N,manžel,рос
256,Ehefrau::N,žena,чӏужу
257,Ehefrau::N,manželka,чӏужу
258,Freude::N,radosť,ракӏбохи
259,Gelächter::N,smiech,релъи
260,Glück::N,šťastie,талихӏ
261,Glück::N,šťastie,талихӏ-рохел
262,Kummer::N,žiaľ,хӏалкъай
263,Kummer::N,zármutok,хӏалкъай
264,Wunsch::N,prianie,къасд
265,Lust::N,chuť,гъира
266,Geist::N,duch,чӏанкӏ
267,Geist::N,duch,рухӏ-жан
268,Gedanke::N,myšlienka,пикру
269,Gedächtnis::N,pamäť,
270,Verstand::N,rozum,лумалъи
271,Verstand::N,rozum,цӏодорлъи
272,Sinn::N,zmysel,магӏна
273,Grund::N,dôvod,багьана
274,Grund::N,príčina,багьана
275,Wahrheit::N,pravda,ритӏухълъи
276,Gespräch::N,reč,накъит
277,Gespräch::N,rozhovor,накъит
278,Märchen::N,rozprávka,маргьа
279,Erzählung::N,poviedka,къиса
280,Nachricht::N,správa,хабар
281,Neuigkeit::N,novinka,хабар-гӏазаб
282,Name::N,meno,цӏар
283,Rätsel::N,záhada,бицанкӏо
284,Rätsel::N,hádanka,бицанкӏо
285,Rede::N,reč,речь
286,Rede::N,reč,калам
287,Sprache::N,reč,мацӏ
288,Sprache::N,jazyk,мацӏ
289,Stimme::N,hlas,гьаракь
290,Wort::N,slovo,рагӏи
291,Zeichen::N,znak,ишара
292,Zeichen::N,znak,гӏаламат
293,Ruf::N,volanie,ахӏи
294,Ruf::N,zavolanie,ахӏи
295,Lärm::N,hluk,хъуй
296,Lärm::N,hluk,хъуди
297,Lärm::N,hurhaj,хъуй
298,Lärm::N,hurhaj,хъуди
299,Laut::N,zvuk,гьаракь
300,Laut::N,zvuk,сас
301,Ton::N,tón,
302,Ton::N,zvuk,
303,Lied::N,pieseň,кечӏ
304,Ruhe::N,pokoj,рахӏат
305,Leute::N,ľudia,гӏадамал
306,Volk::N,ľud,халкъ
307,Volk::N,národ,халкъ
308,Arbeit::N,práca,хӏалтӏи
309,Arbeit::N,robota,хӏалтӏи
310,Gast::N,hosť,гьобол
311,Geschenk::N,dar,сайигъат
312,Spiel::N,hra,хӏай
313,Spiel::N,hra,расанди
314,Gesellschaft::N,spoločnosť,жамагӏат
315,Hilfe::N,pomoc,кумек
316,Freund::N,priateľ,гьудул
317,Kamerad::N,kamarát,гьалмагъ
318,Angelegenheit::N,vec,къваригӏел
319,Angelegenheit::N,záležitosť,къваригӏел
320,Anzahl::N,počet,рикӏкӏен
321,Anzahl::N,množstvo,рикӏкӏен
322,Art::N,druh,жинс
323,Stück::N,kus,кесек
324,Stück::N,kúsok,кесек
325,Teil::N,časť,пай
326,Hälfte::N,polka,бащдаб
327,Hälfte::N,polovica,бащдаб
328,Kreis::N,kruh,гор
329,Kreuz::N,kríž,хъанч
330,Linie::N,línia,мухъ
331,Strich::N,čiara,хӏучч
332,Abstand::N,vzdialenosť,манзил
333,Entfernung::N,vzdialenosť,манзил
334,Gegend::N,kraj,рахъ
335,Gegend::N,krajina,рахъ
336,Platz::N,miesto,бакӏ
337,Ort::N,miesto,бакӏ
338,Seite::N,bok,рахъ
339,Seite::N,strana,рахъ
340,Mitte::N,stred,бакьулъбакӏ
341,Gegenstand::N,predmet,жо
342,Sache::N,vec,жо
343,Rand::N,kraj,мицӏир
344,Rand::N,okraj,мицӏир
345,Kante::N,hrana,рагӏал
346,Kante::N,hrana,рагӏа-ракьан
347,Ecke::N,roh,цили
348,Spitze::N,hrot,тӏогь
349,Spitze::N,špička,тӏогь
350,Ende::N,koniec,кӏал
351,Loch::N,diera,каратӏ
352,Winkel::N,kút,
353,Muster::N,vzor,накъиш
354,Muster::N,vzorka,накъиш
355,Größe::N,veľkosť,кӏодо́лъи
356,Länge::N,dĺžka,халалъи
357,Höhe::N,výška,борхалъи
358,Gewicht::N,váha,бакӏлъи
359,Menge::N,množstvo,
360,Haufen::N,hŕba,гъуни
361,Reihe::N,rad,ирга́
362,Boot::N,čln,раса
363,Ruder::N,veslo,раххан
364,Schlitten::N,sane,чанагъ
365,Ski::N,lyža,лыжаби
366,Lagerfeuer::N,táborák,цӏа
367,Last::N,ťarcha,бакӏлъи
368,Last::N,bremeno,бакӏлъи
369,Gang::N,chôdza,хьвади
370,Gang::N,chôdza,хьвада-чӏвади
371,Schritt::N,krok,гали
372,Norden::N,sever,шимал
373,Süden::N,juh,юг
374,Süden::N,juh,къибла
375,Westen::N,západ,гъарб
376,Westen::N,západ,магъриб
377,Osten::N,východ,шаркъ
378,Osten::N,východ,машрикъ
379,Holz::N,drevo,цӏул
380,Brett::N,doska,хъарщи
381,Platte::N,doska,къоно
382,Platte::N,platňa,къоно
383,Stütze::N,opora,
384,Stange::N,tyč,гӏер
385,Stock::N,palica,тӏил
386,Stab::N,palica,гӏер
387,Rohr::N,rúra,турба
388,Haus::N,dom,ригь
389,Haus::N,dom,рукъзал
390,Heim::N,domov,рукъ
391,Ofen::N,pec,печь
392,Ofen::N,kachle,печь
393,Fußboden::N,dlážka,чӏабар
394,Fußboden::N,podlaha,чӏабар
395,Tisch::N,stôl,стол
396,Stuhl::N,stolička,бакӏу
397,Wiege::N,kolíska,кини
398,Bett::N,lôžko,кровать
399,Bett::N,posteľ,кровать
400,Regal::N,regál,хъарщи
401,Regal::N,polica,хъарщи
402,Kiste::N,debna,ящик
403,Kiste::N,debna,тӏалагъуд
404,Fenster::N,okno,гордо
405,Fenster::N,oblok,гордо
406,Tür::N,dvere,нуцӏа
407,Tor::N,vráta,каву
408,Zaun::N,plot,раци
409,Zaun::N,ohrada,раци
410,Dach::N,krov,тӏох
411,Dach::N,strecha,тӏох
412,Leiter::N,rebrík,мали
413,Leiter::N,rebrina,мали
414,Besen::N,metla,жул
415,Spaten::N,rýľ,бел
416,Schaufel::N,lopata,раххан
417,Gabel::N,vidlička,гӏучӏ
418,Löffel::N,lyžica,гъуд
419,Messer::N,nôž,нус
420,Nagel::N,klinec,магӏ
421,Netz::N,sieť,гьин
422,Haken::N,hák,гъанцӏа
423,Haken::N,háčik,гъанцӏа
424,Griff::N,rukoväť,гӏоркь
425,Schloss::N,zámka,кӏулал
426,Bild::N,obraz,сурат
427,Figur::N,figúra,
428,Puppe::N,bábka,нани
429,Puppe::N,bábika,нани
430,Beutel::N,vrece,таргьа
431,Beutel::N,vrecko,таргьа
432,Bündel::N,uzlík,къай
433,Bündel::N,zväzok,къай
434,Tasche::N,taška,сумка
435,Tasche::N,taška,къвачӏа
436,Tasche::N,kabelka,сумка
437,Tasche::N,kabelka,къвачӏа
438,Eimer::N,vedro,ведро
439,Deckel::N,vrchnák,тӏалъел
440,Deckel::N,vrchnák,дадитӏалъел
441,Deckel::N,pokrývka,тӏалъел
442,Deckel::N,pokrývka,дадитӏалъел
443,Geschirr::N,nádoba,цӏарагӏ
444,Sack::N,mech,хъап
445,Sack::N,mech,къандалъо
446,Sack::N,vrece,хъап
447,Sack::N,vrece,къандалъо
448,Tasse::N,šálka,чашка
449,Topf::N,hrniec,хьаг
450,Kessel::N,kotol,хьаг
451,Kessel::N,kotol,гереги
452,Essen::N,jedlo,тӏагӏам
453,Nahrung::N,strava,квен
454,Nahrung::N,potrava,квен
455,Speise::N,jedlo,квен
456,Fleisch::N,mäso,гьан
457,Getreide::N,obilie,бугӏа-ролъ
458,Getreide::N,obilie,могьолабл_культураби
459,Brei::N,kaša,карщ
460,Brot::N,chlieb,чед
461,Scheibe::N,kotúč,мочӏу
462,Scheibe::N,krajec,мочӏу
463,Fett::N,tuk,беэнлъи
464,Fett::N,masť,беэнлъи
465,Butter::N,maslo,нах
466,Öl::N,olej,нах
467,Salz::N,soľ,цӏам
468,Suppe::N,polievka,чурпа
469,Honig::N,med,гьоцӏо
470,Milch::N,mlieko,рахь
471,Tee::N,čaj,чай
472,Leder::N,koža,тӏом
473,Wolle::N,vlna,квас
474,Stoff::N,súkno,ххам
475,Nadel::N,ihla,рокӏкӏен
476,Faden::N,niť,кун
477,Faden::N,vlákno,кун
478,Knopf::N,gombík,маргъал
479,Knoten::N,uzol,гарацӏ
480,Farbe::N,farba,релъен
481,Kleidung::N,šaty,ретӏел
482,Kleidung::N,šatstvo,ретӏел
483,Hemd::N,košeľa,гурде
484,Kragen::N,golier,габур
485,Ärmel::N,rukáv,къвал
486,Hose::N,nohavice,тӏажу
487,Gürtel::N,pás,рачел
488,Gürtel::N,opasok,рачел
489,Mütze::N,čiapka,тӏагъур
490,Schuh::N,obuv,
491,Schuh::N,topánka,
492,Stiefel::N,čižma,этек
493,Stiefel::N,čižma,чакма
494,Ring::N,prsteň,баргъич
495,Band::N,stuha,лента
496,Kamm::N,hrebeň,гьоркьо
497,Spiegel::N,zrkadlo,матӏу
498,Riemen::N,remeň,рижу
499,Schnur::N,šnúra,
500,Leine::N,vodidlo,
501,Decke::N,deka,одея́ло
502,Decke::N,prikrývka,одея́ло
503,Kissen::N,poduška,къандалъо
504,Tuch::N,šatka,квархьи
505,Handtuch::N,uterák,беркӏалрацӏцӏ
506,Kraft::N,moc,гуч
507,Kraft::N,moc,къуват
508,Stärke::N,sila,хӏалкӏвей
509,Gesundheit::N,zdravie,сахлъи́
510,Krankheit::N,nemoc,унти
511,Krankheit::N,nemoc,щокълъи
512,Krankheit::N,choroba,унти
513,Krankheit::N,choroba,щокълъи
514,Schmerz::N,bolesť,унти
515,Wunde::N,rana,ругъун
516,Fieber::N,horúčka,цӏа-кан
517,Arznei::N,liek,дару
518,Brücke::N,most,кьо
519,Brunnen::N,studňa,гъуй
520,Weide::N,pastva,рицӏцӏ
521,Weide::N,pastva,лъичӏирма
522,Weide::N,pastva,гӏурдаллъи
523,Weide::N,pastva,ри́цӏигъветӏ
524,Weide::N,pastva,рицӏцӏигъветӏ
525,Pfad::N,chodník,сухъмахъ
526,Weg::N,cesta,нух
527,Straße::N,hradská,нух
528,Dorf::N,dedina,росу
529,Stadt::N,mesto,шагьар
530,Brief::N,list,кагъат
531,Brief::N,list,рисалат
532,Buch::N,kniha,тӏехь
533,Buchstabe::N,litera,хӏарп
534,Buchstabe::N,písmeno,хӏарп
535,Zeitung::N,noviny,газет
536,Leben::N,život,яшав
537,Tod::N,smrť,хвел
538,Grab::N,hrob,хоб
539,Kirche::N,kostol,килиса
540,Sünde::N,hriech,хӏакъ
541,Sünde::N,hriech,мунагь
542,Gott::N,boh,бичас
543,Gott::N,boh,аллагь
544,Arbeiter::N,robotník,хӏалтӏухъан
545,Arbeiter::N,pracnovík,хӏалтӏухъан
546,Chef::N,šéf,хӏаким
547,Chef::N,šéf,начальник
548,Chef::N,riaditeľ,хӏаким
549,Chef::N,riaditeľ,начальник
550,Meister::N,majster,устар
551,Meister::N,majster,мастер
552,Meister::N,majster,махщалилав
553,Arzt::N,lekár,жайрахӏ
554,Lehrer::N,učiteľ,мугӏалим
555,Geld::N,peniaze,гӏарац
556,Geschäft::N,obchod,
557,Laden::N,obchod,тукен
558,Preis::N,cena,багьа
559,Ware::N,tovar,къайи
560,Nutzen::N,osoh,мунпагӏат
561,Nutzen::N,úžitok,мунпагӏат
562,Reichtum::N,bohatstvo,бечелъи
563,Welt::N,svet,дуниял
564,Land::N,územie,улка
565,Land::N,územie,икълим
566,Land::N,krajina,улка
567,Land::N,krajina,икълим
568,Staat::N,štát,пачалихъ
569,König::N,kráľ,пача
570,König::N,kráľ,малик
571,König::N,kráľ,къирал
572,König::N,kráľ,падишагь
573,Macht::N,moc,кверщел
574,Macht::N,mocnosť,кверщел
575,Grenze::N,hranica,гӏорхъи
576,Krieg::N,vojna,рагъ
577,Feind::N,nepriateľ,тушман
578,Gewalt::N,násilie,зулму
579,Kampf::N,boj,къеркьей
580,Bogen[Waffe]::N,luk,газаргъо
581,Pfeil::N,šíp,чӏор
582,Pfeil::N,strela,чӏор
583,Gewehr::N,puška,туманкӏ
584,Fehler::N,omyl,гъалатӏ
585,Fehler::N,chyba,гъалатӏ
586,Lüge::N,lož,гьереси
587,Schaden::N,ujma,зиян
588,Schaden::N,ujma,зарал
589,Schaden::N,škoda,зиян
590,Schaden::N,škoda,зарал
591,Unglück::N,nešťastie,балагь
592,Schuld::N,vina,гӏайиб
593,Schuld::N,previnenie,гӏайиб
594,Alter::N,vek,гӏумру
595,Schluss::N,záver,ахир
596,Schluss::N,koniec,ахир
597,Zeit::N,čas,заман
598,Tag::N,deň,къо
599,Morgen::N,ráno,радалмех
600,Mittag::N,poludnie,къадемех
601,Abend::N,večer,релъедамех
602,Nacht::N,noc,сордо
603,Woche::N,týždeň,анкь
604,Monat::N,mesiac,моцӏ
605,Jahr::N,rok,сон
606,Jahr::N,rok,лъагӏел
607,Frühling::N,jar,их
608,Sommer::N,leto,рии
609,Herbst::N,jeseň,хасалихълъи
610,Winter::N,zima,кьин
611,Januar::N,január,январь
612,Februar::N,február,февра́ль
613,März::N,marec,март
614,April::N,apríl,апрель
615,Mai::N,máj,май
616,Juni::N,jún,июнь
617,Juli::N,júl,июль
618,August::N,august,август
619,September::N,september,сентябрь
620,Oktober::N,október,октябрь
621,November::N,november,ноябрь
622,Dezember::N,december,декабрь
623,Montag::N,pondelok,итни
624,Dienstag::N,utorok,талат
625,Mittwoch::N,streda,арбагӏ
626,Donnerstag::N,štvrtok,хамиз
627,Freitag::N,piatok,рузман
628,Samstag::N,sobota,щамат
629,Sonntag::N,nedeľa,гьатӏан
630,groß::A,veľký,кӏудияб
631,klein::A,malý,гьитӏинаб
632,lang::A,dlhý,халатаб
633,kurz::A,krátky,къокъаб
634,breit::A,široký,гӏебаб
635,schmal::A,úzky,къваридаб
636,dicht::A,hustý,ризаб
637,dick[Gegenstand]::A,tlstý,бицатаб
638,dünn::A,tenký,тӏеренаб
639,fein::A,jemný,тӏеренаб
640,fest::A,pevný,къвакӏараб
641,flach::A,rovný,чӏепараб
642,flach::A,plochý,чӏепараб
643,glatt::A,hladký,цӏвакараб
644,hart::A,tvrdý,кьварараб
645,weich::A,mäkký,тамахаб
646,rund::A,guľatý,гургинаб
647,rund::A,okrúhly,гургинаб
648,spitz::A,končitý,бегӏераб
649,scharf::A,ostrý,рекӏараб
650,stumpf::A,tupý,тӏехӏараб
651,stumpf::A,tupý,рекӏинчӏеб
652,schwer::A,ťažký,бакӏаб
653,schön::A,pekný,берцинаб
654,schön::A,krásny,берцинаб
655,heiß::A,horúci,лагьараб
656,warm::A,teplý,хинаб
657,kalt::A,studený,квачараб
658,kühl::A,chladný,квачараб
659,frisch::A,svieži,цӏияб
660,feucht::A,vlhký,рагьараб
661,feucht::A,zvlhnutý,рагьараб
662,nass::A,mokrý,би́ччараб
663,trocken::A,suchý,бакъвараб
664,voll::A,plný,
665,leer::A,prázdny,чӏобогояб
666,offen::A,otvorený,рагьараб
667,geschlossen::A,zavretý,рахараб-къараб
668,sauber::A,čistý,бацӏцӏадаб
669,schmutzig::A,špinavý,гъизараб
670,roh::A,surový,хамаб
671,roh::A,surový,гӏатӏгояб
672,reif::A,zrelý,барщараб
673,lecker::A,chutný,тӏагӏамаб
674,süß::A,sladký,гьуинаб
675,bitter::A,horký,кьогӏаб
676,sauer::A,kyslý,цӏекӏаб
677,hell::A,jasný,канаб
678,hell::A,svetlý,канаб
679,dunkel::A,temný,бецӏаб
680,schwarz::A,čierny,чӏегӏераб
681,weiß::A,biely,хъахӏаб
682,rot::A,červený,багӏараб
683,gelb::A,žltý,гӏобилаб
684,gelb::A,žltý,тӏогьилаб
685,blau::A,modrý,хъахӏилаб
686,blau::A,belasý,хъахӏилаб
687,grün::A,zelený,гӏурччинаб
688,grau::A,šedý,накӏкӏуяб
689,bunt::A,pestrý,къвекӏаб
690,bunt::A,pestrý,чара-гъараб
691,billig::A,lacný,учузаб
692,teuer::A,drahý,хири́яб
693,wertvoll::A,cenný,къиматаб
694,blind::A,slepý,беццаб
695,taub::A,hluchý,гъугъаб
696,kräftig::A,silný,гучаб
697,stark::A,silný,къуватаб
698,schwach::A,slabý,гӏажизаб
699,schwach::A,bezvládny,гӏажизаб
700,fett::A,tučný,кьарияб
701,schlank::A,štíhly,чергесаб
702,hübsch::A,šumný,гьайбатаб
703,hübsch::A,švárny,гьайбатаб
704,böse::A,zlý,ракӏквешаб
705,dumm::A,hlúpy,гьагаб
706,dumm::A,hlúpy,гӏантаб
707,faul::A,lenivý,кӏохӏалаб
708,faul::A,lenivý,кӏухӏа́лаб
709,fleißig::A,snaživý,хӏаракатаб
710,fleißig::A,usilovný,хӏаракатаб
711,geizig::A,skupý,къарумаб
712,geizig::A,lakomý,къарумаб
713,klug::A,múdry,лумияб
714,klug::A,bystrý,лумияб
715,geschickt::A,zručný,махщел бугев
716,geschickt::A,šikovný,махщел бугев
717,lieb::A,milý,гӏазизаб
718,lustig::A,veselý,кепаб
719,sanft::A,nežný,хӏалимаб
720,sanft::A,nežný,хӏере́наб
721,hungrig::A,lačný,бакъараб
722,hungrig::A,hladný,бакъараб
723,krank::A,chorý,щокъаб
724,krank::A,chorý,унтараб
725,krank::A,nemocný,щокъаб
726,krank::A,nemocný,унтараб
727,nackt::A,nahý,гӏицӏаб
728,nackt::A,nahý,чӏанкӏараб
729,traurig::A,smutný,пашманаб
730,lebendig::A,živý,чӏагояб
731,gut::A,dobrý,лъикӏаб
732,schlecht::A,zlý,къадараб
733,richtig::A,správny,битӏараб
734,schlimm::A,zlý,нажасаб
735,schlimm::A,zlý,къабихӏаб
736,schlimm::A,nepríjemný,нажасаб
737,schlimm::A,nepríjemný,къабихӏаб
738,wahr::A,pravý,хӏакъаб
739,wahr::A,pravý,битӏараб
740,wahr::A,pravdivý,хӏакъаб
741,wahr::A,pravdivý,битӏараб
742,alt::A,starý,басрияб
743,neu::A,nový,цӏияб
744,ehemalig::A,bývalý,цебе́госеб
745,alt[Lebewesen]::A,starý,хераб
746,jung::A,mladý,тӏинчӏаб
747,jung::A,mladý,гӏолохъанаб
748,arm::A,chudobný,пакъираб
749,reich::A,bohatý,бечедаб
750,bekannt::A,známy,лъалеб
751,berühmt::A,slávny,машгьураб
752,berühmt::A,povestný,машгьураб
753,fremd::A,cudzí,чияр
754,verschieden::A,rôzny,батӏи-батӏияб
755,verschieden::A,rozličný,батӏи-батӏияб
756,nah::A,blízky,гӏагарда бугеб
757,fern::A,ďaleký,рикӏкӏадаб
758,linker::A,ľavý,квегӏаб
759,rechter::A,pravý,кваранаб
760,anderer::A,iný,батӏияб
761,anderer::A,druhý,батӏияб
