,Concept_ID,fi,hy
121,Berg::N,mäki,լեռ
122,Berg::N,vuori,լեռ
123,Gipfel::N,laki,գագաթ
124,Gipfel::N,laki,կատար
125,Gipfel::N,huippu,գագաթ
126,Gipfel::N,huippu,կատար
127,Höhle::N,luola,քարայր
128,Abhang::N,rinne,լանջ
129,Abhang::N,rinne,զառիվայր
130,Quelle::N,lähde,աղբյուր
131,Bach::N,puro,վտակ
132,Fluss::N,joki,գետ
133,Ufer::N,ranta,ծովափ
134,Küste::N,rannikko,ափ
135,Küste::N,rannikko,ծովափ
136,Festland::N,manner,ցամաք
137,Meer::N,meri,ծով
138,Bucht::N,lahti,հաչիւն
139,Insel::N,saari,վղզի
140,Blume::N,kukka,ծաղիկ
141,Gras::N,ruoho,խոտ
142,Wurzel::N,juuri,արմատ
143,Baum::N,puu,ծառ
144,Stamm::N,runko,իրան
145,Rinde::N,kuori,կեղեւ
146,Rinde::N,kuori,հաչոց
147,Rinde::N,parkki,կեղեւ
148,Rinde::N,parkki,հաչոց
149,Ast::N,oksa,ճյուղ
150,Zweig::N,haara,ճյուղ
151,Blatt::N,lehti,տերեւ
152,Birke::N,koivu,ցարասի
153,Kiefer[Baum]::N,mänty,սոճի
154,Kiefer[Baum]::N,petäjä,սոճի
155,Weide[Baum]::N,paju,ուռենի
156,Tanne::N,kuusi,եղեւին
157,Horn::N,sarvi,
158,Feder::N,sulka,փետուր
159,Feder::N,höyhen,փետուր
160,Fell::N,talja,մորթի
161,Flügel::N,siipi,թեւ
162,Klaue::N,kynsi,չանչ
163,Kralle::N,kynsi,ճանկ
164,Schwanz::N,häntä,պոչ
165,Schwanz::N,pyrstö,պոչ
166,Ei::N,muna,ձու
167,Nest::N,pesä,բույն
168,Bau::N,pesä,որջ
169,Bau::N,pesä,բայոց
170,Tier::N,eläin,կենդանի
171,Herde::N,lauma,հոտ
172,Kuh::N,lehmä,կով
173,Bulle::N,sonni,ցուլ
174,Pferd::N,hevonen,ձի
175,Schaf::N,lammas,ոչխար
176,Schwein::N,sika,խոզ
177,Hund::N,koira,շուն
178,Katze::N,kissa,կատու
179,Bär::N,karhu,արջ
180,Eichhörnchen::N,orava,սկյուռ
181,Elch::N,hirvi,հիւսիսային եղջերու
182,Fuchs::N,kettu,աղվես
183,Hase::N,jänis,նապաստակ
184,Maus::N,hiiri,մուկ
185,Wolf::N,susi,գայլ
186,Vogel::N,lintu,թռչուն
187,Schwarm::N,parvi,երամ
188,Huhn::N,kana,հավ
189,Hahn::N,kukko,աքաղաղ
190,Gans::N,hanhi,սագ
191,Adler::N,kotka,արծիվ
192,Ente::N,ankka,բադ
193,Eule::N,pöllö,բու
194,Kranich::N,kurki,կռունկ
195,Krähe::N,varis,ագռավ
196,Kuckuck::N,käki,կուկու
197,Schwan::N,joutsen,կարապ
198,Fisch::N,kala,ձուկ
199,Barsch::N,ahven,պերկես
200,Hecht::N,hauki,գայլաձուկ
201,Schlange[Tier]::N,käärme,օձ
202,Wurm::N,mato,որդ
203,Wurm::N,mato,ճիճու
204,Spinne::N,hämähäkki,սարդ
205,Ameise::N,muurahainen,միջյուն
206,Laus::N,täi,ոջիլ
207,Mücke::N,sääski,մժղուկ
208,Mücke::N,hyttynen,մժղուկ
209,Fliege::N,kärpänen,ճանճ
210,Schmetterling::N,perhonen,թիթեռ
211,Beere::N,marja,հատապտուղ
212,Apfel::N,omena,խնձոր
213,Pilz::N,sieni,սունկ
214,Zwiebel::N,sipuli,սոխ
215,Saat::N,siemenet,սերմ
216,Korn::N,jyvä,հատիկ
217,Korn::N,vilja,հատիկ
218,Heu::N,heinä,խոտ
219,Schale::N,kuori,կեղեւ
220,Grube::N,kuoppa,փոս
221,Falle::N,loukku,ծուղակ
222,Schlinge::N,ansa,խեղդան
223,Spur::N,jälki,հետք
224,Asche::N,tuhka,մոխիր
225,Dreck::N,lika,աղտ
226,Eisen::N,rauta,երկաթ
227,Gold::N,kulta,ոսկի
228,Silber::N,hopea,արծաթ
229,Kohle::N,hiili,քարածուխ
230,Glas::N,lasi,ապակի
231,Lehm::N,savi,կավ
232,Sand::N,hiekka,ավազ
233,Mensch::N,ihminen,մարդ
234,Mann::N,mies,մարդ
235,Mann::N,mies,տղամարդ
236,Frau::N,nainen,կին
237,Kind::N,lapsi,զավակ
238,Junge::N,poika,տղա
239,Mädchen::N,tyttö,աղջիկ
240,Familie::N,perhe,ընտանիք
241,Großvater::N,isoisä,պապ
242,Großmutter::N,isoäiti,տատ
243,Eltern::N,vanhemmat,ծնողներ
244,Vater::N,isä,հայր
245,Mutter::N,äiti,մայր
246,Sohn::N,poika,որդի
247,Tochter::N,tytär,աղջիկ
248,Tochter::N,tytär,դուստր
249,Bruder::N,veli,եղբայր
250,Schwester::N,sisko,քույր
251,Onkel::N,eno,քեռի
252,Onkel::N,eno,հորեղբայր
253,Onkel::N,setä,քեռի
254,Onkel::N,setä,հորեղբայր
255,Tante::N,täti,մորաքույր
256,Ehemann::N,mies,մարդ
257,Ehemann::N,mies,ամուսին
258,Ehemann::N,aviomies,մարդ
259,Ehemann::N,aviomies,ամուսին
260,Ehefrau::N,vaimo,կին ամուսին
261,Ehefrau::N,aviovaimo,կին ամուսին
262,Freude::N,ilo,ուրախություն
263,Freude::N,riemu,ուրախություն
264,Gelächter::N,nauru,ծիծաղ
265,Glück::N,onni,երջանկություն
266,Kummer::N,suru,վիշտ
267,Kummer::N,murhe,վիշտ
268,Wunsch::N,toive,ցանկություն
269,Wunsch::N,toivomus,ցանկություն
270,Lust::N,himo,փափագ
271,Lust::N,himo,իղձ
272,Geist::N,henki,ոգի
273,Gedanke::N,aate,միտք
274,Gedanke::N,ajatus,միտք
275,Gedächtnis::N,muisti,հիշողություն
276,Verstand::N,äly,խելք
277,Verstand::N,järki,խելք
278,Verstand::N,ymmärrys,խելք
279,Sinn::N,merkitys,իմաստ
280,Grund::N,syy,պատճառ
281,Grund::N,peruste,պատճառ
282,Wahrheit::N,tosi,ճշմարտություն
283,Wahrheit::N,totuus,ճշմարտություն
284,Gespräch::N,puhelu,զրույց
285,Gespräch::N,keskustelu,զրույց
286,Märchen::N,satu,պայիկի պատմություն
287,Erzählung::N,tarina,պատմվածք
288,Erzählung::N,tarina,պատմություն
289,Erzählung::N,kertomus,պատմվածք
290,Erzählung::N,kertomus,պատմություն
291,Nachricht::N,tieto,հաղորդագրություն
292,Nachricht::N,ilmoitus,հաղորդագրություն
293,Neuigkeit::N,uutinen,լուր
294,Neuigkeit::N,uutinen,նորություն
295,Name::N,nimi,անուն
296,Rätsel::N,arvoitus,բարդ խնդիր
297,Rede::N,puhe,ճառ
298,Rede::N,puhe,ելույթ
299,Sprache::N,kieli,լեզու
300,Stimme::N,ääni,ձայն
301,Wort::N,sana,բառ
302,Zeichen::N,merkki,նշան
303,Ruf::N,kutsu,կոչ
304,Ruf::N,kutsu,կանչ
305,Lärm::N,melu,աղմուկ
306,Lärm::N,hälinä,աղմուկ
307,Laut::N,ääni,հնչյուն
308,Laut::N,ääni,ձայն
309,Ton::N,sävel,տոն
310,Lied::N,laulu,երգ
311,Ruhe::N,lepo,անդորրություն
312,Ruhe::N,rauha,անդորրություն
313,Leute::N,väki,մարդիկ
314,Leute::N,ihmiset,մարդիկ
315,Volk::N,kansa,ազգ
316,Arbeit::N,työ,գործ
317,Arbeit::N,työ,աշխատանք
318,Gast::N,vieras,հյուր
319,Geschenk::N,lahja,նվեր
320,Spiel::N,peli,խաղ
321,Spiel::N,leikki,խաղ
322,Gesellschaft::N,seura,ընկերություն
323,Hilfe::N,apu,օգնությթուն
324,Freund::N,ystävä,ընկեր
325,Freund::N,ystävä,բարեկամ
326,Kamerad::N,toveri,ուղեկից
327,Angelegenheit::N,asia,բան
328,Angelegenheit::N,asia,գործ
329,Anzahl::N,lukumäärä,քանակ
330,Anzahl::N,lukumäärä,գումար
331,Art::N,laji,տեսակ
332,Stück::N,pala,կտոր
333,Stück::N,kappale,կտոր
334,Teil::N,osa,մաս
335,Hälfte::N,puoli,կես
336,Kreis::N,ympyrä,շիջանակ
337,Kreuz::N,risti,խաչ
338,Linie::N,viiva,գիծ
339,Strich::N,piirto,գիծ
340,Abstand::N,väli,անջրպետ
341,Abstand::N,väljyys,անջրպետ
342,Entfernung::N,etäisyys,հեռավորություն
343,Gegend::N,seutu,շրջան
344,Platz::N,tila,տարածություն
345,Ort::N,kohta,տեղ
346,Ort::N,kohta,վայր
347,Ort::N,paikka,տեղ
348,Ort::N,paikka,վայր
349,Seite::N,sivu,կողմ
350,Seite::N,kylki,կողմ
351,Mitte::N,keskus,մեջտեղ
352,Mitte::N,puoliväli,մեջտեղ
353,Gegenstand::N,kalu,առարկա
354,Gegenstand::N,esine,առարկա
355,Sache::N,asia,բան
356,Rand::N,ääri,վերջք
357,Rand::N,syrjä,վերջք
358,Kante::N,särmä,եզր
359,Ecke::N,nurkka,անկյուն
360,Spitze::N,terä,ծայր
361,Spitze::N,kärki,ծայր
362,Ende::N,pää,ծայր
363,Ende::N,perä,ծայր
364,Loch::N,kolo,անցք
365,Loch::N,reikä,անցք
366,Winkel::N,kulma,անկյուն
367,Muster::N,kuvio,օրինակ
368,Größe::N,koko,մեծություն
369,Größe::N,suuruus,մեծություն
370,Länge::N,pituus,երկարություն
371,Höhe::N,korkeus,բարձրություն
372,Gewicht::N,paino,կշիռ
373,Menge::N,määrä,քանակ
374,Haufen::N,kasa,դեզ
375,Haufen::N,kasa,կույտ
376,Reihe::N,rivi,շարք
377,Reihe::N,rivi,կարգ
378,Boot::N,vene,նավակ
379,Ruder::N,airo,թի
380,Ruder::N,airo,թիակ
381,Schlitten::N,reki,բալխիր
382,Schlitten::N,kelkka,բալխիր
383,Ski::N,suksi,դահուկ
384,Lagerfeuer::N,nuotio,բացօդեայ կրակ
385,Last::N,kuorma,բեռ
386,Gang::N,kulku,զբոսանք
387,Gang::N,käynti,զբոսանք
388,Schritt::N,askel,քայլ
389,Norden::N,pohjoinen,հյուսիս
390,Süden::N,etelä,հարավ
391,Westen::N,länsi,արեւմուտք
392,Osten::N,itä,արեւելք
393,Holz::N,puu,փայտ
394,Brett::N,lauta,տախտակ
395,Platte::N,levy,թիթեղ
396,Stütze::N,noja,նեցուկ
397,Stange::N,tanko,ձող
398,Stock::N,keppi,փայտ
399,Stab::N,sauva,ցուպ
400,Stab::N,sauva,գավազան
401,Stab::N,seiväs,ցուպ
402,Stab::N,seiväs,գավազան
403,Rohr::N,putki,խողովակ
404,Haus::N,talo,տուն
405,Heim::N,koti,տուն
406,Ofen::N,uuni,վառարան
407,Fußboden::N,lattia,հատակ
408,Tisch::N,pöytä,սեղան
409,Stuhl::N,tuoli,աթոռ
410,Wiege::N,kehto,օրորոց
411,Bett::N,sänky,անկողին
412,Regal::N,hylly,դարակ
413,Kiste::N,arkku,տուփ
414,Kiste::N,kirstu,տուփ
415,Kiste::N,laatikko,տուփ
416,Fenster::N,ikkuna,պատուհան
417,Tür::N,ovi,դուռ
418,Tor::N,portti,դարպաս
419,Zaun::N,aita,ցանկապատ
420,Dach::N,katto,տանիք
421,Dach::N,katto,կտուր
422,Leiter::N,tikkaat,սանդուղք
423,Leiter::N,tikapuut,սանդուղք
424,Besen::N,luuta,ավել
425,Spaten::N,lapio,բահ
426,Schaufel::N,lapio,թի
427,Gabel::N,haarukka,պատառաքաղ
428,Löffel::N,lusikka,գդալ
429,Messer::N,veitsi,դանակ
430,Nagel::N,naula,մեխ
431,Netz::N,verkko,ցանց
432,Haken::N,haka,կարթ
433,Haken::N,koukku,կարթ
434,Griff::N,ripa,կոթ
435,Griff::N,ripa,բռնակ
436,Griff::N,kahva,կոթ
437,Griff::N,kahva,բռնակ
438,Schloss::N,lukko,կողպեք
439,Bild::N,kuva,նկար
440,Bild::N,kuva,պատկեր
441,Figur::N,kuvio,քանդակ
442,Figur::N,kuvio,պատկեր
443,Puppe::N,nukke,տիկնիկ
444,Beutel::N,pussi,տոպրակ
445,Bündel::N,nippu,կապոց
446,Bündel::N,kimppu,կապոց
447,Tasche::N,laukku,պայուսակ
448,Eimer::N,sanko,դույլ
449,Eimer::N,ämpäri,դույլ
450,Deckel::N,kansi,կափարիչ
451,Geschirr::N,astia,ամանեղեն
452,Sack::N,säkki,պարկ
453,Sack::N,säkki,տոպրակ
454,Tasse::N,kuppi,թաս
455,Tasse::N,kuppi,գավաթ
456,Topf::N,pata,անոթ
457,Kessel::N,kattila,կաթսա
458,Essen::N,syönti,կերակուր
459,Nahrung::N,ruoka,ուտելիք
460,Nahrung::N,ravinto,ուտելիք
461,Speise::N,ruoka,խորտիկ
462,Speise::N,ruoka,կերակուր
463,Fleisch::N,liha,միս
464,Getreide::N,vilja,հացահատիկ
465,Brei::N,puuro,լանդակ
466,Brot::N,leipä,հաց
467,Scheibe::N,viipale,կտոր
468,Scheibe::N,viipale,պատառ
469,Fett::N,rasva,ճարպ
470,Butter::N,voi,կարագ
471,Öl::N,öljy,ձեթ
472,Salz::N,suola,աղ
473,Suppe::N,keitto,սուպ
474,Suppe::N,keitto,ապուր
475,Honig::N,hunaja,մեղր
476,Milch::N,maito,կաթ
477,Tee::N,tee,թեյ
478,Leder::N,nahka,կաշի
479,Wolle::N,villa,բուրդ
480,Stoff::N,kangas,գործվածք
481,Nadel::N,neula,ասեղ
482,Faden::N,lanka,թել
483,Knopf::N,nappi,կոճակ
484,Knoten::N,solmu,հանգույց
485,Farbe::N,maali,ներկ
486,Kleidung::N,vaatteet,հագուստ
487,Hemd::N,paita,վերնաշապիկ
488,Kragen::N,kaulus,օձիք
489,Ärmel::N,hiha,թեւք
490,Hose::N,housut,շալվար
491,Gürtel::N,vyö,գոտի
492,Mütze::N,lakki,կեպի
493,Schuh::N,kenkä,կոշիկ
494,Stiefel::N,saapas,երկարաճիթ կոշիկ
495,Ring::N,sormus,զնգալ
496,Band::N,nauha,ժապավեն
497,Kamm::N,kampa,սանր
498,Spiegel::N,peili,հայելի
499,Riemen::N,hihna,փոկ
500,Schnur::N,naru,լար
501,Schnur::N,nuora,լար
502,Leine::N,talutushihna,փոկ
503,Decke::N,peite,վերմակ
504,Kissen::N,tyyny,բարձ
505,Kissen::N,pielus,բարձ
506,Tuch::N,huivi,թաշկինակ
507,Handtuch::N,pyyheliina,սրբիչ
508,Kraft::N,väki,ուժ
509,Kraft::N,voima,ուժ
510,Stärke::N,vahvuus,պնդություն
511,Stärke::N,vahvuus,ամրություն
512,Gesundheit::N,terveys,առողջություն
513,Krankheit::N,tauti,ախտ
514,Krankheit::N,tauti,հիվանդություն
515,Krankheit::N,sairaus,ախտ
516,Krankheit::N,sairaus,հիվանդություն
517,Schmerz::N,kipu,ցավ
518,Schmerz::N,kipu,տանջանք
519,Schmerz::N,särky,ցավ
520,Schmerz::N,särky,տանջանք
521,Wunde::N,haava,վերք
522,Fieber::N,kuume,տենդ
523,Arznei::N,lääke,դեղ
524,Brücke::N,silta,կամուրջ
525,Brunnen::N,kaivo,հոր
526,Brunnen::N,kaivo,ջրհոր
527,Weide::N,laidun,արոտավայր
528,Pfad::N,polku,արահետ
529,Weg::N,tie,ուղի
530,Straße::N,katu,ճանապարհ
531,Dorf::N,kylä,գյուղ
532,Stadt::N,kaupunki,քաղաք
533,Brief::N,kirje,նամակ
534,Buch::N,kirja,գիրք
535,Buchstabe::N,kirjain,տառ
536,Buchstabe::N,kirjain,գիր
537,Zeitung::N,lehti,լրագիր
538,Zeitung::N,sanomalehti,լրագիր
539,Leben::N,elo,կյանք
540,Leben::N,elämä,կյանք
541,Tod::N,kuolema,մահ
542,Grab::N,hauta,գերեզման
543,Kirche::N,kirkko,եկեղեցի
544,Sünde::N,synti,մեղք
545,Gott::N,jumala,աստված
546,Arbeiter::N,työläinen,բանվոր
547,Arbeiter::N,työläinen,աշխատող
548,Chef::N,päällikkö,տեր
549,Meister::N,mestari,վարպետ
550,Arzt::N,lääkäri,բժիշկ
551,Lehrer::N,opettaja,ուսուցիչ
552,Geld::N,raha,փող
553,Geschäft::N,liike,գործ
554,Geschäft::N,liike,աշխատանք
555,Laden::N,puoti,կրպակ
556,Laden::N,puoti,խանութ
557,Laden::N,kauppa,կրպակ
558,Laden::N,kauppa,խանութ
559,Preis::N,hinta,գին
560,Ware::N,tavara,ապրանք
561,Nutzen::N,hyöty,օգուտ
562,Reichtum::N,rikkaus,հարստություն
563,Welt::N,maailma,աշխարհ
564,Land::N,maa,երկիր
565,Staat::N,valtio,պետություն
566,König::N,kuningas,արքա
567,König::N,kuningas,թագավոր
568,Macht::N,mahti,իշխանություն
569,Grenze::N,raja,սահման
570,Krieg::N,sota,պատերազմ
571,Feind::N,vihollinen,թշնամի
572,Gewalt::N,väkivalta,բռնություն
573,Gewalt::N,väkivalta,սաստկություն
574,Kampf::N,taistelu,մարտ
575,Bogen[Waffe]::N,jousi,աղեղ
576,Pfeil::N,nuoli,նետ
577,Gewehr::N,kivääri,հրացան
578,Fehler::N,vika,սխալ
579,Fehler::N,virhe,սխալ
580,Lüge::N,valhe,սուտ
581,Schaden::N,vaurio,վնաս
582,Schaden::N,vahinko,վնաս
583,Unglück::N,vahinko,դժբախտություն
584,Unglück::N,onnettomuus,դժբախտություն
585,Schuld::N,syy,պակասություն
586,Alter::N,ikä,հասակ
587,Schluss::N,loppu,վերջ
588,Schluss::N,loppu,վախճան
589,Zeit::N,aika,ժամանակ
590,Tag::N,päivä,օր
591,Morgen::N,aamu,առավոտ
592,Morgen::N,huomen,առավոտ
593,Mittag::N,keskipäivä,կեսօր
594,Abend::N,ilta,երեկո
595,Nacht::N,yö,գիշեր
596,Woche::N,viikko,շաբաթ
597,Monat::N,kuukausi,ամիս
598,Jahr::N,vuosi,տարի
599,Frühling::N,kevät,գարուն
600,Sommer::N,kesä,ամառ
601,Herbst::N,syksy,աշուն
602,Winter::N,talvi,ձմեռ
603,Januar::N,tammikuu,հունվար
604,Februar::N,helmikuu,փետրվար
605,März::N,maaliskuu,մարտ
606,April::N,huhtikuu,ապրիլ
607,Mai::N,toukokuu,մայիս
608,Juni::N,kesäkuu,հունիս
609,Juli::N,heinäkuu,հուլիս
610,August::N,elokuu,օգոստոս
611,September::N,syyskuu,սեպտեմբեր
612,Oktober::N,lokakuu,հոկտեմբեր
613,November::N,marraskuu,նոյեմբեր
614,Dezember::N,joulukuu,դեկտեմբեր
615,Montag::N,maanantai,երկուշաբթի
616,Dienstag::N,tiistai,երեքշաբթի
617,Mittwoch::N,keskiviikko,չորեքշաբթի
618,Donnerstag::N,torstai,հինգշաբթի
619,Freitag::N,perjantai,ուրբաթ
620,Samstag::N,lauantai,շաբաթ
621,Sonntag::N,sunnuntai,կիրակի
622,groß::A,iso,մեծ
623,groß::A,iso,խոշոր
624,groß::A,suuri,մեծ
625,groß::A,suuri,խոշոր
626,klein::A,pieni,պստիկ
627,klein::A,pieni,փոքրիկ
628,lang::A,pitkä,երկար
629,kurz::A,lyhyt,կարճ
630,breit::A,leveä,լայն
631,schmal::A,kapea,նեղ
632,dicht::A,taaja,խիտ
633,dick[Gegenstand]::A,paksu,հաստ
634,dünn::A,ohut,բարակ
635,fein::A,hieno,նուրբ
636,fest::A,luja,ամուր
637,fest::A,luja,պինդ
638,flach::A,litteä,տափակ
639,flach::A,tasainen,տափակ
640,glatt::A,sileä,հարթ
641,glatt::A,siloinen,հարթ
642,hart::A,kova,կարծր
643,weich::A,pehmeä,մեղմ
644,weich::A,pehmeä,փափուկ
645,rund::A,pyöreä,կլոր
646,spitz::A,terävä,սրածայր
647,scharf::A,terävä,սուր
648,stumpf::A,tylsä,գուլ
649,schwer::A,raskas,ծանր
650,schwer::A,painava,ծանր
651,schön::A,kaunis,սիրուն
652,schön::A,kaunis,գեղեցիկ
653,heiß::A,kuuma,թեժ
654,warm::A,lämmin,տաք
655,warm::A,lämmin,ջերմ
656,kalt::A,kylmä,ցուրտ
657,kalt::A,viluinen,ցուրտ
658,kühl::A,viileä,զով
659,frisch::A,tuore,թարմ
660,feucht::A,kostea,ղոնավ
661,nass::A,märkä,թաց
662,trocken::A,kuiva,ցամաք
663,voll::A,täysi,լի
664,voll::A,täysi,լիքը
665,leer::A,tyhjä,դատարկ
666,offen::A,avonainen,բաց
667,geschlossen::A,suljettu,գոց
668,sauber::A,puhdas,մաքուր
669,schmutzig::A,likainen,կեղտոտ
670,roh::A,raaka,հում
671,reif::A,kypsä,հասած
672,reif::A,kypsä,հասուն
673,lecker::A,herkullinen,համեղ
674,süß::A,makea,անուշ
675,bitter::A,karvas,կծու
676,bitter::A,kitkerä,կծու
677,sauer::A,hapan,թթու
678,sauer::A,hapan,թթված
679,hell::A,kirkas,պայծառ
680,hell::A,kirkas,խելամիտ
681,hell::A,valoisa,պայծառ
682,hell::A,valoisa,խելամիտ
683,dunkel::A,pimeä,մութ
684,schwarz::A,musta,սեւ
685,weiß::A,valkea,սպիտակ
686,rot::A,punainen,կարմիր
687,gelb::A,keltainen,դեղին
688,blau::A,sininen,կապույտ
689,grün::A,vihreä,կանաչ
690,grau::A,harmaa,գորշ
691,bunt::A,kirjava,գոյնզգոյն
692,billig::A,halpa,էժան
693,billig::A,huokea,էժան
694,teuer::A,kallis,թանկ
695,wertvoll::A,arvokas,թանկարժեք
696,blind::A,sokea,կույր
697,taub::A,kuuro,խուլ
698,kräftig::A,väkevä,հզոր
699,kräftig::A,voimakas,հզոր
700,stark::A,vahva,ուժեղ
701,schwach::A,heikko,տկար
702,schwach::A,heikko,թույլ
703,fett::A,lihava,գեր
704,schlank::A,hoikka,նիհար
705,schlank::A,solakka,նիհար
706,hübsch::A,soma,գրավիչ
707,hübsch::A,soma,սիրունիկ
708,hübsch::A,sievä,գրավիչ
709,hübsch::A,sievä,սիրունիկ
710,böse::A,paha,չար
711,böse::A,häijy,չար
712,dumm::A,tyhmä,հիմար
713,dumm::A,typerä,հիմար
714,faul::A,laiska,ծույլ
715,fleißig::A,ahkera,ջանասեր
716,fleißig::A,ahkera,փութաջան
717,geizig::A,saita,ագահ
718,geizig::A,saita,կծծի
719,klug::A,älykäs,խելոք
720,klug::A,älykäs,ընդունակ
721,geschickt::A,taitava,ճարտար
722,lieb::A,rakas,սիրելի
723,lustig::A,hauska,զվարթ
724,lustig::A,iloinen,զվարթ
725,sanft::A,lauha,հեզ
726,sanft::A,lempeä,հեզ
727,hungrig::A,nälkäinen,քաղցած
728,krank::A,sairas,հիվանդ
729,nackt::A,alaston,մերկ
730,traurig::A,surullinen,տխուր
731,traurig::A,murheellinen,տխուր
732,lebendig::A,elävä,կենդանի
733,gut::A,hyvä,լավ
734,schlecht::A,paha,վատ
735,schlecht::A,huono,վատ
736,richtig::A,oikea,ձիշտ
737,schlimm::A,paha,լղրճուկ
738,wahr::A,tosi,ճիշտ
739,wahr::A,tosi,իրական
740,alt::A,vanha,հին
741,neu::A,uusi,նոր
742,ehemalig::A,entinen,նախկին
743,ehemalig::A,muinainen,նախկին
744,alt[Lebewesen]::A,vanha,ծեր
745,alt[Lebewesen]::A,vanha,պառավ
746,jung::A,nuori,մատաղ
747,arm::A,köyhä,աղքատ
748,reich::A,rikas,հարուստ
749,bekannt::A,tuttu,ծանոթ
750,bekannt::A,tunnettu,ծանոթ
751,berühmt::A,kuuluisa,հայտնի
752,berühmt::A,kuuluisa,հռչակավոր
753,fremd::A,vieras,օտար
