,Concept_ID,sl,ba
64,Luft::N,zràk,һауа
65,Wind::N,véter,ел
66,Welle::N,vál,тулҡын
67,Wasser::N,vôda,һыу
68,Stein::N,kámen,таш
69,Boden::N,tlà,тупраҡ
70,Erde::N,pŕst,балсҡ
71,Erde::N,zêmlja,балсҡ
72,Staub::N,práh,туҙан
73,Rauch::N,dìm,төтөн
74,Funke::N,ískra,осҡон
75,Feuer::N,ôgenj,ут
76,Licht::N,lúč,яҡтылыҡ
77,Schatten::N,sénca,күләгә
78,Wetter::N,vrême,һауа торошо
79,Nebel::N,meglà,төман
80,Wolke::N,oblák,болот
81,Regen::N,dèž,ямғыр
82,Schnee::N,snég,ҡар
83,Eis::N,léd,боҙ
84,Frost::N,zmrzál,һалҡын
85,Kälte::N,mràz,һыуыҡ
86,Hitze::N,pripéka,томра
87,Hitze::N,pripéka,эҫелек
88,Raureif::N,ívje,ҡырау
89,Raureif::N,slána,ҡырау
90,Regenbogen::N,mávrica,йәйғор
91,Donner::N,gròm,күк күкрәү
92,Strömung::N,strúja,ағым
93,Tropfen::N,káplja,тамсы
94,Schaum::N,péna,күбек
95,Schmutz::N,nesnága,батҡаҡ
96,See::N,jézero,күл
97,Sumpf::N,močvírje,һаҙлык
98,Moor::N,bárje,һаҙ
99,Wiese::N,trávnik,болон
100,Wald::N,lés,урман
101,Wald::N,gòzd,урман
102,Hügel::N,brég,түбә
103,Hügel::N,goríca,түбә
104,Anhöhe::N,gríč,түбә
105,Anhöhe::N,gríč,ҡалҡыулыҡ
106,Anhöhe::N,višína,түбә
107,Anhöhe::N,višína,ҡалҡыулыҡ
108,Berg::N,gôra,тау
109,Berg::N,planína,тау
110,Gipfel::N,vŕh,түбә
111,Höhle::N,jáma,мәмерйә
112,Höhle::N,votlína,мәмерйә
113,Abhang::N,pobóčje,ипкен
114,Quelle::N,izvír,шишмә
115,Bach::N,pôtok,шишмә
116,Fluss::N,réka,йылға
117,Ufer::N,brég,яр
118,Küste::N,obála,яр буйы
119,Küste::N,obréžje,яр буйы
120,Festland::N,celína,ҡоро ер
121,Festland::N,kopnína,ҡоро ер
122,Meer::N,mórje,диңгез
123,Bucht::N,zalív,бухта
124,Insel::N,ôtok,үтрау
125,Blume::N,cvetlíca,сәскә
126,Gras::N,tráva,үлән
127,Wurzel::N,korenína,тамыр
128,Baum::N,drevó,ағас
129,Stamm::N,dêblo,олон
130,Stamm::N,dêblo,көбәк
131,Rinde::N,lúbje,ҡабыҡ
132,Rinde::N,skórja,ҡабыҡ
133,Ast::N,véja,ботаҡ
134,Zweig::N,véja,ботаҡ
135,Zweig::N,véja,тармаҡ
136,Blatt::N,líst,япраҡ
137,Birke::N,bréza,ҡайын
138,Kiefer[Baum]::N,bòr,ҡарғай
139,Weide[Baum]::N,vŕba,тал
140,Tanne::N,hója,шыршы
141,Horn::N,róg,мөғөҙ
142,Feder::N,peró,ҡауырһын
143,Fell::N,kŕzno,тире
144,Flügel::N,krílo,ҡанат
145,Klaue::N,párkelj,тырнаҡ
146,Kralle::N,krémpelj,аяҡ
147,Schwanz::N,rèp,ҡойроҡ
148,Ei::N,jájce,йомортҡа
149,Nest::N,gnézdo,оя
150,Bau::N,brlòg,оң
151,Tier::N,živál,жайуан
152,Tier::N,živál,йыртҡыс
153,Herde::N,čréda,көтөү
154,Kuh::N,kráva,һыйыр
155,Bulle::N,bìk,үгеҙ
156,Pferd::N,kònj,ат
157,Schaf::N,ôvca,һарыҡ
158,Schwein::N,svínja,сусҡа
159,Hund::N,pès,эт
160,Katze::N,máčka,бесәй
161,Bär::N,mêdved,айыу
162,Eichhörnchen::N,véverica,тейен
163,Elch::N,lós,мышы
164,Fuchs::N,lisíca,төлкө
165,Hase::N,zájec,ҡуян
166,Maus::N,mìš,сысҡан
167,Wolf::N,vólk,бүре
168,Vogel::N,ptìč,ҡош
169,Vogel::N,ptíca,ҡош
170,Schwarm::N,játa,көтөү
171,Huhn::N,kokóš,тауыҡ
172,Hahn::N,petêlin,әтәс
173,Gans::N,gós,ҡаҙ
174,Adler::N,ôrel,бөркөт
175,Ente::N,ráca,өйрәк
176,Eule::N,sôva,өкө
177,Eule::N,sôva,ябалаҡ
178,Kranich::N,žerjàv,торна
179,Krähe::N,vrána,ҡарға
180,Kuckuck::N,kúkavica,кәкүк
181,Schwan::N,labód,аҡҡош
182,Fisch::N,ríba,балыҡ
183,Barsch::N,ostríž,алабуға
184,Hecht::N,ščúka,суртан
185,Schlange[Tier]::N,káča,йылан
186,Wurm::N,čr̀v,селяүсен
187,Wurm::N,glísta,селяүсен
188,Spinne::N,pájek,үрмәксе
189,Ameise::N,mrávlja,ҡырмыҫҡа
190,Laus::N,úš,бет
191,Mücke::N,komár,серәкәй
192,Fliege::N,múha,себен
193,Schmetterling::N,metúlj,күбәләк
194,Beere::N,jágoda,еләк
195,Apfel::N,jábolko,алма
196,Pilz::N,góba,бәшмәк
197,Zwiebel::N,čebúla,һуган
198,Saat::N,séme,орлоҡ
199,Korn::N,zŕno,иген
200,Heu::N,senó,бесән
201,Schale::N,lupína,ҡабыҡ
202,Grube::N,jáma,соҡор
203,Falle::N,pást,тоҙак
204,Falle::N,pást,ҡапҡан
205,Schlinge::N,zánka,тоҙак
206,Schlinge::N,pêtlja,тоҙак
207,Spur::N,sléd,әҫер
208,Asche::N,pepél,көл
209,Dreck::N,bláto,батҡаҡ
210,Eisen::N,želézo,тимер
211,Gold::N,zlató,алтын
212,Silber::N,srebró,көмөш
213,Kohle::N,ógel,күмер
214,Glas::N,stêklo,быяла
215,Lehm::N,ílo,балсыҡ
216,Sand::N,pések,ҡом
217,Mensch::N,člôvek,кеше
218,Mann::N,móž,ир
219,Mann::N,môški,ир
220,Frau::N,gospá,ҡатын
221,Frau::N,žénska,ҡатын
222,Kind::N,déte,бала
223,Kind::N,otròk,бала
224,Junge::N,fànt,малай
225,Junge::N,déček,малай
226,Mädchen::N,deklè,ҡыҙ
227,Mädchen::N,deklè,ҡыҙыҡай
228,Mädchen::N,déklica,ҡыҙ
229,Mädchen::N,déklica,ҡыҙыҡай
230,Familie::N,družína,ғаилә
231,Großvater::N,dèd,олатай
232,Großvater::N,dédek,олатай
233,Großmutter::N,bábica,әбәй
234,Eltern::N,stárši,ата-әсә
235,Vater::N,ôče,атай
236,Mutter::N,máma,әсә
237,Sohn::N,sín,ул
238,Tochter::N,hčí,ҡыҙ
239,Tochter::N,hčérka,ҡыҙ
240,Bruder::N,bràt,агай
241,Schwester::N,sêstra,алай
242,Schwester::N,sêstra,һеңле
243,Onkel::N,újec,ағай
244,Onkel::N,stríc,ағай
245,Tante::N,têta,апай
246,Tante::N,strína,апай
247,Ehemann::N,móž,ир
248,Ehemann::N,sopróg,ир
249,Ehefrau::N,žêna,ҡатын
250,Ehefrau::N,sopróga,ҡатын
251,Freude::N,rádost,шатлыҡ
252,Freude::N,rádost,ҡыуаныс
253,Freude::N,vesêlje,шатлыҡ
254,Freude::N,vesêlje,ҡыуаныс
255,Gelächter::N,sméh,көлөү
256,Gelächter::N,grohòt,көлөү
257,Glück::N,sréča,бәхет
258,Kummer::N,gorjé,ҡайғы
259,Wunsch::N,žêlja,теләк
260,Lust::N,poželênje,әүәҫлек
261,Geist::N,dúša,аң
262,Geist::N,dúša,рух
263,Gedanke::N,mísel,уй
264,Gedanke::N,mísel,фекер
265,Gedächtnis::N,pámet,хәтер
266,Sinn::N,pomèn,мәғәня
267,Sinn::N,smísel,мәғәня
268,Grund::N,vzròk,сәбәп
269,Wahrheit::N,resníca,дөрөҫлөк
270,Gespräch::N,pogóvor,әңгәмә
271,Märchen::N,právljica,әкиәт
272,Erzählung::N,povést,хикәйә
273,Nachricht::N,sporočílo,хәбәр
274,Neuigkeit::N,novóst,яңылыҡ
275,Name::N,imé,исем
276,Rätsel::N,ugánka,йомаҡ
277,Rede::N,góvor,телмәр
278,Sprache::N,jêzik,тел
279,Sprache::N,jêzik,телмәр
280,Stimme::N,glás,тауыш
281,Wort::N,beséda,һүҙ
282,Zeichen::N,znák,билдә
283,Ruf::N,klíc,саҡырыу
284,Lärm::N,hrúp,шаулау
285,Lärm::N,trúšč,шаулау
286,Laut::N,glás,тауыш
287,Ton::N,tón,яңғырау
288,Lied::N,pésem,йыр
289,Ruhe::N,pokòj,ял
290,Ruhe::N,pokòj,тыныслыҡ
291,Leute::N,ljudjé,кешеләр
292,Volk::N,národ,халҡ
293,Arbeit::N,délo,эш
294,Gast::N,gòst,ҡунаҡ
295,Geschenk::N,darílo,бүләк
296,Spiel::N,ígra,уйын
297,Gesellschaft::N,drúžba,йәмғиәт
298,Hilfe::N,pomóč,ярҙам
299,Freund::N,prijátelj,дуҫ
300,Kamerad::N,továriš,иптәш
301,Angelegenheit::N,zadéva,әш
302,Anzahl::N,števílo,һан
303,Art::N,vŕsta,төр
304,Stück::N,kós,киҫәк
305,Teil::N,dél,өлөш
306,Hälfte::N,polovíca,ярты
307,Kreis::N,króg,түңәрәк
308,Kreis::N,kolobár,түңәрәк
309,Kreuz::N,kríž,тәре
310,Linie::N,próga,һыҙыҡ
311,Strich::N,čŕta,һыҙат
312,Abstand::N,preslédek,ара
313,Entfernung::N,oddáljenost,алыҫлыҡ
314,Gegend::N,kràj,урын
315,Gegend::N,dežêla,урын
316,Platz::N,prôstor,арауыҡ
317,Ort::N,mésto,ерҙәр
318,Ort::N,mésto,урындар
319,Ort::N,mésto,эш урыны
320,Seite::N,bòk,яҡ
321,Seite::N,strán,яҡ
322,Mitte::N,sredína,урталыҡ
323,Gegenstand::N,prédmet,нәмә
324,Sache::N,réč,нәмә
325,Sache::N,réč,әйбер
326,Sache::N,stvár,нәмә
327,Sache::N,stvár,әйбер
328,Rand::N,kràj,сит
329,Kante::N,rób,ҡабырға
330,Kante::N,rób,ян
331,Ecke::N,vogál,мөйөш
332,Spitze::N,óst,ос
333,Ende::N,kônec,аҙаҡ
334,Loch::N,lúknja,тишек
335,Winkel::N,kót,мөйөш
336,Muster::N,vzórec,биҙәк
337,Größe::N,veličína,ҙурлыҡ
338,Länge::N,dolžína,оҙонлоҡ
339,Höhe::N,vršína,бейеклек
340,Gewicht::N,téža,үлсәү
341,Menge::N,količína,һан
342,Haufen::N,kùp,өйөм
343,Haufen::N,kopíca,өйөм
344,Reihe::N,níz,рәт
345,Reihe::N,vŕsta,рәт
346,Boot::N,čóln,кәмә
347,Ruder::N,vêslo,ишкәк
348,Schlitten::N,saní,сана
349,Ski::N,smučí,саңгы
350,Lagerfeuer::N,táborni ôgenj,костер
351,Last::N,tôvor,ауырлыҡ
352,Gang::N,hòd,барыу
353,Schritt::N,korák,аҙым
354,Norden::N,séver,төньяҡ
355,Süden::N,júg,көньяҡ
356,Westen::N,zapàd,көнбайыш
357,Osten::N,vzhòd,көнсығыш
358,Holz::N,lés,үағас
359,Brett::N,deskà,таҡта
360,Platte::N,plôča,плита
361,Stütze::N,opóra,терәк
362,Stütze::N,zaslómba,терәк
363,Stange::N,gréd,кәртә
364,Stock::N,pálica,таяҡ
365,Stab::N,pálica,ҡолға
366,Rohr::N,cév,торба
367,Haus::N,híša,өй
368,Haus::N,híša,йорт
369,Heim::N,dóm,өй
370,Ofen::N,péč,мейес
371,Fußboden::N,pòd,енес
372,Tisch::N,míza,өҫтәл
373,Stuhl::N,stòl,ултырғыс
374,Wiege::N,zíbel,бишек
375,Bett::N,póstelja,карауат
376,Regal::N,políca,кәштә
377,Kiste::N,zabòj,йәшинк
378,Fenster::N,ôkno,тәҙрә
379,Tür::N,vráta,ишек
380,Tor::N,velíka vráta,ҡапҡа
381,Zaun::N,ográja,ҡойма
382,Dach::N,stréha,түбә
383,Dach::N,stréha,ҡыйыҡ
384,Leiter::N,léstev,баҫҡыс
385,Besen::N,mêtla,һепертке
386,Spaten::N,lopáta,көрәк
387,Schaufel::N,lopáta,көрәк
388,Gabel::N,vílice,сәнске
389,Löffel::N,žlíca,ҡалаҡ
390,Messer::N,nòž,бысаҡ
391,Nagel::N,žebèlj,сөй
392,Netz::N,mréža,ау
393,Haken::N,kljúka,ыргаҡ
394,Griff::N,ročáj,тотҡа
395,Griff::N,oprijèm,тотҡа
396,Schloss::N,ključávnica,йоҙаҡ
397,Bild::N,slíka,картина
398,Figur::N,figúra,һын
399,Figur::N,postáva,һын
400,Puppe::N,lútka,ҡурсаҡ
401,Beutel::N,môšnja,тоҡ
402,Bündel::N,cúla,төргәк
403,Bündel::N,svéženj,төргәк
404,Tasche::N,tórba,сумка
405,Tasche::N,tobôlec,сумка
406,Eimer::N,vêdro,биҙрә
407,Deckel::N,pokròv,ҡапҡас
408,Deckel::N,poklópec,ҡапҡас
409,Geschirr::N,posóda,һауыт-һаба
410,Sack::N,vréča,тоҡ
411,Tasse::N,skodélica,сынаяҡ
412,Topf::N,lônec,кәстрүл
413,Kessel::N,kôtel,ҡаҙан
414,Essen::N,hrána,ашау
415,Nahrung::N,živílo,аҙыҡ
416,Speise::N,jéd,аш
417,Fleisch::N,mesó,ит
418,Getreide::N,žíto,иген
419,Getreide::N,žíto,ашлыҡ
420,Brei::N,káša,бутҡа
421,Brot::N,krùh,икмәк
422,Scheibe::N,réženj,телем
423,Fett::N,mást,май
424,Fett::N,maščôba,май
425,Butter::N,máslo,май
426,Öl::N,ólje,май буяуы
427,Salz::N,sól,тоҙ
428,Suppe::N,júha,һурпа
429,Honig::N,méd,бал
430,Milch::N,mléko,һөт
431,Tee::N,čáj,сәй
432,Leder::N,úsnje,күн
433,Wolle::N,vólna,йөн
434,Stoff::N,blagó,туҡыма
435,Nadel::N,ígla,энә
436,Faden::N,nít,еп
437,Knopf::N,gúmb,төймә
438,Knoten::N,vôzel,төйөн
439,Farbe::N,bárva,буяу
440,Kleidung::N,obléka,кейем
441,Hemd::N,srájca,күлдәк
442,Kragen::N,ovrátnik,яға
443,Ärmel::N,rokáv,ең
444,Hose::N,hláče,салбар
445,Gürtel::N,pás,ҡайыш
446,Mütze::N,kápa,бүрк
447,Mütze::N,čépica,бүрк
448,Schuh::N,čévelj,туфли
449,Stiefel::N,škórenj,итек
450,Ring::N,pŕstan,йөҙөк
451,Ring::N,pŕstan,балдаҡ
452,Band::N,trák,таҫма
453,Kamm::N,glavník,тараҡ
454,Spiegel::N,zrcálo,көзгө
455,Spiegel::N,ogledálo,көзгө
456,Riemen::N,jêrmen,ҡайыш
457,Schnur::N,vŕvca,бау
458,Leine::N,konôpec,бау
459,Decke::N,odéja,одеяд
460,Kissen::N,blazína,мендәр
461,Tuch::N,pŕt,яулыҡ
462,Tuch::N,rúta,яулыҡ
463,Handtuch::N,brisáča,таҫтамал
464,Kraft::N,síla,көс
465,Stärke::N,jákost,көс
466,Gesundheit::N,zdrávje,һаулыҡ
467,Krankheit::N,bolézen,сир
468,Krankheit::N,bolézen,ауырыу
469,Schmerz::N,ból,һыҙлау
470,Schmerz::N,ból,әрнеү
471,Schmerz::N,bolečína,һыҙлау
472,Schmerz::N,bolečína,әрнеү
473,Wunde::N,rána,йәрәхәт
474,Fieber::N,vročína,тапма
475,Fieber::N,vročína,биҙгәк
476,Arznei::N,lék,дарыу
477,Arznei::N,zdravílo,дарыу
478,Brücke::N,móst,күпер
479,Brunnen::N,vodnják,ҡоҙоҡ
480,Weide::N,páša,көтөүлек
481,Pfad::N,stezà,һуҡмаҡ
482,Weg::N,pót,юл
483,Straße::N,césta,урам
484,Dorf::N,vás,ауыл
485,Stadt::N,mésto,ҡала
486,Brief::N,písmo,хат
487,Buch::N,knjíga,китап
488,Buch::N,knjíga,кенәгә
489,Buchstabe::N,čŕka,хәреф
490,Zeitung::N,čásnik,гәзит
491,Leben::N,življênje,йәшәү
492,Tod::N,smŕt,үлем
493,Grab::N,gròb,ҡәбер
494,Kirche::N,cérkev,сиркәү
495,Sünde::N,gréh,гөнаһ
496,Gott::N,bóg,алла
497,Gott::N,bóg,хоҙай
498,Arbeiter::N,délavec,эшсе
499,Chef::N,šéf,башлыҡ
500,Meister::N,mójster,оҫта
501,Arzt::N,zdravník,врач
502,Lehrer::N,učítelj,уҡытыусы
503,Geld::N,denár,аҡса
504,Geschäft::N,kupčíja,эш
505,Laden::N,trgovína,магазин
506,Preis::N,céna,хаҡ
507,Ware::N,róba,тауар
508,Nutzen::N,príd,файҙа
509,Reichtum::N,bogástvo,байлыҡ
510,Welt::N,svét,донъя
511,Land::N,dežêla,ил
512,Staat::N,držáva,дәүләт
513,König::N,králj,король
514,Macht::N,oblást,власть
515,Grenze::N,mêja,сик
516,Krieg::N,vôjna,һуғыш
517,Feind::N,sovrážnik,йылан
518,Gewalt::N,nasílje,көслөк
519,Kampf::N,bòj,көрәш
520,Kampf::N,bórba,көрәш
521,Bogen[Waffe]::N,lók,йәйә
522,Pfeil::N,puščíca,уҡ
523,Gewehr::N,púška,мылтыҡ
524,Fehler::N,zmóta,хата
525,Lüge::N,láž,ялған
526,Schaden::N,okvára,зыян
527,Schaden::N,okvára,зарар
528,Unglück::N,nesréča,ҡаза
529,Schuld::N,krívda,ғәйеп
530,Alter::N,dôba,йәш
531,Schluss::N,kônec,һуң
532,Schluss::N,kônec,аҙаҡ
533,Zeit::N,čàs,мәл
534,Zeit::N,čàs,заман
535,Tag::N,dán,көн
536,Morgen::N,jútro,иртә
537,Morgen::N,jútro,иртәнсәк
538,Mittag::N,póldan,төш
539,Abend::N,večér,кис
540,Nacht::N,nóč,төн
541,Woche::N,téden,аҙна
542,Monat::N,mésec,ай
543,Jahr::N,léto,йыл
544,Frühling::N,pomlád,яҙ
545,Sommer::N,polétje,йәй
546,Herbst::N,jesén,көз
547,Winter::N,zíma,ҡыш
548,Januar::N,jánuar,ғинуар
549,Februar::N,fébruar,февраль
550,März::N,márec,март
551,April::N,apríl,апрель
552,Mai::N,máj,май
553,Juni::N,júnij,июнь
554,Juli::N,júlij,июль
555,August::N,avgúst,август
556,September::N,septêmber,сентябрь
557,Oktober::N,október,октябрь
558,November::N,novêmber,ноябрь
559,Dezember::N,decémber,декабрь
560,Montag::N,ponedéljek,дүшәмбе
561,Dienstag::N,tôrek,шишәмбе
562,Mittwoch::N,sréda,шаршамбы
563,Donnerstag::N,četŕtek,кесаҙна
564,Freitag::N,pétek,йома
565,Samstag::N,sobóta,шәмбе
566,Sonntag::N,nedélja,йәкшәмбе
567,groß::A,vêlik,ҙур
568,klein::A,májhen,бәләкәс
569,lang::A,dólg,оҙон
570,kurz::A,krátek,ҡыҫҡа
571,breit::A,širòk,киң
572,schmal::A,ózek,тар
573,dicht::A,góst,йыш
574,dicht::A,góst,ҡуйы
575,dick[Gegenstand]::A,dêbel,ҡалын
576,dünn::A,tánek,йоҡа
577,dünn::A,tánek,нәҙек
578,fein::A,drôben,нескә
579,fest::A,tŕden,ныҡ
580,flach::A,plán,яҫы
581,flach::A,plán,ялпаҡ
582,flach::A,plòsk,яҫы
583,flach::A,plòsk,ялпаҡ
584,glatt::A,gládek,шыма
585,hart::A,tŕd,ҡаты
586,weich::A,mehák,йомшаҡ
587,rund::A,okrógel,түңәрәк
588,spitz::A,šílast,осло түбәле
589,scharf::A,óster,үткер
590,stumpf::A,tóp,утмәҫ
591,stumpf::A,skŕhan,утмәҫ
592,schwer::A,têžek,ауыр
593,schön::A,lép,матур
594,schön::A,krásen,матур
595,heiß::A,vròč,эҫе
596,warm::A,tôpel,йылы
597,kalt::A,mŕzel,һыуыҡ
598,kalt::A,hláden,һыуыҡ
599,kühl::A,hláden,һалҡынса
600,frisch::A,svéž,һалҡынса
601,feucht::A,vlážen,еүеш
602,feucht::A,vlážen,дымлы
603,nass::A,móker,еүеш
604,trocken::A,súh,кипкән
605,voll::A,póln,тулы
606,leer::A,prázen,буш
607,offen::A,odpŕt,асыҡ
608,geschlossen::A,zapŕt,ябыҡ
609,sauber::A,číst,таҙа
610,sauber::A,líčen,таҙа
611,schmutzig::A,umázan,бысраҡ
612,roh::A,suròv,сей
613,reif::A,zrèl,өлгөрғән
614,lecker::A,okúsen,тәмле
615,süß::A,sládek,тямле
616,süß::A,sládek,тәм-том
617,bitter::A,grenák,әсе
618,sauer::A,kísel,әсе
619,hell::A,svetèl,яҡты
620,dunkel::A,temèn,ҡараңғы
621,schwarz::A,čŕn,ҡара
622,weiß::A,bél,аҡ
623,rot::A,rdèč,матур
624,rot::A,rdèč,һылыу
625,rot::A,rdèč,сибәр
626,gelb::A,žólt,һары
627,gelb::A,rumèn,һары
628,blau::A,móder,күк
629,grün::A,zelèn,йәшел
630,grau::A,sív,буҙ
631,bunt::A,písan,сыбар
632,bunt::A,písan,ала-ҡола
633,billig::A,pocéni,арзан
634,teuer::A,drág,ҡыйбатлы
635,wertvoll::A,dragocén,ҡиммәтле
636,blind::A,slép,һуҡыр
637,taub::A,glúh,һаңғырау
638,kräftig::A,močán,көслө
639,kräftig::A,močán,ҡеүәтле
640,stark::A,ják,көслө
641,stark::A,ják,ҡеүәтле
642,schwach::A,šíbek,көсһөҙ
643,fett::A,dêbel,һимеҙ
644,schlank::A,vítek,зифа
645,hübsch::A,lép,матур
646,böse::A,zèl,асыулы
647,böse::A,hudôben,асыулы
648,dumm::A,glúp,иҫәр
649,dumm::A,bédast,иҫәр
650,faul::A,lén,иренсәк
651,fleißig::A,marljív,тырыш
652,geizig::A,škŕt,һаран
653,klug::A,pámeten,аҡыллы
654,geschickt::A,spréten,оҫта
655,lieb::A,míl,яғымлы
656,lieb::A,ljúb,яғымлы
657,lustig::A,vesél,күңелле
658,sanft::A,láhek,йыуаш
659,hungrig::A,láčen,ас
660,krank::A,bolán,сирле
661,krank::A,bolán,ауырыу
662,nackt::A,nág,яланғас
663,traurig::A,túžen,яманһыу
664,lebendig::A,žív,тере
665,lebendig::A,žív,йәнле
666,gut::A,dóber,яҡшы
667,schlecht::A,malopríden,хөрт
668,schlecht::A,malopríden,алама
669,richtig::A,pravílen,дөрөҫ
670,schlimm::A,húd,хөрт
671,schlimm::A,húd,алама
672,wahr::A,resníčen,дөрөҫ
673,alt::A,stàr,иҫке
674,alt::A,stàr,боронғо
675,neu::A,nòv,яңы
676,ehemalig::A,nekdánji,элекке
677,alt[Lebewesen]::A,stàr,ҡарт
678,jung::A,mlád,йәш
679,arm::A,ubóg,фәҡир
680,arm::A,réven,фәҡир
681,reich::A,bogàt,бай
682,bekannt::A,znán,таныш
683,berühmt::A,sláven,атаҡлы
684,berühmt::A,sláven,данлыҡлы
685,berühmt::A,znamenít,атаҡлы
686,berühmt::A,znamenít,данлыҡлы
687,fremd::A,túj,ят
688,fremd::A,túj,сит
689,verschieden::A,razlíčen,төрлө
690,nah::A,blížnji,яҡын
691,fern::A,dáleč,алыҫ
692,fern::A,dáleč,йыраҡ
693,linker::A,lévi,һул
694,rechter::A,désni,уң
695,anderer::A,drúgi,бутән
696,erster::A,pŕvi,тәүге
697,zweiter::A,drúgi,икенсе
698,dritter::A,trétji,өсөнсө
699,letzter::A,poslédnji,һуңғы
700,allein::ADV,sám,бер үҙе
701,allein::ADV,sám,яңғыҙ
702,auf einmal::ADV,obênem,бер юлы
703,zusammen::ADV,skúpaj,бергә
704,lange::ADV,dólgo,оҙаҡ
705,plötzlich::ADV,náglo,ҡапыл
706,plötzlich::ADV,nenádoma,ҡапыл
707,sofort::ADV,prècej,шунда уҡ
708,später::ADV,poznêje,һуңыраҡ
709,jetzt::ADV,zdàj,хәҙер
710,heute::ADV,dánes,бөгөн
711,morgen::ADV,jútri,иртәгә
712,bald::ADV,kmálu,тиҙҙән
713,dann::ADV,nató,һуңынан
714,gestern::ADV,včéraj,кисә
715,einst::ADV,nékdaj,ҡасандыр
716,einst::ADV,nékdaj,бер баҡыт
717,damals::ADV,tedàj,ул саҡта
718,damals::ADV,takràt,ул саҡта
719,danach::ADV,potèm,һуңынан
720,vorher::ADV,poprèj,элек
721,zuerst::ADV,spŕva,башта
722,einmal::ADV,ênkrat,бер
723,manchmal::ADV,včásih,ҡайһы берҙә
724,oft::ADV,pogósto,йыш
725,immer::ADV,védno,һәр ҡасан
726,immer::ADV,zméraj,һәр ҡасан
727,niemals::ADV,nikdàr,бер ҡасан да
728,niemals::ADV,nikdàr,бер ваҡытта ла
729,hier::ADV,tù,бында
730,hier::ADV,túkaj,бында
731,hierhin::ADV,sèmkaj,бында
732,von hier::ADV,od tú,бынан
733,von hier::ADV,od tú,ошонан
734,dort::ADV,tàm,шунда
735,dort::ADV,tàm,тегендә
736,dorthin::ADV,tjà,шунда
737,dorthin::ADV,tjà,тегеләй
738,geradeaus::ADV,rávno napréj,тура
739,vorwärts::ADV,napréj,алға
740,rückwärts::ADV,zádaj,кирегә
741,zurück::ADV,nazáj,кирегә
742,unten::ADV,dôli,түбәндә
743,unten::ADV,spôdaj,түбәндә
744,hinab::ADV,dôl,түбәнгә
745,oben::ADV,gôri,юғарыла
746,oben::ADV,zgôraj,юғарыла
747,hinauf::ADV,gôr,юғарыға
748,überall::ADV,povsód,бөтә урында
749,nicht::ADV,ne,тугел
750,ein wenig::ADV,málo,аҙ
751,kaum::ADV,kómaj,көскә
752,kaum::ADV,kómaj,саҡ-саҡ
753,sehr::ADV,zeló,ифат
754,so::ADV,takó,шулай
755,noch::ADV,še,йәнә
756,nur::ADV,samó,бары
757,schon::ADV,žè,инде
758,wieder::ADV,spét,тағы
759,vergebens::ADV,zamàn,бушҡа
