,Concept_ID,mdf,zh
129,Kiefer[Baum]::N,пиче,松树
130,Weide[Baum]::N,каль,柳树
131,Tanne::N,куз,冷杉
132,Horn::N,сюра,角
133,Feder::N,толга,羽毛
134,Fell::N,кедь,皮毛
135,Flügel::N,паця,翅膀
136,Klaue::N,кенже,爪子
137,Kralle::N,кенже,爪子
138,Schwanz::N,пула,尾巴
139,Ei::N,ал,蛋
140,Nest::N,пиза,巢
141,Bau::N,пиза,穴
142,Tier::N,жува́та,动物
143,Herde::N,нал,群
144,Herde::N,стада,群
145,Kuh::N,скал,母牛
146,Kuh::N,тракс,母牛
147,Bulle::N,бука,公牛
148,Pferd::N,лишме,马
149,Schaf::N,уча́,羊
150,Schwein::N,тува,猪
151,Hund::N,пине,狗
152,Katze::N,катоня,猫
153,Katze::N,аваката,猫
154,Bär::N,офта,熊
155,Eichhörnchen::N,ур,松鼠
156,Elch::N,ся́рда,麋鹿
157,Fuchs::N,келазь,狐狸
158,Hase::N,ну́мол,兔子
159,Maus::N,шеер,老鼠
160,Wolf::N,върьгаз,狼
161,Vogel::N,нармонь,鸟
162,Schwarm::N,ко́вол,群
163,Schwarm::N,ме́швеле,群
164,Huhn::N,сараз,鸡
165,Hahn::N,а́тякш,公鸡
166,Gans::N,маци,鹅
167,Adler::N,куцькан,鹰
168,Ente::N,яксярга,鸭
169,Eule::N,ко́рож,猫头鹰
170,Kranich::N,ка́рга,鹤
171,Krähe::N,ва́рси,乌鸦
172,Kuckuck::N,ку́ку,布谷鸟
173,Schwan::N,ло́ксти,天鹅
174,Fisch::N,кал,鱼
175,Barsch::N,о́кунь,鲈鱼
176,Hecht::N,щу́ка,狗鱼
177,Schlange[Tier]::N,куй,蛇
178,Wurm::N,сукс,蠕虫
179,Spinne::N,унжа́,蜘蛛
180,Ameise::N,панжам,蚂蚁
181,Laus::N,си,虱子
182,Mücke::N,ся́ське,蚊子
183,Fliege::N,кару,苍蝇
184,Schmetterling::N,ме́лав,蝴蝶
185,Beere::N,и́мож,将果
186,Apfel::N,марь,苹果
187,Pilz::N,панга,蘑菇
188,Zwiebel::N,шурьхкя́,洋葱
189,Saat::N,видьмот,种子
190,Korn::N,сёра,谷粒
191,Heu::N,тише,干草
192,Schale::N,кедь,壳
193,Grube::N,лотка,坑
194,Falle::N,туфкс,圈套
195,Falle::N,кунда́ма,圈套
196,Schlinge::N,килькш,活扣
197,Spur::N,пильгоки́,踪迹
198,Asche::N,кулу,灰烬
199,Dreck::N,ърда́з,污垢
200,Eisen::N,кшни,铁
201,Gold::N,ока,金子
202,Gold::N,золота,金子
203,Silber::N,сия́,银
204,Kohle::N,седь,煤
205,Kohle::N,седьвальмя,煤
206,Glas::N,кля́нцек,玻璃
207,Lehm::N,сёвонь,粘土
208,Sand::N,шува́р,沙
209,Mensch::N,ломань,人
210,Mann::N,аля,男子
211,Mann::N,цёраломань,男子
212,Frau::N,ава,妇女
213,Kind::N,идь,小孩
214,Kind::N,шаба,小孩
215,Junge::N,цёраня,男孩
216,Mädchen::N,стирня́,女孩
217,Familie::N,тнал,家庭
218,Familie::N,семья,家庭
219,Großvater::N,атя,祖父
220,Großvater::N,щя́тя,祖父
221,Großmutter::N,баба,祖母
222,Eltern::N,тя́дят-а́лят,父母
223,Vater::N,аля,父亲
224,Mutter::N,ава,母亲
225,Mutter::N,тядя,母亲
226,Sohn::N,цёра,儿子
227,Tochter::N,стирь,女儿
228,Bruder::N,дуган,兄弟
229,Bruder::N,пяльне,兄弟
230,Schwester::N,ака,姐妹
231,Schwester::N,сазор,姐妹
232,Onkel::N,оця,伯父
233,Onkel::N,патя,伯父
234,Onkel::N,щеня́,伯父
235,Tante::N,ака,阿姨
236,Tante::N,щака,阿姨
237,Ehemann::N,мирде,丈夫
238,Ehefrau::N,ърьвя́,妻子
239,Freude::N,ке́нярдема,愉快
240,Gelächter::N,рахсема,大笑
241,Glück::N,паваз,运气
242,Kummer::N,ризф,苦恼
243,Kummer::N,пичефкс,苦恼
244,Wunsch::N,мяль,愿望
245,Wunsch::N,таколдома,愿望
246,Lust::N,таколдома,乐趣
247,Geist::N,вайме,精神
248,Gedanke::N,мяль,思想
249,Gedächtnis::N,прявий,记性
250,Verstand::N,прявий,理智
251,Sinn::N,ён,感觉
252,Grund::N,туфта́л,理由
253,Wahrheit::N,ви́де,真理
254,Wahrheit::N,видеши́,真理
255,Gespräch::N,корхтама,谈话
256,Märchen::N,ёфкс,童话
257,Erzählung::N,азкс,故事
258,Nachricht::N,куля́,消息
259,Neuigkeit::N,куля́,新闻
260,Name::N,лем,名字
261,Rätsel::N,со́дама ёфкс,谜语
262,Rede::N,вал,讲话
263,Rede::N,корхтама,讲话
264,Sprache::N,кяль,语言
265,Stimme::N,вайгяль,声音
266,Wort::N,вал,词
267,Zeichen::N,тя́ште,标记
268,Zeichen::N,тя́штькс,标记
269,Ruf::N,тердема,呼喊
270,Lärm::N,гайф,噪音
271,Lärm::N,жалакодома,噪音
272,Laut::N,вайгяль,响声
273,Ton::N,вайгяль,声音
274,Lied::N,мора,歌曲
275,Ruhe::N,сетьме,安静
276,Leute::N,ломатть,人们
277,Volk::N,наро́д,人民
278,Arbeit::N,тев,劳动
279,Gast::N,и́нжи,客人
280,Gast::N,ко́нак,客人
281,Geschenk::N,казне,礼物
282,Spiel::N,налхкома,游戏
283,Spiel::N,налхксема,游戏
284,Gesellschaft::N,кружок,陪同
285,Hilfe::N,лездома,帮助
286,Freund::N,я́лга,朋友
287,Kamerad::N,я́лга,同志
288,Angelegenheit::N,тев,事情
289,Anzahl::N,лувкс,数目
290,Art::N,вид,种类
291,Stück::N,пакш,块
292,Teil::N,часть,部分
293,Teil::N,пялькс,部分
294,Hälfte::N,пяле,一半
295,Kreis::N,шаркс,圆
296,Kreuz::N,крёз,十字架
297,Linie::N,межа,线条
298,Linie::N,китькс,线条
299,Strich::N,межа,划
300,Abstand::N,ётка,距离
301,Entfernung::N,ётка,距离
302,Gegend::N,ва́ста,地区
303,Gegend::N,перьфпя́ль,地区
304,Platz::N,ва́ста,场所
305,Ort::N,ва́ста,地点
306,Seite::N,пяле,面
307,Mitte::N,кучка́,中间
308,Gegenstand::N,веща,物品
309,Sache::N,тев,物
310,Sache::N,веща,物
311,Rand::N,пе,边
312,Kante::N,и́рдез,棱
313,Ecke::N,ужа,角
314,Spitze::N,пря,尖
315,Ende::N,пе,结尾
316,Loch::N,варя,洞
317,Winkel::N,ужа,角度
318,Muster::N,сёрма,模型
319,Größe::N,серь,大小
320,Länge::N,кува́лма,长度
321,Höhe::N,серь,高度
322,Gewicht::N,сталма,重量
323,Menge::N,лувкс,数量
324,Haufen::N,мар,堆
325,Reihe::N,ряд,行
326,Boot::N,венеж,小船
327,Ruder::N,миле,奖
328,Schlitten::N,ну́рда,雪橇
329,Ski::N,сокс,雪板
330,Lagerfeuer::N,то́лмар,营火
331,Last::N,канкс,负担
332,Last::N,сталма,负担
333,Gang::N,молема,行走
334,Schritt::N,аськолкс,步伐
335,Norden::N,якшама шире,北
336,Süden::N,ля́мбе ши́ре,南
337,Westen::N,ши валгома шире,西
338,Osten::N,шинь стяма шире,东
339,Holz::N,вирь,木材
340,Holz::N,шуфта,木材
341,Brett::N,лавця,木板
342,Platte::N,плита́,平板
343,Stütze::N,неже,支架
344,Stange::N,олга,杆
345,Stock::N,байдек,棒
346,Stab::N,олгоня,棍
347,Rohr::N,турама,管子
348,Haus::N,куд,房屋
349,Heim::N,куд,家
350,Ofen::N,пянакуд,炉子
351,Fußboden::N,кия́кс,地板
352,Tisch::N,шра,桌子
353,Tisch::N,моркш,桌子
354,Stuhl::N,стул,椅子
355,Wiege::N,нюря́м,摇蓝
356,Bett::N,ацам,床
357,Regal::N,лавцяланга,架子
358,Kiste::N,парга,箱子
359,Fenster::N,валмья,窗户
360,Tür::N,кенкш,门
361,Tor::N,ортат,大门
362,Zaun::N,перяфкс,篱笆
363,Dach::N,кудпря,屋顶
364,Leiter::N,куцема,梯子
365,Besen::N,тяльме,扫帚
366,Spaten::N,ка́йме,铁锹
367,Schaufel::N,ко́поня,铁锹
368,Schaufel::N,ця́рдом,铁锹
369,Gabel::N,ця́нгоня,叉
370,Löffel::N,куцю,食匙
371,Messer::N,пеель,刀
372,Nagel::N,эска,钉子
373,Haken::N,кя́чказ,钩子
374,Griff::N,недь,把柄
375,Griff::N,кунда́мка,把柄
376,Schloss::N,замо́к,锁
377,Bild::N,карти́на,图画
378,Figur::N,ронга-понда,人像
379,Puppe::N,ня́ка,娃娃
380,Beutel::N,кяскав,袋子
381,Bündel::N,кярьме,捆
382,Tasche::N,кошяльня,手提包
383,Eimer::N,ве́дарка,桶
384,Deckel::N,тавадкс,盖子
385,Deckel::N,вельхкс,盖子
386,Geschirr::N,кядьге,餐具
387,Sack::N,кяскав,袋子
388,Tasse::N,ша́ваня,杯子
389,Topf::N,кавозь,锅
390,Kessel::N,сргавозь,水壶
391,Essen::N,ярхцама,进餐
392,Nahrung::N,ярхцампяль,食物
393,Speise::N,ярхцама,菜肴
394,Fleisch::N,пал,肉
395,Fleisch::N,сиволь,肉
396,Getreide::N,сёра,谷物
397,Brei::N,ям,粥
398,Brot::N,кши,面包
399,Scheibe::N,кочам,片
400,Fett::N,куя́,脂肪
401,Butter::N,вай,黄油
402,Öl::N,вай,油
403,Salz::N,сал,盐
404,Suppe::N,шонгарям,汤
405,Suppe::N,коршампяль,汤
406,Honig::N,медь,蜂蜜
407,Milch::N,лофца,奶
408,Tee::N,чай,茶
409,Leder::N,кедь,皮革
410,Wolle::N,пона,毛线
411,Stoff::N,котф,织物
412,Nadel::N,салмокс,针
413,Faden::N,сюре,线
414,Knopf::N,пуня,纽扣
415,Knoten::N,сюлма,结
416,Farbe::N,архтомбяль,颜色
417,Kleidung::N,щам,衣服
418,Hemd::N,па́нар,衬衫
419,Kragen::N,сиве,领子
420,Ärmel::N,ожа,袖子
421,Hose::N,понкст,裤子
422,Gürtel::N,каркс,腰带
423,Mütze::N,вазь,帽子
424,Schuh::N,башма́к,鞋
425,Stiefel::N,кя́ме,靴子
426,Ring::N,суркс,戒指
427,Band::N,керькс,带子
428,Band::N,лента,带子
429,Kamm::N,сюрьхцем,梳子
430,Spiegel::N,ванома,镜子
431,Riemen::N,шнань каркс,皮带
432,Schnur::N,пикс,绳子
433,Schnur::N,карькскя,绳子
434,Leine::N,вядьме,皮带
435,Decke::N,вельхкс,被子
436,Kissen::N,тоду,软垫
437,Tuch::N,руця́,巾
438,Handtuch::N,на́рдама,手巾
439,Kraft::N,вий,力
440,Stärke::N,вииши,力量
441,Gesundheit::N,шумбраши́,健康
442,Krankheit::N,урма́,病
443,Krankheit::N,сярядема,病
444,Schmerz::N,маряма,痛
445,Wunde::N,керф,伤口
446,Fieber::N,маштыкс,发烧
447,Arznei::N,надо́бья,药
448,Arznei::N,пъчка́фтома,药
449,Brücke::N,седь,桥
450,Brunnen::N,эши,井
451,Weide::N,ванома васта,牧场
452,Pfad::N,ян,小路
453,Pfad::N,киня́,小路
454,Weg::N,ки,路
455,Straße::N,ки,街
456,Dorf::N,веле,村庄
457,Stadt::N,ош,城市
458,Brief::N,сёрма,信
459,Buch::N,книга,书
460,Buchstabe::N,бу́ква,字母
461,Zeitung::N,газе́та,报纸
462,Leben::N,эряф,生命
463,Leben::N,эряма,生命
464,Tod::N,кулома́,死亡
465,Grab::N,калма,坟墓
466,Kirche::N,це́рькав,教堂
467,Sünde::N,пежеть,罪
468,Sünde::N,муворкс,罪
469,Gott::N,шкай,上帝
470,Arbeiter::N,трудендай,工人
471,Arbeiter::N,работник,工人
472,Chef::N,азор,上司
473,Chef::N,оцюня,上司
474,Meister::N,мастяр,师傅
475,Arzt::N,врач,医生
476,Arzt::N,доктор,医生
477,Lehrer::N,учи́тель,教师
478,Geld::N,ярмакт,钱
479,Geschäft::N,ладяфкс,交易
480,Geschäft::N,ладяф тев,交易
481,Laden::N,ла́вка,商店
482,Preis::N,питне,价格
483,Ware::N,миф,商品
484,Ware::N,ра́маф,商品
485,Nutzen::N,пара,好处
486,Nutzen::N,лезкс,好处
487,Reichtum::N,ко́зяши,财富
488,Welt::N,свет,世界
489,Land::N,мастор,国家
490,Staat::N,государства,国家
491,König::N,король,国王
492,Macht::N,азорондама,权力
493,Macht::N,азорксши,权力
494,Grenze::N,ёткаян,边界
495,Krieg::N,война́,战争
496,Feind::N,душман,敌人
497,Feind::N,каршек тюри,敌人
498,Gewalt::N,наругама,暴力
499,Kampf::N,тюрема́,战斗
500,Bogen[Waffe]::N,нал,弓
501,Pfeil::N,нал,箭
502,Gewehr::N,винто́вка,枪
503,Fehler::N,эльбядькс,错误
504,Lüge::N,васькафнема,谎话
505,Schaden::N,зия́н,损失
506,Unglück::N,зия́н,不幸
507,Schuld::N,муворши,过错
508,Alter::N,эряф кизот,年龄
509,Alter::N,эряфонь пинге,年龄
510,Schluss::N,пе,结束
511,Zeit::N,пинге,时间
512,Tag::N,ши,天
513,Morgen::N,шобдава,早晨
514,Mittag::N,шикучка,中午
515,Abend::N,иля́дь,晚上
516,Nacht::N,ве,夜
517,Woche::N,недя́ля,星期
518,Monat::N,ков,月
519,Jahr::N,киза,年
520,Frühling::N,тунда́,春天
521,Sommer::N,киза,夏天
522,Herbst::N,сёксе,秋天
523,Winter::N,тяла,冬天
524,Januar::N,кельмеков,一月
525,Februar::N,уфайков,二月
526,März::N,марайков,三月
527,April::N,шудиков,四月
528,Mai::N,панжиков,五月
529,Juni::N,лямбеков,六月
530,Juli::N,псиков,七月
531,August::N,сёроньков,八月
532,September::N,тюжягов,九月
533,Oktober::N,кельмазаков,十月
534,November::N,эйндамков,十一月
535,Dezember::N,кучкаков,十二月
536,Montag::N,одговши,星期一
537,Dienstag::N,ша́вши,星期二
538,Mittwoch::N,вержи,星期三
539,Donnerstag::N,шува́ланя,星期四
540,Freitag::N,пя́денця,星期五
541,Samstag::N,ёткши,星期六
542,Sonntag::N,таргоши,星期日
543,groß::A,оцю,大
544,klein::A,ёмла,小
545,lang::A,кува́ка,长
546,kurz::A,нюрьхкя́ня,短
547,breit::A,кели,宽
548,schmal::A,тяйня,细长的
549,dicht::A,сиде,密
550,dicht::A,туста,密
551,dick[Gegenstand]::A,эчке,厚
552,dünn::A,шува́ня,薄
553,fein::A,шува́ня,细小
554,fest::A,кеме,固体
555,flach::A,лапш,平坦
556,glatt::A,вадяв,光滑
557,glatt::A,такор,光滑
558,hart::A,калгода,硬
559,weich::A,ляпе,软
560,rund::A,кру́глай,圆
561,spitz::A,ботаз,尖
562,spitz::A,оржа,尖
563,scharf::A,оржа,锋利
564,stumpf::A,ношка,钝
565,schwer::A,стака,重
566,schön::A,мазы,美丽
567,heiß::A,пси,烫
568,warm::A,лямбе,暖和
569,kalt::A,кельме,冷
570,kühl::A,эше,凉
571,frisch::A,свежай,新鲜
572,feucht::A,летьке,潮湿
573,nass::A,начка,湿
574,trocken::A,коське,干
575,voll::A,пяшксе,满
576,leer::A,шава,空
577,offen::A,панжада,敞开
578,offen::A,виде,敞开
579,geschlossen::A,пякстаф,关闭
580,geschlossen::A,сёлгф,关闭
581,sauber::A,ару,干净
582,schmutzig::A,рда́зу,肮脏
583,schmutzig::A,пя́ндра,肮脏
584,roh::A,верок,生
585,reif::A,ке́нерьф,成熟
586,lecker::A,танцти,好吃
587,süß::A,ламбама,甜
588,bitter::A,сяпи,苦
589,sauer::A,шапама,酸
590,hell::A,валда,亮
591,dunkel::A,шобда,阴暗
592,schwarz::A,равжа,黑
593,weiß::A,акша,白
594,rot::A,якстерь,红
595,gelb::A,тюжя́,黄
596,blau::A,сенем,蓝
597,grün::A,пиже,绿
598,grün::A,сянгяря,绿
599,grau::A,уле,灰色
600,bunt::A,сёрмав,五彩
601,billig::A,у́цез,便宜
602,billig::A,аф пи́тни,便宜
603,teuer::A,пи́тни,贵
604,wertvoll::A,питни,贵重
605,blind::A,сокор,瞎
606,taub::A,пярав,聋
607,kräftig::A,пяк вии,强壮
608,stark::A,вии,强壮
609,schwach::A,лафча,弱
610,fett::A,куя́,胖
611,schlank::A,виде ронга,苗条
612,hübsch::A,мазы,漂亮
613,böse::A,кяжи,邪恶
614,dumm::A,аф ёню,笨
615,dumm::A,шава пря,笨
616,faul::A,нола,懒惰
617,fleißig::A,ку́лхцонды,勤奋
618,geizig::A,кирьжя,吝啬
619,geizig::A,жаднай,吝啬
620,klug::A,ёню,聪明
621,klug::A,пря́ви,聪明
622,geschickt::A,маштозь тиф,灵巧
623,lieb::A,цебярь,可爱
624,lustig::A,ра́хси,快乐
625,sanft::A,сетьме,柔和
626,hungrig::A,вача,饥饿
627,hungrig::A,вачеда,饥饿
628,krank::A,сяряди,患病
629,nackt::A,штада,裸体
630,nackt::A,кърхтапа,裸体
631,traurig::A,ла́жнай,悲哀
632,lebendig::A,эряй,活
633,gut::A,пара,好
634,gut::A,цебярь,好
635,schlecht::A,кальдяв,坏
636,richtig::A,виде,正确
637,schlimm::A,кальдяв,糟糕
638,wahr::A,афкуксонь,真
639,alt::A,ташта,旧
640,neu::A,од,新
641,ehemalig::A,и́нгольдень,以前
642,alt[Lebewesen]::A,сире,老
643,jung::A,од,年轻
644,arm::A,а́шу,贫穷
645,reich::A,козя,富裕
646,bekannt::A,содаф,出名
647,berühmt::A,содавикс,著名
648,fremd::A,лия,陌生
649,fremd::A,аф содаф,陌生
650,verschieden::A,аф фкя ла́цонь,不同
651,nah::A,мала,近
652,nah::A,аф ичкоздень,近
653,fern::A,и́чкоздень,遥远
654,fern::A,куна́рдонь,遥远
655,linker::A,кержи,左
656,rechter::A,види,右
657,anderer::A,лия,别的
658,erster::A,васенце,第一
659,zweiter::A,омбоце,第二
660,dritter::A,колмоце,第三
661,letzter::A,ме́кольце,最后
662,allein::ADV,ськамонза,单独
663,auf einmal::ADV,вихцок,同时
664,zusammen::ADV,марс,一起
665,zusammen::ADV,ма́рса,一起
666,lange::ADV,кува́тьс,许久
667,plötzlich::ADV,а́пак учт,忽然
668,sofort::ADV,тяникиге,立刻
669,später::ADV,ме́ле,以后
670,jetzt::ADV,тяни,现在
671,heute::ADV,тячи,今天
672,morgen::ADV,ва́нды,明天
673,bald::ADV,курок,即将
674,dann::ADV,меле,然后
675,dann::ADV,сяда меле,然后
676,gestern::ADV,ися́к,昨天
677,einst::ADV,весть,曾经
678,einst::ADV,мзя́рда-бди,曾经
679,damals::ADV,эста,当时
680,danach::ADV,меле,随后
681,vorher::ADV,инголи,事先
682,zuerst::ADV,ва́сенда,首先
683,einmal::ADV,весть,一次
684,manchmal::ADV,лия́ста,有时
685,manchmal::ADV,ко́ста-ко́ста,有时
686,oft::ADV,си́деста,时常
687,immer::ADV,фалу,总是
688,immer::ADV,най,总是
689,niemals::ADV,аф мзя́рдонга,从未
690,hier::ADV,тяса,这里
691,hierhin::ADV,сей,到这里
692,hierhin::ADV,тяза,到这里
693,von hier::ADV,тя́ста,由此
694,dort::ADV,тоса,那里
695,dorthin::ADV,тов,到那里
696,dorthin::ADV,тоза,到那里
697,geradeaus::ADV,ви́деста,一直往前
698,vorwärts::ADV,и́нголи,向前
699,rückwärts::ADV,ме́ки,向后
700,zurück::ADV,ме́ки,退后
701,unten::ADV,ала,下面
702,hinab::ADV,алу,向下
703,oben::ADV,вяре,上面
704,hinauf::ADV,вяри,向上
705,überall::ADV,се́мбе ва́стова,到处
706,nicht::ADV,аф,不
707,ein wenig::ADV,аф лама,一点儿
708,kaum::ADV,а́ньцек,几乎不
709,sehr::ADV,пяк,很
710,so::ADV,ста́не,如此
711,noch::ADV,нинге,还
712,nur::ADV,аньцек,只
713,schon::ADV,ни,已经
714,wieder::ADV,та́га,又
715,vergebens::ADV,стак,
716,vor::PRP,инголе,在...面前
717,hinter::PRP,фтала,在...背后
718,hinter::PRP,мельге,在...背后
719,unter::PRP,ала,在...下面
720,durch::PRP,пачк,穿过
721,neben::PRP,ваксса,在...旁
722,zwischen::PRP,ёткса,在...之间
723,wegen::PRP,сюнеда,由于
724,dies::PRN,тя,这
725,das::PRN,ся,那
726,das::PRN,тона,那
727,alles::PRN,сембе,一切
728,ich::PRN,мон,我
729,du::PRN,тон,你
730,er::PRN,сон,他
731,wir::PRN,минь,我们
732,ihr::PRN,тинь,你们
733,sie::PRN,синь,她
734,was::FPRN,мезе,什么
735,wer::FPRN,кие,谁
736,wo::FADV,коса,哪里
737,wohin::FADV,ков,去哪里
738,wohin::FADV,коза,去哪里
739,wie::FADV,ко́да,怎么
740,warum::FADV,мес,为什么
741,wieviel::FNUM,мзя́ра,多少
742,eins::NUM,фкя,一
743,zwei::NUM,кафта,二
744,drei::NUM,колма,三
745,vier::NUM,ниле,四
746,fünf::NUM,вете,五
747,sechs::NUM,кота,六
748,sieben::NUM,сисем,七
749,acht::NUM,кафкса,八
750,neun::NUM,ве́йхкса,九
751,zehn::NUM,кемонь,十
752,elf::NUM,кефкие,十一
753,zwölf::NUM,кемгафтува,十二
754,zwanzig::NUM,комсь,二十
755,dreißig::NUM,колмогемонь,三十
756,vierzig::NUM,нильге́монь,四十
757,fünfzig::NUM,ве́дьгемонь,五十
758,sechzig::NUM,ко́дгемонь,六十
759,siebzig::NUM,сизьге́монь,七十
760,achtzig::NUM,ка́фксогемонь,八十
761,neunzig::NUM,ве́йхксогемонь,九十
762,hundert::NUM,сяда,百
763,tausend::NUM,тёжянь,千
764,und::CNJ,и,和
765,und::CNJ,дъ,和
766,oder::CNJ,или,或者
767,oder::CNJ,али,或者
768,stehen::V,а́щемс стя́да,站
769,sitzen::V,ащемс озада,坐
770,liegen::V,ма́дозь а́щемс,躺着
771,hängen::V,нюрьгомс,挂着
772,werden::V,арамс,成为
773,werden::V,тиевомс,成为
774,passieren::V,лисэмс,发生
775,passieren::V,эвондамс,发生
776,beginnen::V,ушедомс,开始
777,enden::V,лоткамс,终止
778,wechseln::V,по́лафнемс,变迁
779,aufgehen[Sonne]::V,стямс,升起
780,aufgehen[Sonne]::V,лисемс,升起
781,untergehen[Sonne]::V,валгомс,下落
782,scheinen[Sonne]::V,ва́лдоптомс,照射
783,donnern::V,торамс,打雷
784,wehen::V,уфа́мс,飘扬
785,strömen::V,шудемс,流
786,fließen::V,шудемс,流动
787,sich drehen::V,шаромс,转动
788,schwanken::V,якамс,摇摆
789,schwingen::V,люксемс,摇
790,schwingen::V,нюрьсемс,摇
791,fallen::V,прамс,坠落
792,fallen::V,прашендомс,坠落
793,brennen::V,паломс,燃烧
794,rauchen::V,качадомс,冒烟
795,regnen::V,пиземс,下雨
796,gefrieren::V,эйндамс,结冰
797,gefrieren::V,кельмомс,结冰
798,tauen::V,соламс,融化
799,schmelzen::V,соламс,溶化
800,trocknen::V,коськомс,变干
801,sieden::V,лакамс,煮
802,faulen::V,наксадомс,腐烂
803,verfaulen::V,наксадомс,腐烂
804,reißen::V,сязевомс,撕
805,versinken::V,ваямс,下沉
806,vergehen::V,ётамс,流逝
807,erscheinen::V,эвондамс,出现
808,verschwinden::V,юма́мс,消失
809,sinken::V,валгомс,下降
810,abnehmen::V,киремс,减少
811,zunehmen::V,ламокстомс,增加
812,zunehmen::V,рашнемс,增加
813,steigen::V,кеподемс,上升
814,wachsen::V,касомс,生长
815,glänzen::V,цинзелдомс,发光
816,glänzen::V,цифордомс,发光
817,funkeln::V,ци́фтордомс,闪烁
818,lärmen::V,жалнамс,吵闹
819,läuten::V,гайфтемс,响
