,Concept_ID,el,te
133,Baum::N,δέντρο,చెట్టు
134,Stamm::N,κορμός,చెట్టుబోదె
135,Rinde::N,φλούδα,చెట్టుపట్ట
136,Ast::N,κλαδί,కొమ్మ
137,Zweig::N,κλαδί,చివుకు
138,Zweig::N,κλάδος,చివుకు
139,Blatt::N,φύλλο,ఆకు
140,Birke::N,σημύδα,తరహా చెట్టు
141,Kiefer[Baum]::N,πεύκο,దేవదారు చెట్టు
142,Weide[Baum]::N,ιτιά,జాతిచెట్టు
143,Tanne::N,έλατο,దేవదారుచెట్టు
144,Horn::N,κέρας,కొమ్ము
145,Horn::N,κέρατο,కొమ్ము
146,Feder::N,φτερό,ఈక
147,Fell::N,δέρμα,తోలు
148,Fell::N,τομάρι,తోలు
149,Flügel::N,πτερύγιο,ఱెక్క
150,Klaue::N,κουλό,వంకరగోరు
151,Kralle::N,νύχι,వంకరగోరు
152,Schwanz::N,ουρά,తోక
153,Ei::N,αβγό,గ్రుడ్డు
154,Nest::N,φωλιά,పక్షిగూడు
155,Bau::N,φωλιά,గుహ
156,Tier::N,ζώο,జంతువు
157,Herde::N,κοπάδι,మంద
158,Kuh::N,αγελάδα,ఆవు
159,Bulle::N,ταύρος,గిత్త
160,Pferd::N,άλογο,గుఱ్ఱము
161,Schaf::N,πρόβατο,గొఱ్ఱె
162,Schwein::N,γουρούνι,పంది
163,Hund::N,σκυλί,కుక్క
164,Hund::N,σκύλος,కుక్క
165,Katze::N,γάτα,పిల్లి
166,Bär::N,άρκτος,ఎలుగుబంటి
167,Bär::N,αρκούδα,ఎలుగుబంటి
168,Eichhörnchen::N,βερβερίτσα,ఉడుత
169,Elch::N,άλκη,కణంజు
170,Fuchs::N,αλεπού,గుంటనక్క
171,Hase::N,λαγός,కుందేలు
172,Maus::N,ποντικός,చిట్టెలుక
173,Wolf::N,λύκος,తోడేలు
174,Vogel::N,πουλί,పక్షి
175,Schwarm::N,σμήνος,గుంపు
176,Huhn::N,κότα,కోడిపిల్ల
177,Huhn::N,όρνιθα,కోడిపిల్ల
178,Hahn::N,πετεινός,కోడివుంజు
179,Gans::N,χήνα,ఆడుబాతు
180,Adler::N,αετός,గ్రద్ద
181,Ente::N,πάπια,పాట్టిబాతు
182,Eule::N,κουκουβάγια,గ్రుడ్లగూబ
183,Kranich::N,γερανός,కొంగ
184,Krähe::N,καρακάξα,కాకి
185,Kuckuck::N,κούκος,కోయల
186,Schwan::N,κύκνος,హంస
187,Fisch::N,ψάρι,చేప
188,Barsch::N,πέρκα,ఒకచేఁప
189,Hecht::N,λούτσος,గండుమీను
190,Schlange[Tier]::N,φίδι,పాము
191,Wurm::N,σκουλήκι,పురుగు
192,Spinne::N,αράχνη,సాలె పురుగు
193,Ameise::N,μυρμήγκι,చీమ
194,Laus::N,ψείρα,పేను
195,Mücke::N,κουνούπι,చీకటీగ
196,Fliege::N,μύγα,ఈగ
197,Schmetterling::N,πεταλούδα,సీతాకోకచిలుక
198,Beere::N,ρόγα,కాయ
199,Apfel::N,μήλο,ఆపిల్ పండు
200,Pilz::N,μανιτάρι,కుక్కగొడుగు
201,Zwiebel::N,κρεμμύδι,నీరుల్లి
202,Saat::N,σπόρος,విత్తనము
203,Korn::N,σπυρί,గింజ
204,Heu::N,σανός,ఎండుగడ్డి
205,Schale::N,τσόφλι,పొట్టు
206,Grube::N,λάκκος,గొయ్యి
207,Falle::N,παγίδα,బోను
208,Schlinge::N,θηλειά,ఉరి
209,Spur::N,ίχνος,జాడ
210,Asche::N,στάχτη,బూడిద
211,Dreck::N,βρωμιά,ముఱికి
212,Eisen::N,σίδερο,ఇనుము
213,Gold::N,μάλαμα,బంగారము
214,Gold::N,χρυσάφι,బంగారము
215,Silber::N,ασήμι,వెండి
216,Silber::N,άργυρος,వెండి
217,Kohle::N,κάρβουνο,నేలబొగ్గు
218,Glas::N,γυαλί,గాజు
219,Lehm::N,πηλός,బంకమన్ను
220,Sand::N,άμμος,ఇసుక
221,Mensch::N,άνθρωπος,నరుడు
222,Mann::N,άνδρας,పురుమడు
223,Frau::N,γυναίκα,ఆడుది
224,Kind::N,παιδί,బిడ్డ
225,Junge::N,αγόρι,బాలుడు
226,Mädchen::N,κοπέλα,బాలిక
227,Mädchen::N,κορίτσι,బాలిక
228,Familie::N,οικογένεια,కుటుంబము
229,Großvater::N,παππούς,తాత
230,Großmutter::N,γιαγιά,అయ్యమ్మ
231,Eltern::N,γονείς,తల్లితండ్రులు
232,Vater::N,πατέρας,తండ్రి
233,Mutter::N,μητέρα,తల్లి
234,Sohn::N,γιος,కొడుకు
235,Tochter::N,κόρη,కూతురు
236,Bruder::N,αδελφός,పోదరుడు
237,Schwester::N,αδελφή,సోదరి
238,Onkel::N,θείος,మేనమామ
239,Tante::N,θεία,మేనత్త
240,Tante::N,θεία,పినతల్లి
241,Ehemann::N,σύζυγος,భర్త
242,Ehefrau::N,σύζυγος,భార్య
243,Freude::N,χαρά,సంతోషము
244,Gelächter::N,γέλια,నవ్వు
245,Glück::N,ευτυχία,సంతోషము
246,Kummer::N,έγνοια,దుఃఖము
247,Wunsch::N,επιθυμία,కోరిక
248,Lust::N,όρεξη,కోరిక
249,Geist::N,πνέυμα,ఆత్మ
250,Gedanke::N,σκέψη,ఆలోచన
251,Gedächtnis::N,μνήμη,జ్ఞాపకము
252,Verstand::N,νους,మనస్సు
253,Sinn::N,νόημα,అర్థము
254,Grund::N,λόγος,కారణము
255,Wahrheit::N,αλήθεια,సత్యము
256,Gespräch::N,συνομιλία,పంభాషణ
257,Märchen::N,παραμύθι,అద్భుతకథ
258,Erzählung::N,διήγημα,కథ
259,Nachricht::N,είδηση,వార్త
260,Neuigkeit::N,νέο,వార్త
261,Name::N,όνομα,పేరు
262,Rätsel::N,αίνιγμα,చిక్కు
263,Rede::N,λόγος,ఉపన్యాసము
264,Rede::N,ομιλία,ఉపన్యాసము
265,Sprache::N,γλώσσα,భాష
266,Stimme::N,φωνή,కంరథ్సని
267,Wort::N,λέξη,మాట
268,Zeichen::N,σημείο,గుర్తు
269,Ruf::N,κραυγή,పిలువు
270,Lärm::N,θόρυβος,సందడి
271,Laut::N,ήχος,ధ్వని
272,Ton::N,ήχος,స్వరము
273,Ton::N,τόνος,స్వరము
274,Lied::N,τραγούδι,పాట
275,Ruhe::N,ησυχία,గాలిలేమి
276,Leute::N,κόσμος,జనులు
277,Leute::N,άνθρωποι,జనులు
278,Volk::N,λαός,జాతి
279,Arbeit::N,εργασία,పని
280,Gast::N,επισκέπτης,అతిధి
281,Geschenk::N,δώρο,దానము
282,Spiel::N,παιχνίδι,ఆట
283,Gesellschaft::N,κοινωνία,జట్టు
284,Hilfe::N,βοήθεια,సాహాయ్యము
285,Freund::N,φίλος,స్నేహితుడు
286,Kamerad::N,σύντροφος,చెలికాడు
287,Angelegenheit::N,υπόθεση,విషయము
288,Anzahl::N,αριθμός,లెక్క
289,Art::N,είδος,జాతి
290,Stück::N,κομμάτι,తునుక
291,Teil::N,μέρος,భాగము
292,Hälfte::N,μισό,సగము
293,Kreis::N,κύκλος,వృత్తము
294,Kreuz::N,σταυρός,సిలువ
295,Linie::N,γραμμή,గీత
296,Strich::N,γραμμή,గీత
297,Abstand::N,απόσταση,సందు
298,Entfernung::N,απόσταση,దూరము
299,Gegend::N,περιοχή,విస్తీర్ణము
300,Gegend::N,τοποθεσία,విస్తీర్ణము
301,Platz::N,χώρος,ఎడము
302,Ort::N,τόπος,స్థలము
303,Seite::N,πλευρά,ప్రక్క
304,Mitte::N,μέση,నడిమి
305,Gegenstand::N,αντικείμενο,పద్దు
306,Sache::N,πράγμα,వస్తువు
307,Rand::N,άκρη,అంచు
308,Rand::N,χείλος,అంచు
309,Kante::N,άκρη,అంచు
310,Ecke::N,γωνιά,మూల
311,Spitze::N,μύτη,మొన
312,Ende::N,άκρη,కొన
313,Loch::N,τρύπα,రంధ్రము
314,Winkel::N,γωνία,కోణము
315,Muster::N,σχέδιο,మాదిరి
316,Größe::N,μέγεθος,పరిమాణము
317,Länge::N,μήκος,పొడుగు
318,Höhe::N,ύψος,పొడుగు
319,Gewicht::N,βάρος,భారము
320,Menge::N,ποσότητα,మొత్తము
321,Haufen::N,σωρός,రాశి
322,Reihe::N,αράδα,వరుస
323,Boot::N,βάρκα,పడవ
324,Ruder::N,κουπί,అడక
325,Schlitten::N,έλκηθρο,సరవండ్లు
326,Ski::N,σκι,స్కీ
327,Lagerfeuer::N,φωτιά,నెగడు
328,Last::N,φορτίο,బరువు
329,Gang::N,δρόμος,నడక
330,Schritt::N,βήμα,అడుగు
331,Norden::N,βορράς,ఉత్తరదిక్కు
332,Süden::N,νότος,దక్షిణము
333,Westen::N,δύση,పడమర
334,Osten::N,ανατολή,తూర్పు
335,Holz::N,ξύλο,కొయ్య
336,Brett::N,σανίδι,పలక
337,Platte::N,πλάκα,పలక
338,Stütze::N,στήριγμα,వాల్సేడ్లు
339,Stange::N,ραβδί,స్తంభము
340,Stange::N,κοντός,స్తంభము
341,Stock::N,ξύλο,కఱ్ఱ
342,Stock::N,μπαστούνι,కఱ్ఱ
343,Stab::N,ραβδί,కఱ్ఱ
344,Rohr::N,σωλήνας,గొట్టము
345,Haus::N,σπίτι,ఇల్లు
346,Heim::N,σπίτι,స్వగృహము
347,Ofen::N,σόμπα,పొయ్యి
348,Ofen::N,θερμάστρα,పొయ్యి
349,Fußboden::N,πάτωμα,నేల
350,Tisch::N,τραπέζι,మేజా
351,Stuhl::N,καρέκλα,కుర్చీ
352,Wiege::N,κούνια,ఉయ్యాల
353,Bett::N,κρεβάτι,పడక
354,Bett::N,κρεβάτι,మంచం
355,Regal::N,ράφι,అటక
356,Kiste::N,κιβώτιο,వెట్టె
357,Fenster::N,παράθυρο,కిటికి
358,Tür::N,πόρτα,ద్వారము
359,Tor::N,πύλη,ద్వారము
360,Zaun::N,φράχτης,కంచె
361,Dach::N,στέγη,ఇంటివైకప్పు
362,Leiter::N,σκάλα,నిచ్చెన
363,Leiter::N,κλίμακα,నిచ్చెన
364,Besen::N,σκούπα,చీపురుకట్ట
365,Spaten::N,φτυάρι,పాఱ
366,Schaufel::N,φτυάρι,పాఱ
367,Gabel::N,πιρούνι,ముండ్లగరిటె
368,Löffel::N,κουτάλι,గరిటె
369,Messer::N,μαχαίρι,కత్తి
370,Nagel::N,καρφί,మేకు
371,Netz::N,δίχτυ,వల
372,Haken::N,γάντζος,కొక్కెము
373,Haken::N,αγκίστρι,కొక్కెము
374,Griff::N,λαβή,పిడి
375,Schloss::N,κλειδαριά,తాళము
376,Bild::N,εικόνα,చిత్రము
377,Figur::N,ανάστημα,రూపము
378,Puppe::N,κούκλα,బొమ్మ
379,Beutel::N,πουγγί,సంచి
380,Bündel::N,δεμάτι,మూట
381,Tasche::N,τσάντα,సంచి
382,Eimer::N,κουβάς,చేద
383,Deckel::N,καπάκι,మూత
384,Geschirr::N,σκεύη,వంటకాలు
385,Sack::N,σάκος,గోనెసంచి
386,Tasse::N,φλιτζάνι,గిన్నె
387,Topf::N,χύτρα,కుండ
388,Kessel::N,καζάνι,నీరుకాచుపాత్ర
389,Essen::N,φαγητό,ఆహారము
390,Nahrung::N,τροφή,ఆహారము
391,Speise::N,φαγητό,ఆహారము
392,Fleisch::N,κρέας,మాంసము
393,Getreide::N,σιτάρι,ధాన్యము
394,Brei::N,χυλός,గుజ్జు
395,Brot::N,ψωμί,రొట్టె
396,Brot::N,άρτος,రొట్టె
397,Scheibe::N,φέτα,బద్ద
398,Fett::N,πάχος,క్రొవ్వు
399,Butter::N,βούτυρο,వెన్న
400,Öl::N,λάδι,నూనె
401,Salz::N,αλάτι,ఉప్పు
402,Suppe::N,σούπα,చారు
403,Honig::N,μέλι,తెనె
404,Milch::N,γάλα,పాలు
405,Tee::N,τσάι,తేనీరు
406,Leder::N,πετσί,బాగుచేసివతోలు
407,Wolle::N,μαλλί,ఉన్ని
408,Stoff::N,ύφασμα,బట్ట
409,Nadel::N,βελόνα,సూది
410,Faden::N,κλωστή,దారము
411,Knopf::N,κουμπί,బొత్తాము
412,Knoten::N,κόμπος,ముడి
413,Farbe::N,μπογιά,రంగు
414,Kleidung::N,ρούχα,బట్టలు
415,Kleidung::N,ενδυμασία,బట్టలు
416,Hemd::N,πουκάμισο,చొక్కాయ
417,Kragen::N,κολάρο,మాల
418,Ärmel::N,μανίκι,చొక్కాయచెయ్యి
419,Hose::N,πανταλόνι,ఇజారు
420,Gürtel::N,ζώνη,పటకా
421,Mütze::N,σκούφος,టోపి
422,Schuh::N,παπούτσι,పాదరక్ష
423,Stiefel::N,μπότα,బూటు
424,Ring::N,δαχτυλίδι,ఉంగరము
425,Band::N,κορδέλα,నాడా
426,Kamm::N,χτένα,దువ్వెన
427,Spiegel::N,καθρέφτης,అద్దము
428,Riemen::N,λουρί,వాడా
429,Schnur::N,κορδόνι,దారము
430,Leine::N,σχοινί,వారు
431,Decke::N,κουβέρτα,కంబళి
432,Kissen::N,μαξιλάρι,తలగడ
433,Tuch::N,πανί,బట్ట
434,Tuch::N,μαντήλι,బట్ట
435,Handtuch::N,πετσέτα,తువాలు
436,Kraft::N,δύναμη,బలము
437,Stärke::N,ισχύς,శక్తి
438,Stärke::N,δύναμη,శక్తి
439,Gesundheit::N,υγεία,ఆరోగ్యము
440,Krankheit::N,αρρώστια,రోగము
441,Schmerz::N,πόνος,నొప్పి
442,Wunde::N,πληγή,గాయము
443,Fieber::N,πυρετός,జ్వరము
444,Arznei::N,φάρμακο,మందు
445,Brücke::N,γέφυρα,వంతెన
446,Brunnen::N,πηγάδι,బావి
447,Brunnen::N,πηγάδι,కూపము
448,Brunnen::N,πηγάδι,నుయ్యి
449,Weide::N,βοσκή,పచ్చికబయలు
450,Pfad::N,μονοπάτι,కాలిత్రోవ
451,Weg::N,δρόμος,మార్గము
452,Straße::N,οδός,బాట
453,Straße::N,δρόμος,బాట
454,Dorf::N,χωριό,గ్రామము
455,Stadt::N,πόλη,పట్టణము
456,Brief::N,γράμμα,జాబు
457,Brief::N,επιστολή,జాబు
458,Buch::N,βιβλίο,పుస్తకము
459,Buchstabe::N,γράμμα,అక్షరము
460,Zeitung::N,εφημερίδα,వార్తాపత్రిక
461,Leben::N,ζωή,ప్రాణము
462,Leben::N,βίος,ప్రాణము
463,Tod::N,θάνατος,మరణము
464,Grab::N,τάφος,సమాధి
465,Kirche::N,εκκλησία,క్రెస్తవులగుడి
466,Sünde::N,αμαρτία,పాపము
467,Gott::N,θεός,దేవుడు
468,Arbeiter::N,εργάτης,పనిపాటుచేశేవాడు
469,Chef::N,προϊστάμενος,యజమానుడు
470,Meister::N,μάστορας,కళాకారుడు
471,Meister::N,αρχιτεχνίτης,కళాకారుడు
472,Arzt::N,γιατρός,వైద్యుడు
473,Lehrer::N,δάσκαλος,ఉపాధ్యాయుడు
474,Geld::N,λεφτά,ద్రవ్యము
475,Geld::N,χρήματα,ద్రవ్యము
476,Geschäft::N,συναλλαγή,వ్యాపారము
477,Laden::N,μαγαζί,అంగడి
478,Laden::N,κατάστημα,అంగడి
479,Preis::N,τιμή,వెల
480,Ware::N,εμπόρευμα,సరకులు
481,Nutzen::N,όφελος,ప్రయోజనము
482,Reichtum::N,πλούτος,ధనము
483,Welt::N,κόσμος,ప్రపంచము
484,Land::N,χώρα,దేశము
485,Staat::N,κράτος,రాజ్యము
486,Staat::N,πολιτεία,రాజ్యము
487,König::N,βασιλιάς,రాజు
488,Macht::N,εξουσία,అధికారము
489,Grenze::N,σύνορα,సరిహద్దు
490,Krieg::N,πόλεμος,యుద్ధము
491,Feind::N,εχθρός,శత్రువు
492,Gewalt::N,βία,దౌర్జన్యము
493,Kampf::N,αγώνας,పోట్లాట
494,Bogen[Waffe]::N,τόξο,విల్లు
495,Pfeil::N,σαΐτα,బాణము
496,Gewehr::N,τουφέκι,తుపాకి
497,Fehler::N,λάθος,తప్ప
498,Fehler::N,σφάλμα,తప్ప
499,Lüge::N,ψέμα,అసత్యము
500,Lüge::N,ψεύδος,అసత్యము
501,Schaden::N,ζημία,నష్టము
502,Unglück::N,δυστυχία,దురదృష్టము
503,Schuld::N,ενοχή,తప్పు
504,Schuld::N,φταίξιμο,తప్పు
505,Alter::N,ηλικία,వయస్సు
506,Schluss::N,τέλος,ముగింపు
507,Zeit::N,χρόνος,కాలము
508,Tag::N,μέρα,దినము
509,Tag::N,ημέρα,దినము
510,Morgen::N,πρωί,ఉదయము
511,Mittag::N,μεσημέρι,మధ్యాహ్నము
512,Abend::N,βράδυ,సాయంకాలము
513,Nacht::N,νύχτα,రత్రి
514,Woche::N,εβδομάδα,వారము
515,Monat::N,μήνας,నెల
516,Jahr::N,έτος,సంవత్సరము
517,Jahr::N,χρόνος,సంవత్సరము
518,Frühling::N,άνοιξη,వసంతకాలము
519,Sommer::N,καλοκαίρι,వేసవికాము
520,Herbst::N,φθινόπωρο,ఆకురాలుకాలము
521,Winter::N,χειμώνας,శీతకాలము
522,Januar::N,Ιανουάριος,జనవరి
523,Februar::N,Φεβρουάριος,ఫిబ్రవరి
524,März::N,Μάρτιος,మార్చి
525,April::N,Απρίλιος,ఏప్రిలు
526,Mai::N,Μάιος,మే
527,Juni::N,Ιούνιος,జూన్
528,Juli::N,Ιούλιος,జూలై
529,August::N,Αύγουστος,ఆగస్టు
530,September::N,Σεπτέμβριος,సెప్ఠెంబరు
531,Oktober::N,Οκτώβριος,అక్టోబరు
532,November::N,Νοέμβριος,నవంబరు
533,Dezember::N,Δεκέμβριος,డిసెంబర్
534,Montag::N,Δευτέρα,సోమవారము
535,Dienstag::N,Τρίτη,మంగళవారము
536,Mittwoch::N,Τετάρτη,బుధవారము
537,Donnerstag::N,Πέμπτη,గురువారము
538,Freitag::N,Παρασκευή,శుక్రవారము
539,Samstag::N,Σάββατο,శనివారము
540,Sonntag::N,Κυριακή,ఆదివారము
541,groß::A,μεγάλος,గొప్పైన
542,klein::A,μικρός,చిన్న
543,lang::A,μακρύς,పొడుగాటి
544,kurz::A,κοντός,పొట్టి
545,breit::A,φαρδύς,వెడల్పైన
546,schmal::A,στενός,ఇఱుకైన
547,dicht::A,πυκνός,దట్టమైన
548,dick[Gegenstand]::A,παχύς,దట్టమైన
549,dick[Gegenstand]::A,χοντρός,దట్టమైన
550,dünn::A,ψιλός,పలుచని
551,dünn::A,λεπτός,పలుచని
552,fein::A,ψιλός,నాజాకైన
553,fest::A,στερεός,దృడమైవ
554,flach::A,επίπεδος,చదువైన
555,glatt::A,λείος,నున్నని
556,glatt::A,ομαλός,నున్నని
557,hart::A,σκληρός,కఠినమైన
558,weich::A,μαλακός,మృదువైన
559,rund::A,στρογγυλός,గుండ్రని
560,spitz::A,μυτερός,మొనగల
561,scharf::A,κοφτερός,పదనైన
562,stumpf::A,αμβλύς,వాడిలేని
563,schwer::A,βαρύς,బరువ్తెన
564,schön::A,ωραίος,సుందరమైన
565,schön::A,όμορφος,సుందరమైన
566,heiß::A,ζεστός,వేడియైన
567,warm::A,θερμός,వెచ్చని
568,kalt::A,κρύος,చల్లని
569,kalt::A,ψυχρός,చల్లని
570,kühl::A,δροσερός,చల్లని
571,frisch::A,νωπός,తాజాయైన
572,frisch::A,φρέσκος,తాజాయైన
573,feucht::A,υγρός,చెమ్మగానున్న
574,nass::A,βρεγμένος,తడిగామన్న
575,trocken::A,ξηρός,ఎండిన
576,trocken::A,στεγνός,ఎండిన
577,voll::A,γεμάτος,నిండు
578,leer::A,άδειος,శూన్యమైన
579,offen::A,ανοιχτός,తెఱచియున్న
580,geschlossen::A,κλειστός,మూసిన
581,sauber::A,καθαρός,పరిశుద్ధమైన
582,schmutzig::A,βρώμικος,ముఱికియైన
583,schmutzig::A,λερωμένος,ముఱికియైన
584,roh::A,ωμός,పచ్చి
585,reif::A,ώριμος,పండివ
586,lecker::A,νόστιμος,రుచి గల
587,süß::A,γλυκός,తియ్యని
588,bitter::A,πικρός,చేదైన
589,sauer::A,ξινός,పుల్లని
590,hell::A,φωτεινός,కాంతిగల
591,dunkel::A,σκοτεινός,చీకటియైన
592,schwarz::A,μαύρος,నల్లని
593,schwarz::A,μελανός,నల్లని
594,weiß::A,άσπρος,తెలుపు
595,rot::A,κόκκινος,ఎఱ్ఱని
596,gelb::A,κίτρινος,పసుపు పచ్చ
597,blau::A,μπλε,నీలవర్ణము
598,blau::A,γαλανός,నీలవర్ణము
599,grün::A,πράσινος,ఆకుపచ్చని
600,grau::A,γκρίζος,నెరిసిన
601,bunt::A,ποικιλόχρωπος,రంగేలీ
602,billig::A,φτηνός,చౌకయైన
603,teuer::A,ακριβός,వెలపొడుగైన
604,wertvoll::A,πολύτιμος,విలుప్తెన
605,blind::A,τυφλός,గ్రుడ్డి
606,taub::A,κουφός,చెవిటి
607,kräftig::A,δυνατός,శక్తి గల
608,stark::A,γερός,బలమైన
609,schwach::A,αδύνατος,బలహీనమైన
610,fett::A,παχύς,క్రొవ్విన
611,schlank::A,λεπτός,సన్నని
612,schlank::A,λυγερός,సన్నని
613,hübsch::A,όμορφος,సాగప్తెన
614,hübsch::A,χαριτωμένος,సాగప్తెన
615,böse::A,κακός,చెడ్డ
616,dumm::A,κουτός,తెలివిలేని
617,dumm::A,ανόητος,తెలివిలేని
618,faul::A,τεμπέλης,సోమరియైన
619,fleißig::A,εργατικός,శ్రద్దగల
620,geizig::A,τσιγγούνης,పిసినారియైన
621,klug::A,έξυπνος,తెలివిగల
622,geschickt::A,επιδέξιος,నిపుణతగల
623,lieb::A,φίλος,ప్రియమైన
624,lieb::A,αγαπητός,ప్రియమైన
625,lustig::A,εύθυμος,ఉల్లాసము గల
626,lustig::A,χαρούμενος,ఉల్లాసము గల
627,sanft::A,ήπιος,సాధువైన
628,hungrig::A,πεινασμένος,ఆకలిగొనిన
629,krank::A,άρρωστος,వ్యాధిగల
630,nackt::A,γυμνός,దిగంబరమైన
631,traurig::A,λυπημένος,విచారముగల
632,lebendig::A,ζωντανός,ప్రాణముతో నున్న
633,gut::A,καλός,మంచి
634,schlecht::A,κακός,చెడ్డ
