,Concept_ID,ko,sv
175,Maus::N,쥐,mus
176,Wolf::N,늑대,varg
177,Vogel::N,새,fågel
178,Schwarm::N,뗴,svärm
179,Huhn::N,암탉,höns
180,Hahn::N,수탉,tupp
181,Gans::N,거위,gås
182,Adler::N,수리,örn
183,Ente::N,오리,anka
184,Eule::N,부엉이,uggla
185,Kranich::N,두루미,trana
186,Krähe::N,까마귀,kråka
187,Kuckuck::N,뻐꾸기,gök
188,Schwan::N,배조,svan
189,Fisch::N,물고기,fisk
190,Barsch::N,농어,abborre
191,Hecht::N,에속스,gädda
192,Schlange[Tier]::N,뱀,orm
193,Wurm::N,벌레,mask
194,Spinne::N,거미,spindel
195,Ameise::N,개미,myra
196,Laus::N,이,lus
197,Mücke::N,모기,mygga
198,Fliege::N,날기,fluga
199,Schmetterling::N,나비,fjäril
200,Beere::N,장과,bär
201,Apfel::N,사과,äpple
202,Pilz::N,고방이,svamp
203,Zwiebel::N,양파,lök
204,Saat::N,씨,sådd
205,Korn::N,알맹이,korn
206,Heu::N,건초,hö
207,Schale::N,피상,skal
208,Falle::N,함정,fälla
209,Schlinge::N,올가미,snara
210,Schlinge::N,멜빵붕대,snara
211,Spur::N,발지국,spår
212,Asche::N,재,aska
213,Dreck::N,똥,lort
214,Dreck::N,오물,lort
215,Eisen::N,쇠,järn
216,Eisen::N,철,järn
217,Gold::N,항금,guld
218,Silber::N,은,silver
219,Kohle::N,슻,kol
220,Glas::N,유리,glas
221,Lehm::N,찰흙,lera
222,Sand::N,모래,sand
223,Mensch::N,사람,människa
224,Mann::N,남자,man
225,Frau::N,여자,kvinna
226,Kind::N,아이,barn
227,Junge::N,소녁,pojke
228,Mädchen::N,소녀,flicka
229,Familie::N,가족,familj
230,Großvater::N,할아버지,morfar
231,Großmutter::N,할머니,farmor
232,Eltern::N,어버오,föräldrar
233,Vater::N,아버지,far
234,Mutter::N,어머니,mor
235,Sohn::N,아들,son
236,Tochter::N,딸기,dotter
237,Bruder::N,형제,bror
238,Schwester::N,누이,syster
239,Onkel::N,백부,morbror
240,Tante::N,아주머니,tant
241,Ehemann::N,남편,äkta man
242,Ehefrau::N,아내,hustru
243,Freude::N,기쁨,fröjd
244,Freude::N,기쁨,glädje
245,Gelächter::N,웃음,åtlöje
246,Glück::N,즐거움,lycka
247,Kummer::N,슬픔,sorg
248,Wunsch::N,소망,önskan
249,Geist::N,할기,ande
250,Gedanke::N,상념,tanke
251,Gedächtnis::N,기억,minne
252,Verstand::N,분별,förstånd
253,Verstand::N,지능,förstånd
254,Sinn::N,센스,mening
255,Sinn::N,센스,betydelse
256,Grund::N,까닭,skäl
257,Grund::N,까닭,grund
258,Wahrheit::N,참,sanning
259,Wahrheit::N,진실,sanning
260,Gespräch::N,대화,samtal
261,Märchen::N,동화,saga
262,Erzählung::N,이야기,berättelse
263,Neuigkeit::N,뉴스,nyhet
264,Name::N,이름,namn
265,Rätsel::N,수수께끼,gåta
266,Rede::N,연설,tal
267,Sprache::N,말,språk
268,Stimme::N,목소리,stämma
269,Wort::N,낱말,ord
270,Zeichen::N,신호,tecken
271,Ruf::N,부름,rop
272,Lärm::N,소동,bråk
273,Lärm::N,소동,oväsen
274,Laut::N,음성,ljud
275,Ton::N,목소리,ton
276,Lied::N,노래,sång
277,Ruhe::N,쉼,ro
278,Ruhe::N,쉼,lugn
279,Leute::N,사람들,folk
280,Volk::N,국중,folk
281,Arbeit::N,근로,arbete
282,Arbeit::N,너무,arbete
283,Gast::N,손님,gäst
284,Geschenk::N,행하,gåva
285,Geschenk::N,행하,present
286,Spiel::N,무리,lek
287,Spiel::N,무리,spel
288,Gesellschaft::N,교제,sällskap
289,Hilfe::N,거들음,hjälp
290,Hilfe::N,보좌,hjälp
291,Freund::N,친구,vän
292,Kamerad::N,동실자,kamrat
293,Angelegenheit::N,용무,ärende
294,Angelegenheit::N,용무,angelägenhet
295,Anzahl::N,어떤,antal
296,Anzahl::N,수,antal
297,Art::N,정류,art
298,Art::N,정류,slag
299,Stück::N,일부분,stycke
300,Teil::N,몱,del
301,Teil::N,구훠,del
302,Hälfte::N,2분의,halva
303,Kreis::N,고리,krets
304,Kreis::N,고리,cirkel
305,Kreuz::N,열십자,kors
306,Kreuz::N,열십자,kryss
307,Linie::N,선,linje
308,Strich::N,스침,streck
309,Abstand::N,거리,avstånd
310,Entfernung::N,거리,avstånd
311,Gegend::N,곳,trakt
312,Gegend::N,부금,trakt
313,Platz::N,장소,plats
314,Ort::N,장소,plats
315,Ort::N,장소,ställe
316,Seite::N,옆면,sida
317,Mitte::N,궁간,mitt
318,Gegenstand::N,항목,föremål
319,Sache::N,뭉에,sak
320,Rand::N,가,rand
321,Kante::N,귀퉁,kant
322,Ecke::N,구석,vrå
323,Ecke::N,구석,hörn
324,Spitze::N,끝,spets
325,Spitze::N,참단,spets
326,Ende::N,말당,ända
327,Loch::N,빙옷,hål
328,Winkel::N,각도,vinkel
329,Muster::N,본,mönster
330,Muster::N,견복,mönster
331,Größe::N,신장,storlek
332,Länge::N,길이긺,längd
333,Höhe::N,높이,höjd
334,Gewicht::N,추,tyngd
335,Menge::N,수양,mängd
336,Haufen::N,퇴적,hög
337,Reihe::N,열,rad
338,Boot::N,보트,båt
339,Ruder::N,노,åra
340,Schlitten::N,썰매,släde
341,Ski::N,스키,skida
342,Lagerfeuer::N,캠프의 모닥불,lägereld
343,Last::N,무거운짐,last
344,Last::N,무거운짐,börda
345,Gang::N,걸음,gång
346,Schritt::N,보조,steg
347,Norden::N,북쪽 ,norr
348,Süden::N,남쪽,söder
349,Westen::N,서쪽,väster
350,Osten::N,동쪽,öster
351,Holz::N,목재,trä
352,Brett::N,마루널,bräda
353,Platte::N,탤,platta
354,Platte::N,금속판,platta
355,Stütze::N,버팀목,stöd
356,Stütze::N,버팀목,stötta
357,Stange::N,장대,stång
358,Stock::N,막대기,käpp
359,Stock::N,막대기,pinne
360,Stab::N,작대기,stav
361,Rohr::N,갈대,rör
362,Haus::N,집,hus
363,Heim::N,집,hem
364,Ofen::N,아궁이,ugn
365,Fußboden::N,마루,golv
366,Tisch::N,탁자,bord
367,Stuhl::N,의자,stol
368,Wiege::N,발상지,vagga
369,Bett::N,침대,säng
370,Regal::N,서가,hylla
371,Kiste::N,짐궤,låda
372,Fenster::N,눔,fönster
373,Tür::N,문,dörr
374,Tor::N,대문,port
375,Zaun::N,담장,staket
376,Zaun::N,담장,stängsel
377,Dach::N,지붕,tak
378,Leiter::N,사닥다리,stege
379,Besen::N,비,kvast
380,Spaten::N,가래,spade
381,Schaufel::N,삽,skovel
382,Schaufel::N,삽,skyffel
383,Gabel::N,갈래,gaffel
384,Löffel::N,숟가락,sked
385,Messer::N,나이프,kniv
386,Nagel::N,발툽,spik
387,Netz::N,그물,nät
388,Haken::N,갈고리,krok
389,Griff::N,움켜쥠,tag
390,Griff::N,움켜쥠,handtag
391,Schloss::N,자물쇠,las
392,Bild::N,그림,bild
393,Figur::N,몸메,figur
394,Puppe::N,인형,docka
395,Beutel::N,클,påse
396,Bündel::N,자근다발,bunt
397,Bündel::N,자근다발,knippa
398,Tasche::N,가방,väska
399,Eimer::N,동이,hink
400,Eimer::N,동이,ämbar
401,Deckel::N,뚜껑,lock
402,Geschirr::N,식시,servis
403,Geschirr::N,식시,porslin
404,Sack::N,조갑,säck
405,Tasse::N,차잔,kopp
406,Topf::N,단지,gryta
407,Topf::N,단지,kastrull
408,Kessel::N,주전자,kittel
409,Essen::N,먹기,mål
410,Nahrung::N,식료,näring
411,Speise::N,음식물,maträtt
412,Fleisch::N,고기,kött
413,Getreide::N,곡물,säd
414,Getreide::N,곡물,spannmål
415,Brei::N,젤리,gröt
416,Brot::N,빵,bröd
417,Scheibe::N,원반,skiva
418,Fett::N,기름,fett
419,Butter::N,버터,smör
420,Öl::N,올리브유,olja
421,Salz::N,소금,salt
422,Suppe::N,국,soppa
423,Suppe::N,수프,soppa
424,Honig::N,감미,honung
425,Milch::N,유즙,mjölk
426,Tee::N,차,te
427,Leder::N,가죽,läder
428,Wolle::N,양털,ull
429,Wolle::N,양털,ylle
430,Stoff::N,패료,tyg
431,Stoff::N,패료,stoff
432,Nadel::N,바늘,nål
433,Faden::N,콘실,tråd
434,Knopf::N,단추,knapp
435,Knoten::N,곁절,knut
436,Farbe::N,색,färg
437,Kleidung::N,옷입기,klädsel
438,Hemd::N,속옷,skjorta
439,Kragen::N,깃,krage
440,Ärmel::N,소매,ärm
441,Hose::N,바지,byxor
442,Gürtel::N,밴드,bälte
443,Mütze::N,모자,mössa
444,Schuh::N,구두,sko
445,Stiefel::N,장화,stövel
446,Ring::N,고리,ring
447,Band::N,리본,band
448,Kamm::N,빗,kam
449,Spiegel::N,거울,spegel
450,Riemen::N,가죽끈,rem
451,Schnur::N,밧줄,snöre
452,Leine::N,고삐줄,lina
453,Decke::N,이부자리,täcke
454,Kissen::N,깔개,dyna
455,Kissen::N,깔개,kudde
456,Tuch::N,천,sjal
457,Handtuch::N,수건,handduk
458,Kraft::N,세력,kraft
459,Stärke::N,힘,styrka
460,Gesundheit::N,위생,hälsa
461,Krankheit::N,병,sjukdom
462,Schmerz::N,아픔고통,smärta
463,Wunde::N,상처,sår
464,Fieber::N,열별,feber
465,Arznei::N,약,medicin
466,Arznei::N,약,läkemedel
467,Brücke::N,교량,bro
468,Brunnen::N,원천,brunn
469,Weide::N,목장,bete
470,Pfad::N,좁은길,stig
471,Weg::N,길,väg
472,Straße::N,길,gata
473,Dorf::N,촌,by
474,Dorf::N,촌락,by
475,Stadt::N,도시,stad
476,Brief::N,서한,brev
477,Buch::N,책,bok
478,Buchstabe::N,문자,bokstav
479,Zeitung::N,신문,tidning
480,Leben::N,삶,liv
481,Tod::N,죽음,död
482,Grab::N,무덤,grav
483,Kirche::N,교회,kyrka
484,Sünde::N,부정,synd
485,Gott::N,하느님,gud
486,Arbeiter::N,일하는사람,arbetare
487,Chef::N,사장,chef
488,Meister::N,명인,mästare
489,Meister::N,대가,mästare
490,Arzt::N,의사,läkare
491,Lehrer::N,교사,lärare
492,Geld::N,돈,pengar
493,Geschäft::N,일,rörelse
494,Laden::N,가게,affär
495,Preis::N,가격,pris
496,Ware::N,상품,vara
497,Nutzen::N,이익,gagn
498,Nutzen::N,이익,nytta
499,Reichtum::N,많음,rikedom
500,Welt::N,세상,värld
501,Land::N,지방,land
502,Staat::N,국가,stat
503,König::N,국왕,kung
504,König::N,국왕,konung
505,Macht::N,힘,makt
506,Grenze::N,국경,gräns
507,Krieg::N,전쟁,krig
508,Feind::N,적,fiende
509,Gewalt::N,권력,våld
510,Kampf::N,전투,kamp
511,Kampf::N,전투,strid
512,Bogen[Waffe]::N,활,båge
513,Pfeil::N,화살,pil
514,Gewehr::N,무기,gevär
515,Fehler::N,오류,fel
516,Lüge::N,거짓말,lögn
517,Schaden::N,손상,skada
518,Unglück::N,불행,otur
519,Unglück::N,불행,olycka
520,Schuld::N,부채,skuld
521,Alter::N,연령,ålder
522,Schluss::N,마감,slut
523,Zeit::N,때,tid
524,Zeit::N,시간,tid
525,Tag::N,하루,dag
526,Morgen::N,이침,morgon
527,Mittag::N,대낮,middag
528,Abend::N,저녁,kväll
529,Nacht::N,밤,natt
530,Woche::N,근무일,vecka
531,Monat::N,달,månad
532,Jahr::N,해,år
533,Frühling::N,봄,vår
534,Sommer::N,여름,sommar
535,Herbst::N,가을,höst
536,Winter::N,겨울,vinter
537,Januar::N,일월,januari
538,Februar::N,이월,februari
539,März::N,삼월,mars
540,April::N,사월,april
541,Mai::N,오월,maj
542,Juni::N,유월,juni
543,Juli::N,칠월,juli
544,August::N,팔월,augusti
545,September::N,구월,september
546,Oktober::N,시월,oktober
547,November::N,십일월,november
548,Dezember::N,십이월,december
549,Montag::N,월요일,måndag
550,Dienstag::N,화요일,tisdag
551,Mittwoch::N,수요일,onsdag
552,Donnerstag::N,모교일,torsdag
553,Freitag::N,그묘일,fredag
554,Samstag::N,토요일,lördag
555,Sonntag::N,일요일,söndag
556,groß::A,큰,stor
557,klein::A,자근,liten
558,lang::A,긴,lång
559,kurz::A,짧은,kort
560,breit::A,넓은,bred
561,schmal::A,좁은,smal
562,dicht::A,농밀한,tät
563,dick[Gegenstand]::A,두꺼운,tjock
564,dünn::A,얇은,tunn
565,fein::A,미세한,fin
566,fest::A,굳은,fast
567,flach::A,얕은,platt
568,glatt::A,반들반들한,glatt
569,hart::A,굳은,hård
570,weich::A,연한,mjuk
571,rund::A,둥근,rund
572,spitz::A,뾰족한,toppig
573,spitz::A,뾰족한,spetsig
574,scharf::A,날카로운,vass
575,scharf::A,날카로운,skarp
576,stumpf::A,무딘,slö
577,schwer::A,무거운,tung
578,schön::A,멋진,skön
579,schön::A,멋진,vacker
580,heiß::A,뜨거운,het
581,warm::A,따뜻한,varm
582,kalt::A,찬,kall
583,kühl::A,서늘한,sval
584,kühl::A,서늘한,kylig
585,frisch::A,신선한,färsk
586,feucht::A,축축한,fuktig
587,nass::A,젖은,våt
588,trocken::A,마른,torr
589,voll::A,완전한,full
590,leer::A,빈,tom
591,offen::A,열린,öppen
592,geschlossen::A,닫힌,stängd
593,sauber::A,깨끗한,ren
594,schmutzig::A,더러운,snuskig
595,roh::A,날게잇의,rå
596,reif::A,이근,mogen
597,lecker::A,맛있는,läcker
598,süß::A,단,söt
599,bitter::A,찌르는듯한,besk
600,bitter::A,찌르는듯한,bitter
601,sauer::A,산성의,sur
602,hell::A,밝은,ljus
603,dunkel::A,어두운,mörk
604,schwarz::A,검은,svart
605,weiß::A,하얀,vit
606,rot::A,붉은,röd
607,gelb::A,황색,gul
608,blau::A,푸른,blå
609,grün::A,녹색의,grön
610,grau::A,회색의,grå
611,bunt::A,알록달록한,brokig
612,billig::A,싼,billig
613,teuer::A,값비산,dyr
614,wertvoll::A,가치가많은,värdefull
615,blind::A,눈먼,blind
616,taub::A,무감간한,döv
617,kräftig::A,강장한,kraftig
618,stark::A,강한,stark
619,schwach::A,약한,svag
620,fett::A,실찐,fet
621,schlank::A,호리호리한,slank
622,hübsch::A,예쁜,snygg
623,hübsch::A,예쁜,vacker
624,böse::A,나쁜,ond
625,böse::A,나쁜,elak
626,dumm::A,어리석은,dum
627,faul::A,너덜너덜한,lat
628,fleißig::A,근면한,flitig
629,geizig::A,인색한,snål
630,geizig::A,인색한,girig
631,geschickt::A,교묘한,händig
632,geschickt::A,교묘한,skicklig
633,lieb::A,친애하는,kär
634,lieb::A,친애하는,snäll
635,lustig::A,유쾌한,rolig
636,lustig::A,유쾌한,lustig
637,sanft::A,온화한,mild
638,hungrig::A,배고픈,hungrig
639,krank::A,병든,sjuk
640,nackt::A,벌거벗은,naken
641,traurig::A,슬픈,ledsen
642,traurig::A,슬픈,sorgsen
643,lebendig::A,살아있는,levande
644,gut::A,좋은,bra
645,schlecht::A,나쁜,dålig
646,richtig::A,바른,riktig
647,schlimm::A,못된,illa
648,wahr::A,참된,sann
649,alt::A,늙은,gammal
650,neu::A,새,ny
651,ehemalig::A,전의,forn
652,ehemalig::A,전의,tidigare
653,alt[Lebewesen]::A,낡은,gammal
654,jung::A,젊은,ung
655,arm::A,가난한,fattig
656,reich::A,풍부한,rik
657,bekannt::A,저명한,känd
658,berühmt::A,유명한,berömd
659,fremd::A,타처이,främmande
660,verschieden::A,따른,åtskillig
661,nah::A,가까운,nära
662,fern::A,먼,fjärran
663,linker::A,왼쭉의,vänster
664,rechter::A,오른쪽의,höger
665,anderer::A,다른,annan
666,erster::A,첫째,första
667,zweiter::A,둘째,andra
668,dritter::A,셋째,tredje
669,letzter::A,의후자의,sist
670,allein::ADV,훌로,allena
671,auf einmal::ADV,갑자기,på en gång
672,zusammen::ADV,모아서,tillsammans
673,lange::ADV,오래,länge
674,plötzlich::ADV,둘연한,plötsligt
675,sofort::ADV,즉시,strax
676,sofort::ADV,즉시,genast
677,später::ADV,보다늦은,senare
678,jetzt::ADV,목하,nu
679,heute::ADV,오늘,i dag
680,morgen::ADV,내일,i morgon
681,bald::ADV,곱,snart
682,dann::ADV,그경우에,då
683,gestern::ADV,어제,i går
684,einst::ADV,옛날에,en gång
685,damals::ADV,그때에,då
686,damals::ADV,그때에,den gången
687,danach::ADV,그 뒤에,därefter
688,vorher::ADV,미리,före
689,vorher::ADV,미리,förut
690,zuerst::ADV,최초로,först
691,einmal::ADV,한번,en gång
692,manchmal::ADV,땓대로,ibland
693,oft::ADV,땓대로,ofta
694,immer::ADV,늘,alltid
695,niemals::ADV,결코...(하지)않다,aldrig
696,hier::ADV,여기,här
697,hierhin::ADV,여기로,hit
698,dort::ADV,거기,där
699,dorthin::ADV,저기예,dit
700,geradeaus::ADV,곧장,rätt fram
701,vorwärts::ADV,앞으로,fram
702,vorwärts::ADV,앞으로,framåt
703,rückwärts::ADV,뒤로,baklänges
704,zurück::ADV,제자리로,tillbaka
705,unten::ADV,아래에,nere
706,unten::ADV,아래에,nedanför
707,hinab::ADV,아래쪽으로,ned
708,hinab::ADV,아래쪽으로,nedåt
709,oben::ADV,위에,ovan
710,oben::ADV,위에,ovanpå
711,hinauf::ADV,위쪽으로,upp
712,hinauf::ADV,위쪽으로,uppåt
713,überall::ADV,도처에,överallt
714,nicht::ADV,안,ej
715,nicht::ADV,안,inte
716,ein wenig::ADV,적음,litet
717,kaum::ADV,가의,knappt
718,kaum::ADV,가의,knappast
719,sehr::ADV,자주,mycket
720,so::ADV,그와같이,så
721,noch::ADV,아직,än
722,noch::ADV,아직,ännu
723,nur::ADV,다만,bara
724,nur::ADV,다만,endast
725,schon::ADV,이미,redan
726,wieder::ADV,다시,åter
727,vergebens::ADV,헛되이,förgäves
728,vor::PRP,앞에,utanför
729,hinter::PRP,뒤에,bakom
730,unter::PRP,잍에,under
731,durch::PRP,통고하여,genom
732,durch::PRP,통고하여,igenom
733,neben::PRP,와나란히,bredvid
734,neben::PRP,와나란히,vid sidan av
735,zwischen::PRP,의사이로,mellan
736,wegen::PRP,때문에,på grund av
737,dies::PRN,이,detta
738,das::PRN,저,det
739,alles::PRN,모든것,allt
740,ich::PRN,나,jag
741,du::PRN,너,du
742,er::PRN,그,han
743,wir::PRN,우리,vi
744,ihr::PRN,너희들,ni
745,sie::PRN,그들,de
746,was::FPRN,뭣,vad
747,wer::FPRN,누구,vem
748,wo::FADV,어디,var
749,wohin::FADV,어디로,vart
750,wie::FADV,어떻게,hur
751,warum::FADV,왜,varför
752,wieviel::FNUM,얼마만큰,hur mycket
753,eins::NUM,하나,en
754,eins::NUM,하나,ett
755,zwei::NUM,둘,två
756,drei::NUM,셋,tre
757,vier::NUM,넷,fyra
758,fünf::NUM,다섯,fem
759,sechs::NUM,여섯,sex
760,sieben::NUM,일곱,sju
761,acht::NUM,여덟,åtta
762,neun::NUM,아홉,nio
763,zehn::NUM,열,tio
764,elf::NUM,열하나,elva
765,zwölf::NUM,열둘,tolv
766,zwanzig::NUM,스물,tjugo
767,dreißig::NUM,서름,trettio
768,vierzig::NUM,마흔,fyrtio
769,fünfzig::NUM,숸,femtio
770,sechzig::NUM,에순,sextio
771,siebzig::NUM,일흔,sjuttio
772,achtzig::NUM,여든,åttio
773,neunzig::NUM,아흔,nittio
774,hundert::NUM,백,hundra
775,tausend::NUM,천,tusen
776,und::CNJ,와,och
777,oder::CNJ,아니면,eller
778,stehen::V,서다,stå
779,sitzen::V,앉다,sitta
780,liegen::V,눕다,ligga
781,hängen::V,달다,hänga
782,werden::V,되다,bli
783,passieren::V,지장옶다,ske
784,passieren::V,지장옶다,hända
785,beginnen::V,시작되다,börja
786,enden::V,큳내다,ända
787,wechseln::V,병경하다,växla
788,aufgehen[Sonne]::V,뜨다,gå upp
789,untergehen[Sonne]::V,지다,gå ned
790,scheinen[Sonne]::V,빛나다,skina
791,donnern::V,천둥치다,dundra
792,wehen::V,풀다,blåsa
793,strömen::V,흐르다,forsa
794,strömen::V,흐르다,strömma
795,fließen::V,흐르다,flyta
796,sich drehen::V,돌다,snurra
797,schwanken::V,동요하다,vackla
798,schwingen::V,흔들다,svinga
799,fallen::V,떨어지다,falla
800,brennen::V,타다,brinna
801,rauchen::V,김이나다,ryka
802,regnen::V,비가오다,regna
803,gefrieren::V,얼다,frysa
804,tauen::V,녹다,töa
805,schmelzen::V,녹다,smälta
806,trocknen::V,홈치다,torka
807,sieden::V,끓다,koka
808,sieden::V,끓다,sjuda
809,faulen::V,부패하다,ruttna
810,verfaulen::V,썩다,ruttna
811,reißen::V,지바찢다,brista
812,versinken::V,가라앉다,sjunka
813,vergehen::V,지나가다,förgå
814,erscheinen::V,나타나다,synas
815,erscheinen::V,나타나다,visa sig
816,verschwinden::V,사라지다,försvinna
817,sinken::V,가라앉다,sjunka
818,abnehmen::V,떼어내다,avta
819,abnehmen::V,떼어내다,minskas
820,zunehmen::V,증가하다,tilltaga
821,steigen::V,상승하다,stiga
822,wachsen::V,생기하다,växa
823,glänzen::V,뛰오나다,glimma
824,funkeln::V,불티가잍어나다,tindra
825,funkeln::V,불티가잍어나다,gnistra
826,lärmen::V,떠들다,bråka
827,lärmen::V,떠들다,väsnas
828,läuten::V,울시다,ringa
829,klingeln::V,초닌총을울리다,ringa
830,klirren::V,탁탁울리다,klirra
831,brausen::V,쏴쏴소리내다,brusa
832,rauschen::V,솨솨,susa
833,klingen::V,반향하다,låta
834,klingen::V,반향하다,klinga
835,bellen::V,짖다,skälla
836,heulen::V,포효하다,yla
837,heulen::V,포효하다,tjuta
838,blasen::V,불다,blåsa
839,pfeifen::V,피리를불다,vissla
840,schreien::V,절규하다,skrika
841,stöhnen::V,신음하다,stöna
842,zittern::V,저뉼하다,darra
843,zittern::V,저뉼하다,skälva
844,leben::V,살다,leva
845,geboren werden::V,태어난,födas
846,atmen::V,숨쉬다,andas
847,trinken::V,마시다,dricka
848,essen::V,먹다,äta
849,schlucken::V,들이켜다,svälja
850,einschlafen::V,잠들다,somna
851,schlafen::V,자다,sova
852,aufwachen::V,눈트다,vakna
853,aufstehen::V,서다,stiga upp
854,sich erholen::V,회복하다,repa sig
855,sich erholen::V,회복하다,hämta sig
856,schmerzen::V,아프다,smärta
857,schmerzen::V,아프다,göra ont
