,Concept_ID,de,zh
830,zurücklassen::V,zurücklassen,遗留
831,verlieren::V,verlieren,丧失
832,fallen lassen::V,fallen lassen,让掉下
833,machen::V,machen,做
834,herstellen::V,herstellen,生产
835,bauen::V,bauen,建造
836,reparieren::V,reparieren,修理
837,verbessern::V,verbessern,改进
838,ändern::V,ändern,改变
839,graben::V,graben,挖
840,beugen::V,beugen,弯下
841,biegen::V,biegen,弯
842,drehen::V,drehen,转动
843,wenden::V,wenden,转动
844,umdrehen::V,umdrehen,转动
845,heben::V,heben,举起
846,hochheben::V,hochheben,抬高
847,ergreifen::V,ergreifen,抓住
848,halten::V,halten,拿着
849,drücken::V,drücken,压
850,schieben::V,schieben,推
851,kratzen::V,kratzen,搔
852,lecken::V,lecken,舔
853,beißen::V,beißen,咬
854,abreißen::V,abreißen,撕下
855,abschneiden::V,abschneiden,切断
856,binden::V,binden,捆
857,stecken::V,stecken,插
858,brechen::V,brechen,断裂
859,klopfen::V,klopfen,敲
860,hauen::V,hauen,揍
861,kleben::V,kleben,粘
862,reiben::V,reiben,摩擦
863,streichen::V,streichen,涂
864,schleifen::V,schleifen,拖曳
865,schneiden::V,schneiden,切
866,rütteln::V,rütteln,颠簸
867,schütteln::V,schütteln,摇动
868,schwenken::V,schwenken,摇动
869,schütten::V,schütten,倒
870,füllen::V,füllen,填满
871,einwickeln::V,einwickeln,包
872,tragen::V,tragen,提
873,schleppen::V,schleppen,扛
874,ziehen::V,ziehen,拉
875,aufbewahren::V,aufbewahren,保存
876,werfen::V,werfen,扔
877,fangen::V,fangen,捕捉
878,packen::V,packen,抓住
879,verstecken::V,verstecken,藏
880,teilen::V,teilen,分
881,schicken::V,schicken,派遣
882,bringen::V,bringen,带来
883,hinzufügen::V,hinzufügen,添加
884,bekommen::V,bekommen,得到
885,erhalten::V,erhalten,接到
886,nehmen::V,nehmen,拿
887,wählen::V,wählen,挑选
888,auswählen::V,auswählen,选择
889,bewahren::V,bewahren,保持
890,behindern::V,behindern,防碍
891,verderben::V,verderben,败坏
892,beschädigen::V,beschädigen,损坏
893,zerbrechen::V,zerbrechen,破碎
894,zerreißen::V,zerreißen,撕碎
895,zerstören::V,zerstören,毁坏
896,verbrennen::V,verbrennen,燃烧
897,geben::V,geben,给
898,reichen::V,reichen,递给
899,schenken::V,schenken,赠送
900,versprechen::V,versprechen,许诺
901,wünschen::V,wünschen,祝
902,loben::V,loben,表扬
903,küssen::V,küssen,亲
904,wiegen::V,wiegen,轻摇
905,zudecken::V,zudecken,盖上
906,wecken::V,wecken,唤起
907,zeigen::V,zeigen,指
908,führen::V,führen,带领
909,lehren::V,lehren,教
910,unterrichten::V,unterrichten,讲课
911,aufziehen::V,aufziehen,抚养
912,leiten::V,leiten,领导
913,antreiben::V,antreiben,催促
914,lassen::V,lassen,让
915,einladen::V,einladen,邀请
916,vereinigen::V,vereinigen,统一
917,besuchen::V,besuchen,参观
918,treffen::V,treffen,会面
919,sich versammeln::V,sich versammeln,聚集
920,spielen::V,spielen,玩
921,singen::V,singen,唱歌
922,tanzen::V,tanzen,跳舞
923,sich trennen::V,sich trennen,分别
924,verlassen::V,verlassen,离开
925,retten::V,retten,救
926,bewachen::V,bewachen,守卫
927,schützen::V,schützen,保护
928,verteidigen::V,verteidigen,保卫
929,sich schlagen::V,sich schlagen,打架
930,schießen::V,schießen,射击
931,siegen::V,siegen,获胜
932,ärgern::V,ärgern,激怒
933,schlagen::V,schlagen,打
934,treten::V,treten,踢
935,stechen::V,stechen,刺
936,stoßen::V,stoßen,撞
937,stehlen::V,stehlen,盗窃
938,stören::V,stören,干扰
939,belästigen::V,belästigen,打搅
940,verbergen::V,verbergen,隐藏
941,täuschen::V,täuschen,欺骗
942,betrügen::V,betrügen,欺骗
943,töten::V,töten,杀
944,wohnen::V,wohnen,居住
945,arbeiten::V,arbeiten,工作
946,sammeln::V,sammeln,收集
947,pflücken::V,pflücken,采
948,jagen::V,jagen,打猎
949,fischen::V,fischen,捕鱼
950,fassen::V,fassen,捉住
951,hüten::V,hüten,守护
952,treiben::V,treiben,漂
953,anbinden::V,anbinden,拴
954,füttern::V,füttern,喂
955,melken::V,melken,挤奶
956,hacken::V,hacken,剁细
957,gießen::V,gießen,浇
958,reifen::V,reifen,成熟
959,zubereiten::V,zubereiten,
960,kochen::V,kochen,煮
961,backen::V,backen,烤
962,braten::V,braten,煎
963,umrühren::V,umrühren,搅拌
964,stricken::V,stricken,织
965,nähen::V,nähen,缝
966,färben::V,färben,染色
967,reinigen::V,reinigen,清洁
968,waschen::V,waschen,洗
969,abwischen::V,abwischen,擦掉
970,spülen::V,spülen,清洗
971,fegen::V,fegen,扫
972,kehren::V,kehren,打扫
973,baden::V,baden,给...洗澡
974,sich waschen::V,sich waschen,洗澡
975,ausziehen::V,ausziehen,脱
976,anziehen::V,anziehen,穿
977,sich anziehen::V,sich anziehen,穿衣
978,kämmen::V,kämmen,梳
979,schmücken::V,schmücken,装饰
980,sagen::V,sagen,说
981,sprechen::V,sprechen,说
982,reden::V,reden,讲
983,sich unterhalten::V,sich unterhalten,聊天
984,fragen::V,fragen,问
985,bitten::V,bitten,请
986,erzählen::V,erzählen,叙述
987,mitteilen::V,mitteilen,通知
988,nennen::V,nennen,叫做
989,rufen::V,rufen,叫
990,prahlen::V,prahlen,吹牛
991,übersetzen::V,übersetzen,翻译
992,denken::V,denken,想
993,glauben::V,glauben,以为
994,bemerken::V,bemerken,发觉
995,erkennen::V,erkennen,识别
996,begreifen::V,begreifen,理解
997,verstehen::V,verstehen,明白
998,lernen::V,lernen,学
999,wissen::V,wissen,知道
1000,sich erinnern an::V,sich erinnern an,回忆
1001,vergessen::V,vergessen,忘记
1002,messen::V,messen,测量
1003,zählen::V,zählen,数
1004,rechnen::V,rechnen,计算
1005,lesen::V,lesen,读
1006,malen::V,malen,画
1007,zeichnen::V,zeichnen,绘制
1008,schreiben::V,schreiben,写
1009,besitzen::V,besitzen,占有
1010,kaufen::V,kaufen,买
1011,verkaufen::V,verkaufen,卖
1012,bezahlen::V,bezahlen,付钱
1013,zahlen::V,zahlen,支付
1014,beherrschen::V,beherrschen,统治
1015,ertragen::V,ertragen,忍耐
