,Concept_ID,os,ba
215,Schlinge::N,цасм,тоҙак
216,Spur::N,фæд,әҫер
217,Asche::N,фӕнык,көл
218,Asche::N,ӕртхутӕг,көл
219,Dreck::N,цъыф,батҡаҡ
220,Eisen::N,ӕфсӕйнаг,тимер
221,Gold::N,сыгъзӕрин,алтын
222,Silber::N,ӕвзист,көмөш
223,Kohle::N,ӕвзалы,күмер
224,Glas::N,авг,быяла
225,Lehm::N,ӕлыг,балсыҡ
226,Sand::N,змис,ҡом
227,Mensch::N,лӕг,кеше
228,Mensch::N,адӕймаг,кеше
229,Mensch::N,удгоймаг,кеше
230,Mann::N,лӕг,ир
231,Mann::N,нӕлгоймаг,ир
232,Frau::N,сылгоймаг,ҡатын
233,Kind::N,сывӕллон,бала
234,Junge::N,лӕппу,малай
235,Mädchen::N,чызг,ҡыҙ
236,Mädchen::N,чызг,ҡыҙыҡай
237,Familie::N,бинонтæ,ғаилә
238,Großvater::N,фыдыфыд,олатай
239,Großvater::N,мадыфыд,олатай
240,Großmutter::N,фыды мад,әбәй
241,Großmutter::N,мады мад,әбәй
242,Eltern::N,ныййарджытæ,ата-әсә
243,Vater::N,фыд,атай
244,Mutter::N,мад,әсә
245,Sohn::N,фырт,ул
246,Tochter::N,чызг,ҡыҙ
247,Bruder::N,ӕфсымӕр,агай
248,Schwester::N,хо,алай
249,Schwester::N,хо,һеңле
250,Onkel::N,фыдыфсымӕр,ағай
251,Tante::N,мадыхо,апай
252,Ehemann::N,мой,ир
253,Ehefrau::N,ус,ҡатын
254,Freude::N,цин,шатлыҡ
255,Freude::N,цин,ҡыуаныс
256,Freude::N,циндзинад,шатлыҡ
257,Freude::N,циндзинад,ҡыуаныс
258,Gelächter::N,худын,көлөү
259,Gelächter::N,худт,көлөү
260,Gelächter::N,худæг,көлөү
261,Glück::N,амонд,бәхет
262,Kummer::N,хъыг,ҡайғы
263,Wunsch::N,бӕллиц,теләк
264,Lust::N,монц,әүәҫлек
265,Geist::N,уд,аң
266,Geist::N,уд,рух
267,Gedanke::N,хъуыды,уй
268,Gedanke::N,хъуыды,фекер
269,Gedächtnis::N,мысæн,хәтер
270,Gedächtnis::N,мысын,хәтер
271,Gedächtnis::N,зæрдылдарын,хәтер
272,Verstand::N,зонд,аҡыл
273,Sinn::N,нысаниуæг,мәғәня
274,Grund::N,ӕфсон,сәбәп
275,Wahrheit::N,æцæг,дөрөҫлөк
276,Gespräch::N,ныхас,әңгәмә
277,Märchen::N,аргъау,әкиәт
278,Erzählung::N,радзырд,хикәйә
279,Nachricht::N,уац,хәбәр
280,Neuigkeit::N,хабар,яңылыҡ
281,Name::N,ном,исем
282,Rätsel::N,уыци-уыци,йомаҡ
283,Rätsel::N,базон-базон,йомаҡ
284,Rede::N,раныхас,телмәр
285,Sprache::N,ӕвзаг,тел
286,Sprache::N,ӕвзаг,телмәр
287,Stimme::N,хъӕлӕс,тауыш
288,Wort::N,дзырд,һүҙ
289,Zeichen::N,нысан,билдә
290,Ruf::N,сидт,саҡырыу
291,Lärm::N,уынæр,шаулау
292,Laut::N,зӕл,тауыш
293,Laut::N,мыр,тауыш
294,Ton::N,мыр,яңғырау
295,Lied::N,зарӕг,йыр
296,Ruhe::N,æнцой,ял
297,Ruhe::N,æнцой,тыныслыҡ
298,Leute::N,адӕм,кешеләр
299,Volk::N,адӕм,халҡ
300,Arbeit::N,фӕллой,эш
301,Gast::N,уазӕг,ҡунаҡ
302,Geschenk::N,хуын,бүләк
303,Spiel::N,хъазт,уйын
304,Gesellschaft::N,дзыллæ,йәмғиәт
305,Gesellschaft::N,æхсæнад,йәмғиәт
306,Hilfe::N,æххуыс,ярҙам
307,Hilfe::N,ахъаз,ярҙам
308,Freund::N,лымӕн,дуҫ
309,Kamerad::N,ӕмбал,иптәш
310,Angelegenheit::N,хъуыддаг,әш
311,Anzahl::N,бӕрц,һан
312,Art::N,хуыз,төр
313,Art::N,хуызад,төр
314,Stück::N,кæрдих,киҫәк
315,Stück::N,комдзаг,киҫәк
316,Teil::N,хай,өлөш
317,Hälfte::N,æрдæг,ярты
318,Hälfte::N,æмбис,ярты
319,Kreis::N,зиллакк,түңәрәк
320,Kreuz::N,дзуар,тәре
321,Linie::N,хахх,һыҙыҡ
322,Strich::N,хахх,һыҙат
323,Abstand::N,æхсæнуат,ара
324,Entfernung::N,дæрддзæг,алыҫлыҡ
325,Entfernung::N,дардцæг,алыҫлыҡ
326,Gegend::N,ран,урын
327,Platz::N,бууат,арауыҡ
328,Ort::N,ран,ерҙәр
329,Ort::N,ран,урындар
330,Ort::N,ран,эш урыны
331,Ort::N,бынат,ерҙәр
332,Ort::N,бынат,урындар
333,Ort::N,бынат,эш урыны
334,Seite::N,фахс,яҡ
335,Mitte::N,астӕу,урталыҡ
336,Gegenstand::N,дзаума,нәмә
337,Sache::N,дзаума,нәмә
338,Sache::N,дзаума,әйбер
339,Rand::N,кӕрон,сит
340,Kante::N,фӕрск,ҡабырға
341,Kante::N,фӕрск,ян
342,Ecke::N,тигъ,мөйөш
343,Ecke::N,фисын,мөйөш
344,Spitze::N,бырынкъ,ос
345,Ende::N,кӕрон,аҙаҡ
346,Loch::N,хуынкъ,тишек
347,Winkel::N,къуым,мөйөш
348,Muster::N,нывæфтыд,биҙәк
349,Muster::N,кæдзист,биҙәк
350,Größe::N,ас,ҙурлыҡ
351,Länge::N,дӕргъ,оҙонлоҡ
352,Höhe::N,бæрзонд,бейеклек
353,Höhe::N,бæрзæнд,бейеклек
354,Höhe::N,бæрзонддзинад,бейеклек
355,Gewicht::N,уӕз,үлсәү
356,Menge::N,бӕрц,һан
357,Haufen::N,кӕри,өйөм
358,Reihe::N,рӕнхъ,рәт
359,Boot::N,чема,кәмә
360,Ruder::N,къохар,ишкәк
361,Schlitten::N,дзоныгъ,сана
362,Ski::N,къахдзоныгътæ,саңгы
363,Ski::N,лыжæтæ,саңгы
364,Lagerfeuer::N,арт,костер
365,Last::N,уаргъ,ауырлыҡ
366,Gang::N,цыд,барыу
367,Schritt::N,санчъех,аҙым
368,Schritt::N,къахдзӕф,аҙым
369,Norden::N,цæгат,төньяҡ
370,Süden::N,хуссар,көньяҡ
371,Westen::N,ныгуылæн,көнбайыш
372,Osten::N,скæсæн,көнсығыш
373,Holz::N,хъӕдӕрмӕг,үағас
374,Brett::N,фæйнæг,таҡта
375,Platte::N,къӕй,плита
376,Stütze::N,быцæу,терәк
377,Stange::N,хъил,кәртә
378,Stock::N,лӕдзӕг,таяҡ
379,Stab::N,хъил,ҡолға
380,Rohr::N,хӕтӕл,торба
381,Haus::N,хӕдзар,өй
382,Haus::N,хӕдзар,йорт
383,Heim::N,къона,өй
384,Ofen::N,пец,мейес
385,Fußboden::N,астӕрд,енес
386,Tisch::N,стъол,өҫтәл
387,Stuhl::N,бандон,ултырғыс
388,Wiege::N,авдæн,бишек
389,Bett::N,сынтӕг,карауат
390,Regal::N,тӕрхӕг,кәштә
391,Regal::N,уӕлвӕйнӕг,кәштә
392,Kiste::N,асыкк,йәшинк
393,Fenster::N,рудзынг,тәҙрә
394,Fenster::N,фæрссаг,тәҙрә
395,Tür::N,дуар,ишек
396,Tor::N,кулдуар,ҡапҡа
397,Zaun::N,æмбонд,ҡойма
398,Zaun::N,быру,ҡойма
399,Zaun::N,гæрæн,ҡойма
400,Dach::N,уӕлхӕдзар,түбә
401,Dach::N,уӕлхӕдзар,ҡыйыҡ
402,Leiter::N,асин,баҫҡыс
403,Besen::N,уисой,һепертке
404,Spaten::N,бел,көрәк
405,Schaufel::N,æвгæнæн,көрәк
406,Schaufel::N,кæфой,көрәк
407,Gabel::N,вилкæ,сәнске
408,Löffel::N,уидыг,ҡалаҡ
409,Messer::N,кард,бысаҡ
410,Nagel::N,зӕгӕл,сөй
411,Netz::N,хыз,ау
412,Haken::N,хæдз,ыргаҡ
413,Haken::N,хæбырæгъ,ыргаҡ
414,Griff::N,фистон,тотҡа
415,Schloss::N,гуыдыр,йоҙаҡ
416,Bild::N,ныв,картина
417,Figur::N,кæрдгæныв,һын
418,Puppe::N,чындз,ҡурсаҡ
419,Beutel::N,дзӕкъул,тоҡ
420,Bündel::N,баст,төргәк
421,Tasche::N,хызын,сумка
422,Tasche::N,дзæкъул,сумка
423,Eimer::N,къæрта,биҙрә
424,Eimer::N,чъыбыла,биҙрә
425,Eimer::N,ведра,биҙрә
426,Deckel::N,сæр,ҡапҡас
427,Deckel::N,æмбæрзæн,ҡапҡас
428,Geschirr::N,мигæнæн,һауыт-һаба
429,Geschirr::N,мигæнæнтæ,һауыт-һаба
430,Sack::N,голлаг,тоҡ
431,Tasse::N,пиала,сынаяҡ
432,Tasse::N,къус,сынаяҡ
433,Topf::N,аг,кәстрүл
434,Topf::N,чысыл аг,кәстрүл
435,Kessel::N,аг,ҡаҙан
436,Essen::N,хӕрд,ашау
437,Nahrung::N,хойраг,аҙыҡ
438,Speise::N,хӕринаг,аш
439,Fleisch::N,дзидза,ит
440,Fleisch::N,фыдызгъӕл,ит
441,Getreide::N,халсар,иген
442,Getreide::N,халсар,ашлыҡ
443,Brei::N,кас,бутҡа
444,Brot::N,дзул,икмәк
445,Scheibe::N,къӕбӕр,телем
446,Fett::N,сой,май
447,Butter::N,нӕлхӕ,май
448,Öl::N,зети,май буяуы
449,Salz::N,цӕхх,тоҙ
450,Suppe::N,бас,һурпа
451,Honig::N,мыд,бал
452,Milch::N,ӕхсыр,һөт
453,Tee::N,цай,сәй
454,Leder::N,мæскуы,күн
455,Wolle::N,фӕсмын,йөн
456,Stoff::N,хъуымац,туҡыма
457,Nadel::N,судзин,энә
458,Faden::N,ӕндах,еп
459,Knopf::N,цӕппӕр,төймә
460,Knoten::N,ӕлхынцъ,төйөн
461,Farbe::N,ахорæн,буяу
462,Kleidung::N,дарӕс,кейем
463,Hemd::N,хӕдон,күлдәк
464,Kragen::N,æфцæггот,яға
465,Ärmel::N,дыс,ең
466,Hose::N,хæлаф,салбар
467,Hose::N,æддаг хæлаф,салбар
468,Hose::N,салбар,салбар
469,Gürtel::N,рон,ҡайыш
470,Mütze::N,худ,бүрк
471,Schuh::N,басмахъ,туфли
472,Stiefel::N,цырыхъхъ,итек
473,Ring::N,къухдарӕн,йөҙөк
474,Ring::N,къухдарӕн,балдаҡ
475,Band::N,лент,таҫма
476,Kamm::N,сӕрвасӕн,тараҡ
477,Spiegel::N,айдæн,көзгө
478,Spiegel::N,кæсæн,көзгө
479,Riemen::N,гӕрз,ҡайыш
480,Schnur::N,бӕндӕн,бау
481,Decke::N,хъӕццул,одеяд
482,Kissen::N,баз,мендәр
483,Tuch::N,кæлмæрзæн,яулыҡ
484,Tuch::N,кæрдæн,яулыҡ
485,Handtuch::N,хисæрфæн,таҫтамал
486,Kraft::N,тых,көс
487,Kraft::N,хъомыс,көс
488,Stärke::N,тых,көс
489,Stärke::N,æхсар,көс
490,Gesundheit::N,æнæниздзинад,һаулыҡ
491,Krankheit::N,низ,сир
492,Krankheit::N,низ,ауырыу
493,Krankheit::N,рын,сир
494,Krankheit::N,рын,ауырыу
495,Schmerz::N,рис,һыҙлау
496,Schmerz::N,рис,әрнеү
497,Wunde::N,цӕф,йәрәхәт
498,Fieber::N,ризӕг,тапма
499,Fieber::N,ризӕг,биҙгәк
500,Fieber::N,тӕфсӕг,тапма
501,Fieber::N,тӕфсӕг,биҙгәк
502,Arznei::N,хос,дарыу
503,Brücke::N,хид,күпер
504,Brunnen::N,цъай,ҡоҙоҡ
505,Weide::N,хизæн,көтөүлек
506,Weide::N,хизæнуат,көтөүлек
507,Weide::N,сæрвæт,көтөүлек
508,Pfad::N,къахвæндаг,һуҡмаҡ
509,Pfad::N,къахвæд,һуҡмаҡ
510,Weg::N,фӕндаг,юл
511,Straße::N,фӕндаг,урам
512,Dorf::N,хъӕу,ауыл
513,Stadt::N,сахар,ҡала
514,Brief::N,фыстӕг,хат
515,Buch::N,чиныг,китап
516,Buch::N,чиныг,кенәгә
517,Buchstabe::N,дамгъӕ,хәреф
518,Zeitung::N,газет,гәзит
519,Leben::N,цард,йәшәү
520,Leben::N,цӕрӕнбон,йәшәү
521,Tod::N,мæлæт,үлем
522,Tod::N,адзал,үлем
523,Grab::N,ингӕн,ҡәбер
524,Kirche::N,аргъуан,сиркәү
525,Sünde::N,тæригъæд,гөнаһ
526,Gott::N,хуыцау,алла
527,Gott::N,хуыцау,хоҙай
528,Arbeiter::N,кусæг,эшсе
529,Chef::N,ӕмцег,башлыҡ
530,Meister::N,мастер,оҫта
531,Meister::N,дæсны,оҫта
532,Arzt::N,хосгæнæг,врач
533,Arzt::N,дохтыр,врач
534,Lehrer::N,ахуыргæнæг,уҡытыусы
535,Geld::N,ӕхца,аҡса
536,Geschäft::N,бизнес,эш
537,Geschäft::N,хъуыддаг,эш
538,Laden::N,дукани,магазин
539,Preis::N,аргъ,хаҡ
540,Ware::N,базайраг,тауар
541,Nutzen::N,пайда,файҙа
542,Reichtum::N,хъæздыгдзинад,байлыҡ
543,Reichtum::N,исбон,байлыҡ
544,Reichtum::N,мулк,байлыҡ
545,Welt::N,дуне,донъя
546,Land::N,бӕстӕ,ил
547,Staat::N,паддзахад,дәүләт
548,König::N,къарол,король
549,Macht::N,хицаудзинад,власть
550,Grenze::N,арӕн,сик
551,Krieg::N,хӕст,һуғыш
552,Feind::N,знаг,йылан
553,Feind::N,фыдгул,йылан
554,Feind::N,фыдзæрдæ,йылан
555,Feind::N,сон,йылан
556,Gewalt::N,тыхми,көслөк
557,Gewalt::N,тыхдзинад,көслөк
558,Kampf::N,хæст,көрәш
559,Kampf::N,хъæбысæйхæст,көрәш
560,Kampf::N,тох,көрәш
561,Bogen[Waffe]::N,ӕрдын,йәйә
562,Pfeil::N,фат,уҡ
563,Gewehr::N,топп,мылтыҡ
564,Fehler::N,рӕдыд,хата
565,Lüge::N,мӕнг,ялған
566,Lüge::N,гӕдыдзинад,ялған
567,Schaden::N,зиан,зыян
568,Schaden::N,зиан,зарар
569,Unglück::N,бæллæх,ҡаза
570,Schuld::N,азым,ғәйеп
571,Alter::N,кар,йәш
572,Schluss::N,кæрон,һуң
573,Schluss::N,кæрон,аҙаҡ
574,Zeit::N,рӕстӕг,мәл
575,Zeit::N,рӕстӕг,заман
576,Tag::N,бон,көн
577,Morgen::N,райсом,иртә
578,Morgen::N,райсом,иртәнсәк
579,Mittag::N,æмбисбон,төш
580,Abend::N,изӕр,кис
581,Nacht::N,ӕхсӕв,төн
582,Woche::N,къуыри,аҙна
583,Monat::N,мӕй,ай
584,Jahr::N,аз,йыл
585,Jahr::N,афӕдз,йыл
586,Frühling::N,уалдзæг,яҙ
587,Sommer::N,сӕрд,йәй
588,Herbst::N,фæззæг,көз
589,Winter::N,зымӕг,ҡыш
590,Januar::N,январь,ғинуар
591,Februar::N,февраль,февраль
592,März::N,мартъи,март
593,April::N,апрель,апрель
594,Mai::N,май,май
595,Juni::N,июнь,июнь
596,Juli::N,июль,июль
597,August::N,август,август
598,September::N,сентябрь,сентябрь
599,Oktober::N,октябрь,октябрь
600,November::N,ноябрь,ноябрь
601,Dezember::N,декабрь,декабрь
602,Montag::N,къуырисæр,дүшәмбе
603,Dienstag::N,дыццæг,шишәмбе
604,Mittwoch::N,æртыццæг,шаршамбы
605,Donnerstag::N,цыппæрæм,кесаҙна
606,Freitag::N,майрæмбон,йома
607,Samstag::N,сабат,шәмбе
608,Sonntag::N,хуыцаубон,йәкшәмбе
609,groß::A,дынджыр,ҙур
610,klein::A,гыццыл,бәләкәс
611,lang::A,даргъ,оҙон
612,kurz::A,цыбыр,ҡыҫҡа
613,breit::A,фӕтӕн,киң
614,schmal::A,нарӕг,тар
615,schmal::A,уынгӕг,тар
616,dicht::A,бæзджын,йыш
617,dicht::A,бæзджын,ҡуйы
618,dicht::A,тар,йыш
619,dicht::A,тар,ҡуйы
620,dick[Gegenstand]::A,сӕвджын,ҡалын
621,dünn::A,тæнæг,йоҡа
622,dünn::A,тæнæг,нәҙек
623,fein::A,лыстӕг,нескә
624,fest::A,фидар,ныҡ
625,fest::A,хъӕддых,ныҡ
626,flach::A,тъӕпӕн,яҫы
627,flach::A,тъӕпӕн,ялпаҡ
628,glatt::A,лӕгъз,шыма
629,hart::A,хъӕбӕр,ҡаты
630,weich::A,фӕлмӕн,йомшаҡ
631,rund::A,тымбыл,түңәрәк
632,spitz::A,цыргъбырынкъ,осло түбәле
633,spitz::A,цыргъфындз,осло түбәле
634,scharf::A,цыргъ,үткер
635,stumpf::A,къуымых,утмәҫ
636,schwer::A,уӕззау,ауыр
637,schön::A,аив,матур
638,schön::A,рӕсугъд,матур
639,heiß::A,тӕвд,эҫе
640,warm::A,хъарм,йылы
641,kalt::A,уазал,һыуыҡ
642,kühl::A,сатæг,һалҡынса
643,kühl::A,уазалгомау,һалҡынса
644,frisch::A,сатæг,һалҡынса
645,feucht::A,уымӕл,еүеш
646,feucht::A,уымӕл,дымлы
647,nass::A,хуылыдз,еүеш
648,trocken::A,хус,кипкән
649,voll::A,дзаг,тулы
650,voll::A,йедзаг ,тулы
651,leer::A,афтид,буш
652,offen::A,гом,асыҡ
653,geschlossen::A,æхгæд,ябыҡ
654,sauber::A,сыгъдæг,таҙа
655,schmutzig::A,чъиллон,бысраҡ
656,roh::A,хом,сей
657,reif::A,рӕгъӕд,өлгөрғән
658,lecker::A,хӕрзад,тәмле
659,süß::A,адджын,тямле
660,süß::A,адджын,тәм-том
661,bitter::A,судзаг,әсе
662,sauer::A,туаг,әсе
663,hell::A,рухс,яҡты
664,dunkel::A,талынг,ҡараңғы
665,schwarz::A,сау,ҡара
666,weiß::A,урс,аҡ
667,rot::A,сырх,матур
668,rot::A,сырх,һылыу
669,rot::A,сырх,сибәр
670,gelb::A,бур,һары
671,blau::A,цъӕх,күк
672,grün::A,цъӕх,йәшел
673,grün::A,кӕрдӕгхуыз,йәшел
674,grau::A,цъӕх,буҙ
675,grau::A,фӕныкхуыз,буҙ
676,bunt::A,хъулон,сыбар
677,bunt::A,хъулон,ала-ҡола
678,bunt::A,гæрæм,сыбар
679,bunt::A,гæрæм,ала-ҡола
680,billig::A,аслам,арзан
681,teuer::A,зынаргъ,ҡыйбатлы
682,wertvoll::A,зынаргъ,ҡиммәтле
683,blind::A,куырм,һуҡыр
684,taub::A,къуырма,һаңғырау
685,kräftig::A,домбай,көслө
686,kräftig::A,домбай,ҡеүәтле
687,kräftig::A,тыхджын,көслө
688,kräftig::A,тыхджын,ҡеүәтле
689,stark::A,тыхджын,көслө
690,stark::A,тыхджын,ҡеүәтле
691,schwach::A,ӕнӕбон,көсһөҙ
692,fett::A,нард,һимеҙ
693,schlank::A,гуырвидыц,зифа
694,schlank::A,хæрзконд,зифа
695,schlank::A,рæхснæг,зифа
696,schlank::A,сагамад,зифа
697,hübsch::A,аив,матур
698,hübsch::A,рӕсугъд,матур
699,böse::A,фыдзӕрдӕ,асыулы
700,dumm::A,ӕдылы,иҫәр
701,faul::A,зивӕг,иренсәк
702,faul::A,зивӕггӕнаг,иренсәк
703,fleißig::A,æнæзивæг,тырыш
704,fleißig::A,æнувыд,тырыш
705,geizig::A,чъынды,һаран
706,geizig::A,æлгъин,һаран
707,geizig::A,мæрддзæст,һаран
