,Concept_ID,os,ba
1332,prahlen::V,ӕппӕлын,маҡтаныу
1333,prahlen::V,ӕппӕлын,шапырыныу
1334,übersetzen::V,ратæлмац кæнын,тәржемә итеү
1335,denken::V,ӕнхъӕлын,уйлау
1336,denken::V,хъуыды кӕнын,уйлау
1337,glauben::V,уырнын,ышаныу
1338,bemerken::V,фенын,күреү
1339,erkennen::V,базонын,таныу
1340,begreifen::V,ӕмбарын,аңлау
1341,begreifen::V,бамбарын,аңлау
1342,lernen::V,ахуыр кӕнын,өйрәнеү
1343,wissen::V,зонын,белеү
1344,sich erinnern an::V,зæрдыл æрлæууын,хәтергә алыу
1345,sich erinnern an::V,æрымысын,хәтергә алыу
1346,sich erinnern an::V,æрбаймысын,хәтергә алыу
1347,sich erinnern an::V,æрхъуыды кæнын,хәтергә алыу
1348,vergessen::V,ферох кæнын,онотоу
1349,vergessen::V,айрох кæнын,онотоу
1350,messen::V,барын,үлсәү
1351,zählen::V,нымайын,һанау
1352,rechnen::V,хынцын,һанау
1353,lesen::V,кӕсын,уҡыу
1354,lesen::V,фӕрсын,уҡыу
1355,malen::V,ныв кӕнын,һүрәт яһау
1356,malen::V,ныв кӕнын,рәсем төшөрөү
1357,zeichnen::V,ныв кӕнын,һүрәт яһау
1358,zeichnen::V,ныв кӕнын,рәсем төшөрөү
1359,schreiben::V,фыссын,яҙыу
1360,besitzen::V,хицау уын,биләү
1361,kaufen::V,балхӕнын,һатып алыу
1362,verkaufen::V,уӕй кӕнын,һатыу
1363,bezahlen::V,бафидын,түләү
1364,zahlen::V,фидын,түләү
1365,beherrschen::V,æлдариуæг кæнын,биләү
1366,ertragen::V,бавзарын,түҙеү
1367,Leine::N,,бау
1368,rauschen::V,,шыптырлау
1369,treten::V,,тибеү
1370,treten::V,,типкеләү
1371,verstehen::V,,аңлау
