,Concept_ID,hy,hu
158,Bau::N,որջ,odú
159,Bau::N,բայոց,odú
160,Tier::N,կենդանի,állat
161,Herde::N,հոտ,nyáj
162,Herde::N,հոտ,csorda
163,Kuh::N,կով,tehén
164,Bulle::N,ցուլ,bika
165,Pferd::N,ձի,ló
166,Schaf::N,ոչխար,juh
167,Schaf::N,ոչխար,birka
168,Schwein::N,խոզ,sertés
169,Hund::N,շուն,eb
170,Hund::N,շուն,kutya
171,Katze::N,կատու,macska
172,Bär::N,արջ,medve
173,Eichhörnchen::N,սկյուռ,mókus
174,Elch::N,հիւսիսային եղջերու,jávorszarvas
175,Fuchs::N,աղվես,róka
176,Hase::N,նապաստակ,nyúl
177,Maus::N,մուկ,egér
178,Wolf::N,գայլ,farkas
179,Vogel::N,թռչուն,madár
180,Schwarm::N,երամ,raj
181,Huhn::N,հավ,tyúk
182,Hahn::N,աքաղաղ,kakas
183,Gans::N,սագ,lúd
184,Gans::N,սագ,liba
185,Adler::N,արծիվ,sas
186,Ente::N,բադ,kacsa
187,Eule::N,բու,bagoly
188,Kranich::N,կռունկ,daru
189,Krähe::N,ագռավ,varjú
190,Kuckuck::N,կուկու,kakukk
191,Schwan::N,կարապ,hattyú
192,Fisch::N,ձուկ,hal
193,Barsch::N,պերկես,sügér
194,Hecht::N,գայլաձուկ,csuka
195,Schlange[Tier]::N,օձ,kígyó
196,Wurm::N,որդ,kukac
197,Wurm::N,ճիճու,kukac
198,Spinne::N,սարդ,pók
199,Ameise::N,միջյուն,hangya
200,Laus::N,ոջիլ,tetű
201,Mücke::N,մժղուկ,szúnyog
202,Fliege::N,ճանճ,légy
203,Schmetterling::N,թիթեռ,lepke
204,Schmetterling::N,թիթեռ,pillangó
205,Beere::N,հատապտուղ,bogyó
206,Apfel::N,խնձոր,alma
207,Pilz::N,սունկ,gomba
208,Zwiebel::N,սոխ,hagyma
209,Saat::N,սերմ,vetőmag
210,Korn::N,հատիկ,mag
211,Korn::N,հատիկ,szem
212,Heu::N,խոտ,széna
213,Schale::N,կեղեւ,héj
214,Grube::N,փոս,verem
215,Falle::N,ծուղակ,csapda
216,Schlinge::N,խեղդան,tőr
217,Spur::N,հետք,nyom
218,Asche::N,մոխիր,hamu
219,Dreck::N,աղտ,sár
220,Dreck::N,աղտ,piszok
221,Eisen::N,երկաթ,vas
222,Gold::N,ոսկի,arany
223,Silber::N,արծաթ,ezüst
224,Kohle::N,քարածուխ,szén
225,Glas::N,ապակի,üveg
226,Lehm::N,կավ,agyag
227,Lehm::N,կավ,vályog
228,Sand::N,ավազ,homok
229,Mensch::N,մարդ,ember
230,Mann::N,մարդ,úr
231,Mann::N,մարդ,férfi
232,Mann::N,տղամարդ,úr
233,Mann::N,տղամարդ,férfi
234,Frau::N,կին,nő
235,Frau::N,կին,asszony
236,Kind::N,զավակ,gyerek
237,Kind::N,զավակ,gyermek
238,Junge::N,տղա,fiú
239,Mädchen::N,աղջիկ,lány
240,Familie::N,ընտանիք,család
241,Großvater::N,պապ,nagyapa
242,Großmutter::N,տատ,nagyanya
243,Eltern::N,ծնողներ,szülők
244,Vater::N,հայր,apa
245,Vater::N,հայր,atya
246,Mutter::N,մայր,anya
247,Sohn::N,որդի,fiú
248,Tochter::N,աղջիկ,lány
249,Tochter::N,դուստր,lány
250,Bruder::N,եղբայր,fivér
251,Bruder::N,եղբայր,testvér
252,Schwester::N,քույր,nővér
253,Schwester::N,քույր,lánytestvér
254,Onkel::N,քեռի,nagybácsi
255,Onkel::N,հորեղբայր,nagybácsi
256,Tante::N,մորաքույր,nagynéni
257,Ehemann::N,մարդ,férj
258,Ehemann::N,ամուսին,férj
259,Ehefrau::N,կին ամուսին,feleség
260,Freude::N,ուրախություն,öröm
261,Gelächter::N,ծիծաղ,nevetés
262,Gelächter::N,ծիծաղ,hahotázás
263,Glück::N,երջանկություն,boldogság
264,Kummer::N,վիշտ,bánat
265,Wunsch::N,ցանկություն,óhaj
266,Lust::N,փափագ,kedv
267,Lust::N,իղձ,kedv
268,Geist::N,ոգի,elme
269,Geist::N,ոգի,szellem
270,Gedanke::N,միտք,gondolat
271,Gedächtnis::N,հիշողություն,emlékezet
272,Verstand::N,խելք,ész
273,Verstand::N,խելք,értelem
274,Sinn::N,իմաստ,értelem
275,Grund::N,պատճառ,ok
276,Grund::N,պատճառ,alap
277,Wahrheit::N,ճշմարտություն,igaz
278,Wahrheit::N,ճշմարտություն,igazság
279,Gespräch::N,զրույց,beszélgetés
280,Märchen::N,պայիկի պատմություն,mese
281,Erzählung::N,պատմվածք,elbeszélés
282,Erzählung::N,պատմություն,elbeszélés
283,Nachricht::N,հաղորդագրություն,hír
284,Nachricht::N,հաղորդագրություն,híradás
285,Neuigkeit::N,լուր,újság
286,Neuigkeit::N,նորություն,újság
287,Name::N,անուն,név
288,Rätsel::N,բարդ խնդիր,rejtvény
289,Rede::N,ճառ,beszéd
290,Rede::N,ճառ,szónoklat
291,Rede::N,ելույթ,beszéd
292,Rede::N,ելույթ,szónoklat
293,Sprache::N,լեզու,nyelv
294,Stimme::N,ձայն,hang
295,Wort::N,բառ,szó
296,Zeichen::N,նշան,jel
297,Ruf::N,կոչ,kiáltás
298,Ruf::N,կանչ,kiáltás
299,Lärm::N,աղմուկ,zaj
300,Laut::N,հնչյուն,hang
301,Laut::N,ձայն,hang
302,Ton::N,տոն,hang
303,Lied::N,երգ,dal
304,Lied::N,երգ,ének
305,Ruhe::N,անդորրություն,csend
306,Ruhe::N,անդորրություն,nyugalom
307,Leute::N,մարդիկ,emberek
308,Volk::N,ազգ,nép
309,Arbeit::N,գործ,dolog
310,Arbeit::N,աշխատանք,dolog
311,Gast::N,հյուր,vendég
312,Geschenk::N,նվեր,ajándék
313,Spiel::N,խաղ,játék
314,Gesellschaft::N,ընկերություն,társaság
315,Hilfe::N,օգնությթուն,segítség
316,Freund::N,ընկեր,barát
317,Freund::N,բարեկամ,barát
318,Kamerad::N,ուղեկից,társ
319,Angelegenheit::N,բան,ügy
320,Angelegenheit::N,գործ,ügy
321,Anzahl::N,քանակ,szám
322,Anzahl::N,գումար,szám
323,Art::N,տեսակ,faj
324,Art::N,տեսակ,fajta
325,Stück::N,կտոր,darab
326,Teil::N,մաս,rész
327,Hälfte::N,կես,fél
328,Kreis::N,շիջանակ,kör
329,Kreuz::N,խաչ,kereszt
330,Linie::N,գիծ,vonal
331,Strich::N,գիծ,vonás
332,Abstand::N,անջրպետ,köz
333,Entfernung::N,հեռավորություն,távolság
334,Gegend::N,շրջան,táj
335,Gegend::N,շրջան,vidék
336,Platz::N,տարածություն,hely
337,Ort::N,տեղ,hely
338,Ort::N,վայր,hely
339,Seite::N,կողմ,fél
340,Seite::N,կողմ,oldal
341,Mitte::N,մեջտեղ,közép
342,Gegenstand::N,առարկա,tárgy
343,Sache::N,բան,dolog
344,Rand::N,վերջք,szél
345,Rand::N,վերջք,perem
346,Rand::N,վերջք,szegély
347,Kante::N,եզր,él
348,Ecke::N,անկյուն,sarok
349,Ecke::N,անկյուն,szöglet
350,Spitze::N,ծայր,csúcs
351,Ende::N,ծայր,vég
352,Loch::N,անցք,lyuk
353,Winkel::N,անկյուն,szög
354,Muster::N,օրինակ,minta
355,Größe::N,մեծություն,nagyság
356,Länge::N,երկարություն,hossz
357,Länge::N,երկարություն,hosszúság
358,Höhe::N,բարձրություն,magasság
359,Gewicht::N,կշիռ,súly
360,Menge::N,քանակ,sokaság
361,Menge::N,քանակ,mennyiség
362,Haufen::N,դեզ,halom
363,Haufen::N,կույտ,halom
364,Reihe::N,շարք,sor
365,Reihe::N,կարգ,sor
366,Boot::N,նավակ,csónak
367,Ruder::N,թի,evező
368,Ruder::N,թիակ,evező
369,Schlitten::N,բալխիր,szánkó
370,Ski::N,դահուկ,sí
371,Lagerfeuer::N,բացօդեայ կրակ,tábortűz
372,Last::N,բեռ,teher
373,Gang::N,զբոսանք,járás
374,Schritt::N,քայլ,lépés
375,Norden::N,հյուսիս,észak
376,Süden::N,հարավ,dél
377,Westen::N,արեւմուտք,nyugat
378,Osten::N,արեւելք,kelet
379,Holz::N,փայտ,fa
380,Brett::N,տախտակ,deszka
381,Platte::N,թիթեղ,lap
382,Platte::N,թիթեղ,lemez
383,Stütze::N,նեցուկ,támasz
384,Stütze::N,նեցուկ,támaszték
385,Stange::N,ձող,rúd
386,Stange::N,ձող,pózna
387,Stock::N,փայտ,pálca
388,Stab::N,ցուպ,bot
389,Stab::N,գավազան,bot
390,Rohr::N,խողովակ,cső
391,Haus::N,տուն,ház
392,Heim::N,տուն,otthon
393,Ofen::N,վառարան,kályha
394,Fußboden::N,հատակ,padló
395,Tisch::N,սեղան,asztal
396,Stuhl::N,աթոռ,szék
397,Wiege::N,օրորոց,bölcső
398,Bett::N,անկողին,ágy
399,Regal::N,դարակ,polc
400,Regal::N,դարակ,állvány
401,Kiste::N,տուփ,láda
402,Fenster::N,պատուհան,ablak
403,Tür::N,դուռ,ajtó
404,Tor::N,դարպաս,kapu
405,Zaun::N,ցանկապատ,kerítés
406,Dach::N,տանիք,tető
407,Dach::N,կտուր,tető
408,Leiter::N,սանդուղք,létra
409,Besen::N,ավել,seprű
410,Spaten::N,բահ,ásó
411,Schaufel::N,թի,lapát
412,Gabel::N,պատառաքաղ,villa
413,Löffel::N,գդալ,kanál
414,Messer::N,դանակ,kés
415,Nagel::N,մեխ,szeg
416,Netz::N,ցանց,háló
417,Haken::N,կարթ,kampó
418,Griff::N,կոթ,nyél
419,Griff::N,կոթ,fogantyú
420,Griff::N,բռնակ,nyél
421,Griff::N,բռնակ,fogantyú
422,Schloss::N,կողպեք,zár
423,Bild::N,նկար,kép
424,Bild::N,պատկեր,kép
425,Figur::N,քանդակ,alak
426,Figur::N,պատկեր,alak
427,Puppe::N,տիկնիկ,bábu
428,Beutel::N,տոպրակ,zacskó
429,Bündel::N,կապոց,köteg
430,Tasche::N,պայուսակ,táska
431,Eimer::N,դույլ,vödör
432,Deckel::N,կափարիչ,fedő
433,Deckel::N,կափարիչ,fedél
434,Geschirr::N,ամանեղեն,edény
435,Sack::N,պարկ,zsák
436,Sack::N,տոպրակ,zsák
437,Tasse::N,թաս,csésze
438,Tasse::N,գավաթ,csésze
439,Topf::N,անոթ,fazék
440,Kessel::N,կաթսա,üst
441,Kessel::N,կաթսա,bogrács
442,Essen::N,կերակուր,evés
443,Essen::N,կերակուր,étkezés
444,Nahrung::N,ուտելիք,ennivaló
445,Speise::N,խորտիկ,étel
446,Speise::N,կերակուր,étel
447,Fleisch::N,միս,hús
448,Getreide::N,հացահատիկ,gabona
449,Brei::N,լանդակ,pép
450,Brei::N,լանդակ,kása
451,Brot::N,հաց,kenyér
452,Scheibe::N,կտոր,szelet
453,Scheibe::N,պատառ,szelet
454,Fett::N,ճարպ,háj
455,Fett::N,ճարպ,zsír
456,Butter::N,կարագ,vaj
457,Öl::N,ձեթ,olaj
458,Salz::N,աղ,só
459,Suppe::N,սուպ,leves
460,Suppe::N,ապուր,leves
461,Honig::N,մեղր,méz
462,Milch::N,կաթ,tej
463,Tee::N,թեյ,tea
464,Leder::N,կաշի,bőr
465,Wolle::N,բուրդ,gyapjú
466,Stoff::N,գործվածք,szövet
467,Nadel::N,ասեղ,tű
468,Faden::N,թել,fonál
469,Knopf::N,կոճակ,gomb
470,Knoten::N,հանգույց,csomó
471,Farbe::N,ներկ,szín
472,Farbe::N,ներկ,festék
473,Kleidung::N,հագուստ,ruha
474,Kleidung::N,հագուստ,ruházat
475,Hemd::N,վերնաշապիկ,ing
476,Kragen::N,օձիք,gallér
477,Ärmel::N,թեւք,ujj
478,Hose::N,շալվար,gatya
479,Hose::N,շալվար,nadrág
480,Gürtel::N,գոտի,öv
481,Mütze::N,կեպի,sapka
482,Schuh::N,կոշիկ,cipő
483,Stiefel::N,երկարաճիթ կոշիկ,csizma
484,Ring::N,զնգալ,gyűrű
485,Band::N,ժապավեն,szalag
486,Kamm::N,սանր,fésű
487,Spiegel::N,հայելի,tükör
488,Riemen::N,փոկ,szíj
489,Schnur::N,լար,zsinór
490,Leine::N,փոկ,póráz
491,Decke::N,վերմակ,takaró
492,Kissen::N,բարձ,párna
493,Tuch::N,թաշկինակ,kendő
494,Handtuch::N,սրբիչ,törülköző
495,Kraft::N,ուժ,erő
496,Stärke::N,պնդություն,erő
497,Stärke::N,պնդություն,erősség
498,Stärke::N,ամրություն,erő
499,Stärke::N,ամրություն,erősség
500,Gesundheit::N,առողջություն,egészség
501,Krankheit::N,ախտ,kór
502,Krankheit::N,ախտ,betegség
503,Krankheit::N,հիվանդություն,kór
504,Krankheit::N,հիվանդություն,betegség
505,Schmerz::N,ցավ,fájdalom
506,Schmerz::N,տանջանք,fájdalom
507,Wunde::N,վերք,seb
508,Fieber::N,տենդ,láz
509,Arznei::N,դեղ,orvosság
510,Arznei::N,դեղ,gyógyszer
511,Brücke::N,կամուրջ,híd
512,Brunnen::N,հոր,kút
513,Brunnen::N,ջրհոր,kút
514,Weide::N,արոտավայր,legelő
515,Pfad::N,արահետ,ösvény
516,Weg::N,ուղի,út
517,Straße::N,ճանապարհ,út
518,Dorf::N,գյուղ,falu
519,Stadt::N,քաղաք,város
520,Brief::N,նամակ,levél
521,Buch::N,գիրք,könyv
522,Buchstabe::N,տառ,betű
523,Buchstabe::N,գիր,betű
524,Zeitung::N,լրագիր,újság
525,Zeitung::N,լրագիր,hírlap
526,Leben::N,կյանք,élet
527,Tod::N,մահ,halál
528,Grab::N,գերեզման,sír
529,Kirche::N,եկեղեցի,templom
530,Sünde::N,մեղք,bűn
531,Sünde::N,մեղք,vétek
532,Gott::N,աստված,isten
533,Arbeiter::N,բանվոր,munkás
534,Arbeiter::N,աշխատող,munkás
535,Chef::N,տեր,főnök
536,Meister::N,վարպետ,mester
537,Arzt::N,բժիշկ,orvos
538,Lehrer::N,ուսուցիչ,tanár
539,Lehrer::N,ուսուցիչ,tanító
540,Geld::N,փող,pénz
541,Geschäft::N,գործ,üzlet
542,Geschäft::N,աշխատանք,üzlet
543,Laden::N,կրպակ,bolt
544,Laden::N,խանութ,bolt
545,Preis::N,գին,ár
546,Ware::N,ապրանք,áru
547,Nutzen::N,օգուտ,haszon
548,Reichtum::N,հարստություն,gazdagság
549,Welt::N,աշխարհ,világ
550,Land::N,երկիր,ország
551,Staat::N,պետություն,állam
552,König::N,արքա,király
553,König::N,թագավոր,király
554,Macht::N,իշխանություն,hatalom
555,Grenze::N,սահման,határ
556,Krieg::N,պատերազմ,háború
557,Feind::N,թշնամի,ellenség
558,Gewalt::N,բռնություն,erőszak
559,Gewalt::N,սաստկություն,erőszak
560,Kampf::N,մարտ,harc
561,Bogen[Waffe]::N,աղեղ,íj
562,Pfeil::N,նետ,nyíl
563,Gewehr::N,հրացան,puska
564,Gewehr::N,հրացան,fegyver
565,Fehler::N,սխալ,hiba
566,Lüge::N,սուտ,hazugság
567,Schaden::N,վնաս,kár
568,Unglück::N,դժբախտություն,csapás
569,Unglück::N,դժբախտություն,balszerencse
570,Schuld::N,պակասություն,bűn
571,Alter::N,հասակ,kor
572,Schluss::N,վերջ,vég
573,Schluss::N,վերջ,befejezés
574,Schluss::N,վախճան,vég
575,Schluss::N,վախճան,befejezés
576,Zeit::N,ժամանակ,idő
577,Tag::N,օր,nap
578,Morgen::N,առավոտ,reggel
579,Mittag::N,կեսօր,dél
580,Abend::N,երեկո,este
581,Nacht::N,գիշեր,éj
582,Nacht::N,գիշեր,éjszaka
583,Woche::N,շաբաթ,hét
584,Monat::N,ամիս,hó
585,Monat::N,ամիս,hónap
586,Jahr::N,տարի,év
587,Frühling::N,գարուն,tavasz
588,Sommer::N,ամառ,nyár
589,Herbst::N,աշուն,ősz
590,Winter::N,ձմեռ,tél
591,Januar::N,հունվար,január
592,Februar::N,փետրվար,február
593,März::N,մարտ,március
594,April::N,ապրիլ,április
595,Mai::N,մայիս,május
596,Juni::N,հունիս,június
597,Juli::N,հուլիս,július
598,August::N,օգոստոս,augusztus
599,September::N,սեպտեմբեր,szeptember
600,Oktober::N,հոկտեմբեր,október
601,November::N,նոյեմբեր,november
602,Dezember::N,դեկտեմբեր,december
603,Montag::N,երկուշաբթի,hétfő
604,Dienstag::N,երեքշաբթի,kedd
605,Mittwoch::N,չորեքշաբթի,szerda
606,Donnerstag::N,հինգշաբթի,csütörtök
607,Freitag::N,ուրբաթ,péntek
608,Samstag::N,շաբաթ,szombat
609,Sonntag::N,կիրակի,vasárnap
610,groß::A,մեծ,nagy
611,groß::A,խոշոր,nagy
612,klein::A,պստիկ,pici
613,klein::A,պստիկ,kicsi
614,klein::A,փոքրիկ,pici
615,klein::A,փոքրիկ,kicsi
616,lang::A,երկար,hosszú
617,kurz::A,կարճ,rövid
618,breit::A,լայն,széles
619,schmal::A,նեղ,keskeny
620,dicht::A,խիտ,sűrű
621,dick[Gegenstand]::A,հաստ,vastag
622,dünn::A,բարակ,vékony
623,fein::A,նուրբ,vékony
624,fest::A,ամուր,szilárd
625,fest::A,պինդ,szilárd
626,flach::A,տափակ,sík
627,flach::A,տափակ,lapos
628,glatt::A,հարթ,sima
629,hart::A,կարծր,kemény
630,weich::A,մեղմ,puha
631,weich::A,փափուկ,puha
632,rund::A,կլոր,kerek
633,spitz::A,սրածայր,hegyes
634,scharf::A,սուր,éles
635,stumpf::A,գուլ,tompa
636,stumpf::A,գուլ,életlen
637,schwer::A,ծանր,nehéz
638,schwer::A,ծանր,súlyos
639,schön::A,սիրուն,szép
640,schön::A,գեղեցիկ,szép
641,heiß::A,թեժ,forró
642,warm::A,տաք,meleg
643,warm::A,ջերմ,meleg
644,kalt::A,ցուրտ,hideg
645,kühl::A,զով,hűs
646,kühl::A,զով,hűvös
647,frisch::A,թարմ,üde
648,frisch::A,թարմ,friss
649,feucht::A,ղոնավ,nedves
650,nass::A,թաց,vizes
651,trocken::A,ցամաք,száraz
652,voll::A,լի,telt
653,voll::A,լիքը,telt
654,leer::A,դատարկ,üres
655,offen::A,բաց,nyílt
656,offen::A,բաց,nyitott
657,geschlossen::A,գոց,zárt
658,geschlossen::A,գոց,csukott
659,sauber::A,մաքուր,tiszta
660,schmutzig::A,կեղտոտ,piszkos
661,schmutzig::A,կեղտոտ,szennyes
662,roh::A,հում,nyers
663,reif::A,հասած,érett
664,reif::A,հասուն,érett
665,lecker::A,համեղ,finom
666,süß::A,անուշ,édes
667,bitter::A,կծու,keserű
668,sauer::A,թթու,savanyú
669,sauer::A,թթված,savanyú
670,hell::A,պայծառ,világos
671,hell::A,խելամիտ,világos
672,dunkel::A,մութ,sötét
673,schwarz::A,սեւ,fekete
674,weiß::A,սպիտակ,fehér
675,rot::A,կարմիր,vörös
676,gelb::A,դեղին,sárga
677,blau::A,կապույտ,kék
678,grün::A,կանաչ,zöld
679,grau::A,գորշ,ősz
680,grau::A,գորշ,szürke
681,bunt::A,գոյնզգոյն,tarka
682,bunt::A,գոյնզգոյն,színes
683,billig::A,էժան,olcsó
684,teuer::A,թանկ,drága
685,wertvoll::A,թանկարժեք,értékes
686,blind::A,կույր,vak
687,taub::A,խուլ,süket
688,kräftig::A,հզոր,erős
689,stark::A,ուժեղ,erős
690,schwach::A,տկար,gyenge
691,schwach::A,տկար,erőtlen
692,schwach::A,թույլ,gyenge
693,schwach::A,թույլ,erőtlen
694,fett::A,գեր,hájas
695,schlank::A,նիհար,karcsú
696,hübsch::A,գրավիչ,csinos
697,hübsch::A,սիրունիկ,csinos
698,böse::A,չար,rossz
699,böse::A,չար,gonosz
700,dumm::A,հիմար,buta
701,dumm::A,հիմար,ostoba
702,faul::A,ծույլ,lusta
703,fleißig::A,ջանասեր,szorgalmas
704,fleißig::A,փութաջան,szorgalmas
705,geizig::A,ագահ,fukar
706,geizig::A,ագահ,fösvény
707,geizig::A,կծծի,fukar
708,geizig::A,կծծի,fösvény
709,klug::A,խելոք,okos
710,klug::A,խելոք,eszes
711,klug::A,ընդունակ,okos
712,klug::A,ընդունակ,eszes
713,geschickt::A,ճարտար,ügyes
714,lieb::A,սիրելի,drága
715,lieb::A,սիրելի,kedves
716,lustig::A,զվարթ,víg
717,lustig::A,զվարթ,vidám
718,sanft::A,հեզ,enyhe
719,hungrig::A,քաղցած,éhes
720,krank::A,հիվանդ,beteg
721,nackt::A,մերկ,csupasz
722,nackt::A,մերկ,meztelen
723,traurig::A,տխուր,bús
724,traurig::A,տխուր,szomorú
725,lebendig::A,կենդանի,élő
726,gut::A,լավ,jó
727,schlecht::A,վատ,rossz
728,richtig::A,ձիշտ,helyes
729,schlimm::A,լղրճուկ,rossz
730,wahr::A,ճիշտ,igaz
731,wahr::A,իրական,igaz
732,alt::A,հին,ó
733,alt::A,հին,régi
734,neu::A,նոր,új
735,ehemalig::A,նախկին,volt
736,ehemalig::A,նախկին,egykori
737,alt[Lebewesen]::A,ծեր,öreg
738,alt[Lebewesen]::A,պառավ,öreg
739,jung::A,մատաղ,fiatal
740,arm::A,աղքատ,szegény
741,reich::A,հարուստ,gazdag
742,bekannt::A,ծանոթ,ismert
743,bekannt::A,ծանոթ,ismeretes
744,berühmt::A,հայտնի,híres
745,berühmt::A,հռչակավոր,híres
746,fremd::A,օտար,idegen
747,verschieden::A,տարբեր,különböző
748,nah::A,մոտ,közeli
749,nah::A,մերձ,közeli
750,fern::A,հեռավոր,távoli
751,linker::A,ձախ,bal
752,rechter::A,աջ,jobb
753,anderer::A,այլ,más
754,anderer::A,այլ,másik
755,anderer::A,ուրիշ,más
756,anderer::A,ուրիշ,másik
757,erster::A,առաջին,első
758,zweiter::A,երկրորդ,második
759,dritter::A,երրորդ,harmadik
760,letzter::A,վերջին,utolsó
761,allein::ADV,միայնակ,egyedül
762,auf einmal::ADV,միասնաբար,egyszerre
763,zusammen::ADV,միասին,együtt
764,zusammen::ADV,միասին,összesen
765,zusammen::ADV,իրար հետ,együtt
766,zusammen::ADV,իրար հետ,összesen
767,lange::ADV,երկար ժամանակ,sokáig
768,lange::ADV,երկար ժամանակ,hosszan
769,plötzlich::ADV,հանկարծ,hirtelen
