,Concept_ID,cy,cy
82,Schnee::N,ôd,ôd
83,Schnee::N,ôd,eira
84,Schnee::N,eira,ôd
85,Schnee::N,eira,eira
86,Eis::N,iâ,iâ
87,Frost::N,rhew,rhew
88,Kälte::N,oerni,oerni
89,Kälte::N,oerni,annwyd
90,Kälte::N,annwyd,oerni
91,Kälte::N,annwyd,annwyd
92,Hitze::N,gwres,gwres
93,Raureif::N,barrug,barrug
94,Regenbogen::N,enfys,enfys
95,Donner::N,tyrfau,tyrfau
96,Strömung::N,cerrynt,cerrynt
97,Tropfen::N,dafn,dafn
98,Tropfen::N,dafn,diferyn
99,Tropfen::N,diferyn,dafn
100,Tropfen::N,diferyn,diferyn
101,Schaum::N,ewyn,ewyn
102,Schmutz::N,baw,baw
103,Schmutz::N,baw,budreddi
104,Schmutz::N,budreddi,baw
105,Schmutz::N,budreddi,budreddi
106,See::N,llyn,llyn
107,Sumpf::N,cors,cors
108,Moor::N,rhos,rhos
109,Wiese::N,dôl,dôl
110,Wald::N,coedwig,coedwig
111,Hügel::N,bryn,bryn
112,Anhöhe::N,bryn,bryn
113,Berg::N,mynydd,mynydd
114,Gipfel::N,copa,copa
115,Höhle::N,ogof,ogof
116,Abhang::N,llethr,llethr
117,Quelle::N,tarddiad,tarddiad
118,Quelle::N,tarddiad,ffynhonnell
119,Quelle::N,ffynhonnell,tarddiad
120,Quelle::N,ffynhonnell,ffynhonnell
121,Bach::N,nant,nant
122,Bach::N,nant,afonig
123,Bach::N,nant,cornant
124,Bach::N,afonig,nant
125,Bach::N,afonig,afonig
126,Bach::N,afonig,cornant
127,Bach::N,cornant,nant
128,Bach::N,cornant,afonig
129,Bach::N,cornant,cornant
130,Fluss::N,afon,afon
131,Ufer::N,glan,glan
132,Küste::N,traeth,traeth
133,Küste::N,traeth,arfordir
134,Küste::N,arfordir,traeth
135,Küste::N,arfordir,arfordir
136,Festland::N,tir,tir
137,Meer::N,môr,môr
138,Bucht::N,bae,bae
139,Insel::N,ynys,ynys
140,Blume::N,blodyn,blodyn
141,Gras::N,glaswellt,glaswellt
142,Wurzel::N,gwreiddyn,gwreiddyn
143,Baum::N,coeden,coeden
144,Stamm::N,colfen,colfen
145,Stamm::N,colfen,boncyff
146,Stamm::N,boncyff,colfen
147,Stamm::N,boncyff,boncyff
148,Rinde::N,rhisgl,rhisgl
149,Ast::N,cangen,cangen
150,Zweig::N,cainc,cainc
151,Zweig::N,cainc,cangen
152,Zweig::N,cangen,cainc
153,Zweig::N,cangen,cangen
154,Blatt::N,deilen,deilen
155,Birke::N,bedwen,bedwen
156,Kiefer[Baum]::N,pinwydden,pinwydden
157,Weide[Baum]::N,helygen,helygen
158,Tanne::N,ffynidwydden,ffynidwydden
159,Horn::N,corn,corn
160,Feder::N,plufyn,plufyn
161,Fell::N,ffwr,ffwr
162,Flügel::N,adain,adain
163,Klaue::N,crafanc,crafanc
164,Kralle::N,ewin,ewin
165,Schwanz::N,cwt,cwt
166,Schwanz::N,cwt,cynffon
167,Schwanz::N,cynffon,cwt
168,Schwanz::N,cynffon,cynffon
169,Ei::N,wy,wy
170,Nest::N,nyth,nyth
171,Bau::N,ffau,ffau
172,Tier::N,anifail,anifail
173,Herde::N,praidd,praidd
174,Herde::N,praidd,diadell
175,Herde::N,diadell,praidd
176,Herde::N,diadell,diadell
177,Kuh::N,buwch,buwch
178,Bulle::N,tarw,tarw
179,Pferd::N,ceffyl,ceffyl
180,Schaf::N,dafad,dafad
181,Schwein::N,mochyn,mochyn
182,Hund::N,ci,ci
183,Katze::N,cath,cath
184,Bär::N,arth,arth
185,Eichhörnchen::N,gwiwer,gwiwer
186,Elch::N,elc,elc
187,Fuchs::N,cadno,cadno
188,Hase::N,ysgyfarnog,ysgyfarnog
189,Maus::N,llygoden,llygoden
190,Wolf::N,blaidd,blaidd
191,Vogel::N,aderyn,aderyn
192,Schwarm::N,haid,haid
193,Huhn::N,cyw,cyw
194,Hahn::N,ceiliog,ceiliog
195,Gans::N,gŵydd,gŵydd
196,Adler::N,eryr,eryr
197,Ente::N,hwyad,hwyad
198,Eule::N,tylluan,tylluan
199,Kranich::N,garan,garan
200,Kranich::N,garan,crychydd
201,Kranich::N,crychydd,garan
202,Kranich::N,crychydd,crychydd
203,Krähe::N,brân,brân
204,Kuckuck::N,cog,cog
205,Kuckuck::N,cog,cwcw
206,Kuckuck::N,cwcw,cog
207,Kuckuck::N,cwcw,cwcw
208,Schwan::N,alarch,alarch
209,Fisch::N,pysgod,pysgod
210,Barsch::N,draenog,draenog
211,Hecht::N,penhwyad,penhwyad
212,Schlange[Tier]::N,neidr,neidr
213,Wurm::N,abwydyn,abwydyn
214,Wurm::N,abwydyn,pryf genwair
215,Wurm::N,pryf genwair,abwydyn
216,Wurm::N,pryf genwair,pryf genwair
217,Spinne::N,cor,cor
218,Spinne::N,cor,pryf copyn
219,Spinne::N,pryf copyn,cor
220,Spinne::N,pryf copyn,pryf copyn
221,Ameise::N,morgrugyn,morgrugyn
222,Laus::N,lleuen,lleuen
223,Mücke::N,gwybedyn,gwybedyn
224,Fliege::N,cleren,cleren
225,Schmetterling::N,glöyn byw,glöyn byw
226,Schmetterling::N,glöyn byw,iâr fach yr haf
227,Schmetterling::N,iâr fach yr haf,glöyn byw
228,Schmetterling::N,iâr fach yr haf,iâr fach yr haf
229,Beere::N,aeronen,aeronen
230,Apfel::N,afal,afal
231,Pilz::N,madarch,madarch
232,Zwiebel::N,nionyn,nionyn
233,Zwiebel::N,nionyn,winwnsyn
234,Zwiebel::N,winwnsyn,nionyn
235,Zwiebel::N,winwnsyn,winwnsyn
236,Saat::N,had,had
237,Korn::N,grawn,grawn
238,Heu::N,gwair,gwair
239,Schale::N,croen,croen
240,Schale::N,croen,plisgyn
241,Schale::N,plisgyn,croen
242,Schale::N,plisgyn,plisgyn
243,Grube::N,pwll,pwll
244,Grube::N,pwll,pydew
245,Grube::N,pydew,pwll
246,Grube::N,pydew,pydew
247,Falle::N,magl,magl
248,Schlinge::N,cwlwm rhedeg,cwlwm rhedeg
249,Spur::N,ôl,ôl
250,Asche::N,lludw,lludw
251,Dreck::N,baw,baw
252,Dreck::N,baw,budreddi
253,Dreck::N,budreddi,baw
254,Dreck::N,budreddi,budreddi
255,Eisen::N,haearn,haearn
256,Gold::N,aur,aur
257,Silber::N,arian,arian
258,Kohle::N,glo,glo
259,Glas::N,gwydr,gwydr
260,Lehm::N,clai,clai
261,Sand::N,tywod,tywod
262,Mensch::N,dyn,dyn
263,Mann::N,dyn,dyn
264,Frau::N,merch,merch
265,Frau::N,merch,gwraig
266,Frau::N,gwraig,merch
267,Frau::N,gwraig,gwraig
268,Kind::N,plentyn,plentyn
269,Junge::N,hogyn,hogyn
270,Junge::N,hogyn,bachgen
271,Junge::N,bachgen,hogyn
272,Junge::N,bachgen,bachgen
273,Mädchen::N,merch,merch
274,Mädchen::N,merch,geneth
275,Mädchen::N,geneth,merch
276,Mädchen::N,geneth,geneth
277,Familie::N,teulu,teulu
278,Familie::N,teulu,tylwyth
279,Familie::N,tylwyth,teulu
280,Familie::N,tylwyth,tylwyth
281,Großvater::N,taid,taid
282,Großvater::N,taid,tad-cu
283,Großvater::N,tad-cu,taid
284,Großvater::N,tad-cu,tad-cu
285,Großmutter::N,nain,nain
286,Großmutter::N,nain,mam-gu
287,Großmutter::N,mam-gu,nain
288,Großmutter::N,mam-gu,mam-gu
289,Eltern::N,rhieni,rhieni
290,Vater::N,tad,tad
291,Mutter::N,mam,mam
292,Sohn::N,mab,mab
293,Tochter::N,merch,merch
294,Bruder::N,brawd,brawd
295,Schwester::N,chwaer,chwaer
296,Onkel::N,ewythr,ewythr
297,Tante::N,modryb,modryb
298,Ehemann::N,gŵr,gŵr
299,Ehefrau::N,gwraig,gwraig
300,Freude::N,gorfoledd,gorfoledd
301,Gelächter::N,chwerthin,chwerthin
302,Glück::N,hapusrwydd,hapusrwydd
303,Kummer::N,galar,galar
304,Wunsch::N,dymuniad,dymuniad
305,Lust::N,chwant,chwant
306,Geist::N,ysbryd,ysbryd
307,Gedanke::N,meddwl,meddwl
308,Gedächtnis::N,cof,cof
309,Verstand::N,meddwl,meddwl
310,Sinn::N,ystyr,ystyr
311,Grund::N,achos,achos
312,Grund::N,achos,rheswm
313,Grund::N,rheswm,achos
314,Grund::N,rheswm,rheswm
315,Wahrheit::N,gwir,gwir
316,Wahrheit::N,gwir,gwirionedd
317,Wahrheit::N,gwirionedd,gwir
318,Wahrheit::N,gwirionedd,gwirionedd
319,Gespräch::N,sgwrs,sgwrs
320,Märchen::N,chwedl werin,chwedl werin
321,Erzählung::N,stori,stori
322,Nachricht::N,neges,neges
323,Neuigkeit::N,newydd,newydd
324,Name::N,enw,enw
325,Rätsel::N,pos,pos
326,Rede::N,araith,araith
327,Sprache::N,iaith,iaith
328,Stimme::N,llais,llais
329,Wort::N,gair,gair
330,Zeichen::N,arwydd,arwydd
331,Ruf::N,galwad,galwad
332,Lärm::N,trwst,trwst
333,Laut::N,sain,sain
334,Ton::N,tôn,tôn
335,Lied::N,cân,cân
336,Ruhe::N,tawelwch,tawelwch
337,Leute::N,pobl,pobl
338,Volk::N,pobl,pobl
339,Arbeit::N,gwaith,gwaith
340,Gast::N,gwestai,gwestai
341,Geschenk::N,rhodd,rhodd
342,Geschenk::N,rhodd,anrheg
343,Geschenk::N,anrheg,rhodd
344,Geschenk::N,anrheg,anrheg
345,Spiel::N,chwarae,chwarae
346,Gesellschaft::N,cwmni,cwmni
347,Hilfe::N,cymorth,cymorth
348,Freund::N,cyfaill,cyfaill
349,Kamerad::N,cydymaith,cydymaith
350,Angelegenheit::N,pwnc,pwnc
351,Anzahl::N,cyfrif,cyfrif
352,Art::N,bath,bath
353,Stück::N,darn,darn
354,Teil::N,rhan,rhan
355,Hälfte::N,hanner,hanner
356,Kreis::N,cylch,cylch
357,Kreuz::N,croes,croes
358,Linie::N,llinell,llinell
359,Strich::N,strôc,strôc
360,Strich::N,strôc,trawiad
361,Strich::N,trawiad,strôc
362,Strich::N,trawiad,trawiad
363,Abstand::N,bwlch,bwlch
364,Abstand::N,bwlch,pellter
365,Abstand::N,pellter,bwlch
366,Abstand::N,pellter,pellter
367,Entfernung::N,pellter,pellter
368,Gegend::N,cylch,cylch
369,Platz::N,lle,lle
370,Ort::N,lle,lle
371,Seite::N,ochr,ochr
372,Mitte::N,canol,canol
373,Gegenstand::N,eitem,eitem
374,Sache::N,peth,peth
375,Rand::N,cwr,cwr
376,Rand::N,cwr,ymyl
377,Rand::N,ymyl,cwr
378,Rand::N,ymyl,ymyl
379,Kante::N,min,min
380,Kante::N,min,ymyl
381,Kante::N,ymyl,min
382,Kante::N,ymyl,ymyl
383,Ecke::N,cornel,cornel
384,Spitze::N,blaen,blaen
385,Ende::N,pen,pen
386,Loch::N,twll,twll
387,Winkel::N,congl,congl
388,Muster::N,patrwm,patrwm
389,Größe::N,maint,maint
390,Größe::N,maint,maintioli
391,Größe::N,maintioli,maint
392,Größe::N,maintioli,maintioli
393,Länge::N,hyd,hyd
394,Höhe::N,uchder,uchder
395,Gewicht::N,pwysau,pwysau
396,Menge::N,swm,swm
397,Menge::N,swm,maint
398,Menge::N,maint,swm
399,Menge::N,maint,maint
400,Haufen::N,pentwr,pentwr
401,Reihe::N,rhes,rhes
402,Boot::N,cwch,cwch
403,Ruder::N,rhwyf,rhwyf
404,Schlitten::N,sled,sled
405,Schlitten::N,sled,car llusg
406,Schlitten::N,car llusg,sled
407,Schlitten::N,car llusg,car llusg
408,Ski::N,sgi,sgi
409,Lagerfeuer::N,coelcerth,coelcerth
410,Last::N,llwyth,llwyth
411,Gang::N,tro,tro
412,Schritt::N,cam,cam
413,Norden::N,gogledd,gogledd
414,Süden::N,de,de
415,Westen::N,gorllewin,gorllewin
416,Osten::N,dwyrain,dwyrain
417,Holz::N,pren,pren
418,Brett::N,bwrdd,bwrdd
419,Brett::N,bwrdd,astell
420,Brett::N,astell,bwrdd
421,Brett::N,astell,astell
422,Platte::N,llech,llech
423,Stütze::N,ateg,ateg
424,Stütze::N,ateg,cynhalydd
425,Stütze::N,cynhalydd,ateg
426,Stütze::N,cynhalydd,cynhalydd
427,Stange::N,polyn,polyn
428,Stock::N,ffon,ffon
429,Stock::N,ffon,brigyn
430,Stock::N,brigyn,ffon
431,Stock::N,brigyn,brigyn
432,Stab::N,ffon,ffon
433,Rohr::N,pibell,pibell
434,Haus::N,tŷ,tŷ
435,Heim::N,cartref,cartref
436,Ofen::N,stof,stof
437,Fußboden::N,llawr,llawr
438,Tisch::N,bwrdd,bwrdd
439,Stuhl::N,cadair,cadair
440,Wiege::N,crud,crud
441,Bett::N,gwely,gwely
442,Regal::N,silff,silff
443,Kiste::N,bocs,bocs
444,Kiste::N,bocs,blwch
445,Kiste::N,blwch,bocs
446,Kiste::N,blwch,blwch
447,Fenster::N,ffenestr,ffenestr
448,Tür::N,drws,drws
449,Tor::N,porth,porth
450,Zaun::N,ffens,ffens
451,Dach::N,to,to
452,Leiter::N,ysgol,ysgol
453,Besen::N,ysgub,ysgub
454,Spaten::N,rhaw,rhaw
455,Schaufel::N,rhaw,rhaw
456,Gabel::N,fforc,fforc
457,Löffel::N,llwy,llwy
458,Messer::N,cyllell,cyllell
459,Nagel::N,hoel,hoel
460,Netz::N,gwe,gwe
461,Netz::N,gwe,rhwyd
462,Netz::N,rhwyd,gwe
463,Netz::N,rhwyd,rhwyd
464,Haken::N,bach,bach
465,Griff::N,carn,carn
466,Schloss::N,clo,clo
467,Bild::N,llun,llun
468,Bild::N,llun,pictiwr
469,Bild::N,pictiwr,llun
470,Bild::N,pictiwr,pictiwr
471,Figur::N,ffigur,ffigur
472,Puppe::N,dol,dol
473,Beutel::N,cwd,cwd
474,Bündel::N,bwndel,bwndel
475,Bündel::N,bwndel,coflaid
476,Bündel::N,coflaid,bwndel
477,Bündel::N,coflaid,coflaid
478,Tasche::N,cod,cod
479,Eimer::N,bwced,bwced
480,Eimer::N,bwced,cunnog
481,Eimer::N,cunnog,bwced
482,Eimer::N,cunnog,cunnog
483,Deckel::N,caead,caead
484,Geschirr::N,llestri,llestri
485,Sack::N,sach,sach
486,Tasse::N,cwpan,cwpan
487,Topf::N,pot,pot
488,Topf::N,pot,crochan
489,Topf::N,crochan,pot
490,Topf::N,crochan,crochan
491,Kessel::N,tegell,tegell
492,Essen::N,pryd o fwyd,pryd o fwyd
493,Nahrung::N,bwyd,bwyd
494,Speise::N,saig,saig
495,Fleisch::N,cig,cig
496,Getreide::N,ŷd,ŷd
497,Getreide::N,ŷd,llafur
498,Getreide::N,llafur,ŷd
499,Getreide::N,llafur,llafur
500,Brei::N,uwd,uwd
501,Brot::N,bara,bara
502,Scheibe::N,tafell,tafell
503,Fett::N,saim,saim
504,Fett::N,saim,braster
505,Fett::N,braster,saim
506,Fett::N,braster,braster
507,Butter::N,ymenyn,ymenyn
508,Öl::N,olew,olew
509,Salz::N,halen,halen
510,Suppe::N,cawl,cawl
511,Honig::N,mêl,mêl
512,Milch::N,llaeth,llaeth
513,Milch::N,llaeth,llefrith
514,Milch::N,llefrith,llaeth
515,Milch::N,llefrith,llefrith
516,Tee::N,te,te
517,Leder::N,lledr,lledr
518,Wolle::N,gwlân,gwlân
519,Stoff::N,lliain,lliain
520,Stoff::N,lliain,brethyn
521,Stoff::N,brethyn,lliain
522,Stoff::N,brethyn,brethyn
523,Nadel::N,nodwydd,nodwydd
524,Faden::N,edau,edau
525,Faden::N,edau,edefyn
526,Faden::N,edefyn,edau
527,Faden::N,edefyn,edefyn
528,Knopf::N,botwm,botwm
529,Knoten::N,cwlwm,cwlwm
530,Farbe::N,paent,paent
531,Kleidung::N,dillad,dillad
532,Kleidung::N,dillad,gwisgoedd
533,Kleidung::N,gwisgoedd,dillad
534,Kleidung::N,gwisgoedd,gwisgoedd
535,Hemd::N,crys,crys
536,Kragen::N,coler,coler
537,Ärmel::N,llawes,llawes
538,Hose::N,trowsus,trowsus
539,Gürtel::N,gwregys,gwregys
540,Mütze::N,cap,cap
541,Schuh::N,esgid,esgid
542,Stiefel::N,botasen,botasen
543,Ring::N,modrwy,modrwy
544,Band::N,rhuban,rhuban
545,Kamm::N,crib,crib
546,Spiegel::N,drych,drych
547,Riemen::N,strap,strap
548,Schnur::N,llinyn,llinyn
549,Leine::N,tennyn,tennyn
550,Decke::N,blanced,blanced
551,Decke::N,blanced,gwrthban
552,Decke::N,gwrthban,blanced
553,Decke::N,gwrthban,gwrthban
554,Kissen::N,clustog,clustog
555,Kissen::N,clustog,gobennydd
556,Kissen::N,gobennydd,clustog
557,Kissen::N,gobennydd,gobennydd
558,Tuch::N,sgarff,sgarff
559,Handtuch::N,tywel,tywel
560,Handtuch::N,tywel,lliain sychu
561,Handtuch::N,lliain sychu,tywel
562,Handtuch::N,lliain sychu,lliain sychu
563,Kraft::N,grym,grym
564,Stärke::N,nerth,nerth
565,Stärke::N,nerth,cryfder
566,Stärke::N,cryfder,nerth
567,Stärke::N,cryfder,cryfder
568,Gesundheit::N,iechyd,iechyd
569,Krankheit::N,afiechyd,afiechyd
570,Krankheit::N,afiechyd,anhwylder
571,Krankheit::N,anhwylder,afiechyd
572,Krankheit::N,anhwylder,anhwylder
573,Schmerz::N,poen,poen
574,Schmerz::N,poen,gwayw
575,Schmerz::N,gwayw,poen
576,Schmerz::N,gwayw,gwayw
577,Wunde::N,clwyf,clwyf
578,Fieber::N,twymyn,twymyn
579,Arznei::N,meddyginiaeth,meddyginiaeth
580,Brücke::N,pont,pont
581,Brunnen::N,ffynnon,ffynnon
582,Weide::N,porfa,porfa
583,Pfad::N,llwybr,llwybr
584,Weg::N,ffordd,ffordd
585,Straße::N,heol,heol
586,Straße::N,heol,ffordd
587,Straße::N,ffordd,heol
588,Straße::N,ffordd,ffordd
589,Dorf::N,pentref,pentref
590,Stadt::N,tref,tref
591,Brief::N,llythyr,llythyr
592,Buch::N,llyfr,llyfr
593,Buchstabe::N,llythyren,llythyren
594,Zeitung::N,papur newydd,papur newydd
595,Leben::N,bywyd,bywyd
596,Tod::N,marwolaeth,marwolaeth
597,Grab::N,bedd,bedd
598,Kirche::N,eglwys,eglwys
599,Sünde::N,pechod,pechod
600,Gott::N,duw,duw
601,Arbeiter::N,gweithiwr,gweithiwr
602,Chef::N,pennaeth,pennaeth
603,Meister::N,meistr,meistr
604,Arzt::N,meddyg,meddyg
605,Lehrer::N,athro,athro
606,Geld::N,pres,pres
607,Geld::N,pres,arian
608,Geld::N,arian,pres
609,Geld::N,arian,arian
610,Geschäft::N,busnes,busnes
611,Laden::N,siop,siop
612,Preis::N,pris,pris
613,Ware::N,nwydd,nwydd
614,Nutzen::N,elw,elw
615,Nutzen::N,elw,budd
616,Nutzen::N,budd,elw
617,Nutzen::N,budd,budd
618,Reichtum::N,cyfoeth,cyfoeth
619,Welt::N,byd,byd
620,Land::N,gwlad,gwlad
621,Staat::N,gwladwriaeth,gwladwriaeth
622,König::N,brenin,brenin
623,Macht::N,grym,grym
624,Macht::N,grym,awdurdod
625,Macht::N,awdurdod,grym
626,Macht::N,awdurdod,awdurdod
627,Grenze::N,ffin,ffin
628,Grenze::N,ffin,goror
629,Grenze::N,goror,ffin
630,Grenze::N,goror,goror
631,Krieg::N,rhyfel,rhyfel
632,Feind::N,gelyn,gelyn
633,Gewalt::N,ffyrnigrwydd,ffyrnigrwydd
634,Kampf::N,brwydr,brwydr
635,Bogen[Waffe]::N,bwa,bwa
636,Pfeil::N,saeth,saeth
637,Gewehr::N,dryll,dryll
638,Fehler::N,gwall,gwall
639,Fehler::N,gwall,camgymeriad
640,Fehler::N,camgymeriad,gwall
641,Fehler::N,camgymeriad,camgymeriad
642,Lüge::N,celwydd,celwydd
643,Lüge::N,celwydd,anwiredd
644,Lüge::N,anwiredd,celwydd
645,Lüge::N,anwiredd,anwiredd
646,Schaden::N,niwed,niwed
647,Schaden::N,niwed,difrod
648,Schaden::N,difrod,niwed
649,Schaden::N,difrod,difrod
650,Unglück::N,anffawd,anffawd
651,Schuld::N,bai,bai
652,Alter::N,oed,oed
653,Schluss::N,diwedd,diwedd
654,Zeit::N,amser,amser
655,Tag::N,dydd,dydd
656,Tag::N,dydd,diwrnod
657,Tag::N,diwrnod,dydd
658,Tag::N,diwrnod,diwrnod
659,Morgen::N,bore,bore
660,Mittag::N,nawn,nawn
661,Abend::N,noswaith,noswaith
662,Nacht::N,nos,nos
663,Woche::N,wythnos,wythnos
664,Monat::N,mis,mis
665,Jahr::N,blwyddyn,blwyddyn
666,Frühling::N,gwanwyn,gwanwyn
667,Sommer::N,haf,haf
668,Herbst::N,hydref,hydref
669,Winter::N,gaeaf,gaeaf
670,Januar::N,Ionawr,Ionawr
671,Februar::N,Chwefror,Chwefror
672,März::N,Mawrth,Mawrth
673,April::N,Ebrill,Ebrill
674,Mai::N,Mai,Mai
675,Juni::N,Mehefin,Mehefin
676,Juli::N,Gorffennaf,Gorffennaf
677,August::N,Awst,Awst
678,September::N,Medi,Medi
679,Oktober::N,Hydref,Hydref
680,November::N,Tachwedd,Tachwedd
681,Dezember::N,Rhagfyr,Rhagfyr
682,Montag::N,dydd Llun,dydd Llun
683,Dienstag::N,dydd Mawrth,dydd Mawrth
684,Mittwoch::N,dydd Mercher,dydd Mercher
685,Donnerstag::N,dydd Iau,dydd Iau
686,Freitag::N,dydd Gwener,dydd Gwener
687,Samstag::N,dydd Sadwrn,dydd Sadwrn
688,Sonntag::N,dydd Sul,dydd Sul
689,groß::A,mawr,mawr
690,klein::A,bach,bach
691,lang::A,hir,hir
692,kurz::A,byr,byr
693,kurz::A,byr,cwta
694,kurz::A,cwta,byr
695,kurz::A,cwta,cwta
696,breit::A,llydan,llydan
697,schmal::A,cul,cul
698,dicht::A,dwys,dwys
699,dick[Gegenstand]::A,trwchus,trwchus
700,dünn::A,tenau,tenau
701,fein::A,main,main
702,fest::A,cadarn,cadarn
703,flach::A,gwastad,gwastad
704,glatt::A,llyfn,llyfn
705,hart::A,caled,caled
706,weich::A,meddal,meddal
707,rund::A,crwn,crwn
708,spitz::A,pigfain,pigfain
709,scharf::A,miniog,miniog
710,stumpf::A,pŵl,pŵl
711,schwer::A,trwm,trwm
712,schön::A,teg,teg
713,schön::A,teg,hardd
714,schön::A,teg,prydferth
715,schön::A,hardd,teg
716,schön::A,hardd,hardd
717,schön::A,hardd,prydferth
718,schön::A,prydferth,teg
719,schön::A,prydferth,hardd
720,schön::A,prydferth,prydferth
721,heiß::A,poeth,poeth
722,warm::A,twym,twym
723,warm::A,twym,cynnes
724,warm::A,cynnes,twym
725,warm::A,cynnes,cynnes
726,kalt::A,oer,oer
727,kühl::A,oeraidd,oeraidd
728,frisch::A,iach,iach
729,feucht::A,llaith,llaith
730,nass::A,gwlyb,gwlyb
731,trocken::A,sych,sych
732,voll::A,llawn,llawn
733,leer::A,gwag,gwag
734,offen::A,agored,agored
735,geschlossen::A,caead,caead
736,geschlossen::A,caead,caeëdig
737,geschlossen::A,caeëdig,caead
738,geschlossen::A,caeëdig,caeëdig
739,sauber::A,glân,glân
740,schmutzig::A,budr,budr
741,schmutzig::A,budr,brwnt
742,schmutzig::A,brwnt,budr
743,schmutzig::A,brwnt,brwnt
744,roh::A,amrwd,amrwd
745,reif::A,aeddfed,aeddfed
746,lecker::A,blasus,blasus
747,lecker::A,blasus,danteithiol
748,lecker::A,danteithiol,blasus
749,lecker::A,danteithiol,danteithiol
750,süß::A,melys,melys
751,bitter::A,chwerw,chwerw
752,sauer::A,sur,sur
753,hell::A,disglair,disglair
754,dunkel::A,tywyll,tywyll
755,schwarz::A,du,du
756,weiß::A,gwyn,gwyn
757,rot::A,coch,coch
758,gelb::A,melyn,melyn
759,blau::A,glas,glas
760,grün::A,gwyrdd,gwyrdd
761,grau::A,llwyd,llwyd
762,bunt::A,lliwgar,lliwgar
763,billig::A,rhad,rhad
764,teuer::A,drud,drud
765,wertvoll::A,gwerthfawr,gwerthfawr
766,blind::A,dall,dall
767,taub::A,byddar,byddar
768,kräftig::A,nerthol,nerthol
769,kräftig::A,nerthol,grymus
770,kräftig::A,grymus,nerthol
771,kräftig::A,grymus,grymus
772,stark::A,cryf,cryf
773,stark::A,cryf,cadarn
774,stark::A,cadarn,cryf
775,stark::A,cadarn,cadarn
776,schwach::A,gwan,gwan
777,fett::A,tew,tew
778,schlank::A,main,main
779,hübsch::A,tlws,tlws
780,böse::A,drwg,drwg
781,dumm::A,twp,twp
782,faul::A,diog,diog
783,fleißig::A,dyfal,dyfal
784,geizig::A,crintach,crintach
785,geizig::A,crintach,cybyddlyd
786,geizig::A,cybyddlyd,crintach
787,geizig::A,cybyddlyd,cybyddlyd
788,klug::A,deallus,deallus
789,geschickt::A,medrus,medrus
790,geschickt::A,medrus,deheuig
791,geschickt::A,deheuig,medrus
792,geschickt::A,deheuig,deheuig
793,lieb::A,hoff,hoff
