,Concept_ID,kn,ps
62,Stern::N,ಚುಕ್ಕಿ,ستوری
63,Luft::N,ವಾಯು,هوا
64,Wind::N,ಗಾಳಿ,ورښ
65,Welle::N,ಅಲೆ,موج
66,Wasser::N,ನೀರು,اوبه
67,Stein::N,ಕಲ್ಲು,ډبره
68,Boden::N,ನೆಲ,مځکه
69,Erde::N,ಭೂಮಿ,خاوره
70,Staub::N,ದೂಳು,ګرد
71,Staub::N,ದೂಳು,خاوره
72,Rauch::N,ಹೊಗೆ,دود
73,Rauch::N,ಹೊಗೆ,لوګی
74,Funke::N,ಕಿಡಿ,سپرغۍ
75,Feuer::N,ಬೆಂಕಿ,اور
76,Licht::N,ಬೆಳಕು,رڼا
77,Schatten::N,ನೆರಳು,سیوری
78,Wetter::N,ಹವ,هوا
79,Nebel::N,ಮಂಜು,لړه
80,Wolke::N,ಮೋಡ,ورېځ
81,Regen::N,ಮಳೆ,وریا
82,Regen::N,ಮಳೆ,باران
83,Schnee::N,ಹಿಮ,واوره
84,Eis::N,ಮಂಜುಗಡ್ಡೆ,یخ
85,Eis::N,ಮಂಜುಗಡ್ಡೆ,کنګل
86,Frost::N,ಮಂಜು,یخ
87,Kälte::N,ಹಿಮ,ساړه
88,Hitze::N,ಉಷ್ಣ,تودوخي
89,Raureif::N,ಇಬ್ಬನಿ,سپینه پرخه
90,Regenbogen::N,ಇಂದ್ರಚಾಪ,بوډۍ ټال
91,Regenbogen::N,ಇಂದ್ರಚಾಪ,سره زرغونه
92,Donner::N,ಗುಡುಗು,تالنده
93,Strömung::N,ಪ್ರವಾಹ,بهېدنه
94,Tropfen::N,ತೊಟ್ಟು,قطره
95,Tropfen::N,ತೊಟ್ಟು,څاڅکی
96,Schaum::N,ನೊರೆ,ځګ
97,Schmutz::N,ಕಸ,ناپاکي
98,See::N,ಸರೋವರ,جهیل
99,Sumpf::N,ಜೌಗುಸ್ಥಳ,جبه
100,Moor::N,ಬಂಜರು ಭೂಮಿ,جبه
101,Wiese::N,ಹುಲ್ಲುಗಾವಲು,چمن
102,Wiese::N,ಹುಲ್ಲುಗಾವಲು,شنېلی
103,Wald::N,ಕಾಡು,ځنګل
104,Hügel::N,ಗುಡ್ಡೆ,تپه
105,Anhöhe::N,ದಿಬ್ಬ,غونډۍ
106,Berg::N,ಮಲೆ,غ‍‍‍‍‍ر
107,Berg::N,ಪರ್ವತ,غ‍‍‍‍‍ر
108,Gipfel::N,ಶೃಂಗ,څوکه
109,Höhle::N,ಗುಹೆ,کاز
110,Abhang::N,ಇಳಿಜಾರು,لمن
111,Quelle::N,ಮೂಲ,چینه
112,Bach::N,ತೊರೆ,واله
113,Fluss::N,ನದಿ,سیند
114,Ufer::N,ತೀರ,غاړه
115,Küste::N,ದಂಡೆ,ساحل
116,Festland::N,ಭೂಮಿ,وچه
117,Meer::N,ಕಡಲು,بحر
118,Meer::N,ಕಡಲು,سمندر
119,Bucht::N,ಖಾರಿ,کارۍ
120,Insel::N,ದ್ವೀಪ,ټاپو
121,Insel::N,ದ್ವೀಪ,جزيره
122,Blume::N,ಸುಮ,ګل
123,Gras::N,ಹುಲ್ಲು,واښه
124,Wurzel::N,ಬೇರು,ریښه
125,Baum::N,ಮರ,ونه
126,Stamm::N,ಕಾಂಡ,ډډ
127,Rinde::N,ತೂಗಟಿ,پوستکی
128,Ast::N,ಶಾಖೆ,ښاخ
129,Zweig::N,ರೆಂಬೆ,څانګه
130,Blatt::N,ಎಲೆ,پاڼه
131,Birke::N,ಬರ್ಚ್ ಮರ,توس
132,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,نښتر
133,Weide[Baum]::N,ವಿಲೋಮರ,وله
134,Tanne::N,ಭದ್ರದಾರು,ناجو
135,Horn::N,ಕೊಂಬು,ښکر
136,Feder::N,ಪುಕ್ಕ,بڼکه
137,Fell::N,ರೋಮ,پوستکی
138,Flügel::N,ರೆಕ್ಕೆ,وزر
139,Klaue::N,ಪಂಜ,پنجه
140,Klaue::N,ಪಂಜ,منګول
141,Kralle::N,ಉಗುರು,پنجه
142,Kralle::N,ಉಗುರು,منګول
143,Schwanz::N,ಬಾಲ,لکۍ
144,Ei::N,ಮೊಟ್ಟೆ,وۍ
145,Ei::N,ಮೊಟ್ಟೆ,هګۍ
146,Nest::N,ಗೂಡು,جاله
147,Bau::N,ಅಡಗುದಾಣ,کاز
148,Tier::N,ಪ್ರಾಣಿ,ژوی
149,Tier::N,ಪ್ರಾಣಿ,حیوان
150,Herde::N,ಗುಂಪು,رمه
151,Herde::N,ಗುಂಪು,غېله
152,Kuh::N,ಹಸು,غوا
153,Bulle::N,ಗೂಳಿ,غوئی
154,Pferd::N,ಕುದುರೆ,آس
155,Schaf::N,ಕುರಿ,پسه
156,Schwein::N,ಹಂದಿ,سرکوزی
157,Hund::N,ನಾಯಿ,سپی
158,Katze::N,ಬೆಕ್ಕು,پشه
159,Bär::N,ಕರಡಿ,خرس
160,Eichhörnchen::N,ಉಡುತೆ,خړ لمی
161,Elch::N,ಕಡವೆ,ګوزن
162,Fuchs::N,ನರಿ,سپلم
163,Hase::N,ಮೊಲ,سوی
164,Maus::N,ಇಲಿ,مږک
165,Wolf::N,ತೋಳ,لېوه
166,Vogel::N,ಪಕ್ಷಿ,مرغه
167,Schwarm::N,ಗುಂಪು,سېل
168,Huhn::N,ಚಿಕ್,چرګه
169,Hahn::N,ಹುಂಜ,چرګ
170,Gans::N,ವರಟೆ,بته
171,Adler::N,ಗರುಡ,عقاب
172,Ente::N,ಬಾತು,ایلۍ
173,Eule::N,ಗೂಬೆ,ګونګی
174,Kranich::N,ಕೊಕ್ಕರ,کلنګ
175,Krähe::N,ಕಾಗೆ,کارغه
176,Kuckuck::N,ಕೋಗಿಲೆ,فاخته
177,Schwan::N,ಹಂಸಪಕ್ಷಿ,قو
178,Fisch::N,ಮೀನು,کب
179,Fisch::N,ಮೀನು,ماهی
180,Barsch::N,ಪರ್ಚ್ ಮೀನು,
181,Hecht::N,ಪೈಕ್ ಮೀನು,
182,Schlange[Tier]::N,ಹಾವು,مار
183,Wurm::N,ಹುಳು,چینجی
184,Spinne::N,ಊರ್ಣನಾಭ,غڼه
185,Spinne::N,ಊರ್ಣನಾಭ,تارکښ
186,Ameise::N,ಇರುವೆ,مېږی
187,Laus::N,ಹೇನು,سپږه
188,Mücke::N,ಸೊಳ್ಳೆ,ماشی
189,Fliege::N,ನೊಣ,مچ
190,Schmetterling::N,ಪತಂಗ,پتنګ
191,Beere::N,ನಯವಣ್ಣು,مېوۍ
192,Apfel::N,ಸೇಬು,مڼه
193,Pilz::N,ಅಣಬೆ,خرېړی
194,Zwiebel::N,ನೀರುಳ್ಳಿ,پیاز
195,Saat::N,ಬಿತ್ತ,تخم
196,Korn::N,ಬೀಜ,تخم
197,Korn::N,ಬೀಜ,دانه
198,Heu::N,ಕರಡ,بوس
199,Heu::N,ಕರಡ,پروړه
200,Schale::N,ಹೊಟ್ಟು,پوستکی
201,Grube::N,ಗುಂಡಿ,کنده
202,Falle::N,ಬೋನು,دام
203,Falle::N,ಬೋನು,لومه
204,Schlinge::N,ಉರುಲು,کړۍ
205,Spur::N,ಜಾಡು,نښه
206,Asche::N,ಬೂದಿ,آس
207,Asche::N,ಬೂದಿ,ایره
208,Dreck::N,ಹೊಲಸು,ناپاکي
209,Eisen::N,ಕಬ್ಬಿಣ,اوسپنه
210,Gold::N,ಚಿನ್ನ,سره زر
211,Silber::N,ಬೆಳ್ಳಿ,نقره
212,Silber::N,ಬೆಳ್ಳಿ,سپین زر
213,Kohle::N,ಕಲ್ಲಿದ್ದಲು,سکور
214,Kohle::N,ಕಲ್ಲಿದ್ದಲು,سکاره
215,Glas::N,ಗಾಜು,ښيښه
216,Lehm::N,ಜೇಡಿಮಣ್ಣು,خټه
217,Sand::N,ಮರಳು,شګه
218,Mensch::N,ಪುರುಷ,انسان
219,Mann::N,ಆಳು,سړی
220,Mann::N,ಆಳು,نارینه
221,Frau::N,ಹೆಣ್ಣು,ښځه
222,Kind::N,ಮಗು,بچی
223,Kind::N,ಮಗು,ماشوم
224,Junge::N,ಹುಡುಗ,هلک
225,Mädchen::N,ಹುಡುಗಿ,نجلۍ
226,Familie::N,ಕುಟುಂಬ,کورنۍ
227,Großvater::N,ಅಜ್ಜ,بابا
228,Großmutter::N,ಅಮ್ಮ,انا
229,Eltern::N,ಹೆತ್ತವರು,مور او پلار
230,Vater::N,ತಂದೆ,پلار
231,Mutter::N,ಅಮ್ಮ,مور
232,Sohn::N,ಮಗ ,زوی
233,Tochter::N,ಮಗಳು,لور
234,Bruder::N,ತಮ್ಮ,ورور
235,Schwester::N,ತಂಗಿ,خور
236,Onkel::N,ಸೋದರಮಾವ,تره
237,Onkel::N,ಸೋದರಮಾವ,ماما
238,Onkel::N,ದೊಡ್ಡಪ್ಪ,تره
239,Onkel::N,ದೊಡ್ಡಪ್ಪ,ماما
240,Tante::N,ಚಿಕ್ಕಮ್ಮ,خاله
241,Ehemann::N,ಗಂಡ,مېړه
242,Ehefrau::N,ಹೆಂಡತಿ,مېرمن
243,Freude::N,ನಲಿವು,خوشحالي
244,Gelächter::N,ನಗೆ,خندا
245,Glück::N,ಆನಂದ,بخت
246,Kummer::N,ದುಃಖ,غم
247,Wunsch::N,ಬಯಕೆ,هيله
248,Wunsch::N,ಬಯಕೆ,غوښتنه
249,Lust::N,ಇಷ್ಟ,شوق
250,Lust::N,ಇಷ್ಟ,مینه
251,Geist::N,ಆತ್ಮ,روح
252,Gedanke::N,ಯೋಚನೆ,فکر
253,Gedächtnis::N,ಸ್ಮರಣೆ,یاد
254,Gedächtnis::N,ಸ್ಮರಣೆ,حافظه
255,Verstand::N,ಮನಸ್ಸು,عقل
256,Verstand::N,ಮನಸ್ಸು,شعور
257,Sinn::N,ಅರ್ಥ,معنی
258,Grund::N,ಕಾರಣ,علت
259,Grund::N,ಕಾರಣ,اساس
260,Wahrheit::N,ಸತ್ಯ,حقیقت
261,Gespräch::N,ಸಂಭಾಷಣೆ,مرکه
262,Gespräch::N,ಸಂಭಾಷಣೆ,خبرې اترې
263,Märchen::N,ಸುಳ್ಳು ಕಥೆ,افسانه
264,Erzählung::N,ಕಥೆ,قصه
265,Erzählung::N,ಕಥೆ,کیسه
266,Nachricht::N,ಸಂದೇಶ,خبر
267,Neuigkeit::N,ಸುದ್ದಿ,نوی خبر
268,Name::N,ಹೆಸರು,نوم
269,Rätsel::N,ಒಗಟು,کیسۍ
270,Rätsel::N,ಒಗಟು,چیستان
271,Rede::N,ಮಾತು,وینا
272,Sprache::N,ಭಾಷೆ,ژبه
273,Stimme::N,ಧ್ವನಿ,غږ
274,Stimme::N,ಧ್ವನಿ,اواز
275,Wort::N,ಮಾತು,لغت
276,Wort::N,ಮಾತು,کلمه
277,Zeichen::N,ಗುರುತು,نښه
278,Zeichen::N,ಗುರುತು,اشاره
279,Ruf::N,ಕೂಗು,ږغ
280,Ruf::N,ಕೂಗು,بلنه
281,Lärm::N,ಸದ್ದು,غالمغال
282,Laut::N,ಶಬ್ದ,ږغ
283,Ton::N,ನಾದ,اواز
284,Lied::N,ಗಾನ,غزله
285,Lied::N,ಗಾನ,سندره
286,Ruhe::N,ಶಾಂತಿ,ارامي
287,Leute::N,ಮಂದಿ,خلک
288,Volk::N,ಜನಾಂಗ,ولس
289,Arbeit::N,ಕೆಲಸ,کار
290,Gast::N,ಅತಿಥಿ,مېلمه
291,Geschenk::N,ಕಾಣಿಕೆ,تحفه
292,Geschenk::N,ಕಾಣಿಕೆ,سوغات
293,Spiel::N,ಆಟ,لوبه
294,Gesellschaft::N,ಸಂಗ,ډله
295,Hilfe::N,ಸಹಾಯ,کومک
296,Hilfe::N,ಸಹಾಯ,مرسته
297,Freund::N,ಸ್ನೇಹಿತ,ملګری
298,Kamerad::N,ಜೊತೆಗಾರ,انډيوال
299,Angelegenheit::N,ವಿಚಾರ,موضوع
300,Anzahl::N,ಎಣಿಕೆ,شمېر
301,Anzahl::N,ಎಣಿಕೆ,تعداد
302,Art::N,ತರ,ډول
303,Stück::N,ತುಂಡು,ټوټه
304,Teil::N,ಭಾಗ,برخه
305,Hälfte::N,ಅರ್ಧ,نیم
306,Kreis::N,ವೃತ್ತ,دایره
307,Kreuz::N,ಶಿಲುಬೆ,صلیب
308,Linie::N,ರೀಖೆ,خط
309,Linie::N,ರೀಖೆ,لیکه
310,Strich::N,ಗೀಟು,کرښه
311,Abstand::N,ಅಂತರ,فاصله
312,Entfernung::N,ದೂರ,واټن
313,Gegend::N,ವಿಸ್ತೀರ್ಣ,سیمه
314,Gegend::N,ವಿಸ್ತೀರ್ಣ,منطقه
315,Platz::N,ಅಂತರ,ځای
316,Ort::N,ಸ್ಥಳ,ځای
317,Seite::N,ಪಕ್ಷ,مخ
318,Seite::N,ಪಕ್ಷ,اړخ
319,Mitte::N,ನಡು,وسط
320,Mitte::N,ನಡು,مینځ
321,Gegenstand::N,ವಸ್ತು,شی
322,Sache::N,ವಸ್ತು,شی
323,Sache::N,ವಸ್ತು,څيز
324,Rand::N,ಅಂಚು,څنډه
325,Rand::N,ಅಂಚು,کناره
326,Kante::N,ಅಂಚು,اړخ
327,Ecke::N,ಮೂಲೆ,ګوټ
328,Spitze::N,ತುದಿ,څوکه
329,Ende::N,ಕೊನೆ,څوکه
330,Loch::N,ತೂತು,سوری
331,Winkel::N,ಕೋನ,کنج
332,Winkel::N,ಕೋನ,کوتی
333,Muster::N,ನಮೂನೆ,نمونه
334,Größe::N,ಪ್ರಮಾಣ,قد
335,Größe::N,ಪ್ರಮಾಣ,لويوالی
336,Länge::N,ಉದ್ದ,طول
337,Länge::N,ಉದ್ದ,اوږد والی
338,Höhe::N,ಎತ್ತರ,جګوالی
339,Gewicht::N,ತೂಕ,وزن
340,Menge::N,ಮೊತ್ತ,اندازه
341,Haufen::N,ರಾಶಿ,کوټه
342,Reihe::N,ಸಾಲು,صف
343,Reihe::N,ಸಾಲು,کتار
344,Boot::N,ದೋಣಿ,قايق
345,Ruder::N,ಹುಟ್ಟು,چپه
346,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,ښویېدونی
347,Ski::N,ಜಾರುಪಟ್ಟಿ,سکي
348,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,اور
349,Last::N,ಹೊರೆ,بار
350,Last::N,ಹೊರೆ,پېټی
351,Gang::N,ತಿರುಗಾಟ,تګ
352,Schritt::N,ಹೆಜ್ಜೆ,ګام
353,Norden::N,ಉತ್ತರ,شمال
354,Süden::N,ದಕ್ಷಿಣ,سوېل
355,Westen::N,ಪಶ್ಚಿಮ,لوېدېځ
356,Osten::N,ಮೂಡಲು,شرق
357,Osten::N,ಮೂಡಲು,ختیځ
358,Holz::N,ಚೌಬೀನೆ,لرګی
359,Brett::N,ಹಲಗೆ,تخته
360,Platte::N,ಹಲಗೆ,تخته
361,Stütze::N,ಆಸರೆ,تکیوان
362,Stange::N,ಕಂಬ,ډاګه
363,Stock::N,ಕೋಲು,لرګی
364,Stab::N,ದೊಣ್ಣೆ,چيخله
365,Rohr::N,ನಳಿಕೆ,نل
366,Haus::N,ಮನೆ,کور
367,Heim::N,ಗೃಹ,کور
368,Ofen::N,ಒಲೆ,تودنۍ
369,Fußboden::N,ನೆಲ,غولی
370,Tisch::N,ಮೇಜು,مېز
371,Stuhl::N,ಕುರ್ಚಿ,چوکۍ
372,Wiege::N,ತೊಟ್ಟಿಲು,زانګو
373,Bett::N,ಹಾಸಿಗೆ,کټ
374,Bett::N,ಹಾಸಿಗೆ,چپرکټ
375,Regal::N,ಬೀರು,تاخچۍ
376,Kiste::N,ಪಟ್ಟಿಗೆ,صندوق
377,Fenster::N,ಕಿಟಕಿ,کړکۍ
378,Tür::N,ಬಾಗಿಲು,دروازه
379,Tor::N,ಹೆಬ್ಬಾಗಿಲು,دروازه
380,Zaun::N,ಬೇಲಿ,کټاره
381,Dach::N,ಮಾಳಿಗೆ,بام
382,Leiter::N,ಏಣಿ,زينه
383,Besen::N,ಪೊರಕೆ,جارو
384,Spaten::N,ಗುದ್ದಲಿ,یوم
385,Schaufel::N,ಸನಿಕೆ,بېلچه
386,Gabel::N,ಕವಲು,پنجه
387,Löffel::N,ಚಮಚ,کاشوغه
388,Messer::N,ಚಾಕು,چاقو
389,Nagel::N,ಆಣಿ,ميخ
390,Netz::N,ಬಲೆ,جال
391,Haken::N,ಕೊಂಡಿ,څنګک
392,Griff::N,ಹಿಡಿ,لاستی
393,Schloss::N,ವೀಗ,کلپ
394,Bild::N,ಚಿತ್ರ,رسم
395,Figur::N,ಆಕಾರ,قدوقامت
396,Puppe::N,ಗೊಂಬೆ,ګوډۍ
397,Beutel::N,ಸಂಚಿ,کڅوړه
398,Bündel::N,ಕಟ್ಟು,دسته
399,Tasche::N,ಚೀಲ,بکس
400,Tasche::N,ಚೀಲ,توبره
401,Eimer::N,ಬಾನೆ,سطل
402,Deckel::N,ಮುಚ್ಚಳ,سرپوښ
403,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,لوښی
404,Sack::N,ಮೂಟೆ,جوال
405,Tasse::N,ಬಟ್ಟಲು,پیاله
406,Topf::N,ಮಡಕೆ,دېګی
407,Kessel::N,ಕೆಟಲ್,دېګ
408,Essen::N,ಊಟ,خوراک
409,Nahrung::N,ಆಹಾರ,خوراک
410,Speise::N,ಊಟ,خواړه
411,Fleisch::N,ಮಾಂಸ,غوښه
412,Getreide::N,ಧಾನ್ಯ,غله
413,Brei::N,ಗಂಜಿ,اوګره
414,Brot::N,ರೊಟ್ಟಿ,ډوډۍ
415,Scheibe::N,ಹೋಳು,مړۍ
416,Fett::N,ಕೊಬ್ಬು,غوړي
417,Butter::N,ಬೆಣ್ಣೆ,کوچ
418,Öl::N,ಎಣ್ಣೆ,تېل
419,Salz::N,ಉಪ್ಪು,مالګه
420,Suppe::N,ಎಸರು,شوربا
421,Honig::N,ಮಧು,شات
422,Milch::N,ಹಾಲು,شوده
423,Tee::N,ಚಹ,چای
424,Leder::N,ಚಕ್ಕಳ,څرمن
425,Wolle::N,ಉಣ್ಣೆ,پشم
426,Stoff::N,ಬಟ್ಟೆ,ټوټه
427,Nadel::N,ಸೂಜಿ,ستن
428,Faden::N,ದಾರ,تار
429,Knopf::N,ಗುಂಡು,تڼۍ
430,Knopf::N,ಗುಂಡು,تکمه
431,Knoten::N,ಗಂಟು,غوټه
432,Farbe::N,ಬಣ್ಣ,رنګ
433,Kleidung::N,ಅರಿವೆ,کالي
434,Hemd::N,ಅಂಗಿ,کميس
435,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,غاړه
436,Ärmel::N,ತೋಳು,لستوڼی
437,Hose::N,ಇಜಾರ,پطلون
438,Gürtel::N,ಬೆಲ್ಟು,کمربند
439,Mütze::N,ಟೋಪಿ,خولۍ
440,Schuh::N,ಪಾದರಕ್ಷೆ,بوټ
441,Stiefel::N,ಬೂಟು,موزه
442,Ring::N,ಉಂಗುರ,ګوته
443,Band::N,ರಿಬ್ಬನ್,فيته
444,Kamm::N,ಹಣಿಗೆ,ګمنځ
445,Spiegel::N,ಕನ್ನಡಿ,ایینه
446,Spiegel::N,ಕನ್ನಡಿ,هنداره
447,Riemen::N,ಬಾರು,تسمه
448,Schnur::N,ಹುರಿ,مزی
449,Leine::N,ಹಗ್ಗ,رسۍ
450,Decke::N,ಕಂಬಳಿ,بړستن
451,Kissen::N,ದಿಂಬು,بالښت
452,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,ټیکری
453,Handtuch::N,ಚೌಕ,دسمال
454,Kraft::N,ಬಲ,زور
455,Kraft::N,ಬಲ,توان
456,Stärke::N,ಶಕ್ತಿ,قوت
457,Gesundheit::N,ಆರೋಗ್ಯ,صحت
458,Gesundheit::N,ಆರೋಗ್ಯ,روغتیا
459,Krankheit::N,ರೋಗ,مرض
460,Krankheit::N,ರೋಗ,ناروغي
461,Schmerz::N,ನೋವು,درد
462,Wunde::N,ಗಾಯ,ټپ
463,Wunde::N,ಗಾಯ,زخم
464,Fieber::N,ಜ್ವರ,تبه
465,Arznei::N,ಔಷಧ,دوا
466,Arznei::N,ಔಷಧ,دارو
467,Brücke::N,ಸೇತುವೆ,پول
468,Brunnen::N,ಬಾವಿ,څاه
469,Brunnen::N,ಬಾವಿ,کوهی
470,Weide::N,ಗೋಮಾಳ,وله
471,Pfad::N,ದಾರಿ,تړه
472,Weg::N,ಹಾದಿ,لیار
473,Straße::N,ರಸ್ತೆ,سړک
474,Dorf::N,ಹಳ್ಳಿ,کلی
475,Stadt::N,ಪಟ್ಟಣ,ښار
476,Brief::N,ಕಾಗದ,لیک
477,Brief::N,ಕಾಗದ,مکتوب
478,Buch::N,ಪುಸ್ತಕ,کتاب
479,Buchstabe::N,ಅಕ್ಷರ,حرف
480,Buchstabe::N,ಅಕ್ಷರ,توری
481,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,اخبار
482,Leben::N,ಜೀವನ,ژوند
483,Tod::N,ಮರಣ,مرګ
484,Tod::N,ಮರಣ,مړینه
485,Grab::N,ಗೋರಿ,قبر
486,Grab::N,ಗೋರಿ,ډورۍ
487,Kirche::N,ಚರ್ಚು,کلیسا
488,Sünde::N,ಪಾಪ,ګناه
489,Gott::N,ದೇವರು,خدای
490,Arbeiter::N,ಕೆಲಸಗಾರ,کاریګر
491,Chef::N,ದಣಿ,آمر
492,Meister::N,ಶಿಕ್ಷಕ,استاد
493,Arzt::N,ವೈದ್ಯ,طبیب
494,Arzt::N,ವೈದ್ಯ,ډاکټر
495,Lehrer::N,ಉಪಾಧ್ಯಾಯ,معلم
496,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ښوونکی
497,Geld::N,ಹಣ,پیسې
498,Geschäft::N,ವಾಣಿಜ್ಯ,سوداګري
499,Laden::N,ಅಂಗಡಿ,دکان
500,Laden::N,ಅಂಗಡಿ,مغازه
501,Preis::N,ಬೆಲೆ,بیه
502,Ware::N,ಸರಕು,مال
503,Nutzen::N,ಲಾಭ,ګټه
504,Reichtum::N,ಸಂಪತ್ತು,شتمني
505,Welt::N,ಭೂಲೋಕ,نړۍ
506,Welt::N,ಭೂಲೋಕ,دنیا
507,Land::N,ದೇಶ,هېواد
508,Staat::N,ರಾಜ್ಯ,دولت
509,König::N,ರಾಜ,باچا
510,König::N,ರಾಜ,پادشاه
511,Macht::N,ಅಧಿಕಾರ,قدرت
512,Grenze::N,ಗಡಿ,حد
513,Grenze::N,ಗಡಿ,سرحد
514,Krieg::N,ಯುದ್ಧ,جګړه
515,Feind::N,ಶತ್ರು,دښمن
516,Gewalt::N,ಹಿಂಸೆ,زور
517,Gewalt::N,ಹಿಂಸೆ,تشدد
518,Kampf::N,ಹೋರಾಟ,جنګ
519,Kampf::N,ಹೋರಾಟ,مبارزه
520,Bogen[Waffe]::N,ಬಿಲ್ಲು,لیندۍ
521,Pfeil::N,ಅಂಬು,غشی
522,Gewehr::N,ಬಂದೂಕು,ټوپک
523,Fehler::N,ತಪ್ಪು,خطا
524,Fehler::N,ತಪ್ಪು,غلطي
525,Lüge::N,ಸುಳ್ಳು,دروغ
526,Schaden::N,ಹಾನಿ,زیان
527,Schaden::N,ಹಾನಿ,تاوان
528,Unglück::N,ಅಪಾಯ,بدبختي
529,Schuld::N,ದೋಷ,ګناه
530,Alter::N,ಮುಪ್ಪು,منګ
531,Schluss::N,ಮುಕ್ತಾಯ,اخر
532,Zeit::N,ಕಾಲ,وخت
533,Tag::N,ದಿನ,ورځ
534,Morgen::N,ಮುಂಜಾನೆ,سبا
535,Morgen::N,ಮುಂಜಾನೆ,سهار
536,Mittag::N,ನಡುಹಗಲು,غرمه
537,Abend::N,ಸಂಜೆ,ماښام
538,Nacht::N,ರಾತ್ರಿ,شپه
539,Woche::N,ವಾರ,اونۍ
540,Monat::N,ತಿಂಗಳು,مياشت
541,Jahr::N,ಸಂವತ್ಸರ,کال
542,Frühling::N,ವಸಂತ,پسرلی
543,Sommer::N,ಬಿಸಿಲುಕಾಲ,دوبی
544,Herbst::N,ಶರತ್ಕಾಲ,منی
545,Herbst::N,ಶರತ್ಕಾಲ,خزان
546,Winter::N,ಚಳಿಗಾಲ,ژمی
547,Januar::N,ನಾಲ್ಚಳಿ,جنوري
548,Februar::N,ಅಯ್ಚಳಿ,فبروري
549,März::N,ಮೊಬ್ಬೇಸಿಗೆ,مارچ
550,April::N,ಇಬ್ಬೇಸಿಗೆ,اپریل
551,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,مې
552,Juni::N,ಮೊಮ್ಮಳೆ,جون
553,Juli::N,ಇಮ್ಮಳೆ,جولای
