,Concept_ID,lt,es
1554,bemerken::V,pastebėti,notar
1555,erkennen::V,pažinti,reconocer
1556,erkennen::V,atpažinti,reconocer
1557,begreifen::V,suvokti,concebir
1558,verstehen::V,suprasti,entender
1559,verstehen::V,suprasti,comprender
1560,lernen::V,mokytis,aprender
1561,wissen::V,žinoti,saber
1562,sich erinnern an::V,prisiminti,recordar
1563,sich erinnern an::V,prisiminti,acordarse de
1564,vergessen::V,užmiršti,olvidar
1565,messen::V,matuoti,medir
1566,zählen::V,skaičiuoti,contar
1567,rechnen::V,skaičiuoti,contar
1568,rechnen::V,skaičiuoti,calcular
1569,lesen::V,skaityti,leer
1570,malen::V,tapyti,pintar
1571,zeichnen::V,piešti,dibujar
1572,zeichnen::V,žymėti,dibujar
1573,zeichnen::V,braižyti,dibujar
1574,schreiben::V,rašyti,escribir
1575,besitzen::V,turėti,poseer
1576,kaufen::V,pirkti,comprar
1577,verkaufen::V,parduoti,vender
1578,bezahlen::V,apmokėti,pagar
1579,zahlen::V,mokėti,pagar
1580,beherrschen::V,valdyti,dominar
1581,ertragen::V,kę̃sti,soportar
1582,ertragen::V,pakelti,soportar
1583,ertragen::V,iškę̃sti,soportar
