,Concept_ID,lt,es
94,Raureif::N,šerkšnas,escarcha
95,Regenbogen::N,vaivorykštė,arco iris
96,Donner::N,perkūnas,trueno
97,Donner::N,griaustinis,trueno
98,Strömung::N,tėkmė,corriente
99,Tropfen::N,lašas,gota
100,Schaum::N,putos,espuma
101,Schmutz::N,purvas,suciedad
102,See::N,ežeras,lago
103,Sumpf::N,klampynė,pantano
104,Sumpf::N,liūnas,pantano
105,Moor::N,pelkė,turbera
106,Wiese::N,pieva,prado
107,Wiese::N,pieva,pradera
108,Wald::N,miškas,bosque
109,Hügel::N,kalva,colina
110,Anhöhe::N,kauburys,cerro
111,Berg::N,kalnas,monte
112,Berg::N,kalnas,montaña
113,Gipfel::N,viršūnė,cima
114,Gipfel::N,viršūnė,cumbre
115,Höhle::N,ola,cueva
116,Höhle::N,ola,caverna
117,Abhang::N,šlaitas,cuesta
118,Abhang::N,šlaitas,declive
119,Abhang::N,nuokalnė,cuesta
120,Abhang::N,nuokalnė,declive
121,Quelle::N,versmė,fuente
122,Quelle::N,versmė,manantial
123,Quelle::N,šaltinis,fuente
124,Quelle::N,šaltinis,manantial
125,Bach::N,upelis,arroyo
126,Fluss::N,upė,río
127,Ufer::N,krantas,orilla
128,Küste::N,pajūris,costa
129,Festland::N,sausuma,tierra firme
130,Meer::N,jūra,mar
131,Bucht::N,įlanka,cala
132,Bucht::N,įlanka,bahía
133,Bucht::N,užutekis,cala
134,Bucht::N,užutekis,bahía
135,Insel::N,sala,isla
136,Blume::N,gėlė,flor
137,Gras::N,žolė,hierba
138,Wurzel::N,šaknis,raíz
139,Baum::N,medis,árbol
140,Stamm::N,kamienas,tronco
141,Rinde::N,žievė,corteza
142,Ast::N,šaka,rama
143,Zweig::N,šakelė,ramo
144,Blatt::N,lapas,hoja
145,Birke::N,beržas,abedul
146,Kiefer[Baum]::N,pušis,pino
147,Weide[Baum]::N,karklas,sauce
148,Tanne::N,eglė,abeto
149,Tanne::N,kėnis,abeto
150,Horn::N,ragas,asta
151,Horn::N,ragas,cuerno
152,Feder::N,plunksna,pluma
153,Fell::N,kailis,piel
154,Flügel::N,sparnas,ala
155,Klaue::N,kanopa,garra
156,Kralle::N,nagas,uña
157,Kralle::N,nagas,garra
158,Schwanz::N,uodega,cola
159,Ei::N,kiaušinis,huevo
160,Nest::N,gūžta,nido
161,Nest::N,lizdas,nido
162,Bau::N,ola,madriguera
163,Tier::N,gyvūnas,animal
164,Herde::N,banda,rebaño
165,Herde::N,kaimenė,rebaño
166,Kuh::N,karvė,vaca
167,Bulle::N,bulius,toro
168,Pferd::N,arklys,caballo
169,Schaf::N,avis,oveja
170,Schwein::N,kiaulė,cerdo
171,Hund::N,šuo,perro
172,Katze::N,katė,gato
173,Bär::N,lokys,oso
174,Eichhörnchen::N,voveraitė,ardilla
175,Elch::N,briedis,alce
176,Fuchs::N,lapė,zorro
177,Hase::N,kiškas,liebre
178,Maus::N,pelė,ratón
179,Wolf::N,vilkas,lobo
180,Vogel::N,paukštis,ave
181,Vogel::N,paukštis,pájaro
182,Schwarm::N,spiečius,bandada
183,Huhn::N,višta,gallina
184,Hahn::N,gaidys,gallo
185,Gans::N,žąsis,oca
186,Gans::N,žąsis,ganso
187,Adler::N,erelis,águila
188,Ente::N,antis,pato
189,Eule::N,pelėda,lechuza
190,Kranich::N,gervė,grulla
191,Krähe::N,varna,corneja
192,Kuckuck::N,gegužė,cuco
193,Schwan::N,gulbė,cisne
194,Fisch::N,žuvis,pez
195,Barsch::N,ešerys,perca
196,Hecht::N,lydeka,lucio
197,Schlange[Tier]::N,gyvatė,serpiente
198,Wurm::N,kirmėlė,gusano
199,Spinne::N,voras,araña
200,Ameise::N,skruzdė,hormiga
201,Laus::N,utėlė,piojo
202,Mücke::N,uodas,mosquito
203,Fliege::N,musė,mosca
204,Schmetterling::N,drugys,mariposa
205,Schmetterling::N,peteliškė,mariposa
206,Beere::N,uoga,baya
207,Apfel::N,obuolys,manzana
208,Pilz::N,grybas,seta
209,Pilz::N,grybas,hongo
210,Zwiebel::N,svogūnas,cebolla
211,Saat::N,sėkla,siembra
212,Korn::N,grūdai,grano
213,Heu::N,šienas,heno
214,Schale::N,žievelė,cáscara
215,Grube::N,duobė,foso
216,Falle::N,pinklės,trampa
217,Falle::N,žabangai,trampa
218,Schlinge::N,kilpa,lazo
219,Spur::N,vėžė,huella
220,Spur::N,pėdos,huella
221,Spur::N,pėdsakas,huella
222,Asche::N,pelenai,ceniza
223,Dreck::N,purvas,suciedad
224,Eisen::N,geležis,hierro
225,Gold::N,auksas,oro
226,Silber::N,sidabras,plata
227,Kohle::N,anglis,carbón
228,Glas::N,stiklas,vidrio
229,Glas::N,stiklas,cristal
230,Lehm::N,molis,barro
231,Sand::N,smėlis,arena
232,Mensch::N,žmogus,hombre
233,Mensch::N,žmogus,ser humano
234,Mann::N,vyras,hombre
235,Mann::N,vyriškis,hombre
236,Frau::N,moteris,mujer
237,Kind::N,vaikas,niño
238,Junge::N,vaikinas,chico
239,Junge::N,vaikinas,muchacho
240,Junge::N,berniukas,chico
241,Junge::N,berniukas,muchacho
242,Mädchen::N,mergytė,chica
243,Mädchen::N,mergytė,muchacha
244,Mädchen::N,mergaitė,chica
245,Mädchen::N,mergaitė,muchacha
246,Familie::N,šeima,familia
247,Großvater::N,senelis,abuelo
248,Großmutter::N,senelė,abuela
249,Eltern::N,tėvai,padres
250,Vater::N,tėvas,padre
251,Mutter::N,motina,madre
252,Sohn::N,sūnus,hijo
253,Tochter::N,duktė,hija
254,Bruder::N,brolis,hermano
255,Schwester::N,sesuo,hermana
256,Onkel::N,dėdė,tío
257,Tante::N,teta,tía
258,Ehemann::N,vyras,esposo
259,Ehefrau::N,žmona,esposa
260,Freude::N,džiaugsmas,placer
261,Freude::N,džiaugsmas,alegría
262,Gelächter::N,juokas,risa
263,Gelächter::N,juokas,carcajada
264,Glück::N,laimė,felicidad
265,Kummer::N,vargas,pena
266,Kummer::N,rūpestis,pena
267,Wunsch::N,troškimas,deseo
268,Wunsch::N,pageidavimas,deseo
269,Lust::N,noras,ganas
270,Lust::N,geidulys,ganas
271,Geist::N,dvasia,mente
272,Geist::N,dvasia,espíritu
273,Gedanke::N,mintis,idea
274,Gedanke::N,mintis,pensamiento
275,Gedächtnis::N,atmintis,memoria
276,Verstand::N,protas,razón
277,Verstand::N,protas,entendimiento
278,Sinn::N,prasmė,sentido
279,Sinn::N,prasmė,significado
280,Grund::N,priežastis,causa
281,Wahrheit::N,tiesa,verdad
282,Wahrheit::N,teisybė,verdad
283,Gespräch::N,pokalbis,conversación
284,Märchen::N,pasaka,cuento
285,Erzählung::N,apsakymas,cuento
286,Erzählung::N,apsakymas,narración
287,Erzählung::N,pasakojimas,cuento
288,Erzählung::N,pasakojimas,narración
289,Nachricht::N,žinia,mensaje
290,Neuigkeit::N,naujiena,noticia
291,Name::N,vardas,nombre
292,Rätsel::N,mįslė,acertijo
293,Rätsel::N,mįslė,adivinanza
294,Rede::N,kalba,discurso
295,Sprache::N,kalba,lengua
296,Stimme::N,balsas,voz
297,Wort::N,žodis,palabra
298,Zeichen::N,žymė,señal
299,Zeichen::N,ženklas,señal
300,Ruf::N,šauksmas,llamada
301,Lärm::N,triukšmas,ruido
302,Lärm::N,triukšmas,barullo
303,Laut::N,garsas,sonido
304,Ton::N,tonas,tono
305,Ton::N,garsas,tono
306,Lied::N,daina,canción
307,Lied::N,giesmė,canción
308,Ruhe::N,ramybė,calma
309,Ruhe::N,ramybė,silencio
310,Ruhe::N,ramumas,calma
311,Ruhe::N,ramumas,silencio
312,Leute::N,žmonės,gente
313,Volk::N,tauta,pueblo
314,Arbeit::N,darbas,trabajo
315,Arbeit::N,triūsas,trabajo
316,Gast::N,svečias,huésped
317,Gast::N,svečias,invitado
318,Geschenk::N,dovana,regalo
319,Spiel::N,žaismas,juego
320,Spiel::N,žaidimas,juego
321,Gesellschaft::N,draugija,compañía
322,Gesellschaft::N,kompanija,compañía
323,Hilfe::N,pagalba,ayuda
324,Hilfe::N,pagalba,socorro
325,Freund::N,draugas,amigo
326,Freund::N,bičiulis,amigo
327,Kamerad::N,draugas,camarada
328,Kamerad::N,draugas,compañero
329,Angelegenheit::N,dalykas,asunto
330,Angelegenheit::N,reikalas,asunto
331,Anzahl::N,kiekis,cantidad
332,Anzahl::N,skaičius,cantidad
333,Art::N,rūšis,tipo
334,Art::N,rūšis,clase
335,Stück::N,gabalas,pieza
336,Teil::N,dalis,parte
337,Hälfte::N,pusė,mitad
338,Kreis::N,ratas,círculo
339,Kreis::N,apskritis,círculo
340,Kreis::N,apskritimas,círculo
341,Kreuz::N,kryžius,cruz
342,Linie::N,linija,línea
343,Strich::N,brėžis,raya
344,Strich::N,brėžis,trazo
345,Strich::N,brūkšnys,raya
346,Strich::N,brūkšnys,trazo
347,Abstand::N,atstumas,distancia
348,Entfernung::N,atstumas,distancia
349,Gegend::N,vietovė,región
350,Gegend::N,vietovė,comarca
351,Platz::N,vieta,espacio
352,Ort::N,vieta,sitio
353,Ort::N,vietovė,sitio
354,Seite::N,pusė,lado
355,Seite::N,pusė,costado
356,Seite::N,šonas,lado
357,Seite::N,šonas,costado
358,Mitte::N,vidurys,medio
359,Mitte::N,vidurys,centro
360,Gegenstand::N,dalykas,objeto
361,Sache::N,daiktas,cosa
362,Rand::N,kraštas,borde
363,Rand::N,pakraštys,borde
364,Kante::N,kraštas,borde
365,Ecke::N,kertė,esquina
366,Ecke::N,kampas,esquina
367,Spitze::N,priekis,punta
368,Spitze::N,priešakys,punta
369,Ende::N,galas,cabo
370,Ende::N,galas,extremo
371,Loch::N,skylė,agujero
372,Loch::N,skylė,abertura
373,Winkel::N,kampas,ángulo
374,Winkel::N,kampelis,ángulo
375,Muster::N,raštas,dibujo
376,Größe::N,dydis,tamaño
377,Größe::N,didumas,tamaño
378,Länge::N,ilgis,longitud
379,Länge::N,ilgumas,longitud
380,Höhe::N,aukštis,altura
381,Höhe::N,aukštis,altitud
382,Höhe::N,aukštuma,altura
383,Höhe::N,aukštuma,altitud
384,Gewicht::N,svoris,peso
385,Gewicht::N,svarstis,peso
386,Menge::N,kiekis,cantidad
387,Menge::N,daugybė,cantidad
388,Haufen::N,krūva,montón
389,Haufen::N,šūsnis,montón
390,Reihe::N,greta,fila
391,Boot::N,valtis,bote
392,Boot::N,valtis,barca
393,Boot::N,laivelis,bote
394,Boot::N,laivelis,barca
395,Ruder::N,irklas,remo
396,Schlitten::N,rogės,trineo
397,Schlitten::N,rogutės,trineo
398,Ski::N,slidė,esquí
399,Lagerfeuer::N,laužas,hoguera
400,Last::N,našta,carga
401,Last::N,nešulys,carga
402,Gang::N,eisena,marcha
403,Schritt::N,žingsnis,paso
404,Norden::N,šiaurė,norte
405,Norden::N,žiemiai,norte
406,Süden::N,pietūs,sur
407,Westen::N,vakarai,oeste
408,Osten::N,rytai,este
409,Holz::N,mediena,madera
410,Brett::N,lenta,tabla
411,Platte::N,plokštė,placa
412,Platte::N,plokštė,plancha
413,Stütze::N,atrama,sostén
414,Stütze::N,atrama,soporte
415,Stütze::N,atspara,sostén
416,Stütze::N,atspara,soporte
417,Stange::N,lazda,vara
418,Stange::N,lazda,percha
419,Stange::N,kartis,vara
420,Stange::N,kartis,percha
421,Stock::N,lazda,palo
422,Stock::N,lazda,bastón
423,Stab::N,kartis,vara
424,Stab::N,kartis,bastón
425,Rohr::N,vamzdis,tubo
426,Haus::N,namas,casa
427,Heim::N,namai,hogar
428,Ofen::N,krosnis,estufa
429,Fußboden::N,grindys,suelo
430,Tisch::N,stalas,mesa
431,Stuhl::N,kėdė,silla
432,Wiege::N,lopšys,cuna
433,Bett::N,lova,cama
434,Bett::N,patalai,cama
435,Regal::N,lentyna,estantería
436,Kiste::N,dėžė,caja
437,Fenster::N,langas,ventana
438,Tür::N,durys,puerta
439,Tor::N,vartai,puerta
440,Zaun::N,tvora,valla
441,Zaun::N,tvora,cercado
442,Dach::N,stogas,techo
443,Dach::N,stogas,tejado
444,Leiter::N,kopėčios,escalera
445,Besen::N,šluota,escoba
446,Spaten::N,lopeta,pala
447,Spaten::N,kastuvas,pala
448,Schaufel::N,semtuvas,pala
449,Schaufel::N,semtuvas,paleta
450,Gabel::N,šakutė,tenedor
451,Löffel::N,šaukštas,cuchara
452,Messer::N,peilis,cuchillo
453,Nagel::N,vinis,clavo
454,Netz::N,tinklas,red
455,Haken::N,vagis,gancho
456,Haken::N,vagis,corchete
457,Haken::N,kablys,gancho
458,Haken::N,kablys,corchete
459,Griff::N,kotas,asa
460,Griff::N,kotas,mango
461,Griff::N,rankena,asa
462,Griff::N,rankena,mango
463,Schloss::N,spyna,cerradura
464,Schloss::N,užraktas,cerradura
465,Bild::N,paveikslas,imagen
466,Figur::N,figūra,figura
467,Puppe::N,lėlė,muñeca
468,Beutel::N,krepšys,bolsa
469,Beutel::N,maišelis,bolsa
470,Bündel::N,ryšulys,haz
471,Tasche::N,krepšelis,bolso
472,Eimer::N,kibiras,cubo
473,Deckel::N,dangtis,tapa
474,Deckel::N,dangtis,tapadera
475,Geschirr::N,indai,vajilla
476,Sack::N,maišas,saco
477,Tasse::N,puodukas,taza
478,Topf::N,puodas,olla
479,Topf::N,puodas,marmita
480,Kessel::N,katilas,caldera
481,Essen::N,valgis,comida
482,Nahrung::N,penas,alimento
483,Nahrung::N,maistas,alimento
484,Speise::N,patiekalas,plato
485,Fleisch::N,mėsa,carne
486,Getreide::N,javai,cereales
487,Brei::N,košė,puré
488,Brei::N,košė,papilla
489,Brot::N,duona,pan
490,Scheibe::N,riekė,lonja
491,Scheibe::N,riekė,rebanada
492,Fett::N,taukai,grasa
493,Fett::N,riebalai,grasa
494,Butter::N,sviestas,mantequilla
495,Öl::N,aliejus,aceite
496,Salz::N,druska,sal
497,Suppe::N,sriuba,sopa
498,Honig::N,medus,miel
499,Milch::N,pienas,leche
500,Tee::N,arbata,té
501,Leder::N,oda,cuero
502,Wolle::N,vilna,lana
503,Stoff::N,audeklas,tela
504,Stoff::N,audeklas,tejido
505,Nadel::N,adata,aguja
506,Faden::N,gija,hilo
507,Faden::N,siūlas,hilo
508,Knopf::N,saga,botón
509,Knoten::N,mazgas,nudo
510,Farbe::N,dažai,pintura
511,Kleidung::N,rūbai,ropa
512,Kleidung::N,rūbai,vestidos
513,Kleidung::N,drabužiai,ropa
514,Kleidung::N,drabužiai,vestidos
515,Hemd::N,marškiniai,camisa
516,Kragen::N,apykaklė,cuello
517,Ärmel::N,rankovė,manga
518,Hose::N,kelnės,pantalón
519,Gürtel::N,juosta,cinturón
520,Gürtel::N,diržas,cinturón
521,Mütze::N,kepurė,gorro
522,Schuh::N,batas,zapato
523,Stiefel::N,auliniai batai,bota
524,Ring::N,žiedas,anillo
525,Band::N,kaspinas,cinta
526,Kamm::N,šukos,peine
527,Spiegel::N,veidrodis,espejo
528,Riemen::N,diržas,correa
529,Schnur::N,virvė,cuerda
530,Leine::N,pavadėlis,correa
531,Decke::N,antklodė,manta
532,Kissen::N,pagalvė,almohada
533,Kissen::N,priegalvis,almohada
534,Tuch::N,skarelė,pañuelo
535,Handtuch::N,rankšluostis,toalla
536,Kraft::N,jėga,fuerza
537,Stärke::N,stiprumas,fuerza
538,Gesundheit::N,sveikata,salud
539,Krankheit::N,liga,enfermedad
540,Schmerz::N,skausmas,dolor
541,Wunde::N,žaizda,llaga
542,Wunde::N,žaizda,herida
543,Fieber::N,karštis,fiebre
544,Arznei::N,vaistas,medicina
545,Arznei::N,vaistas,medicamento
546,Brücke::N,tiltas,puente
547,Brunnen::N,šulinys,pozo
548,Weide::N,ganykla,pasto
549,Weide::N,gluosnis,pasto
550,Pfad::N,takas,sendero
551,Weg::N,kelias,camino
552,Straße::N,gatvė,vía
553,Straße::N,gatvė,carretera
554,Dorf::N,kaimas,aldea
555,Dorf::N,kaimas,pueblo
556,Dorf::N,sodžius,aldea
557,Dorf::N,sodžius,pueblo
558,Stadt::N,miestas,ciudad
559,Brief::N,laiškas,carta
560,Buch::N,knyga,libro
561,Buchstabe::N,raidė,letra
562,Buchstabe::N,raidė,carácter
563,Zeitung::N,laikraštis,diario
564,Zeitung::N,laikraštis,periódico
565,Leben::N,gyvybė,vida
566,Leben::N,gyvenimas,vida
567,Tod::N,mirtis,muerte
568,Grab::N,kapas,tumba
569,Grab::N,kapas,sepulcro
570,Kirche::N,bažnyčia,iglesia
571,Sünde::N,nuodėmė,pecado
572,Sünde::N,nusidėjimas,pecado
573,Gott::N,dievas,dios
574,Arbeiter::N,darbininkas,obrero
575,Arbeiter::N,darbininkas,trabajador
576,Chef::N,šefas,jefe
577,Chef::N,vadovas,jefe
578,Chef::N,viršininkas,jefe
579,Meister::N,meistras,maestro
580,Arzt::N,gydytojas,médico
581,Lehrer::N,mokytojas,profesor
582,Geld::N,pinigai,dinero
583,Geschäft::N,biznis,negocio
584,Laden::N,krautuvė,tienda
585,Laden::N,parduotuvė,tienda
586,Preis::N,kaina,precio
587,Ware::N,prekė,mercancía
588,Nutzen::N,nauda,provecho
589,Nutzen::N,pelnas,provecho
590,Reichtum::N,turtas,riqueza
591,Welt::N,pasaulis,mundo
592,Land::N,žemė,país
593,Land::N,šalis,país
594,Staat::N,valstija,Estado
595,König::N,karalius,rey
596,Macht::N,galia,poder
597,Macht::N,galia,potencia
598,Macht::N,valdžia,poder
599,Macht::N,valdžia,potencia
600,Grenze::N,riba,frontera
601,Grenze::N,siena,frontera
602,Krieg::N,karas,guerra
603,Feind::N,priešas,enemigo
604,Gewalt::N,jėga,violencia
605,Gewalt::N,smurtas,violencia
606,Gewalt::N,prievarta,violencia
607,Kampf::N,kova,lucha
608,Kampf::N,kova,combate
609,Bogen[Waffe]::N,lankas,arco
610,Pfeil::N,strėlė,flecha
611,Gewehr::N,šautuvas,fusil
612,Gewehr::N,šautuvas,escopeta
613,Fehler::N,klaida,error
614,Lüge::N,melas,mentira
615,Schaden::N,nuostolis,daño
616,Schaden::N,apgadinimas,daño
617,Unglück::N,nelaimė,desgracia
618,Schuld::N,kaltė,culpa
619,Alter::N,amžius,edad
620,Schluss::N,pabaiga,fin
621,Schluss::N,pabaiga,final
622,Zeit::N,laikas,tiempo
623,Tag::N,diena,día
624,Morgen::N,rytas,mañana
625,Mittag::N,vidurdienis,mediodía
626,Abend::N,vakaras,noche
627,Nacht::N,naktis,noche
628,Woche::N,savaitė,semana
629,Monat::N,mėnuo,mes
630,Jahr::N,metai,año
631,Frühling::N,pavasaris,primavera
632,Sommer::N,vasara,verano
633,Herbst::N,ruduo,otoño
634,Winter::N,žiema,invierno
635,Januar::N,sausis,enero
636,Februar::N,vasaris,febrero
637,März::N,kovas,marzo
638,April::N,balandis,abril
639,Mai::N,gegužė,mayo
640,Juni::N,birželis,junio
641,Juli::N,liepa,julio
642,August::N,rugpjūtis,agosto
643,September::N,rugsėjis,septiembre
644,Oktober::N,spalis,octubre
645,November::N,lapkritis,noviembre
646,Dezember::N,gruodis,diciembre
647,Montag::N,pirmadienis,lunes
648,Dienstag::N,antradienis,martes
649,Mittwoch::N,trečiadienis,miércoles
650,Donnerstag::N,ketvirtadienis,jueves
651,Freitag::N,penktadienis,viernes
652,Samstag::N,šeštadienis,sábado
653,Sonntag::N,sekmadienis,domingo
654,groß::A,didis,grande
655,groß::A,didelis,grande
656,klein::A,mažas,pequeño
657,lang::A,ilgas,largo
658,kurz::A,trumpas,corto
659,breit::A,platus,ancho
660,schmal::A,smulkus,estrecho
661,dicht::A,tankus,denso
662,dick[Gegenstand]::A,storas,grueso
663,dünn::A,plonas,fino
664,dünn::A,plonas,delgado
665,fein::A,smulkus,fino
666,fein::A,smulkus,delicado
667,fest::A,kietas,firme
668,fest::A,kietas,sólido
669,fest::A,tvirtas,firme
670,fest::A,tvirtas,sólido
671,flach::A,lėkštas,plano
672,flach::A,plokščias,plano
673,glatt::A,slidus,liso
674,hart::A,kietas,duro
675,weich::A,minkštas,muelle
676,rund::A,apvalus,redondo
677,rund::A,apskritas,redondo
678,spitz::A,aštrus,agudo
679,spitz::A,aštrus,apuntado
680,spitz::A,smailus,agudo
681,spitz::A,smailus,apuntado
682,scharf::A,aštrus,agudo
683,scharf::A,aštrus,afilado
684,stumpf::A,bukas,sin filo
685,stumpf::A,atšipęs,sin filo
686,schwer::A,sunkus,pesado
687,schön::A,gražus,bello
688,schön::A,gražus,hermoso
689,heiß::A,karštas,caluroso
690,warm::A,šiltas,cálido
691,warm::A,šiltas,caliente
692,kalt::A,šaltas,frío
693,kühl::A,vėsus,fresco
694,kühl::A,bejausmis,fresco
695,frisch::A,šviežias,fresco
696,feucht::A,drėgnas,húmedo
697,nass::A,šlapias,mojado
698,trocken::A,sausas,seco
699,voll::A,pilnas,lleno
700,leer::A,tuščias,vacío
701,offen::A,atviras,abierto
702,geschlossen::A,uždaras,cerrado
703,geschlossen::A,uždarytas,cerrado
704,sauber::A,švarus,limpio
705,schmutzig::A,nešvarus,sucio
706,schmutzig::A,purvinas,sucio
707,roh::A,žalias,crudo
708,reif::A,prinokęs,maduro
709,reif::A,pribrendęs,maduro
710,lecker::A,gardus,rico
711,lecker::A,gardus,sabroso
712,süß::A,saldus,dulce
713,bitter::A,kartus,amargo
714,sauer::A,gižus,agrio
715,sauer::A,rūgštus,agrio
716,hell::A,šviesus,claro
717,hell::A,skaistus,claro
718,dunkel::A,tamsus,oscuro
719,schwarz::A,juodas,negro
720,weiß::A,baltas,blanco
721,rot::A,raudonas,rojo
722,gelb::A,geltonas,amarillo
723,blau::A,mėlynas,azul
724,grün::A,žalias,verde
725,grau::A,pilkas,gris
726,bunt::A,margas,multicolor
727,bunt::A,spalvotas,multicolor
728,billig::A,pigus,barato
729,teuer::A,brangus,caro
730,wertvoll::A,vertingas,valioso
731,wertvoll::A,vertingas,precioso
732,blind::A,aklas,ciego
733,taub::A,kurčias,sordo
734,kräftig::A,stiprus,fuerte
735,stark::A,stiprus,fuerte
736,stark::A,stiprus,vigoroso
737,schwach::A,silpnas,débil
738,fett::A,riebus,obeso
739,schlank::A,laibas,esbelto
740,schlank::A,lieknas,esbelto
741,hübsch::A,gražus,mono
742,hübsch::A,gražus,guapo
743,böse::A,blogas,malo
744,dumm::A,paikas,tonto
745,dumm::A,paikas,estúpido
746,dumm::A,kvailas,tonto
747,dumm::A,kvailas,estúpido
748,faul::A,tingus,vago
749,faul::A,tingus,perezoso
750,fleißig::A,stropus,aplicado
751,fleißig::A,stropus,diligente
752,fleißig::A,kruopštus,aplicado
753,fleißig::A,kruopštus,diligente
754,geizig::A,šykštus,avaro
755,klug::A,sumanus,sensato
756,klug::A,sumanus,inteligente
757,klug::A,protingas,sensato
758,klug::A,protingas,inteligente
759,geschickt::A,apsukrus,hábil
760,lieb::A,mielas,querido
761,lustig::A,smagus,alegre
762,lustig::A,linksmas,alegre
763,sanft::A,švelnus,suave
764,sanft::A,minkštas,suave
765,hungrig::A,alkanas,hambriento
766,krank::A,ligotas,enfermo
767,krank::A,sergantis,enfermo
768,nackt::A,nuogas,desnudo
769,traurig::A,liūdnas,triste
770,lebendig::A,gyvas,vivo
771,lebendig::A,gyvas,viviente
772,gut::A,geras,bueno
773,schlecht::A,blogas,malo
774,schlecht::A,prastas,malo
775,richtig::A,tikras,justo
776,richtig::A,tikras,correcto
777,richtig::A,teisingas,justo
778,richtig::A,teisingas,correcto
779,schlimm::A,blogas,malo
780,schlimm::A,blogas,grave
781,schlimm::A,prastas,malo
782,schlimm::A,prastas,grave
783,wahr::A,tikras,verídico
784,wahr::A,tikras,verdadero
785,alt::A,senas,viejo
786,neu::A,naujas,nuevo
787,ehemalig::A,buvęs,antiguo
788,alt[Lebewesen]::A,pagyvenęs,viejo
789,jung::A,jaunas,joven
790,arm::A,neturtingas,pobre
791,reich::A,turtingas,rico
792,bekannt::A,žinomas,conocido
793,bekannt::A,pažįstamas,conocido
794,berühmt::A,žymus,famoso
795,berühmt::A,žymus,célebre
796,berühmt::A,garsus,famoso
797,berühmt::A,garsus,célebre
798,fremd::A,svetimas,extraño
799,verschieden::A,įvairus,diverso
800,verschieden::A,įvairus,distinto
801,verschieden::A,įvairus,diferente
802,nah::A,artimas,cercano
803,fern::A,tolimas,lejano
804,linker::A,kairys,izquierdo
805,rechter::A,dešinys,derecho
806,anderer::A,kitas,otro
807,erster::A,pirmas,primero
808,zweiter::A,antras,segundo
809,dritter::A,trečias,tercero
810,letzter::A,paskutinis,último
811,allein::ADV,vienas,a solo
