,Concept_ID,la,tr
164,Schwanz::N,cauda,kuyruk
165,Ei::N,ovum,yumurta
166,Nest::N,nidus,yuva
167,Bau::N,cavum,in
168,Bau::N,latibulum,in
169,Tier::N,bestia,hayvan
170,Herde::N,grex,sürü
171,Kuh::N,vacca,inek
172,Bulle::N,taurus,boğa
173,Pferd::N,equus,at
174,Pferd::N,equus,beygir
175,Schaf::N,ovis,koyun
176,Schwein::N,sus,domuz
177,Schwein::N,porcus,domuz
178,Hund::N,canis,it
179,Hund::N,canis,köpek
180,Katze::N,felis,kedi
181,Bär::N,ursus,ayı
182,Eichhörnchen::N,sciurus,sincap
183,Elch::N,alces,büyük kuzey geyiği
184,Fuchs::N,vulpes,tilki
185,Hase::N,lepus,tavşan
186,Maus::N,mus,fare
187,Maus::N,mus,sıçan
188,Wolf::N,lupus,kurt
189,Vogel::N,avis,kuş
190,Schwarm::N,examen,sürü
191,Huhn::N,gallina,tavuk
192,Hahn::N,gallus,horoz
193,Gans::N,anser,kaz
194,Adler::N,aquila,kartal
195,Adler::N,aquila,karakuş
196,Ente::N,anas,ördek
197,Eule::N,ulula,baykuş
198,Eule::N,noctua,baykuş
199,Kranich::N,grus,turna
200,Krähe::N,cornix,karga
201,Kuckuck::N,cuculus,guguk
202,Schwan::N,olor,kuğu
203,Schwan::N,cycnus,kuğu
204,Fisch::N,piscis,balık
205,Barsch::N,perca,hani
206,Barsch::N,perca,levrek
207,Hecht::N,esox,turnabalığı
208,Schlange[Tier]::N,serpens,yılan
209,Wurm::N,vermis,kurt
210,Wurm::N,vermis,solucan
211,Spinne::N,aranea,örümcek
212,Ameise::N,formica,karınca
213,Laus::N,pediculus,bit
214,Mücke::N,culex,sivrisinek
215,Fliege::N,musca,sinek
216,Schmetterling::N,papilio,kelebek
217,Beere::N,baca,tane
218,Apfel::N,malum,elma
219,Pilz::N,fungus,mantar
220,Zwiebel::N,cepa,soğan
221,Saat::N,seges,ekin
222,Korn::N,granum,tane
223,Heu::N,faenum,kuru ot
224,Schale::N,putamen,kabuk
225,Grube::N,fovea,çukur
226,Falle::N,pedica,tuzak
227,Schlinge::N,laqueus,ilmik
228,Spur::N,vestigium,iz
229,Asche::N,cinis,kül
230,Dreck::N,lutum,pislik
231,Eisen::N,ferrum,demir
232,Gold::N,aurum,altın
233,Silber::N,argentum,gümüş
234,Kohle::N,carbo,kömür
235,Glas::N,vitrum,cam
236,Lehm::N,lutum,balçık
237,Sand::N,arena,kum
238,Mensch::N,homo,insan
239,Mann::N,vir,adam
240,Mann::N,vir,erkek
241,Frau::N,mulier,bayan
242,Kind::N,puer,çocuk
243,Kind::N,infans,çocuk
244,Junge::N,puer,erkek çocuk
245,Mädchen::N,puella,kız
246,Familie::N,familia,aile
247,Großvater::N,avus,dede
248,Großvater::N,avus,büyükbaba
249,Großmutter::N,avia,nine
250,Großmutter::N,avia,büyükanne
251,Eltern::N,parentes,ebeveyn
252,Eltern::N,parentes,ana baba
253,Vater::N,pater,ata
254,Vater::N,pater,baba
255,Mutter::N,mater,ana
256,Mutter::N,mater,anne
257,Sohn::N,filius,oğul
258,Tochter::N,filia,kız
259,Tochter::N,filia,kız evlât
260,Bruder::N,frater,abi
261,Bruder::N,frater,erkek kardeş
262,Schwester::N,soror,abla
263,Schwester::N,soror,kız kardeş
264,Onkel::N,patruus,dayı
265,Onkel::N,avunculus,dayı
266,Tante::N,amita,hala
267,Tante::N,amita,teyze
268,Ehemann::N,maritus,koca
269,Ehefrau::N,uxor,karı
270,Freude::N,gaudium,neşe
271,Freude::N,gaudium,sevinç
272,Freude::N,laetitia,neşe
273,Freude::N,laetitia,sevinç
274,Gelächter::N,risus,gülme
275,Gelächter::N,risus,kahkaha
276,Glück::N,felicitas,mutluluk
277,Kummer::N,aegritudo,dert
278,Kummer::N,aegritudo,keder
279,Wunsch::N,voluntas,arzu
280,Wunsch::N,voluntas,istek
281,Wunsch::N,desiderium,arzu
282,Wunsch::N,desiderium,istek
283,Lust::N,libido,arzu
284,Lust::N,libido,heves
285,Lust::N,voluptas,arzu
286,Lust::N,voluptas,heves
287,Geist::N,mens,tin
288,Geist::N,animus,tin
289,Gedanke::N,sententia,fikir
290,Gedanke::N,sententia,düşünce
291,Gedächtnis::N,memoria,bellek
292,Verstand::N,ratio,zekâ
293,Verstand::N,ingenium,zekâ
294,Sinn::N,sensus,anlam
295,Grund::N,causa,sebep
296,Wahrheit::N,veritas,doğruluk
297,Wahrheit::N,veritas,gerçeklik
298,Gespräch::N,sermo,görüşme
299,Märchen::N,fabula,masal
300,Erzählung::N,fabula,öykü
301,Erzählung::N,fabula,hikâye
302,Erzählung::N,narratio,öykü
303,Erzählung::N,narratio,hikâye
304,Nachricht::N,nuntius,haber
305,Neuigkeit::N,novitas,haber
306,Name::N,nomen,ad
307,Name::N,nomen,isim
308,Rätsel::N,aenigma,bilmece
309,Rede::N,oratio,söylev
310,Rede::N,oratio,konuşma
311,Sprache::N,lingua,dil
312,Sprache::N,lingua,lisan
313,Stimme::N,vox,ses
314,Wort::N,verbum,kelime
315,Wort::N,vocabulum,kelime
316,Zeichen::N,signum,işaret
317,Ruf::N,clamor,çağırma
318,Lärm::N,strepitus,şamata
319,Lärm::N,strepitus,gürültü
320,Laut::N,sonus,ses
321,Ton::N,sonus,ses
322,Lied::N,carmen,türkü
323,Ruhe::N,quies,sakinlik
324,Leute::N,homines,halk
325,Leute::N,homines,insanlar
326,Volk::N,populus,ulus
327,Volk::N,populus,millet
328,Arbeit::N,labor,iş
329,Arbeit::N,labor,çalışma
330,Gast::N,hospes,konuk
331,Gast::N,hospes,misafir
332,Gast::N,conviva,konuk
333,Gast::N,conviva,misafir
334,Geschenk::N,munus,hediye
335,Geschenk::N,munus,armağan
336,Spiel::N,ludus,oyun
337,Gesellschaft::N,societas,çevre
338,Gesellschaft::N,societas,arkadaşlık
339,Hilfe::N,auxilium,yardım
340,Hilfe::N,subsidium,yardım
341,Freund::N,amicus,dost
342,Freund::N,amicus,arkadaş
343,Kamerad::N,socius,arkadaş
344,Angelegenheit::N,res,iş
345,Angelegenheit::N,res,husus
346,Anzahl::N,numerus,sayı
347,Art::N,genus,çeşit
348,Stück::N,frustum,tane
349,Stück::N,frustum,parça
350,Stück::N,fragmentum,tane
351,Stück::N,fragmentum,parça
352,Teil::N,pars,kısım
353,Hälfte::N,dimidium,yarı
354,Kreis::N,orbis,daire
355,Kreis::N,circus,daire
356,Kreuz::N,crux,haç
357,Linie::N,linea,hat
358,Linie::N,linea,çizgi
359,Strich::N,lineamentum,çizgi
360,Abstand::N,intervallum,aralık
361,Entfernung::N,spatium,mesafe
362,Entfernung::N,spatium,uzaklık
363,Gegend::N,loca,yöre
364,Gegend::N,regio,yöre
365,Platz::N,locus,yer
366,Ort::N,locus,yer
367,Seite::N,latus,yan
368,Seite::N,latus,taraf
369,Mitte::N,medium,orta
370,Mitte::N,medium,merkez
371,Gegenstand::N,res,şey
372,Sache::N,res,iş
373,Sache::N,res,şey
374,Rand::N,margo,kenar
375,Kante::N,angulus,kenar
376,Ecke::N,angulus,köşe
377,Spitze::N,cacumen,uç
378,Spitze::N,cacumen,baş
379,Ende::N,caput,uç
380,Loch::N,foramen,oyuk
381,Loch::N,foramen,delik
382,Winkel::N,angulus,köşe
383,Muster::N,exemplum,örnek
384,Größe::N,magnitudo,büyüklük
385,Länge::N,longitudo,uzunluk
386,Höhe::N,altitudo,yükseklik
387,Gewicht::N,pondus,ağırlık
388,Menge::N,copia,miktar
389,Haufen::N,acervus,küme
390,Haufen::N,acervus,yığın
391,Reihe::N,ordo,sıra
392,Boot::N,navicula,kayık
393,Boot::N,navicula,sandal
394,Ruder::N,remus,kürek
395,Schlitten::N,sclodia,kızak
396,Ski::N,narta,kayak
397,Lagerfeuer::N,ignis,kamp ateşi
398,Last::N,onus,yük
399,Gang::N,cursus,gidiş
400,Gang::N,cursus,yürüyüş
401,Schritt::N,gradus,adım
402,Norden::N,septentriones,kuzey
403,Süden::N,meridies,güney
404,Westen::N,occidens,batı
405,Osten::N,oriens,doğu
406,Holz::N,lignum,ağaç
407,Holz::N,lignum,tahta
408,Brett::N,tabula,tahta
409,Platte::N,lamina,levha
410,Stütze::N,adminiculum,dayak
411,Stütze::N,adminiculum,destek
412,Stange::N,pertica,çubuk
413,Stock::N,baculum,sopa
414,Stock::N,baculum,değnek
415,Stab::N,scipio,sırık
416,Stab::N,scipio,baston
417,Rohr::N,tubus,boru
418,Haus::N,aedes,ev
419,Heim::N,domicilium,ev
420,Heim::N,domicilium,yurt
421,Ofen::N,fornax,soba
422,Fußboden::N,solum,taban
423,Fußboden::N,solum,döşeme
424,Tisch::N,mensa,masa
425,Stuhl::N,sella,iskemle
426,Stuhl::N,sella,sandalye
427,Wiege::N,cunae,beşik
428,Bett::N,lectus,yatak
429,Regal::N,foruli,raf
430,Kiste::N,cista,sandık
431,Fenster::N,fenestra,pencere
432,Tür::N,ianua,kapı
433,Tor::N,porta,kapı
434,Zaun::N,saepes,çit
435,Dach::N,tectum,dam
436,Dach::N,tectum,çatı
437,Leiter::N,scalae,merdiven
438,Besen::N,scopae,süpürge
439,Spaten::N,pala,bel
440,Schaufel::N,pala,kürek
441,Gabel::N,fuscinula,çatal
442,Löffel::N,coclear,kaşık
443,Messer::N,culter,bıçak
444,Nagel::N,clavus,çivi
445,Netz::N,rete,ağ
446,Haken::N,hamus,çengel
447,Griff::N,manubrium,kulp
448,Griff::N,manubrium,tutamak
449,Schloss::N,claustra,kilit
450,Bild::N,tabula,imaj
451,Bild::N,tabula,resim
452,Bild::N,pictura,imaj
453,Bild::N,pictura,resim
454,Figur::N,statunculum,şekil
455,Figur::N,statunculum,heykel
456,Puppe::N,pupa,kukla
457,Beutel::N,sacculus,kese
458,Beutel::N,sacculus,torba
459,Bündel::N,fascis,deste
460,Tasche::N,sacculus,çanta
461,Eimer::N,situla,kova
462,Deckel::N,operculum,kapak
463,Geschirr::N,vasa,kap kacak
464,Sack::N,saccus,torba
465,Tasse::N,pocillum,fincan
466,Topf::N,olla,tencere
467,Kessel::N,aenum,kazan
468,Essen::N,cena,yemek
469,Nahrung::N,cibus,gıda
470,Nahrung::N,cibus,besin
471,Nahrung::N,alimenta,gıda
472,Nahrung::N,alimenta,besin
473,Speise::N,cibus,yemek
474,Fleisch::N,caro,et
475,Getreide::N,frumentum,tahıl
476,Getreide::N,frumentum,hububat
477,Brei::N,puls,ezme
478,Brot::N,panis,ekmek
479,Scheibe::N,frustum,dilim
480,Fett::N,pingue,yağ
481,Butter::N,butȳrum,tereyağı
482,Öl::N,oleum,yağ
483,Öl::N,oleum,akar yağ
484,Salz::N,sal,tuz
485,Suppe::N,ius,çorba
486,Honig::N,mel,bal
487,Milch::N,lac,süt
488,Tee::N,thea,çay
489,Leder::N,corium,deri
490,Leder::N,corium,meşin
491,Wolle::N,lana,yün
492,Stoff::N,textum,kumaş
493,Nadel::N,acus,iğne
494,Faden::N,filum,tire
495,Faden::N,filum,iplik
496,Knopf::N,bulla,düğme
497,Knoten::N,nodus,düğüm
498,Farbe::N,pigmentum,boya
499,Kleidung::N,vestimenta,giyim
500,Hemd::N,tunica,gömlek
501,Kragen::N,collare,yaka
502,Ärmel::N,manica,yen
503,Ärmel::N,manica,elbise kolu
504,Hose::N,bracae,pantolon
505,Gürtel::N,cingulum,kuşak
506,Mütze::N,pilleus,bere
507,Mütze::N,pilleus,kasket
508,Schuh::N,calceus,kundura
509,Schuh::N,calceus,ayakkabı
510,Stiefel::N,pero,çizme
511,Stiefel::N,caliga,çizme
512,Ring::N,anulus,yüzük
513,Band::N,redimiculum,bağ
514,Band::N,redimiculum,şerit
515,Kamm::N,pecten,tarak
516,Spiegel::N,speculum,ayna
517,Riemen::N,lorum,kayış
518,Schnur::N,linum,ip
519,Schnur::N,linum,sicim
520,Leine::N,retinaculum,kayış
521,Decke::N,lodix,örtü
522,Decke::N,lodix,yorgan
523,Kissen::N,pulvinus,yastık
524,Tuch::N,velum,bez
525,Handtuch::N,mantele,havlu
526,Kraft::N,vis,güç
527,Kraft::N,vis,kuvvet
528,Stärke::N,robur,kuvvet
529,Gesundheit::N,valetudo,sağlık
530,Krankheit::N,morbus,hastalık
531,Schmerz::N,dolor,ağrı
532,Schmerz::N,dolor,sancı
533,Wunde::N,vulnus,yara
534,Fieber::N,febris,ateş
535,Arznei::N,remedium,ilâç
536,Brücke::N,pons,köprü
537,Brunnen::N,puteus,kuyu
538,Brunnen::N,puteus,çeşme
539,Weide::N,pascua,otlak
540,Pfad::N,semita,patika
541,Pfad::N,semita,keçiyolu
542,Weg::N,iter,yol
543,Straße::N,via,yol
544,Straße::N,via,cadde
545,Dorf::N,vicus,köy
546,Stadt::N,urbs,kent
547,Stadt::N,urbs,şehir
548,Stadt::N,oppidum,kent
549,Stadt::N,oppidum,şehir
550,Brief::N,epistula,mektup
551,Buch::N,liber,kitap
552,Buchstabe::N,littera,harf
553,Zeitung::N,diurnum,gazete
554,Leben::N,vita,hayat
555,Tod::N,mors,ölüm
556,Grab::N,sepulcrum,kabir
557,Kirche::N,ecclesia,kilise
558,Sünde::N,peccatum,günah
559,Gott::N,deus,tanrı
560,Arbeiter::N,operarius,işçi
561,Chef::N,praefectus,şef
562,Chef::N,praefectus,müdür
563,Meister::N,magister,usta
564,Arzt::N,medicus,hekim
565,Arzt::N,medicus,doktor
566,Lehrer::N,magister,hoca
567,Lehrer::N,magister,öğretmen
568,Geld::N,aes,para
569,Geld::N,pecunia,para
570,Geschäft::N,negotium,ticaret
571,Laden::N,taberna,dükkân
572,Preis::N,pretium,fiyat
573,Ware::N,merx,mal
574,Nutzen::N,utilitas,fayda
575,Reichtum::N,opes,servet
576,Reichtum::N,opes,zenginlik
577,Reichtum::N,divitiae,servet
578,Reichtum::N,divitiae,zenginlik
579,Welt::N,mundus,dünya
580,Land::N,terra,ülke
581,Staat::N,res publica,devlet
582,König::N,rex,kral
583,Macht::N,potestas,kudret
584,Macht::N,potestas,iktidar
585,Grenze::N,limes,had
586,Grenze::N,limes,sınır
587,Krieg::N,bellum,savaş
588,Feind::N,inimicus,düşman
589,Gewalt::N,vis,zor
590,Gewalt::N,vis,cebir
591,Kampf::N,pugna,savaş
592,Bogen[Waffe]::N,arcus,yay
593,Pfeil::N,sagitta,ok
594,Gewehr::N,sclopetum,tüfek
595,Fehler::N,error,hata
596,Fehler::N,error,yanlış
597,Lüge::N,mendacium,yalan
598,Schaden::N,damnum,zarar
599,Schaden::N,detrimentum,zarar
600,Unglück::N,miseria,felâket
601,Unglück::N,miseria,talihsizlik
602,Unglück::N,calamitas,felâket
603,Unglück::N,calamitas,talihsizlik
604,Schuld::N,culpa,suç
605,Schuld::N,culpa,kabahat
606,Alter::N,aetas,yaş
607,Schluss::N,finis,son
608,Zeit::N,tempus,zaman
609,Tag::N,dies,gün
610,Morgen::N,mane,sabah
611,Mittag::N,meridies,öğle
612,Abend::N,vesper,akşam
613,Nacht::N,nox,gece
614,Woche::N,septimana,hafta
615,Monat::N,mensis,ay
616,Jahr::N,annus,yıl
617,Jahr::N,annus,sene
618,Frühling::N,ver,ilkbahar
619,Sommer::N,aestas,yaz
620,Herbst::N,autumnus,güz
621,Herbst::N,autumnus,sonbahar
622,Winter::N,hiems,kış
623,Januar::N,Ianuarius,ocak
624,Februar::N,Februarius,şubat
625,März::N,Martius,mart
626,April::N,Aprilis,nisan
627,Mai::N,Maius,mayıs
628,Juni::N,Iunius,haziran
629,Juli::N,Iulius,temmuz
630,August::N,Augustus,ağustos
631,September::N,September,eylül
632,Oktober::N,Octobris,ekim
633,November::N,Novembris,kasım
634,Dezember::N,December,aralık
635,Montag::N,dies lunae,pazartesi
636,Dienstag::N,dies Martis ,salı
637,Mittwoch::N,dies Mercurii,çarşamba
638,Donnerstag::N,dies Iovis,perşembe
639,Freitag::N,dies Veneris,cuma
640,Samstag::N,dies Saturni,cumartesi
641,Sonntag::N,dominicus,pazar
642,Sonntag::N,dies solis,pazar
643,groß::A,magnus,büyük
644,klein::A,parvus,ufak
645,klein::A,parvus,küçük
646,lang::A,longus,uzun
647,kurz::A,brevis,kısa
648,breit::A,latus,enli
649,breit::A,latus,geniş
650,schmal::A,angustus,dar
651,dicht::A,densus,sık
652,dicht::A,densus,yoğun
653,dick[Gegenstand]::A,crassus,kalın
654,dick[Gegenstand]::A,crassus,iri
655,dünn::A,tenuis,ince
656,fein::A,subtilis,ince
657,fein::A,subtilis,narin
658,fest::A,solidus,sabit
659,fest::A,solidus,sağlam
660,fest::A,stabilis,sabit
661,fest::A,stabilis,sağlam
662,flach::A,planus,düz
663,flach::A,planus,yassı
664,glatt::A,levis,düz
665,hart::A,durus,katı
666,weich::A,mollis,yumuşak
667,rund::A,rotundus,yuvarlak
668,spitz::A,acutus,sivri
669,scharf::A,acer,keskin
670,stumpf::A,hebes,kör
671,schwer::A,gravis,ağır
672,schön::A,pulcher,güzel
673,schön::A,formosus,güzel
674,heiß::A,fervidus,kızgın
675,warm::A,calidus,sıcak
676,kalt::A,frigidus,soğuk
677,kühl::A,frigidus,serin
678,frisch::A,recens,taze
679,feucht::A,umidus,nemli
680,feucht::A,umidus,rutubetli
681,nass::A,madidus,yaş
682,nass::A,madidus,ıslak
683,trocken::A,aridus,kuru
684,voll::A,plenus,dolu
685,voll::A,plenus,dolmuş
686,leer::A,vacuus,boş
687,offen::A,apertus,açık
688,geschlossen::A,clausus,kapalı
689,sauber::A,lautus,pak
690,sauber::A,lautus,temiz
691,schmutzig::A,sordidus,pis
692,schmutzig::A,sordidus,kirli
693,roh::A,crudus,çiğ
694,reif::A,maturus,olgun
695,lecker::A,delicatus,lezzetli
696,süß::A,dulcis,tatlı
697,süß::A,dulcis,şekerli
698,bitter::A,amarus,acı
699,bitter::A,acerbus,acı
700,sauer::A,acidus,ekşi
701,hell::A,clarus,aydınlık
702,dunkel::A,obscurus,karanlık
703,schwarz::A,niger,kara
704,schwarz::A,niger,siyah
705,weiß::A,albus,ak
706,weiß::A,albus,beyaz
707,rot::A,ruber,kırmızı
708,gelb::A,flavus,sarı
709,blau::A,caeruleus,mavi
710,grün::A,viridis,yeşil
711,grau::A,canus,boz
712,bunt::A,varius,renkli
713,billig::A,vilis,ucuz
714,teuer::A,carus,pahalı
715,wertvoll::A,pretiosus,değerli
716,blind::A,caecus,kör
717,taub::A,surdus,sağır
718,kräftig::A,robustus,dinç
719,kräftig::A,robustus,kuvvetli
720,stark::A,firmus,güçlü
721,stark::A,firmus,kuvvetli
722,stark::A,validus,güçlü
723,stark::A,validus,kuvvetli
724,schwach::A,debilis,zayıf
725,schwach::A,debilis,güçsüz
726,schwach::A,infirmus,zayıf
727,schwach::A,infirmus,güçsüz
728,fett::A,crassus,şişman
729,schlank::A,procerus,narin
730,hübsch::A,pulcher,güzel
731,hübsch::A,pulcher,sevimli
732,böse::A,improbus,kötü
733,dumm::A,stultus,aptal
734,dumm::A,stupidus,aptal
735,faul::A,piger,tembel
736,fleißig::A,sedulus,çalışkan
737,geizig::A,avarus,cimri
738,klug::A,prudens,zekî
739,klug::A,prudens,akıllı
740,geschickt::A,sollers,becerikli
741,lieb::A,carus,sevimli
742,lustig::A,iocosus,neşeli
743,sanft::A,clemens,nazik
744,hungrig::A,impastus,aç
745,krank::A,aeger,hasta
746,krank::A,aeger,rahatsız
747,nackt::A,nudus,çıplak
748,traurig::A,maestus,kederli
749,traurig::A,maestus,üzüntülü
750,lebendig::A,vivus,canlı
751,gut::A,bonus,iyi
752,schlecht::A,malus,kötü
753,richtig::A,rectus,doğru
754,schlimm::A,malus,kötü
755,wahr::A,verus,doğru
756,wahr::A,verus,gerçek
757,alt::A,antiquus,eski
758,neu::A,novus,yeni
759,ehemalig::A,pristinus,önceki
760,alt[Lebewesen]::A,vetus,yaşlı
761,jung::A,iuvenis,genç
762,arm::A,pauper,fakir
763,reich::A,dives,zengin
764,bekannt::A,notus,bilinen
765,berühmt::A,celeber,ünlü
766,berühmt::A,celeber,meşhur
767,berühmt::A,illustris,ünlü
768,berühmt::A,illustris,meşhur
769,fremd::A,peregrinus,yabancı
770,verschieden::A,varius,ayrı
771,verschieden::A,varius,farklı
772,nah::A,propinquus,yakın
773,nah::A,propinquus,bitişik
774,fern::A,longinquus,uzak
775,linker::A,sinister,sol
776,rechter::A,dexter,sağ
777,anderer::A,alius,diğer
778,erster::A,primus,ilk
779,erster::A,primus,birinci
780,zweiter::A,secundus,ikinci
781,dritter::A,tertius,üçüncü
782,letzter::A,ultimus,son
783,letzter::A,ultimus,sonuncu
784,allein::ADV,solum,yalnız
785,allein::ADV,solum,tek başına
786,auf einmal::ADV,simul,birden
787,zusammen::ADV,una,beraber
788,zusammen::ADV,una,birlikte
789,lange::ADV,diu,çok
790,lange::ADV,diu,uzun
791,plötzlich::ADV,subito,ansızın
792,plötzlich::ADV,subito,birdenbire
793,plötzlich::ADV,repente,ansızın
794,plötzlich::ADV,repente,birdenbire
795,sofort::ADV,statim,hemen
796,sofort::ADV,statim,derhal
797,später::ADV,postea,daha sonra
798,jetzt::ADV,nunc,şimdi
799,heute::ADV,hodie,bugün
800,morgen::ADV,cras,yarın
801,bald::ADV,mox,yakında
802,dann::ADV,deinde,sonra
803,gestern::ADV,heri,dün
804,einst::ADV,olim,eskiden
805,damals::ADV,tum,o zamanlar
806,danach::ADV,postea,sonradan
807,danach::ADV,postea,ondan sonra
808,vorher::ADV,antea,önce
809,vorher::ADV,antea,önceden
810,zuerst::ADV,primo,ilk önce
811,einmal::ADV,semel,bir defa
812,manchmal::ADV,interdum,bazan
813,oft::ADV,saepe,sık sık
814,oft::ADV,saepe,çok defa
815,immer::ADV,semper,daima
816,immer::ADV,semper,her zaman
817,niemals::ADV,numquam,asla değil
818,niemals::ADV,numquam,hiçbir zaman
819,hier::ADV,hic,burada
820,hierhin::ADV,huc,buraya
821,von hier::ADV,hinc,buradan
822,dort::ADV,ibi,orada
823,dort::ADV,ibi,şurada
824,dorthin::ADV,eo,oraya
825,dorthin::ADV,eo,şuraya
826,geradeaus::ADV,recte,doğru
827,vorwärts::ADV,porro,ileri
828,rückwärts::ADV,retro,geri
829,zurück::ADV,retro,geriye
830,unten::ADV,infra,aşağıda
831,hinab::ADV,pessum,aşağıya
832,oben::ADV,supra,yukarıda
