,Concept_ID,ab,tr
228,Lehm::N,анышəаҧшь,balçık
229,Sand::N,аҧслымӡ,kum
230,Mensch::N,ауаҩы,insan
231,Mann::N,ахаҵа,adam
232,Mann::N,ахаҵа,erkek
233,Frau::N,аҧҳəыс,bayan
234,Kind::N,ахəыҷы,çocuk
235,Junge::N,аҷкəын,erkek çocuk
236,Junge::N,ахаҵарҧыс,erkek çocuk
237,Mädchen::N,аӡӷаб,kız
238,Familie::N,аҭаацəа,aile
239,Großvater::N,абду,dede
240,Großvater::N,абду,büyükbaba
241,Großmutter::N,анду,nine
242,Großmutter::N,анду,büyükanne
243,Eltern::N,ани аби,ebeveyn
244,Eltern::N,ани аби,ana baba
245,Vater::N,аб,ata
246,Vater::N,аб,baba
247,Mutter::N,ан,ana
248,Mutter::N,ан,anne
249,Sohn::N,аҧа,oğul
250,Tochter::N,аҧҳа,kız
251,Tochter::N,аҧҳа,kız evlât
252,Bruder::N,аиашьа,abi
253,Bruder::N,аиашьа,erkek kardeş
254,Schwester::N,Аҳəшьа,abla
255,Schwester::N,Аҳəшьа,kız kardeş
256,Onkel::N,абиашьа,dayı
257,Onkel::N,аншьа,dayı
258,Tante::N,абиаҳəшьа,hala
259,Tante::N,абиаҳəшьа,teyze
260,Ehemann::N,ахаҵа,koca
261,Ehemann::N,аҧшəма,koca
262,Ehefrau::N,аҧҳəыс,karı
263,Freude::N,агəырӷьара,neşe
264,Freude::N,агəырӷьара,sevinç
265,Gelächter::N,ачча,gülme
266,Gelächter::N,ачча,kahkaha
267,Gelächter::N,аччара,gülme
268,Gelächter::N,аччара,kahkaha
269,Glück::N,аразҟы,mutluluk
270,Kummer::N,агəырҩа,dert
271,Kummer::N,агəырҩа,keder
272,Wunsch::N,агəхəтəы,arzu
273,Wunsch::N,агəхəтəы,istek
274,Wunsch::N,аҭахра,arzu
275,Wunsch::N,аҭахра,istek
276,Lust::N,агəазыҳəара,arzu
277,Lust::N,агəазыҳəара,heves
278,Geist::N,аҧсы,tin
279,Gedanke::N,ахəыцырҭа,fikir
280,Gedanke::N,ахəыцырҭа,düşünce
281,Gedächtnis::N,агəынкылара,bellek
282,Verstand::N,ахшыҩ,zekâ
283,Sinn::N,аҵакы,anlam
284,Grund::N,амзыз,sebep
285,Wahrheit::N,аиаша,doğruluk
286,Wahrheit::N,аиаша,gerçeklik
287,Gespräch::N,аиҿцәажәара,görüşme
288,Märchen::N,алакə,masal
289,Erzählung::N,ажәабжь,öykü
290,Erzählung::N,ажәабжь,hikâye
291,Nachricht::N,адырраҭара,haber
292,Neuigkeit::N,ажәабжь ҿыц,haber
293,Name::N,ахьӡ,ad
294,Name::N,ахьӡ,isim
295,Rätsel::N,ацуфара,bilmece
296,Rede::N,ажәа,söylev
297,Rede::N,ажәа,konuşma
298,Sprache::N,абызшəа,dil
299,Sprache::N,абызшəа,lisan
300,Stimme::N,абжьы,ses
301,Wort::N,ажәа,kelime
302,Zeichen::N,адырга,işaret
303,Ruf::N,аҿҭы,çağırma
304,Lärm::N,ашьҭыбжь,şamata
305,Lärm::N,ашьҭыбжь,gürültü
306,Laut::N,ашьҭыбжь,ses
307,Ton::N,атон,ses
308,Lied::N,ашəа,türkü
309,Ruhe::N,аҭынчра,sakinlik
310,Leute::N,ауаа,halk
311,Leute::N,ауаа,insanlar
312,Volk::N,ажəлар,ulus
313,Volk::N,ажəлар,millet
314,Arbeit::N,аусура,iş
315,Arbeit::N,аусура,çalışma
316,Gast::N,асас,konuk
317,Gast::N,асас,misafir
318,Geschenk::N,аҳамҭа,hediye
319,Geschenk::N,аҳамҭа,armağan
320,Geschenk::N,аҿанҵа,hediye
321,Geschenk::N,аҿанҵа,armağan
322,Spiel::N,ахəмарра,oyun
323,Gesellschaft::N,агəыҧ,çevre
324,Gesellschaft::N,агəыҧ,arkadaşlık
325,Hilfe::N,ацхыраара,yardım
326,Freund::N,аҩыза,dost
327,Freund::N,аҩыза,arkadaş
328,Kamerad::N,Аҧхнагьла,arkadaş
329,Angelegenheit::N,аус,iş
330,Angelegenheit::N,аус,husus
331,Anzahl::N,ахыҧхьаӡара,sayı
332,Art::N,ахкы,çeşit
333,Stück::N,аҽыҭ,tane
334,Stück::N,аҽыҭ,parça
335,Teil::N,ахəҭа,kısım
336,Hälfte::N,абжа,yarı
337,Kreis::N,агьагьа,daire
338,Kreuz::N,аџьар,haç
339,Linie::N,аицтәар,hat
340,Linie::N,аицтәар,çizgi
341,Strich::N,ацəаҳəа,çizgi
342,Abstand::N,абжьара,aralık
343,Entfernung::N,абжьара,mesafe
344,Entfernung::N,абжьара,uzaklık
345,Gegend::N,аҭыҧ,yöre
346,Platz::N,аҭыҧ,yer
347,Ort::N,аҭыҧ,yer
348,Seite::N,аган,yan
349,Seite::N,аган,taraf
350,Mitte::N,агəҭа,orta
351,Mitte::N,агəҭа,merkez
352,Gegenstand::N,амаҭəар,şey
353,Rand::N,аҵкар,kenar
354,Kante::N,авардым,kenar
355,Ecke::N,акəакь,köşe
356,Spitze::N,аҧынҵа,uç
357,Spitze::N,аҧынҵа,baş
358,Ende::N,анаӡара,uç
359,Loch::N,акылҵəара,oyuk
360,Loch::N,акылҵəара,delik
361,Winkel::N,агҿаҩра,köşe
362,Winkel::N,акəындхə,köşe
363,Winkel::N,акəакь,köşe
364,Muster::N,аҟҟа,örnek
365,Größe::N,изаҟароу,büyüklük
366,Länge::N,аура,uzunluk
367,Höhe::N,агылара,yükseklik
368,Gewicht::N,акапан,ağırlık
369,Haufen::N,ачаҟəа,küme
370,Haufen::N,ачаҟəа,yığın
371,Reihe::N,ацəаҳəа,sıra
372,Boot::N,анышь,kayık
373,Boot::N,анышь,sandal
374,Ruder::N,ажəҩа,kürek
375,Schlitten::N,ашəаҩауардын,kızak
376,Ski::N,ашəаҩа,kayak
377,Ski::N,ашьахаха,kayak
378,Lagerfeuer::N,еиқуу амца,kamp ateşi
379,Last::N,ахьанҭара,yük
380,Gang::N,аныҟəара,gidiş
381,Gang::N,аныҟəара,yürüyüş
382,Schritt::N,ашьаҿа,adım
383,Norden::N,аҩада,kuzey
384,Süden::N,алада,güney
385,Westen::N,амраҭашəара,batı
386,Osten::N,амрагылара,doğu
387,Holz::N,амҿымаҭəахə,ağaç
388,Holz::N,амҿымаҭəахə,tahta
389,Brett::N,аӷəы,tahta
390,Platte::N,ахаҳәцәы,levha
391,Stütze::N,аҵаргəа,dayak
392,Stütze::N,аҵаргəа,destek
393,Stütze::N,агəышьаҟа,dayak
394,Stütze::N,агəышьаҟа,destek
395,Stange::N,акьат,çubuk
396,Stock::N,алаба,sopa
397,Stock::N,алаба,değnek
398,Stab::N,акьат,sırık
399,Stab::N,акьат,baston
400,Rohr::N,абыкь,boru
401,Haus::N,аҩны,ev
402,Heim::N,аҭаацəа,ev
403,Heim::N,аҭаацəа,yurt
404,Ofen::N,аҳақə,soba
405,Ofen::N,ауаџьаҟ,soba
406,Ofen::N,афрына,soba
407,Fußboden::N,адашьма,taban
408,Fußboden::N,адашьма,döşeme
409,Tisch::N,аишәа,masa
410,Stuhl::N,аҟəардə,iskemle
411,Stuhl::N,аҟəардə,sandalye
412,Wiege::N,агара,beşik
413,Bett::N,акаруаҭ,yatak
414,Regal::N,акыӷəра,raf
415,Kiste::N,аидчаҧала,sandık
416,Fenster::N,аҧенџьыр,pencere
417,Tür::N,ашə,kapı
418,Tor::N,агəашə,kapı
419,Zaun::N,аанда,çit
420,Dach::N,ахыб,dam
421,Dach::N,ахыб,çatı
422,Leiter::N,амардуан,merdiven
423,Besen::N,аҧссага,süpürge
424,Spaten::N,ажыга,bel
425,Schaufel::N,аҭəарӷəы,kürek
426,Gabel::N,ачқьыҧ,çatal
427,Löffel::N,амҳаҵə,kaşık
428,Messer::N,аҳəызба,bıçak
429,Nagel::N,аҵəымӷ,çivi
430,Netz::N,акаҭа,ağ
431,Haken::N,аҵəаҳə,çengel
432,Griff::N,амаа,kulp
433,Griff::N,амаа,tutamak
434,Schloss::N,асаҧаҭ,kilit
435,Bild::N,асахьа,imaj
436,Bild::N,асахьа,resim
437,Figur::N,афигура,şekil
438,Figur::N,афигура,heykel
439,Puppe::N,акьанџьа,kukla
440,Beutel::N,асакь,kese
441,Beutel::N,асакь,torba
442,Bündel::N,аҿаҳəара,deste
443,Tasche::N,арҭмаҟ,çanta
444,Eimer::N,аведра,kova
445,Deckel::N,ахҩа,kapak
446,Geschirr::N,ачысмаҭəа,kap kacak
447,Sack::N,асакь,torba
448,Tasse::N,аҵəца,fincan
449,Topf::N,акаструлиа,tencere
450,Kessel::N,ачуан,kazan
451,Nahrung::N,афатə,gıda
452,Nahrung::N,афатə,besin
453,Speise::N,афатə,yemek
454,Fleisch::N,акəац,et
455,Getreide::N,ачакуа,tahıl
456,Getreide::N,ачакуа,hububat
457,Brei::N,ақашь,ezme
458,Brot::N,ача,ekmek
459,Scheibe::N,аҽыҭ,dilim
460,Scheibe::N,аҿаҵа,dilim
461,Fett::N,ашша,yağ
462,Butter::N,ахəша,tereyağı
463,Öl::N,азеҭ,yağ
464,Öl::N,азеҭ,akar yağ
465,Salz::N,аџьыка,tuz
466,Suppe::N,асуҧ,çorba
467,Honig::N,ацха,bal
468,Milch::N,ахш,süt
469,Tee::N,ачаи,çay
470,Leder::N,ацəа,deri
471,Leder::N,ацəа,meşin
472,Wolle::N,аласа,yün
473,Stoff::N,Аба,kumaş
474,Nadel::N,агəыр,iğne
475,Faden::N,арахəыц,tire
476,Faden::N,арахəыц,iplik
477,Knopf::N,аҳəынҵəра,düğme
478,Knoten::N,аиқəҳəала,düğüm
479,Farbe::N,ашəыга,boya
480,Kleidung::N,амаҭəа,giyim
481,Hemd::N,акьаҿ,gömlek
482,Kragen::N,ахəда,yaka
483,Ärmel::N,амаӷра,yen
484,Ärmel::N,амаӷра,elbise kolu
485,Hose::N,аиқəа,pantolon
486,Gürtel::N,амаҟа,kuşak
487,Mütze::N,ахылҧа,bere
488,Mütze::N,ахылҧа,kasket
489,Schuh::N,аимаа,kundura
490,Schuh::N,аимаа,ayakkabı
491,Stiefel::N,амагə,çizme
492,Ring::N,амацəаз,yüzük
493,Band::N,алента,bağ
494,Band::N,алента,şerit
495,Kamm::N,ахҳəа,tarak
496,Spiegel::N,асаркьа,ayna
497,Riemen::N,аа,kayış
498,Schnur::N,ашаха,ip
499,Schnur::N,ашаха,sicim
500,Leine::N,аҕура,kayış
501,Decke::N,ахыза,örtü
502,Decke::N,ахыза,yorgan
503,Kissen::N,ахчы,yastık
504,Tuch::N,акасы,bez
505,Handtuch::N,ампахьшьы,havlu
506,Kraft::N,амч,güç
507,Kraft::N,амч,kuvvet
508,Stärke::N,амч,kuvvet
509,Gesundheit::N,агəабзиара,sağlık
510,Krankheit::N,ачымазара,hastalık
511,Schmerz::N,ахьаа,ağrı
512,Schmerz::N,ахьаа,sancı
513,Wunde::N,ахəра,yara
514,Fieber::N,ашоура,ateş
515,Arznei::N,ахəшə,ilâç
516,Brücke::N,ацҳа,köprü
517,Brunnen::N,аҵыџь,kuyu
518,Brunnen::N,аҵыџь,çeşme
519,Weide::N,аҳəырҭа,otlak
520,Pfad::N,амхəасҭа,patika
521,Pfad::N,амхəасҭа,keçiyolu
522,Weg::N,амҩа,yol
523,Straße::N,амҩа,yol
524,Straße::N,амҩа,cadde
525,Dorf::N,ақыҭа,köy
526,Stadt::N,ақалақь,kent
527,Stadt::N,ақалақь,şehir
528,Brief::N,ашəҟəы,mektup
529,Buch::N,ашəҟəы,kitap
530,Buchstabe::N,анбан,harf
531,Zeitung::N,агазеҭ,gazete
532,Leben::N,аҧсҭазаара,hayat
533,Tod::N,аҧсра,ölüm
534,Grab::N,анышəынҭра,kabir
535,Kirche::N,ауахəама,kilise
536,Sünde::N,агəнаҳа,günah
537,Gott::N,анцəа,tanrı
538,Arbeiter::N,аусуҩ,işçi
539,Chef::N,Аиҳабы,şef
540,Chef::N,Аиҳабы,müdür
541,Meister::N,аҟаза,usta
542,Arzt::N,аҳақьым,hekim
543,Arzt::N,аҳақьым,doktor
544,Lehrer::N,арҵаҩы,hoca
545,Lehrer::N,арҵаҩы,öğretmen
546,Geld::N,аҧара,para
547,Laden::N,амагазин,dükkân
548,Preis::N,ахə,fiyat
549,Ware::N,атауар,mal
550,Nutzen::N,ақьар,fayda
551,Reichtum::N,абеиара,servet
552,Reichtum::N,абеиара,zenginlik
553,Welt::N,адунеи,dünya
554,Land::N,атəыла,ülke
555,Staat::N,аҳəынҭқарра,devlet
556,König::N,акрал,kral
557,Macht::N,амчра,kudret
558,Macht::N,амчра,iktidar
559,Grenze::N,аҳəаа,had
560,Grenze::N,аҳəаа,sınır
561,Krieg::N,аибашьра,savaş
562,Feind::N,Аҕа,düşman
563,Gewalt::N,ақəымчра,zor
564,Gewalt::N,ақəымчра,cebir
565,Kampf::N,ақəҧара,savaş
566,Bogen[Waffe]::N,ахыц,yay
567,Pfeil::N,ахəымпал,ok
568,Gewehr::N,ашəақь,tüfek
569,Fehler::N,агха,hata
570,Fehler::N,агха,yanlış
571,Lüge::N,амц,yalan
572,Schaden::N,аҧырхага,zarar
573,Unglück::N,арыцҳара,felâket
574,Unglück::N,арыцҳара,talihsizlik
575,Schuld::N,ахара,suç
576,Schuld::N,ахара,kabahat
577,Alter::N,ақəра,yaş
578,Schluss::N,анҵəамҭа,son
579,Zeit::N,аамта,zaman
580,Tag::N,амш,gün
581,Morgen::N,ашара,sabah
582,Morgen::N,ашьыбжь,sabah
583,Mittag::N,шьыбжьон,öğle
584,Abend::N,ахəылҧаз,akşam
585,Abend::N,ахəлбыҽха,akşam
586,Nacht::N,аҵх,gece
587,Woche::N,амчыбжь,hafta
588,Frühling::N,ааҕын,ilkbahar
589,Sommer::N,аҧхын,yaz
590,Herbst::N,ҭагалан,güz
591,Herbst::N,ҭагалан,sonbahar
592,Herbst::N,хкаарачан,güz
593,Herbst::N,хкаарачан,sonbahar
594,Winter::N,аӡын,kış
595,Januar::N,ианвар,ocak
596,Februar::N,февраль,şubat
597,März::N,март,mart
598,April::N,апрель,nisan
599,Mai::N,маи,mayıs
600,Juni::N,иуун,haziran
601,Juli::N,иууль,temmuz
602,August::N,август,ağustos
603,September::N,сентиабр,eylül
604,Oktober::N,октиабр,ekim
605,November::N,ноиабр,kasım
606,Dezember::N,декабр,aralık
607,Montag::N,ашəахьа,pazartesi
608,Dienstag::N,аҩаша,salı
609,Mittwoch::N,ахаша,çarşamba
610,Donnerstag::N,аҧшьаша,perşembe
611,Freitag::N,ахəаша,cuma
612,Samstag::N,асабша,cumartesi
613,Sonntag::N,амҽыша,pazar
614,groß::A,аду,büyük
615,klein::A,амаҷ,ufak
616,klein::A,амаҷ,küçük
617,lang::A,ахəхəа,uzun
618,kurz::A,акьаҿ,kısa
619,breit::A,аиужь,enli
620,breit::A,аиужь,geniş
621,breit::A,аиҵых,enli
622,breit::A,аиҵых,geniş
623,schmal::A,аҭшəа,dar
624,dicht::A,аилач,sık
625,dicht::A,аилач,yoğun
626,dick[Gegenstand]::A,ажəпа,kalın
627,dick[Gegenstand]::A,ажəпа,iri
628,fein::A,апа,ince
629,fein::A,апа,narin
630,fein::A,аҵаӷа,ince
631,fein::A,аҵаӷа,narin
632,fein::A,аӡа,ince
633,fein::A,аӡа,narin
634,fest::A,аҟаца,sabit
635,fest::A,аҟаца,sağlam
636,fest::A,аӷəӷəаҟаца,sabit
637,fest::A,аӷəӷəаҟаца,sağlam
638,flach::A,ақəаҟьа,düz
639,flach::A,ақəаҟьа,yassı
640,flach::A,аҧаҟьа,düz
641,flach::A,аҧаҟьа,yassı
642,glatt::A,аимаҩзы,düz
643,hart::A,акьакьа,katı
644,weich::A,атата,yumuşak
645,rund::A,акəмпыл,yuvarlak
646,spitz::A,аҵар,sivri
647,scharf::A,аҵар,keskin
648,stumpf::A,ацагə,kör
649,schwer::A,ахьанҭа,ağır
650,schön::A,аҧшӡа,güzel
651,heiß::A,ашы,kızgın
652,warm::A,аҧха,sıcak
653,kalt::A,ахьшəашəа,soğuk
654,kühl::A,ахьшəашəа,serin
655,kühl::A,ицәыхьшәашәоу,serin
656,frisch::A,цқьа,taze
657,feucht::A,ацəаак,nemli
658,feucht::A,ацəаак,rutubetli
659,nass::A,абааӡа,yaş
660,nass::A,абааӡа,ıslak
661,trocken::A,Аба,kuru
662,trocken::A,аҩа,kuru
663,voll::A,азна,dolu
664,voll::A,азна,dolmuş
665,leer::A,аҭацəы,boş
666,offen::A,аарта,açık
667,geschlossen::A,ихҩоу,kapalı
668,geschlossen::A,иаркыу,kapalı
669,sauber::A,ацқьа,pak
670,sauber::A,ацқьа,temiz
671,schmutzig::A,аҟьашь,pis
672,schmutzig::A,аҟьашь,kirli
673,reif::A,Арҭ,olgun
674,reif::A,аҟала,olgun
675,reif::A,иҟалахьоу,olgun
676,lecker::A,ахаа,lezzetli
677,süß::A,азла,tatlı
678,süß::A,азла,şekerli
679,bitter::A,аша,acı
680,sauer::A,аҵəҵəы,ekşi
681,hell::A,алаша,aydınlık
682,dunkel::A,алашьца,karanlık
683,schwarz::A,аиқуаҵәа,kara
684,schwarz::A,аиқуаҵәа,siyah
685,weiß::A,ашкəакəа,ak
686,weiß::A,ашкəакəа,beyaz
687,rot::A,аҟаҧшь,kırmızı
688,gelb::A,аҩеижь,sarı
689,blau::A,аҽҵәа,mavi
690,grün::A,ашьацҧшҭəала,yeşil
691,grün::A,аеҵəа,yeşil
692,grau::A,ацəыш,boz
693,bunt::A,Аилыҕраа,renkli
694,bunt::A,аҕраҷкəын,renkli
695,billig::A,амариа,ucuz
696,teuer::A,амҩан,pahalı
697,wertvoll::A,кыр иаҕсоу,değerli
698,wertvoll::A,акыр иаҕсоу,değerli
699,blind::A,алашə,kör
700,taub::A,адагəа,sağır
701,kräftig::A,аӷəӷəа,dinç
702,kräftig::A,аӷəӷəа,kuvvetli
703,stark::A,абаҟа,güçlü
704,stark::A,абаҟа,kuvvetli
705,schwach::A,акəада,zayıf
706,schwach::A,акəада,güçsüz
707,fett::A,аҧсыла,şişman
708,schlank::A,акала,narin
709,schlank::A,акьалантар,narin
710,schlank::A,аиҿартə,narin
711,hübsch::A,аҧшӡа,güzel
712,hübsch::A,аҧшӡа,sevimli
713,böse::A,абааҧсы,kötü
714,dumm::A,агаӡа,aptal
715,faul::A,аашьа,tembel
716,fleißig::A,иҟубҷоу,çalışkan
717,geizig::A,акы,cimri
718,geizig::A,акаҷбеи,cimri
719,geizig::A,аҟəџьыр,cimri
720,klug::A,аҟəыш,zekî
721,klug::A,аҟəыш,akıllı
722,klug::A,аҟəыӷа,zekî
723,klug::A,аҟəыӷа,akıllı
724,geschickt::A,напҟазала,becerikli
725,lieb::A,алашара,sevimli
726,lustig::A,алах-ҿых,neşeli
727,lustig::A,игурҕьаччо,neşeli
728,lustig::A,агурҕьа,neşeli
729,lustig::A,агурҿыхага,neşeli
730,sanft::A,атата,nazik
731,sanft::A,аҟəымшəышə,nazik
732,sanft::A,ақьыҧш,nazik
733,hungrig::A,амлашь,aç
