,Concept_ID,ab,tr
1399,Jahr::N,,yıl
1400,Jahr::N,,sene
1401,dünn::A,,ince
1402,roh::A,,çiğ
1403,durch::PRP,,sayesinde
1404,durch::PRP,,ortasından
1405,was::FPRN,,ne
1406,rauschen::V,,fışırdamak
1407,zu sehen sein::V,,görünmek
1408,wenden::V,,çevirmek
1409,ergreifen::V,,tutmak
1410,ergreifen::V,,yakalamak
1411,bewahren::V,,korumak
1412,wünschen::V,,kutlamak
1413,wiegen::V,,sallamak
1414,treten::V,,tepmek
1415,kehren::V,,süpürmek
1416,malen::V,,resmini yapmak
1417,zeichnen::V,,çizmek
1418,schreiben::V,,yazmak
1419,beherrschen::V,,hâkim olmak
