,Concept_ID,myv,ar
67,Himmel::N,менель,سماء
68,Sonne::N,чи,شمس
69,Mond::N,ков,قمر
70,Stern::N,теште,نجم
71,Stern::N,теште,كوكب
72,Luft::N,кошт,هواء
73,Wind::N,варма,ريح
74,Welle::N,толкун,موجة
75,Wasser::N,ведь,ماء
76,Stein::N,кев,حجر
77,Boden::N,мода,تراب
78,Erde::N,мастор,أرض
79,Staub::N,пуль,غبار
80,Rauch::N,качамо,دخان
81,Funke::N,сятко,شرارة
82,Feuer::N,тол,نار
83,Licht::N,валдо,نور
84,Licht::N,валдо,ضوء
85,Schatten::N,сулей,ظل
86,Schatten::N,сулей,فيء
87,Schatten::N,сулейкс,ظل
88,Schatten::N,сулейкс,فيء
89,Wetter::N,ушо,جو
90,Wetter::N,ушо,طقس
91,Nebel::N,сув,ضباب
92,Wolke::N,пель,غيمة
93,Wolke::N,пель,سحابة
94,Regen::N,пиземс,مطر
95,Schnee::N,лов,ثلج
96,Eis::N,эй,جليد
97,Frost::N,кельме,صقيع
98,Kälte::N,якшамо,برد
99,Hitze::N,пси,حر
100,Hitze::N,пси,حرارة
101,Raureif::N,лекш,صقيع
102,Regenbogen::N,пурьгинечирьке,قوس قزح
103,Regenbogen::N,пурьгинеёнкс,قوس قزح
104,Donner::N,пурьгине,رعد
105,Strömung::N,чудема,تيار
106,Strömung::N,чудевкс,تيار
107,Tropfen::N,петнявкс,قطرة
108,Schaum::N,чов,زبد
109,Schaum::N,чов,رغوة
110,Schmutz::N,рудаз,وسخ
111,See::N,эрьке,بحيرة
112,Sumpf::N,чей,مستنقع
113,Moor::N,чей,مستنقع
114,Wiese::N,луга,مرج
115,Wald::N,вирь,غابة
116,Hügel::N,губорь,تل
117,Hügel::N,пандыне,تل
118,Anhöhe::N,губорь,تل
119,Anhöhe::N,пандыне,تل
120,Berg::N,пандо,جبل
121,Gipfel::N,пря,قمة
122,Höhle::N,пещера,كهف
123,Abhang::N,пандочама,منحدر
124,Quelle::N,ушодкс,منبع
125,Bach::N,чудикерькс,مجرى
126,Fluss::N,лей,نهر
127,Ufer::N,чире,ضفة
128,Küste::N,лейчире,ساحل
129,Festland::N,мода,بر
130,Meer::N,моря,بحر
131,Bucht::N,усия,خليج
132,Insel::N,усия,جزيرة
133,Blume::N,цеця,زهرة
134,Gras::N,тикше,حشيش
135,Wurzel::N,юр,أصل
136,Wurzel::N,ундокс,أصل
137,Baum::N,чувто,شجرة
138,Stamm::N,рунго,جذع
139,Rinde::N,суд,قشرة
140,Rinde::N,керь,قشرة
141,Ast::N,морго,فرع
142,Zweig::N,тарад,غصن
143,Blatt::N,лопа,ورقة
144,Birke::N,килей,قضبان
145,Kiefer[Baum]::N,пиче,صنوبرة
146,Weide[Baum]::N,каль,صفصاف
147,Tanne::N,куз,شوح
148,Tanne::N,куз,تبوب
149,Horn::N,сюро,قرن
150,Feder::N,толга,ريشة
151,Fell::N,пона,فرو
152,Flügel::N,сёлмо,جناح
153,Klaue::N,кенже,مخلب
154,Kralle::N,кенже,مخلب
155,Schwanz::N,пуло,ذيل
156,Ei::N,ал,بيض
157,Nest::N,пизэ,عش
158,Bau::N,варя,جحر
159,Bau::N,пизе,جحر
160,Tier::N,ракша,حيوان
161,Herde::N,стада,قطيع
162,Kuh::N,скал,بقرة
163,Bulle::N,бука,ثور
164,Pferd::N,лишме,خيل
165,Schaf::N,реве,شاة
166,Schwein::N,туво,خنزير
167,Hund::N,пине,كلب
168,Hund::N,киска,كلب
169,Katze::N,псака,قطة
170,Bär::N,овто,دب
171,Eichhörnchen::N,ур,سنجاب
172,Elch::N,сярдо,موظ
173,Fuchs::N,ривезь,ثعلب
174,Hase::N,нумоло,أرنب
175,Maus::N,чеерь,فأرة
176,Wolf::N,верьгиз,ذئب
177,Vogel::N,нармунь,طير
178,Schwarm::N,полк,سرب
179,Schwarm::N,стада,سرب
180,Huhn::N,сараз,دجاجة
181,Hahn::N,атякш,ديك
182,Gans::N,гала,وزة
183,Gans::N,мацей,وزة
184,Adler::N,куцькан,نسر
185,Adler::N,тумоатякш,نسر
186,Ente::N,яксярго,بطة
187,Eule::N,корж,بوم
188,Kranich::N,карго,كركي
189,Krähe::N,варака,غراب
190,Kuckuck::N,куко,وقواق
191,Schwan::N,локсей,إوز عراقي
192,Fisch::N,кал,سمك
193,Barsch::N,окунь,فرخ أوربي
194,Hecht::N,щука,سمك الكراكي
195,Schlange[Tier]::N,гуй,حية
196,Schlange[Tier]::N,гуй,ثعبان
197,Wurm::N,сукс,دودة
198,Spinne::N,шанжав,عنكبوت
199,Ameise::N,коткудав,نملة
200,Laus::N,сий,قملة
201,Mücke::N,сеське,ناموسة
202,Fliege::N,карво,ذبابة
203,Schmetterling::N,нимиляв,فراشة
204,Beere::N,умарь,حبة
205,Apfel::N,умарь,تفاح
206,Pilz::N,панго,فطر
207,Zwiebel::N,чурька,بصل
208,Saat::N,видьметь,زرع
209,Korn::N,сюро,حبة
210,Heu::N,тикше,دريس
211,Schale::N,кедь,قشرة
212,Schale::N,ваткавкс,قشرة
213,Grube::N,латко,نقرة
214,Falle::N,тувор,فخ
215,Falle::N,тувор,مصيدة
216,Falle::N,кундамка,فخ
217,Falle::N,кундамка,مصيدة
218,Schlinge::N,килькш,عروة
219,Spur::N,челькс,أثر
220,Spur::N,пильгеки,أثر
221,Asche::N,кулов,رماد
222,Dreck::N,рудаз,قذر
223,Eisen::N,кшни,حديد
224,Gold::N,сырне,ذهب
225,Silber::N,сия,فضة
226,Kohle::N,сэдь,فحم
227,Kohle::N,уголия,فحم
228,Glas::N,сулика,زجاج
229,Lehm::N,сёвонь,طين
230,Sand::N,човар,رمل
231,Mensch::N,ломань,إنسان
232,Mann::N,аля,رجل
233,Mann::N,цёраломань,رجل
234,Frau::N,ава,امرأة
235,Kind::N,эйкакш,طفل
236,Junge::N,цёрыне,ولد
237,Mädchen::N,тейтерне,بنت
238,Familie::N,семия,عائلة
239,Großvater::N,покштя,جد
240,Großmutter::N,баба,جدة
241,Eltern::N,тетят-ават,أبوان
242,Eltern::N,тетят-ават,والدان
243,Vater::N,тетя,أب
244,Mutter::N,ава,أم
245,Sohn::N,цёра,إبن
246,Tochter::N,тейтерь,بنت
247,Tochter::N,тейтерь,إبنة
248,Bruder::N,леля,أخ
249,Bruder::N,леля,شقيق
250,Bruder::N,ялакс,أخ
251,Bruder::N,ялакс,شقيق
252,Schwester::N,сазор,أخت
253,Onkel::N,леля,عم
254,Tante::N,патя,عمة
255,Ehemann::N,мирде,زوج
256,Ehefrau::N,ни,زوجة
257,Freude::N,кеняркс,فرح
258,Freude::N,кеняркс,سرور
259,Gelächter::N,ракамо,قهقهة
260,Gelächter::N,пейдема,قهقهة
261,Glück::N,уцяска,سعادة
262,Kummer::N,рискс,غم
263,Kummer::N,мелявкс,غم
264,Wunsch::N,мель,منية
265,Wunsch::N,бажамо,منية
266,Lust::N,бажамо,شهوة
267,Geist::N,ойме,روح
268,Gedanke::N,мель,فكرة
269,Gedächtnis::N,мель,ذاكرة
270,Verstand::N,прев,عقل
271,Sinn::N,толк,معنى
272,Sinn::N,смысла,معنى
273,Grund::N,тувтал,سبب
274,Wahrheit::N,видечи,حقيقة
275,Gespräch::N,кортнема,محادثة
276,Märchen::N,ёвкс,خرافة
277,Erzählung::N,ёвтнема,قصة
278,Erzählung::N,ёвтнема,حكاية
279,Nachricht::N,куля,خبر
280,Neuigkeit::N,куля,خبر جديد
281,Name::N,лем,اسم
282,Rätsel::N,содамоёвкс,لغز
283,Rede::N,кортамо,خطبة
284,Sprache::N,кель,لغة
285,Stimme::N,ваигель,صوت
286,Wort::N,вал,كلمة
287,Zeichen::N,теште,رمز
288,Zeichen::N,теште,إشارة
289,Ruf::N,тердема,نداء
290,Lärm::N,шалнома,صخب
291,Lärm::N,шалнома,ضجة
292,Laut::N,вайгель,صوت
293,Ton::N,гайнема,نغمة
294,Lied::N,моро,أغنية
295,Ruhe::N,оймамо,هدوء
296,Leute::N,ломанть,ناس
297,Volk::N,народ,شعب
298,Arbeit::N,тев,عمل
299,Gast::N,инже,ضيف
300,Geschenk::N,казне,هدية
301,Spiel::N,налксема,لعب
302,Gesellschaft::N,община,صحبة
303,Hilfe::N,лездамо,عون
304,Hilfe::N,лездамо,مساعدة
305,Freund::N,оя,صديق
306,Freund::N,ялга,صديق
307,Kamerad::N,оя,زميل
308,Kamerad::N,ялга,زميل
309,Angelegenheit::N,тев,أمر
310,Angelegenheit::N,тев,شأن
311,Anzahl::N,ламоксчи,عدد
312,Art::N,вид,نوع
313,Stück::N,пакш,قطعة
314,Stück::N,пелькс,قطعة
315,Teil::N,часть,قسم
316,Teil::N,пелькс,قسم
317,Hälfte::N,пель,نصف
318,Hälfte::N,пелькс,نصف
319,Kreis::N,кирькс,دائرة
320,Kreuz::N,крёст,صليب
321,Linie::N,кикс,خط
322,Strich::N,межа,شرطة
323,Abstand::N,ютко,مسافة
324,Entfernung::N,ютко,بعد
325,Gegend::N,тарка,ناحية
326,Gegend::N,пертьпелькс,ناحية
327,Platz::N,васолкс,فراغ
328,Ort::N,тарка,مكان
329,Seite::N,ён,جانب
330,Seite::N,чире,جانب
331,Mitte::N,куншка,وسط
332,Gegenstand::N,предмет,موضوع
333,Sache::N,тев,شيء
334,Sache::N,веща,شيء
335,Rand::N,пе,حافة
336,Rand::N,чире,حافة
337,Kante::N,ирдез,حافة
338,Ecke::N,ужо,ركن
339,Spitze::N,пряне,سن
340,Spitze::N,пе,سن
341,Ende::N,пе,طرف
342,Loch::N,варя,ثقب
343,Winkel::N,ужо,زاوية
344,Muster::N,сёрма,عينة
345,Größe::N,сэрь,حجم
346,Größe::N,покшолма,حجم
347,Länge::N,кувалмо,طول
348,Höhe::N,сэрь,علو
349,Höhe::N,сэрь,ارتفاع
350,Höhe::N,пандо,علو
351,Höhe::N,пандо,ارتفاع
352,Gewicht::N,сталмо,وزن
353,Menge::N,лововкс,كمية
354,Haufen::N,мар,كوم
355,Haufen::N,валявкс,كوم
356,Reihe::N,ряд,صف
357,Boot::N,венч,قارب
358,Boot::N,венч,زورق
359,Ruder::N,милё,مجذاف
360,Schlitten::N,нурдт,مزلقة
361,Ski::N,сокс,زلاجة
362,Lagerfeuer::N,толбандя,نار المخيم
363,Last::N,сталмо,حمل
364,Last::N,кандома,حمل
365,Gang::N,молема,مشية
366,Gang::N,якамо,مشية
367,Schritt::N,эскелькс,خطوة
368,Norden::N,якшамо ёнкс,شمال
369,Süden::N,лембе ёнкс,جنوب
370,Westen::N,чивалгома,غرب
371,Osten::N,чилисема,شرق
372,Holz::N,чувто,خشب
373,Brett::N,лаз,لوح
374,Platte::N,плита,صفيحة
375,Stütze::N,неже,سند
376,Stütze::N,неже,دعامة
377,Stange::N,олга,عود
378,Stock::N,мандо,عصا
379,Stab::N,олога,قضيب
380,Rohr::N,турба,أنبوبة
381,Haus::N,кудо,دار
382,Haus::N,кудо,بيت
383,Heim::N,кудо,بيت
384,Heim::N,кудо,مسكن
385,Ofen::N,каштомо,مدفأة
386,Fußboden::N,киякс,أرضية
387,Tisch::N,столь,مائدة
388,Stuhl::N,стул,كرسي
389,Wiege::N,лавсь,مهد
390,Wiege::N,нурямот,مهد
391,Bett::N,ацамо,سرير
392,Regal::N,лався,رف
393,Regal::N,лавсяланго,رف
394,Kiste::N,горобия,صندوق
395,Kiste::N,сундук,صندوق
396,Fenster::N,вальма,شباك
397,Fenster::N,вальма,نافذة
398,Tür::N,кенкш,باب
399,Tor::N,ортат,بوابة
400,Zaun::N,пирявт,سياج
401,Zaun::N,пирвякс,سياج
402,Dach::N,кудопря,سطح
403,Leiter::N,кузтема,سلم
404,Besen::N,тенсть,مكنسة
405,Spaten::N,койме,مسحاة
406,Schaufel::N,кече,مجرفة
407,Schaufel::N,келей койме,مجرفة
408,Gabel::N,сянгине,شوكة
409,Löffel::N,пенч,ملعقة
410,Messer::N,пеель,سكين
411,Nagel::N,эске,مسمار
412,Netz::N,алтыма,شبكة
413,Haken::N,кечказ,خطاف
414,Haken::N,кечказ,صنارة
415,Griff::N,кедне,قبضة
416,Schloss::N,замок,قفل
417,Schloss::N,панжома,قفل
418,Bild::N,картина,صورة
419,Figur::N,рунго,تمثال
420,Puppe::N,няка,دمية
421,Beutel::N,кескав,كيس
422,Bündel::N,керькс,ربطة
423,Tasche::N,юдма,شنطة
424,Tasche::N,юдма,محفظة
425,Eimer::N,ведра,سطل
426,Eimer::N,ведра,جردل
427,Deckel::N,велькс,سداد
428,Geschirr::N,кедьге,أوان
429,Sack::N,кескав,زكيبة
430,Tasse::N,чакш,فنجان
431,Topf::N,кастрюля,قدر
432,Topf::N,кастрюля,طنجرة
433,Kessel::N,котёл,قدر
434,Kessel::N,котёл,غلاية
435,Essen::N,ярсамо,طعام
436,Nahrung::N,ярсамопель,غذاء
437,Speise::N,ярсамопель,أكل
438,Fleisch::N,сывель,لحم
439,Getreide::N,сюро,حبوب
440,Brei::N,каша,عصيدة
441,Brot::N,кши,خبز
442,Scheibe::N,кочом,شريحة
443,Scheibe::N,сускомо,شريحة
444,Fett::N,куя,سمن
445,Butter::N,ой,زبدة
446,Öl::N,ой,زيت
447,Salz::N,сал,ملح
448,Suppe::N,ям,حساء
449,Suppe::N,ям,شربة
450,Honig::N,медь,عسل
451,Milch::N,ловсо,حليب
452,Tee::N,чай,شاي
453,Leder::N,киське,جلد
454,Wolle::N,пона,صوف
455,Stoff::N,коцт,قماش
456,Nadel::N,салмукс,إبرة
457,Faden::N,суре,خيط
458,Knopf::N,пов,زر
459,Knoten::N,сюлмо,عقدة
460,Farbe::N,артомапель,صبغة
461,Kleidung::N,оршамот,ملابس
462,Hemd::N,панар,قميص
463,Kragen::N,сиве,ياقة
464,Ärmel::N,ожа,كم
465,Hose::N,понкст,سروال
466,Hose::N,понкст,بنطلون
467,Gürtel::N,каркс,حزام
468,Mütze::N,чапка,طاقية
469,Schuh::N,туфля,حذاء
470,Stiefel::N,кем,جزمة
471,Stiefel::N,кем,حذاء طويل
472,Ring::N,суркс,حلقة
473,Band::N,лента,شريط
474,Kamm::N,сурсеме,مشط
475,Spiegel::N,чавачамо,مرآة
476,Riemen::N,кшнань каркс,سير
477,Schnur::N,пикс,حبل
478,Schnur::N,пикс,دوبارة
479,Leine::N,ведьме,قيد
480,Decke::N,вельтямо,بطانية
481,Kissen::N,тодов,وسادة
482,Tuch::N,паця,منديل
483,Handtuch::N,нардамо,فوطة
484,Handtuch::N,нардамо,منشفة
485,Kraft::N,вий,قدرة
486,Stärke::N,виевчи,قوة
487,Gesundheit::N,шумбрачи,صحة
488,Krankheit::N,орма,مرض
489,Krankheit::N,сэредема,مرض
490,Schmerz::N,сэредькс,ألم
491,Schmerz::N,сэредькс,وجع
492,Wunde::N,керявкс,جرح
493,Fieber::N,маштыкс,حمى
494,Arznei::N,ормаменькс,دواء
495,Brücke::N,сэдь,جسر
496,Brücke::N,мадамо,جسر
497,Brunnen::N,лисьма,بئر
498,Weide::N,ракшань ванома тарка,مرعى
499,Pfad::N,ян,درب
500,Weg::N,ки,سكة
501,Straße::N,ки,طريق
502,Dorf::N,веле,قرية
503,Stadt::N,ош,مدينة
504,Brief::N,сёрма,خطاب
505,Brief::N,сёрма,مكتوب
506,Buch::N,книга,كتاب
507,Buchstabe::N,буква,حرف
508,Zeitung::N,газета,جريدة
509,Leben::N,эрямо,عيش
510,Leben::N,эрямо,حياة
511,Tod::N,кулома,موت
512,Tod::N,кулома,وفاة
513,Grab::N,калмо,قبر
514,Kirche::N,церькова,كنيسة
515,Sünde::N,чумочи,خطيئة
516,Gott::N,паз,إله
517,Arbeiter::N,робочей,عامل
518,Chef::N,прявт,رئيس
519,Meister::N,кол тевень тенця,أسطى
520,Arzt::N,врач,طبيب
521,Lehrer::N,учитель,مدرس
522,Lehrer::N,тонавтыця,مدرس
523,Geld::N,ярмак,نقود
524,Geschäft::N,ладязь тев,صفقة
525,Laden::N,лавка,دكان
526,Preis::N,питне,سعر
527,Ware::N,миевкс,بضاعة
528,Ware::N,рамавкс,بضاعة
529,Nutzen::N,паро,فائدة
530,Nutzen::N,лезэ,فائدة
531,Reichtum::N,сюпавчи,غنى
532,Reichtum::N,сюпавчи,ثروة
533,Welt::N,мир,عالم
534,Welt::N,мир,دنيا
535,Welt::N,мастор ланго,عالم
536,Welt::N,мастор ланго,دنيا
537,Land::N,мастор,بلد
538,Staat::N,государства,دولة
539,König::N,король,ملك
540,Macht::N,азорксчи,سلطة
541,Grenze::N,буен тешкс,حدود
542,Krieg::N,война,حرب
543,Feind::N,душман,عدو
544,Gewalt::N,нарьгамо,عنف
545,Kampf::N,тюрема,قتال
546,Bogen[Waffe]::N,нал,قوس
547,Pfeil::N,нал,سهم
548,Gewehr::N,ружия,بندقية
549,Gewehr::N,винтовка,بندقية
550,Fehler::N,ильведькс,خطأ
551,Fehler::N,ильведевкс,خطأ
552,Lüge::N,манчема,كذب
553,Lüge::N,кенгелема,كذب
554,Schaden::N,зыян,تلف
555,Unglück::N,зыян,نحس
556,Schuld::N,чумочи,ذنب
557,Alter::N,шка,سن
558,Alter::N,шка,عمر
559,Schluss::N,пе,ختام
560,Schluss::N,пе,نهاية
561,Zeit::N,шка,وقت
562,Zeit::N,пинге,وقت
563,Tag::N,чи,يوم
564,Morgen::N,валске,صباح
565,Mittag::N,чикуншка,ظهر
566,Abend::N,чокшнэ,مساء
567,Nacht::N,ве,ليلة
568,Woche::N,недля,أسبوع
569,Monat::N,ков,شهر
570,Jahr::N,ие,عام
571,Jahr::N,ие,سنة
572,Frühling::N,тундо,ربيع
573,Sommer::N,кизэ,صيف
574,Herbst::N,сёксь,خريف
575,Winter::N,теле,شتاء
576,Januar::N,якшамков,يناير
577,Januar::N,якшамков,كانون الثاني
578,Februar::N,февраль,شباط
579,Februar::N,февраль,فبراير
580,März::N,март,آذار
581,März::N,март,مارس
582,April::N,апрель,نيسان
583,Mai::N,май,مايو
584,Juni::N,июнь,يونيو
585,Juni::N,июнь,حزيران
586,Juli::N,июль,تموز
587,Juli::N,июль,يوليو
588,August::N,август,آب
589,August::N,август,أغسطس
590,September::N,сентября,أيلول
591,September::N,сентября,سبتمبر
592,Oktober::N,октября,أكتوبر
593,Oktober::N,октября,تشرين الأول
594,November::N,ноября,نوفمبر
595,November::N,ноября,تشرين الثاني
596,Dezember::N,декабря,ديسمبر
597,Dezember::N,декабря,كانون الأول
598,Montag::N,пондельник,يوم الاثنين
599,Dienstag::N,овторник,يوم الثلاثاء
600,Mittwoch::N,серёда,يوم الأربعاء
601,Donnerstag::N,цетьверьг,يوم الخميس
602,Freitag::N,пеця,يوم الجمعة
603,Samstag::N,субута,يوم السبت
604,Samstag::N,шлямочи,يوم السبت
605,Sonntag::N,недлячи,يوم الأحد
606,groß::A,ине,كبير
607,groß::A,покш,كبير
608,klein::A,вишка,صغير
609,lang::A,кувака,طويل
610,kurz::A,нурькине,قصير
611,breit::A,келей,واسع
612,schmal::A,теине,ضيق
613,dicht::A,тусто,كث
614,dicht::A,тусто,كثيف
615,dick[Gegenstand]::A,эчке,غليظ
616,dünn::A,човине,رفيع
617,fein::A,човине,رقيق
618,fest::A,кеме,متين
619,flach::A,лапужа,سهل
620,flach::A,лапужа,منبسط
621,glatt::A,валаня,ناعم
622,hart::A,калгодо,صلب
623,hart::A,калгодо,جامد
624,weich::A,чевте,لين
625,rund::A,кеверь,مستدير
626,spitz::A,пшти,مدبب
627,scharf::A,пшти,حاد
628,stumpf::A,ношка,ثالم
629,schwer::A,стака,ثقيل
630,schön::A,мазый,جميل
631,heiß::A,пси,حار
632,heiß::A,пси,ساخن
633,warm::A,лембе,دافئ
634,kalt::A,якшамо,بارد
635,kühl::A,экше,قر
636,frisch::A,свежа,طازج
637,feucht::A,летьке,رطب
638,nass::A,начко,مبلول
639,trocken::A,коське,جاف
640,voll::A,пешксе,ملء
641,leer::A,чаво,خال
642,leer::A,чаво,فارغ
643,offen::A,панжадо,مفتوح
644,offen::A,виде,مفتوح
645,geschlossen::A,пекстазь,مغلق
646,geschlossen::A,сёлгозь,مغلق
647,sauber::A,ванькс,نظيف
648,schmutzig::A,ливезев,قذر
649,roh::A,верек,نيء
650,reif::A,кенерезь,ناضج
651,lecker::A,тантей,لذيذ
652,süß::A,ламбамо,حلو
653,bitter::A,сэпей,مر
654,sauer::A,чапамо,حامض
655,hell::A,валдо,نير
656,dunkel::A,чопода,مظلم
657,schwarz::A,раужо,أسود
658,weiß::A,ашо,أبيض
659,rot::A,якстере,أحمر
660,gelb::A,ожо,أصفر
661,blau::A,сэнь,أزرق
662,grün::A,пиже,أخضر
663,grau::A,шержев,رمادي
664,bunt::A,сёрмав,ملوب
665,billig::A,аволь питней,رخيص
666,teuer::A,питней,غال
667,wertvoll::A,питней,ثمين
668,blind::A,сокор,أعمى
669,taub::A,амариця,أصم
670,taub::A,амариця,أطرش
671,kräftig::A,пек виев,قوي
672,stark::A,виев,قوي
673,schwach::A,лавшо,ضعيف
674,fett::A,куя,سمين
675,schlank::A,виде ронга,أهيف
676,hübsch::A,мазый,جميل
677,böse::A,кежей,رديء
678,dumm::A,чавола,أبله
679,dumm::A,чавола,أحمق
680,dumm::A,превтеме,أبله
681,dumm::A,превтеме,أحمق
682,faul::A,нузякс,كسلان
683,fleißig::A,мелень путыця,مجتهد
684,geizig::A,скупой,بخيل
685,klug::A,превей,ذكي
686,klug::A,превей,عاقل
687,geschickt::A,маштозь теезь,ماهر
688,lieb::A,вадря,عزيز
689,lustig::A,весёла,مرح
690,sanft::A,сэтьме,حليم
691,hungrig::A,вачо,جائع
692,krank::A,сэредиця,مريض
693,nackt::A,штапо,عار
694,traurig::A,нусманя,حزين
695,lebendig::A,эриця,حي
696,gut::A,паро,جيد
697,schlecht::A,берянь,سيء
698,richtig::A,виде,صحيح
699,schlimm::A,берянь,خبيث
700,wahr::A,алкуксонь,حق
701,alt::A,ташто,قديم
702,neu::A,од,جديد
703,ehemalig::A,икелень,سابق
704,alt[Lebewesen]::A,сыре,مسن
705,jung::A,од,شاب
706,jung::A,од,صغير
707,arm::A,кажов,فقير
708,reich::A,сюпав,غني
709,bekannt::A,содавикс,معلوم
710,berühmt::A,содавикс,مشهور
711,fremd::A,лия,أجنبي
712,fremd::A,асодавикс,أجنبي
713,verschieden::A,эрьва,مختلف
714,nah::A,а васолонь,قريب
715,fern::A,умонь,بعيد
716,fern::A,кезэрень,بعيد
717,linker::A,керш,يسار
718,rechter::A,вить,يمين
719,anderer::A,лия,آخر
720,erster::A,васень,أول
721,erster::A,васенце,أول
722,zweiter::A,омбоце,ثان
723,dritter::A,колмоце,ثالث
724,letzter::A,меельце,أخير
725,allein::ADV,башка,وحده
726,allein::ADV,ськамонзо,وحده
727,auf einmal::ADV,вейсэ,بالمرة
728,zusammen::ADV,вейс,معا
729,zusammen::ADV,вейсэ,معا
730,lange::ADV,кувать,مدة طويلة
731,plötzlich::ADV,апак учо,فجأة
732,sofort::ADV,курок,حالا
733,sofort::ADV,курок,فورا
734,sofort::ADV,нейке,حالا
735,sofort::ADV,нейке,فورا
736,später::ADV,мейле,فيما بعد
737,jetzt::ADV,ней,الآن
738,jetzt::ADV,ней,حاليا
739,heute::ADV,течи,اليوم
740,morgen::ADV,ванды,غدا
741,bald::ADV,курок,قريبا
742,dann::ADV,мейле,ثم
743,dann::ADV,седе мейле,ثم
744,gestern::ADV,исяк,أمس
745,gestern::ADV,исяк,البارحة
746,einst::ADV,весть,قديما
747,einst::ADV,зярдо-бути,قديما
748,damals::ADV,сестэ,حينئذ
749,danach::ADV,мейле,ثم
750,danach::ADV,мейле,بعد ذلك
751,danach::ADV,седе мейле,ثم
752,danach::ADV,седе мейле,بعد ذلك
753,vorher::ADV,васняяк,من قبل
754,vorher::ADV,васняяк,قبل ذلك
755,zuerst::ADV,васня,أولا
756,einmal::ADV,весть,مرة
757,manchmal::ADV,лиясто,أحيانا
758,oft::ADV,сеетьстэ,كثيرا
759,immer::ADV,свал,دائما
760,niemals::ADV,а зярдояк,لا أبدا
761,hier::ADV,тесэ,هنا
762,hierhin::ADV,тей,إلى هنا
763,von hier::ADV,тестэ,من هنا
764,dort::ADV,тосо,هناك
765,dorthin::ADV,тов,إلى هناك
766,geradeaus::ADV,витьстэ,إلى الأمام
767,vorwärts::ADV,икелев,إلى الأمام
768,rückwärts::ADV,мекев,إلى الوراء
769,zurück::ADV,мекев,عودا
770,zurück::ADV,мекев,إلى الخلف
771,unten::ADV,ало,تحت
772,unten::ADV,ало,في الأسفل
773,hinab::ADV,алов,إلى تحت
774,oben::ADV,вере,فوق
775,oben::ADV,вере,في الأعلى
776,hinauf::ADV,верев,إلى فوق
777,hinauf::ADV,верев,إلى الأعلى
778,überall::ADV,эрьва косо,في كل مكان
779,nicht::ADV,а,لا
780,nicht::ADV,а,لم
781,ein wenig::ADV,аламошка,قليلا
782,kaum::ADV,ансяк,كاد لا
783,sehr::ADV,пек,جدا
784,sehr::ADV,пек,كثيرا
785,sehr::ADV,вельть,جدا
786,sehr::ADV,вельть,كثيرا
787,so::ADV,истя,كذا
788,so::ADV,истя,كذلك
789,noch::ADV,таго,ما زال
790,nur::ADV,ансяк,فقط
791,schon::ADV,уш,قد
792,wieder::ADV,таго,من جديد
793,wieder::ADV,таго,مرة أخرى
794,vergebens::ADV,стяко,عبثا
