,Concept_ID,cy,uk
209,Asche::N,lludw,попіл
210,Dreck::N,baw,бруд
211,Dreck::N,budreddi,бруд
212,Eisen::N,haearn,залізо
213,Gold::N,aur,золото
214,Silber::N,arian,срібло
215,Kohle::N,glo,вугілля
216,Glas::N,gwydr,скло
217,Lehm::N,clai,глина
218,Sand::N,tywod,пісок
219,Mensch::N,dyn,людина
220,Mann::N,dyn,чоловік
221,Frau::N,merch,жінка
222,Frau::N,gwraig,жінка
223,Kind::N,plentyn,дитина
224,Junge::N,hogyn,хлопець
225,Junge::N,bachgen,хлопець
226,Mädchen::N,merch,дівчина
227,Mädchen::N,geneth,дівчина
228,Familie::N,teulu,сім’я
229,Familie::N,teulu,родина
230,Familie::N,tylwyth,сім’я
231,Familie::N,tylwyth,родина
232,Großvater::N,taid,дідусь
233,Großvater::N,tad-cu,дідусь
234,Großmutter::N,nain,бабуся
235,Großmutter::N,mam-gu,бабуся
236,Eltern::N,rhieni,батьки
237,Vater::N,tad,батько
238,Mutter::N,mam,мати
239,Sohn::N,mab,син
240,Tochter::N,merch,дочка
241,Bruder::N,brawd,брат
242,Schwester::N,chwaer,сестра
243,Onkel::N,ewythr,дядько
244,Tante::N,modryb,тітка
245,Ehemann::N,gŵr,чоловік
246,Ehefrau::N,gwraig,жінка
247,Ehefrau::N,gwraig,дружина
248,Freude::N,gorfoledd,радощі
249,Gelächter::N,chwerthin,сміх
250,Glück::N,hapusrwydd,щастя
251,Kummer::N,galar,горе
252,Wunsch::N,dymuniad,бажання
253,Lust::N,chwant,бажання
254,Geist::N,ysbryd,дух
255,Gedanke::N,meddwl,думка
256,Gedächtnis::N,cof,пам’ять
257,Verstand::N,meddwl,розум
258,Sinn::N,ystyr,зміст
259,Sinn::N,ystyr,значення
260,Grund::N,achos,причина
261,Grund::N,rheswm,причина
262,Wahrheit::N,gwir,правда
263,Wahrheit::N,gwirionedd,правда
264,Gespräch::N,sgwrs,розмова
265,Märchen::N,chwedl werin,байка
266,Erzählung::N,stori,повість
267,Erzählung::N,stori,оповідання
268,Nachricht::N,neges,повідомлення
269,Neuigkeit::N,newydd,новина
270,Name::N,enw,ім’я
271,Rätsel::N,pos,загадка
272,Rede::N,araith,промова
273,Sprache::N,iaith,мова
274,Stimme::N,llais,голос
275,Wort::N,gair,слово
276,Zeichen::N,arwydd,знак
277,Ruf::N,galwad,оклик
278,Lärm::N,trwst,шум
279,Laut::N,sain,звук
280,Ton::N,tôn,тон
281,Lied::N,cân,пісня
282,Ruhe::N,tawelwch,спокій
283,Leute::N,pobl,люди
284,Volk::N,pobl,народ
285,Arbeit::N,gwaith,робота
286,Gast::N,gwestai,гість
287,Geschenk::N,rhodd,подарунок
288,Geschenk::N,anrheg,подарунок
289,Spiel::N,chwarae,гра
290,Gesellschaft::N,cwmni,товариство
291,Hilfe::N,cymorth,допомога
292,Freund::N,cyfaill,друг
293,Freund::N,cyfaill,приятель
294,Kamerad::N,cydymaith,товариш
295,Angelegenheit::N,pwnc,справа
296,Anzahl::N,cyfrif,число
297,Art::N,bath,рід
298,Stück::N,darn,кусок
299,Teil::N,rhan,частина
300,Hälfte::N,hanner,половина
301,Kreis::N,cylch,круг
302,Kreis::N,cylch,коло
303,Kreuz::N,croes,хрест
304,Linie::N,llinell,лінія
305,Strich::N,strôc,штрих
306,Strich::N,trawiad,штрих
307,Abstand::N,bwlch,проміжок
308,Abstand::N,pellter,проміжок
309,Entfernung::N,pellter,відстань
310,Gegend::N,cylch,місцевість
311,Platz::N,lle,площа
312,Ort::N,lle,місце
313,Seite::N,ochr,сторона
314,Mitte::N,canol,середина
315,Gegenstand::N,eitem,предмет
316,Sache::N,peth,річ
317,Rand::N,cwr,край
318,Rand::N,ymyl,край
319,Kante::N,min,ребро
320,Kante::N,ymyl,ребро
321,Ecke::N,cornel,ріг
322,Spitze::N,blaen,кінчик
323,Ende::N,pen,кінець
324,Loch::N,twll,діра
325,Winkel::N,congl,куток
326,Muster::N,patrwm,узор
327,Größe::N,maint,розмір
328,Größe::N,maintioli,розмір
329,Länge::N,hyd,довжина
330,Höhe::N,uchder,висота
331,Gewicht::N,pwysau,вага
332,Menge::N,swm,кількість
333,Menge::N,maint,кількість
334,Haufen::N,pentwr,купа
335,Reihe::N,rhes,ряд
336,Boot::N,cwch,човен
337,Ruder::N,rhwyf,весло
338,Schlitten::N,sled,сани
339,Schlitten::N,car llusg,сани
340,Ski::N,sgi,лижа
341,Lagerfeuer::N,coelcerth,вогнище
342,Last::N,llwyth,тягар
343,Last::N,llwyth,вантаж
344,Gang::N,tro,хід
345,Schritt::N,cam,крок
346,Norden::N,gogledd,північ
347,Süden::N,de,південь
348,Westen::N,gorllewin,захід
349,Osten::N,dwyrain,схід
350,Holz::N,pren,дрова
351,Brett::N,bwrdd,дошка
352,Brett::N,astell,дошка
353,Platte::N,llech,плита
354,Stütze::N,ateg,підпірка
355,Stütze::N,cynhalydd,підпірка
356,Stange::N,polyn,жердина
357,Stock::N,ffon,палиця
358,Stock::N,brigyn,палиця
359,Stab::N,ffon,палиця
360,Rohr::N,pibell,труба
361,Haus::N,tŷ,дім
362,Haus::N,tŷ,хата
363,Heim::N,cartref,житло
364,Ofen::N,stof,піч
365,Fußboden::N,llawr,підлога
366,Tisch::N,bwrdd,стіл
367,Stuhl::N,cadair,стілець
368,Wiege::N,crud,колиска
369,Bett::N,gwely,ліжко
370,Bett::N,gwely,постіль
371,Regal::N,silff,полиця
372,Kiste::N,bocs,ящик
373,Kiste::N,blwch,ящик
374,Fenster::N,ffenestr,вікно
375,Tür::N,drws,двері
376,Tor::N,porth,ворота
377,Zaun::N,ffens,паркан
378,Zaun::N,ffens,огорожа
379,Dach::N,to,дах
380,Leiter::N,ysgol,драбина
381,Besen::N,ysgub,мітла
382,Spaten::N,rhaw,заступ
383,Schaufel::N,rhaw,совок
384,Schaufel::N,rhaw,лопата
385,Gabel::N,fforc,виделка
386,Löffel::N,llwy,ложка
387,Messer::N,cyllell,ніж
388,Nagel::N,hoel,цвях
389,Netz::N,gwe,сіть
390,Netz::N,rhwyd,сіть
391,Haken::N,bach,крюк
392,Griff::N,carn,ручка
393,Griff::N,carn,держак
394,Schloss::N,clo,замок
395,Bild::N,llun,картина
396,Bild::N,pictiwr,картина
397,Figur::N,ffigur,фігура
398,Puppe::N,dol,лялька
399,Beutel::N,cwd,мішечок
400,Beutel::N,cwd,торбинка
401,Bündel::N,bwndel,в’язка
402,Bündel::N,coflaid,в’язка
403,Tasche::N,cod,сумка
404,Eimer::N,bwced,відро
405,Eimer::N,cunnog,відро
406,Deckel::N,caead,кришка
407,Geschirr::N,llestri,посуд
408,Sack::N,sach,мішок
409,Tasse::N,cwpan,чашка
410,Topf::N,pot,горщик
411,Topf::N,crochan,горщик
412,Kessel::N,tegell,котел
413,Essen::N,pryd o fwyd,їжа
414,Nahrung::N,bwyd,харч
415,Speise::N,saig,страва
416,Fleisch::N,cig,м’ясо
417,Getreide::N,ŷd,хліб
418,Getreide::N,ŷd,збіжжя
419,Getreide::N,llafur,хліб
420,Getreide::N,llafur,збіжжя
421,Brei::N,uwd,каша
422,Brot::N,bara,хліб
423,Scheibe::N,tafell,скибочка
424,Fett::N,saim,жир
425,Fett::N,braster,жир
426,Butter::N,ymenyn,масло
427,Öl::N,olew,олія
428,Salz::N,halen,сіль
429,Suppe::N,cawl,суп
430,Honig::N,mêl,мед
431,Milch::N,llaeth,молоко
432,Milch::N,llefrith,молоко
433,Tee::N,te,чай
434,Leder::N,lledr,шкіра
435,Wolle::N,gwlân,шерсть
436,Stoff::N,lliain,тканина
437,Stoff::N,brethyn,тканина
438,Nadel::N,nodwydd,голка
439,Faden::N,edau,нитка
440,Faden::N,edefyn,нитка
441,Knopf::N,botwm,ґудзик
442,Knoten::N,cwlwm,вузол
443,Farbe::N,paent,фарба
444,Kleidung::N,dillad,одяг
445,Kleidung::N,dillad,убрання
446,Kleidung::N,gwisgoedd,одяг
447,Kleidung::N,gwisgoedd,убрання
448,Hemd::N,crys,сорочка
449,Kragen::N,coler,комір
450,Ärmel::N,llawes,рукав
451,Hose::N,trowsus,брюки
452,Gürtel::N,gwregys,пояс
453,Mütze::N,cap,шапка
454,Schuh::N,esgid,ботинок
455,Stiefel::N,botasen,чобіт
456,Ring::N,modrwy,кільце
457,Band::N,rhuban,стрічка
458,Kamm::N,crib,гребінець
459,Spiegel::N,drych,дзеркало
460,Riemen::N,strap,ремінь
461,Schnur::N,llinyn,вірьовка
462,Leine::N,tennyn,шворка
463,Decke::N,blanced,ковдра
464,Decke::N,gwrthban,ковдра
465,Kissen::N,clustog,подушка
466,Kissen::N,gobennydd,подушка
467,Tuch::N,sgarff,хустка
468,Handtuch::N,tywel,рушник
469,Handtuch::N,lliain sychu,рушник
470,Kraft::N,grym,сила
471,Stärke::N,nerth,сила
472,Stärke::N,cryfder,сила
473,Gesundheit::N,iechyd,здоров’я
474,Krankheit::N,afiechyd,хвороба
475,Krankheit::N,anhwylder,хвороба
476,Schmerz::N,poen,біль
477,Schmerz::N,gwayw,біль
478,Wunde::N,clwyf,рана
479,Fieber::N,twymyn,гарячка
480,Arznei::N,meddyginiaeth,ліки
481,Brücke::N,pont,міст
482,Brunnen::N,ffynnon,колодязь
483,Weide::N,porfa,пасовище
484,Pfad::N,llwybr,стежка
485,Weg::N,ffordd,шлях
486,Weg::N,ffordd,дорога
487,Straße::N,heol,вулиця
488,Straße::N,ffordd,вулиця
489,Dorf::N,pentref,село
490,Stadt::N,tref,місто
491,Brief::N,llythyr,лист
492,Buch::N,llyfr,книга
493,Buch::N,llyfr,книжка
494,Buchstabe::N,llythyren,буква
495,Buchstabe::N,llythyren,літера
496,Zeitung::N,papur newydd,газета
497,Leben::N,bywyd,життя
498,Tod::N,marwolaeth,смерть
499,Grab::N,bedd,могила
500,Kirche::N,eglwys,церква
501,Sünde::N,pechod,гріх
502,Gott::N,duw,бог
503,Arbeiter::N,gweithiwr,робітник
504,Chef::N,pennaeth,хазяїн
505,Meister::N,meistr,умілець
506,Arzt::N,meddyg,лікар
507,Lehrer::N,athro,вчитель
508,Geld::N,pres,гроші
509,Geld::N,arian,гроші
510,Geschäft::N,busnes,заняття
511,Laden::N,siop,магазин
512,Laden::N,siop,крамниця
513,Preis::N,pris,ціна
514,Ware::N,nwydd,товар
515,Nutzen::N,elw,вигода
516,Nutzen::N,elw,користь
517,Nutzen::N,budd,вигода
518,Nutzen::N,budd,користь
519,Reichtum::N,cyfoeth,багатство
520,Welt::N,byd,світ
521,Land::N,gwlad,країна
522,Staat::N,gwladwriaeth,держава
523,König::N,brenin,король
524,Macht::N,grym,влада
525,Macht::N,awdurdod,влада
526,Grenze::N,ffin,кордон
527,Grenze::N,goror,кордон
528,Krieg::N,rhyfel,війна
529,Feind::N,gelyn,ворог
530,Gewalt::N,ffyrnigrwydd,насильство
531,Kampf::N,brwydr,бій
532,Kampf::N,brwydr,боротьба
533,Bogen[Waffe]::N,bwa,лук
534,Pfeil::N,saeth,стріла
535,Gewehr::N,dryll,рушниця
536,Gewehr::N,dryll,гвинтівка
537,Fehler::N,gwall,помилка
538,Fehler::N,camgymeriad,помилка
539,Lüge::N,celwydd,брехня
540,Lüge::N,anwiredd,брехня
541,Schaden::N,niwed,шкода
542,Schaden::N,niwed,збиток
543,Schaden::N,difrod,шкода
544,Schaden::N,difrod,збиток
545,Unglück::N,anffawd,нещастя
546,Schuld::N,bai,провина
547,Alter::N,oed,вік
548,Alter::N,oed,літа
549,Schluss::N,diwedd,кінець
550,Zeit::N,amser,час
551,Tag::N,dydd,день
552,Tag::N,diwrnod,день
553,Morgen::N,bore,ранок
554,Mittag::N,nawn,південь
555,Abend::N,noswaith,вечір
556,Nacht::N,nos,ніч
557,Woche::N,wythnos,тиждень
558,Monat::N,mis,місяць
559,Jahr::N,blwyddyn,рік
560,Frühling::N,gwanwyn,весна
561,Sommer::N,haf,літо
562,Herbst::N,hydref,осінь
563,Winter::N,gaeaf,зима
564,Januar::N,Ionawr,січень
565,Februar::N,Chwefror,лютий
566,März::N,Mawrth,березень
567,April::N,Ebrill,квітень
568,Mai::N,Mai,травень
569,Juni::N,Mehefin,червень
570,Juli::N,Gorffennaf,липень
571,August::N,Awst,серпень
572,September::N,Medi,вересень
573,Oktober::N,Hydref,жовтень
574,November::N,Tachwedd,листопад
575,Dezember::N,Rhagfyr,грудень
576,Montag::N,dydd Llun,понеділок
577,Dienstag::N,dydd Mawrth,вівторок
578,Mittwoch::N,dydd Mercher,середа
579,Donnerstag::N,dydd Iau,четвер
580,Freitag::N,dydd Gwener,п’ятниця
581,Samstag::N,dydd Sadwrn,субота
582,Sonntag::N,dydd Sul,неділя
583,groß::A,mawr,великий
584,klein::A,bach,малий
585,klein::A,bach,маленький
586,lang::A,hir,довгий
587,kurz::A,byr,короткий
588,kurz::A,cwta,короткий
589,breit::A,llydan,широкий
590,schmal::A,cul,вузький
591,dicht::A,dwys,густий
592,dick[Gegenstand]::A,trwchus,товстий
593,dünn::A,tenau,тонкий
594,fein::A,main,дрібний
595,fest::A,cadarn,міцний
596,flach::A,gwastad,плоский
597,glatt::A,llyfn,рівний
598,glatt::A,llyfn,гладенький
599,hart::A,caled,твердий
600,weich::A,meddal,м’який
601,rund::A,crwn,круглий
602,spitz::A,pigfain,гострокінцевий
603,scharf::A,miniog,гострий
604,stumpf::A,pŵl,тупий
605,schwer::A,trwm,важкий
606,schön::A,teg,вродливий
607,schön::A,hardd,вродливий
608,schön::A,prydferth,вродливий
609,heiß::A,poeth,жаркий
610,heiß::A,poeth,гарячий
611,warm::A,twym,теплий
612,warm::A,cynnes,теплий
613,kalt::A,oer,холодний
614,kühl::A,oeraidd,прохолодний
615,frisch::A,iach,свіжий
616,feucht::A,llaith,вогкий
617,nass::A,gwlyb,мокрий
618,trocken::A,sych,сухий
619,voll::A,llawn,повний
620,leer::A,gwag,пустий
621,offen::A,agored,відкритий
622,geschlossen::A,caead,закритий
623,geschlossen::A,caead,зачинений
624,geschlossen::A,caeëdig,закритий
625,geschlossen::A,caeëdig,зачинений
626,sauber::A,glân,чистий
627,sauber::A,glân,охайний
628,schmutzig::A,budr,брудний
629,schmutzig::A,brwnt,брудний
630,roh::A,amrwd,сирий
631,reif::A,aeddfed,зрілий
632,lecker::A,blasus,смачний
633,lecker::A,danteithiol,смачний
634,süß::A,melys,солодкий
635,bitter::A,chwerw,гіркий
636,sauer::A,sur,кислий
637,hell::A,disglair,світлий
638,dunkel::A,tywyll,темний
639,schwarz::A,du,чорний
640,weiß::A,gwyn,сивий
641,rot::A,coch,червоний
642,gelb::A,melyn,жовтий
643,blau::A,glas,синій
644,grün::A,gwyrdd,зелений
645,grau::A,llwyd,сірий
646,bunt::A,lliwgar,барвистий
647,billig::A,rhad,дешевий
648,teuer::A,drud,дорогий
649,wertvoll::A,gwerthfawr,цінний
650,blind::A,dall,сліпий
651,taub::A,byddar,глухий
652,kräftig::A,nerthol,могутній
653,kräftig::A,grymus,могутній
654,stark::A,cryf,сильний
655,stark::A,cadarn,сильний
656,schwach::A,gwan,слабкий
657,fett::A,tew,жирний
658,fett::A,tew,товстий
659,schlank::A,main,тонкий
660,schlank::A,main,стрункий
661,hübsch::A,tlws,чарівний
662,böse::A,drwg,злий
663,böse::A,drwg,лихий
664,dumm::A,twp,дурний
665,faul::A,diog,ледачий
666,fleißig::A,dyfal,старанний
667,geizig::A,crintach,скупий
668,geizig::A,cybyddlyd,скупий
669,klug::A,deallus,мудрий
670,klug::A,deallus,розумний
671,geschickt::A,medrus,умілий
672,geschickt::A,deheuig,умілий
673,lieb::A,hoff,милий
674,lieb::A,annwyl,милий
675,lustig::A,llon,веселий
676,sanft::A,mwyn,лагідний
677,hungrig::A,newynog,голодний
678,krank::A,sâl,слабий
679,krank::A,gwael,слабий
680,nackt::A,noeth,голий
681,traurig::A,trist,сумний
682,lebendig::A,yn fyw,живий
683,gut::A,da,добрий
684,schlecht::A,drwg,поганий
685,schlecht::A,drwg,кепський
686,schlecht::A,gwael,поганий
687,schlecht::A,gwael,кепський
688,richtig::A,cywir,правильний
689,schlimm::A,enbyd,бридкий
690,wahr::A,gwir,справжній
691,alt::A,hen,старий
692,neu::A,newydd,новий
693,ehemalig::A,blaenorol,колишній
694,alt[Lebewesen]::A,oedrannus,старий
695,jung::A,ifanc,молодий
696,arm::A,tlawd,бідний
697,reich::A,cyfoethog,багатий
698,bekannt::A,cynefin,знайомий
699,bekannt::A,cyfarwydd,знайомий
700,berühmt::A,enwog,славетний
701,fremd::A,estron,чужий
702,verschieden::A,gwahanol,різний
703,nah::A,agos,близький
704,fern::A,pell,далекий
705,linker::A,aswy,лівий
706,linker::A,chwith,лівий
707,rechter::A,de,правий
708,rechter::A,deau,правий
709,anderer::A,arall,інакший
710,erster::A,cyntaf,перший
711,zweiter::A,ail,другий
712,dritter::A,trydydd,третій
713,letzter::A,olaf,останній
714,allein::ADV,unig,сам
715,allein::ADV,unig,один
716,allein::ADV,ar ei ben ei hun,сам
717,allein::ADV,ar ei ben ei hun,один
718,auf einmal::ADV,ar yr un pryd,відразу
719,zusammen::ADV,ynghyd,разом
720,zusammen::ADV,ynghyd,спільно
721,zusammen::ADV,gyda'i gilydd,разом
722,zusammen::ADV,gyda'i gilydd,спільно
723,lange::ADV,amser hir,довго
724,plötzlich::ADV,yn sydyn,раптом
725,sofort::ADV,ar unwaith,зараз
726,später::ADV,yn ddiweddarach,пізніше
727,jetzt::ADV,yn awr,тепер
728,heute::ADV,heddiw,сьогодні
729,morgen::ADV,yfory,завтра
730,bald::ADV,yn fuan,незабаром
731,bald::ADV,gyda hyn,незабаром
732,dann::ADV,yna,потім
733,dann::ADV,y pryd hwnnw,потім
734,gestern::ADV,ddoe,вчора
735,einst::ADV,gynt,колись
736,damals::ADV,ar y pryd,тоді
737,damals::ADV,bryd hynny,тоді
738,danach::ADV,wedyn,згодом
739,vorher::ADV,o'r blaen,раніше
740,zuerst::ADV,yn gyntaf,спершу
741,zuerst::ADV,yn gyntaf,спочатку
742,einmal::ADV,unwaith,один раз
743,manchmal::ADV,weithiau,іноді
744,manchmal::ADV,weithiau,інколи
745,manchmal::ADV,ar brydiau,іноді
746,manchmal::ADV,ar brydiau,інколи
747,oft::ADV,yn aml,часто
748,oft::ADV,yn fynych,часто
749,immer::ADV,bob amser,завжди
750,niemals::ADV,ni ... byth,ніколи
751,niemals::ADV,ni ... erioed,ніколи
752,hier::ADV,yma,тут
753,hierhin::ADV,hyd yma,сюди
754,von hier::ADV,oddi yma,звідси
755,dort::ADV,acw,там
756,dorthin::ADV,tuag yno,туди
757,geradeaus::ADV,syth ymlaen,прямо
758,vorwärts::ADV,ymlaen,вперед
759,rückwärts::ADV,yn ôl,назад
760,zurück::ADV,yn ôl,назад
761,unten::ADV,isod,внизу
762,unten::ADV,oddi tanodd,внизу
763,hinab::ADV,i lawr,вниз
764,hinab::ADV,i waered,вниз
765,oben::ADV,fry,вгорі
766,hinauf::ADV,i fyny,вгору
767,hinauf::ADV,i'r lan,вгору
768,überall::ADV,ym mhobman,скрізь
769,nicht::ADV,ni,не
770,nicht::ADV,nid,не
771,ein wenig::ADV,tipyn,трохи
772,ein wenig::ADV,tipyn,небагато
773,ein wenig::ADV,ychydig,трохи
774,ein wenig::ADV,ychydig,небагато
775,kaum::ADV,prin,ледве
776,sehr::ADV,iawn,дуже
777,so::ADV,fel,так
778,so::ADV,felly,так
779,noch::ADV,eto,ще
780,nur::ADV,yn unig,лише
781,nur::ADV,yn unig,тільки
782,schon::ADV,eisoes,вже
783,schon::ADV,yn barod,вже
784,wieder::ADV,drachefn,знову
785,vergebens::ADV,yn ofer,дарма
786,vor::PRP,o flaen,перед
787,hinter::PRP,ar ôl,ззаду
788,hinter::PRP,ar ôl,позаду
789,unter::PRP,islaw,під
790,durch::PRP,trwy,крізь
791,neben::PRP,ar bwys,біля
792,zwischen::PRP,rhwng,між
793,zwischen::PRP,cydrhwng,між
794,wegen::PRP,o achos,з-за
795,wegen::PRP,o achos,через
796,wegen::PRP,oherwydd,з-за
797,wegen::PRP,oherwydd,через
798,dies::PRN,hyn,це
799,das::PRN,hynny,то
800,alles::PRN,popeth,все
801,ich::PRN,fi,я
802,du::PRN,ti,ти
803,er::PRN,fe,він
804,wir::PRN,ni,ми
805,ihr::PRN,chi,ви
806,sie::PRN,hwy,вони
807,was::FPRN,pa beth,що
808,wer::FPRN,pwy,хто
809,wo::FADV,ble,де
810,wo::FADV,ym mha le,де
811,wohin::FADV,i ble,куди
812,wohin::FADV,i ba le,куди
813,wie::FADV,sut,як
