,Concept_ID,ta,ja
113,Wurzel::N,வேர்,根
114,Baum::N,மரம்,木
115,Stamm::N,அடிமரம்,幹
116,Rinde::N,பட்டை,皮層
117,Rinde::N,மரப்பட்டை,皮層
118,Ast::N,கினை,枝
119,Zweig::N,குச்சி,小枝
120,Blatt::N,இலை,葉
121,Birke::N,பிர்ச் மரம்,樺
122,Kiefer[Baum]::N,தேவதாரு மரம்,松
123,Weide[Baum]::N,மர வகைகளுள் ஒன்று,柳
124,Tanne::N,சாதிக்கய்,樅
125,Horn::N,கொம்பு,角
126,Feder::N,இறகு,羽根
127,Fell::N,மென்முடி,毛皮
128,Flügel::N,இறக்கை,羽
129,Klaue::N,நகம்,鉤爪
130,Kralle::N,நகம்,爪
131,Schwanz::N,வால்,尻尾
132,Ei::N,முட்டை,卵
133,Nest::N,கூடு,巣
134,Bau::N,குகை,穴
135,Tier::N,விலங்கு,動物
136,Herde::N,கூட்டம்,群れ
137,Kuh::N,பசு,牛
138,Bulle::N,காளை,雄牛
139,Pferd::N,குதிரை,馬
140,Schaf::N,செம்மறிஆடு,羊
141,Schwein::N,பன்றி,豚
142,Hund::N,நாய்,犬
143,Katze::N,பூனை,猫
144,Bär::N,கரடி,熊
145,Eichhörnchen::N,அணில்,栗鼠
146,Elch::N,கடம்பை,ヘラジカ
147,Fuchs::N,நரி,狐
148,Hase::N,முயல்,兎
149,Maus::N,எலி,鼠
150,Wolf::N,ஓநாய்,狼
151,Vogel::N,பறவை,鳥
152,Schwarm::N,தொகுதி,群れ
153,Huhn::N,கோழிக்குஞசு,鶏
154,Hahn::N,சேவல்,雄鶏
155,Gans::N,பெண் வாத்து,ガチョウ
156,Adler::N,பருநது,鷲
157,Ente::N,வாத்து,鴨
158,Eule::N,ஆந்தை,フクロウ
159,Kranich::N,நாரை,鶴
160,Krähe::N,காகம்,烏
161,Kuckuck::N,குயில்,郭公
162,Schwan::N,அன்னம்,白鳥
163,Fisch::N,மீன்,魚
164,Barsch::N,பேர்ச்,鱸
165,Hecht::N,கோலாச்சி மீன்,川魳
166,Schlange[Tier]::N,பாம்பு,蛇
167,Wurm::N,புழு,虫
168,Spinne::N,சிலந்தி,蜘蛛
169,Ameise::N,எறும்பு,蟻
170,Laus::N,பேன்,虱
171,Mücke::N,கொசுவினப்பூச்சி,蚊
172,Fliege::N,ஈ,蝿
173,Schmetterling::N,வண்ணத்துப்பூச்சி,蝶
174,Beere::N,சதைப்பழம்,漿果
175,Apfel::N,ஆப்பிள பழம்,林檎
176,Pilz::N,காளான்,茸
177,Zwiebel::N,வெங்காயம்,玉葱
178,Saat::N,விதை,種
179,Korn::N,தானியம்,粒
180,Heu::N,வைக்கோல்,干し草
181,Schale::N,தோல்,皮
182,Grube::N,குழி,穴
183,Falle::N,பொறி,わな
184,Schlinge::N,கண்ணி,輪
185,Spur::N,சுவடு,跡
186,Asche::N,சாம்பல்,灰
187,Dreck::N,அழுக்கு,泥
188,Eisen::N,இரும்பு,鉄
189,Gold::N,தங்கம்,金
190,Silber::N,வெள்ளி,銀
191,Kohle::N,நிலக்கரி,炭
192,Glas::N,கண்ணாடி,ガラス
193,Lehm::N,களிமண்,ローム
194,Sand::N,மணல்,砂
195,Mensch::N,மனிதர்கள்,人
196,Mann::N,மனிதன்,男
197,Mann::N,மனிதன்,男性
198,Frau::N,பெண்,女
199,Frau::N,பெண்,女性
200,Kind::N,குழந்தை,子
201,Kind::N,குழந்தை,子供
202,Junge::N,பையன்,男の子
203,Mädchen::N,சிறுமி,女の子
204,Familie::N,குடும்பம்,家族
205,Großvater::N,தாத்தா,祖父
206,Großvater::N,தாத்தா,おじいさん
207,Großmutter::N,பாட்டி,祖母
208,Großmutter::N,பாட்டி,おばあさん
209,Eltern::N,பெற்றோர்,親
210,Eltern::N,பெற்றோர்,両親
211,Vater::N,தந்தை,父
212,Vater::N,தந்தை,お父さん
213,Mutter::N,தாய்,母
214,Mutter::N,தாய்,お母さん
215,Sohn::N,மகன்,息子
216,Sohn::N,மகன்,息子さん
217,Tochter::N,மகள்,娘
218,Tochter::N,மகள்,お嬢さん
219,Bruder::N,சகோதரன்,弟
220,Schwester::N,அக்கா,妹
221,Onkel::N,தாய் மாமன்,伯父
222,Onkel::N,தாய் மாமன்,伯父さん
223,Tante::N,அத்தை,叔母
224,Tante::N,அத்தை,叔母さん
225,Ehemann::N,கணவன்,夫
226,Ehemann::N,கணவன்,主人
227,Ehefrau::N,மனைவி,妻
228,Ehefrau::N,மனைவி,奥さん
229,Freude::N,கொண்டாட்டம்,喜び
230,Gelächter::N,சிரிப்பு,笑い
231,Glück::N,மகிழ்ச்சி,幸せ
232,Kummer::N,துயரம்,悩み
233,Wunsch::N,விருப்பம்,希望
234,Lust::N,விருப்பம்,気
235,Geist::N,ஆன்மா,精神
236,Gedanke::N,எண்ணம்,考え
237,Gedächtnis::N,ஞாபகம்,記憶
238,Verstand::N,மனம்,理解力
239,Sinn::N,அர்த்தம்,意味
240,Grund::N,காரணம்,理由
241,Wahrheit::N,உண்நை,真実
242,Gespräch::N,பெசு,会話
243,Märchen::N,நம்பத்தகாத கதை,童話
244,Erzählung::N,கதை,物語
245,Nachricht::N,செய்தி,報告
246,Neuigkeit::N,செய்தி,ニュース
247,Name::N,பெயர்,名前
248,Rätsel::N,புதிர்,謎
249,Rede::N,பேச்சு,演説
250,Sprache::N,மொழி,言語
251,Stimme::N,குரல்,声
252,Wort::N,வார்த்தை,言葉
253,Zeichen::N,குறி,記号
254,Ruf::N,அழைப்பு,呼び声
255,Lärm::N,சத்தம்,騒音
256,Laut::N,ஒலி,音
257,Ton::N,குரல்,音
258,Lied::N,பாட்டு,歌
259,Ruhe::N,அமைதி,静けさ
260,Leute::N,மக்கள்,人々
261,Volk::N,மக்கள்,民族
262,Arbeit::N,வேலை,仕事
263,Gast::N,விருந்தாளி,客
264,Geschenk::N,பரிசுப் பொருள்,贈り物
265,Spiel::N,விளையாட்டு,遊び
266,Gesellschaft::N,சமுதாயம்,社会
267,Hilfe::N,உதவி,援助
268,Freund::N,நண்பன்,友達
269,Kamerad::N,உடனிருப்பவன்,同志
270,Angelegenheit::N,செய்தி,件
271,Anzahl::N,எண்ணிக்கை,数
272,Art::N,வகை,種類
273,Stück::N,துண்டம்,部分
274,Teil::N,பகுதி,部分
275,Hälfte::N,பாதி,半分
276,Kreis::N,வட்டம்,円
277,Kreuz::N,சிலுவை,十字
278,Linie::N,கோடு,線
279,Strich::N,வாத நோய்,線
280,Abstand::N,இடைவெளி,距離
281,Entfernung::N,தூரம்,距離
282,Gegend::N,வட்டாரம்,辺
283,Gegend::N,வட்டாரம்,地域
284,Platz::N,வெற்றிடம்,ゆとり
285,Ort::N,இடம்,所
286,Ort::N,இடம்,場所
287,Seite::N,பக்கம்,横
288,Mitte::N,இடைப்பகுதி,真ん中
289,Gegenstand::N,உருப்படி,物件
290,Sache::N,பொருள்,物
291,Rand::N,தொங்கு,端
292,Kante::N,விளிம்பு,縁
293,Ecke::N,மூலை,角
294,Spitze::N,முனை,先頭
295,Ende::N,முடிவு,端
296,Loch::N,துளை,穴
297,Winkel::N,கோணம்,片隅
298,Muster::N,பாங்கு,模様
299,Größe::N,அளவு,大きさ
300,Länge::N,நீளம்,長さ
301,Höhe::N,உயரம்,高さ
302,Gewicht::N,எடை,重さ
303,Menge::N,தொகை,量
304,Haufen::N,குவியல்,堆積
305,Reihe::N,வரிசை,並び
306,Boot::N,படகு,ボート
307,Ruder::N,துடுப்பு,オール
308,Schlitten::N,சகடையிலா வண்டி,そり
309,Ski::N,பனிச் சறுக்கல்,スキー
310,Lagerfeuer::N,மூட்டம்,篝火
311,Last::N,பாரம்,荷物
312,Gang::N,நடை,歩み
313,Schritt::N,காலடி,歩
314,Norden::N,வடக்கு,北
315,Süden::N,தெற்கு,南
316,Westen::N,மேற்கு திசை,西
317,Osten::N,கிழக்கு,東
318,Holz::N,மரக்கட்டை,木
319,Holz::N,மரக்கட்டை,木材
320,Brett::N,பலகை,板
321,Platte::N,பலகம்,盤
322,Stütze::N,அடைப்புகன்,支柱
323,Stange::N,கம்பம்,棒
324,Stock::N,குச்சி,杖
325,Stab::N,கம்பு,棒
326,Rohr::N,குழாய்,管
327,Haus::N,வீடு,家
328,Heim::N,வீடு,家
329,Ofen::N,அடுப்பு,ストーブ
330,Fußboden::N,தரை,床
331,Tisch::N,மேசை,机
332,Stuhl::N,நாற்காலி,椅子
333,Wiege::N,தொட்டில்,揺籃
334,Bett::N,படுக்கை,ベッド
335,Regal::N,அலமாரி,棚
336,Kiste::N,பெட்டி,箱
337,Fenster::N,சாளரம்,窓
338,Tür::N,கதவு,戸
339,Tür::N,கதவு,ドア
340,Tor::N,வாசற்கதவு,門
341,Zaun::N,வேலி,垣根
342,Dach::N,கூரை,屋根
343,Leiter::N,ஏணி,梯子
344,Besen::N,விளக்குமாறு,ほうき
345,Spaten::N,மண்வெட்டி,スコップ
346,Schaufel::N,அடிதண்டா,シャベル
347,Gabel::N,முட்கரண்டி,フォーク
348,Löffel::N,கரண்டி,スプーン
349,Messer::N,கத்தி,ナイフ
350,Nagel::N,ஆணி,釘
351,Netz::N,வலை,網
352,Haken::N,கொக்கி,鉤
353,Haken::N,கொக்கி,フック
354,Griff::N,கைப்பிடி,取っ手
355,Schloss::N,பூட்டு,錠
356,Bild::N,படம்,絵
357,Figur::N,எண்ணிக்கை,像
358,Puppe::N,பொம்மை,人形
359,Beutel::N,பை,袋
360,Bündel::N,பொதி,束
361,Bündel::N,பொதி,包み
362,Tasche::N,பை,かばん
363,Eimer::N,வாளி,バケツ
364,Deckel::N,உறை,蓋
365,Geschirr::N,பாத்திரம்,食器
366,Sack::N,பை,袋
367,Tasse::N,கிண்ணம்,カップ
368,Topf::N,பானை,鍋
369,Kessel::N,கெண்டி,釜
370,Essen::N,உணவருந்துதல்,食事
371,Nahrung::N,உணவு,食物
372,Speise::N,உணவு வகை,料理
373,Fleisch::N,இறைச்சி,肉
374,Getreide::N,மக்காச்சோளம்,麦
375,Getreide::N,மக்காச்சோளம்,穀物
376,Brei::N,கஞ்சி,粥
377,Brot::N,ரொட்டி,パン
378,Scheibe::N,துண்டு,枚
379,Scheibe::N,துண்டு,切れ
380,Fett::N,கொழுப்பு,脂肪
381,Butter::N,வெண்ணெய்,バター
382,Öl::N,எண்ணெய்,油
383,Salz::N,உப்பு,塩
384,Suppe::N,ரசம்,スープ
385,Honig::N,தேன்,蜂蜜
386,Milch::N,பால்,牛乳
387,Tee::N,தெனீர்,茶
388,Tee::N,தெனீர்,お茶
389,Leder::N,பதம் செய்யப்பட்ட தோல்,革
390,Wolle::N,கம்பளி,毛糸
391,Stoff::N,துணி,布
392,Nadel::N,ஊசி,針
393,Faden::N,நூல்,糸
394,Knopf::N,பொத்தான்,ボタン
395,Knoten::N,முடிச்சு,結び目
396,Farbe::N,வண்ணக் குழம்பு,ペンキ
397,Kleidung::N,ஆடைகள்,衣服
398,Hemd::N,சட்டை,シャツ
399,Kragen::N,கழுத்துப் பட்டை,襟
400,Ärmel::N,சட்டைக்கை,袖
401,Hose::N,கால்சட்டை,ズボン
402,Gürtel::N,பெல்ட்,帯
403,Gürtel::N,பெல்ட்,ベルト
404,Mütze::N,தொப்பி,帽子
405,Schuh::N,காலணி,靴
406,Stiefel::N,காலணி,ブーツ
407,Ring::N,மோதிரம்,輪
408,Band::N,நாடா,リボン
409,Kamm::N,கீப்பு,櫛
410,Spiegel::N,ஆடி,鏡
411,Spiegel::N,கண்ணாடி,鏡
412,Riemen::N,வார்,緒
413,Schnur::N,கயிறு,紐
414,Leine::N,தோல்வார்,綱
415,Decke::N,போர்வை,掛け布団
416,Kissen::N,தலையணை,枕
417,Tuch::N,துணி,スカーフ
418,Handtuch::N,தண்டு,タオル
419,Kraft::N,நிர்பந்தம்,力
420,Stärke::N,பலம்,強さ
421,Gesundheit::N,ஆரோக்கியம்,健康
422,Krankheit::N,நோய்,病気
423,Schmerz::N,வலி,痛み
424,Wunde::N,காயம்,傷
425,Fieber::N,காய்ச்சல்,熱
426,Arznei::N,மருந்து,薬
427,Brücke::N,பாலம்,橋
428,Brunnen::N,கேணி,井戸
429,Weide::N,மேய்ச்சல் நிலம்,牧場
430,Pfad::N,நடை வழி,小路
431,Weg::N,வழி,道
432,Straße::N,சாலை,街道
433,Dorf::N,கிராமம்,村
434,Stadt::N,நகரம்,町
435,Stadt::N,நகரம்,都市
436,Brief::N,கடிதம்,手紙
437,Buch::N,புத்தகம்,本
438,Buchstabe::N,எழத்து,文字
439,Zeitung::N,செய்தித்தாள்,新聞
440,Leben::N,வாழ்க்கை,生活
441,Tod::N,மரணம்,死
442,Grab::N,சமாதி,墓
443,Kirche::N,தேவாலயம்,教会
444,Sünde::N,பாவம்,罪
445,Gott::N,கடவுள்,神
446,Arbeiter::N,தொழிலாளி,労働者
447,Chef::N,மேலாளர்,上司
448,Meister::N,தலைவன்,達人
449,Meister::N,தலைவன்,マイスター
450,Arzt::N,மருத்துவர்,医者
451,Lehrer::N,ஆசிரியர்,先生
452,Geld::N,பணம்,金
453,Geschäft::N,வாணிபம்,取り引き
454,Laden::N,கடை,店
455,Preis::N,விலை,値段
456,Ware::N,சாமன்கள்,商品
457,Nutzen::N,இலாபம்,利益
458,Reichtum::N,சொத்து,豊かさ
459,Welt::N,உலகம்,世界
460,Land::N,நாடு,国
461,Staat::N,நாடு,国家
462,König::N,அரசன்,国王
463,Macht::N,அதிகாரம்,権力
464,Grenze::N,எல்லை,国境
465,Krieg::N,போர்,戦争
466,Feind::N,எதிரி,敵
467,Gewalt::N,வன்முறை,暴力
468,Kampf::N,போராட்டம்,戦い
469,Bogen[Waffe]::N,வில்,弓
470,Pfeil::N,அம்பு,矢
471,Gewehr::N,துப்பாக்கி,銃
472,Fehler::N,தவறு,間違い
473,Lüge::N,பொய்,嘘
474,Schaden::N,சேதாரம்,損害
475,Unglück::N,இடையூறு,不幸
476,Schuld::N,குற்றம்,罪
477,Alter::N,வயது,年
478,Alter::N,வயது,年齢
479,Schluss::N,முடிவு,終わり
480,Zeit::N,காலம்,時
481,Zeit::N,காலம்,時間
482,Tag::N,நாள்,日
483,Morgen::N,காலை நேரம்,朝
484,Mittag::N,மதியம்,昼
485,Abend::N,மாலைப் பொழுது,晩
486,Abend::N,மாலைப் பொழுது,夕方
487,Nacht::N,இரவு,夜
488,Woche::N,வாரம்,週
489,Monat::N,மாதம்,月
490,Jahr::N,வருடம்,年
491,Frühling::N,வசந்தம்,春
492,Sommer::N,கோடை,夏
493,Herbst::N,இலையுதிர் காலம்,秋
494,Winter::N,குளிர்காலம்,冬
495,Januar::N,ஜனவரி,一月
496,Februar::N,பிபரவரி மாதம்,二月
497,März::N,மார்ச் மாதம்,三月
498,April::N,ஏப்ரல் மாதம்,四月
499,Mai::N,மே மாதம்,五月
500,Juni::N,ஜூன் மாதம்,六月
501,Juli::N,ஜூலை மாதம்,七月
502,August::N,ஆகஸ்ட் மாதம்,八月
503,September::N,செப்டம்பர் மாதம்,九月
504,Oktober::N,அக்டோபர் மாதம்,十月
505,November::N,நவம்பர் மாதம்,十一月
506,Dezember::N,டிசம்பர்,十二月
507,Montag::N,திங்கட் கிழமை,月曜日
508,Dienstag::N,செவ்வாய்க்கிழமை,火曜日
509,Mittwoch::N,புதன் கிழமை,水曜日
510,Donnerstag::N,வியாழக் கிழமை,木曜日
511,Freitag::N,வெள்ளிக்கிழமை,金曜日
512,Samstag::N,சனிக்கிழமை,土曜日
513,Sonntag::N,ஞாயிறுக் கிழமை,日曜日
514,groß::A,பெரிய,大きい
515,klein::A,சிறிய,小さい
516,lang::A,நீண்ட,長い
517,kurz::A,குட்டையான,短い
518,breit::A,அகலமான,広い
519,schmal::A,குறுகலான,狭い
520,dicht::A,அடர்த்தியான,密な
521,dick[Gegenstand]::A,தடித்த,厚い
522,dünn::A,சன்னமான,薄い
523,fein::A,மெல்லிய,細い
524,fest::A,உறுதியாள,硬い
525,flach::A,தட்டையான,平らな
526,glatt::A,வழுவழுப்பான,滑らかな
527,hart::A,கடினமான,堅い
528,weich::A,மென்மையான,柔らかい
529,rund::A,உருண்டையான,丸い
530,spitz::A,திகந்தமாக,尖った
531,scharf::A,கூரான,鋭い
532,stumpf::A,உளம் திறந்த,鈍い
533,schwer::A,கனமான,重い
534,schön::A,அழகான,綺麗な
535,heiß::A,சூடான,熱い
536,warm::A,இதமான,温かい
537,kalt::A,குளிர்ச்சியான,寒い
538,kalt::A,குளிர்ச்சியான,冷たい
539,kühl::A,குளிர்ச்சியான,涼しい
540,frisch::A,சுத்தமான,ひんやりした
541,feucht::A,ஈரமான,湿った
542,nass::A,ஈரமான,濡れた
543,trocken::A,உலர்ந்த,乾いた
544,voll::A,நிரம்பிய,いっぱいの
545,leer::A,காலியான,空の
546,offen::A,திறந்த,開いた
547,geschlossen::A,மூடப்பட்ட,閉まった
548,sauber::A,சுத்தமான,清潔な
549,schmutzig::A,அழக்கான,汚い
550,roh::A,கச்சா,生の
551,reif::A,பழுத்த,熟した
552,lecker::A,சுவைமிக்க,美味しい
553,süß::A,இனிப்பான,甘い
554,bitter::A,கசப்பான,苦い
555,sauer::A,புளிப்பாக,酸っぱい
556,hell::A,பளபளப்பான,明るい
557,dunkel::A,கருமையான,暗い
558,schwarz::A,கருப்பு வண்ண,黒い
559,weiß::A,வெண்மையன,白い
560,rot::A,சிவப்பு,赤い
561,gelb::A,மஞ்சள் வண்ணம்,黄色い
562,blau::A,நீல வண்ண,青い
563,grün::A,பச்சை வண்ண,緑の
564,grau::A,சாம்பல் நிற,灰色の
565,bunt::A,வண்ண மயமான,色取り取りの
566,billig::A,மலிவான,安い
567,teuer::A,விலை அதிகமான,高い
568,wertvoll::A,மதிப்புள்ள,貴重な
569,blind::A,பார்வையற்ற,盲目の
570,taub::A,செவிடான,耳が聞こえない
571,kräftig::A,வலிமையான,強力な
572,stark::A,பலமான,強い
573,schwach::A,பலவீனமான,弱い
574,fett::A,பருமனாக,太った
575,schlank::A,ஒல்லியான,ほっそりした
576,hübsch::A,அழகிய,素敵な
577,böse::A,கேடு விளைவிக்கும்,悪い
578,dumm::A,முட்டாள்தனமான,馬鹿な
579,faul::A,சோம்பலான,怠惰な
580,fleißig::A,ஊக்கந்தளராத,勤勉な
581,geizig::A,கஞேசத்தனமான,けちな
582,klug::A,சாதுரியமான,賢い
583,klug::A,சாதுரியமான,頭のいい
584,geschickt::A,திறமையள்ள,器用な
585,lieb::A,அன்புக்குரிய,愛らしい
586,lustig::A,களிப்புமிக்க,楽しい
587,sanft::A,சாதுவான,温和な
588,hungrig::A,பசியுடன்,空腹の
589,krank::A,நோயுற்று,病気の
590,nackt::A,ஆடையற்ற,裸の
591,traurig::A,சோகமான,悲しい
592,lebendig::A,பிழைப்பு,生きた
593,gut::A,நல்ல,良い
594,schlecht::A,கெட்ட,悪い
595,schlecht::A,கெட்ட,駄目な
596,richtig::A,சரியான,正しい
597,schlimm::A,அருவருப்பான,ひどい
598,wahr::A,உண்மையான,本当の
599,alt::A,பழைய,古い
600,neu::A,புதிய,新しい
601,ehemalig::A,முன்நாள்,以前の
602,alt[Lebewesen]::A,வயதான,年を取った
603,jung::A,இளமையான,若い
604,arm::A,ஏழ்மையான,貧乏な
605,reich::A,செல்வம் படைத்த,裕福な
606,bekannt::A,பழக்கப்பட்ட,有名な
607,berühmt::A,புகழ்பெற்ற,有名な
608,fremd::A,அயல் நாட்டு,見知らぬ
609,verschieden::A,வித்தியாசமான,色々な
610,nah::A,பக்கத்தில் உள்ள,近い
611,fern::A,தொலை தூரத்தில்,遠い
612,linker::A,மீந்திருக்கும்,左の
613,rechter::A,வலதுபக்கம்,右の
614,anderer::A,மற்ற,別の
615,erster::A,முதனமையான,一番目
616,zweiter::A,இரண்டாவது,二番目
617,dritter::A,மூன்றாவது,三番目
618,letzter::A,கடைசி,最後の
619,allein::ADV,தனியாக,一人で
620,auf einmal::ADV,தடீரென்று,同時に
621,zusammen::ADV,சேர்ந்து,一緒に
622,lange::ADV,அதிக நோம்,長い間
623,plötzlich::ADV,தடீரென்று,急に
624,sofort::ADV,உடனடியாக,すぐに
625,später::ADV,பிறகு,後で
626,jetzt::ADV,இப்பொழது,今
627,heute::ADV,இன்று,今日
628,morgen::ADV,நாளைக்கு,明日
629,bald::ADV,சீக்கிரம்,間もなく
630,dann::ADV,அப்பொழுது,それから
631,gestern::ADV,நேற்று,昨日
632,einst::ADV,ஒரே முறை,過去に
633,damals::ADV,அப்பொழுது,あの時
634,danach::ADV,பிற்பாடு,その後で
635,vorher::ADV,முன்பாக,以前に
636,zuerst::ADV,முதலில்,まず
637,zuerst::ADV,முதலில்,最初に
638,einmal::ADV,ஒரே முறை,一回
639,manchmal::ADV,சில நேரங்களில்,時々
640,oft::ADV,அடிக்கடி,よく
641,immer::ADV,எப்பொழுதும்,いつも
642,niemals::ADV,ஒருபோதும் இல்லை,一度も...ない
643,hier::ADV,இங்கே,こちら
644,hierhin::ADV,இவ்விடத்திற்கு,ここへ
645,hierhin::ADV,இவ்விடத்திற்கு,こちらへ
646,von hier::ADV,இனி,ここから
647,dort::ADV,அங்கே,そちら
648,dorthin::ADV,அவ்விடத்திற்கு,そこへ
649,dorthin::ADV,அவ்விடத்திற்கு,そちらへ
650,geradeaus::ADV,முன்னாலிருக்கும்,真っ直ぐに
651,vorwärts::ADV,முன்புறமாக,前へ
652,rückwärts::ADV,பின்னோக்கி,後ろへ
653,zurück::ADV,பின்பக்கம்,後ろへ
654,unten::ADV,கீழாக,下に
655,hinab::ADV,கீழ் நோக்கி,下へ
656,oben::ADV,மேலே,上に
657,hinauf::ADV,மேலே,上へ
658,überall::ADV,எல்லா இடத்திலும்,どこでも
659,nicht::ADV,இல்லை,ない
660,ein wenig::ADV,கொஞ்சம்,少し
661,ein wenig::ADV,கொஞ்சம்,ちょっと
662,kaum::ADV,அரிதாக,ほとんど～ない
663,sehr::ADV,மிக்க,とても
664,so::ADV,மிகவும்,こう
665,noch::ADV,இப்பொழுதும்,まだ
666,nur::ADV,மட்டும்,～だけ
667,schon::ADV,ஏற்கனவே,もう
668,wieder::ADV,மறுபடியும்,再び
669,vergebens::ADV,வீண்,無駄に
670,vor::PRP,முன்,前に
671,hinter::PRP,பின்பக்கம்,後ろに
672,unter::PRP,கீழே,下に
673,durch::PRP,ஊடே,通して
674,neben::PRP,அடுத்து,横に
675,zwischen::PRP,இடையில்,間に
676,wegen::PRP,ஏனெனில்,為に
677,wegen::PRP,ஏனெனில்,せいで
678,dies::PRN,இது,これ
679,das::PRN,அது,それ
680,alles::PRN,ஒவ்வொன்றும்,全部
681,ich::PRN,நான்,私
682,du::PRN,நீ,あなた
683,er::PRN,அவன்,彼
684,wir::PRN,நாம்,私達
685,wir::PRN,நாங்கள்,私達
686,ihr::PRN,நீங்கள்,あなた達
687,sie::PRN,அவர்கள்,彼ら
688,was::FPRN,என்ன,何
689,wer::FPRN,யார்,誰
690,wer::FPRN,யார்,どなた
691,wo::FADV,எங்கே,どこ
692,wo::FADV,எங்கே,どこに
693,wohin::FADV,எதற்கு,どこへ
694,wie::FADV,எப்படி,どう
695,warum::FADV,ஏன்,何故
696,warum::FADV,ஏன்,どうして
697,wieviel::FNUM,எவ்வளவு,どのくらい
698,eins::NUM,ஒன்று,一
699,zwei::NUM,இரண்டு,二
700,zwei::NUM,இரண்டு,二つ
701,drei::NUM,மூன்று,三
702,drei::NUM,மூன்று,三つ
703,vier::NUM,நான்கு,四
704,vier::NUM,நான்கு,四つ
