,Concept_ID,he,udm
60,Traum::N,חלום,уйвӧт
61,Himmel::N,שמים,ин
62,Sonne::N,שמש,шунды
63,Mond::N,ירח,толэзь
64,Stern::N,כוכב,кизили
65,Luft::N,אויר,омыр
66,Wind::N,רוח,тӧл
67,Welle::N,גל,тулкым
68,Wasser::N,מים,ву
69,Stein::N,אבן,из
70,Boden::N,קרקע,музъем
71,Erde::N,אדמה,му
72,Staub::N,אבק,пыль
73,Rauch::N,עשן,ӵын
74,Funke::N,ניצוץ,гизьы
75,Feuer::N,אש,тыл
76,Licht::N,אור,тыл
77,Schatten::N,צל,вужер
78,Wetter::N,מזג אויר,куазь
79,Nebel::N,ערפל,бус
80,Wolke::N,ענן,пилем
81,Regen::N,גשם,зор
82,Schnee::N,שלג,лымы
83,Eis::N,קרח,йӧ
84,Frost::N,צנה,кезьыт
85,Kälte::N,קר,кезьыт
86,Hitze::N,חם,пӧсь
87,Raureif::N,כפור,гӧр
88,Regenbogen::N,קשת,вуюись
89,Donner::N,רעם,гудыри
90,Strömung::N,זרימה,бызён
91,Tropfen::N,טפה,шапык
92,Schaum::N,קצף,шукы
93,Schmutz::N,לכלוך,нӧд
94,Schmutz::N,לכלוך,дэри
95,See::N,אגם,ты
96,Sumpf::N,בצה,нюр
97,Moor::N,בצה,нюр
98,Wiese::N,מרעה,возь
99,Wiese::N,מרעה,возьвыл
100,Wald::N,יער,сик
101,Wald::N,יער,нюлэс
102,Hügel::N,תל,выр
103,Hügel::N,תל,вырйыл
104,Anhöhe::N,מעלה,выр
105,Anhöhe::N,מעלה,вырйыл
106,Berg::N,הר,гурезь
107,Gipfel::N,פסגה,йыл
108,Höhle::N,מערה,гу
109,Abhang::N,מדרון,бам
110,Abhang::N,שפוע,бам
111,Quelle::N,מעין,ошмес
112,Bach::N,נחל,пичи шур
113,Fluss::N,נהר,шур
114,Ufer::N,גדה,ярдур
115,Küste::N,חוף,вудур
116,Festland::N,יבשה,мувыр
117,Meer::N,ים,зарезь
118,Bucht::N,מפרץ,вукож
119,Insel::N,אי,вумуӵ
120,Insel::N,אי,шормуӵ
121,Blume::N,פרח,сяська
122,Gras::N,דשא,турын
123,Wurzel::N,שרש,выжы
124,Baum::N,עץ,пу
125,Stamm::N,גזע,модос
126,Rinde::N,קלפת עץ,сул
127,Ast::N,ענף,ул
128,Zweig::N,ענף,вай
129,Blatt::N,עלה,куар
130,Birke::N,שדר,кызьпу
131,Kiefer[Baum]::N,ארן,пужым
132,Weide[Baum]::N,ערבה,бадьпу
133,Tanne::N,אשוח,кыз
134,Horn::N,קרן,сюр
135,Feder::N,נוצה,тылы
136,Fell::N,פרוה,ку
137,Flügel::N,כנף,бурд
138,Klaue::N,טלף,гижы
139,Kralle::N,טפר,пыд
140,Schwanz::N,זנב,быж
141,Ei::N,ביצה,пуз
142,Ei::N,ביצה,кукей
143,Nest::N,קן,кар
144,Nest::N,קן,пузкар
145,Bau::N,מחלה,кар
146,Bau::N,מחלה,гу
147,Tier::N,חיה,пӧйшур
148,Herde::N,עדר,уллё
149,Kuh::N,פרה,скал
150,Bulle::N,פר,ош
151,Bulle::N,פר,пороз
152,Pferd::N,סוס,вал
153,Schaf::N,כבשה,ыж
154,Schwein::N,חזיר,парсь
155,Hund::N,כלב,пуны
156,Katze::N,חתול,коӵыш
157,Bär::N,דב,гондыр
158,Eichhörnchen::N,סנאי,коньы
159,Elch::N,דישון,койык
160,Fuchs::N,שועל,ӟичы
161,Hase::N,ארנב,кеч
162,Maus::N,עכבר,шыр
163,Wolf::N,זאב,кион
164,Vogel::N,צפור,тылобурдо
165,Schwarm::N,נחיל,уллё
166,Schwarm::N,להקה,уллё
167,Huhn::N,תרנגלת,курег
168,Hahn::N,תרנגול,атас
169,Gans::N,אוז,ӟазег
170,Adler::N,עיט,ӧрзи
171,Ente::N,ברוז,ӵӧж
172,Eule::N,ינשוף,кучыран
173,Kranich::N,עגור,тури
174,Kranich::N,כרוכיה,тури
175,Krähe::N,עורב,куака
176,Kuckuck::N,קוקיה,кикы
177,Schwan::N,ברבור,юсь
178,Fisch::N,דג,чорыг
179,Barsch::N,אוקונוס,юш
180,Hecht::N,זאב הים,чипей
181,Schlange[Tier]::N,נחש,кый
182,Wurm::N,תולעת,нумыр
183,Spinne::N,עכביש,чонари
184,Ameise::N,נמלה,кузьыли
185,Laus::N,כנה,тэй
186,Mücke::N,יתוש,нымы
187,Mücke::N,יתוש,чибинь
188,Fliege::N,זבוב,кут
189,Schmetterling::N,פרפר,бубыли
190,Beere::N,ענבה,узы-боры
191,Apfel::N,תפוח,яблок
192,Pilz::N,פטריה,губи
193,Zwiebel::N,בצל,сугон
194,Saat::N,זרעים,кидыс
195,Korn::N,גרעין,тысь
196,Heu::N,חציר,турын
197,Schale::N,קלפה,кыд
198,Grube::N,בור,гу
199,Grube::N,בור,гоп
200,Grube::N,שוחה,гу
201,Grube::N,שוחה,гоп
202,Falle::N,מלכדת,налик
203,Schlinge::N,לולאה,гиӟ
204,Schlinge::N,לולאה,герд
205,Spur::N,עקבה,пытьы
206,Spur::N,עקבה,бервыл
207,Asche::N,אפר,пень
208,Dreck::N,זהמה,дэри
209,Eisen::N,ברזל,корт
210,Gold::N,זהב,зарни
211,Silber::N,כסף,азвесь
212,Kohle::N,פחם,эгыр
213,Glas::N,זכוכית,стекло
214,Glas::N,זכוכית,пияла
215,Lehm::N,חרסית,сюй
216,Sand::N,חול,луо
217,Mensch::N,אדם,мурт
218,Mensch::N,אדם,адями
219,Mann::N,איש,воргорон
220,Mann::N,גבר,воргорон
221,Frau::N,אשה,кышномурт
222,Frau::N,גברת,кышномурт
223,Kind::N,ילד,нуны
224,Kind::N,ילד,пинал
225,Junge::N,ילד,пи
226,Mädchen::N,נערה,ныл
227,Familie::N,משפחה,семья
228,Großvater::N,סבא,песятай
229,Großvater::N,סבא,пересь атай
230,Großmutter::N,סבתא,песянай
231,Großmutter::N,סבתא,пересь анай
232,Eltern::N,הורים,атай-анай
233,Eltern::N,הורים,бубы-мумы
234,Vater::N,אב,айы
235,Vater::N,אב,атай
236,Mutter::N,אם,мумы
237,Sohn::N,בן,пи
238,Tochter::N,בת,ныл
239,Bruder::N,אח,агай
240,Schwester::N,אחות,апа
241,Schwester::N,אחות,сузэр
242,Onkel::N,דוד,агай
243,Tante::N,דודה,апа
244,Tante::N,דודה,кенак
245,Ehemann::N,איש,карт
246,Ehemann::N,בעל,карт
247,Ehefrau::N,אשה,кышно
248,Freude::N,שמחה,шумпотон
249,Gelächter::N,צחוק,горем
250,Glück::N,אשר,шуд
251,Kummer::N,יגון,кайгу
252,Kummer::N,יגון,куректон
253,Kummer::N,עגמה,кайгу
254,Kummer::N,עגמה,куректон
255,Wunsch::N,אחול,мылпотон
256,Wunsch::N,משאלה,мылпотон
257,Lust::N,חשק,потон
258,Lust::N,תשוקה,потон
259,Geist::N,רוח,лул
260,Gedanke::N,מחשבה,малпан
261,Gedächtnis::N,זכרון,йырсазь
262,Gedächtnis::N,זכרון,тодэваён
263,Verstand::N,שכל,йырвизь
264,Sinn::N,מובן,смысл
265,Sinn::N,משמעות,смысл
266,Grund::N,סבה,муг
267,Grund::N,סבה,ньӧм
268,Wahrheit::N,אמת,зэм
269,Wahrheit::N,אמת,шонер
270,Gespräch::N,דיון,вераськон
271,Märchen::N,אגדה,выжыкыл
272,Erzählung::N,ספור,верос
273,Nachricht::N,ידיעה,ивор
274,Neuigkeit::N,חדשה,выльивор
275,Name::N,שם,ним
276,Rätsel::N,תעלומה,мадькыл
277,Rede::N,נאום,верам
278,Sprache::N,לשון,кыл
279,Stimme::N,קול,куара
280,Wort::N,מלה,кыл
281,Zeichen::N,סימן,пус
282,Zeichen::N,סימן,тодмет
283,Ruf::N,קריאה,ӧтён
284,Ruf::N,קריאה,чортон
285,Lärm::N,רעש,ӵашетон
286,Laut::N,הגה,куара
287,Ton::N,צליל,куара
288,Lied::N,שיר,кырӟан
289,Ruhe::N,שלוה,чалмыт улон
290,Leute::N,אנשים,адямиос
291,Volk::N,עם,калык
292,Arbeit::N,עבודה,уж
293,Gast::N,אורח,куно
294,Geschenk::N,מתנה,салам
295,Geschenk::N,מתנה,кузьым
296,Spiel::N,משחק,шудон
297,Gesellschaft::N,חברה,калык
298,Hilfe::N,עזרה,юрттон
299,Freund::N,חבר,эш
300,Freund::N,חבר,юлтош
301,Freund::N,ידיד,эш
302,Freund::N,ידיד,юлтош
303,Kamerad::N,רע,тодмо
304,Angelegenheit::N,ענין,уж
305,Anzahl::N,מספר,лыд
306,Art::N,סוג,тус
307,Stück::N,חתיכה,юдэс
308,Teil::N,פרק,люкет
309,Hälfte::N,חצי,ӝыны
310,Kreis::N,מעגל,котырес
311,Kreuz::N,צלב,крест
312,Linie::N,קו,гож
313,Strich::N,קו קצר,гож
314,Abstand::N,מרחק,вис
315,Abstand::N,מרחק,кусып
316,Entfernung::N,מרחק,кусып
317,Gegend::N,נוף,инты
318,Platz::N,שטח,инты
319,Ort::N,אתר,инты
320,Ort::N,אתר,места
321,Ort::N,מקום,инты
322,Ort::N,מקום,места
323,Seite::N,צד,пал
324,Mitte::N,אמצע,шор
325,Gegenstand::N,אוביקט,арбери
326,Sache::N,דבר,котыр
327,Rand::N,פרור,дур
328,Rand::N,פרור,шаер
329,Kante::N,קצה,дур
330,Ecke::N,פנה,сэрег
331,Spitze::N,קצה,йыл
332,Ende::N,סוף,пум
333,Loch::N,חר,пась
334,Winkel::N,פנה,сэрег
335,Muster::N,תבנית,пужы
336,Größe::N,גדל,быдӟала
337,Länge::N,ארך,кузьдала
338,Höhe::N,קומה,ӝуждала
339,Höhe::N,גבה,ӝуждала
340,Gewicht::N,משקל,сектала
341,Gewicht::N,משקל,секытлык
342,Menge::N,כמות,лыд
343,Menge::N,כמות,лыдпус
344,Haufen::N,ערמה,люк
345,Reihe::N,רצף,чур
346,Boot::N,סירה,пыж
347,Boot::N,סירה,лодка
348,Ruder::N,משוט,полыс
349,Schlitten::N,מזחלת,додьы
350,Ski::N,מגלשים,куас
351,Lagerfeuer::N,מדורה,тылскем
352,Last::N,משא,секыт
353,Gang::N,הליכה,ветлон
354,Schritt::N,צעד,вамыш
355,Norden::N,צפון,уйпал
356,Süden::N,דרום,лымшор
357,Westen::N,מערב,шунды пуксён
358,Osten::N,מזרח,шунды ӝужан
359,Holz::N,עץ,пу
360,Brett::N,קרש,пул
361,Platte::N,לוח,плита
362,Stütze::N,משען,пыкет
363,Stange::N,מוט,пуӵ
364,Stock::N,מקל,боды
365,Stab::N,מוט,пуӵ
366,Stab::N,מוט,боды
367,Rohr::N,צנור,труба
368,Haus::N,בית,юрт
369,Heim::N,בית,корка
370,Ofen::N,תנור,гур
371,Fußboden::N,רצפה,выж
372,Tisch::N,שלחן,ӝӧк
373,Stuhl::N,כסא,пукон
374,Wiege::N,ערש,кӧкы
375,Wiege::N,ערש,зыбка
376,Bett::N,מטה,валес
377,Regal::N,מדף,ӝажы
378,Kiste::N,תבה,ящик
379,Kiste::N,ארגז,ящик
380,Fenster::N,חלון,укно
381,Fenster::N,חלון,косяк
382,Tür::N,דלת,ӧс
383,Tor::N,שער,ӟезьы
384,Zaun::N,גדר,забор
385,Dach::N,גג,липет
386,Leiter::N,סלם,падӟа
387,Besen::N,מטאטא,ӵужон
388,Besen::N,מטאטא,исьнер
389,Spaten::N,את,лопатка
390,Schaufel::N,את,ютырон
391,Gabel::N,מזלג,тэчы
392,Gabel::N,מזלג,вилка
393,Löffel::N,כף,пуньы
394,Messer::N,סכין,пурт
395,Nagel::N,מסמר,кортӵог
396,Netz::N,רשת,сеть
397,Haken::N,וו,курик
398,Haken::N,קרס,курик
399,Griff::N,ידית,ныд
400,Schloss::N,מנעול,тунгон
401,Bild::N,תמונה,суред
402,Figur::N,פסל,фигура
403,Puppe::N,בבה,мунё
404,Beutel::N,שק,пуйы
405,Bündel::N,צרור,керттэт
406,Tasche::N,שקית,пуйы
407,Tasche::N,שקית,сумка
408,Eimer::N,דלי,ведра
409,Deckel::N,מכסה,ӵоксэт
410,Geschirr::N,כלים,тусьты-пуньы
411,Sack::N,שק,пуйы
412,Tasse::N,ספל,ӵаша
413,Topf::N,סיר,миска
414,Kessel::N,קנקן,пурты
415,Essen::N,אכל,сиськон
416,Essen::N,ארוחה,сиськон
417,Nahrung::N,הזנה,сион
418,Nahrung::N,תזונה,сион
419,Speise::N,מאכל,сиён
420,Speise::N,ארוחה,сиён
421,Fleisch::N,בשר,сӥль
422,Getreide::N,דגן,ю тысь
423,Brei::N,מחית,ӝук
424,Brot::N,לחם,нянь
425,Scheibe::N,עגול,шорем
426,Scheibe::N,פרוסה,шорем
427,Fett::N,שמן,кӧй
428,Butter::N,חמאה,вӧй
429,Öl::N,שמן,вӧй
430,Salz::N,מלח,сылал
431,Suppe::N,מרק,шыд
432,Honig::N,דבש,чечы
433,Milch::N,חלב,йӧл
434,Tee::N,תה,чай
435,Leder::N,עור,сурон
436,Wolle::N,צמר,гон
437,Wolle::N,צמר,ыжгон
438,Stoff::N,בד,куэм
439,Stoff::N,אריג,куэм
440,Nadel::N,מחט,вень
441,Faden::N,חוט,сӥньыс
442,Knopf::N,כפתור,бирды
443,Knoten::N,קשר,герд
444,Farbe::N,צבע,буёл
445,Kleidung::N,בגדים,дӥсь
446,Hemd::N,חלצה,дэрем
447,Kragen::N,צוארון,сирес
448,Ärmel::N,שרוול,саес
449,Hose::N,מכנסים,брюки
450,Hose::N,מכנסים,штань
451,Gürtel::N,חגורה,кускерттон
452,Mütze::N,כובע,ызьы
453,Schuh::N,נעל,ботинка
454,Stiefel::N,מגף,сапег
455,Ring::N,טבעת,зундэс
456,Band::N,סרט,лента
457,Kamm::N,מסרק,сын
458,Spiegel::N,מראה,синучкон
459,Riemen::N,רצועה,е
460,Schnur::N,חבל,гозы
461,Leine::N,מושכות,думет
462,Decke::N,שמיכה,шобрет
463,Kissen::N,כרית,миндэр
464,Tuch::N,צעיף,кышет
465,Handtuch::N,מגבת,ӵушкон
466,Kraft::N,כוח,кать
467,Kraft::N,כוח,ӟигар
468,Stärke::N,און,юнлык
469,Gesundheit::N,בריאות,тазалык
470,Krankheit::N,מחלה,висён
471,Schmerz::N,כאב,висён
472,Wunde::N,פציעה,яра
473,Fieber::N,חם,кезег
474,Arznei::N,תרופה,эмъюм
475,Brücke::N,גשר,выж
476,Brunnen::N,באר,колдэч
477,Weide::N,אחו,возь
478,Weide::N,מרעה,возь
479,Pfad::N,שביל,сюрес
480,Pfad::N,מדרכה,сюрес
481,Weg::N,דרך,сюрес
482,Straße::N,כביש,сюрес
483,Dorf::N,כפר,гурт
484,Stadt::N,עיר,кар
485,Stadt::N,עיר,город
486,Brief::N,מכתב,гожтэт
487,Buch::N,ספר,книга
488,Buchstabe::N,אות,буква
489,Zeitung::N,עתון,газет
490,Leben::N,חיים,улон
491,Tod::N,מות,кулон
492,Grab::N,קבר,шайгу
493,Kirche::N,כנסיה,черк
494,Sünde::N,חטא,сьӧлык
495,Gott::N,אל,ӥнмар
496,Arbeiter::N,פועל,рабочий
497,Chef::N,ראש,начальник
498,Chef::N,מנהל,начальник
499,Meister::N,ממחה,кибашлы
500,Arzt::N,רופא,врач
501,Lehrer::N,מורה,дышетӥсь
502,Geld::N,כסף,уксё
503,Geld::N,כסף,коньдон
504,Geschäft::N,עסקה,уж
505,Laden::N,חנות,магазин
506,Preis::N,מחיר,дун
507,Ware::N,סחורה,вуз
508,Nutzen::N,תועלת,пайда
509,Reichtum::N,עשר,узырлык
510,Welt::N,עולם,дунне
511,Land::N,ארץ,шаер
512,Staat::N,מדינה,кун
513,König::N,מלך,эксэй
514,Macht::N,כוח,власть
515,Grenze::N,גבול,кунгож
516,Krieg::N,מלחמה,ож
517,Feind::N,אויב,тушмон
518,Gewalt::N,אלימות,эриктэман
519,Kampf::N,קרב,нюръяськон
520,Kampf::N,לחימה,нюръяськон
521,Bogen[Waffe]::N,קשת,пукыӵ
522,Pfeil::N,חץ,пукыӵ вень
523,Gewehr::N,רובה,пыӵал
524,Fehler::N,טעות,янгыш
525,Lüge::N,שקר,пӧян
526,Lüge::N,שקר,алдан
527,Lüge::N,שקר,ӧрекчан
528,Schaden::N,נזק,изъян
529,Unglück::N,מזל רע,куректон
530,Unglück::N,מזל רע,шудтэме усён
531,Schuld::N,אשמה,янгыш
532,Alter::N,גיל,арлыд
533,Schluss::N,סיום,пум
534,Zeit::N,זמן,дыр
535,Tag::N,יום,нунал
536,Morgen::N,בקר,ӵукна
537,Mittag::N,צהרים,лымшор
538,Abend::N,ערב,ӝыт
539,Abend::N,ערב,акшан
540,Nacht::N,לילה,уй
541,Woche::N,שבוע,арня
542,Monat::N,חדש,толэзь
543,Jahr::N,שנה,ар
544,Frühling::N,אביב,тулыс
545,Sommer::N,קיץ,гужем
546,Herbst::N,סתו,сӥзьыл
547,Winter::N,חרף,тол
548,Januar::N,ינואר,выльартолэзь
549,Februar::N,פברואר,тулыспал
550,März::N,מרץ,южтолэзь
551,April::N,אפריל,оштолэзь
552,Mai::N,מאי,куартолэзь
553,Juni::N,יוני,вожотолэзь
554,Juli::N,יולי,пӧсьтолэзь
555,August::N,אוגוסט,гудырикошкон
556,September::N,ספטמבר,куарусён
557,Oktober::N,אוקטובר,выльӝуктолэзь
558,November::N,נובמבר,шуркынмон
559,Dezember::N,דצמבר,толсур
560,Montag::N,יום שני,вордӥськон
561,Dienstag::N,יום שלישי,вторник
562,Mittwoch::N,יום רביעי,вирнунал
563,Donnerstag::N,יום חמישי,покчиарня
564,Freitag::N,יום ששי,удмуртарня
565,Samstag::N,יום שבת,кӧснунал
566,Sonntag::N,יום ראשון,арня
567,groß::A,גדול,бадӟым
568,klein::A,קטן,пичи
569,lang::A,ארך,кузь
570,kurz::A,קצר,вакчи
571,breit::A,רחב,паськыт
572,schmal::A,צר,сюлэг
573,dicht::A,צפוף,ӵем
574,dick[Gegenstand]::A,עבה,зӧк
575,dünn::A,דק,векчи
576,fein::A,מעדן,векчи
577,fest::A,מוצק,юн
578,fest::A,מוצק,чурыт
579,flach::A,שטוח,ӵошкыт
580,glatt::A,חלק,гылыт
581,glatt::A,חלק,вольыт
582,hart::A,קשיח,чурыт
583,weich::A,רך,небыт
584,rund::A,עגל,котырес
585,spitz::A,חד,йылсо
586,scharf::A,חד,лэчыт
587,stumpf::A,קהה,ныж
588,schwer::A,כבד,секыт
589,schön::A,יפה,чебер
590,heiß::A,חם,пӧсь
591,warm::A,חם,шуныт
592,kalt::A,קר,кезьыт
593,kühl::A,צונן,юзмыт
594,kühl::A,צונן,салкым
595,frisch::A,טרי,выль
596,feucht::A,לח,мускыт
597,nass::A,רטוב,котмем
598,trocken::A,יבש,кӧс
599,voll::A,מלא,тыр
600,leer::A,ריק,буш
601,leer::A,ריק,тырттэм
602,offen::A,פתוח,усьтэм
603,geschlossen::A,סגור,ӵогам
604,geschlossen::A,סגור,пунням
605,sauber::A,נקי,ӝикыт
606,sauber::A,נקי,чылкыт
607,schmutzig::A,מלכלך,нӧд
608,roh::A,חי,ыль
609,reif::A,בשל,вуэм
610,lecker::A,טעים,ческыт
611,süß::A,מתוק,ческыт
612,bitter::A,מר,курыт
613,sauer::A,חמוץ,чырс
614,hell::A,בהיר,югыт
615,dunkel::A,עמום,пеймыт
616,schwarz::A,שחר,сьӧд
617,weiß::A,לבן,тӧдьы
618,rot::A,אדם,горд
619,gelb::A,צהב,ӵуж
620,blau::A,כחל,лыз
621,grün::A,ירק,вож
622,grau::A,אפר,пурысь
623,bunt::A,צבעוני,куӵо
624,billig::A,זול,дунтэм
625,teuer::A,יקר,дуно
626,wertvoll::A,יקר ערך,дуно
627,blind::A,עור,сукыр
628,blind::A,עור,синтэм
629,taub::A,חרש,пельтэм
630,kräftig::A,חסן,кужмо
631,stark::A,חזק,юн
632,stark::A,חזק,кужмо
633,schwach::A,חלש,ляб
634,schwach::A,חלש,начар
635,fett::A,שמן,кӧй
636,schlank::A,רזה,веськыт
637,schlank::A,רזה,веськрес
638,hübsch::A,יפה תאר,чебер
639,hübsch::A,יפה תאר,синмаськымон
640,böse::A,רשע,лек
641,dumm::A,טפש,шузи
642,dumm::A,טפש,визьтэм
643,faul::A,עצלן,азьтэм
644,fleißig::A,חרוץ,сюлмо
645,geizig::A,קמצן,сук
646,klug::A,נבון,визьмо
647,klug::A,פקח,визьмо
648,geschickt::A,מימן,усто
649,geschickt::A,מימן,быгатӥсь
650,lieb::A,יקר,мусо
651,lieb::A,אהוב,мусо
652,lustig::A,עליז,шулдыр
653,sanft::A,עדין,мусо
654,sanft::A,עדין,эрке
655,hungrig::A,רעב,сютэм
656,krank::A,חולה,висись
657,nackt::A,ערום,гольык
658,traurig::A,עצוב,мӧзмыт
659,lebendig::A,חי,улэп
660,gut::A,טוב,ӟеч
661,gut::A,טוב,умой
662,schlecht::A,גרוע,урод
663,schlecht::A,גרוע,алама
664,richtig::A,נכון,шонер
665,schlimm::A,רע,алама
666,wahr::A,אמתי,зэмос
667,alt::A,ישן,вуж
668,neu::A,חדש,выль
669,ehemalig::A,לשעבר,азьвылэз
670,alt[Lebewesen]::A,זקן,пересь
671,jung::A,צעיר,егит
672,jung::A,צעיר,пинал
673,arm::A,עני,начар
674,arm::A,עני,куанер
675,reich::A,עשיר,узыр
676,bekannt::A,ידוע,тодмо
677,berühmt::A,מפרסם,дано
678,fremd::A,זר,ят
679,verschieden::A,שונה,пӧртэм
680,nah::A,קרוב,матысь
681,fern::A,רחוק,кыдёкысь
682,linker::A,שמאלי,паллян
683,rechter::A,ימין,бур
684,rechter::A,ימין,бурпал
685,anderer::A,אחר,мукет
686,erster::A,ראשון,нырысетӥез
687,zweiter::A,שני,кыктэтӥез
688,dritter::A,שלישי,кунньметӥез
689,letzter::A,אחרון,берло
690,letzter::A,אחרון,берпум
691,allein::ADV,לבד,огназ
692,auf einmal::ADV,בו-זמנית,огдыре
693,zusammen::ADV,ביחד,ӵош
694,zusammen::ADV,ביחד,валче
695,lange::ADV,הרבה זמן,кема
696,plötzlich::ADV,לפתע,мапламтэ шорысь
697,plötzlich::ADV,פתאום,мапламтэ шорысь
698,sofort::ADV,מיד,али ик
699,später::ADV,לאחר זמן,бергес
700,später::ADV,לאחר זמן,берлогес
701,später::ADV,יותר מאחר,бергес
702,später::ADV,יותר מאחר,берлогес
703,jetzt::ADV,עכשיו,али
704,jetzt::ADV,עכשיו,табере
705,heute::ADV,היום,туннэ
706,morgen::ADV,מחר,ӵуказе
707,bald::ADV,בקרוב,ӝоген
708,dann::ADV,אחר-כך,берло
709,gestern::ADV,אתמול,толон
710,einst::ADV,לפנים,огпол
711,einst::ADV,לפנים,одӥг пол
712,damals::ADV,אז,соку
713,danach::ADV,אחר-כך,собере
714,vorher::ADV,לפני זה,азьло
715,vorher::ADV,לפני זה,азьвыл
716,zuerst::ADV,קדם,азьло
717,einmal::ADV,פעם,огпол
718,manchmal::ADV,לפעמים,куддыръя
719,oft::ADV,לעתים קרובות,ӵем
720,immer::ADV,תמיד,пыр
721,immer::ADV,תמיד,котьку
722,niemals::ADV,אף פעם,уз ноку
723,hier::ADV,כאן,татын
724,hierhin::ADV,פה,татчы
725,von hier::ADV,מפה,татысь
726,dort::ADV,שם,отӥ
727,dort::ADV,שם,отын
728,dorthin::ADV,שם,отчы
729,geradeaus::ADV,ישר,меӵак
730,vorwärts::ADV,קדימה,азьлань
731,rückwärts::ADV,לאחור,берлань
732,zurück::ADV,בחזרה,берен
733,zurück::ADV,בחזרה,берлань
734,zurück::ADV,אחורנית,берен
735,zurück::ADV,אחורנית,берлань
736,unten::ADV,למטה,улын
737,hinab::ADV,למטה,улэ
738,oben::ADV,מעל,вылын
739,oben::ADV,מעל,вылӥын
740,oben::ADV,למעלה,вылын
741,oben::ADV,למעלה,вылӥын
742,hinauf::ADV,למעלה,вылэ
743,hinauf::ADV,למעלה,вылӥе
744,hinauf::ADV,למעלה,выллань
745,überall::ADV,בכל מקום,котькытын
746,überall::ADV,בכל מקום,пасьтана
747,nicht::ADV,לא,уз
748,ein wenig::ADV,קצת,ичи
749,ein wenig::ADV,קצת,ӧжыт
750,ein wenig::ADV,קצת,огшап
751,kaum::ADV,בקשי,муртса
752,sehr::ADV,מאוד,туж
753,sehr::ADV,מאוד,лекос
754,so::ADV,כך,озьы
755,so::ADV,כך,тазьы
756,so::ADV,ככה,озьы
757,so::ADV,ככה,тазьы
758,noch::ADV,עוד,на
759,noch::ADV,עדין,на
760,nur::ADV,רק,гинэ
761,schon::ADV,כבר,ни
762,schon::ADV,כבר,ини
763,wieder::ADV,שוב,нош
764,wieder::ADV,שוב,кайта
765,vergebens::ADV,לריק,юнме
766,vergebens::ADV,לשוא,юнме
767,vor::PRP,מול,азьын
768,hinter::PRP,מאחורי,берын
769,hinter::PRP,מאחורי,бӧрсьы
770,unter::PRP,מתחת,улын
771,durch::PRP,דרך,пыр
772,durch::PRP,דרך,пыртӥ
773,neben::PRP,ליד,бордын
774,neben::PRP,על-יד,бордын
775,zwischen::PRP,בין,вискын
776,wegen::PRP,בשל,сэрен
777,wegen::PRP,בגלל,сэрен
778,dies::PRN,זה,та
779,das::PRN,זה,со
780,alles::PRN,הכל,ваньмыз
781,ich::PRN,אני,мон
782,du::PRN,את,тон
783,du::PRN,אתה,тон
784,er::PRN,הוא,со
785,wir::PRN,אנחנו,ми
786,ihr::PRN,לה,тӥ
787,sie::PRN,הם,соос
788,was::FPRN,מה,ма
789,wer::FPRN,מי,кин
790,wo::FADV,איפה,кытын
791,wohin::FADV,לאן,кытчы
