,Concept_ID,kk,hr
72,Sonne::N,күн,sunce
73,Mond::N,ай,mjesec
74,Stern::N,жұлдыз,zvijezda
75,Luft::N,әуе,zrak
76,Wind::N,жел,vjetar
77,Welle::N,толқын,val
78,Welle::N,толқын,talas
79,Wasser::N,су,voda
80,Stein::N,тас,kamen
81,Boden::N,қыртыс,tlo
82,Boden::N,қыртыс,zemlja
83,Erde::N,топырақ,zemlja
84,Staub::N,шаң,prah
85,Staub::N,шаң,prašina
86,Rauch::N,түтін,dim
87,Funke::N,ұшқын,iskra
88,Funke::N,ұшқын,varnica
89,Feuer::N,алау,vatra
90,Licht::N,шұғыла,svjetlo
91,Schatten::N,көлеңке,hlad
92,Schatten::N,көлеңке,sjena
93,Wetter::N,ауа райы,vrijeme
94,Nebel::N,тұман,magla
95,Wolke::N,бұлт,oblak
96,Regen::N,жаңбыр,kiša
97,Schnee::N,қар,snijeg
98,Eis::N,мұз,led
99,Frost::N,суық,mraz
100,Kälte::N,ызғар,studen
101,Kälte::N,ызғар,hladnoća
102,Kälte::N,суықтық,studen
103,Kälte::N,суықтық,hladnoća
104,Hitze::N,аптап,vrućina
105,Raureif::N,қырау,inje
106,Regenbogen::N,кемпірқосақ,duga
107,Donner::N,күн күркіреу,grom
108,Donner::N,күн күркіреу,grmljavina
109,Strömung::N,ағын,struja
110,Strömung::N,ағын,strujanje
111,Tropfen::N,тамшы,kap
112,Tropfen::N,тамшы,kaplja
113,Schaum::N,көбік,pjena
114,Schmutz::N,кір,nečistoća
115,Schmutz::N,кір,prljavština
116,See::N,көл,jezero
117,Sumpf::N,саз,bara
118,Moor::N,саз,močvara
119,Wiese::N,шалғын,livada
120,Wald::N,орман,šuma
121,Hügel::N,төбе,brijeg
122,Hügel::N,төбе,brežuljak
123,Hügel::N,белес,brijeg
124,Hügel::N,белес,brežuljak
125,Hügel::N,белес-белес,brijeg
126,Hügel::N,белес-белес,brežuljak
127,Anhöhe::N,дөң,uzvišica
128,Anhöhe::N,адыр,uzvišica
129,Anhöhe::N,қырат,uzvišica
130,Berg::N,тау,brdo
131,Gipfel::N,төбе,vrh
132,Höhle::N,үңгір,pećina
133,Höhle::N,үңгір,spilja
134,Abhang::N,бауыр,obronak
135,Abhang::N,бауыр,nizbrdica
136,Quelle::N,қайнар,izvor
137,Quelle::N,қайнар,vrelo
138,Bach::N,жылға,potok
139,Fluss::N,өзен,rijeka
140,Ufer::N,жиек,obala
141,Küste::N,жиегі,obala
142,Küste::N,жиегі,morska obala
143,Küste::N,жағалау,obala
144,Küste::N,жағалау,morska obala
145,Festland::N,құрылық,kopno
146,Meer::N,теңіз,more
147,Bucht::N,шығанақ,zaliv
148,Insel::N,арал,ada
149,Insel::N,арал,otok
150,Blume::N,гүл,cvijet
151,Gras::N,от,trava
152,Wurzel::N,түбір,korijen
153,Baum::N,ағаш,drvo
154,Baum::N,ағаш,stablo
155,Baum::N,дарақ,drvo
156,Baum::N,дарақ,stablo
157,Stamm::N,сояу,deblo
158,Stamm::N,сояу,stablo
159,Stamm::N,оқпан,deblo
160,Stamm::N,оқпан,stablo
161,Rinde::N,қабық,kora
162,Ast::N,бұтақ,grana
163,Zweig::N,шыбық,grana
164,Blatt::N,жапырақ,list
165,Birke::N,қайың,breza
166,Kiefer[Baum]::N,қарағай,bor
167,Weide[Baum]::N,тал,iva
168,Weide[Baum]::N,тал,vŕba
169,Tanne::N,шырша,jela
170,Horn::N,мүйіз,rog
171,Feder::N,қаламұш,pero
172,Fell::N,тері,koža
173,Flügel::N,қанат,krilo
174,Klaue::N,тырнақ,papak
175,Kralle::N,аяқ,pandža
176,Schwanz::N,құйрық,rep
177,Ei::N,жұмыртқа,jaje
178,Nest::N,ұя,gnijezdo
179,Bau::N,жатақ,jazbina
180,Tier::N,айуан,životinja
181,Tier::N,жануар,životinja
182,Herde::N,пада,krdo
183,Herde::N,пада,stado
184,Kuh::N,сиыр,krava
185,Bulle::N,өгіз,bik
186,Pferd::N,жылқы,konj
187,Schaf::N,қой,ovca
188,Schwein::N,шошқа,svinja
189,Hund::N,ит,pas
190,Hund::N,ит,pseto
191,Katze::N,мысық,mačka
192,Bär::N,аю,medvjed
193,Eichhörnchen::N,тиін,vjeverica
194,Elch::N,бұғы,los
195,Fuchs::N,түлкі,lisica
196,Hase::N,қоян,zec
197,Maus::N,қаптесер,miš
198,Wolf::N,бөрі,vuk
199,Wolf::N,бөрі,kurjak
200,Wolf::N,қасқыр,vuk
201,Wolf::N,қасқыр,kurjak
202,Vogel::N,құс,ptica
203,Schwarm::N,топ,roj
204,Schwarm::N,топ,jato
205,Schwarm::N,үйір,roj
206,Schwarm::N,үйір,jato
207,Huhn::N,тауық,kokoš
208,Huhn::N,мекиен,kokoš
209,Hahn::N,әтеш,kokot
210,Hahn::N,әтеш,pijevac
211,Hahn::N,қораз,kokot
212,Hahn::N,қораз,pijevac
213,Gans::N,қаз,guska
214,Adler::N,бүркіт,orao
215,Ente::N,үйрек,patka
216,Eule::N,жапалақ,sova
217,Kranich::N,тырна,ždral
218,Krähe::N,қарға,vrana
219,Kuckuck::N,көкек,kukavica
220,Schwan::N,аққу,labud
221,Fisch::N,балық,riba
222,Barsch::N,алабұға,grgeč
223,Hecht::N,шортан,štuka
224,Schlange[Tier]::N,жылан,guja
225,Schlange[Tier]::N,жылан,zmija
226,Wurm::N,шұбалшаң,crv
227,Spinne::N,өрмекші,pauk
228,Ameise::N,қүмырска,mrav
229,Laus::N,бит,uš
230,Mücke::N,маса,komarac
231,Fliege::N,шыбын,muha
232,Schmetterling::N,көбелек,leptir
233,Beere::N,жидек,boba
234,Beere::N,жидек,bobica
235,Apfel::N,алма,jabuka
236,Pilz::N,қозықұйрық,pečurka
237,Pilz::N,саңыраукулақ,pečurka
238,Zwiebel::N,жуа,luk
239,Zwiebel::N,жуа,kapula
240,Saat::N,тұқым,sjemenje
241,Korn::N,дән,zrno
242,Heu::N,шөп,sijeno
243,Schale::N,қабық,kora
244,Schale::N,қабық,ljuska
245,Schale::N,қабығы,kora
246,Schale::N,қабығы,ljuska
247,Grube::N,ор,jama
248,Falle::N,дұзақ,zamka
249,Falle::N,дұзақ,klopka
250,Falle::N,қақпан,zamka
251,Falle::N,қақпан,klopka
252,Schlinge::N,ілмек,uzao
253,Schlinge::N,ілмек,petlja
254,Spur::N,із,trag
255,Spur::N,із,slijed
256,Asche::N,күл,pepeo
257,Dreck::N,былғаныш,blato
258,Eisen::N,темір,željezo
259,Gold::N,алтын,zlato
260,Silber::N,күміс,srebro
261,Kohle::N,көмір,ugalj
262,Kohle::N,көмір,ugljen
263,Glas::N,шыны,staklo
264,Lehm::N,балшық,glina
265,Lehm::N,балшық,ilovača
266,Sand::N,құм,pijesak
267,Mensch::N,адам,čovjek
268,Mann::N,еркек,muškarac
269,Mann::N,ер адам,muškarac
270,Frau::N,бике,žena
271,Frau::N,қатын,žena
272,Kind::N,бала,čedo
273,Kind::N,бала,dijete
274,Kind::N,перзент,čedo
275,Kind::N,перзент,dijete
276,Junge::N,бала,momče
277,Junge::N,бала,dječak
278,Junge::N,ер бала,momče
279,Junge::N,ер бала,dječak
280,Mädchen::N,қыз,djevojka
281,Mädchen::N,қыз,djevojčica
282,Familie::N,жанұя,obitelj
283,Familie::N,жанұя,porodica
284,Großvater::N,ата,djed
285,Großmutter::N,әже,baka
286,Großmutter::N,әжей,baka
287,Eltern::N,ата-аналар,roditelji
288,Vater::N,әке,otac
289,Mutter::N,ана,majka
290,Sohn::N,ұл,sin
291,Tochter::N,қызым,kći
292,Tochter::N,қызым,kćerka
293,Bruder::N,бауырым,brat
294,Schwester::N,әпке,sestra
295,Onkel::N,көке,čika
296,Onkel::N,көке,ujak
297,Tante::N,тәте,ujna
298,Tante::N,тәте,tetka
299,Ehemann::N,ер,muž
300,Ehemann::N,ер,suprug
301,Ehefrau::N,зайып,žena
302,Ehefrau::N,зайып,supruga
303,Freude::N,қуаныш,radost
304,Freude::N,сүйініш,radost
305,Freude::N,шат-думан,radost
306,Freude::N,қуаныштылық,radost
307,Gelächter::N,күлу,grohot
308,Glück::N,бақыт,sreća
309,Glück::N,бақыттылық,sreća
310,Kummer::N,аза,jad
311,Kummer::N,аза,briga
312,Kummer::N,қайғы,jad
313,Kummer::N,қайғы,briga
314,Kummer::N,қасырет,jad
315,Kummer::N,қасырет,briga
316,Wunsch::N,мүдде,želja
317,Lust::N,тәбет,volja
318,Lust::N,ынтызар,volja
319,Lust::N,құштарлық,volja
320,Geist::N,рух,duh
321,Gedanke::N,ой,misao
322,Gedächtnis::N,ес,pamćenje
323,Gedächtnis::N,жады,pamćenje
324,Gedächtnis::N,ақыл-ес,pamćenje
325,Verstand::N,ақыл,um
326,Verstand::N,ақыл,razum
327,Verstand::N,парасат,um
328,Verstand::N,парасат,razum
329,Sinn::N,мән,smisao
330,Sinn::N,мән,značenje
331,Sinn::N,маныз,smisao
332,Sinn::N,маныз,značenje
333,Sinn::N,мағына,smisao
334,Sinn::N,мағына,značenje
335,Sinn::N,мән-мағына,smisao
336,Sinn::N,мән-мағына,značenje
337,Grund::N,себеп,razlog
338,Wahrheit::N,рас,istina
339,Gespräch::N,әңгіме,razgovor
340,Märchen::N,ертеп,bajka
341,Märchen::N,ертек,bajka
342,Erzählung::N,әңгіме,priča
343,Erzählung::N,әңгіме,pripovijest
344,Nachricht::N,хабар,vijest
345,Neuigkeit::N,жаңалық,novost
346,Name::N,ат,ime
347,Name::N,атау,ime
348,Rätsel::N,жұмбақ,zagonetka
349,Rede::N,сөз,govor
350,Rede::N,сөз,besjeda
351,Sprache::N,тіл,jezik
352,Stimme::N,үн,glas
353,Stimme::N,әуен,glas
354,Stimme::N,дауыс,glas
355,Wort::N,сөз,riječ
356,Zeichen::N,ишара,znak
357,Ruf::N,айғай,povik
358,Ruf::N,айғай,poklik
359,Lärm::N,айғай-шу,buka
360,Lärm::N,айғай-шу,galama
361,Lärm::N,айғай-ұйғай,buka
362,Lärm::N,айғай-ұйғай,galama
363,Laut::N,дыбыс,zvuk
364,Laut::N,дауыс,zvuk
365,Ton::N,әуен,ton
366,Lied::N,ән,pjesma
367,Lied::N,жыр,pjesma
368,Lied::N,ән-жыр,pjesma
369,Ruhe::N,тыныштық,tišina
370,Ruhe::N,тыныштық,počinak
371,Leute::N,кісілер,ljudi
372,Volk::N,халық,puk
373,Volk::N,халық,narod
374,Arbeit::N,еңбек,rad
375,Arbeit::N,еңбек,posao
376,Gast::N,қонақ,gost
377,Gast::N,мейман,gost
378,Geschenk::N,қадия,dar
379,Geschenk::N,қадия,poklon
380,Spiel::N,ойын,igra
381,Gesellschaft::N,қауым,društvo
382,Gesellschaft::N,қауым,kompanija
383,Gesellschaft::N,жұртшылық,društvo
384,Gesellschaft::N,жұртшылық,kompanija
385,Hilfe::N,жэрдем,pomoć
386,Freund::N,дос,prijatelj
387,Kamerad::N,дос-жар,drug
388,Kamerad::N,дос-жар,drugar
389,Angelegenheit::N,жұмыс,posao
390,Anzahl::N,сан,broj
391,Anzahl::N,сан,brojnost
392,Anzahl::N,саны,broj
393,Anzahl::N,саны,brojnost
394,Art::N,түр,vid
395,Art::N,түр,vrst
396,Stück::N,тілім,komad
397,Teil::N,үлес,dio
398,Teil::N,бөлшек,dio
399,Hälfte::N,жарты,polovina
400,Kreis::N,шеңбер,krug
401,Kreuz::N,крест,križ
402,Linie::N,сызық,crta
403,Strich::N,сызық,crta
404,Abstand::N,ара,razmak
405,Abstand::N,ара,odstojanje
406,Abstand::N,аралық,razmak
407,Abstand::N,аралық,odstojanje
408,Entfernung::N,аралық,udaljenost
409,Gegend::N,өңір,kraj
410,Gegend::N,өңір,predeo
411,Platz::N,орны,mjesto
412,Ort::N,орын,mjesto
413,Seite::N,жақ,bok
414,Seite::N,жақ,strana
415,Seite::N,бүйір,bok
416,Seite::N,бүйір,strana
417,Mitte::N,ортасы,sredina
418,Gegenstand::N,зат,predmet
419,Gegenstand::N,нәрсе,predmet
420,Sache::N,бұйым,posao
421,Rand::N,шет,rub
422,Rand::N,шет,kraj
423,Rand::N,шеті,rub
424,Rand::N,шеті,kraj
425,Kante::N,қыр,brid
426,Kante::N,қыр,ivica
427,Kante::N,қыры,brid
428,Kante::N,қыры,ivica
429,Ecke::N,қыры,ugao
430,Ecke::N,бұрыш,ugao
431,Spitze::N,ұшы,vrh
432,Spitze::N,ұшы,šiljak
433,Ende::N,аяқ,konac
434,Ende::N,соңы,konac
435,Loch::N,тесік,rupa
436,Winkel::N,мүйіс,kut
437,Winkel::N,мүйіс,ugao
438,Muster::N,мәнер,uzor
439,Größe::N,ауқым,veličina
440,Größe::N,көлемдік,veličina
441,Länge::N,бой,duljina
442,Länge::N,ұзындық,duljina
443,Höhe::N,жоғарылық,visina
444,Höhe::N,биіктік,visina
445,Gewicht::N,салмақ,težina
446,Menge::N,мөлшер,mnoštvo
447,Menge::N,мөлшер,količina
448,Haufen::N,үйме,hrpa
449,Haufen::N,үйме,gomila
450,Haufen::N,үйінді,hrpa
451,Haufen::N,үйінді,gomila
452,Reihe::N,сап,red
453,Boot::N,қайық,čun
454,Boot::N,қайық,čamac
455,Ruder::N,ескек,veslo
456,Schlitten::N,шана,saone
457,Ski::N,шаңғы,ski
458,Ski::N,шаңғы,smučka
459,Lagerfeuer::N,алау,logorska vatra
460,Last::N,ауырлық,tovar
461,Last::N,ауыр зат,tovar
462,Gang::N,жүріс,hod
463,Schritt::N,адым,korak
464,Norden::N,солтүстік,sjever
465,Norden::N,терістік,sjever
466,Süden::N,оңтүстік,jug
467,Westen::N,батыс,zapad
468,Osten::N,күншығыс,istok
469,Holz::N,ағаш,drvo
470,Holz::N,сүрек,drvo
471,Brett::N,тақта,daska
472,Platte::N,тақта,ploča
473,Stütze::N,тіреу,potpora
474,Stange::N,қада,motka
475,Stock::N,сойыл,štap
476,Stock::N,сойыл,palica
477,Stab::N,сырық,štap
478,Stab::N,сырық,šipka
479,Rohr::N,құбыр,cijev
480,Haus::N,үй,kuća
481,Heim::N,үйлі,dom
482,Heim::N,шаңырақ,dom
483,Ofen::N,ошақ,peć
484,Ofen::N,пеш,peć
485,Fußboden::N,еден,pod
486,Tisch::N,үстел,stol
487,Tisch::N,үстел,trpeza
488,Stuhl::N,орындық,stolac
489,Stuhl::N,орындық,stolica
490,Wiege::N,бесік,kolijevka
491,Bett::N,кереует,krevet
492,Bett::N,кереует,postelja
493,Regal::N,сөре,polica
494,Kiste::N,жәшік,sanduk
495,Fenster::N,терезе,prozor
496,Tür::N,есік,vrata
497,Tor::N,дарбаза,vrata
498,Tor::N,дарбаза,kapija
499,Zaun::N,дуал,plot
500,Zaun::N,дуал,ograda
501,Dach::N,шатыр,krov
502,Leiter::N,саты,ljestve
503,Leiter::N,саты,ljestvice
504,Leiter::N,басқыш,ljestve
505,Leiter::N,басқыш,ljestvice
506,Besen::N,сыпырғыш,metla
507,Spaten::N,күрек,ašov
508,Schaufel::N,қалақ,lopata
509,Gabel::N,аша,viljuška
510,Gabel::N,шанышқы,viljuška
511,Löffel::N,қасық,žlica
512,Messer::N,пышақ,nož
513,Nagel::N,мық,čavao
514,Nagel::N,шеге,čavao
515,Netz::N,керегекөз,mreža
516,Haken::N,ілмек,kuka
517,Griff::N,сап,držak
518,Griff::N,сап,ručica
519,Griff::N,тұтқа,držak
520,Griff::N,тұтқа,ručica
521,Schloss::N,құлып,brava
522,Schloss::N,бекіткіш,brava
523,Bild::N,сурет,slika
524,Figur::N,тұлға,figura
525,Puppe::N,қуыршақ,lutka
526,Beutel::N,қапшық,kesa
527,Bündel::N,байлам,snop
528,Bündel::N,байлам,svežanj
529,Tasche::N,дорба,torba
530,Tasche::N,дорба,taška
531,Eimer::N,шелек,kabao
532,Deckel::N,жапқыш,poklopac
533,Geschirr::N,ыдыс,suđe
534,Geschirr::N,ыдыс,posuđe
535,Sack::N,қап,džak
536,Sack::N,қап,vreća
537,Tasse::N,шыныаяқ,šalica
538,Topf::N,кәстрөл,lonac
539,Kessel::N,қазан,kazan
540,Essen::N,ас,obrok
541,Nahrung::N,ас,hrana
542,Nahrung::N,тамақ,hrana
543,Speise::N,тағам,jelo
544,Fleisch::N,ет,meso
545,Getreide::N,дәнді,žito
546,Getreide::N,дәнді,žitarice
547,Brei::N,ботқа,kaša
548,Brot::N,күлше,kruh
549,Scheibe::N,тілім,kriška
550,Fett::N,май,mast
551,Fett::N,май,salo
552,Butter::N,май,buter
553,Butter::N,май,maslac
554,Öl::N,май,ulje
555,Salz::N,тұз,sol
556,Suppe::N,көже,supa
557,Honig::N,бал,med
558,Milch::N,сүт,mlijeko
559,Tee::N,шай,čaj
560,Leder::N,көн,koža
561,Wolle::N,жүн,vuna
562,Stoff::N,мата,štof
563,Stoff::N,мата,tkanina
564,Stoff::N,кездеме,štof
565,Stoff::N,кездеме,tkanina
566,Nadel::N,ине,igla
567,Faden::N,жіп,nit
568,Faden::N,жіп,konac
569,Knopf::N,түйме,dugme
570,Knoten::N,түйін,čvor
571,Knoten::N,түйін,uzao
572,Farbe::N,рең,farba
573,Kleidung::N,киім,odjeća
574,Hemd::N,жейде,košulja
575,Kragen::N,жаға,ovratnik
576,Ärmel::N,жең,rukav
577,Hose::N,шалбар,hlače
578,Gürtel::N,белбеу,pas
579,Gürtel::N,белбеу,pojas
580,Mütze::N,қалпақ,kapa
581,Schuh::N,кебіс,cipela
582,Stiefel::N,етік,čizma
583,Ring::N,жүзік,prsten
584,Band::N,таспа,vrpca
585,Kamm::N,тарақ,češalj
586,Spiegel::N,айна,zrcalo
587,Spiegel::N,айна,ogledalo
588,Riemen::N,қайыс,kaiš
589,Riemen::N,қайыс,remen
590,Schnur::N,жіп,vrpca
591,Leine::N,тізгін,uzica
592,Decke::N,көрпе,ćebe
593,Decke::N,көрпе,pokrivač
594,Kissen::N,жастық,jastuk
595,Tuch::N,орамал,rubac
596,Tuch::N,орамал,marama
597,Handtuch::N,сүлгі,ručnik
598,Kraft::N,қуат,snaga
599,Kraft::N,қарқын,snaga
600,Kraft::N,әл-шама,snaga
601,Kraft::N,әл-дәрмен,snaga
602,Stärke::N,әл,jakost
603,Stärke::N,күш,jakost
604,Gesundheit::N,денсаулык,zdravlje
605,Krankheit::N,ауру,bolest
606,Schmerz::N,ауру,bol
607,Wunde::N,зақым,rana
608,Wunde::N,жарақат,rana
609,Fieber::N,безгек,groznica
610,Fieber::N,қалтырау,groznica
611,Fieber::N,қызу көтерілуі,groznica
612,Arznei::N,дәрі,lijek
613,Arznei::N,дәрі-дәрмек,lijek
614,Brücke::N,көпір,most
615,Brücke::N,көпір,ćuprija
616,Brunnen::N,құдық,bunar
617,Brunnen::N,құдық,zdenac
618,Weide::N,өріс,paša
619,Weide::N,өріс,pašnjak
620,Weide::N,жайылым,paša
621,Weide::N,жайылым,pašnjak
622,Pfad::N,жол,staza
623,Weg::N,жол,put
624,Straße::N,жол,drum
625,Straße::N,жол,cesta
626,Dorf::N,ауыл,selo
627,Stadt::N,қала,grad
628,Stadt::N,қала,varoš
629,Stadt::N,шаһар,grad
630,Stadt::N,шаһар,varoš
631,Brief::N,хат,list
632,Brief::N,хат,pismo
633,Brief::N,жазу,list
634,Brief::N,жазу,pismo
635,Buch::N,кітап,knjiga
636,Buchstabe::N,әріп,slovo
637,Buchstabe::N,қаріп,slovo
638,Zeitung::N,газет,novine
639,Leben::N,өмір,život
640,Leben::N,тіршілік,život
641,Tod::N,опат,smrt
642,Grab::N,мола,raka
643,Grab::N,мазар,raka
644,Kirche::N,шіркеу,crkva
645,Sünde::N,күнә,grijeh
646,Gott::N,алла,bog
647,Gott::N,құдай,bog
648,Gott::N,тәңірі,bog
649,Gott::N,пәруардігер,bog
650,Gott::N,жаратқан тәңірі,bog
651,Arbeiter::N,жүмысшы,radnik
652,Chef::N,басшы,šef
653,Chef::N,жұмыс басқарушысы,šef
654,Meister::N,шебер,majstor
655,Meister::N,өнерпаз,majstor
656,Arzt::N,дәрігер,liječnik
657,Lehrer::N,мұғалім,učitelj
658,Geld::N,пұл,novac
659,Geschäft::N,бизнес,posao
660,Geschäft::N,бизнес,trgovina
661,Laden::N,дүкен,dućan
662,Preis::N,ақы,cijena
663,Preis::N,құны,cijena
664,Preis::N,нарық,cijena
665,Ware::N,тауар,roba
666,Nutzen::N,пайда,korist
667,Reichtum::N,бақ-дәулет,bogatstvo
668,Welt::N,әлем,svijet
669,Welt::N,жиһан,svijet
670,Land::N,аймақ,zemlja
671,Staat::N,мемлекет,država
672,König::N,патша,kralj
673,Macht::N,өкімет,moć
674,Macht::N,өкімет,vlast
675,Macht::N,қожалық,moć
676,Macht::N,қожалық,vlast
677,Grenze::N,шек,granica
678,Krieg::N,соғыс,rat
679,Feind::N,жау,neprijatelj
680,Feind::N,дұшпан,neprijatelj
681,Gewalt::N,зорлык,sila
682,Gewalt::N,зорлык,nasilje
683,Gewalt::N,зорлық-зомбылык,sila
684,Gewalt::N,зорлық-зомбылык,nasilje
685,Kampf::N,күрес,boj
686,Kampf::N,күрес,borba
687,Kampf::N,алыспақ,boj
688,Kampf::N,алыспақ,borba
689,Bogen[Waffe]::N,саржа,luk
690,Pfeil::N,жебе,strijela
691,Gewehr::N,қару,puška
692,Fehler::N,әбес,pogreška
693,Fehler::N,әбес,griješka
694,Fehler::N,қаталық,pogreška
695,Fehler::N,қаталық,griješka
696,Lüge::N,өтірік,laž
697,Schaden::N,зиян,šteta
698,Schaden::N,зарар,šteta
699,Unglück::N,пәле,nesreća
700,Unglück::N,қасырет,nesreća
701,Unglück::N,ауыртпалық,nesreća
702,Schuld::N,айыптылық,krivnja
703,Alter::N,жас,dob
704,Alter::N,жас шамасы,dob
705,Schluss::N,ада,kraj
706,Schluss::N,ада,konac
707,Schluss::N,бітуі,kraj
708,Schluss::N,бітуі,konac
709,Zeit::N,уақыт,doba
710,Zeit::N,уақыт,vrijeme
711,Tag::N,күн,dan
712,Morgen::N,таң,jutro
713,Morgen::N,таңертең,jutro
714,Mittag::N,талтүс,podne
715,Abend::N,кеш,veče
716,Abend::N,кеш,večer
717,Nacht::N,түн,noć
718,Woche::N,апта,sedmica
719,Monat::N,ай,mjesec
720,Jahr::N,жыл,godina
721,Frühling::N,көктем,proljeće
722,Sommer::N,жаз,ljeto
723,Herbst::N,күз,jesen
724,Winter::N,қыс,zima
725,Januar::N,каңтар,januar
726,Januar::N,каңтар,siječanj
727,Februar::N,ақпан,veljača
728,Februar::N,ақпан,februar
729,März::N,наурыз,mart
730,März::N,наурыз,ožujak
731,April::N,сәуір,april
732,April::N,сәуір,travanj
733,Mai::N,мамыр,maj
734,Mai::N,мамыр,svibanj
735,Juni::N,маусым,juni
736,Juni::N,маусым,lipanj
737,Juli::N,шілде,juli
738,Juli::N,шілде,srpanj
739,August::N,сүмбіле,august
740,August::N,сүмбіле,kolovoz
741,August::N,тамыз,august
742,August::N,тамыз,kolovoz
743,September::N,қыркүйек,rujan
744,September::N,қыркүйек,septembar
745,Oktober::N,ақырап,oktobar
746,Oktober::N,ақырап,listopad
747,November::N,қараша,studeni
748,November::N,қараша,novembar
749,Dezember::N,желтоқсан,prosinac
750,Montag::N,дүйсенбі,ponedjeljak
751,Montag::N,дүйсенбі,ponedjeljnik
752,Dienstag::N,сейсенбі,utorak
753,Dienstag::N,сейсенбі,utornik
754,Mittwoch::N,сәрсенбі,srijeda
755,Donnerstag::N,бейсенбі,četvrtak
756,Freitag::N,жұма,petak
757,Samstag::N,сенбі,subota
758,Sonntag::N,жексембі,nedjelja
759,groß::A,алпамсадай,velik
760,klein::A,кішкене,mali
761,klein::A,кішкене,malen
762,klein::A,қарғадай,mali
763,klein::A,қарғадай,malen
764,lang::A,сопақ,dug
765,lang::A,сопақ,dugačak
766,lang::A,сорайған,dug
767,lang::A,сорайған,dugačak
768,kurz::A,кеспелтек,kratak
769,breit::A,айдынды,širok
770,schmal::A,қысық,uski
771,schmal::A,қысық,uzak
772,dicht::A,жиі,gust
773,dick[Gegenstand]::A,шомбал,debeo
774,dünn::A,жұқа,tanak
775,dünn::A,жіңішке,tanak
776,fein::A,қаңылтақ,fin
777,fein::A,қаңылтақ,tanak
778,fest::A,берік,čvrst
779,fest::A,мызғымас,čvrst
780,flach::A,жалпак,ravan
781,flach::A,жалпак,plosnat
782,glatt::A,типыл,gladak
783,hart::A,қатты,tvrd
784,weich::A,жұмсақ,mek
785,weich::A,жұмсақ,mekan
786,rund::A,домалақ,okrugao
787,spitz::A,үшкір,oštar
788,spitz::A,үшкір,šiljast
789,scharf::A,сүйрік,oštar
790,scharf::A,сүйрік,bridak
791,stumpf::A,доғал,tup
792,stumpf::A,өтпейтін,tup
793,schwer::A,салмақты,težak
794,schön::A,сұлу,krasan
795,heiß::A,ыссы,vruć
796,warm::A,жылы,topao
797,kalt::A,аязды,hladan
798,kühl::A,салқын,hladan
799,frisch::A,таза,svjež
800,frisch::A,жаңа,svjež
801,feucht::A,нам,vlažan
802,feucht::A,дымқылды,vlažan
803,nass::A,сулы,mokar
804,trocken::A,құрғақ,suh
805,voll::A,толы,pun
806,leer::A,бос,prazan
807,offen::A,ашып қойылған,otvoren
808,geschlossen::A,жабулы,zatvoren
809,sauber::A,дақсыз,čist
810,sauber::A,мұнтаздай,čist
