,Concept_ID,mn,ja
113,Hügel::N,болдог,丘
114,Anhöhe::N,гүвээ,高み
115,Berg::N,уул,山
116,Gipfel::N,орой,頂上
117,Gipfel::N,оргил,頂上
118,Höhle::N,агуй,洞窟
119,Abhang::N,хүр,斜面
120,Quelle::N,булаг,泉
121,Bach::N,горхи,小川
122,Fluss::N,гол,川
123,Fluss::N,мөрөн,川
124,Ufer::N,эрэг,岸
125,Küste::N,эрэг,海岸
126,Festland::N,хуурай газар,陸
127,Meer::N,далай,海
128,Meer::N,тэнгис,海
129,Bucht::N,булан,湾
130,Bucht::N,далайн тохой,湾
131,Insel::N,арал,島
132,Blume::N,цэцэг,花
133,Gras::N,өвс,草
134,Gras::N,ногоо,草
135,Wurzel::N,үндэс,根
136,Baum::N,мод,木
137,Stamm::N,иш,幹
138,Stamm::N,гуалин,幹
139,Rinde::N,холтос,皮層
140,Ast::N,гишүү,枝
141,Zweig::N,салаа,小枝
142,Blatt::N,навч,葉
143,Birke::N,хус,樺
144,Kiefer[Baum]::N,нарс,松
145,Weide[Baum]::N,уд,柳
146,Weide[Baum]::N,бургас,柳
147,Tanne::N,гачуур,樅
148,Horn::N,эвэр,角
149,Feder::N,өд,羽根
150,Fell::N,арьс,毛皮
151,Flügel::N,жигүүр,羽
152,Flügel::N,далавч,羽
153,Klaue::N,савар,鉤爪
154,Klaue::N,хумс,鉤爪
155,Kralle::N,савар,爪
156,Schwanz::N,сүүл,尻尾
157,Ei::N,өндөг,卵
158,Nest::N,үүр,巣
159,Bau::N,нүх,穴
160,Bau::N,элүү,穴
161,Tier::N,амьтан,動物
162,Tier::N,адгуус,動物
163,Herde::N,сүрэг,群れ
164,Kuh::N,үнээ,牛
165,Bulle::N,бух,雄牛
166,Pferd::N,морь,馬
167,Pferd::N,адуу,馬
168,Schaf::N,хонь,羊
169,Schwein::N,гахай,豚
170,Hund::N,нохой,犬
171,Katze::N,муур,猫
172,Katze::N,мигуй,猫
173,Bär::N,баавгай,熊
174,Eichhörnchen::N,хэрэм,栗鼠
175,Elch::N,хандгай,ヘラジカ
176,Fuchs::N,үнэг,狐
177,Hase::N,туулай,兎
178,Maus::N,хулгана,鼠
179,Wolf::N,чоно,狼
180,Vogel::N,шувуу,鳥
181,Schwarm::N,сүрэг,群れ
182,Huhn::N,тахиа,鶏
183,Hahn::N,эр тахиа,雄鶏
184,Gans::N,галуу,ガチョウ
185,Adler::N,бүргэд,鷲
186,Ente::N,нугас,鴨
187,Eule::N,ууль,フクロウ
188,Kranich::N,тогоруу,鶴
189,Krähe::N,хэрээ,烏
190,Kuckuck::N,хөхөө,郭公
191,Schwan::N,хун,白鳥
192,Fisch::N,загас,魚
193,Barsch::N,алгана,鱸
194,Hecht::N,цурхай,川魳
195,Schlange[Tier]::N,могой,蛇
196,Wurm::N,өт,虫
197,Wurm::N,хорхой,虫
198,Spinne::N,аалз,蜘蛛
199,Ameise::N,шоргоолж,蟻
200,Laus::N,бөөс,虱
201,Mücke::N,шумуул,蚊
202,Fliege::N,ялаа,蝿
203,Schmetterling::N,эрвээхэй,蝶
204,Beere::N,жимсгэнэ,漿果
205,Apfel::N,алим,林檎
206,Pilz::N,мөөг,茸
207,Zwiebel::N,сонгино,玉葱
208,Saat::N,тариа,種
209,Korn::N,үр,粒
210,Korn::N,мөхлөг,粒
211,Heu::N,өвс,干し草
212,Schale::N,хальс,皮
213,Grube::N,алам,穴
214,Grube::N,нүх,穴
215,Falle::N,хавх,わな
216,Falle::N,занга,わな
217,Schlinge::N,урхи,輪
218,Spur::N,мөр,跡
219,Asche::N,үнс,灰
220,Dreck::N,хир,泥
221,Eisen::N,төмөр,鉄
222,Gold::N,алт,金
223,Silber::N,мөнгө,銀
224,Kohle::N,нүүрс,炭
225,Glas::N,шил,ガラス
226,Lehm::N,шавар,ローム
227,Sand::N,элс,砂
228,Mensch::N,хүн,人
229,Mann::N,эр,男
230,Mann::N,эр,男性
231,Mann::N,эрэгтэй,男
232,Mann::N,эрэгтэй,男性
233,Frau::N,эмэгтэй,女
234,Frau::N,эмэгтэй,女性
235,Frau::N,хатагтай,女
236,Frau::N,хатагтай,女性
237,Kind::N,хүүхэд,子
238,Kind::N,хүүхэд,子供
239,Junge::N,хүү,男の子
240,Mädchen::N,охин,女の子
241,Mädchen::N,бүсгүй,女の子
242,Familie::N,айл,家族
243,Großvater::N,өвгөн аав,祖父
244,Großvater::N,өвгөн аав,おじいさん
245,Großmutter::N,эмэг эх,祖母
246,Großmutter::N,эмэг эх,おばあさん
247,Großmutter::N,эмгээ,祖母
248,Großmutter::N,эмгээ,おばあさん
249,Eltern::N,эцэг эх,親
250,Eltern::N,эцэг эх,両親
251,Vater::N,аав,父
252,Vater::N,аав,お父さん
253,Vater::N,эцэг,父
254,Vater::N,эцэг,お父さん
255,Mutter::N,эх,母
256,Mutter::N,эх,お母さん
257,Mutter::N,ээж,母
258,Mutter::N,ээж,お母さん
259,Sohn::N,хүү,息子
260,Sohn::N,хүү,息子さん
261,Tochter::N,охин,娘
262,Tochter::N,охин,お嬢さん
263,Bruder::N,ах,弟
264,Bruder::N,дүү,弟
265,Schwester::N,эгч,妹
266,Schwester::N,охин дүү,妹
267,Onkel::N,авга ах,伯父
268,Onkel::N,авга ах,伯父さん
269,Onkel::N,нагац ах,伯父
270,Onkel::N,нагац ах,伯父さん
271,Tante::N,авга эгч,叔母
272,Tante::N,авга эгч,叔母さん
273,Tante::N,нагац эгч,叔母
274,Tante::N,нагац эгч,叔母さん
275,Ehemann::N,нөхөр,夫
276,Ehemann::N,нөхөр,主人
277,Ehefrau::N,эхнэр,妻
278,Ehefrau::N,эхнэр,奥さん
279,Ehefrau::N,гэргий,妻
280,Ehefrau::N,гэргий,奥さん
281,Freude::N,баяр,喜び
282,Freude::N,баясгалан,喜び
283,Gelächter::N,инээдэм,笑い
284,Glück::N,жаргалан,幸せ
285,Kummer::N,гаслан,悩み
286,Wunsch::N,ерөөл,希望
287,Lust::N,дур,気
288,Lust::N,хүсэл,気
289,Geist::N,оюун,精神
290,Gedanke::N,сэтгэл,考え
291,Gedächtnis::N,ой,記憶
292,Gedächtnis::N,цээж,記憶
293,Verstand::N,ухаан,理解力
294,Sinn::N,утга,意味
295,Grund::N,учир,理由
296,Wahrheit::N,үнэн,真実
297,Gespräch::N,яриа,会話
298,Märchen::N,явган үлгэр,童話
299,Erzählung::N,тууж,物語
300,Nachricht::N,мэдээ,報告
301,Neuigkeit::N,сонин,ニュース
302,Name::N,нэр,名前
303,Rätsel::N,оньсого,謎
304,Rede::N,хэлсэн үг,演説
305,Sprache::N,хэл,言語
306,Stimme::N,дуу,声
307,Wort::N,үг,言葉
308,Zeichen::N,тамга,記号
309,Zeichen::N,тэмдэг,記号
310,Ruf::N,дуудлага,呼び声
311,Lärm::N,шуугиан,騒音
312,Lärm::N,чимээ,騒音
313,Laut::N,анир,音
314,Laut::N,дуу,音
315,Ton::N,авиа,音
316,Ton::N,аялгуу,音
317,Lied::N,дуу,歌
318,Ruhe::N,энх,静けさ
319,Ruhe::N,тайван,静けさ
320,Leute::N,хүмүүс,人々
321,Volk::N,улс,民族
322,Arbeit::N,ажил,仕事
323,Arbeit::N,хөдөлмөр,仕事
324,Gast::N,зочин,客
325,Gast::N,айлчин,客
326,Geschenk::N,бэлэг,贈り物
327,Spiel::N,наадам,遊び
328,Spiel::N,тоглоом,遊び
329,Gesellschaft::N,хамт байх,社会
330,Hilfe::N,тусламж,援助
331,Freund::N,найз,友達
332,Freund::N,нөхөр,友達
333,Kamerad::N,хань,同志
334,Kamerad::N,нөхөр,同志
335,Angelegenheit::N,хэрэг,件
336,Anzahl::N,тоо,数
337,Art::N,төрөл,種類
338,Art::N,янз,種類
339,Stück::N,хэсэг,部分
340,Teil::N,хувь,部分
341,Teil::N,хэсэг,部分
342,Hälfte::N,хагас,半分
343,Kreis::N,тойрог,円
344,Kreis::N,хүрээ,円
345,Kreuz::N,загалмай,十字
346,Linie::N,шугам,線
347,Strich::N,зураас,線
348,Abstand::N,зай,距離
349,Entfernung::N,зай,距離
350,Entfernung::N,хол ойр,距離
351,Gegend::N,хавь,辺
352,Gegend::N,хавь,地域
353,Gegend::N,газар,辺
354,Gegend::N,газар,地域
355,Platz::N,зай,ゆとり
356,Platz::N,завсар,ゆとり
357,Ort::N,газар,所
358,Ort::N,газар,場所
359,Ort::N,байр,所
360,Ort::N,байр,場所
361,Seite::N,тал,横
362,Seite::N,этгээд,横
363,Mitte::N,төв,真ん中
364,Mitte::N,дунд,真ん中
365,Gegenstand::N,юм,物件
366,Sache::N,үйл,物
367,Sache::N,хэрэг,物
368,Rand::N,зах,端
369,Rand::N,хөвөө,端
370,Kante::N,ирмэг,縁
371,Ecke::N,өнцөг,角
372,Spitze::N,үзүүр,先頭
373,Ende::N,зах,端
374,Ende::N,үзүүр,端
375,Loch::N,цоорхой,穴
376,Loch::N,онгорхой,穴
377,Winkel::N,өнцөг,片隅
378,Muster::N,хээ,模様
379,Muster::N,угалз,模様
380,Größe::N,хэмжээ,大きさ
381,Länge::N,урт,長さ
382,Höhe::N,өндөр,高さ
383,Gewicht::N,жин,重さ
384,Menge::N,тоо,量
385,Haufen::N,бөөн,堆積
386,Reihe::N,эгнээ,並び
387,Boot::N,завь,ボート
388,Ruder::N,сэлүүр,オール
389,Schlitten::N,чарга,そり
390,Ski::N,цана,スキー
391,Lagerfeuer::N,түүдэг,篝火
392,Last::N,ачаа,荷物
393,Gang::N,явдал,歩み
394,Schritt::N,алхам,歩
395,Norden::N,умар,北
396,Süden::N,урд,南
397,Süden::N,өмнө,南
398,Westen::N,өрнө,西
399,Westen::N,баруун,西
400,Osten::N,зүүн,東
401,Osten::N,дорно,東
402,Holz::N,мод,木
403,Holz::N,мод,木材
404,Brett::N,банз,板
405,Platte::N,хавтан,盤
406,Stütze::N,тулгуур,支柱
407,Stütze::N,тулга,支柱
408,Stange::N,сургааг,棒
409,Stock::N,саваа,杖
410,Stab::N,таяг,棒
411,Rohr::N,хоолой,管
412,Haus::N,гэр,家
413,Haus::N,байшин,家
414,Heim::N,гэр,家
415,Ofen::N,зуух,ストーブ
416,Ofen::N,пийшин,ストーブ
417,Fußboden::N,шал,床
418,Tisch::N,ширээ,机
419,Stuhl::N,сандал,椅子
420,Wiege::N,өлгий,揺籃
421,Bett::N,ор,ベッド
422,Regal::N,тавиур,棚
423,Kiste::N,авдар,箱
424,Kiste::N,хайрцаг,箱
425,Fenster::N,гэгээвч,窓
426,Tür::N,үүд,戸
427,Tür::N,үүд,ドア
428,Tür::N,хаалга,戸
429,Tür::N,хаалга,ドア
430,Tor::N,хаалга,門
431,Zaun::N,хашаа,垣根
432,Dach::N,дээвэр,屋根
433,Leiter::N,шат,梯子
434,Besen::N,хамуур,ほうき
435,Besen::N,туужуу,ほうき
436,Spaten::N,хүрз,スコップ
437,Schaufel::N,хүрз,シャベル
438,Gabel::N,сэрээ,フォーク
439,Löffel::N,халбага,スプーン
440,Messer::N,хутга,ナイフ
441,Nagel::N,хадаас,釘
442,Netz::N,өөш,網
443,Netz::N,тор,網
444,Haken::N,гох,鉤
445,Haken::N,гох,フック
446,Griff::N,иш,取っ手
447,Griff::N,сэнж,取っ手
448,Schloss::N,цуурга,錠
449,Schloss::N,цоож,錠
450,Bild::N,зураг,絵
451,Figur::N,баримал,像
452,Puppe::N,хүүхэлдэй,人形
453,Beutel::N,агсаа,袋
454,Beutel::N,уут,袋
455,Bündel::N,боодол,束
456,Bündel::N,боодол,包み
457,Tasche::N,цүнх,かばん
458,Eimer::N,хөнөг,バケツ
459,Eimer::N,хувин,バケツ
460,Deckel::N,таг,蓋
461,Deckel::N,хавхаг,蓋
462,Geschirr::N,сав суулга,食器
463,Sack::N,шуудай,袋
464,Tasse::N,аяга,カップ
465,Topf::N,тогоо,鍋
466,Kessel::N,тогоо,釜
467,Essen::N,идээ,食事
468,Nahrung::N,хүнс,食物
469,Speise::N,идээ,料理
470,Fleisch::N,мах,肉
471,Getreide::N,будаа,麦
472,Getreide::N,будаа,穀物
473,Brei::N,богшмол,粥
474,Brei::N,будаа,粥
475,Brot::N,талх,パン
476,Scheibe::N,зүсэм,枚
477,Scheibe::N,зүсэм,切れ
478,Scheibe::N,хэрчим,枚
479,Scheibe::N,хэрчим,切れ
480,Fett::N,өөх,脂肪
481,Butter::N,тос,バター
482,Öl::N,тос,油
483,Salz::N,давс,塩
484,Suppe::N,шөл,スープ
485,Honig::N,бал,蜂蜜
486,Milch::N,сүү,牛乳
487,Tee::N,цай,茶
488,Tee::N,цай,お茶
489,Leder::N,арьс,革
490,Leder::N,савхи,革
491,Wolle::N,ноос,毛糸
492,Wolle::N,унгас,毛糸
493,Stoff::N,бөс,布
494,Nadel::N,зүү,針
495,Faden::N,боолт,糸
496,Faden::N,утас,糸
497,Knopf::N,товч,ボタン
498,Knoten::N,зангилаа,結び目
499,Farbe::N,будаг,ペンキ
500,Kleidung::N,хувцас,衣服
501,Hemd::N,цамц,シャツ
502,Kragen::N,зах заам,襟
503,Ärmel::N,ханцуй,袖
504,Hose::N,өмд,ズボン
505,Gürtel::N,бүс,帯
506,Gürtel::N,бүс,ベルト
507,Mütze::N,малгай,帽子
508,Mütze::N,бүрх,帽子
509,Schuh::N,туфли,靴
510,Stiefel::N,гутал,ブーツ
511,Ring::N,бөгж,輪
512,Band::N,тууз,リボン
513,Kamm::N,сам,櫛
514,Spiegel::N,толь,鏡
515,Riemen::N,тасам,緒
516,Riemen::N,сур,緒
517,Schnur::N,татлага,紐
518,Leine::N,оосор,綱
519,Decke::N,хөнжил,掛け布団
520,Decke::N,хучлага,掛け布団
521,Kissen::N,дэр,枕
522,Tuch::N,алчуур,スカーフ
523,Tuch::N,даавуу,スカーフ
524,Handtuch::N,алчуур,タオル
525,Kraft::N,чадал,力
526,Kraft::N,хүч,力
527,Stärke::N,эрч,強さ
528,Stärke::N,тэнхээ,強さ
529,Gesundheit::N,бие,健康
530,Gesundheit::N,эрүүл мэнд,健康
531,Krankheit::N,эмгэг,病気
532,Schmerz::N,өвчин,痛み
533,Wunde::N,шарх,傷
534,Fieber::N,халуун,熱
535,Arznei::N,эм,薬
536,Brücke::N,гүүр,橋
537,Brunnen::N,худаг,井戸
538,Weide::N,бэлчээр,牧場
539,Pfad::N,жим,小路
540,Pfad::N,зөрөг,小路
541,Weg::N,зам,道
542,Weg::N,харгуй,道
543,Straße::N,зам,街道
544,Straße::N,харгуй,街道
545,Dorf::N,тосгон,村
546,Dorf::N,гацаа,村
547,Stadt::N,хот,町
548,Stadt::N,хот,都市
549,Brief::N,захидал,手紙
550,Brief::N,захиа,手紙
551,Buch::N,ном,本
552,Buch::N,бичиг,本
553,Buchstabe::N,үсэг,文字
554,Zeitung::N,сонин,新聞
555,Leben::N,амь,生活
556,Leben::N,амьдрал,生活
557,Tod::N,үхэл,死
558,Grab::N,булш,墓
559,Kirche::N,сүм,教会
560,Sünde::N,нүгэл,罪
561,Sünde::N,хилэнц,罪
562,Gott::N,бурхан,神
563,Arbeiter::N,ажилчин,労働者
564,Arbeiter::N,хөдөлмөрчин,労働者
565,Chef::N,дарга,上司
566,Meister::N,дархан,達人
567,Meister::N,дархан,マイスター
568,Arzt::N,эмч,医者
569,Lehrer::N,багш,先生
570,Geld::N,цаас,金
571,Geld::N,мөнгө,金
572,Geschäft::N,наймаа,取り引き
573,Laden::N,дэлгүүр,店
574,Preis::N,үнэ,値段
575,Ware::N,таваар,商品
576,Ware::N,бараа,商品
577,Nutzen::N,ашиг,利益
578,Reichtum::N,баялаг,豊かさ
579,Welt::N,дэлхий,世界
580,Welt::N,орчлон,世界
581,Land::N,улс,国
582,Land::N,орон,国
583,Staat::N,төр,国家
584,Staat::N,гүрэн,国家
585,König::N,ван,国王
586,Macht::N,засаг,権力
587,Grenze::N,хил,国境
588,Krieg::N,дайн,戦争
589,Feind::N,дайсан,敵
590,Gewalt::N,хүчирхэх,暴力
591,Kampf::N,тэмцэл,戦い
592,Kampf::N,байлдаан,戦い
593,Bogen[Waffe]::N,нум,弓
594,Pfeil::N,годил,矢
595,Pfeil::N,сум,矢
596,Gewehr::N,буу,銃
597,Fehler::N,эндэл,間違い
598,Fehler::N,алдаа,間違い
599,Lüge::N,худал,嘘
600,Schaden::N,хор,損害
601,Schaden::N,хөнөөл,損害
602,Unglück::N,гай,不幸
603,Unglück::N,гамшиг,不幸
604,Schuld::N,гэм,罪
605,Schuld::N,буруу,罪
606,Alter::N,нас,年
607,Alter::N,нас,年齢
608,Schluss::N,эцэс,終わり
609,Schluss::N,төгсгөл,終わり
610,Zeit::N,цаг,時
611,Zeit::N,цаг,時間
612,Tag::N,өдөр,日
613,Morgen::N,өглөө,朝
614,Mittag::N,үд,昼
615,Abend::N,үдэш,晩
616,Abend::N,үдэш,夕方
617,Nacht::N,шөнө,夜
618,Woche::N,долоо хоног,週
619,Monat::N,сар,月
620,Jahr::N,жил,年
621,Frühling::N,хавар,春
622,Sommer::N,зун,夏
623,Herbst::N,намар,秋
624,Winter::N,өвөл,冬
625,Januar::N,нэгдүгээр сар,一月
626,Februar::N,хоёрдугаар сар,二月
627,März::N,гуравдугаар сар,三月
628,April::N,дөрөвдүгээр сар,四月
629,Mai::N,тавдугаар сар,五月
630,Juni::N,зургаадугаар сар,六月
631,Juli::N,долдугаар сар,七月
632,August::N,наймдугаар сар,八月
633,September::N,есдүгээр сар,九月
634,Oktober::N,аравдугаар сар,十月
635,November::N,арван нэгдүгээр сар,十一月
636,Dezember::N,арван хоёрдугаар сар,十二月
637,Montag::N,даваа,月曜日
638,Dienstag::N,мягмар,火曜日
639,Mittwoch::N,лхагва,水曜日
640,Donnerstag::N,пүрэв,木曜日
641,Freitag::N,баасан,金曜日
642,Samstag::N,бямба,土曜日
643,Sonntag::N,ням,日曜日
644,groß::A,их,大きい
645,groß::A,том,大きい
646,klein::A,бага,小さい
647,klein::A,жаахан,小さい
648,lang::A,урт,長い
649,kurz::A,охор,短い
650,kurz::A,богино,短い
651,breit::A,өргөн,広い
652,schmal::A,уйтан,狭い
653,schmal::A,нарийн,狭い
654,dicht::A,нягт,密な
655,dicht::A,чигжүү,密な
656,dick[Gegenstand]::A,зузаан,厚い
657,dünn::A,нимгэн,薄い
658,fein::A,нарийн,細い
659,fest::A,бөх,硬い
660,fest::A,хатуу,硬い
661,flach::A,хавтгай,平らな
662,glatt::A,цагаан,滑らかな
663,hart::A,хатуу,堅い
664,weich::A,зөөлөн,柔らかい
665,rund::A,дугуй,丸い
666,rund::A,дугариг,丸い
667,spitz::A,шовх,尖った
668,spitz::A,шовгор,尖った
669,scharf::A,хурц,鋭い
670,scharf::A,иртэй,鋭い
671,stumpf::A,мохоо,鈍い
672,schwer::A,хүнд,重い
673,schön::A,гуа,綺麗な
674,schön::A,сайхан,綺麗な
675,heiß::A,халуун,熱い
676,warm::A,дулаан,温かい
677,kalt::A,хүйтэн,寒い
678,kalt::A,хүйтэн,冷たい
679,kühl::A,сэрүүн,涼しい
680,frisch::A,эрүүл,ひんやりした
681,frisch::A,жихүүн,ひんやりした
682,feucht::A,чийгтэй,湿った
683,nass::A,нойтон,濡れた
684,trocken::A,хатсан,乾いた
685,voll::A,дүүрэн,いっぱいの
686,leer::A,хоосон,空の
687,offen::A,онгорхой,開いた
688,geschlossen::A,битүү,閉まった
689,geschlossen::A,хаалтай,閉まった
690,sauber::A,цэвэр,清潔な
691,sauber::A,хиргүй,清潔な
692,schmutzig::A,бохир,汚い
693,schmutzig::A,хиртэй,汚い
694,roh::A,түүхий,生の
695,reif::A,болсон,熟した
696,lecker::A,амттай,美味しい
697,süß::A,амттай,甘い
698,süß::A,чихэрлэг,甘い
699,bitter::A,гашуун,苦い
700,sauer::A,эсгэлэн,酸っぱい
701,hell::A,гэгээн,明るい
702,hell::A,гэрэлтэй,明るい
703,dunkel::A,бараан,暗い
704,dunkel::A,харанхуй,暗い
705,schwarz::A,хар,黒い
706,weiß::A,цагаан,白い
707,rot::A,улаан,赤い
708,gelb::A,шар,黄色い
709,blau::A,хөх,青い
710,blau::A,цэнхэр,青い
711,grün::A,ногоон,緑の
712,grau::A,орог,灰色の
713,grau::A,саарал,灰色の
714,bunt::A,эрээн,色取り取りの
715,billig::A,хямд,安い
716,teuer::A,үнэтэй,高い
717,wertvoll::A,үнэт,貴重な
718,blind::A,сохор,盲目の
719,taub::A,чих хатуу,耳が聞こえない
720,kräftig::A,чийрэг,強力な
721,stark::A,хүчтэй,強い
722,stark::A,чадалтай,強い
723,schwach::A,сул,弱い
724,fett::A,тарган,太った
725,fett::A,голигор,太った
726,schlank::A,голшиг,ほっそりした
727,hübsch::A,сайхан,素敵な
728,hübsch::A,хөөрхөн,素敵な
729,böse::A,муу,悪い
730,böse::A,хортой,悪い
731,dumm::A,тэнэг,馬鹿な
732,faul::A,залхуу,怠惰な
733,fleißig::A,чармайлтгай,勤勉な
734,geizig::A,харамч,けちな
735,klug::A,цэцэн,賢い
736,klug::A,цэцэн,頭のいい
737,geschickt::A,дүйтэй,器用な
738,lieb::A,хайрт,愛らしい
739,lustig::A,цэнгэлтэй,楽しい
740,sanft::A,наалинхай,温和な
741,hungrig::A,өлөн,空腹の
742,hungrig::A,өлссөн,空腹の
743,krank::A,өвчтэй,病気の
744,nackt::A,нүцгэн,裸の
745,traurig::A,гунигт,悲しい
746,lebendig::A,амьд,生きた
747,lebendig::A,амьтай,生きた
748,gut::A,сайн,良い
749,schlecht::A,муу,悪い
750,schlecht::A,муу,駄目な
751,schlecht::A,өөдгүй,悪い
752,schlecht::A,өөдгүй,駄目な
753,richtig::A,зөв,正しい
754,richtig::A,зүйтэй,正しい
755,schlimm::A,муухай,ひどい
756,wahr::A,үнэн,本当の
757,wahr::A,жинхэнэ,本当の
758,alt::A,хуучин,古い
759,neu::A,шинэ,新しい
760,ehemalig::A,агсан,以前の
761,ehemalig::A,байсан,以前の
762,alt[Lebewesen]::A,өвгөн,年を取った
763,alt[Lebewesen]::A,хижээл,年を取った
764,jung::A,залуу,若い
765,arm::A,ядуу,貧乏な
766,reich::A,баян,裕福な
767,reich::A,баялаг,裕福な
768,bekannt::A,танил,有名な
769,berühmt::A,цуутай,有名な
770,berühmt::A,алдартай,有名な
771,fremd::A,харь,見知らぬ
772,fremd::A,гадаад,見知らぬ
773,verschieden::A,ондоо,色々な
774,verschieden::A,янз янзын,色々な
775,nah::A,ойрын,近い
776,nah::A,дөтийн,近い
777,fern::A,холын,遠い
778,linker::A,буруу,左の
779,rechter::A,баруун,右の
780,anderer::A,өөр,別の
781,anderer::A,нөгөө,別の
782,erster::A,нэгдэх,一番目
783,erster::A,нэгдүгээр,一番目
784,zweiter::A,хоёрдугаар,二番目
785,dritter::A,гуравдугаар,三番目
786,letzter::A,сүүлийн,最後の
787,allein::ADV,ганцаараа,一人で
788,auf einmal::ADV,нэгмөсөн,同時に
789,zusammen::ADV,цуг,一緒に
790,zusammen::ADV,хамт,一緒に
791,lange::ADV,удаан,長い間
792,plötzlich::ADV,гэнэт,急に
793,sofort::ADV,дороо,すぐに
794,später::ADV,дараа,後で
795,jetzt::ADV,өнөө,今
796,heute::ADV,өнөө,今日
797,heute::ADV,өнөөдөр,今日
798,morgen::ADV,маргааш,明日
799,morgen::ADV,маргаадар,明日
800,bald::ADV,түргэн,間もなく
801,bald::ADV,удахгүй,間もなく
802,dann::ADV,хожим,それから
803,dann::ADV,тэгээд,それから
804,gestern::ADV,өчигдөр,昨日
805,einst::ADV,нэг,過去に
806,damals::ADV,тэгэхэд,あの時
807,danach::ADV,тэгээд,その後で
808,danach::ADV,дараа нь,その後で
809,vorher::ADV,урьд,以前に
810,zuerst::ADV,анх,まず
811,zuerst::ADV,анх,最初に
812,zuerst::ADV,эхлээд,まず
813,zuerst::ADV,эхлээд,最初に
814,einmal::ADV,нэг удаа,一回
815,manchmal::ADV,хааяа,時々
816,manchmal::ADV,заримдаа,時々
817,oft::ADV,олонтоо,よく
818,immer::ADV,байнга,いつも
