,Concept_ID,sah,ka
71,Welle::N,долгун,ტალღა
72,Welle::N,балхаан,ტალღა
73,Wasser::N,уу,წყალი
74,Stein::N,таас,ქვა
75,Boden::N,сир,მიწა
76,Erde::N,буор,ნიადაგი
77,Staub::N,быыл,მტვერი
78,Rauch::N,буруо,ბოლი
79,Rauch::N,буруо,კვამლი
80,Funke::N,кыым,ნაკვესი
81,Feuer::N,уот,ცეცხლი
82,Licht::N,уот,შუქი
83,Licht::N,уот,სინათლე
84,Schatten::N,күлүк,ლანდი
85,Schatten::N,күлүк,ჩრდილი
86,Wetter::N,күн-дьыл,ამინდი
87,Nebel::N,туман,ნისლი
88,Wolke::N,былыт,ღრუბელი
89,Regen::N,самыыр,წვიმა
90,Schnee::N,хаар,თოვლი
91,Eis::N,муус,თოში
92,Eis::N,муус,ყინული
93,Frost::N,тымныы,ყინვა
94,Kälte::N,тымныы,სიცივე
95,Hitze::N,куйаас,სიცხე
96,Raureif::N,кырыа,ჭირხლი
97,Raureif::N,кырыа,თრთვილი
98,Regenbogen::N,кустук,ცისარტყელა
99,Donner::N,этиҥ,ქუხილი
100,Strömung::N,сүүрүк,დინება
101,Tropfen::N,таммах,წვეთი
102,Tropfen::N,хааппыла,წვეთი
103,Schaum::N,күүгэн,ქაფი
104,Schaum::N,күүгэн,დორბლი
105,Schmutz::N,кир,ჭუჭყი
106,Schmutz::N,кир,ტალახი
107,See::N,күөл,ტბა
108,Sumpf::N,бадараан,ჭაობი
109,Moor::N,дьэбэрэ,ტორფნარი
110,Wiese::N,ходуһа,ველი
111,Wiese::N,ходуһа,მდელო
112,Wald::N,ойуур,ტყე
113,Hügel::N,булгунньах,ბორცვი
114,Anhöhe::N,үрдэл,მაღლობი
115,Berg::N,хайа,მთა
116,Gipfel::N,чыпчаал,მწვერვალი
117,Höhle::N,хайа_хаспаҕа,მღვიმე
118,Höhle::N,хайа_хаспаҕа,გამოქვებული
119,Höhle::N,көҥүс,მღვიმე
120,Höhle::N,көҥүс,გამოქვებული
121,Abhang::N,эниэ,ფერდობი
122,Quelle::N,дьүүктэ,წყარო
123,Quelle::N,дьүүктэ,სათავე
124,Bach::N,үрүйэ,რუ
125,Bach::N,үрүйэ,ნაკადული
126,Fluss::N,өрүс,მდინარე
127,Ufer::N,биэрэк,კიდე
128,Ufer::N,биэрэк,ნაპირი
129,Küste::N,кытыл,ნაპირი
130,Festland::N,кураанах сир,ხმელეთი
131,Meer::N,муора,ზღვა
132,Bucht::N,хомо,ყურე
133,Bucht::N,бухта,ყურე
134,Insel::N,арыы,კუნძული
135,Blume::N,сибэкки,ყვავილი
136,Gras::N,от,ბალახი
137,Wurzel::N,силис,ძირი
138,Wurzel::N,силис,ფესვი
139,Baum::N,мас,ხე
140,Stamm::N,умнас,ტანი
141,Rinde::N,хатырык,ქერქი
142,Ast::N,мутук,ტოტი
143,Zweig::N,лабаа,შტო
144,Blatt::N,сэбирдэх,ფოთოლი
145,Birke::N,хатыҥ,არყი
146,Kiefer[Baum]::N,бэс,ფიჭვი
147,Weide[Baum]::N,үөт,ტირიფი
148,Weide[Baum]::N,талах,ტირიფი
149,Tanne::N,харыйа,ნაძვი
150,Horn::N,муос,რქა
151,Feder::N,куорсун,ფრთა
152,Fell::N,тирии,ტყავი
153,Flügel::N,кынат,ფრთა
154,Klaue::N,тыҥырах,კლანჭი
155,Kralle::N,баппаҕай,ტორი
156,Schwanz::N,кутурук,კუდი
157,Ei::N,сымыыт,კვერცხი
158,Nest::N,уйа,ბუდე
159,Bau::N,хороон,სორო
160,Tier::N,кыыл,ნადირი
161,Tier::N,кыыл,ცხოველი
162,Tier::N,харамай,ნადირი
163,Tier::N,харамай,ცხოველი
164,Herde::N,үөр,ფარა
165,Kuh::N,ынах,ფური
166,Kuh::N,ынах,ძროხა
167,Bulle::N,оҕус,ხარი
168,Pferd::N,сылгы,რაში
169,Pferd::N,сылгы,ცხენი
170,Schaf::N,овца,ცხვარი
171,Schwein::N,сибиинньэ,ღორი
172,Hund::N,ыт,ძაღლი
173,Katze::N,куоска,კატა
174,Bär::N,эһэ,დათვი
175,Eichhörnchen::N,тииҥ,ციყვი
176,Elch::N,тайах,ცხენ-ირემი
177,Fuchs::N,саһыл,მელა
178,Hase::N,куобах,კურდღელი
179,Maus::N,кутуйах,თაგვი
180,Wolf::N,бөрө,მგელი
181,Vogel::N,көтөр,ჩიტი
182,Vogel::N,көтөр,ფრინველი
183,Schwarm::N,бөлөх,გუნდი
184,Huhn::N,куурусса,დედალი
185,Hahn::N,бөтүүк,მამალი
186,Gans::N,хаас,ბატი
187,Adler::N,хотой,არწივი
188,Ente::N,кус,იხვი
189,Eule::N,мэкчиргэ,ბუ
190,Kranich::N,туруйа,წერო
191,Krähe::N,тураах,ყვავი
192,Kuckuck::N,кэҕэ,გუგული
193,Schwan::N,куба,გედი
194,Fisch::N,балык,თევზი
195,Barsch::N,алыһар,ქორჭილა
196,Hecht::N,сордон,ქარიყლაპია
197,Schlange[Tier]::N,моҕой,გველი
198,Schlange[Tier]::N,эриэн үөн,გველი
199,Wurm::N,үөн,ჭია
200,Spinne::N,ооҕуй,ობობა
201,Ameise::N,кымырдаҕас,ჭიანჭველა
202,Laus::N,быт,ტილი
203,Laus::N,быт,მკბენარი
204,Mücke::N,кумаар,კოღო
205,Fliege::N,сахсырҕа,ბუზი
206,Schmetterling::N,лыах,პეპელა
207,Schmetterling::N,үрүмэччи,პეპელა
208,Beere::N,отон,კენკრა
209,Apfel::N,яблоко,ვაშლი
210,Pilz::N,тэллэй,სოკო
211,Zwiebel::N,луук,ხახვი
212,Saat::N,сиэмэ,თესლი
213,Korn::N,сиэмэ,მარცვალი
214,Heu::N,от,თივა
215,Schale::N,хах,ჩენჩო
216,Grube::N,дьаама,ორმო
217,Falle::N,сохсо,ხაფანგი
218,Schlinge::N,уктаа,მახე
219,Spur::N,суол,კვალი
220,Asche::N,күл,ფერფლი
221,Dreck::N,бадараан,ტალახი
222,Dreck::N,бадараан,სიბინძურე
223,Eisen::N,тимир,რკინა
224,Gold::N,көмүс,ოქრო
225,Gold::N,кыһыл көмүс,ოქრო
226,Silber::N,көмүс,ვერცხლი
227,Silber::N,үрүҥ көмүс,ვერცხლი
228,Kohle::N,чох,ნახშირი
229,Glas::N,өстүөкүлэ,მინა
230,Lehm::N,туой,თიხა
231,Sand::N,кумах,ქვიშა
232,Mensch::N,киһи,ადამიანი
233,Mann::N,эр,კაცი
234,Frau::N,дьахтар,ქალი
235,Kind::N,оҕо,ბავშვი
236,Junge::N,уол,ვაჟი
237,Mädchen::N,кыыс оҕо,გოგო
238,Familie::N,кэргэн,ოჯახი
239,Großvater::N,эһэ,პაპა
240,Großvater::N,эһэ,ბაბუა
241,Großmutter::N,эбэ,ბებია
242,Großmutter::N,эбэ,დიდედა
243,Eltern::N,аҕа-ийэ,მშობლები
244,Vater::N,аҕа,მამა
245,Mutter::N,ийэ,დედა
246,Sohn::N,уол,ვაჟიშვილი
247,Tochter::N,кыыс,ქალიშვილი
248,Bruder::N,убай,ძმა
249,Bruder::N,быраат,ძმა
250,Schwester::N,аҕас,და
251,Schwester::N,балыс,და
252,Onkel::N,таай,ბიძა
253,Onkel::N,абаҕа,ბიძა
254,Tante::N,эдьиий,დეიდა
255,Tante::N,эдьиий,მამიდა
256,Ehemann::N,эр,ქმარი
257,Ehefrau::N,ойох,ცოლი
258,Freude::N,үөрүү,სიხარული
259,Gelächter::N,күлүү,სიცილი
260,Glück::N,дьол,ბედნიერება
261,Glück::N,соргу,ბედნიერება
262,Kummer::N,кутурҕан,მწუხარება
263,Wunsch::N,баҕарыы,წადილი
264,Wunsch::N,баҕарыы,სურვილი
265,Lust::N,баҕа,წადილი
266,Geist::N,тыын,სული
267,Gedanke::N,санаа,ფიქრი
268,Gedächtnis::N,өй,მეხსიერება
269,Verstand::N,өй,ჭკუა
270,Verstand::N,өй,გონება
271,Sinn::N,суолта,მნიშვნელობა
272,Grund::N,төрүөт,მიზეზი
273,Wahrheit::N,кырдьык,სიმართლე
274,Wahrheit::N,кырдьык,ჭეშმარიტება
275,Gespräch::N,бэсиэдэ,ბაასი
276,Gespräch::N,бэсиэдэ,საუბარი
277,Gespräch::N,кэпсэтии,ბაასი
278,Gespräch::N,кэпсэтии,საუბარი
279,Märchen::N,остуоруйа,არაკი
280,Märchen::N,остуоруйа,ზღაპარი
281,Erzählung::N,кэпсээн,თქმულება
282,Nachricht::N,биллэриллии,ცნობა
283,Nachricht::N,биллэриллии,ამბავი
284,Neuigkeit::N,сонун,სიახლე
285,Name::N,аат,სახელი
286,Rätsel::N,таабырын,გამოცანა
287,Rede::N,этии,სიტყვა
288,Sprache::N,тыл,ენა
289,Stimme::N,куолас,ხმა
290,Wort::N,тыл,სიტყვა
291,Zeichen::N,бэлиэ,ნიშანი
292,Ruf::N,ыҥырыы,ძახილი
293,Lärm::N,айдаан,ხმაური
294,Laut::N,тыас,ხმა
295,Laut::N,тыас,ბგერა
296,Ton::N,дорҕоон,ტონი
297,Lied::N,ырыа,სიმღერა
298,Ruhe::N,уу чуумпу,სიწყნარე
299,Leute::N,дьон,ადამიანები
300,Volk::N,дьон,ერი
301,Volk::N,дьон,ხალხი
302,Volk::N,норуот,ერი
303,Volk::N,норуот,ხალხი
304,Arbeit::N,үлэ,მუშაობა
305,Gast::N,ыалдьыт,სტუმარი
306,Geschenk::N,бэлэх,საჩუქარი
307,Spiel::N,оонньуу,თამაში
308,Gesellschaft::N,общество,საზოგადოება
309,Hilfe::N,көмө,შველა
310,Hilfe::N,көмө,დახმარება
311,Freund::N,доҕор,მეგობარი
312,Kamerad::N,атас,ამხანაგი
313,Angelegenheit::N,дьыала,საქმე
314,Anzahl::N,ахсаан,ოდენობა
315,Art::N,биис,სახეობა
316,Stück::N,кырбас,ნატეხი
317,Teil::N,ирээт,წილი
318,Hälfte::N,аҥар,ნახევარი
319,Kreis::N,төгүрүк,წრე
320,Kreis::N,төгүрүмтэ,წრე
321,Kreuz::N,кириэс,ჯვარი
322,Linie::N,сурааһын,ხაზი
323,Strich::N,сурааһын,შტრიხი
324,Abstand::N,арыт,მანძილი
325,Entfernung::N,ыраах,სიშორე
326,Gegend::N,сир,არე
327,Gegend::N,сир,მხარე
328,Platz::N,арыт,ფართობი
329,Ort::N,сир,ადგილი
330,Seite::N,өрүт,მხარე
331,Seite::N,сирэй,მხარე
332,Mitte::N,орто,შუა
333,Gegenstand::N,предмет,საგანი
334,Sache::N,мал,ნივთი
335,Rand::N,кытыы,კიდე
336,Rand::N,ойоҕос,კიდე
337,Kante::N,кырыы,ნაწიბული
338,Ecke::N,муннук,კუთხე
339,Spitze::N,чыпчаал,წვეტი
340,Ende::N,төбө,ბოლო
341,Loch::N,тэһэҕэс,ხვრელი
342,Loch::N,дьөлөҕөс,ხვრელი
343,Winkel::N,муннук,კუთხე
344,Muster::N,оһуор,მოხატულობა
345,Größe::N,кээмэй,ზომა
346,Größe::N,кээмэй,სიდიდე
347,Länge::N,уста,სიგრძე
348,Höhe::N,үрдүк,სიმაღლე
349,Gewicht::N,ыйааһын,წონა
350,Menge::N,ахсаан,რაოდენობა
351,Haufen::N,чөмчөх,გროვა
352,Reihe::N,кэккэ,რიგი
353,Reihe::N,кэккэ,წყება
354,Boot::N,оҥочо,გემი
355,Ruder::N,эрдии,ხოფი
356,Ruder::N,эрдии,ნიჩაბი
357,Schlitten::N,сыарҕа,მარხილი
358,Ski::N,хайыһар,თხილამური
359,Lagerfeuer::N,кутаа,კოცონი
360,Last::N,ыарахан,ტვირთი
361,Gang::N,хаамыы,სვლა
362,Schritt::N,хардыы,ბიჯი
363,Norden::N,хоту,ჩრდილოეთი
364,Süden::N,соҕуруу,სამხრეთი
365,Westen::N,арҕаа,დასავლეთი
366,Osten::N,илин,აღმოსავლეთი
367,Holz::N,мас,ხე
368,Brett::N,дуоска,დაფა
369,Brett::N,дуоска,ფიცარი
370,Brett::N,хаптаһын,დაფა
371,Brett::N,хаптаһын,ფიცარი
372,Platte::N,билиитэ,თლილი ქვა
373,Stütze::N,тулааһын,საყრდენი
374,Stange::N,ураҕас,ჭოკი
375,Stock::N,мас,კეტი
376,Stock::N,баалкы,კეტი
377,Stab::N,ураҕас,ლატანი
378,Rohr::N,турба,მილაკი
379,Haus::N,дьиэ,სახლი
380,Heim::N,дьиэ,ოჯახის კერა
381,Ofen::N,оһох,ღუმელი
382,Fußboden::N,муоста,იატაკი
383,Tisch::N,остуол,სუფრა
384,Tisch::N,остуол,მაგიდა
385,Stuhl::N,устуул,სკამი
386,Wiege::N,биһик,აკვანი
387,Bett::N,кырабаат,საწოლი
388,Bett::N,кырабаат,სარეცელი
389,Regal::N,долбуур,თაროები
390,Kiste::N,дьааһык,ყუთი
391,Kiste::N,дьааһык,სკივრი
392,Fenster::N,түннүк,ფანჯარა
393,Fenster::N,түннүк,სარკმელი
394,Tür::N,аан,ბჭე
395,Tür::N,аан,კარი
396,Tor::N,аан,ჭიშკარი
397,Zaun::N,соппулуот,ღობე
398,Zaun::N,соппулуот,გალავანი
399,Dach::N,кырыыса,სახურავი
400,Leiter::N,кирилиэс,კიბე
401,Besen::N,миинньик,ცოცხი
402,Spaten::N,күрдьэх,ნიჩაბი
403,Schaufel::N,күрдьэх,ბარი
404,Gabel::N,биилкэ,ჩანგალი
405,Löffel::N,луоска,კოვზი
406,Messer::N,быһах,დანა
407,Nagel::N,тоһоҕо,ლურსმანი
408,Netz::N,илим,ბადე
409,Haken::N,көхө,კავი
410,Haken::N,көхө,კაუჭი
411,Griff::N,ук,ტარი
412,Griff::N,тутаах,ტარი
413,Schloss::N,күлүүс,კლიტე
414,Schloss::N,күлүүс,საკეტი
415,Bild::N,хартыына,სურათი
416,Figur::N,фигура,ფიგურა
417,Puppe::N,куукула,თოჯინა
418,Beutel::N,мөһөөччук,პარკი
419,Bündel::N,баайыы,გალა
420,Bündel::N,баайыы,ასხმა
421,Tasche::N,суумка,ჩანთა
422,Eimer::N,биэдэрэ,ჩამჩა
423,Deckel::N,хаппах,ხუფი
424,Deckel::N,хаппах,სარქველი
425,Geschirr::N,иһит,ჭურჭელი
426,Sack::N,куул,ტომარა
427,Tasse::N,сэлиэнэй,ფინჯანი
428,Topf::N,көстүрүүҥкэ,ქოთანი
429,Kessel::N,хочуол,ქვაბი
430,Essen::N,аһылык,ჭამა
431,Nahrung::N,ас,საზრდო
432,Nahrung::N,ас,საკვები
433,Speise::N,аһылык,საჭმელი
434,Fleisch::N,эт,ხორცი
435,Getreide::N,злактар,მარცვლოვანი
436,Brei::N,хааһы,ფაფა
437,Brot::N,килиэп,პური
438,Scheibe::N,куһуок,ნაჭერი
439,Fett::N,сыа,ქონი
440,Fett::N,сыа,ცხიმი
441,Butter::N,арыы,კარაქი
442,Öl::N,арыы,ზეთი
443,Salz::N,туус,მარილი
444,Suppe::N,мин,სუფი
445,Honig::N,мүөт,თაფლი
446,Milch::N,үүт,რძე
447,Tee::N,чэй,ჩაი
448,Leder::N,тирии,ტყავი
449,Wolle::N,түү,მატყლი
450,Stoff::N,таҥас,ქსოვილი
451,Nadel::N,иннэ,ნემსი
452,Faden::N,сап,ძაფი
453,Faden::N,сап,მკედი
454,Knopf::N,тимэх,ღილი
455,Knoten::N,түмүк,ნასკვი
456,Farbe::N,кырааска,საღებავი
457,Kleidung::N,таҥас,ტანსაცმელი
458,Hemd::N,ырбаахы,ხალათი
459,Hemd::N,ырбаахы,პერანგი
460,Kragen::N,саҕа,საყელო
461,Ärmel::N,сиэх,სახელო
462,Hose::N,ыстаан,შარვალი
463,Hose::N,бүрүүкэ,შარვალი
464,Gürtel::N,кур,ქამარი
465,Mütze::N,бэргэһэ,ქუდი
466,Schuh::N,бачыыҥка,ფეხსაცმელი
467,Stiefel::N,саппыкы,ჩექმა
468,Ring::N,биһилэх,ბეჭედი
469,Band::N,лиэнтэ,ბაფთი
470,Kamm::N,тараах,სავარცხელი
471,Spiegel::N,сиэркилэ,სარკე
472,Riemen::N,кур,ღვედი
473,Schnur::N,быа,ლარი
474,Leine::N,тэһиин,ჯაჭვი
475,Decke::N,суорҕан,საბანი
476,Kissen::N,сыттык,ბალიში
477,Tuch::N,былаат,მაუდი
478,Tuch::N,былаат,თავშალი
479,Handtuch::N,соттор,ხელსახოცი
480,Kraft::N,сыра,ძალა
481,Stärke::N,күүс,ღონე
482,Gesundheit::N,доруобуйа,ჯანმრთელობა
483,Krankheit::N,ыарыы,სენი
484,Krankheit::N,ыарыы,ავადმყოფობა
485,Schmerz::N,ыарыы,ტკივილი
486,Wunde::N,баас,იარი
487,Wunde::N,баас,ჭრილობა
488,Fieber::N,түрүлгэн,ციება
489,Fieber::N,лихорадка,ციება
490,Fieber::N,температура,ციება
491,Arznei::N,эмп,წამალი
492,Brücke::N,күргэ,ხიდი
493,Brunnen::N,холуодьас,ჭა
494,Weide::N,мэччирэҥ,საძოვარი
495,Pfad::N,ыллык,ბილიკი
496,Weg::N,суол,გზა
497,Straße::N,суол,შარაგზა
498,Dorf::N,дэриэбинэ,დაბა
499,Dorf::N,дэриэбинэ,სოფელი
500,Stadt::N,куорат,ქალაქი
501,Brief::N,сурук,წერილი
502,Buch::N,кинигэ,წიგნი
503,Buchstabe::N,буква,ასო
504,Zeitung::N,хаһыат,გაზეთი
505,Leben::N,тыын,სიცოცხლე
506,Tod::N,өлүү,სიკვდილი
507,Grab::N,иин,სამარე
508,Grab::N,иин,საფლავი
509,Kirche::N,таҥара дьиэтэ,ეკლესია
510,Sünde::N,айыы,ცოდვა
511,Gott::N,тангара,ღმერთი
512,Arbeiter::N,үлэһит,მუშა
513,Chef::N,баһылык,გამგე
514,Chef::N,начальник,გამგე
515,Meister::N,уус,ოსტატი
516,Meister::N,маастар,ოსტატი
517,Arzt::N,врач,ექიმი
518,Arzt::N,врач,მკურნალი
519,Lehrer::N,учуутал,მასწავლებელი
520,Geld::N,харчы,ფული
521,Geschäft::N,идэ,საქმე
522,Geschäft::N,идэ,ბიზნესი
523,Laden::N,маҕаһыын,დუქანი
524,Laden::N,маҕаһыын,მაღაზია
525,Preis::N,сыана,ფასი
526,Ware::N,табаар,საქონელი
527,Nutzen::N,туһа,ხეირი
528,Reichtum::N,баай,სიმდიდრე
529,Welt::N,аан дойду,მსოფლიო
530,Land::N,дойду,მხარე
531,Land::N,дойду,ქვეყანა
532,Staat::N,государство,სახელმწიფო
533,König::N,король,მეფე
534,Macht::N,былаас,ძლიერება
535,Grenze::N,кыраныысса,ზღვარი
536,Krieg::N,сэрии,ომი
537,Feind::N,өстөөх,მტერი
538,Gewalt::N,күүһүлээһин,სისასტიკე
539,Kampf::N,охсуһуу,ბრძოლა
540,Bogen[Waffe]::N,ох,მშვილდი
541,Pfeil::N,ох,ისარი
542,Pfeil::N,ох,მახვილი
543,Gewehr::N,саа,თოფი
544,Gewehr::N,саа,შაშხანა
545,Fehler::N,сыыһа,შეცდომა
546,Lüge::N,сымыйа,სიცრუე
547,Schaden::N,хоромньу,ვნება
548,Unglück::N,алдьархай,ხიფათი
549,Unglück::N,алдьархай,უბედურება
550,Schuld::N,буруй,ბრალი
551,Alter::N,саас,ასაკი
552,Schluss::N,тиһэх,ბოლო
553,Schluss::N,тиһэх,დასასრული
554,Zeit::N,бириэмэ,დრო
555,Tag::N,күн,დღე
556,Morgen::N,сарсыарда,დილა
557,Mittag::N,күн ортото,შუადღე
558,Abend::N,киэһэ,საღამო
559,Nacht::N,түүн,ღამე
560,Woche::N,нэдиэлэ,კვირა
561,Monat::N,ый,თვე
562,Jahr::N,сыл,წელი
563,Jahr::N,дьыл,წელი
564,Frühling::N,саас,გაზაფხული
565,Sommer::N,сайын,ზაფხული
566,Herbst::N,күһүн,შემოდგომა
567,Winter::N,кыһын,ზამთარი
568,Januar::N,тохсунньу,იანვარი
569,Februar::N,олунньу,თებერვალი
570,März::N,кулун тутар,მარტი
571,April::N,муус устар ый,აპრილი
572,Mai::N,ыам ыйа,მაისი
573,Juni::N,бэс ыйа,ივნისი
574,Juli::N,от ыйа,ივლისი
575,August::N,атырдьах ыйа,აგვისტო
576,September::N,балаҕан ыйа,სექტემბერი
577,Oktober::N,алтынньы,ოქტომბერი
578,November::N,сэтинньи,ნოემბერი
579,Dezember::N,ахсынньы,დეკემბერი
580,Montag::N,бэнидиэнньик,ორშაბათი
581,Dienstag::N,оптуорунньук,სამშაბათი
582,Mittwoch::N,сэрэдэ,ოთხშაბათი
583,Donnerstag::N,чэппиэр,ხუთშაბათი
584,Freitag::N,бээтинсэ,პარასკევი
585,Samstag::N,субуота,შაბათი
586,Sonntag::N,баскыһыанньа,კვირა
587,groß::A,бөдөҥ,დიდი
588,groß::A,улахан,დიდი
589,klein::A,кыр,მცირე
590,klein::A,кыр,პატარა
591,lang::A,уһун,გრძელი
592,kurz::A,кылгас,მოკლე
593,breit::A,кэтит,ფართო
594,breit::A,кэтит,განიერი
595,schmal::A,кыараҕас,ვიწრო
596,schmal::A,кыараҕас,წვრილი
597,dicht::A,хойуу,მჭიდრო
598,dick[Gegenstand]::A,суон,სქელი
599,dick[Gegenstand]::A,хойуу,სქელი
600,dünn::A,чараас,წვრილი
601,fein::A,бытархай,თხელი
602,fein::A,синньигес,თხელი
603,fest::A,бөҕө,მყარი
604,fest::A,кытаанах,მყარი
605,flach::A,хаптаҕай,ბრტყელი
606,glatt::A,кылааккай,გლუ
607,hart::A,хатан,მაგარი
608,hart::A,кытаанах,მაგარი
609,weich::A,сымнаҕас,რბილი
610,rund::A,төгүрүк,მრგვალი
611,spitz::A,сытыы,წვეტიანი
612,spitz::A,уһуктаах,წვეტიანი
613,scharf::A,сытыы,მჭრელი
614,stumpf::A,сыппах,ბლაგვი
615,schwer::A,ыарахан,მძიმე
616,schön::A,кыраһыабай,ლამაზი
617,heiß::A,итии,ცხელი
618,warm::A,ичигэс,თბილი
619,kalt::A,тымныы,ცივი
620,kühl::A,сөрүүн,გრილი
621,frisch::A,ыраас,სუფთა
622,frisch::A,сөрүүн,სუფთა
623,frisch::A,тымныы,სუფთა
624,feucht::A,сииктээх,ნოტიო
625,nass::A,инчэҕэй,სველი
626,trocken::A,кураан,მშრალი
627,voll::A,толору,სავსე
628,leer::A,иччитэх,ცარიელი
629,offen::A,аһаҕас,ღია
630,offen::A,аһаҕас,გაშლილი
631,geschlossen::A,бүтэй,დახურული
632,sauber::A,сэбэр,სუფთა
633,sauber::A,сэбэр,წმინდა
634,schmutzig::A,кирдээх,ტალახიანი
635,roh::A,сиикэй,უმი
636,reif::A,буспут,მწიფე
637,reif::A,сиппит-хоппут,მწიფე
638,lecker::A,минньигэс,გემრიელი
639,süß::A,минньигэс,ტკბილი
640,bitter::A,аһыы,მწარე
641,sauer::A,аһыы,მჟავე
642,hell::A,сырдык,ნათელი
643,dunkel::A,хараҥа,ბნელი
644,schwarz::A,хара,შავი
645,weiß::A,үрүҥ,თეთრი
646,weiß::A,маҥан,თეთრი
647,rot::A,кыһыл,წითელი
648,gelb::A,саһархай,ყვითელი
649,blau::A,күөх,ლურჯი
650,blau::A,күөх,ცისფერი
651,grün::A,күөх,მწვანე
652,grün::A,от күөҕэ,მწვანე
653,grau::A,сиэрэй,რუხი
654,grau::A,сиэрэй,ნაცრისფერი
655,bunt::A,эриэн,ჭრელი
656,bunt::A,эриэн,ფერადი
657,billig::A,чэпчэки,იაფი
658,teuer::A,сыаналаах,ძვირი
659,wertvoll::A,сыаналаах,ღირსიანი
660,blind::A,хараҕа суох,ბრმა
661,taub::A,дьүлэй,ყრუ
662,kräftig::A,модун,ძალავანი
663,stark::A,күүстээх,ძლიერი
664,stark::A,күүстээх,ღონიერი
665,schwach::A,мөлтөх,სუსტი
666,fett::A,эмис,სქელი
667,schlank::A,дьылҕан,გამხდარი
668,schlank::A,дьыпсаҕай,გამხდარი
669,hübsch::A,олус кэрэ,ეშხიანი
670,hübsch::A,олус кэрэ,მშვენიერი
671,hübsch::A,көрүөхтэн үчүгэй,ეშხიანი
672,hübsch::A,көрүөхтэн үчүгэй,მშვენიერი
673,böse::A,өһүөннээх,ავი
674,böse::A,өһүөннээх,ბოროტი
675,dumm::A,акаары,ბოთე
676,dumm::A,акаары,სულელი
677,faul::A,нэс,ზანტი
678,faul::A,нэс,ზარმაცი
679,fleißig::A,кыһамньылаах,ბეჯითი
680,fleißig::A,кыһамньылаах,მუყაითი
681,geizig::A,иҥсэлээх,ძუნწი
682,klug::A,өйдөөх,ჭკვიანი
683,geschickt::A,наһаа дьоҕурдаах,მარჯვე
684,geschickt::A,наһаа дьоҕурдаах,გაწაფული
685,lieb::A,тапталлаах,სატრფიალო
686,lustig::A,көрдөөх,მხიარული
687,sanft::A,намчы,ალერსიანი
688,sanft::A,намчы,გრძნობიერი
689,sanft::A,сымнаҕас,ალერსიანი
690,sanft::A,сымнаҕас,გრძნობიერი
691,hungrig::A,аччык,მშიერი
