,Concept_ID,sq,da
334,Ende::N,skaj,ende
335,Ende::N,bisht,ende
336,Loch::N,vrimë,hul
337,Winkel::N,kënd,vinkel
338,Muster::N,mostër,mønster
339,Größe::N,madhësi,størrelse
340,Länge::N,gjatësi,længde
341,Höhe::N,lartësi,højde
342,Gewicht::N,peshë,vægt
343,Menge::N,sasi,mængde
344,Haufen::N,grumbull,bunke
345,Reihe::N,radhë,række
346,Reihe::N,rresht,række
347,Boot::N,barkë,båd
348,Boot::N,lundër,båd
349,Ruder::N,rrem,åre
350,Schlitten::N,sajë,kælk
351,Schlitten::N,sajë,slæde
352,Ski::N,ski,ski
353,Lagerfeuer::N,flakadan,lejrbål
354,Lagerfeuer::N,zjarr i madh,lejrbål
355,Last::N,barrë,last
356,Last::N,barrë,byrde
357,Gang::N,ecje,gang
358,Schritt::N,hap,skridt
359,Norden::N,veri,nord
360,Süden::N,jug,syd
361,Westen::N,perëndim,vest
362,Osten::N,lindje,øst
363,Holz::N,dru,træ
364,Brett::N,dërrasë,bræt
365,Platte::N,pllakë,plade
366,Stütze::N,shtyllë,støtte
367,Stütze::N,mbështetesë,støtte
368,Stange::N,shufër,stang
369,Stock::N,dajak,stok
370,Stab::N,shkop,stav
371,Rohr::N,tub,rør
372,Haus::N,shtëpi,hus
373,Heim::N,konak,hjem
374,Heim::N,shtëpi,hjem
375,Ofen::N,sobë,ovn
376,Ofen::N,stufë,ovn
377,Fußboden::N,dysheme,gulv
378,Tisch::N,tryezë,bord
379,Stuhl::N,karrige,stol
380,Wiege::N,djep,vugge
381,Bett::N,shtrat,seng
382,Regal::N,raft,reol
383,Kiste::N,kuti,kasse
384,Fenster::N,dritare,vindue
385,Tür::N,derë,dør
386,Tor::N,portë,port
387,Zaun::N,gardh,stakit
388,Dach::N,çati,tag
389,Leiter::N,shkallë,stige
390,Besen::N,fshesë,kost
391,Spaten::N,lopatë,spade
392,Schaufel::N,qyrek,skovl
393,Gabel::N,pirun,gaffel
394,Löffel::N,lugë,ske
395,Messer::N,thikë,kniv
396,Nagel::N,gozhdë,søm
397,Netz::N,rrjetë,net
398,Haken::N,grep,krog
399,Haken::N,grremç,krog
400,Griff::N,dorak,tag
401,Griff::N,dorak,håndtag
402,Griff::N,dorezë,tag
403,Griff::N,dorezë,håndtag
404,Schloss::N,bravë,lås
405,Bild::N,tablo,billede
406,Bild::N,pikturë,billede
407,Figur::N,figurë,figur
408,Puppe::N,kukull,dukke
409,Beutel::N,qese,pose
410,Beutel::N,trastë,pose
411,Bündel::N,deng,bylt
412,Bündel::N,deng,bundt
413,Tasche::N,çantë,taske
414,Eimer::N,kovë,spand
415,Deckel::N,kapak,låg
416,Deckel::N,mbulesë,låg
417,Geschirr::N,enë,husgeråd
418,Sack::N,thes,sæk
419,Sack::N,torbë,sæk
420,Tasse::N,filxhan,kop
421,Topf::N,kusi,gryde
422,Topf::N,tenxhere,gryde
423,Kessel::N,kazan,kedel
424,Essen::N,ngrënie,måltid
425,Nahrung::N,ushqim,mad
426,Nahrung::N,ushqim,næring
427,Speise::N,gatesë,ret
428,Fleisch::N,mish,kød
429,Getreide::N,drithë,korn
430,Brei::N,qull,grød
431,Brot::N,bukë,brød
432,Scheibe::N,fetë,skive
433,Fett::N,lyrë,fedt
434,Fett::N,yndyrë,fedt
435,Butter::N,gjalpë,smør
436,Öl::N,vaj,olie
437,Salz::N,kripë,salt
438,Suppe::N,supë,suppe
439,Suppe::N,çorbë,suppe
440,Honig::N,mjaltë,honning
441,Milch::N,qumësht,mælk
442,Tee::N,çaj,te
443,Leder::N,lëkurë,skind
444,Wolle::N,lesh,uld
445,Stoff::N,pëlhurë,stof
446,Nadel::N,gjilpërë,nål
447,Faden::N,pe,tråd
448,Faden::N,fije,tråd
449,Knopf::N,kopsë,knap
450,Knoten::N,komb,knude
451,Farbe::N,bojë,farve
452,Kleidung::N,veshje,påklædning
453,Hemd::N,këmishë,skjorte
454,Kragen::N,jakë,krave
455,Ärmel::N,mëngë,ærme
456,Hose::N,brekë,bukser
457,Gürtel::N,rrip,bælte
458,Mütze::N,kësulë,hue
459,Schuh::N,këpucë,sko
460,Stiefel::N,çizme,støvle
461,Ring::N,unazë,ring
462,Band::N,shirit,bånd
463,Kamm::N,krehër,kam
464,Spiegel::N,pasqyrë,spejl
465,Riemen::N,rrip,rem
466,Schnur::N,litar,snor
467,Schnur::N,cikomë,snor
468,Leine::N,rrip,snor
469,Decke::N,batanije,tæppe
470,Kissen::N,jastëk,pude
471,Tuch::N,shami,sjaltørklæde
472,Handtuch::N,peshqir,håndklæde
473,Kraft::N,forcë,kraft
474,Stärke::N,koll,styrke
475,Gesundheit::N,shëndet,sundhed
476,Krankheit::N,sëmundje,sygdom
477,Schmerz::N,dhimbje,smerte
478,Wunde::N,plagë,sår
479,Fieber::N,ethe,feber
480,Arznei::N,ilaç,medicin
481,Arznei::N,ilaç,lægemiddel
482,Brücke::N,urë,bro
483,Brunnen::N,pus,brønd
484,Weide::N,kullotë,græsgang
485,Pfad::N,ravë,sti
486,Pfad::N,shteg,sti
487,Weg::N,udhë,vej
488,Weg::N,shteg,vej
489,Straße::N,rrugë,gade
490,Dorf::N,fshat,landsby
491,Dorf::N,katund,landsby
492,Stadt::N,qytet,by
493,Brief::N,letër,brev
494,Buch::N,libër,bog
495,Buchstabe::N,shkronjë,bogstav
496,Zeitung::N,gazetë,avis
497,Leben::N,jetë,liv
498,Tod::N,mortje,død
499,Grab::N,varr,grav
500,Kirche::N,kishë,kirke
501,Sünde::N,mëkat,synd
502,Sünde::N,gjynah,synd
503,Gott::N,hy,gud
504,Gott::N,zot,gud
505,Arbeiter::N,punëtor,arbejder
506,Chef::N,shef,chef
507,Chef::N,drejtues,chef
508,Meister::N,mjeshtër,mester
509,Arzt::N,mjek,læge
510,Arzt::N,doktor,læge
511,Lehrer::N,mësues,lærer
512,Lehrer::N,arsimtar,lærer
513,Geld::N,para,penge
514,Geld::N,holla,penge
515,Geschäft::N,ujdi,forretning
516,Geschäft::N,biznes,forretning
517,Laden::N,dyqan,butik
518,Laden::N,dyqan,forretning
519,Preis::N,çmim,pris
520,Ware::N,mall,vare
521,Nutzen::N,dobi,nytte
522,Nutzen::N,leverdi,nytte
523,Reichtum::N,kamje,rigdom
524,Reichtum::N,pasuri,rigdom
525,Welt::N,botë,verden
526,Land::N,vend,land
527,Staat::N,shtet,stat
528,König::N,mbret,konge
529,Macht::N,fuqi,magt
530,Macht::N,pushtet,magt
531,Grenze::N,kufi,grænse
532,Krieg::N,luftë,krig
533,Feind::N,armik,fjende
534,Gewalt::N,dhunë,vold
535,Kampf::N,luftim,kamp
536,Bogen[Waffe]::N,hark,bue
537,Pfeil::N,shigjetë,pil
538,Gewehr::N,pushkë,gevær
539,Fehler::N,gafë,fejl
540,Fehler::N,gabim,fejl
541,Lüge::N,gënjeshtër,løgn
542,Schaden::N,dëm,skade
543,Schaden::N,zarar,skade
544,Unglück::N,fatkeqësi,uheld
545,Unglück::N,fatkeqësi,ulykke
546,Schuld::N,faj,skyld
547,Alter::N,moshë,alder
548,Schluss::N,fund,slut
549,Schluss::N,fund,slutning
550,Zeit::N,kohë,tid
551,Tag::N,ditë,dag
552,Morgen::N,mëngjes,morgen
553,Mittag::N,mesditë,middag
554,Abend::N,mbrëmje,aften
555,Nacht::N,natë,nat
556,Woche::N,javë,uge
557,Monat::N,muaj,måned
558,Jahr::N,vit,år
559,Frühling::N,pranverë,forår
560,Sommer::N,verë,sommer
561,Herbst::N,vjeshtë,efterår
562,Winter::N,dimër,vinter
563,Januar::N,janar,januar
564,Februar::N,shkurt,februar
565,März::N,mars,marts
566,April::N,prill,april
567,Mai::N,maj,maj
568,Juni::N,qershor,juni
569,Juli::N,korrik,juli
570,August::N,gusht,august
571,September::N,shtator,september
572,Oktober::N,tetor,oktober
573,November::N,nëntor,november
574,Dezember::N,dhjetor,december
575,Montag::N,hënë,mandag
576,Dienstag::N,martë,tirsdag
577,Mittwoch::N,mërkurë,onsdag
578,Donnerstag::N,enjte,torsdag
579,Freitag::N,premte,fredag
580,Samstag::N,shtunë,lørdag
581,Sonntag::N,diel,søndag
582,groß::A,madh,stor
583,klein::A,vogël,lille
584,lang::A,gjatë,lang
585,kurz::A,shkurtër,kort
586,breit::A,gjerë,bred
587,schmal::A,ngushtë,smal
588,dicht::A,dendur,tæt
589,dick[Gegenstand]::A,trashë,tyk
590,dünn::A,hollë,tynd
591,fein::A,imët,fin
592,fest::A,fortë,fast
593,flach::A,sheshtë,flad
594,glatt::A,rrafshët,glat
595,hart::A,fortë,hård
596,weich::A,butë,blød
597,rund::A,rrumbullakët,rund
598,spitz::A,majëmprehtë,spids
599,scharf::A,mprehtë,skarp
600,stumpf::A,topitur,sløv
601,stumpf::A,topitur,stump
602,schwer::A,rëndë,tung
603,schön::A,bukur,skøn
604,heiß::A,nxehtë,hed
605,warm::A,ngrohtë,varm
606,kalt::A,ftohtë,kold
607,kühl::A,freskët,kølig
608,frisch::A,pastër,frisk
609,feucht::A,lagësht,fugtig
610,nass::A,lagur,våd
611,trocken::A,thatë,tør
612,voll::A,plotë,fuld
613,leer::A,bosh,tom
614,leer::A,zbrazët,tom
615,offen::A,hapur,åben
616,geschlossen::A,mbyllur,lukket
617,sauber::A,dëlirë,ren
618,schmutzig::A,ndyrë,snavset
619,roh::A,gjallë,rå
620,reif::A,arrirë,moden
621,lecker::A,shijshëm,lækker
622,süß::A,ëmbël,sød
623,bitter::A,hidhur,bitter
624,sauer::A,thartë,sur
625,hell::A,me dritë,lys
626,dunkel::A,errët,mørk
627,schwarz::A,i zi,sort
628,weiß::A,bardhë,hvid
629,rot::A,kuq,rød
630,gelb::A,verdhë,gul
631,blau::A,blu,blå
632,blau::A,kaltër,blå
633,grün::A,blertë,grøn
634,grün::A,gjelbër,grøn
635,grau::A,hirtë,grå
636,grau::A,bojë hiri,grå
637,bunt::A,shumëngjyrëshëm,broget
638,billig::A,lirë,billig
639,teuer::A,shtrenjtë,dyr
640,wertvoll::A,çmuar,værdifuld
641,wertvoll::A,vlershëm,værdifuld
642,blind::A,qorr,blind
643,blind::A,verbër,blind
644,taub::A,shurdhër,døv
645,kräftig::A,fuqishëm,kraftig
646,stark::A,fortë,stærk
647,schwach::A,dobët,svag
648,fett::A,dhjamur,fed
649,schlank::A,hollë,slank
650,hübsch::A,bukur,køn
651,hübsch::A,hijshëm,køn
652,böse::A,keq,ond
653,böse::A,keq,slem
654,dumm::A,teveqel,dum
655,faul::A,dembel,doven
656,fleißig::A,zellshëm,flittig
657,geizig::A,kurnac,gerrig
658,geizig::A,dorështrënguar,gerrig
659,klug::A,mençur,klog
660,geschickt::A,aftë,dygtig
661,geschickt::A,aftë,behændig
662,lieb::A,dashur,rar
663,lustig::A,gëzuar,lystig
664,sanft::A,butë,blid
665,hungrig::A,uritur,sulten
666,krank::A,sëmurë,syg
667,nackt::A,lakuriq,nøgen
668,nackt::A,zhveshur,nøgen
669,traurig::A,trishtuar,bedrøvet
670,lebendig::A,gjallë,levende
671,gut::A,mirë,god
672,schlecht::A,keq,dårlig
673,richtig::A,drejtë,rigtig
674,schlimm::A,keq,slem
675,wahr::A,vërtetë,sand
676,alt::A,vjetër,gammel
677,neu::A,i ri,ny
678,ehemalig::A,dikurshëm,forhenværende
679,alt[Lebewesen]::A,plak,gammel
680,jung::A,i ri,ung
681,arm::A,varfër,fattig
682,arm::A,vobektë,fattig
683,reich::A,pasur,rig
684,bekannt::A,njohur,kendt
685,berühmt::A,famshëm,berømt
686,fremd::A,huaj,fremmed
687,verschieden::A,ndryshëm,forskellig
688,nah::A,afërt,nær
689,fern::A,largët,fjern
690,linker::A,majtë,venstre
691,rechter::A,djathtë,højre
692,anderer::A,tjetër,anden
693,erster::A,parë,første
694,zweiter::A,dytë,anden
695,dritter::A,i tretë,tredje
696,letzter::A,fundit,sidste
697,allein::ADV,vetëm,alene
698,auf einmal::ADV,njëkohësisht,på én gang
699,zusammen::ADV,bashkë,sammen
700,zusammen::ADV,së bashku,sammen
701,lange::ADV,për një kohë të gjatë,længe
702,plötzlich::ADV,befas,pludselig
703,sofort::ADV,menjëherë,straks
704,sofort::ADV,aty për aty,straks
705,später::ADV,më vonë,senere
706,jetzt::ADV,tash,nu
707,heute::ADV,sot,i dag
708,morgen::ADV,nesër,i morgen
709,bald::ADV,shpejt,snart
710,bald::ADV,së shpejti,snart
711,dann::ADV,pastaj,så
712,gestern::ADV,dje,i går
713,einst::ADV,dikur,engang
714,damals::ADV,atëherë,dengang
715,danach::ADV,mandej,derefter
716,vorher::ADV,më parë,før
717,vorher::ADV,më parë,forud
718,zuerst::ADV,së pari,først
719,einmal::ADV,njëherë,en gang
720,manchmal::ADV,nganjëherë,sommetider
721,oft::ADV,shpesh,ofte
722,immer::ADV,përherë,altid
723,immer::ADV,gjithnjë,altid
724,niemals::ADV,kurrë,aldrig
725,niemals::ADV,asnjëherë,aldrig
726,hier::ADV,këtu,her
727,hierhin::ADV,knej,hid
728,hierhin::ADV,knej,herhen
729,von hier::ADV,që këtej,herfra
730,von hier::ADV,prej këtej,herfra
731,dort::ADV,aty,der
732,dort::ADV,atje,der
733,dorthin::ADV,anej,derhen
734,geradeaus::ADV,drejt,lige ud
735,vorwärts::ADV,mbroth,fremad
736,vorwärts::ADV,përpara,fremad
737,rückwärts::ADV,mbrapsht,baglæns
738,zurück::ADV,prapa,tilbage
739,zurück::ADV,mbrapsht,tilbage
740,unten::ADV,poshtë,nede
741,unten::ADV,poshtë,forneden
742,hinab::ADV,përposh,ned
743,hinab::ADV,përposh,nedad
744,oben::ADV,lart,oppe
745,oben::ADV,lart,ovenpå
746,oben::ADV,sipër,oppe
747,oben::ADV,sipër,ovenpå
748,hinauf::ADV,lart,op
749,hinauf::ADV,lart,opad
750,hinauf::ADV,përpjetë,op
751,hinauf::ADV,përpjetë,opad
752,überall::ADV,kudo,overalt
753,nicht::ADV,s',ikke
754,nicht::ADV,nuk,ikke
755,ein wenig::ADV,një tis,lidt
756,kaum::ADV,mezi,knap
757,kaum::ADV,mezi,næppe
758,sehr::ADV,fort,meget
759,sehr::ADV,shumë,meget
760,so::ADV,ashtu,så
761,so::ADV,kështu,så
762,noch::ADV,ende,endnu
763,noch::ADV,akoma,endnu
764,nur::ADV,vetëm,kun
765,nur::ADV,vetëm,bare
766,schon::ADV,tashmë,alt
767,schon::ADV,tashmë,allerede
768,wieder::ADV,përsëri,igen
769,vergebens::ADV,kot,forgæves
770,vor::PRP,para,foran
771,vor::PRP,para,uden for
772,hinter::PRP,prapa,bag
773,hinter::PRP,prapa,bagved
774,hinter::PRP,mbrapa,bag
775,hinter::PRP,mbrapa,bagved
776,unter::PRP,nën,under
777,durch::PRP,nëpër,gennem
778,durch::PRP,nëpër,igennem
779,neben::PRP,pranë,ved siden af
780,neben::PRP,përbri,ved siden af
781,zwischen::PRP,midis,mellem
782,zwischen::PRP,ndërmjet,mellem
783,wegen::PRP,për,på grund af
784,dies::PRN,ky,dette
785,das::PRN,ky,det
786,alles::PRN,gjithçka,alt
787,ich::PRN,unë,jeg
788,du::PRN,ti,du
789,er::PRN,ai,han
790,wir::PRN,ne,vi
791,ihr::PRN,ju,I
792,sie::PRN,ata,de
793,was::FPRN,ç',hvad
794,was::FPRN,çfarë,hvad
795,wer::FPRN,kush,hvem
796,wo::FADV,ku,hvor
797,wohin::FADV,për ku,hvorhen
798,wie::FADV,si,hvordan
799,warum::FADV,pse,hvorfor
800,warum::FADV,përse,hvorfor
801,wieviel::FNUM,sa,hvor meget
802,eins::NUM,një,én
803,zwei::NUM,dy,to
804,drei::NUM,tre,tre
805,vier::NUM,katër,fire
806,fünf::NUM,pesë,fem
807,sechs::NUM,gjashtë,seks
808,sieben::NUM,shtatë,syv
809,acht::NUM,tetë,otte
810,neun::NUM,nëntë,ni
811,zehn::NUM,dhjetë,ti
812,elf::NUM,njëmbëdhjetë,elleve
813,zwölf::NUM,dymbëdhjetë,tolv
814,zwanzig::NUM,njëzet,tyve
815,dreißig::NUM,tridhjetë,tredive
816,vierzig::NUM,dyzet,fyrre
817,vierzig::NUM,dyzet,fyrretyve
818,fünfzig::NUM,pesëdhjetë,halvtreds
819,sechzig::NUM,gjashtëdhjetë,tres
820,siebzig::NUM,shtatëdhjetë,halvfjerds
821,achtzig::NUM,tetëdhjetë,firs
822,neunzig::NUM,nëntëdhjetë,halvfems
823,hundert::NUM,qind,hundrede
824,tausend::NUM,mijë,tusind
825,und::CNJ,e,og
826,und::CNJ,dhe,og
827,oder::CNJ,a,eller
828,oder::CNJ,apo,eller
