,Concept_ID,pl,cv
275,Erzählung::N,opowiadanie,акалав
276,Erzählung::N,opowiadanie,каласа пани
277,Nachricht::N,wiadomość,хыпар
278,Neuigkeit::N,nowina,ҫӗнӗ хыпар
279,Name::N,imię,ят
280,Rätsel::N,zagadka,сутмалли юмах
281,Rede::N,mowa,сӑмах
282,Sprache::N,język,чӗлхе
283,Stimme::N,głos,сасӑ
284,Wort::N,słowo,сӑмах
285,Zeichen::N,znak,паллӑ
286,Ruf::N,wołanie,йыхрав
287,Ruf::N,wołanie,чӗнӳ
288,Lärm::N,hałas,шав
289,Lärm::N,zgiełk,шав
290,Laut::N,dźwięk,сасӑ
291,Ton::N,ton,сасӑ
292,Ton::N,dźwięk,сасӑ
293,Lied::N,pieśń,юрӑ
294,Lied::N,piosenka,юрӑ
295,Ruhe::N,spokój,канӑҫлӑх
296,Ruhe::N,spokój,лӑпкӑлӑх
297,Leute::N,ludzie,ҫамрӑксем
298,Leute::N,ludzie,ҫамрӑк ҫынсем
299,Volk::N,naród,халӑх
300,Arbeit::N,praca,ӗҫхӗл
301,Arbeit::N,praca,ӗҫлев
302,Arbeit::N,robota,ӗҫхӗл
303,Arbeit::N,robota,ӗҫлев
304,Gast::N,gość,хӑна
305,Geschenk::N,prezent,парне
306,Geschenk::N,prezent,кучченеҫ
307,Geschenk::N,podarunek,парне
308,Geschenk::N,podarunek,кучченеҫ
309,Spiel::N,gra,вӑйӑ
310,Spiel::N,zabawa,вӑйӑ
311,Gesellschaft::N,towarzystwo,общество
312,Hilfe::N,pomoc,пулӑшу
313,Freund::N,przyjaciel,тус
314,Kamerad::N,kolega,юлташ
315,Kamerad::N,kolega,тус
316,Angelegenheit::N,sprawa,ӗҫ
317,Anzahl::N,ilość,йыш
318,Anzahl::N,ilość,хисеп
319,Art::N,rodzaj,тӗс
320,Stück::N,kawałek,татӑк
321,Teil::N,część,пай
322,Hälfte::N,połowa,ҫурӑ
323,Kreis::N,krąg,ункӑ
324,Kreis::N,krąg,ҫавракӑш
325,Kreuz::N,krzyż,хӗрес
326,Linie::N,linia,йӗр
327,Strich::N,kreska,йӗр
328,Abstand::N,odstęp,хушӑ
329,Entfernung::N,odległość,хушӑ
330,Gegend::N,okolica,вырӑн
331,Platz::N,miejsce,хутлӑх
332,Ort::N,miejsce,вырӑн
333,Seite::N,bok,ен
334,Seite::N,bok,аяк
335,Seite::N,bok,айӑк
336,Seite::N,strona,ен
337,Seite::N,strona,аяк
338,Seite::N,strona,айӑк
339,Mitte::N,środek,варӑ
340,Gegenstand::N,przedmiot,япала
341,Sache::N,rzecz,япала
342,Rand::N,skraj,вӗҫ
343,Rand::N,skraj,хӗрӗ
344,Rand::N,skraj,хӗрри
345,Rand::N,krawędź,вӗҫ
346,Rand::N,krawędź,хӗрӗ
347,Rand::N,krawędź,хӗрри
348,Kante::N,kant,хайкача
349,Kante::N,kant,хысак
350,Kante::N,krawędź,хайкача
351,Kante::N,krawędź,хысак
352,Ecke::N,róg,кӗтес
353,Spitze::N,ostrze,вӗҫ
354,Ende::N,koniec,вӗҫ
355,Loch::N,dziura,шӑтӑк
356,Winkel::N,kąt,кӗтес
357,Winkel::N,kącik,кӗтес
358,Muster::N,wzór,эреш
359,Größe::N,rozmiar,пысӑкӑш
360,Größe::N,wielkość,пысӑкӑш
361,Länge::N,długość,вӑрӑмӑш
362,Höhe::N,wysokość,ҫӳллӗш
363,Gewicht::N,ciężar,виҫе
364,Gewicht::N,ciężar,йывӑрӑш
365,Menge::N,ilość,йыш
366,Haufen::N,kupa,купа
367,Reihe::N,rząd,рет
368,Reihe::N,szereg,рет
369,Boot::N,łódź,кимӗ
370,Boot::N,łódka,кимӗ
371,Ruder::N,wiosło,кӗсмен
372,Schlitten::N,sanki,ҫуна
373,Ski::N,narta,йӗлтӗр
374,Lagerfeuer::N,ognisko,вут
375,Lagerfeuer::N,ognisko,кӑвайт
376,Last::N,ciężar,сулмаклӑх
377,Last::N,ciężar,йывӑр япала
378,Last::N,brzemię,сулмаклӑх
379,Last::N,brzemię,йывӑр япала
380,Gang::N,chód,куҫӑм
381,Schritt::N,krok,утӑм
382,Schritt::N,krok,пусӑм
383,Norden::N,północ,ҫурҫӗр
384,Süden::N,południe,кӑнтӑр
385,Westen::N,zachód,анӑҫ
386,Westen::N,zachód,хӗвел анӑҫ
387,Osten::N,wschód,хӗвел тухӑҫ
388,Holz::N,drzewo,йывӑҫ
389,Brett::N,deska,хӑма
390,Platte::N,płyta,плита
391,Stütze::N,podpora,ура
392,Stange::N,drąg,шерте
393,Stange::N,żerdź,шерте
394,Stock::N,kij,патак
395,Stock::N,laska,патак
396,Stab::N,pręt,шӑчӑ
397,Rohr::N,rura,пӑрӑх
398,Haus::N,dom,ҫурт
399,Heim::N,dom,кил
400,Ofen::N,piec,кӑмака
401,Fußboden::N,podłoga,урай
402,Tisch::N,stół,сӗтел
403,Stuhl::N,krzesło,пукан
404,Wiege::N,kołyska,сӑпка
405,Bett::N,łóżko,кравать
406,Bett::N,pościel,кравать
407,Regal::N,regał,ҫӳлӗк
408,Regal::N,regał,сентре
409,Kiste::N,skrzynia,ещӗк
410,Kiste::N,skrzynia,сунтӑх
411,Fenster::N,okno,чӳрече
412,Tür::N,drzwi,алӑк
413,Tor::N,brama,хапха
414,Zaun::N,płot,хӳме
415,Zaun::N,parkan,хӳме
416,Dach::N,dach,тӑрӑ
417,Leiter::N,drabina,пусма
418,Besen::N,miotła,шӑпӑр
419,Spaten::N,rydel,кӗреҫе
420,Schaufel::N,łopata,кӗреҫе
421,Gabel::N,widelec,вилка
422,Löffel::N,łyżka,кашӑк
423,Messer::N,nóż,ҫӗҫӗ
424,Nagel::N,gwóźdź,пӑта
425,Netz::N,sieć,тетел
426,Haken::N,hak,йӑрхах
427,Haken::N,hak,ҫекӗл
428,Griff::N,chwyt,хӑлӑп
429,Schloss::N,zamek,ҫӑра
430,Bild::N,obraz,сӑн
431,Bild::N,obraz,сӑнлӑх
432,Bild::N,obraz,картина
433,Figur::N,figura,кӗлетке
434,Puppe::N,lalka,пукане
435,Beutel::N,torba,михӗ
436,Bündel::N,wiązka,ҫыхӑ
437,Bündel::N,wiązka,тӗрке
438,Tasche::N,torba,сумка
439,Eimer::N,kubeł,витре
440,Eimer::N,wiadro,витре
441,Deckel::N,przykrywka,хупӑ
442,Geschirr::N,statki,савӑт-сапа
443,Geschirr::N,naczynia,савӑт-сапа
444,Sack::N,worek,михӗ
445,Tasse::N,filiżanka,курка
446,Topf::N,garnek,кастрюль
447,Kessel::N,kocioł,хуран
448,Essen::N,jedzenie,апат
449,Nahrung::N,pokarm,апат-ҫимӗс
450,Nahrung::N,pożywienie,апат-ҫимӗс
451,Speise::N,potrawa,апат
452,Speise::N,potrawa,ҫимӗҫ
453,Speise::N,jedzenie,апат
454,Speise::N,jedzenie,ҫимӗҫ
455,Fleisch::N,mięso,аш
456,Fleisch::N,mięso,какай
457,Getreide::N,zboże,тырӑ
458,Brei::N,kasza,пӑтӑ
459,Brot::N,chleb,ҫӑкӑр
460,Scheibe::N,kromka,чӗлӗ
461,Scheibe::N,kromka,касӑк
462,Fett::N,tłuszcz,ҫу
463,Butter::N,masło,ҫу
464,Öl::N,olej,ҫу
465,Salz::N,sól,тӑвар
466,Suppe::N,zupa,яшка
467,Honig::N,miód,пыл
468,Milch::N,mleko,сӗт
469,Tee::N,herbata,чей
470,Leder::N,skóra,сӑран
471,Wolle::N,wełna,ҫӑм
472,Stoff::N,tkanina,тӗртӗм
473,Stoff::N,materiał,тӗртӗм
474,Nadel::N,igła,йӗп
475,Faden::N,nić,ҫип
476,Faden::N,nitka,ҫип
477,Knopf::N,guzik,тӳме
478,Knoten::N,węzeł,йӑлӑ
479,Farbe::N,farba,сӑрӑ
480,Kleidung::N,odzież,тум
481,Kleidung::N,odzież,ҫипуҫ
482,Kleidung::N,odzież,тум-тир
483,Hemd::N,koszula,кӗпе
484,Kragen::N,kołnierz,ҫуха
485,Ärmel::N,rękaw,ҫанӑ
486,Hose::N,spodnie,шӑлавар
487,Gürtel::N,pasek,пиҫиххи
488,Mütze::N,czapka,ҫӗлӗк
489,Schuh::N,but,пушмак
490,Schuh::N,but,ботинок
491,Schuh::N,bucik,пушмак
492,Schuh::N,bucik,ботинок
493,Stiefel::N,but,атӑ
494,Stiefel::N,kozak,атӑ
495,Ring::N,pierścień,ҫӗрӗ
496,Band::N,wstęga,хаю
497,Band::N,wstęga,йӗсме
498,Kamm::N,grzebień,тура
499,Spiegel::N,lustro,тӗкӗр
500,Spiegel::N,lustro,куҫ кӗски
501,Riemen::N,rzemień,чӗн
502,Schnur::N,sznur,кантра
503,Leine::N,smycz,касмӑк
504,Decke::N,kołdra,утиял
505,Kissen::N,poduszka,ҫытар
506,Kissen::N,poduszka,минтер
507,Tuch::N,chustka,тутӑр
508,Handtuch::N,ręcznik,ал шӑлли
509,Kraft::N,moc,вӑй
510,Kraft::N,moc,хӑват
511,Kraft::N,siła,вӑй
512,Kraft::N,siła,хӑват
513,Stärke::N,moc,хал
514,Stärke::N,moc,хӑват
515,Stärke::N,siła,хал
516,Stärke::N,siła,хӑват
517,Gesundheit::N,zdrowie,хал
518,Gesundheit::N,zdrowie,сывлӑх
519,Krankheit::N,choroba,чир
520,Schmerz::N,ból,ырату
521,Wunde::N,rana,суран
522,Fieber::N,gorączka,сив чир
523,Arznei::N,lekarstwo,эмел
524,Brücke::N,most,кӗпер
525,Brunnen::N,studnia,ҫӑл
526,Brunnen::N,studnia,пусӑ
527,Weide::N,pastwisko,ҫаран
528,Pfad::N,ścieżka,йӗр
529,Pfad::N,ścieżka,сукмак
530,Weg::N,droga,ҫул
531,Weg::N,droga,ҫул-йӗр
532,Straße::N,ulica,ҫӳрев
533,Straße::N,ulica,ҫул ҫӳрени
534,Dorf::N,wieś,ял
535,Stadt::N,miasto,хула
536,Brief::N,list,ҫыру
537,Buch::N,książka,кӗнеке
538,Buchstabe::N,litera,сас палли
539,Zeitung::N,gazeta,хаҫат
540,Zeitung::N,dziennik,хаҫат
541,Leben::N,życie,пурнӑҫ
542,Tod::N,śmierć,вилӗм
543,Grab::N,grób,масар шӑтӑкӗ
544,Kirche::N,kościół,чиркӳ
545,Sünde::N,grzech,ҫылӑх
546,Gott::N,bóg,турӑ
547,Arbeiter::N,robotnik,рабочи
548,Chef::N,szef,пуҫлӑх
549,Meister::N,mistrz,ӑста
550,Meister::N,mistrz,мастер
551,Meister::N,majster,ӑста
552,Meister::N,majster,мастер
553,Arzt::N,lekarz,врач
554,Arzt::N,lekarz,тухтӑр
555,Lehrer::N,nauczyciel,учитель
556,Lehrer::N,nauczyciel,вӗрентекен
557,Geld::N,pieniądze,укҫа
558,Geschäft::N,sprawa,бизнес
559,Geschäft::N,interes,бизнес
560,Laden::N,sklep,магазин
561,Preis::N,cena,хак
562,Ware::N,towar,тавар
563,Nutzen::N,pożytek,пайта
564,Reichtum::N,bogactwo,мул
565,Welt::N,świat,тӗнче
566,Land::N,kraj,ҫӗр-шыв
567,Staat::N,państwo,патшàлӑх
568,König::N,król,король
569,Macht::N,władza,власть
570,Grenze::N,granica,чикӗ
571,Krieg::N,wojna,вӑрҫӑ
572,Feind::N,wróg,тӑшман
573,Gewalt::N,władza,ирӗксӗрлӳ
574,Kampf::N,bój,кӗрешӳ
575,Kampf::N,walka,кӗрешӳ
576,Bogen[Waffe]::N,łuk,ухӑ
577,Pfeil::N,strzała,ҫӗмрен
578,Pfeil::N,strzała,ухӑ йӗппи
579,Gewehr::N,karabin,пӑшал
580,Fehler::N,błąd,йӑнӑш
581,Lüge::N,kłamstwo,суя
582,Lüge::N,kłamstwo,ултав
583,Schaden::N,szkoda,сиен
584,Unglück::N,nieszczęście,шар
585,Unglück::N,nieszczęście,инкек
586,Schuld::N,wina,айӑп
587,Alter::N,wiek,ҫул шучӗ
588,Schluss::N,koniec,пӗтни
589,Schluss::N,koniec,пӗтмӗш
590,Schluss::N,zakończenie,пӗтни
591,Schluss::N,zakończenie,пӗтмӗш
592,Zeit::N,czas,вӑхӑт
593,Tag::N,dzień,кун
594,Morgen::N,ranek,ир
595,Morgen::N,poranek,ир
596,Mittag::N,południe,кӑнтӑрла
597,Abend::N,wieczór,каҫ
598,Nacht::N,noc,каҫ
599,Woche::N,tydzień,эрне
600,Monat::N,miesiąc,уйӑх
601,Jahr::N,rok,ҫулталӑк
602,Frühling::N,wiosna,ҫур
603,Frühling::N,wiosna,ҫуркунне
604,Sommer::N,lato,ҫу
605,Sommer::N,lato,ҫулла
606,Herbst::N,jesień,кӗр
607,Herbst::N,jesień,кӗркунне
608,Winter::N,zima,хӗл
609,Winter::N,zima,хӗлле
610,Januar::N,styczeń,январь
611,Februar::N,luty,февраль
612,Februar::N,luty,кӗҫӗн кӑрлач
613,März::N,marzec,март
614,März::N,marzec,пуш уйӑхӗ
615,April::N,kwiecień,апрель
616,Mai::N,maj,май
617,Juni::N,czerwiec,июнь
618,Juli::N,lipiec,июль
619,August::N,sierpień,август
620,September::N,wrzesień,сентябрь
621,September::N,wrzesień,авӑн уйӑхӗ
622,Oktober::N,październik,октябрь
623,November::N,listopad,ноябрь
624,Dezember::N,grudzień,раштав
625,Dezember::N,grudzień,декабрь
626,Montag::N,poniedziałek,тунти кун
627,Dienstag::N,wtorek,ытлари кун
628,Mittwoch::N,środa,юн кун
629,Donnerstag::N,czwartek,кӗҫнерни кун
630,Freitag::N,piątek,эрне кун
631,Samstag::N,sobota,шӑмат кун
632,Sonntag::N,niedziela,вырсарни кун
633,groß::A,duży,пысӑк
634,groß::A,wielki,пысӑк
635,klein::A,mały,пӗчӗк
636,lang::A,długi,вӑрӑм
637,kurz::A,krótki,кӗске
638,breit::A,szeroki,сарлака
639,schmal::A,wąski,ансӑр
640,dicht::A,gęsty,йӑвӑ
641,dick[Gegenstand]::A,gruby,хулӑн
642,dünn::A,cienki,ҫинҫе
643,dünn::A,cienki,ҫӳхе
644,fein::A,drobny,тарай
645,fein::A,drobny,вӗлтӗрти
646,fest::A,mocny,тӗреклӗ
647,fest::A,twardy,тӗреклӗ
648,flach::A,płaski,лаптак
649,glatt::A,gładki,такӑр
650,hart::A,twardy,хытӑ
651,weich::A,miękki,ҫемҫе
652,rund::A,okrągły,ҫавра
653,spitz::A,spiczasty,шӗвӗр
654,scharf::A,ostry,ҫивӗч
655,stumpf::A,tępy,мӑка
656,stumpf::A,tępy,пуклак
657,stumpf::A,tępy,тӗрӗнчӗк
658,stumpf::A,tępy,ӑнкарусӑр
659,schwer::A,ciężki,йывӑр
660,schön::A,ładny,илемлӗ
661,schön::A,piękny,илемлӗ
662,heiß::A,gorący,вӗри
663,warm::A,ciepły,ӑшӑ
664,kalt::A,zimny,сивӗ
665,kühl::A,chłodny,уҫӑ
666,frisch::A,świeży,уҫӑ
667,feucht::A,wilgotny,йӗпе
668,nass::A,mokry,нӳрӗ
669,trocken::A,suchy,типӗ
670,voll::A,pełny,тулли
671,leer::A,pusty,пушӑ
672,leer::A,próżny,пушӑ
673,offen::A,otwarty,уҫӑ
674,geschlossen::A,zamknięty,хупӑ
675,sauber::A,czysty,таса
676,schmutzig::A,brudny,пылчӑклӑ
677,schmutzig::A,brudny,вараланчӑк
678,roh::A,surowy,чӗрӗ
679,reif::A,dojrzały,пулнӑ
680,reif::A,dojrzały,пиҫӗхнӗ
681,reif::A,dojrzały,аталаннӑ
682,reif::A,dojrzały,пиҫсе ҫитнӗ
683,lecker::A,smaczny,тутлӑ
684,lecker::A,smaczny,техӗмлӗ
685,süß::A,słodki,пылак
686,bitter::A,gorzki,йӳҫӗ
687,sauer::A,kwaśny,йӳҫӗ
688,sauer::A,kwaśny,йӳҫек
689,sauer::A,kwaśny,кӑвасак
690,hell::A,jasny,ҫутӑ
691,dunkel::A,ciemny,тӗттӗм
692,schwarz::A,czarny,хура
693,weiß::A,biały,шурӑ
694,rot::A,czerwony,хӗрлӗ
695,gelb::A,żółty,сарӑ
696,blau::A,błękitny,кӑвак
697,blau::A,niebieski,кӑвак
698,grün::A,zielony,симӗс
699,grün::A,zielony,пиҫмен
700,grün::A,zielony,ӑс пухман
701,grau::A,szary,кӑвак
702,bunt::A,barwny,чӑпар
703,billig::A,tani,йӳнӗ
704,teuer::A,drogi,хаклӑ
705,wertvoll::A,cenny,паха
706,blind::A,ślepy,суккӑр
707,taub::A,głuchy,хӑлхасӑр
708,kräftig::A,mocny,хӑватлӑ
709,stark::A,silny,вирлӗ
710,schwach::A,słaby,халсӑр
711,fett::A,tłusty,самӑр
712,fett::A,tłusty,мӑнтӑр
713,schlank::A,smukły,йӑрӑс
714,schlank::A,smukły,яштака
715,hübsch::A,ładny,хитре
716,böse::A,zły,усал
717,dumm::A,głupi,ухмах
718,faul::A,leniwy,наян
719,faul::A,leniwy,юлхав
720,faul::A,leniwy,ӳркенчӗк
721,fleißig::A,pilny,хастар
722,geizig::A,skąpy,хытӑ
723,klug::A,mądry,ӑслӑ
724,geschickt::A,zręczny,ӑста
725,lieb::A,miły,савнӑ
726,lustig::A,wesoły,хаваслӑ
