,Concept_ID,cv,ka
1301,pflücken::V,тат,კრეფს
1302,jagen::V,сунара ҫӳре,ნადირობს
1303,fischen::V,пулӑ тыт,თევზაობს
1304,fassen::V,тыт,დააჭერს
1305,hüten::V,кӗт,მწყემსავს
1306,treiben::V,хӑвала,მიერეკება
1307,anbinden::V,кӑкар,მიაბამს
1308,füttern::V,ҫитер,აჭმევს
1309,melken::V,су,წველის
1310,hacken::V,вакла,კეპავს
1311,gießen::V,шӑвар,რწყავს
1312,reifen::V,пиҫ,მწიფდება
1313,zubereiten::V,пӗҫер,მოამზადებს
1314,kochen::V,пӗҫер,მოხარშავს
1315,backen::V,пӗҫер,გამოაცხობს
1316,braten::V,ӑшала,შეწვავს
1317,umrühren::V,хутӑштар,შეურევს
1318,umrühren::V,хутӑштар,გათქვეფს
1319,stricken::V,ҫых,ქსოვს
1320,nähen::V,ҫӗле,გაკერავს
1321,färben::V,пӗвет,შეღებავს
1322,reinigen::V,тасат,გაწმენდს
1323,reinigen::V,тасат,გასუფთავებს
1324,waschen::V,ҫу,გარეცხავს
1325,abwischen::V,шӑл,წაშლის
1326,spülen::V,чӳхе,გაავლებს
1327,fegen::V,шӑл,დაბლანდავს
1328,kehren::V,шӑл,დაგვის
1329,baden::V,шыва кӗр,ბანაობს
1330,sich waschen::V,ҫӑвӑн,იბანება
1331,ausziehen::V,салан,გაიხდის
1332,anziehen::V,тӑхӑн,ჩაიცვამს
1333,sich anziehen::V,тӑхӑн,ჩაიცვამს
1334,kämmen::V,тура,დავარცხნის
1335,schmücken::V,илемлет,მორთავს
1336,sagen::V,те,იტყვის
1337,sprechen::V,кала,ლაპარაკობს
1338,reden::V,сӑмахла,საუბრობს
1339,reden::V,калаҫ,საუბრობს
1340,sich unterhalten::V,пупле,ბაასობს
1341,sich unterhalten::V,пупле,მუსაიფობს
1342,fragen::V,ыйт,ჰკითხავს
1343,bitten::V,ыйт,სთხოვს
1344,erzählen::V,каласа пар,მოუთხრობს
1345,mitteilen::V,пӗлтер,აუწყებს
1346,mitteilen::V,пӗлтер,აცნობებს
1347,mitteilen::V,хыпарла,აუწყებს
1348,mitteilen::V,хыпарла,აცნობებს
1349,nennen::V,те,უწოდებს
1350,nennen::V,чӗн,უწოდებს
1351,rufen::V,чӗн,დაუძახებს
1352,prahlen::V,мухтан,ტრაბახობს
1353,prahlen::V,вӗҫкӗнлен,ტრაბახობს
1354,übersetzen::V,куҫар,გადათარგმნის
1355,denken::V,шухӑшла,ფიქრობს
1356,denken::V,шухӑшла,აზროვნებს
1357,glauben::V,ӗнен,სჯერა
1358,bemerken::V,асӑрха,შენიშვნავს
1359,erkennen::V,палла,გამოიცნობს
1360,begreifen::V,ӑнлан,გაიგებს
1361,verstehen::V,пӗл,გაიგონებს
1362,lernen::V,вӗрен,ისწავლის
1363,wissen::V,пӗл,ეცოდინება
1364,wissen::V,ӑнкар,ეცოდინება
1365,sich erinnern an::V,аса ил,მოიგონებს
1366,sich erinnern an::V,аса ил,გაიხსენებს
1367,vergessen::V,ман,ივიწყებს
1368,vergessen::V,манса кай,ივიწყებს
1369,messen::V,виҫ,ზომავს
1370,zählen::V,шутла,ითვლის
1371,rechnen::V,шутла,გაიანგარიშებს
1372,lesen::V,вула,კითხულობს
1373,malen::V,ӳкер,ხატავს
1374,zeichnen::V,ӳкер,ხაზავს
1375,schreiben::V,ҫыр,დაწერს
1376,besitzen::V,тыт,ექნება
1377,kaufen::V,ил,ყიდულობს
1378,kaufen::V,туян,ყიდულობს
1379,verkaufen::V,сут,გაყიდის
1380,bezahlen::V,тӳле,გადაიხდის
1381,zahlen::V,тӳле,გადაიხდის
1382,beherrschen::V,тыт,ფლობს
1383,ertragen::V,тӳс,მოითმენს
1384,Bauch::N,,მუცელი
