,Concept_ID,br,ga
99,Regenbogen::N,gwareg-ar-glav,stua ceatha
100,Regenbogen::N,gwareg-ar-glav,bogha báistí
101,Donner::N,kurun,toirneach
102,Strömung::N,red,sruth
103,Tropfen::N,bannac'h,deoir
104,Tropfen::N,takenn,deoir
105,Schaum::N,spoum,cúr
106,Schmutz::N,fank,salachar
107,See::N,lenn,loch
108,Sumpf::N,gwern,portach
109,Moor::N,taouarc'heg,caorán
110,Moor::N,taouarc'heg,móinteán
111,Wiese::N,prad,cluain
112,Wiese::N,prad,móinéar
113,Wald::N,koad,coill
114,Wald::N,koad,foraois
115,Hügel::N,torgenn,ard
116,Anhöhe::N,run,ard
117,Anhöhe::N,run,ardán
118,Berg::N,menez,sliabh
119,Gipfel::N,barr,barr
120,Gipfel::N,barr,mullach
121,Höhle::N,kav,uaimh
122,Höhle::N,kav,pluais
123,Abhang::N,naou,fána
124,Quelle::N,feunteun,foinse
125,Bach::N,gwazh,sruthán
126,Fluss::N,stêr,abhainn
127,Ufer::N,ribl,bruach
128,Küste::N,aod,cósta
129,Küste::N,aod,cladach
130,Festland::N,douar,míntír
131,Meer::N,mor,muir
132,Meer::N,mor,farraige
133,Bucht::N,mor-bihan,bá
134,Bucht::N,mor-bihan,cuan
135,Insel::N,enez,inis
136,Insel::N,enez,oileán
137,Blume::N,bleunienn,bláth
138,Gras::N,geot,féar
139,Wurzel::N,gwrizienn,rúta
140,Wurzel::N,gwrizienn,fréamh
141,Baum::N,gwezenn,crann
142,Stamm::N,kef,stoc
143,Stamm::N,kef,tamhan
144,Rinde::N,rusk,coirt
145,Rinde::N,rusk,craiceann
146,Ast::N,barr,géag
147,Zweig::N,bod,géag
148,Zweig::N,bod,craobh
149,Blatt::N,delienn,duille
150,Blatt::N,delienn,duilleog
151,Birke::N,bezvenn,beith
152,Birke::N,bezvenn,crann beithe
153,Kiefer[Baum]::N,pinenn,péine
154,Weide[Baum]::N,halegenn,saileach
155,Tanne::N,sapenn,giúis
156,Horn::N,korn,adharc
157,Feder::N,pluñv,cleite
158,Fell::N,kreoñ,clúmh
159,Flügel::N,askell,eite
160,Flügel::N,askell,sciathán
161,Klaue::N,skilf,crúb
162,Klaue::N,skilf,crobh
163,Kralle::N,skilf,crobh
164,Schwanz::N,lost,eireaball
165,Ei::N,vi,ubh
166,Nest::N,neizh,nead
167,Bau::N,douarenn,brocais
168,Tier::N,loen,ainmhí
169,Tier::N,loen,beithíoch
170,Herde::N,tropell,tréad
171,Kuh::N,buoc'h,bó
172,Bulle::N,tarv,tarbh
173,Pferd::N,marc'h,each
174,Pferd::N,marc'h,capall
175,Schaf::N,dañvad,caora
176,Schwein::N,pemoc'h,muc
177,Hund::N,ki,madra
178,Katze::N,kazh,cat
179,Bär::N,arzh,béar
180,Eichhörnchen::N,gwiñver,iora
181,Elch::N,karv-dour,eilc
182,Fuchs::N,louarn,sionnach
183,Fuchs::N,louarn,madra rua
184,Hase::N,gad,giorria
185,Maus::N,logodenn,luch
186,Wolf::N,bleiz,mac tíre
187,Vogel::N,labous,éan
188,Schwarm::N,nijad,saithe
189,Huhn::N,yar,cearc
190,Hahn::N,kilhog,coileach
191,Gans::N,gwazenn,gé
192,Adler::N,erer,iolar
193,Ente::N,houad,lacha
194,Eule::N,toud,ulchabhán
195,Kranich::N,garan,grús
196,Krähe::N,bran,caróg
197,Krähe::N,bran,préachán
198,Kuckuck::N,koukoug,cuach
199,Schwan::N,alarc'h,eala
200,Fisch::N,pesk,iasc
201,Barsch::N,brell,péirse
202,Hecht::N,beked,liús
203,Schlange[Tier]::N,naer,nathair
204,Wurm::N,preñv,péist
205,Spinne::N,kevnidenn,damhán alla
206,Ameise::N,merion,seangán
207,Laus::N,laouenn,míol
208,Mücke::N,moustik,muiscít
209,Mücke::N,moustik,corrmhíol
210,Fliege::N,kelienenn,cuil
211,Fliege::N,kelienenn,cuileog
212,Schmetterling::N,balafenn,féileacán
213,Beere::N,hog,caor
214,Apfel::N,aval,úll
215,Pilz::N,kabell-touseg,beacán
216,Pilz::N,kabell-touseg,muisiriún
217,Zwiebel::N,ognonenn,oinniún
218,Saat::N,had,síol
219,Korn::N,ed,gráinne
220,Heu::N,foenn,féar
221,Schale::N,peliadur,scaimh
222,Falle::N,pech,gaiste
223,Schlinge::N,krouglas,sealán
224,Asche::N,ludu,luaith
225,Dreck::N,fank,salachar
226,Eisen::N,houarn,iarann
227,Gold::N,aour,ór
228,Silber::N,arc'hant,airgead
229,Kohle::N,glaou,gual
230,Glas::N,gwer,gloine
231,Sand::N,traezh,gaineamh
232,Mensch::N,den,duine
233,Mann::N,den,fear
234,Frau::N,maouez,bean
235,Kind::N,bugel,gasúr
236,Kind::N,bugel,páiste
237,Junge::N,paotr,buachaill
238,Mädchen::N,plac'h,cailín
239,Familie::N,familh,teaghlach
240,Familie::N,familh,comhluadar
241,Großvater::N,tad-kozh,seanathair
242,Großmutter::N,mamm-gozh,seanmháthair
243,Eltern::N,kerent,tuismitheoirí
244,Vater::N,tad,athair
245,Mutter::N,mamm,máthair
246,Sohn::N,mab,mac
247,Tochter::N,merc'h,iníon
248,Bruder::N,breur,deartháir
249,Schwester::N,c'hoar,deirfiúr
250,Onkel::N,eontr,uncail
251,Tante::N,moereb,aintín
252,Ehemann::N,gwaz,fear céile
253,Ehefrau::N,gwreg,bean chéile
254,Freude::N,levenez,áthas
255,Gelächter::N,c'hoarzherezh,gáire
256,Glück::N,chañs,séan
257,Glück::N,chañs,sonas
258,Kummer::N,doan,brón
259,Kummer::N,doan,buairt
260,Wunsch::N,c'hoant,guí
261,Wunsch::N,c'hoant,achainí
262,Lust::N,c'hoant,fonn
263,Geist::N,spered,meon
264,Geist::N,spered,spiorad
265,Gedanke::N,soñj,smaoineamh
266,Gedächtnis::N,eñvor,cuimhne
267,Verstand::N,skiant,ciall
268,Verstand::N,skiant,intinn
269,Sinn::N,ster,brí
270,Sinn::N,ster,ciall
271,Grund::N,kaoz,fáth
272,Wahrheit::N,gwirionez,fírinne
273,Gespräch::N,kaozeadenn,comhrá
274,Märchen::N,kaoz korriganez,scéal
275,Erzählung::N,kontadenn,scéal
276,Nachricht::N,keloù,teachtaireacht
277,Neuigkeit::N,kelaouenn,scéala
278,Name::N,anv,ainm
279,Rätsel::N,divinatez,tomhas
280,Rede::N,diskour,óráid
281,Rede::N,diskour,aitheasc
282,Sprache::N,yezh,teanga
283,Stimme::N,mouezh,guth
284,Wort::N,ger,focal
285,Zeichen::N,sin,comhartha
286,Ruf::N,galv,glaoch
287,Lärm::N,trouz,torann
288,Ton::N,ton,ton
289,Lied::N,kanaouenn,amhrán
290,Ruhe::N,sioulded,suaimhneas
291,Leute::N,tud,muintir
292,Volk::N,pobl,pobal
293,Arbeit::N,labour,obair
294,Gast::N,kouviad,aoi
295,Geschenk::N,prof,féirín
296,Geschenk::N,prof,bronntanas
297,Spiel::N,c'hoari,cluiche
298,Gesellschaft::N,kompagnunezh,comhluadar
299,Gesellschaft::N,kavandad,comhluadar
300,Hilfe::N,sikour,cúnamh
301,Hilfe::N,sikour,cabhair
302,Freund::N,mignon,cara
303,Kamerad::N,kamarad,comrádaí
304,Angelegenheit::N,afer,ábhar
305,Anzahl::N,niver,líon
306,Art::N,sort,sórt
307,Art::N,sort,saghas
308,Stück::N,tamm,píosa
309,Teil::N,pezh,cuid
310,Teil::N,pezh,páirt
311,Hälfte::N,hanterenn,leath
312,Kreis::N,kelc'h,ciorcal
313,Kreuz::N,kroaz,cros
314,Linie::N,linenn,líne
315,Strich::N,tenn,stríoc
316,Abstand::N,distok,achar
317,Entfernung::N,keid,fad
318,Entfernung::N,kehid,fad
319,Gegend::N,korn-bro,ceantar
320,Platz::N,plasenn,áit
321,Platz::N,plasenn,spás
322,Ort::N,lec'h,áit
323,Seite::N,tu,taobh
324,Mitte::N,kreiz,lár
325,Gegenstand::N,tra,ball
326,Gegenstand::N,tra,ábhar
327,Sache::N,tra,ní
328,Sache::N,tra,rud
329,Rand::N,kantenn,imeall
330,Rand::N,kantenn,ciumhais
331,Kante::N,kantenn,corr
332,Kante::N,kantenn,colbha
333,Ecke::N,korn,coirnéal
334,Spitze::N,begell,gob
335,Spitze::N,begell,barr
336,Ende::N,dibenn,ceann
337,Ende::N,dibenn,foirceann
338,Loch::N,toull,poll
339,Muster::N,tresadenn,patrún
340,Größe::N,ment,méid
341,Größe::N,ment,toise
342,Länge::N,hirder,fad
343,Höhe::N,uhelder,airde
344,Gewicht::N,pouez,meáchan
345,Menge::N,bern,méid
346,Haufen::N,bern,cnap
347,Reihe::N,steud,líne
348,Reihe::N,steud,sraith
349,Boot::N,bag,bád
350,Ruder::N,roeñv,rámh
351,Ruder::N,roeñv,maide rámha
352,Schlitten::N,trainell,carr sleamhnáin
353,Ski::N,ski,scí
354,Last::N,karg,ualach
355,Gang::N,kerzh,siúlóid
356,Schritt::N,paz,céim
357,Schritt::N,paz,coiscéim
358,Norden::N,norzh,tuaisceart
359,Norden::N,hanternoz,tuaisceart
360,Süden::N,su,deisceart
361,Süden::N,kreisteiz,deisceart
362,Westen::N,kuzh-heol,iarthar
363,Osten::N,reter,oirthear
364,Osten::N,sav-heol,oirthear
365,Holz::N,koad,adhmad
366,Brett::N,plankenn,clár
367,Platte::N,plakenn,leac
368,Stütze::N,harp,taca
369,Stange::N,sparl,polla
370,Stange::N,sparl,cuaille
371,Stock::N,bazh,bata
372,Stock::N,bazh,maide
373,Stab::N,bazh,maide
374,Stab::N,bazh,bachall
375,Rohr::N,tub,píopa
376,Rohr::N,korz,píopa
377,Haus::N,ti,teach
378,Heim::N,kêr,baile
379,Ofen::N,forn,sornóg
380,Fußboden::N,plañchod,urlár
381,Tisch::N,taol,bord
382,Tisch::N,taol,tábla
383,Stuhl::N,kador,cathaoir
384,Wiege::N,kavell,cliabhán
385,Bett::N,gwele,leaba
386,Regal::N,estajerenn,seilf
387,Kiste::N,kased,bosca
388,Fenster::N,prenestr,fuinneoig
389,Tür::N,dor,doras
390,Tor::N,portal,geata
391,Zaun::N,sklotur,fál
392,Zaun::N,sklotur,claí
393,Dach::N,toenn,díon
394,Leiter::N,skeul,dréimire
395,Besen::N,skubell,scuab
396,Spaten::N,pal,spád
397,Spaten::N,pal,rámhainn
398,Schaufel::N,pal,sluasaid
399,Gabel::N,fourchetez,forc
400,Gabel::N,fourchetez,gabhlóg
401,Löffel::N,loa,spúnóg
402,Messer::N,kontell,scian
403,Nagel::N,tach,tairne
404,Netz::N,roued,líon
405,Netz::N,roued,eangach
406,Haken::N,krog,croch
407,Griff::N,kemer,cos
408,Griff::N,kemer,hanla
409,Schloss::N,potenn,glas
410,Bild::N,skeudenn,pictiúr
411,Figur::N,skeud,fíor
412,Figur::N,figur,fíor
413,Puppe::N,merc'hodenn,bábóg
414,Beutel::N,sac'h,mála
415,Beutel::N,sac'h,mealbhóg
416,Bündel::N,feskenn,beart
417,Tasche::N,sac'h,mála
418,Eimer::N,sailh,buicéad
419,Deckel::N,pallenn,clár
420,Deckel::N,pallenn,claibín
421,Geschirr::N,listriaj,soithí
422,Geschirr::N,listriaj,gréithe
423,Sack::N,sac'h,sac
424,Sack::N,sac'h,mála
425,Tasse::N,tas,cupán
426,Topf::N,pod,pota
427,Kessel::N,chaodouron,citeal
428,Essen::N,pred,béile
429,Nahrung::N,boued,bia
430,Speise::N,meuz,mias
431,Fleisch::N,kig,feoil
432,Getreide::N,ed,grán
433,Getreide::N,ed,arbhar
434,Brei::N,yod,brúitín
435,Brot::N,bara,arán
436,Scheibe::N,tailhenn,píosa
437,Scheibe::N,tailhenn,slisne
438,Fett::N,lard,saill
439,Fett::N,lard,méathras
440,Butter::N,amann,im
441,Öl::N,eoul,ola
442,Salz::N,holen,salann
443,Suppe::N,soubenn,sú
444,Suppe::N,soubenn,anraith
445,Honig::N,mel,mil
446,Milch::N,laezh,bainne
447,Tee::N,te,tae
448,Leder::N,lêr,leathar
449,Wolle::N,gloan,olann
450,Stoff::N,danvez,éadach
451,Nadel::N,nadoz,snáthaid
452,Faden::N,neudenn,snáth
453,Knopf::N,bouton,cnaipe
454,Knoten::N,skoulm,snaidhm
455,Farbe::N,liv,péint
456,Kleidung::N,dilhad,éadaí
457,Hemd::N,roc'hed,léine
458,Kragen::N,gouzoug,bóna
459,Ärmel::N,milgin,muinchille
460,Hose::N,bragoù,bríste
461,Hose::N,bragoù,treabhsar
462,Gürtel::N,gouriz,crios
463,Mütze::N,boned,caipín
464,Schuh::N,botez,bróg
465,Stiefel::N,botez,buatais
466,Ring::N,gwalenn,fáinne
467,Band::N,bagad,ribín
468,Kamm::N,krib,cíor
469,Spiegel::N,melezour,scáthán
470,Riemen::N,lerenn,iall
471,Riemen::N,lerenn,strapa
472,Schnur::N,kordenn,téad
473,Schnur::N,kordenn,sreangán
474,Leine::N,roll,iall
475,Decke::N,golo,pluid
476,Decke::N,golo,blaincéad
477,Kissen::N,goubenner,piliúr
478,Kissen::N,goubenner,adhartán
479,Tuch::N,mezher,scaif
480,Handtuch::N,toailhon,tuáille
481,Kraft::N,nerzh,fórsa
482,Stärke::N,nerzhder,neart
483,Gesundheit::N,yec'hed,sláinte
484,Krankheit::N,klañved,tinneas
485,Krankheit::N,klañved,breoiteacht
486,Schmerz::N,poan,pian
487,Schmerz::N,droug,pian
488,Wunde::N,gloazadenn,goin
489,Fieber::N,terzhienn,fiabhras
490,Arznei::N,louzoù,cógas
491,Brücke::N,pont,droichead
492,Brunnen::N,puñs,tobar
493,Weide::N,prad,féarach
494,Pfad::N,gwenodenn,cosán
495,Pfad::N,gwenodenn,conair
496,Weg::N,hent,slí
497,Weg::N,hent,bealach
498,Straße::N,ru,bóthar
499,Straße::N,hent,bóthar
500,Dorf::N,kêr,sráidbhaile
501,Dorf::N,kêriadenn,sráidbhaile
502,Stadt::N,kêr,baile
503,Stadt::N,kêr,cathair
504,Brief::N,lizher,litir
505,Buch::N,levr,cín
506,Buch::N,levr,leabhar
507,Buchstabe::N,lizherenn,litir
508,Zeitung::N,kazetenn,nuachtán
509,Leben::N,buhez,saol
510,Leben::N,buhez,beatha
511,Tod::N,marv,bás
512,Grab::N,bez,uaigh
513,Kirche::N,iliz,eaglais
514,Sünde::N,pec'hed,peaca
515,Gott::N,doue,dia
516,Arbeiter::N,labourer,oibrí
517,Arbeiter::N,micherour,oibrí
518,Chef::N,penn,saoiste
519,Chef::N,penn,ceannasaí
520,Meister::N,mestr,máistir
521,Arzt::N,mezeg,lia
522,Arzt::N,mezeg,dochtúir
523,Arzt::N,medisin,lia
524,Arzt::N,medisin,dochtúir
525,Lehrer::N,skolaer,oide
526,Lehrer::N,skolaer,múinteoir
527,Lehrer::N,kelenner,oide
528,Lehrer::N,kelenner,múinteoir
529,Geld::N,arc'hant,airgead
530,Geschäft::N,stal,gnó
531,Laden::N,stal,siopa
532,Preis::N,priz,praghas
533,Ware::N,marc'hadourezh,earra
534,Nutzen::N,gounidegezh,tairbhe
535,Nutzen::N,lañs,tairbhe
536,Nutzen::N,profit,tairbhe
537,Nutzen::N,spleit,tairbhe
538,Reichtum::N,pinvidigezh,rachmas
539,Reichtum::N,pinvidigezh,saibhreas
540,Welt::N,douar,domhan
541,Land::N,bro,tír
542,Staat::N,stad,stát
543,König::N,roue,rí
544,Macht::N,galloud,cumhacht
545,Grenze::N,harzoù,críoch
546,Grenze::N,harzoù,teorainn
547,Krieg::N,brezel,cogadh
548,Feind::N,eneber,namhaid
549,Gewalt::N,tâerder,foréigean
550,Kampf::N,kann,troid
551,Bogen[Waffe]::N,gwareg,bogha
552,Pfeil::N,saezh,saighead
553,Gewehr::N,fuzuilh,gunna
554,Fehler::N,fazi,botún
555,Fehler::N,fazi,meancóg
556,Lüge::N,gaou,bréag
557,Lüge::N,gaou,éitheach
558,Schaden::N,gwall,dochar
559,Schaden::N,gwall,damáiste
560,Unglück::N,gwalleur,drochrath
561,Schuld::N,kablusted,locht
562,Schuld::N,kablusted,milleán
563,Schuld::N,pec'hedigezh,locht
564,Schuld::N,pec'hedigezh,milleán
565,Alter::N,oad,aois
566,Schluss::N,diwezh,deireadh
567,Zeit::N,amzer,am
568,Zeit::N,amzer,aimsir
569,Tag::N,deizh,lá
570,Morgen::N,beure,maidin
571,Morgen::N,mintin,maidin
572,Mittag::N,kreisteiz,nóin
573,Abend::N,abardaez,tráthnóna
574,Nacht::N,noz,oíche
575,Woche::N,sizhun,seachtain
576,Monat::N,miz,mí
577,Jahr::N,bloaz,bliain
578,Frühling::N,nevezamzer,earrach
579,Sommer::N,hañv,samhradh
580,Herbst::N,diskaramzer,fómhar
581,Winter::N,goañv,geimhreadh
582,Januar::N,Genver,Eanáir
583,Februar::N,C'hwevrer,Feabhra
584,März::N,Meurzh,Márta
585,April::N,Ebrel,Aibreán
586,Mai::N,Mae,Bealtaine
587,Juni::N,Mezheven,Meitheamh
588,Juli::N,Gouhere,Iúil
589,August::N,Eost,Lúnasa
590,September::N,Gwengolo,Meán Fómhair
591,Oktober::N,Here,Deireadh Fómhair
592,November::N,Du,Samhain
593,November::N,Du,Mí na Samhna
594,Dezember::N,Kerzu,Mí na Nollag
595,Montag::N,Lun,Luan
596,Montag::N,Lun,Dé Luain
597,Dienstag::N,Meurzh,Máirt
598,Dienstag::N,Meurzh,Dé Máirt
599,Mittwoch::N,Merc'her,Céadaoin
600,Mittwoch::N,Merc'her,Dé Céadaoin
601,Donnerstag::N,Yaou,Déardaoin
602,Freitag::N,Gwener,Aoine
603,Freitag::N,Gwener,Dé hAoine
604,Samstag::N,Sadorn,Satharn
605,Samstag::N,Sadorn,Dé Sathairn
606,Sonntag::N,Sul,Domhnach
607,Sonntag::N,Sul,Dé Domhnaigh
608,groß::A,bras,mór
609,klein::A,bihan,beag
610,lang::A,hir,fada
611,kurz::A,berr,gearr
612,kurz::A,berr,gairid
613,breit::A,ledan,leathan
614,breit::A,ledan,fairsing
615,schmal::A,strizh,cúng
616,dicht::A,stank,dlúth
617,dick[Gegenstand]::A,tev,tiubh
618,dünn::A,moan,caol
619,dünn::A,moan,tanaí
620,fein::A,munut,scáinte
621,fein::A,munut,fíneálta
622,fest::A,start,daingean
623,flach::A,plaen,cothrom
624,glatt::A,lintr,mín
625,glatt::A,lintr,sleamhain
626,glatt::A,levn,mín
627,glatt::A,levn,sleamhain
628,hart::A,kalet,crua
629,weich::A,blot,bog
630,rund::A,ront,cruinn
631,spitz::A,poentet,gobach
632,spitz::A,poentet,biorach
633,scharf::A,dremm,géar
634,scharf::A,dremm,faobhrach
635,stumpf::A,talsoc'h,maol
636,schwer::A,pounner,trom
637,schön::A,kaer,álainn
638,heiß::A,tomm,te
639,warm::A,tomm,te
640,kalt::A,yen,fuar
641,kühl::A,yen,fionnuar
642,frisch::A,fresk,úr
643,frisch::A,fresk,friseáilte
644,feucht::A,gleb,tais
645,nass::A,gleb,fliuch
646,trocken::A,sec'h,tirim
647,voll::A,leun,lán
648,leer::A,goullo,folamh
649,offen::A,digor,oscailte
650,geschlossen::A,serr,dúnta
651,geschlossen::A,serr,druidte
652,sauber::A,naet,glan
653,schmutzig::A,lous,salach
654,roh::A,kriz,amh
655,reif::A,darev,aibí
656,lecker::A,lipous,blasta
657,lecker::A,saourus,blasta
658,süß::A,dous,milis
659,bitter::A,c'hwerv,searbh
660,sauer::A,trenk,géar
661,sauer::A,trenk,searbh
662,hell::A,sklaer,geal
663,hell::A,sklaer,soilseach
664,dunkel::A,teñval,dorcha
665,schwarz::A,du,dubh
666,weiß::A,gwenn,bán
667,rot::A,ruz,dearg
668,gelb::A,melen,buí
669,blau::A,glas,gorm
670,grün::A,gwer,glas
671,grün::A,gwer,uaine
672,grau::A,louet,liath
673,bunt::A,liesliv,ildathach
674,bunt::A,liesliv,dathannach
675,billig::A,marc'had-mat,saor
676,teuer::A,ker,daor
677,teuer::A,ker,costasach
678,wertvoll::A,prizius,luachmhar
679,blind::A,dall,dall
680,blind::A,dall,caoch
681,taub::A,bouzar,bodhar
682,kräftig::A,start,cumhachtach
683,stark::A,kreñv,tréan
684,stark::A,kreñv,láidir
685,schwach::A,gwan,lag
686,schwach::A,gwan,fann
687,fett::A,lard,ramhar
688,schlank::A,sinkl,caol
689,schlank::A,sinkl,seang
690,hübsch::A,koant,álainn
691,hübsch::A,koant,dathúil
692,böse::A,gwall,olc
693,dumm::A,glep,dúr
694,dumm::A,glep,amaideach
695,faul::A,lezirek,falsa
696,faul::A,lezirek,leisciúil
697,fleißig::A,studius,dícheallach
698,geizig::A,tost,barainneach
699,geizig::A,tost,sprionlaithe
700,klug::A,speredek,cliste
701,geschickt::A,dornet,oilte
702,geschickt::A,dornet,ealaíonta
703,lieb::A,koant,dil
704,lieb::A,koant,dílis
705,lustig::A,laouen,aerach
706,lustig::A,laouen,meidhreach
707,sanft::A,flour,bog
708,sanft::A,flour,séimh
709,hungrig::A,marnaon,ocrach
710,krank::A,klañv,tinn
711,krank::A,klañv,breoite
712,nackt::A,noazh,nocht
713,traurig::A,trist,brónach
714,lebendig::A,bev,beo
715,gut::A,mad,maith
716,schlecht::A,fall,dona
717,schlecht::A,fall,droch-
718,schlecht::A,gwall,dona
719,schlecht::A,gwall,droch-
720,richtig::A,reizh,ceart
721,schlimm::A,gwall,gránna
722,schlimm::A,gwall,tubaisteach
723,wahr::A,gwir,fíor
724,alt::A,kozh,sean
725,neu::A,nevez,úr
726,neu::A,nevez,nua
727,ehemalig::A,kozh,iar-
728,ehemalig::A,kozh,sean-
729,alt[Lebewesen]::A,kozh,sean
730,alt[Lebewesen]::A,kozh,aosta
731,jung::A,yaouank,óg
732,arm::A,paour,bocht
733,reich::A,pinvidik,saibhir
734,reich::A,pinvidik,rachmasach
735,bekannt::A,anavezet,atá eolas air
736,berühmt::A,brudet,cailiúil
737,berühmt::A,brudet,clúiteach
738,fremd::A,dizanav,coimhthíoch
739,verschieden::A,disheñel,éagsúil
740,verschieden::A,disheñel,difriúil
741,nah::A,nes,gar
742,nah::A,nes,deas
743,fern::A,diabell,i bhfad uainn
744,fern::A,diabell,i bhfad i gcéin
745,linker::A,kleiz,clé
746,rechter::A,dehoù,deas
747,anderer::A,all,eile
748,erster::A,kentañ,céad
749,zweiter::A,eil,dóú
750,zweiter::A,eil,dara
751,dritter::A,trede,tríú
752,dritter::A,trede,treas
753,letzter::A,diwezhañ,déanach
754,letzter::A,diwezhañ,deireanach
755,allein::ADV,e-unan,i d'aonar
756,auf einmal::ADV,ar un dro,ag an am céanna
757,zusammen::ADV,asambles,le chéile
758,zusammen::ADV,asambles,in eineacht
759,lange::ADV,pell,fada
760,plötzlich::ADV,en un taol,go tobann
761,plötzlich::ADV,en un taol,i dtobainne
762,sofort::ADV,diouzhtu,ar an toirt
763,sofort::ADV,diouzhtu,ar an bpointe
764,später::ADV,diwezhatoc'h,níos déanaí
765,jetzt::ADV,bremañ,anois
766,heute::ADV,hiziv,inniu
767,morgen::ADV,arc'hoazh,amárach
768,bald::ADV,hepdale,go luath
769,bald::ADV,hepdale,gan mhoill
770,dann::ADV,a-c'houde,ansin
771,gestern::ADV,dec'h,inné
772,einst::ADV,gwechall,tráth
773,einst::ADV,gwechall,uair amháin
774,damals::ADV,neuze,ag an am
775,damals::ADV,neuze,an t-am sin
776,danach::ADV,goude,ina dhiaidh sin
777,vorher::ADV,diagent,cheana
778,vorher::ADV,diagent,roimhe sin
779,zuerst::ADV,da gentañ,ar dtús
780,einmal::ADV,ur wech,uair amháin
781,manchmal::ADV,a-wechoù,uaireanta
782,oft::ADV,alies,minic
783,immer::ADV,atav,i gcónaí
784,immer::ADV,bepred,i gcónaí
785,niemals::ADV,gwech ebet,riamh
786,hier::ADV,amañ,anseo
787,hierhin::ADV,dre amañ,anseo
788,von hier::ADV,alemañ,an áit seo
789,dort::ADV,aze,ann
790,dort::ADV,aze,ansin
791,dort::ADV,ahont,ann
792,dort::ADV,ahont,ansin
793,dorthin::ADV,di,ann
794,dorthin::ADV,di,ansin
795,dorthin::ADV,aze,ann
796,dorthin::ADV,aze,ansin
797,dorthin::ADV,ahont,ann
798,dorthin::ADV,ahont,ansin
799,geradeaus::ADV,war-eeun,ar aghaidh
800,vorwärts::ADV,war-raok,
801,rückwärts::ADV,war-lerc'h,siar
802,zurück::ADV,war-dreñv,ar ais
803,unten::ADV,en traoñ,thíos
804,hinab::ADV,a-izel,síos
805,oben::ADV,en nec'h,thuas
806,hinauf::ADV,e-krec'h,suas
