,Concept_ID,ce,eu
208,Mücke::N,чуьрк,eltxo
209,Fliege::N,моза,euli
210,Schmetterling::N,полла,pinpirin
211,Schmetterling::N,полла,tximeleta
212,Beere::N,цӏазам,baia
213,Apfel::N,ӏаж,sagar
214,Pilz::N,жӏаьлин нускал,onddo
215,Pilz::N,жӏаьлин нускал,perretxiko
216,Zwiebel::N,xох,tipula
217,Saat::N,чlу,haziak
218,Korn::N,буьртиг,ale
219,Korn::N,буьртиг,pikor
220,Heu::N,йол,belar ondu
221,Schale::N,пардо,azal
222,Grube::N,ор,hobi
223,Falle::N,кӏело,harrapagailu
224,Spur::N,лар,lorratz
225,Asche::N,чим,errauts
226,Dreck::N,мода,satsukeria
227,Eisen::N,эчиг,burdina
228,Gold::N,деши,urre
229,Gold::N,деши,urregorri
230,Silber::N,дети,zilar
231,Silber::N,дети,urrezuri
232,Kohle::N,кӏора,ikatz
233,Glas::N,aнгали,beira
234,Lehm::N,поппар,buztin
235,Sand::N,гӏум,harea
236,Sand::N,гӏум,hondar
237,Mensch::N,адам,gizaki
238,Mann::N,майра,gizon
239,Frau::N,зуда,andere
240,Frau::N,зуда,emakume
241,Kind::N,бер,haur
242,Junge::N,жимха,mutil
243,Mädchen::N,жима йоӏ,neska
244,Familie::N,доьзал,sendi
245,Familie::N,доьзал,familia
246,Großvater::N,ненада,aitona
247,Großvater::N,ненада,aitatxi
248,Großmutter::N,денана,amona
249,Großmutter::N,денана,amatxi
250,Eltern::N,да-нана,gurasoak
251,Vater::N,да,aita
252,Mutter::N,нана,ama
253,Sohn::N,кӏант,seme
254,Tochter::N,йоӏ,alaba
255,Bruder::N,ваша,neba
256,Bruder::N,ваша,anaia
257,Schwester::N,йиша,ahizpa
258,Onkel::N,деваша,osaba
259,Tante::N,дейиша,izeba
260,Ehemann::N,майра,senar
261,Ehefrau::N,зуда,emazte
262,Freude::N,самукъа,poz
263,Freude::N,самукъа,pozkari
264,Freude::N,хазахетар,poz
265,Freude::N,хазахетар,pozkari
266,Gelächter::N,белам,barre
267,Gelächter::N,белам,karkara
268,Glück::N,ирс,zori
269,Kummer::N,бала,xangrin
270,Kummer::N,бала,atsekabe
271,Wunsch::N,лаам,nahi
272,Wunsch::N,лаам,nahikunde
273,Lust::N,лаам,gogo
274,Geist::N,са,gogo
275,Gedanke::N,ойла,gogoeta
276,Gedächtnis::N,диццадалар,oroimen
277,Gedächtnis::N,диццадалар,gogoramen
278,Verstand::N,хьекъал,adimen
279,Verstand::N,хьекъал,ulermen
280,Sinn::N,маьӏна,zentzu
281,Grund::N,бахьана,zergati
282,Wahrheit::N,бакъдерг,egia
283,Gespräch::N,къамел,hizketa
284,Gespräch::N,къамел,elkarrizketa
285,Märchen::N,туьйра,ipuin
286,Erzählung::N,дийцар,edesti
287,Erzählung::N,дийцар,kontakizun
288,Nachricht::N,хаам,albiste
289,Neuigkeit::N,керланиг,berri
290,Name::N,цӏе,izen
291,Rätsel::N,хӏетал-метал,asmakizun
292,Rede::N,къамел,hitzaldi
293,Rede::N,къамел,mintzaldi
294,Sprache::N,мотт,hizkuntza
295,Stimme::N,aз,ahots
296,Wort::N,дош,hitz
297,Zeichen::N,билгало,agerbide
298,Zeichen::N,билгало,agergarri
299,Ruf::N,кхайкхар,dei
300,Lärm::N,гӏовгӏа,zarata
301,Lärm::N,гӏовгӏа,harrabots
302,Laut::N,аз,hots
303,Ton::N,aз,tonu
304,Ton::N,aз,soinu
305,Lied::N,илли,abesti
306,Ruhe::N,тийналла,nasaitasun
307,Leute::N,нах,jende
308,Volk::N,халкъ,herri
309,Volk::N,халкъ,populu
310,Arbeit::N,болх,lan
311,Gast::N,хьаша,arrotz
312,Gast::N,хьаша,apopilo
313,Geschenk::N,совгӏат,opari
314,Spiel::N,ловзар,jolas
315,Gesellschaft::N,юкъаралла,gizarte
316,Hilfe::N,гӏо,helpide
317,Hilfe::N,гӏо,laguntza
318,Freund::N,доттагl,lagun
319,Kamerad::N,накъост,adiskide
320,Kamerad::N,накъост,lagunkide
321,Angelegenheit::N,гӏуллакх,afera
322,Anzahl::N,терахь,kopuru
323,Stück::N,юьхк,puska
324,Teil::N,дакъа,atal
325,Hälfte::N,ах,erdi
326,Kreis::N,го,biribilki
327,Kreuz::N,жӏара,gurutze
328,Linie::N,сиз,linea
329,Strich::N,сиз,marra
330,Abstand::N,юкъ,tarte
331,Gegend::N,мeттиг,alderdi
332,Gegend::N,мeттиг,eskualde
333,Platz::N,майда,leku
334,Ort::N,меттиг,toki
335,Seite::N,aгӏo,albo
336,Mitte::N,юкъ,erdi
337,Gegenstand::N,хӏума,gauzaki
338,Sache::N,хӏума,gauza
339,Rand::N,йист,ertz
340,Kante::N,йист,ertz
341,Ecke::N,са,kantoi
342,Spitze::N,ралла,punta
343,Ende::N,юьхьиг,buru
344,Ende::N,юьхьиг,mutur
345,Loch::N,ӏуьрг,zulo
346,Winkel::N,са,zoko
347,Winkel::N,са,bazter
348,Muster::N,дагар,eredu
349,Muster::N,дагар,marrazki
350,Muster::N,тӏамар,eredu
351,Muster::N,тӏамар,marrazki
352,Größe::N,барам,kaizu
353,Größe::N,барам,tamaina
354,Länge::N,йохалла,luzera
355,Höhe::N,локхалла,goiera
356,Höhe::N,локхалла,garaiera
357,Gewicht::N,йозалла,hazta
358,Menge::N,дукхалла,kopuru
359,Haufen::N,сал,pila
360,Haufen::N,сал,mendoi
361,Haufen::N,оьла,pila
362,Haufen::N,оьла,mendoi
363,Reihe::N,рагӏ,ilara
364,Reihe::N,рагӏ,errenkada
365,Reihe::N,могӏа,ilara
366,Reihe::N,могӏа,errenkada
367,Boot::N,кема,potin
368,Boot::N,кема,txalupa
369,Ruder::N,пийсиг,arraun
370,Schlitten::N,салаз,lera
371,Schlitten::N,салаз,narra
372,Ski::N,когсалаз,eski
373,Lagerfeuer::N,цӏе,su
374,Last::N,дукъ,zama
375,Last::N,дукъ,karga
376,Gang::N,лелар,ibilera
377,Schritt::N,гӏулч,pauso
378,Schritt::N,гӏулч,urrats
379,Norden::N,къилбаседе,ipar
380,Norden::N,къилбаседе,iparralde
381,Süden::N,къилбе,hego
382,Süden::N,къилбе,hegoalde
383,Westen::N,малхбузе,sartalde
384,Westen::N,малхбузе,mendebalde
385,Osten::N,малхбале,ekialde
386,Osten::N,малхбале,sortalde
387,Holz::N,дечиг,zur
388,Brett::N,у,ohol
389,Platte::N,у,lauza
390,Stütze::N,гӏopтоp,irozgarri
391,Stütze::N,гӏopтоp,bermagailu
392,Stange::N,гӏуркх,haga
393,Stock::N,ӏаса,makila
394,Stab::N,гӏаж,makila
395,Rohr::N,биргӏа,hodi
396,Haus::N,цӏа,etxe
397,Heim::N,кхерч,etxe
398,Heim::N,кхерч,etxaleku
399,Ofen::N,кхерч,berogailu
400,Fußboden::N,цӏенкъа,zoru
401,Tisch::N,шун,mahai
402,Stuhl::N,гӏант,aulki
403,Wiege::N,ага,kuma
404,Wiege::N,ага,sehaska
405,Bett::N,маьнга,ohe
406,Bett::N,маьнга,ohatze
407,Regal::N,терхи,apalategi
408,Kiste::N,яьшка,kutxa
409,Fenster::N,кор,leiho
410,Tür::N,неӏ,ate
411,Tor::N,ков,atari
412,Zaun::N,керт,hesi
413,Dach::N,тхов,teilatu
414,Leiter::N,лами,zurubi
415,Besen::N,нуй,erratz
416,Spaten::N,бел,burdinpala
417,Schaufel::N,аьшкал,pala
418,Gabel::N,мӏара,sardexka
419,Löffel::N,ӏайг,koilara
420,Messer::N,урс,aizto
421,Nagel::N,хьостам,iltze
422,Netz::N,бой,sare
423,Haken::N,мӏара,mako
424,Schloss::N,чӏега,sarraila
425,Bild::N,сурт,irudi
426,Puppe::N,тайниг,panpina
427,Puppe::N,тайниг,andrakila
428,Beutel::N,гали,zorro
429,Bündel::N,кочар,azao
430,Bündel::N,кочар,espal
431,Tasche::N,тӏоьрмиг,poltsa
432,Eimer::N,чийлик,treska
433,Deckel::N,негӏар,tapa
434,Deckel::N,негӏар,estalki
435,Geschirr::N,пхьегӏа,baxera
436,Geschirr::N,пхьегӏа,ontziteria
437,Sack::N,гали,zaku
438,Tasse::N,кад,kikara
439,Topf::N,яй,ontzi
440,Topf::N,яй,lapiko
441,Kessel::N,яй,pazia
442,Essen::N,юург,janaldi
443,Nahrung::N,кхача,jan
444,Speise::N,юург,jaki
445,Fleisch::N,жижиг,okela
446,Fleisch::N,жижиг,haragi
447,Getreide::N,буьртиг,labore
448,Brei::N,xудар,ahi
449,Brei::N,xудар,pure
450,Brot::N,бепиг,ogi
451,Brot::N,кхаллар,ogi
452,Scheibe::N,цастар,xerra
453,Scheibe::N,цастар,pirripita
454,Fett::N,мохь,urin
455,Fett::N,мохь,koipe
456,Butter::N,налха,gurin
457,Öl::N,даьтта,olio
458,Salz::N,туьха,gatz
459,Suppe::N,чорпа,zopa
460,Suppe::N,чорпа,salda
461,Honig::N,моз,ezti
462,Milch::N,шура,esne
463,Tee::N,чай,te
464,Leder::N,цӏока,larru
465,Wolle::N,тӏapгӏa,artile
466,Stoff::N,кӏади,ehun
467,Nadel::N,маха,orratz
468,Nadel::N,маха,jostorratz
469,Faden::N,тай,hari
470,Knopf::N,нуьйда,botoi
471,Knoten::N,шад,korapilo
472,Farbe::N,сир,pintura
473,Farbe::N,басар,pintura
474,Kleidung::N,бедар,arropa
475,Kleidung::N,бедар,jantziak
476,Hemd::N,коч,atorra
477,Hemd::N,коч,alkandora
478,Kragen::N,кач,idun
479,Ärmel::N,пхьош,mahuka
480,Hose::N,хеча,prakak
481,Hose::N,хеча,galtzak
482,Gürtel::N,доьхка,gerriko
483,Mütze::N,куй,txano
484,Mütze::N,куй,txapel
485,Schuh::N,мача,oski
486,Schuh::N,мача,oinetako
487,Stiefel::N,этка,bota
488,Ring::N,чӏуг,uztai
489,Band::N,лента,zinta
490,Band::N,лента,xingola
491,Kamm::N,ехк,orrazi
492,Spiegel::N,куьзга,mirail
493,Riemen::N,доьхка,uhal
494,Schnur::N,муш,lokailu
495,Leine::N,кочатосу доьхка,lotura
496,Decke::N,юргӏа,burusi
497,Kissen::N,гIайба,kuxin
498,Tuch::N,исхар,zapi
499,Tuch::N,исхар,oihal
500,Handtuch::N,гата,eskuzapi
501,Handtuch::N,гата,eskuoihal
502,Kraft::N,гӏора,indar
503,Stärke::N,гӏап,indar
504,Gesundheit::N,могашалла,osasun
505,Krankheit::N,цамгар,eritasun
506,Krankheit::N,цамгар,gaixotasun
507,Schmerz::N,лазар,min
508,Wunde::N,чов,zauri
509,Fieber::N,xорша,sukar
510,Arznei::N,молха,osagai
511,Arznei::N,молха,sendagai
512,Brücke::N,тӏай,zubi
513,Brunnen::N,гӏу,putzu
514,Weide::N,дак,alha
515,Weide::N,дак,bazkaleku
516,Pfad::N,тача,zidor
517,Pfad::N,тача,bidexka
518,Weg::N,некъ,bide
519,Straße::N,урам,errepide
520,Dorf::N,юрт,herri
521,Stadt::N,гӏала,hiri
522,Brief::N,кехат,gutun
523,Brief::N,кехат,eskutitz
524,Buch::N,жайна,liburu
525,Buchstabe::N,элп,hizki
526,Zeitung::N,газет,egunkari
527,Leben::N,дахар,bizi
528,Leben::N,дахар,bizitza
529,Tod::N,далар,herio
530,Tod::N,далар,heriotza
531,Tod::N,ӏожалла,herio
532,Tod::N,ӏожалла,heriotza
533,Grab::N,каш,hobi
534,Grab::N,каш,hilobi
535,Kirche::N,килс,eliza
536,Sünde::N,къа,hoben
537,Sünde::N,къа,bekatu
538,Gott::N,дела,jainko
539,Arbeiter::N,белхало,langile
540,Arbeiter::N,белхало,behargin
541,Chef::N,хьаькам,nagusi
542,Meister::N,говзанча,maisu
543,Arzt::N,лор,osagile
544,Arzt::N,лор,sendagile
545,Lehrer::N,хьехархо,irakasle
546,Geld::N,aхча,diru
547,Geschäft::N,туька,negozio
548,Laden::N,туька,denda
549,Laden::N,туька,saltegi
550,Preis::N,мах,prezio
551,Preis::N,мах,salneurri
552,Ware::N,хlума,salgai
553,Nutzen::N,пайда,onura
554,Nutzen::N,пайда,probetxu
555,Reichtum::N,хьал,aberastasun
556,Welt::N,дуьне,ludi
557,Welt::N,дуьне,mundu
558,Land::N,мохк,herrialde
559,Staat::N,пачхьалкх,estatu
560,König::N,паччахь,errege
561,Macht::N,ӏедал,botere
562,Grenze::N,доза,muga
563,Krieg::N,тӏом,guda
564,Feind::N,мостагӏ,etsai
565,Feind::N,мостагӏ,arerio
566,Gewalt::N,гӏело,bortxa
567,Gewalt::N,гӏело,bortizkeria
568,Kampf::N,къийсам,gudu
569,Kampf::N,къийсам,auska
570,Pfeil::N,пха,gezi
571,Gewehr::N,топ,fusil
572,Fehler::N,гӏалат,huts
573,Fehler::N,гӏалат,hutsegin
574,Lüge::N,аьшпаш,gezur
575,Schaden::N,зен,kalte
576,Unglück::N,бала,zoritxar
577,Unglück::N,бала,zorigaitz
578,Schuld::N,бехк,erru
579,Alter::N,хан,adin
580,Schluss::N,чакхе,bukaera
581,Zeit::N,хан,aldi
582,Zeit::N,хан,denbora
583,Tag::N,де,egun
584,Morgen::N,ӏуьйре,goiz
585,Mittag::N,делкъе,eguerdi
586,Abend::N,суьйре,arrats
587,Nacht::N,буьйса,gau
588,Woche::N,кӏира,aste
589,Monat::N,бутт,hil
590,Jahr::N,шо,urte
591,Frühling::N,бӏаьсте,udalehen
592,Sommer::N,аьхке,uda
593,Herbst::N,гуьйре,udazken
594,Herbst::N,гуьйре,neguantz
595,Winter::N,ӏа,negu
596,Januar::N,январь,urtarril
597,Februar::N,февраль,otsail
598,März::N,март,martxo
599,April::N,апрель,apiril
600,Mai::N,май,maiatz
601,Juni::N,июнь,ekain
602,Juli::N,июль,uztail
603,August::N,август,abuztu
604,September::N,сентябрь,irail
605,Oktober::N,октябрь,urri
606,November::N,ноябрь,azaro
607,Dezember::N,декабрь,abendu
608,Montag::N,оршот,astelehen
609,Dienstag::N,шинара,astearte
610,Mittwoch::N,кхаара,asteazken
611,Donnerstag::N,еара,ostegun
612,Freitag::N,пӏераска,ostiral
613,Samstag::N,шот,larunbat
614,Sonntag::N,кӏиранде,igande
615,groß::A,доккха,handi
616,klein::A,кегий,txiki
617,lang::A,еха,luze
618,kurz::A,доца,labur
619,breit::A,шуьйра,zabal
620,schmal::A,готта,mehar
621,dicht::A,луьста,sarri
622,dicht::A,луьста,trinko
623,dick[Gegenstand]::A,стомма,lodi
624,dünn::A,дуткъа,mehe
625,fein::A,ховха,fin
626,fest::A,чӏогӏа,tinko
627,flach::A,чӏапа,lau
628,flach::A,чӏапа,ordoki
629,glatt::A,шера,leun
630,hart::A,чӏогӏa,gogor
631,weich::A,кӏеда,bigun
632,weich::A,кӏеда,beratz
633,rund::A,горга,biribil
634,spitz::A,ира,puntadun
635,scharf::A,ира,zorrotz
636,stumpf::A,аьртa,kamuts
637,schwer::A,деза,astun
638,schwer::A,деза,pisutsu
639,schön::A,хаза,eder
640,heiß::A,довха,bero
641,heiß::A,довха,oso bero
642,warm::A,довха,bero
643,kalt::A,шийла,hotz
644,kühl::A,шийла,hotzil
645,frisch::A,керла,fresko
646,frisch::A,керла,hozkirri
647,feucht::A,тӏуьна,heze
648,nass::A,тӏеда,busti
649,trocken::A,eкъа,siku
650,trocken::A,eкъа,lehor
651,voll::A,дуьзна,bete
652,leer::A,яьсса,huts
653,offen::A,диллина,ireki
654,geschlossen::A,дӏакъевлина,itxita
655,geschlossen::A,дӏачӏагӏдина,itxita
656,sauber::A,цӏена,xahu
657,sauber::A,цӏена,garbi
658,schmutzig::A,боьха,lohi
659,schmutzig::A,боьха,zikin
660,roh::A,буьйда,gordin
661,reif::A,хилла,umo
662,reif::A,хилла,heldu
663,lecker::A,чоме,goxo
664,süß::A,мерза,goxo
665,bitter::A,къаьхьа,karmin
666,bitter::A,къаьхьа,garratz
667,sauer::A,муьста,mingots
668,hell::A,сирла,argi
669,dunkel::A,бодане,ilun
670,schwarz::A,ӏаьржа,beltz
671,weiß::A,кӏайн,zuri
672,rot::A,цӏен,gorri
673,gelb::A,можа,hori
674,blau::A,сийна,urdin
675,grün::A,баьццара,berde
676,grün::A,баьццара,musker
677,grau::A,cира,urdin
678,grau::A,cира,urdinabar
679,grau::A,мокха,urdin
680,grau::A,мокха,urdinabar
681,bunt::A,къорза,koloretsu
682,billig::A,дораха,merke
683,teuer::A,деза,garesti
684,wertvoll::A,мехала,baliotsu
685,blind::A,бӏаьрзе,itsu
686,taub::A,къора,gor
687,kräftig::A,нуьцкъала,kementsu
688,stark::A,зоьртала,bizkor
689,stark::A,зоьртала,indartsu
690,stark::A,нуьцкъала,bizkor
691,stark::A,нуьцкъала,indartsu
692,schwach::A,гӏорасиза,ahul
693,schwach::A,гӏорасиза,indargabe
694,fett::A,дерстана,gizen
695,schlank::A,куц долу,lerden
696,hübsch::A,хаза,polit
697,böse::A,вон,tzar
698,böse::A,вон,gaizto
699,dumm::A,сонта,lelo
700,dumm::A,сонта,pello
701,faul::A,мало ен,nagi
702,faul::A,мало ен,alfer
703,fleißig::A,тӏера,maratz
704,fleißig::A,тӏера,lanzale
705,geizig::A,пис,zeken
706,geizig::A,пис,zikoitz
707,geizig::A,сутара,zeken
708,geizig::A,сутара,zikoitz
709,klug::A,хьекъале,zuhur
710,geschickt::A,тӏахъаьлла,trebe
711,geschickt::A,тӏахъаьлла,antzetsu
712,lieb::A,хьоме,maite
713,lieb::A,хьоме,laztan
714,lustig::A,самукъане,alaitsu
715,sanft::A,кlеда,eme
716,sanft::A,кlеда,ezti
717,hungrig::A,меца,gose
718,krank::A,цомгуш долу,eri
719,krank::A,цомгуш долу,gaixo
720,nackt::A,дерзана,biluzi
721,traurig::A,самукъане воцу,itun
722,traurig::A,самукъане воцу,betilun
723,lebendig::A,дийна,bizirik
724,gut::A,дика,on
725,schlecht::A,вон,txar
726,richtig::A,нийса,zuzen
727,schlimm::A,вон,larri
728,wahr::A,бакъдолу,egiazko
729,alt::A,къена,zahar
730,neu::A,керла,berri
731,ehemalig::A,хилла,lehengo
732,alt[Lebewesen]::A,къена,adindun
733,jung::A,къона,gazte
734,arm::A,къен,txiro
735,arm::A,къен,behartsu
736,reich::A,хьоле,dirudun
737,bekannt::A,девзаш долу,ezagun
738,berühmt::A,цӏеяхана,entzun
739,berühmt::A,цӏеяхана,ospetsu
740,fremd::A,нехан,arrotz
741,verschieden::A,тайп-тайпанара,ezberdin
742,verschieden::A,тайп-тайпанара,desberdin
743,nah::A,гергара,hurre
744,nah::A,гергара,hurbil
745,fern::A,гена,urrun
746,fern::A,генара,urrun
747,linker::A,аьрру,ezker
748,rechter::A,аьтту,eskuin
749,anderer::A,кхин,beste
750,erster::A,хьалхара,lehen
751,erster::A,хьалхара,aurren
752,zweiter::A,шолгIа,bigarren
753,dritter::A,кхоалгӏа,hirugarren
754,letzter::A,тӏаьххьара,azken
755,letzter::A,тӏаьххьара,hondar
756,allein::ADV,цхьаъ,bakarrik
757,auf einmal::ADV,цу сохьтта,batera
758,zusammen::ADV,цхьана,elkarrekin
759,lange::ADV,дукха,luzaro
760,plötzlich::ADV,цIеххьана,bat-batean
761,sofort::ADV,цу сохьтта,berehala
762,später::ADV,тӏаьхьо,gero
763,jetzt::ADV,хӏинца,orain
764,heute::ADV,тахана,gaur
765,morgen::ADV,кхана,bihar
766,bald::ADV,кеста,aurki
767,bald::ADV,кеста,laster
768,dann::ADV,тӏаккха,ondoren
769,gestern::ADV,селхана,atzo
770,einst::ADV,цкъа,antzina
771,damals::ADV,хӏетахьь,orduan
772,danach::ADV,тӏаккха,gerora
773,danach::ADV,тӏаккха,ondoren
774,vorher::ADV,хьалхa,lehenago
775,zuerst::ADV,хьалха,aurrena
776,zuerst::ADV,хьалха,lehenbizi
777,einmal::ADV,цкъа,behin
778,einmal::ADV,цкъа,aldi bat
779,manchmal::ADV,цкъаццкъа,batzuetan
780,manchmal::ADV,цкъаццкъа,zenbaitetan
781,oft::ADV,кест-кеста,maiz
782,oft::ADV,кест-кеста,askotan
783,immer::ADV,даим,beti
784,niemals::ADV,цкъа а,inoiz ez
785,niemals::ADV,цкъа а,sekula ez
786,hier::ADV,кхузахь,hemen
787,hierhin::ADV,кхуза,hona
788,von hier::ADV,кхузара,hemendik
789,von hier::ADV,кхузара,honetatik
790,dort::ADV,цигахь,han
791,dorthin::ADV,цига,hara
792,geradeaus::ADV,нийса дӏа,artez
793,vorwärts::ADV,хьалха,aurrera
794,rückwärts::ADV,юха,atzera
