,Concept_ID,hu,mn
1541,glauben::V,hisz,итгэх
1542,bemerken::V,észrevesz,ажих
1543,bemerken::V,észrevesz,ажиглах
1544,erkennen::V,ráismer,таних
1545,erkennen::V,felismer,таних
1546,begreifen::V,felfog,ойлгох
1547,verstehen::V,ért,мэдэж авах
1548,verstehen::V,megért,мэдэж авах
1549,lernen::V,tanul,сурах
1550,lernen::V,megtanul,сурах
1551,wissen::V,tud,мэдэх
1552,sich erinnern an::V,emlékszik,дурсах
1553,vergessen::V,felejt,мартах
1554,vergessen::V,elfelejt,мартах
1555,messen::V,mér,хэмжих
1556,messen::V,megmér,хэмжих
1557,zählen::V,számol,тоолох
1558,zählen::V,megszámol,тоолох
1559,rechnen::V,számít,тооцоох
1560,lesen::V,olvas,унших
1561,malen::V,fest,зурах
1562,zeichnen::V,rajzol,дүрслэн бичих
1563,schreiben::V,ír,бичих
1564,besitzen::V,birtokol,эзэмших
1565,kaufen::V,vesz,худалдан авах
1566,kaufen::V,megvesz,худалдан авах
1567,verkaufen::V,elad,худалдах
1568,bezahlen::V,fizet,төлөх
1569,bezahlen::V,kifizet,төлөх
1570,zahlen::V,fizet,төлөх
1571,zahlen::V,megfizet,төлөх
1572,beherrschen::V,ural,эзэмших
1573,ertragen::V,elbír,тэсэх
1574,ertragen::V,elvisel,тэсэх
