,Concept_ID,hu,mn
129,Gipfel::N,csúcs,оргил
130,Höhle::N,barlang,агуй
131,Abhang::N,lejtő,хүр
132,Quelle::N,forrás,булаг
133,Bach::N,patak,горхи
134,Fluss::N,folyó,гол
135,Fluss::N,folyó,мөрөн
136,Ufer::N,part,эрэг
137,Küste::N,tengerpart,эрэг
138,Festland::N,szárazföld,хуурай газар
139,Meer::N,tenger,далай
140,Meer::N,tenger,тэнгис
141,Bucht::N,öböl,булан
142,Bucht::N,öböl,далайн тохой
143,Insel::N,sziget,арал
144,Blume::N,virág,цэцэг
145,Gras::N,fű,өвс
146,Gras::N,fű,ногоо
147,Wurzel::N,gyökér,үндэс
148,Baum::N,fa,мод
149,Stamm::N,tő,иш
150,Stamm::N,tő,гуалин
151,Stamm::N,törzs,иш
152,Stamm::N,törzs,гуалин
153,Rinde::N,kéreg,холтос
154,Ast::N,ág,гишүү
155,Zweig::N,gally,салаа
156,Blatt::N,levél,навч
157,Birke::N,nyír,хус
158,Kiefer[Baum]::N,fenyő,нарс
159,Weide[Baum]::N,fűz,уд
160,Weide[Baum]::N,fűz,бургас
161,Tanne::N,fenyő,гачуур
162,Horn::N,szarv,эвэр
163,Feder::N,toll,өд
164,Fell::N,szőr,арьс
165,Fell::N,bunda,арьс
166,Flügel::N,szárny,жигүүр
167,Flügel::N,szárny,далавч
168,Klaue::N,köröm,савар
169,Klaue::N,köröm,хумс
170,Kralle::N,karom,савар
171,Schwanz::N,farok,сүүл
172,Ei::N,tojás,өндөг
173,Nest::N,fészek,үүр
174,Bau::N,odú,нүх
175,Bau::N,odú,элүү
176,Tier::N,állat,амьтан
177,Tier::N,állat,адгуус
178,Herde::N,nyáj,сүрэг
179,Herde::N,csorda,сүрэг
180,Kuh::N,tehén,үнээ
181,Bulle::N,bika,бух
182,Pferd::N,ló,морь
183,Pferd::N,ló,адуу
184,Schaf::N,juh,хонь
185,Schaf::N,birka,хонь
186,Schwein::N,sertés,гахай
187,Hund::N,eb,нохой
188,Hund::N,kutya,нохой
189,Katze::N,macska,муур
190,Katze::N,macska,мигуй
191,Bär::N,medve,баавгай
192,Eichhörnchen::N,mókus,хэрэм
193,Elch::N,jávorszarvas,хандгай
194,Fuchs::N,róka,үнэг
195,Hase::N,nyúl,туулай
196,Maus::N,egér,хулгана
197,Wolf::N,farkas,чоно
198,Vogel::N,madár,шувуу
199,Schwarm::N,raj,сүрэг
200,Huhn::N,tyúk,тахиа
201,Hahn::N,kakas,эр тахиа
202,Gans::N,lúd,галуу
203,Gans::N,liba,галуу
204,Adler::N,sas,бүргэд
205,Ente::N,kacsa,нугас
206,Eule::N,bagoly,ууль
207,Kranich::N,daru,тогоруу
208,Krähe::N,varjú,хэрээ
209,Kuckuck::N,kakukk,хөхөө
210,Schwan::N,hattyú,хун
211,Fisch::N,hal,загас
212,Barsch::N,sügér,алгана
213,Hecht::N,csuka,цурхай
214,Schlange[Tier]::N,kígyó,могой
215,Wurm::N,kukac,өт
216,Wurm::N,kukac,хорхой
217,Spinne::N,pók,аалз
218,Ameise::N,hangya,шоргоолж
219,Laus::N,tetű,бөөс
220,Mücke::N,szúnyog,шумуул
221,Fliege::N,légy,ялаа
222,Schmetterling::N,lepke,эрвээхэй
223,Schmetterling::N,pillangó,эрвээхэй
224,Beere::N,bogyó,жимсгэнэ
225,Apfel::N,alma,алим
226,Pilz::N,gomba,мөөг
227,Zwiebel::N,hagyma,сонгино
228,Saat::N,vetőmag,тариа
229,Korn::N,mag,үр
230,Korn::N,mag,мөхлөг
231,Korn::N,szem,үр
232,Korn::N,szem,мөхлөг
233,Heu::N,széna,өвс
234,Schale::N,héj,хальс
235,Grube::N,verem,алам
236,Grube::N,verem,нүх
237,Falle::N,csapda,хавх
238,Falle::N,csapda,занга
239,Schlinge::N,tőr,урхи
240,Spur::N,nyom,мөр
241,Asche::N,hamu,үнс
242,Dreck::N,sár,хир
243,Dreck::N,piszok,хир
244,Eisen::N,vas,төмөр
245,Gold::N,arany,алт
246,Silber::N,ezüst,мөнгө
247,Kohle::N,szén,нүүрс
248,Glas::N,üveg,шил
249,Lehm::N,agyag,шавар
250,Lehm::N,vályog,шавар
251,Sand::N,homok,элс
252,Mensch::N,ember,хүн
253,Mann::N,úr,эр
254,Mann::N,úr,эрэгтэй
255,Mann::N,férfi,эр
256,Mann::N,férfi,эрэгтэй
257,Frau::N,nő,эмэгтэй
258,Frau::N,nő,хатагтай
259,Frau::N,asszony,эмэгтэй
260,Frau::N,asszony,хатагтай
261,Kind::N,gyerek,хүүхэд
262,Kind::N,gyermek,хүүхэд
263,Junge::N,fiú,хүү
264,Mädchen::N,lány,охин
265,Mädchen::N,lány,бүсгүй
266,Familie::N,család,айл
267,Großvater::N,nagyapa,өвгөн аав
268,Großmutter::N,nagyanya,эмэг эх
269,Großmutter::N,nagyanya,эмгээ
270,Eltern::N,szülők,эцэг эх
271,Vater::N,apa,аав
272,Vater::N,apa,эцэг
273,Vater::N,atya,аав
274,Vater::N,atya,эцэг
275,Mutter::N,anya,эх
276,Mutter::N,anya,ээж
277,Sohn::N,fiú,хүү
278,Tochter::N,lány,охин
279,Bruder::N,fivér,ах
280,Bruder::N,fivér,дүү
281,Bruder::N,testvér,ах
282,Bruder::N,testvér,дүү
283,Schwester::N,nővér,эгч
284,Schwester::N,nővér,охин дүү
285,Schwester::N,lánytestvér,эгч
286,Schwester::N,lánytestvér,охин дүү
287,Onkel::N,nagybácsi,авга ах
288,Onkel::N,nagybácsi,нагац ах
289,Tante::N,nagynéni,авга эгч
290,Tante::N,nagynéni,нагац эгч
291,Ehemann::N,férj,нөхөр
292,Ehefrau::N,feleség,эхнэр
293,Ehefrau::N,feleség,гэргий
294,Freude::N,öröm,баяр
295,Freude::N,öröm,баясгалан
296,Gelächter::N,nevetés,инээдэм
297,Gelächter::N,hahotázás,инээдэм
298,Glück::N,boldogság,жаргалан
299,Kummer::N,bánat,гаслан
300,Wunsch::N,óhaj,ерөөл
301,Lust::N,kedv,дур
302,Lust::N,kedv,хүсэл
303,Geist::N,elme,оюун
304,Geist::N,szellem,оюун
305,Gedanke::N,gondolat,сэтгэл
306,Gedächtnis::N,emlékezet,ой
307,Gedächtnis::N,emlékezet,цээж
308,Verstand::N,ész,ухаан
309,Verstand::N,értelem,ухаан
310,Sinn::N,értelem,утга
311,Grund::N,ok,учир
312,Grund::N,alap,учир
313,Wahrheit::N,igaz,үнэн
314,Wahrheit::N,igazság,үнэн
315,Gespräch::N,beszélgetés,яриа
316,Märchen::N,mese,явган үлгэр
317,Erzählung::N,elbeszélés,тууж
318,Nachricht::N,hír,мэдээ
319,Nachricht::N,híradás,мэдээ
320,Neuigkeit::N,újság,сонин
321,Name::N,név,нэр
322,Rätsel::N,rejtvény,оньсого
323,Rede::N,beszéd,хэлсэн үг
324,Rede::N,szónoklat,хэлсэн үг
325,Sprache::N,nyelv,хэл
326,Stimme::N,hang,дуу
327,Wort::N,szó,үг
328,Zeichen::N,jel,тамга
329,Zeichen::N,jel,тэмдэг
330,Ruf::N,kiáltás,дуудлага
331,Lärm::N,zaj,шуугиан
332,Lärm::N,zaj,чимээ
333,Laut::N,hang,анир
334,Laut::N,hang,дуу
335,Ton::N,hang,авиа
336,Ton::N,hang,аялгуу
337,Lied::N,dal,дуу
338,Lied::N,ének,дуу
339,Ruhe::N,csend,энх
340,Ruhe::N,csend,тайван
341,Ruhe::N,nyugalom,энх
342,Ruhe::N,nyugalom,тайван
343,Leute::N,emberek,хүмүүс
344,Volk::N,nép,улс
345,Arbeit::N,dolog,ажил
346,Arbeit::N,dolog,хөдөлмөр
347,Gast::N,vendég,зочин
348,Gast::N,vendég,айлчин
349,Geschenk::N,ajándék,бэлэг
350,Spiel::N,játék,наадам
351,Spiel::N,játék,тоглоом
352,Gesellschaft::N,társaság,хамт байх
353,Hilfe::N,segítség,тусламж
354,Freund::N,barát,найз
355,Freund::N,barát,нөхөр
356,Kamerad::N,társ,хань
357,Kamerad::N,társ,нөхөр
358,Angelegenheit::N,ügy,хэрэг
359,Anzahl::N,szám,тоо
360,Art::N,faj,төрөл
361,Art::N,faj,янз
362,Art::N,fajta,төрөл
363,Art::N,fajta,янз
364,Stück::N,darab,хэсэг
365,Teil::N,rész,хувь
366,Teil::N,rész,хэсэг
367,Hälfte::N,fél,хагас
368,Kreis::N,kör,тойрог
369,Kreis::N,kör,хүрээ
370,Kreuz::N,kereszt,загалмай
371,Linie::N,vonal,шугам
372,Strich::N,vonás,зураас
373,Abstand::N,köz,зай
374,Entfernung::N,távolság,зай
375,Entfernung::N,távolság,хол ойр
376,Gegend::N,táj,хавь
377,Gegend::N,táj,газар
378,Gegend::N,vidék,хавь
379,Gegend::N,vidék,газар
380,Platz::N,hely,зай
381,Platz::N,hely,завсар
382,Ort::N,hely,газар
383,Ort::N,hely,байр
384,Seite::N,fél,тал
385,Seite::N,fél,этгээд
386,Seite::N,oldal,тал
387,Seite::N,oldal,этгээд
388,Mitte::N,közép,төв
389,Mitte::N,közép,дунд
390,Gegenstand::N,tárgy,юм
391,Sache::N,dolog,үйл
392,Sache::N,dolog,хэрэг
393,Rand::N,szél,зах
394,Rand::N,szél,хөвөө
395,Rand::N,perem,зах
396,Rand::N,perem,хөвөө
397,Rand::N,szegély,зах
398,Rand::N,szegély,хөвөө
399,Kante::N,él,ирмэг
400,Ecke::N,sarok,өнцөг
401,Ecke::N,szöglet,өнцөг
402,Spitze::N,csúcs,үзүүр
403,Ende::N,vég,зах
404,Ende::N,vég,үзүүр
405,Loch::N,lyuk,цоорхой
406,Loch::N,lyuk,онгорхой
407,Winkel::N,szög,өнцөг
408,Muster::N,minta,хээ
409,Muster::N,minta,угалз
410,Größe::N,nagyság,хэмжээ
411,Länge::N,hossz,урт
412,Länge::N,hosszúság,урт
413,Höhe::N,magasság,өндөр
414,Gewicht::N,súly,жин
415,Menge::N,sokaság,тоо
416,Menge::N,mennyiség,тоо
417,Haufen::N,halom,бөөн
418,Reihe::N,sor,эгнээ
419,Boot::N,csónak,завь
420,Ruder::N,evező,сэлүүр
421,Schlitten::N,szánkó,чарга
422,Ski::N,sí,цана
423,Lagerfeuer::N,tábortűz,түүдэг
424,Last::N,teher,ачаа
425,Gang::N,járás,явдал
426,Schritt::N,lépés,алхам
427,Norden::N,észak,умар
428,Süden::N,dél,урд
429,Süden::N,dél,өмнө
430,Westen::N,nyugat,өрнө
431,Westen::N,nyugat,баруун
432,Osten::N,kelet,зүүн
433,Osten::N,kelet,дорно
434,Holz::N,fa,мод
435,Brett::N,deszka,банз
436,Platte::N,lap,хавтан
437,Platte::N,lemez,хавтан
438,Stütze::N,támasz,тулгуур
439,Stütze::N,támasz,тулга
440,Stütze::N,támaszték,тулгуур
441,Stütze::N,támaszték,тулга
442,Stange::N,rúd,сургааг
443,Stange::N,pózna,сургааг
444,Stock::N,pálca,саваа
445,Stab::N,bot,таяг
446,Rohr::N,cső,хоолой
447,Haus::N,ház,гэр
448,Haus::N,ház,байшин
449,Heim::N,otthon,гэр
450,Ofen::N,kályha,зуух
451,Ofen::N,kályha,пийшин
452,Fußboden::N,padló,шал
453,Tisch::N,asztal,ширээ
454,Stuhl::N,szék,сандал
455,Wiege::N,bölcső,өлгий
456,Bett::N,ágy,ор
457,Regal::N,polc,тавиур
458,Regal::N,állvány,тавиур
459,Kiste::N,láda,авдар
460,Kiste::N,láda,хайрцаг
461,Fenster::N,ablak,гэгээвч
462,Tür::N,ajtó,үүд
463,Tür::N,ajtó,хаалга
464,Tor::N,kapu,хаалга
465,Zaun::N,kerítés,хашаа
466,Dach::N,tető,дээвэр
467,Leiter::N,létra,шат
468,Besen::N,seprű,хамуур
469,Besen::N,seprű,туужуу
470,Spaten::N,ásó,хүрз
471,Schaufel::N,lapát,хүрз
472,Gabel::N,villa,сэрээ
473,Löffel::N,kanál,халбага
474,Messer::N,kés,хутга
475,Nagel::N,szeg,хадаас
476,Netz::N,háló,өөш
477,Netz::N,háló,тор
478,Haken::N,kampó,гох
479,Griff::N,nyél,иш
480,Griff::N,nyél,сэнж
481,Griff::N,fogantyú,иш
482,Griff::N,fogantyú,сэнж
483,Schloss::N,zár,цуурга
484,Schloss::N,zár,цоож
485,Bild::N,kép,зураг
486,Figur::N,alak,баримал
487,Puppe::N,bábu,хүүхэлдэй
488,Beutel::N,zacskó,агсаа
489,Beutel::N,zacskó,уут
490,Bündel::N,köteg,боодол
491,Tasche::N,táska,цүнх
492,Eimer::N,vödör,хөнөг
493,Eimer::N,vödör,хувин
494,Deckel::N,fedő,таг
495,Deckel::N,fedő,хавхаг
496,Deckel::N,fedél,таг
497,Deckel::N,fedél,хавхаг
498,Geschirr::N,edény,сав суулга
499,Sack::N,zsák,шуудай
500,Tasse::N,csésze,аяга
501,Topf::N,fazék,тогоо
502,Kessel::N,üst,тогоо
503,Kessel::N,bogrács,тогоо
504,Essen::N,evés,идээ
505,Essen::N,étkezés,идээ
506,Nahrung::N,ennivaló,хүнс
507,Speise::N,étel,идээ
508,Fleisch::N,hús,мах
509,Getreide::N,gabona,будаа
510,Brei::N,pép,богшмол
511,Brei::N,pép,будаа
512,Brei::N,kása,богшмол
513,Brei::N,kása,будаа
514,Brot::N,kenyér,талх
515,Scheibe::N,szelet,зүсэм
516,Scheibe::N,szelet,хэрчим
517,Fett::N,háj,өөх
518,Fett::N,zsír,өөх
519,Butter::N,vaj,тос
520,Öl::N,olaj,тос
521,Salz::N,só,давс
522,Suppe::N,leves,шөл
523,Honig::N,méz,бал
524,Milch::N,tej,сүү
525,Tee::N,tea,цай
526,Leder::N,bőr,арьс
527,Leder::N,bőr,савхи
528,Wolle::N,gyapjú,ноос
529,Wolle::N,gyapjú,унгас
530,Stoff::N,szövet,бөс
531,Nadel::N,tű,зүү
532,Faden::N,fonál,боолт
533,Faden::N,fonál,утас
534,Knopf::N,gomb,товч
535,Knoten::N,csomó,зангилаа
536,Farbe::N,szín,будаг
537,Farbe::N,festék,будаг
538,Kleidung::N,ruha,хувцас
539,Kleidung::N,ruházat,хувцас
540,Hemd::N,ing,цамц
541,Kragen::N,gallér,зах заам
542,Ärmel::N,ujj,ханцуй
543,Hose::N,gatya,өмд
544,Hose::N,nadrág,өмд
545,Gürtel::N,öv,бүс
546,Mütze::N,sapka,малгай
547,Mütze::N,sapka,бүрх
548,Schuh::N,cipő,туфли
549,Stiefel::N,csizma,гутал
550,Ring::N,gyűrű,бөгж
551,Band::N,szalag,тууз
552,Kamm::N,fésű,сам
553,Spiegel::N,tükör,толь
554,Riemen::N,szíj,тасам
555,Riemen::N,szíj,сур
556,Schnur::N,zsinór,татлага
557,Leine::N,póráz,оосор
558,Decke::N,takaró,хөнжил
559,Decke::N,takaró,хучлага
560,Kissen::N,párna,дэр
561,Tuch::N,kendő,алчуур
562,Tuch::N,kendő,даавуу
563,Handtuch::N,törülköző,алчуур
564,Kraft::N,erő,чадал
565,Kraft::N,erő,хүч
566,Stärke::N,erő,эрч
567,Stärke::N,erő,тэнхээ
568,Stärke::N,erősség,эрч
569,Stärke::N,erősség,тэнхээ
570,Gesundheit::N,egészség,бие
571,Gesundheit::N,egészség,эрүүл мэнд
572,Krankheit::N,kór,эмгэг
573,Krankheit::N,betegség,эмгэг
574,Schmerz::N,fájdalom,өвчин
575,Wunde::N,seb,шарх
576,Fieber::N,láz,халуун
577,Arznei::N,orvosság,эм
578,Arznei::N,gyógyszer,эм
579,Brücke::N,híd,гүүр
580,Brunnen::N,kút,худаг
581,Weide::N,legelő,бэлчээр
582,Pfad::N,ösvény,жим
583,Pfad::N,ösvény,зөрөг
584,Weg::N,út,зам
585,Weg::N,út,харгуй
586,Straße::N,út,зам
587,Straße::N,út,харгуй
588,Dorf::N,falu,тосгон
589,Dorf::N,falu,гацаа
590,Stadt::N,város,хот
591,Brief::N,levél,захидал
592,Brief::N,levél,захиа
593,Buch::N,könyv,ном
594,Buch::N,könyv,бичиг
595,Buchstabe::N,betű,үсэг
596,Zeitung::N,újság,сонин
597,Zeitung::N,hírlap,сонин
598,Leben::N,élet,амь
599,Leben::N,élet,амьдрал
600,Tod::N,halál,үхэл
601,Grab::N,sír,булш
602,Kirche::N,templom,сүм
603,Sünde::N,bűn,нүгэл
604,Sünde::N,bűn,хилэнц
605,Sünde::N,vétek,нүгэл
606,Sünde::N,vétek,хилэнц
607,Gott::N,isten,бурхан
608,Arbeiter::N,munkás,ажилчин
609,Arbeiter::N,munkás,хөдөлмөрчин
610,Chef::N,főnök,дарга
611,Meister::N,mester,дархан
612,Arzt::N,orvos,эмч
613,Lehrer::N,tanár,багш
614,Lehrer::N,tanító,багш
615,Geld::N,pénz,цаас
616,Geld::N,pénz,мөнгө
617,Geschäft::N,üzlet,наймаа
618,Laden::N,bolt,дэлгүүр
619,Preis::N,ár,үнэ
620,Ware::N,áru,таваар
621,Ware::N,áru,бараа
622,Nutzen::N,haszon,ашиг
623,Reichtum::N,gazdagság,баялаг
624,Welt::N,világ,дэлхий
625,Welt::N,világ,орчлон
626,Land::N,ország,улс
627,Land::N,ország,орон
628,Staat::N,állam,төр
629,Staat::N,állam,гүрэн
630,König::N,király,ван
631,Macht::N,hatalom,засаг
632,Grenze::N,határ,хил
633,Krieg::N,háború,дайн
634,Feind::N,ellenség,дайсан
635,Gewalt::N,erőszak,хүчирхэх
636,Kampf::N,harc,тэмцэл
637,Kampf::N,harc,байлдаан
638,Bogen[Waffe]::N,íj,нум
639,Pfeil::N,nyíl,годил
640,Pfeil::N,nyíl,сум
641,Gewehr::N,puska,буу
642,Gewehr::N,fegyver,буу
643,Fehler::N,hiba,эндэл
644,Fehler::N,hiba,алдаа
645,Lüge::N,hazugság,худал
646,Schaden::N,kár,хор
647,Schaden::N,kár,хөнөөл
648,Unglück::N,csapás,гай
649,Unglück::N,csapás,гамшиг
650,Unglück::N,balszerencse,гай
651,Unglück::N,balszerencse,гамшиг
652,Schuld::N,bűn,гэм
653,Schuld::N,bűn,буруу
654,Alter::N,kor,нас
655,Schluss::N,vég,эцэс
656,Schluss::N,vég,төгсгөл
657,Schluss::N,befejezés,эцэс
658,Schluss::N,befejezés,төгсгөл
659,Zeit::N,idő,цаг
660,Tag::N,nap,өдөр
661,Morgen::N,reggel,өглөө
662,Mittag::N,dél,үд
663,Abend::N,este,үдэш
664,Nacht::N,éj,шөнө
665,Nacht::N,éjszaka,шөнө
666,Woche::N,hét,долоо хоног
667,Monat::N,hó,сар
668,Monat::N,hónap,сар
669,Jahr::N,év,жил
670,Frühling::N,tavasz,хавар
671,Sommer::N,nyár,зун
672,Herbst::N,ősz,намар
673,Winter::N,tél,өвөл
674,Januar::N,január,нэгдүгээр сар
675,Februar::N,február,хоёрдугаар сар
676,März::N,március,гуравдугаар сар
677,April::N,április,дөрөвдүгээр сар
678,Mai::N,május,тавдугаар сар
679,Juni::N,június,зургаадугаар сар
680,Juli::N,július,долдугаар сар
681,August::N,augusztus,наймдугаар сар
682,September::N,szeptember,есдүгээр сар
683,Oktober::N,október,аравдугаар сар
684,November::N,november,арван нэгдүгээр сар
685,Dezember::N,december,арван хоёрдугаар сар
686,Montag::N,hétfő,даваа
687,Dienstag::N,kedd,мягмар
688,Mittwoch::N,szerda,лхагва
689,Donnerstag::N,csütörtök,пүрэв
690,Freitag::N,péntek,баасан
691,Samstag::N,szombat,бямба
692,Sonntag::N,vasárnap,ням
693,groß::A,nagy,их
694,groß::A,nagy,том
695,klein::A,pici,бага
696,klein::A,pici,жаахан
697,klein::A,kicsi,бага
698,klein::A,kicsi,жаахан
699,lang::A,hosszú,урт
700,kurz::A,rövid,охор
701,kurz::A,rövid,богино
702,breit::A,széles,өргөн
703,schmal::A,keskeny,уйтан
704,schmal::A,keskeny,нарийн
705,dicht::A,sűrű,нягт
706,dicht::A,sűrű,чигжүү
707,dick[Gegenstand]::A,vastag,зузаан
708,dünn::A,vékony,нимгэн
709,fein::A,vékony,нарийн
710,fest::A,szilárd,бөх
711,fest::A,szilárd,хатуу
712,flach::A,sík,хавтгай
713,flach::A,lapos,хавтгай
714,glatt::A,sima,цагаан
715,hart::A,kemény,хатуу
716,weich::A,puha,зөөлөн
717,rund::A,kerek,дугуй
718,rund::A,kerek,дугариг
719,spitz::A,hegyes,шовх
720,spitz::A,hegyes,шовгор
721,scharf::A,éles,хурц
722,scharf::A,éles,иртэй
723,stumpf::A,tompa,мохоо
724,stumpf::A,életlen,мохоо
725,schwer::A,nehéz,хүнд
726,schwer::A,súlyos,хүнд
727,schön::A,szép,гуа
728,schön::A,szép,сайхан
729,heiß::A,forró,халуун
730,warm::A,meleg,дулаан
731,kalt::A,hideg,хүйтэн
732,kühl::A,hűs,сэрүүн
733,kühl::A,hűvös,сэрүүн
734,frisch::A,üde,эрүүл
735,frisch::A,üde,жихүүн
736,frisch::A,friss,эрүүл
737,frisch::A,friss,жихүүн
738,feucht::A,nedves,чийгтэй
739,nass::A,vizes,нойтон
740,trocken::A,száraz,хатсан
741,voll::A,telt,дүүрэн
742,leer::A,üres,хоосон
743,offen::A,nyílt,онгорхой
744,offen::A,nyitott,онгорхой
745,geschlossen::A,zárt,битүү
746,geschlossen::A,zárt,хаалтай
747,geschlossen::A,csukott,битүү
748,geschlossen::A,csukott,хаалтай
749,sauber::A,tiszta,цэвэр
750,sauber::A,tiszta,хиргүй
751,schmutzig::A,piszkos,бохир
752,schmutzig::A,piszkos,хиртэй
753,schmutzig::A,szennyes,бохир
754,schmutzig::A,szennyes,хиртэй
755,roh::A,nyers,түүхий
756,reif::A,érett,болсон
757,lecker::A,finom,амттай
758,süß::A,édes,амттай
759,süß::A,édes,чихэрлэг
760,bitter::A,keserű,гашуун
761,sauer::A,savanyú,эсгэлэн
762,hell::A,világos,гэгээн
763,hell::A,világos,гэрэлтэй
764,dunkel::A,sötét,бараан
765,dunkel::A,sötét,харанхуй
766,schwarz::A,fekete,хар
767,weiß::A,fehér,цагаан
768,rot::A,vörös,улаан
769,gelb::A,sárga,шар
770,blau::A,kék,хөх
771,blau::A,kék,цэнхэр
772,grün::A,zöld,ногоон
773,grau::A,ősz,орог
774,grau::A,ősz,саарал
775,grau::A,szürke,орог
776,grau::A,szürke,саарал
777,bunt::A,tarka,эрээн
778,bunt::A,színes,эрээн
779,billig::A,olcsó,хямд
780,teuer::A,drága,үнэтэй
781,wertvoll::A,értékes,үнэт
782,blind::A,vak,сохор
783,taub::A,süket,чих хатуу
784,kräftig::A,erős,чийрэг
785,stark::A,erős,хүчтэй
786,stark::A,erős,чадалтай
787,schwach::A,gyenge,сул
788,schwach::A,erőtlen,сул
789,fett::A,hájas,тарган
790,fett::A,hájas,голигор
791,schlank::A,karcsú,голшиг
792,hübsch::A,csinos,сайхан
793,hübsch::A,csinos,хөөрхөн
794,böse::A,rossz,муу
795,böse::A,rossz,хортой
796,böse::A,gonosz,муу
797,böse::A,gonosz,хортой
798,dumm::A,buta,тэнэг
799,dumm::A,ostoba,тэнэг
800,faul::A,lusta,залхуу
801,fleißig::A,szorgalmas,чармайлтгай
802,geizig::A,fukar,харамч
803,geizig::A,fösvény,харамч
804,klug::A,okos,цэцэн
805,klug::A,eszes,цэцэн
806,geschickt::A,ügyes,дүйтэй
807,lieb::A,drága,хайрт
808,lieb::A,kedves,хайрт
809,lustig::A,víg,цэнгэлтэй
