,Concept_ID,de,ja
817,klettern::V,klettern,よじ登る
818,schaukeln::V,schaukeln,ぶらんこに乗る
819,kriechen::V,kriechen,這う
820,schwimmen::V,schwimmen,泳ぐ
821,tauchen::V,tauchen,潜る
822,rudern::V,rudern,漕ぐ
823,fahren::V,fahren,行く
824,fahren::V,fahren,乗車する
825,fliegen::V,fliegen,飛ぶ
826,gehen::V,gehen,行く
827,weggehen::V,weggehen,立ち去る
828,abfahren::V,abfahren,出発する
829,anhalten::V,anhalten,止まる
830,hineingehen::V,hineingehen,入る
831,eintreten::V,eintreten,中に入る
832,kommen::V,kommen,来る
833,ankommen::V,ankommen,着く
834,ankommen::V,ankommen,到着する
835,zurückkommen::V,zurückkommen,帰る
836,bleiben::V,bleiben,留まる
837,warten::V,warten,待つ
838,erwarten::V,erwarten,期待する
839,suchen::V,suchen,探る
840,finden::V,finden,見つける
841,versuchen::V,versuchen,試す
842,vorbereiten::V,vorbereiten,準備する
843,lieben::V,lieben,愛する
844,mögen::V,mögen,好きである
845,lachen::V,lachen,笑う
846,rühren::V,rühren,感情を動かす
847,weinen::V,weinen,泣く
848,schimpfen::V,schimpfen,叱る
849,sich ärgern::V,sich ärgern,怒る
850,sich ärgern::V,sich ärgern,腹を立てる
851,sich fürchten::V,sich fürchten,怖がる
852,fürchten::V,fürchten,恐れる
853,fliehen::V,fliehen,逃げる
854,flüchten::V,flüchten,逃亡する
855,sehen::V,sehen,見る
856,anschauen::V,anschauen,眺める
857,ansehen::V,ansehen,見る
858,hören::V,hören,聞く
859,zuhören::V,zuhören,聴く
860,probieren::V,probieren,食べてみる
861,riechen::V,riechen,気取る
862,fühlen::V,fühlen,感じる
863,scheinen::V,scheinen,ように見える
864,zu sehen sein::V,zu sehen sein,見える
865,vernehmen::V,vernehmen,承る
866,frieren::V,frieren,寒気がする
867,tun::V,tun,する
868,können::V,können,出来る
869,wollen::V,wollen,-たい
870,anfangen::V,anfangen,始める
871,beenden::V,beenden,終える
872,aufhören::V,aufhören,止める
873,gelingen::V,gelingen,成功する
874,geraten::V,geraten,当たる
875,öffnen::V,öffnen,開く
876,öffnen::V,öffnen,開ける
877,schließen::V,schließen,閉める
878,stellen::V,stellen,置く
879,stellen::V,stellen,据える
880,setzen::V,setzen,座らせる
881,legen::V,legen,置く
882,berühren::V,berühren,触る
883,berühren::V,berühren,触れる
884,verbinden::V,verbinden,結びつける
885,bedecken::V,bedecken,覆う
886,aufhängen::V,aufhängen,掛ける
887,anzünden::V,anzünden,燃やす
888,anzünden::V,anzünden,火をつける
889,aufheben::V,aufheben,拾う
890,zurücklassen::V,zurücklassen,残す
891,verlieren::V,verlieren,無くす
892,fallen lassen::V,fallen lassen,落とす
893,machen::V,machen,作る
894,herstellen::V,herstellen,製造する
895,bauen::V,bauen,建設する
896,reparieren::V,reparieren,直す
897,reparieren::V,reparieren,修理する
898,verbessern::V,verbessern,改良する
899,ändern::V,ändern,変える
900,graben::V,graben,掘る
901,beugen::V,beugen,折る
902,biegen::V,biegen,曲げる
903,drehen::V,drehen,回す
904,wenden::V,wenden,裏返す
905,umdrehen::V,umdrehen,裏返す
906,heben::V,heben,挙げる
907,hochheben::V,hochheben,持ち上げる
908,ergreifen::V,ergreifen,取り上げる
909,halten::V,halten,持つ
910,drücken::V,drücken,押す
911,schieben::V,schieben,ずらす
912,kratzen::V,kratzen,引っ掻く
913,lecken::V,lecken,なめる
914,beißen::V,beißen,噛む
915,abreißen::V,abreißen,剝ぎ取る
916,abschneiden::V,abschneiden,切り取る
917,binden::V,binden,縛る
918,stecken::V,stecken,差し込む
919,brechen::V,brechen,破る
920,klopfen::V,klopfen,とんとん叩く
921,hauen::V,hauen,叩く
922,kleben::V,kleben,貼る
923,kleben::V,kleben,くっ付ける
924,reiben::V,reiben,擦る
925,streichen::V,streichen,塗る
926,schleifen::V,schleifen,研ぐ
927,schneiden::V,schneiden,切る
928,rütteln::V,rütteln,揺さぶる
929,schütteln::V,schütteln,振る
930,schütteln::V,schütteln,揺さぶる
931,schwenken::V,schwenken,振る
932,schütten::V,schütten,注ぐ
933,füllen::V,füllen,いっぱいにする
934,einwickeln::V,einwickeln,包む
935,tragen::V,tragen,運ぶ
936,schleppen::V,schleppen,引きずる
937,ziehen::V,ziehen,引く
938,aufbewahren::V,aufbewahren,預かる
939,werfen::V,werfen,投げる
940,fangen::V,fangen,受ける
941,packen::V,packen,掴む
942,verstecken::V,verstecken,隠す
943,teilen::V,teilen,分ける
944,schicken::V,schicken,送る
945,bringen::V,bringen,持って行く
946,hinzufügen::V,hinzufügen,加える
947,bekommen::V,bekommen,得る
948,erhalten::V,erhalten,受ける
949,nehmen::V,nehmen,取る
950,wählen::V,wählen,選ぶ
951,auswählen::V,auswählen,選ぶ
952,bewahren::V,bewahren,保存する
953,behindern::V,behindern,妨害する
954,verderben::V,verderben,台無しにする
955,beschädigen::V,beschädigen,損傷する
956,zerbrechen::V,zerbrechen,割る
957,zerreißen::V,zerreißen,引き裂く
958,zerstören::V,zerstören,破壊する
959,verbrennen::V,verbrennen,焼く
960,geben::V,geben,上げる
961,reichen::V,reichen,渡す
962,schenken::V,schenken,贈る
963,versprechen::V,versprechen,約束する
964,wünschen::V,wünschen,望む
965,loben::V,loben,褒める
966,küssen::V,küssen,キスする
967,wiegen::V,wiegen,揺する
968,zudecken::V,zudecken,覆う
969,wecken::V,wecken,起こす
970,zeigen::V,zeigen,見せる
971,führen::V,führen,案内する
972,lehren::V,lehren,教える
973,unterrichten::V,unterrichten,通知する
974,aufziehen::V,aufziehen,育てる
975,leiten::V,leiten,導く
976,antreiben::V,antreiben,励ます
977,lassen::V,lassen,～させる
978,einladen::V,einladen,誘う
979,einladen::V,einladen,招待する
980,vereinigen::V,vereinigen,一つにする
981,besuchen::V,besuchen,訪ねる
982,treffen::V,treffen,出会う
983,sich versammeln::V,sich versammeln,集まる
984,spielen::V,spielen,遊ぶ
985,singen::V,singen,歌う
986,tanzen::V,tanzen,踊る
987,sich trennen::V,sich trennen,別れる
988,verlassen::V,verlassen,別れる
989,retten::V,retten,救う
990,retten::V,retten,助ける
991,bewachen::V,bewachen,見張る
992,bewachen::V,bewachen,軽微する
993,schützen::V,schützen,保護する
994,verteidigen::V,verteidigen,守る
995,sich schlagen::V,sich schlagen,殴る
996,schießen::V,schießen,撃つ
997,siegen::V,siegen,勝つ
998,ärgern::V,ärgern,怒らせる
999,schlagen::V,schlagen,殴る
1000,treten::V,treten,蹴る
1001,stechen::V,stechen,突く
1002,stoßen::V,stoßen,突く
1003,stehlen::V,stehlen,盗る
1004,stören::V,stören,構う
1005,belästigen::V,belästigen,邪魔する
1006,verbergen::V,verbergen,隠す
1007,täuschen::V,täuschen,だます
1008,betrügen::V,betrügen,だます
1009,töten::V,töten,殺す
1010,wohnen::V,wohnen,住む
1011,arbeiten::V,arbeiten,働く
1012,sammeln::V,sammeln,集める
1013,sammeln::V,sammeln,収集する
1014,pflücken::V,pflücken,摘む
1015,jagen::V,jagen,狩りをする
1016,fischen::V,fischen,釣る
1017,fassen::V,fassen,捕る
1018,hüten::V,hüten,放牧する
1019,treiben::V,treiben,追う
1020,anbinden::V,anbinden,繋ぐ
1021,füttern::V,füttern,餌をやる
1022,melken::V,melken,搾乳する
1023,hacken::V,hacken,刻む
1024,gießen::V,gießen,水をやる
1025,reifen::V,reifen,熟す
1026,zubereiten::V,zubereiten,調理する
1027,kochen::V,kochen,煮る
1028,backen::V,backen,焼く
1029,braten::V,braten,焼く
1030,braten::V,braten,炒める
1031,umrühren::V,umrühren,混ぜる
1032,stricken::V,stricken,編む
1033,nähen::V,nähen,縫う
1034,färben::V,färben,染める
1035,reinigen::V,reinigen,掃除する
1036,waschen::V,waschen,洗う
1037,waschen::V,waschen,洗濯する
1038,abwischen::V,abwischen,拭く
1039,spülen::V,spülen,洗う
1040,spülen::V,spülen,すすぐ
1041,fegen::V,fegen,掃除する
1042,kehren::V,kehren,掃く
1043,baden::V,baden,入浴する
1044,sich waschen::V,sich waschen,洗う
1045,ausziehen::V,ausziehen,脱ぐ
1046,anziehen::V,anziehen,着る
1047,sich anziehen::V,sich anziehen,着る
1048,kämmen::V,kämmen,梳く
1049,schmücken::V,schmücken,飾る
1050,sagen::V,sagen,言う
1051,sprechen::V,sprechen,話す
1052,reden::V,reden,話す
1053,sich unterhalten::V,sich unterhalten,話をする
1054,fragen::V,fragen,聞く
1055,bitten::V,bitten,頼む
1056,bitten::V,bitten,お願いする
1057,erzählen::V,erzählen,物語る
1058,mitteilen::V,mitteilen,伝える
1059,nennen::V,nennen,名づける
1060,rufen::V,rufen,呼ぶ
1061,prahlen::V,prahlen,自慢する
1062,übersetzen::V,übersetzen,訳す
1063,denken::V,denken,考える
1064,glauben::V,glauben,信じる
1065,bemerken::V,bemerken,気が付く
1066,erkennen::V,erkennen,認識する
1067,begreifen::V,begreifen,分かる
1068,verstehen::V,verstehen,聞き取る
1069,lernen::V,lernen,学ぶ
1070,lernen::V,lernen,勉強する
1071,wissen::V,wissen,知っている
1072,sich erinnern an::V,sich erinnern an,思い出す
1073,vergessen::V,vergessen,忘れる
1074,messen::V,messen,計る
1075,messen::V,messen,測定する
1076,zählen::V,zählen,数える
1077,rechnen::V,rechnen,計算する
1078,lesen::V,lesen,読む
1079,malen::V,malen,描く
1080,zeichnen::V,zeichnen,写生する
1081,schreiben::V,schreiben,書く
1082,besitzen::V,besitzen,所持する
1083,kaufen::V,kaufen,買う
1084,verkaufen::V,verkaufen,売る
1085,bezahlen::V,bezahlen,払う
1086,zahlen::V,zahlen,支払う
1087,beherrschen::V,beherrschen,支配する
1088,ertragen::V,ertragen,耐える
