,Concept_ID,br,tt
138,Kralle::N,skilf,тырнак
139,Schwanz::N,lost,койрык
140,Ei::N,vi,күкәй
141,Ei::N,vi,йомырка
142,Nest::N,neizh,оя
143,Bau::N,douarenn,өн
144,Tier::N,loen,хайван
145,Herde::N,tropell,көтү
146,Kuh::N,buoc'h,сыер
147,Bulle::N,tarv,үгез
148,Pferd::N,marc'h,ат
149,Schaf::N,dañvad,сарык
150,Schwein::N,pemoc'h,дуңгыз
151,Hund::N,ki,эт
152,Katze::N,kazh,песи
153,Bär::N,arzh,аю
154,Eichhörnchen::N,gwiñver,тиен
155,Elch::N,karv-dour,поши
156,Fuchs::N,louarn,төлке
157,Hase::N,gad,куян
158,Maus::N,logodenn,тычкан
159,Wolf::N,bleiz,бүре
160,Vogel::N,labous,кош
161,Schwarm::N,nijad,көтү
162,Huhn::N,yar,тавык
163,Hahn::N,kilhog,әтәч
164,Gans::N,gwazenn,каз
165,Adler::N,erer,каракош
166,Ente::N,houad,үрдәк
167,Eule::N,toud,ябалак
168,Kranich::N,garan,торна
169,Krähe::N,bran,карга
170,Kuckuck::N,koukoug,күке
171,Kuckuck::N,koukoug,кәккүк
172,Schwan::N,alarc'h,аккош
173,Fisch::N,pesk,балык
174,Barsch::N,brell,алабуга
175,Hecht::N,beked,чуртан
176,Schlange[Tier]::N,naer,елан
177,Wurm::N,preñv,корт
178,Spinne::N,kevnidenn,үрмәкүч
179,Ameise::N,merion,кырмыска
180,Laus::N,laouenn,бет
181,Mücke::N,moustik,черки
182,Mücke::N,moustik,озынборын
183,Fliege::N,kelienenn,чебен
184,Schmetterling::N,balafenn,күбәләк
185,Beere::N,hog,җиләк
186,Apfel::N,aval,алма
187,Pilz::N,kabell-touseg,гөмбә
188,Zwiebel::N,ognonenn,суган
189,Zwiebel::N,ognonenn,суганбаш
190,Saat::N,had,орлык
191,Korn::N,ed,иген
192,Korn::N,ed,орлык
193,Heu::N,foenn,печән
194,Schale::N,peliadur,кабык
195,Falle::N,pech,тозак
196,Falle::N,pech,капкын
197,Schlinge::N,krouglas,элмәк
198,Asche::N,ludu,көл
199,Dreck::N,fank,пычрак
200,Eisen::N,houarn,тимер
201,Gold::N,aour,алтын
202,Silber::N,arc'hant,көмеш
203,Kohle::N,glaou,күмер
204,Glas::N,gwer,пыяла
205,Sand::N,traezh,ком
206,Mensch::N,den,адәм
207,Mensch::N,den,инсан
208,Mann::N,den,ир
209,Frau::N,maouez,хатын
210,Kind::N,bugel,бала
211,Junge::N,paotr,малай
212,Mädchen::N,plac'h,кыз
213,Familie::N,familh,гаилә
214,Großvater::N,tad-kozh,бабай
215,Großmutter::N,mamm-gozh,әби
216,Eltern::N,kerent,ата-ана
217,Vater::N,tad,ата
218,Mutter::N,mamm,ана
219,Sohn::N,mab,ул
220,Tochter::N,merc'h,кыз
221,Bruder::N,breur,кардәш
222,Schwester::N,c'hoar,апа
223,Schwester::N,c'hoar,сеңел
224,Onkel::N,eontr,дәдә
225,Onkel::N,eontr,дәдәй
226,Tante::N,moereb,түти
227,Tante::N,moereb,тәтәй
228,Ehemann::N,gwaz,ир
229,Ehefrau::N,gwreg,хатын
230,Freude::N,levenez,сөенеч
231,Gelächter::N,c'hoarzherezh,көлү
232,Gelächter::N,c'hoarzherezh,көлеш
233,Glück::N,chañs,бәхет
234,Kummer::N,doan,хәсрәт
235,Wunsch::N,c'hoant,теләк
236,Lust::N,c'hoant,теләк
237,Lust::N,c'hoant,теләү
238,Geist::N,spered,рух
239,Gedanke::N,soñj,уй
240,Gedanke::N,soñj,фикер
241,Gedächtnis::N,eñvor,хәтер
242,Verstand::N,skiant,акыл
243,Sinn::N,ster,мәгънә
244,Grund::N,kaoz,сәбәп
245,Wahrheit::N,gwirionez,хак
246,Gespräch::N,kaozeadenn,әңгәмә
247,Märchen::N,kaoz korriganez,әкият
248,Erzählung::N,kontadenn,хикәя
249,Nachricht::N,keloù,хәбәр
250,Neuigkeit::N,kelaouenn,яңалык
251,Name::N,anv,исем
252,Rätsel::N,divinatez,табышмак
253,Rede::N,diskour,нотык
254,Sprache::N,yezh,тел
255,Stimme::N,mouezh,тавыш
256,Wort::N,ger,сүз
257,Zeichen::N,sin,ишарә
258,Ruf::N,galv,дәшү
259,Lärm::N,trouz,шау
260,Ton::N,ton,шалтырату
261,Lied::N,kanaouenn,җыр
262,Ruhe::N,sioulded,тынлык
263,Leute::N,tud,халык
264,Volk::N,pobl,халык
265,Arbeit::N,labour,эш
266,Arbeit::N,labour,хезмәт
267,Gast::N,kouviad,кунак
268,Geschenk::N,prof,бүләк
269,Spiel::N,c'hoari,уен
270,Gesellschaft::N,kompagnunezh,җәмгыять
271,Gesellschaft::N,kavandad,җәмгыять
272,Hilfe::N,sikour,ярдәм
273,Hilfe::N,sikour,булышлык
274,Freund::N,mignon,дус
275,Kamerad::N,kamarad,иптәш
276,Angelegenheit::N,afer,эш
277,Anzahl::N,niver,микъдар
278,Art::N,sort,төр
279,Stück::N,tamm,кисәк
280,Teil::N,pezh,өлеш
281,Hälfte::N,hanterenn,ярым
282,Kreis::N,kelc'h,түгәрәк
283,Kreuz::N,kroaz,хач
284,Kreuz::N,kroaz,тәре
285,Linie::N,linenn,сызык
286,Strich::N,tenn,сызык
287,Abstand::N,distok,ара
288,Entfernung::N,keid,ераклык
289,Entfernung::N,kehid,ераклык
290,Gegend::N,korn-bro,урын
291,Platz::N,plasenn,бушлык
292,Ort::N,lec'h,урын
293,Seite::N,tu,як
294,Mitte::N,kreiz,урта
295,Gegenstand::N,tra,нәрсә
296,Sache::N,tra,нәрсә
297,Rand::N,kantenn,чит
298,Kante::N,kantenn,кырый
299,Ecke::N,korn,почмак
300,Spitze::N,begell,оч
301,Ende::N,dibenn,азак
302,Loch::N,toull,тишек
303,Muster::N,tresadenn,парча
304,Größe::N,ment,зурлык
305,Länge::N,hirder,озынлык
306,Höhe::N,uhelder,биеклек
307,Gewicht::N,pouez,авырлык
308,Menge::N,bern,микъдар
309,Haufen::N,bern,өем
310,Reihe::N,steud,рәт
311,Boot::N,bag,каек
312,Boot::N,bag,көймә
313,Ruder::N,roeñv,ишкәк
314,Schlitten::N,trainell,чана
315,Ski::N,ski,чаңгы
316,Last::N,karg,йөк
317,Gang::N,kerzh,йөреш
318,Schritt::N,paz,адым
319,Norden::N,norzh,төньяк
320,Norden::N,hanternoz,төньяк
321,Süden::N,su,көньяк
322,Süden::N,kreisteiz,көньяк
323,Westen::N,kuzh-heol,көнбатыш
324,Osten::N,reter,шәрык
325,Osten::N,reter,көнчыгыш
326,Osten::N,sav-heol,шәрык
327,Osten::N,sav-heol,көнчыгыш
328,Holz::N,koad,агач
329,Brett::N,plankenn,такта
330,Platte::N,plakenn,плитә
331,Stütze::N,harp,таяу
332,Stange::N,sparl,колга
333,Stock::N,bazh,таяк
334,Stab::N,bazh,таяк
335,Rohr::N,tub,торба
336,Rohr::N,korz,торба
337,Haus::N,ti,өй
338,Haus::N,ti,йорт
339,Heim::N,kêr,гаилә
340,Heim::N,kêr,нәсел
341,Ofen::N,forn,мич
342,Fußboden::N,plañchod,идән
343,Tisch::N,taol,өстәл
344,Stuhl::N,kador,утыргыч
345,Wiege::N,kavell,бишек
346,Bett::N,gwele,ятак
347,Bett::N,gwele,урын-җир
348,Regal::N,estajerenn,киштә
349,Regal::N,estajerenn,шүрлек
350,Kiste::N,kased,әрҗә
351,Fenster::N,prenestr,тәрәзә
352,Tür::N,dor,ишек
353,Tor::N,portal,капка
354,Zaun::N,sklotur,койма
355,Dach::N,toenn,түбә
356,Leiter::N,skeul,баскыч
357,Besen::N,skubell,себерке
358,Spaten::N,pal,көрәк
359,Schaufel::N,pal,көрәк
360,Gabel::N,fourchetez,чәннечке
361,Löffel::N,loa,кашык
362,Messer::N,kontell,пычак
363,Nagel::N,tach,кадак
364,Netz::N,roued,челтәр
365,Haken::N,krog,ыргак
366,Griff::N,kemer,тотка
367,Schloss::N,potenn,йозак
368,Bild::N,skeudenn,рәсем
369,Bild::N,skeudenn,картина
370,Figur::N,skeud,сын
371,Figur::N,skeud,фигура
372,Figur::N,figur,сын
373,Figur::N,figur,фигура
374,Puppe::N,merc'hodenn,курчак
375,Beutel::N,sac'h,луза
376,Bündel::N,feskenn,бәйләм
377,Tasche::N,sac'h,букча
378,Eimer::N,sailh,чиләк
379,Deckel::N,pallenn,капкач
380,Geschirr::N,listriaj,савыт-саба
381,Geschirr::N,listriaj,кашык-аяк
382,Sack::N,sac'h,капчык
383,Tasse::N,tas,чынаяк
384,Topf::N,pod,чүлмәк
385,Kessel::N,chaodouron,казан
386,Essen::N,pred,ашау
387,Nahrung::N,boued,азык
388,Nahrung::N,boued,тәгам
389,Nahrung::N,boued,ашамлык
390,Speise::N,meuz,ризык
391,Fleisch::N,kig,ит
392,Getreide::N,ed,ашлык
393,Brei::N,yod,ботка
394,Brot::N,bara,ипи
395,Brot::N,bara,икмәк
396,Scheibe::N,tailhenn,телем
397,Fett::N,lard,май
398,Butter::N,amann,май
399,Öl::N,eoul,май
400,Salz::N,holen,тоз
401,Suppe::N,soubenn,шулпа
402,Honig::N,mel,бал
403,Milch::N,laezh,сөт
404,Tee::N,te,чәй
405,Leder::N,lêr,күн
406,Wolle::N,gloan,йон
407,Stoff::N,danvez,тукыма
408,Nadel::N,nadoz,энә
409,Faden::N,neudenn,җеп
410,Knopf::N,bouton,төймә
411,Knoten::N,skoulm,төен
412,Farbe::N,liv,буяу
413,Kleidung::N,dilhad,кием
414,Hemd::N,roc'hed,күлмәк
415,Kragen::N,gouzoug,яка
416,Ärmel::N,milgin,җиң
417,Hose::N,bragoù,чалбар
418,Gürtel::N,gouriz,билбау
419,Mütze::N,boned,бүрек
420,Schuh::N,botez,башмак
421,Stiefel::N,botez,итек
422,Ring::N,gwalenn,балдак
423,Band::N,bagad,тасма
424,Kamm::N,krib,тарак
425,Spiegel::N,melezour,көзге
426,Riemen::N,lerenn,каеш
427,Schnur::N,kordenn,бау
428,Leine::N,roll,тезген
429,Decke::N,golo,юрган
430,Kissen::N,goubenner,мендәр
431,Tuch::N,mezher,яулык
432,Handtuch::N,toailhon,сөлгә
433,Kraft::N,nerzh,егәр
434,Kraft::N,nerzh,дәрман
435,Stärke::N,nerzhder,көч
436,Stärke::N,nerzhder,дәрман
437,Gesundheit::N,yec'hed,саулык
438,Krankheit::N,klañved,чир
439,Krankheit::N,klañved,хаста
440,Krankheit::N,klañved,сырхау
441,Schmerz::N,poan,авырту
442,Schmerz::N,droug,авырту
443,Wunde::N,gloazadenn,яра
444,Wunde::N,gloazadenn,җәрәхәт
445,Fieber::N,terzhienn,бизгәк
446,Arznei::N,louzoù,дару
447,Brücke::N,pont,күпер
448,Brunnen::N,puñs,кое
449,Weide::N,prad,утлавык
450,Pfad::N,gwenodenn,сукмак
451,Weg::N,hent,юл
452,Straße::N,ru,урам
453,Straße::N,hent,урам
454,Dorf::N,kêr,авыл
455,Dorf::N,kêriadenn,авыл
456,Stadt::N,kêr,шәһәр
457,Brief::N,lizher,хат
458,Buch::N,levr,китап
459,Buchstabe::N,lizherenn,хәреф
460,Zeitung::N,kazetenn,газет
461,Zeitung::N,kazetenn,газета
462,Leben::N,buhez,гомер
463,Leben::N,buhez,тормыш
464,Leben::N,buhez,тереклек
465,Tod::N,marv,үлем
466,Grab::N,bez,гүр
467,Grab::N,bez,кабер
468,Kirche::N,iliz,чиркәү
469,Sünde::N,pec'hed,язык
470,Sünde::N,pec'hed,гөнаһ
471,Gott::N,doue,алла
472,Gott::N,doue,ходай
473,Arbeiter::N,labourer,эшче
474,Arbeiter::N,micherour,эшче
475,Chef::N,penn,башлык
476,Meister::N,mestr,оста
477,Arzt::N,mezeg,врач
478,Arzt::N,mezeg,табиб
479,Arzt::N,medisin,врач
480,Arzt::N,medisin,табиб
481,Lehrer::N,skolaer,укытучы
482,Lehrer::N,skolaer,мөгаллим
483,Lehrer::N,kelenner,укытучы
484,Lehrer::N,kelenner,мөгаллим
485,Geld::N,arc'hant,акча
486,Geschäft::N,stal,эш
487,Laden::N,stal,кибет
488,Laden::N,stal,магазин
489,Preis::N,priz,бәя
490,Preis::N,priz,бәһа
491,Ware::N,marc'hadourezh,товар
492,Nutzen::N,gounidegezh,файда
493,Nutzen::N,lañs,файда
494,Nutzen::N,profit,файда
495,Nutzen::N,spleit,файда
496,Reichtum::N,pinvidigezh,байлык
497,Welt::N,douar,дөнья
498,Land::N,bro,ил
499,Staat::N,stad,дәүләт
500,König::N,roue,патша
501,Macht::N,galloud,хакимият
502,Grenze::N,harzoù,чик
503,Krieg::N,brezel,сугыш
504,Feind::N,eneber,дошман
505,Gewalt::N,tâerder,көчләү
506,Kampf::N,kann,көрәш
507,Bogen[Waffe]::N,gwareg,җәя
508,Pfeil::N,saezh,ук
509,Gewehr::N,fuzuilh,мылтык
510,Fehler::N,fazi,хата
511,Lüge::N,gaou,ялган
512,Schaden::N,gwall,зыян
513,Schaden::N,gwall,зарар
514,Unglück::N,gwalleur,бәла
515,Schuld::N,kablusted,гаеп
516,Schuld::N,pec'hedigezh,гаеп
517,Alter::N,oad,яшь
518,Schluss::N,diwezh,ахыр
519,Zeit::N,amzer,заман
520,Tag::N,deizh,көн
521,Morgen::N,beure,иртә
522,Morgen::N,mintin,иртә
523,Mittag::N,kreisteiz,өйлә
524,Abend::N,abardaez,кич
525,Nacht::N,noz,төн
526,Woche::N,sizhun,атна
527,Monat::N,miz,ай
528,Jahr::N,bloaz,ел
529,Frühling::N,nevezamzer,яз
530,Sommer::N,hañv,җәй
531,Herbst::N,diskaramzer,көз
532,Winter::N,goañv,кыш
533,Januar::N,Genver,гыйнвар
534,Februar::N,C'hwevrer,февраль
535,März::N,Meurzh,март
536,April::N,Ebrel,апрель
537,Mai::N,Mae,май
538,Juni::N,Mezheven,июнь
539,Juli::N,Gouhere,июль
540,August::N,Eost,август
541,September::N,Gwengolo,сентябрь
542,Oktober::N,Here,октябрь
543,November::N,Du,ноябрь
544,Dezember::N,Kerzu,декабрь
545,Montag::N,Lun,дүшәмбе
546,Dienstag::N,Meurzh,сишәмбе
547,Mittwoch::N,Merc'her,чәршәмбе
548,Donnerstag::N,Yaou,атнакич
549,Donnerstag::N,Yaou,пәнҗешәмбе
550,Freitag::N,Gwener,җомга
551,Samstag::N,Sadorn,шимбә
552,Sonntag::N,Sul,якшәмбе
553,groß::A,bras,зур
554,klein::A,bihan,кечкенә
555,lang::A,hir,озын
556,kurz::A,berr,кыска
557,breit::A,ledan,киң
558,schmal::A,strizh,кысык
559,dicht::A,stank,куе
560,dick[Gegenstand]::A,tev,калын
561,dünn::A,moan,нечкә
562,fein::A,munut,нәзакәтле
563,fest::A,start,нык
564,flach::A,plaen,яссы
565,flach::A,plaen,ялпак
566,glatt::A,lintr,шома
567,glatt::A,levn,шома
568,hart::A,kalet,каты
569,weich::A,blot,йомшак
570,rund::A,ront,түгәрәк
571,spitz::A,poentet,очлы
572,scharf::A,dremm,үткен
573,stumpf::A,talsoc'h,үтмәс
574,schwer::A,pounner,салмак
575,schön::A,kaer,гүзәл
576,heiß::A,tomm,эссе
577,warm::A,tomm,җылы
578,kalt::A,yen,суык
579,kalt::A,yen,салкын
580,kühl::A,yen,салкынча
581,frisch::A,fresk,салкынча
582,feucht::A,gleb,юеш
583,nass::A,gleb,дымлы
584,trocken::A,sec'h,коры
585,voll::A,leun,тулы
586,leer::A,goullo,буш
587,offen::A,digor,ачык
588,geschlossen::A,serr,йомык
589,sauber::A,naet,пакь
590,sauber::A,naet,чиста
591,schmutzig::A,lous,керле
592,schmutzig::A,lous,пычрак
593,roh::A,kriz,чи
594,reif::A,darev,өлгергән
595,lecker::A,lipous,тәмле
596,lecker::A,saourus,тәмле
597,süß::A,dous,татлы
598,bitter::A,c'hwerv,ачы
599,sauer::A,trenk,әче
600,hell::A,sklaer,якты
601,dunkel::A,teñval,кара
602,schwarz::A,du,кара
603,weiß::A,gwenn,ак
604,rot::A,ruz,кызыл
605,gelb::A,melen,сары
606,blau::A,glas,күк
607,grün::A,gwer,яшел
608,grau::A,louet,соры
609,bunt::A,liesliv,чуар
610,billig::A,marc'had-mat,арзан
611,teuer::A,ker,хаклы
612,wertvoll::A,prizius,кыйммәтле
613,blind::A,dall,сукыр
614,blind::A,dall,күзсез
615,taub::A,bouzar,чукрак
616,taub::A,bouzar,саңгырау
617,kräftig::A,start,егәрле
618,stark::A,kreñv,нык
619,stark::A,kreñv,базык
620,schwach::A,gwan,зәгыйфь
621,fett::A,lard,симез
622,schlank::A,sinkl,нәзек
623,hübsch::A,koant,чибәр
624,böse::A,gwall,усал
625,dumm::A,glep,акылсыз
626,faul::A,lezirek,ялкау
627,faul::A,lezirek,иренчәк
628,fleißig::A,studius,тырыш
629,fleißig::A,studius,тырышучан
630,geizig::A,tost,саран
631,klug::A,speredek,акыллы
632,geschickt::A,dornet,маһир
633,lieb::A,koant,сөекле
634,lustig::A,laouen,күңелле
635,sanft::A,flour,басынкы
636,hungrig::A,marnaon,ач
637,krank::A,klañv,чирле
638,krank::A,klañv,сырхау
639,nackt::A,noazh,шәрә
640,traurig::A,trist,ямансу
641,lebendig::A,bev,тере
642,gut::A,mad,яхшы
643,schlecht::A,fall,начар
644,schlecht::A,gwall,начар
645,richtig::A,reizh,дөрес
646,schlimm::A,gwall,әшәкә
647,wahr::A,gwir,чып-чын
648,alt::A,kozh,иске
649,neu::A,nevez,яңа
650,ehemalig::A,kozh,элекке
651,alt[Lebewesen]::A,kozh,карт
652,jung::A,yaouank,яшь
653,arm::A,paour,фәкыйрь
654,reich::A,pinvidik,бай
655,bekannt::A,anavezet,таныш
656,berühmt::A,brudet,атаклы
657,fremd::A,dizanav,ят
658,verschieden::A,disheñel,төрле
659,nah::A,nes,якын
660,fern::A,diabell,ерак
661,linker::A,kleiz,сул
662,rechter::A,dehoù,уң
663,anderer::A,all,бүтән
664,erster::A,kentañ,беренче
665,zweiter::A,eil,икенче
666,dritter::A,trede,өченче
667,letzter::A,diwezhañ,ахыргы
668,allein::ADV,e-unan,ялгыз
669,auf einmal::ADV,ar un dro,бердән
670,zusammen::ADV,asambles,бергә
671,lange::ADV,pell,озак
672,plötzlich::ADV,en un taol,искәрмәстән
673,sofort::ADV,diouzhtu,хәзер
674,später::ADV,diwezhatoc'h,соңрак
675,jetzt::ADV,bremañ,хәзер
676,heute::ADV,hiziv,бүген
677,morgen::ADV,arc'hoazh,иртәгә
678,bald::ADV,hepdale,тиздән
679,dann::ADV,a-c'houde,аннары
680,gestern::ADV,dec'h,кичә
681,einst::ADV,gwechall,берчак
682,damals::ADV,neuze,ул вакытта
683,damals::ADV,neuze,ул чакта
684,danach::ADV,goude,да
685,vorher::ADV,diagent,элек
686,zuerst::ADV,da gentañ,башта
687,einmal::ADV,ur wech,бер
688,einmal::ADV,ur wech,бер мәртәбә
689,manchmal::ADV,a-wechoù,кайчакта
690,oft::ADV,alies,еш
691,immer::ADV,atav,һәркайчан
692,immer::ADV,bepred,һәркайчан
693,niemals::ADV,gwech ebet,hичбер вакыт
694,hier::ADV,amañ,монда
695,hier::ADV,amañ,биредә
696,hierhin::ADV,dre amañ,монда
697,von hier::ADV,alemañ,моннан
698,dort::ADV,aze,анда
699,dort::ADV,ahont,анда
700,dorthin::ADV,di,тегеләй
701,dorthin::ADV,aze,тегеләй
702,dorthin::ADV,ahont,тегеләй
703,geradeaus::ADV,war-eeun,турыдан-туры
704,vorwärts::ADV,war-raok,алга
705,rückwärts::ADV,war-lerc'h,кире
706,zurück::ADV,war-dreñv,кире
707,unten::ADV,en traoñ,түбәндә
708,hinab::ADV,a-izel,аска
709,oben::ADV,en nec'h,өстә
710,oben::ADV,en nec'h,югарыда
711,hinauf::ADV,e-krec'h,өскә
712,überall::ADV,dre-holl,hәркайда
713,nicht::ADV,ne ... ket,түгел
714,ein wenig::ADV,un tammig,бераз
715,kaum::ADV,a-boan,көчкә
716,sehr::ADV,-tre,бик
717,sehr::ADV,-kenañ,бик
718,so::ADV,evel-se,алай
719,noch::ADV,c'hoazh,янә
720,noch::ADV,c'hoazh,тагын
721,nur::ADV,hepken,фәкать
722,schon::ADV,dija,инде
723,wieder::ADV,adarre,янә
724,wieder::ADV,adarre,тагын
725,vor::PRP,dirak,алдыннан
726,hinter::PRP,a-drek,арттан
727,hinter::PRP,a-dreñv,арттан
728,unter::PRP,dindan,астында
729,durch::PRP,dre,аша
730,neben::PRP,e-kichen,тирәсендә
731,zwischen::PRP,etre,арасында
732,wegen::PRP,abalamour da,сәбәпле
733,dies::PRN,hemañ,бу
734,das::PRN,se,ул
735,das::PRN,hennezh,ул
736,alles::PRN,pep tra,һәммә
737,ich::PRN,me,мин
738,du::PRN,te,син
739,er::PRN,eñ,ул
740,wir::PRN,ni,без
741,ihr::PRN,c'hwi,сез
742,sie::PRN,int,ул
743,was::FPRN,petra,ни
744,was::FPRN,petra,нәрсә
745,wer::FPRN,piv,кем
746,wo::FADV,pelec'h,кайда
747,wohin::FADV,da belec'h,кая
748,wie::FADV,penaos,ничек
749,warum::FADV,perak,нигә
750,wieviel::FNUM,pet,ничә
751,eins::NUM,unan,бер
752,zwei::NUM,daou,ике
753,drei::NUM,tri,өч
754,vier::NUM,pevar,дүрт
755,fünf::NUM,pemp,биш
756,sechs::NUM,c'hwec'h,алты
757,sieben::NUM,seizh,җиде
758,acht::NUM,eizh,сигез
759,neun::NUM,nav,тугыз
760,zehn::NUM,dek,ун
761,elf::NUM,unnek,унбер
762,zwölf::NUM,daouzek,унике
763,zwanzig::NUM,ugent,егерме
764,dreißig::NUM,tregont,утыз
765,vierzig::NUM,daou-ugent,кырык
766,fünfzig::NUM,hanter-kant,илле
767,sechzig::NUM,tri-ugent,алтмыш
768,siebzig::NUM,dek ha tri-ugent,җитмеш
769,achtzig::NUM,pevar-ugent,сиксән
770,neunzig::NUM,dek ha pevar-ugent,туксан
771,hundert::NUM,kant,йөз
772,tausend::NUM,mil,мең
773,und::CNJ,ha,вә
774,oder::CNJ,pe,яки
775,oder::CNJ,pe,яисә
776,stehen::V,bezañ a-sav,тору
777,sitzen::V,azezañ,утыру
778,sitzen::V,bezañ en e goazez,утыру
779,liegen::V,bezañ en e c'hourvez,яту
780,hängen::V,krougañ,эленү
781,werden::V,dazonet,булу
782,passieren::V,c'hoarvezout,булу
783,beginnen::V,stagañ,башлану
784,enden::V,achuiñ,бетү
785,wechseln::V,cheñch,үзгәртү
786,aufgehen[Sonne]::V,dirouzañ,чыгу
787,scheinen[Sonne]::V,lugernañ,яктырту
788,donnern::V,taranal,күкрәү
789,wehen::V,c'hwezhañ,исү
790,strömen::V,deredek,агу
791,fließen::V,redek,агу
792,sich drehen::V,troiñ,бөтерелү
793,schwanken::V,trantellat,икеләнү
794,schwingen::V,froumal,тирбәлү
795,fallen::V,kouezhañ,егылу
796,brennen::V,deviñ,яну
797,rauchen::V,divogedañ,төтәү
798,rauchen::V,divogedañ,төтенләү
799,regnen::V,glavañ,яву
800,gefrieren::V,reviñ,кату
801,tauen::V,diskornañ,эрү
