,Concept_ID,kl,ady
183,Fliege::N,ippernaq,бадзэ́
184,Schmetterling::N,paluaq,хьампӏыра́шъу
185,Schmetterling::N,pakkaluaq,хьампӏыра́шъу
186,Schmetterling::N,utsuppaluaq,хьампӏыра́шъу
187,Schmetterling::N,taqaleqisaaq,хьампӏыра́шъу
188,Beere::N,paarmaq,маткӏо
189,Beere::N,paarngaq,маткӏо
190,Apfel::N,iipili,мыӏэры́с
191,Pilz::N,anngiusaq,хьаӏу
192,Zwiebel::N,uanitsoq,бжьыны́
193,Saat::N,naatsiiassaq,чылапхъ
194,Korn::N,maannineq,цэ
195,Schale::N,niutsivik,кӏы́шъу
196,Schale::N,ilulissaq qaartussaq,кӏы́шъу
197,Grube::N,itersaq,машэ́
198,Falle::N,pualavoq,зэраубытырэ́ ӏэмэпсы́м
199,Schlinge::N,orseq,бзыуубыт
200,Schlinge::N,norloq,бзыуубыт
201,Spur::N,tumaa,ужы
202,Spur::N,tumaa,лъэуж
203,Asche::N,arsat,яжьэ́
204,Dreck::N,minguk,псынжъы
205,Eisen::N,savimineq,гыучӏы́
206,Eisen::N,savimineq,къэнджа́л
207,Eisen::N,saffiugassaq,гыучӏы́
208,Eisen::N,saffiugassaq,къэнджа́л
209,Gold::N,kuulti,дышъэ́
210,Silber::N,siilviuvoq,тыжьы́н
211,Kohle::N,aamarsuit aamaruutissat,шӏомыкӏ
212,Glas::N,igalaaq,апч
213,Glas::N,imertarfik,апч
214,Glas::N,igalaamineq,апч
215,Lehm::N,marraq,етӏагъо́
216,Sand::N,sioqqat,пшахъо
217,Mensch::N,inuk,цӏыфы́
218,Mensch::N,silamiu,цӏыфы́
219,Mann::N,angut,хъулъфы́гъ
220,Frau::N,arnaq,бӏылъфыгъэ́
221,Kind::N,meeraq,кӏэлэцӏы́кӏу
222,Junge::N,nukappiaraq,кӏэлэцӏы́кӏу
223,Mädchen::N,arnannguaq,пшъэшъэжъый
224,Familie::N,ilaqutakka,быны́
225,Familie::N,ilaqutakka,уна́гъу
226,Familie::N,ilaqutariit,быны́
227,Familie::N,ilaqutariit,уна́гъу
228,Großvater::N,aatak,тэтэ́жъ
229,Großmutter::N,aanaq,нэнэ́жъ
230,Eltern::N,angajoqqaat,ны-тыхэ́р
231,Vater::N,ataata,ты
232,Vater::N,ataataq,ты
233,Mutter::N,anaana,ны
234,Sohn::N,erneq,къо
235,Tochter::N,panik,пхъу
236,Bruder::N,ani,шы
237,Bruder::N,aqqaluk,шы
238,Bruder::N,qatanngut,шы
239,Schwester::N,naja,шы́пхъу
240,Schwester::N,aleqa,шы́пхъу
241,Schwester::N,qatanngut,шы́пхъу
242,Onkel::N,akkak,янэ́ш
243,Tante::N,aja,атэшыпхъу
244,Tante::N,ajak,атэшыпхъу
245,Tante::N,atsak,атэшыпхъу
246,Ehemann::N,ui,лӏы
247,Ehefrau::N,nuliaq,шъу́з
248,Freude::N,tipaatsussuseq,гушӏуа́гъу
249,Gelächter::N,illaq,щхыныр
250,Glück::N,usornaat,насы́п
251,Glück::N,usornarsuseq,насы́п
252,Wunsch::N,kissaat,шӏонгъоны́гъ
253,Lust::N,illigussuseq,шӏонгъоны́гъ
254,Lust::N,piummaseq,шӏонгъоны́гъ
255,Geist::N,anerneq,гу
256,Geist::N,toornaq,гу
257,Gedanke::N,isumassaq,гупшыс
258,Gedächtnis::N,eqqaamannissuseq,память
259,Verstand::N,isuma,акъы́л
260,Verstand::N,sianissut,акъы́л
261,Verstand::N,misigissut,акъы́л
262,Verstand::N,sianissuseq,акъы́л
263,Verstand::N,silaqassuseq,акъы́л
264,Sinn::N,isuma,мэхьанэ
265,Grund::N,patsit,ушъхьагъу
266,Wahrheit::N,sallusuissut,шъыпкъэ́
267,Märchen::N,oqalualaarut,пшысэ
268,Märchen::N,oqaluasaaq,пшысэ
269,Erzählung::N,oqaluttuaq,къэба́р
270,Nachricht::N,oqaassut,къэба́р
271,Nachricht::N,oqqersuut,къэба́р
272,Neuigkeit::N,tusarnartaq,къэбарыкӏ
273,Name::N,ateq,цӏэ
274,Rätsel::N,nalorsitsaarut,коджэхь-къоджэшх
275,Rede::N,oqaluuseq,гущыӏ
276,Sprache::N,oqaatsit,бзэ
277,Stimme::N,erinaq,макъэ́
278,Stimme::N,qarluuseq,макъэ́
279,Wort::N,oqaasii,гущыӏ
280,Zeichen::N,nalunaaqqut,тамы́гъ
281,Ruf::N,qaaqqussut,джэ макъ
282,Lärm::N,perpaluk,макъэ
283,Laut::N,torsukattak,макъэ
284,Ton::N,erinaq,
285,Lied::N,taalliaq,орэ́д
286,Lied::N,erinarsuut,орэ́д
287,Ruhe::N,qatsunganeq,самбырыныгъ
288,Leute::N,inuiak,цӏыфхэ́р
289,Leute::N,inuiaqatigiit,цӏыфхэ́р
290,Volk::N,inuiaat,цӏыф лъэпкъ
291,Arbeit::N,suliaq,ӏофшӏакӏэ́н
292,Gast::N,qaaqqusaq,хьакӏэ́
293,Geschenk::N,pajugut,шӏухьафтын
294,Hilfe::N,annertoqqut,ӏэпыӏэгъу
295,Freund::N,tiliaq,ныбджэгъу
296,Freund::N,ikinngut,ныбджэгъу
297,Kamerad::N,tiliaq,ныбджэгъу
298,Kamerad::N,ikinngut,ныбджэгъу
299,Art::N,ileqquuseq,изэрэщы́т
300,Art::N,ileqquuseq,лъэпкъ
301,Stück::N,nakkaalaniku,такъы́р
302,Teil::N,tassiaasat,щыщ
303,Teil::N,tassiaasat,ӏахь
304,Hälfte::N,affaq,ныкъо́
305,Kreis::N,kaajaluinneq or kaajaluitsoq,хъура́й
306,Kreuz::N,sanningasulik,къащ
307,Linie::N,tittaq,хъахъ
308,Linie::N,tittaq,итхъа́гъ
309,Linie::N,titarneq,хъахъ
310,Linie::N,titarneq,итхъа́гъ
311,Abstand::N,aku,азыфагу
312,Abstand::N,ikiaq,азыфагу
313,Entfernung::N,asi,чӏыгууанэ
314,Gegend::N,nuna,чӏыпӏэ́
315,Platz::N,ini,азыфагу
316,Platz::N,inissaq,азыфагу
317,Ort::N,sumiiffik,чӏыпӏэ́
318,Seite::N,saneraq,лъэны́къу
319,Mitte::N,qiteq,гузэ́гу
320,Sache::N,pigisaq,
321,Rand::N,sini,цакӏэ́
322,Rand::N,akerfineq,цакӏэ́
323,Kante::N,akerfineq,цэгэналъ
324,Ecke::N,teqeqqoq,къогъу
325,Ecke::N,tikeqqoq,къогъу
326,Spitze::N,inngik,пакӏэ
327,Ende::N,isu,кӏэ
328,Loch::N,putu,гъуа́н
329,Winkel::N,teqeqqorissaat,къогъу
330,Muster::N,ilisserut,тхыпхъэ
331,Größe::N,angissuseq,иина́гъ
332,Länge::N,takissuseq,икӏыхьа́гъ
333,Gewicht::N,oqimaalutaq,онтэгъугъэ́
334,Menge::N,amerlassuseq,пчъагъэ́
335,Haufen::N,eqimattat,ӏат
336,Reihe::N,allunaasaq,саты́р
337,Boot::N,qajaq,къуашъо́
338,Boot::N,angallat,къуашъо́
339,Boot::N,umiatsiaq,къуашъо́
340,Ruder::N,iput,къошъобэ́щ
341,Schlitten::N,qamutit,
342,Schlitten::N,qimusseq,
343,Ski::N,ataarut,лыжэхэр
344,Last::N,nammagaq,
345,Schritt::N,allorneq,лъэубэ́къу
346,Norden::N,avannaq,темы́р
347,Süden::N,qava,къыблэ́
348,Süden::N,kujat,къыблэ́
349,Süden::N,kujataa,къыблэ́
350,Westen::N,kitaa,тыгъэкъохьа́пӏ
351,Osten::N,kangi,тыгьэкъокӏы́пӏ
352,Holz::N,qisuk,чъыгы́
353,Brett::N,salliligaq,пхъэ́мбгъу
354,Platte::N,qaateq,упсыхьагъ
355,Stütze::N,ajagutaq,кӏэгъэкъон
356,Stütze::N,ajaagutaq,кӏэгъэкъон
357,Stange::N,kaaviffik,къорэ́гъ
358,Stock::N,ajaappissat,бэщ
359,Stab::N,ajaappissat,бэщ кӏы́хь
360,Rohr::N,sullulik,онджэкъ
361,Haus::N,illu,унэ́
362,Ofen::N,kissarsuut,гъэжъэн
363,Fußboden::N,nateq,джэхашъу
364,Tisch::N,allattarfik,стол
365,Stuhl::N,issiavik,пхъэнтӏэ́кӏу
366,Stuhl::N,issiaffik,пхъэнтӏэ́кӏу
367,Wiege::N,uaasoq,кушъэ́
368,Bett::N,nallavik,пӏэкӏо́р
369,Regal::N,ilisivik,мэкӏай
370,Kiste::N,sakissat,ящык
371,Kiste::N,illerfiusaq,ящык
372,Fenster::N,aki,шъхьаныгъу́пчъ
373,Fenster::N,igalaaq,шъхьаныгъу́пчъ
374,Tür::N,matu,пчъэ
375,Tor::N,isaaffik,къэла́пчъ
376,Zaun::N,saputit,шӏыхьагъэ́
377,Dach::N,qaliaq,шъхьэ́
378,Leiter::N,tummeqqat,лъэо́й
379,Leiter::N,tummeqqat,дэкӏояпӏэ́
380,Leiter::N,majuartarfiit,лъэо́й
381,Leiter::N,majuartarfiit,дэкӏояпӏэ́
382,Besen::N,saligutit,пхъэнкӏы́пхъ
383,Spaten::N,nivaataq,къазгъы́р
384,Schaufel::N,nivaataq,хэӏалъ
385,Gabel::N,qilluaq,цацэ
386,Gabel::N,ajassaatit,цацэ
387,Löffel::N,alussaat,джэмы́шх
388,Messer::N,savik,шъэжъы́й
389,Nagel::N,kukik,гъучӏыӏу́н
390,Netz::N,anguffaseq,хъытыу
391,Haken::N,nissik,хьажтӏаркъу
392,Haken::N,qarsorsaq,хьажтӏаркъу
393,Haken::N,qarsorsartoq,хьажтӏаркъу
394,Griff::N,ipi,къопс
395,Schloss::N,illussaarsuaq,ӏункӏы́бз
396,Bild::N,assiliaq,сурэ́т
397,Figur::N,kisitsit,
398,Puppe::N,inuusaq,нысхъа́п
399,Bündel::N,qilertaq,
400,Tasche::N,pooqattaq,ӏэлъмэ́къ
401,Deckel::N,matu,шъхьэ
402,Geschirr::N,anut,хьакъу-шыкъу
403,Tasse::N,tiitorfik,чашк
404,Tasse::N,tiitorfiup ilorlia,чашк
405,Topf::N,qoqqoq,кастрюль
406,Kessel::N,uunnaavik,шыуа́н
407,Essen::N,igaaq,шхэн
408,Nahrung::N,neqissaq,шхэн
409,Speise::N,nerisassat,шхыныгъу
410,Fleisch::N,neqi,лы
411,Getreide::N,maannineq,лэжьыгъацэ́
412,Brot::N,iffit,хьалыгъу
413,Brot::N,iffiaq,хьалыгъу
414,Scheibe::N,igalaassiaq,такъы́р
415,Fett::N,tarnutissaq,дагъэ́
416,Fett::N,tarnutissiaq,дагъэ́
417,Butter::N,punneq,тхъу
418,Öl::N,uulia,тхъу
419,Salz::N,taratsut,щыгъу
420,Suppe::N,qajoq,хьантхъупс
421,Honig::N,tungusunnitsuut,шъоу́
422,Milch::N,immuk,щэ
423,Tee::N,tii,щай
424,Tee::N,teeq,щай
425,Wolle::N,nuersagassiaq,цы
426,Stoff::N,milliaq,шэкӏы
427,Stoff::N,qarlissiaq,шэкӏы
428,Nadel::N,meqqut,бгъэ́хаӏу
429,Faden::N,ujalussiaq,ӏуда́н
430,Knopf::N,attat,занкӏэу
431,Knoten::N,akeroq,зэкъодзапӏэ
432,Knoten::N,qilerneq,зэкъодзапӏэ
433,Farbe::N,qalipaat,краск
434,Kleidung::N,atisat,щыгъы́ны
435,Kleidung::N,annoraaq,щыгъы́ны
436,Hemd::N,ilupaaq,джан
437,Kragen::N,qungasiinnaq,пшъапӏ
438,Ärmel::N,aaq,гъуап
439,Hose::N,qarliit,гъончэ́дж
440,Gürtel::N,qiterut,бгыры́пх
441,Gürtel::N,unngersaq,бгыры́пх
442,Mütze::N,nasaq,паӏо́
443,Schuh::N,skuu,
444,Schuh::N,ikernuk,
445,Schuh::N,ateraasaq,
446,Stiefel::N,kamik,щазым
447,Ring::N,assammiu,ӏэлъы́н
448,Band::N,qilerutissiaq,лент
449,Kamm::N,illaagutit,мажь
450,Kamm::N,illaajaatit pl.,мажь
451,Spiegel::N,tarrarsuut,гъундж
452,Riemen::N,allunaaq,бгыры́пх
453,Schnur::N,kujaaq,кӏапсэ́
454,Schnur::N,allunaasaq,кӏапсэ́
455,Leine::N,aleq,шъокӏапс
456,Decke::N,qipik,чыхӏэн
457,Kissen::N,akit,шъхьант
458,Tuch::N,qarlissiaq,шъхьэтехъу
459,Handtuch::N,allarut,ӏаплъэкӏ
460,Handtuch::N,allarterut,ӏаплъэкӏ
461,Kraft::N,pissak,къары́у
462,Kraft::N,pissak,кӏуачӏэ́
463,Stärke::N,qerattarsaat,кӏуачӏэ́
464,Gesundheit::N,peqqisusseq,псауныгъ
465,Krankheit::N,nappaat,узы
466,Schmerz::N,anniaat,узы
467,Wunde::N,iki,уӏагъэ́
468,Fieber::N,nappaat qanimanartoq,техьа́гъу
469,Fieber::N,nappaat qanimanartoq,жъоку
470,Arznei::N,imigassaq,ӏэзэ́гъу
471,Brücke::N,ikaartarfik,лъэмы́д ж
472,Brunnen::N,tissaluttuliaq,псынэ́
473,Weide::N,masarsuk,хъупӏэ́
474,Pfad::N,aqqut,лъагъу
475,Weg::N,aggerfik,гъо́гу
476,Straße::N,aqqusineq,гъо́гу
477,Dorf::N,nunaqarfik,къуа́дж
478,Stadt::N,illorpaat,къалэ́
479,Stadt::N,illorpalik,къалэ́
480,Brief::N,allagarsiaq,тхэн
481,Brief::N,allagarsiaq,письмэ
482,Buch::N,atuakkat,тхы́лъ
483,Buch::N,mappersagaq,тхы́лъ
484,Buchstabe::N,naqinneq,хьары́ф
485,Zeitung::N,aviisi,газет
486,Leben::N,inuussuseq,гъашӏэ́
487,Tod::N,toqu,аджал
488,Tod::N,toquneq,аджал
489,Grab::N,iliveq,бэны́
490,Grab::N,illissat,бэны́
491,Kirche::N,oqaluffik,чылы́с
492,Sünde::N,ajorti,гунахь
493,Arbeiter::N,sulisoq,рабоч
494,Chef::N,ittoqut,гъэр
495,Meister::N,naalagaq,ӏэпыӏа́с
496,Arzt::N,katsorsaasoq,
497,Lehrer::N,ilinniartitsisoq,кӏэлэегъа́дж
498,Geld::N,aningaasat,ахъщ
499,Geschäft::N,niuertarfik,ӏофшӏэн
500,Laden::N,niuertarfik,туча́н
501,Preis::N,aki,уасэ́
502,Ware::N,qaliata pii,хьап-щып
503,Ware::N,nioqqutissaq,хьап-щып
504,Nutzen::N,iluaqut,чар
505,Nutzen::N,iluaqut,федэ́
506,Welt::N,nunarsuaq,дуна́й
507,Land::N,nuna,хэгъэ́́гу
508,König::N,kunngi,пачъы́хь
509,Macht::N,pissaassuseq,шынэгъакзэ́
510,Grenze::N,killik,гъуна́пкъ
511,Krieg::N,sorsunneq,зао́
512,Feind::N,akeraq,пы́и
513,Feind::N,akerartorti,пы́и
514,Feind::N,qinngarsuisoq,пы́и
515,Kampf::N,sorsunneq,бэнэныгъ
516,Pfeil::N,qalugiusaq,щэбза́щ
517,Gewehr::N,aallaat,шхонч
518,Fehler::N,kukkuneq,хэукъоныгъ
519,Fehler::N,paarlaappaa,хэукъоныгъ
520,Unglück::N,perluut,тхьамыкӏагъу
521,Schuld::N,akiitsugaq,мысагъэ́
522,Schuld::N,akiligassaq,мысагъэ́
523,Alter::N,utoqqaq,ныбжь
524,Schluss::N,isu,кӏэ
525,Zeit::N,ulloq,уахътэ́
526,Zeit::N,akuttoqatigiinneq,уахътэ́
527,Tag::N,ulloq,мафэ́
528,Morgen::N,ullaaq,пчэды́жь
529,Mittag::N,ulloqeqqa,щэджагьу́
530,Abend::N,unnuk,пчыхьэ́
531,Nacht::N,unnuaq,чэщы́
532,Woche::N,sapaatip akunnera,тхьамафэ́
533,Monat::N,qaammat,мазэ́
534,Jahr::N,ukioq,илъэ́с
535,Frühling::N,upernaaq,гъатхэ́
536,Sommer::N,aasaq,гъэмафэ́
537,Herbst::N,ukiaq,бжыхьэ́
538,Winter::N,ukioq,кӏыма́ф
539,Januar::N,siulleeq,январь
540,Januar::N,qaammaliaq,январь
541,Februar::N,aarlaat,февраль
542,März::N,marsi,март
543,März::N,martsi,март
544,Mai::N,maaji,май
545,Juni::N,juuni,июнь
546,Juli::N,juuli,июль
547,August::N,aggusti,август
548,September::N,septembari,сентябрь
549,Oktober::N,oktobari,октябрь
550,November::N,novembari,ноябрь
551,Dezember::N,detsembari,декабрь
552,Montag::N,ataasinngortoq,блыпэ́
553,Dienstag::N,marlunngorneq,гъубдж
554,Mittwoch::N,pingasunngorneq,бэрэскэжъый
555,Donnerstag::N,sisamanngorneq,мэфэ́ку
556,Freitag::N,tallimanngorneq,бэрэскэшху
557,Samstag::N,arfininngorneq,шэмбэ́т
558,Sonntag::N,sapaat,тхьаума́ф
559,Sonntag::N,sapaati,тхьаума́ф
560,groß::A,angivoq,ины́
561,klein::A,mikivoq,цӏы́кӏу
562,lang::A,takisooq,кӏыхьэ́
563,kurz::A,naatsoq,кӏэкӏы́
564,breit::A,silippoq,шъуамбгъо́
565,schmal::A,amitsoq,бгъузэ́
566,dicht::A,torsusooq,ӏужъу́
567,dick[Gegenstand]::A,issuvoq,ӏужъу́
568,dick[Gegenstand]::A,issusooq,ӏужъу́
569,dünn::A,amitsoq,пӏуакӏэ́
570,fein::A,mamarpoq,пӏуакӏэ́
571,fest::A,tangeqarpoq,пытэ́
572,flach::A,nalimmappoq,тешъо́
573,glatt::A,quasak,зэны́бжь
574,hart::A,mattusooq,пытэ́
575,hart::A,manngerpoq,пытэ́
576,hart::A,titeqquluppoq,пытэ́
577,weich::A,nerumaarpoq,шъабэ́
578,rund::A,ammallorippoq,хъура́й
579,spitz::A,qummukujooq,папцӏэ́
580,scharf::A,ipippoq,чан
581,stumpf::A,anngerpoq,цако́
582,schwer::A,oqimaappoq,онтэ́гъу
583,schön::A,kusanarpoq,дахэ́
584,heiß::A,kiappoq,жъо́ркъ
585,warm::A,oqorpoq,фабэ́у
586,kalt::A,issippoq,чъыӏэ́
587,kühl::A,pueqqortippoq,чъыӏэтагъ
588,feucht::A,isugutavoq,шынагъэ зиӏэ
589,feucht::A,isugutavoq,шынэгъакӏэ зиӏэ
590,feucht::A,qaasernarpoq,шынагъэ зиӏэ
591,feucht::A,qaasernarpoq,шынэгъакӏэ зиӏэ
592,nass::A,imerorpoq,цӏынэ́
593,trocken::A,panerpoq,гъушъ
594,trocken::A,panerpoq,чъэпхъыгъ
595,voll::A,ulikkaarpoq,из
596,voll::A,ulikkaarpoq,изыбз
597,leer::A,imaattuarpoq,нэкӏы́
598,offen::A,ammavoq,зэдэхыгъэ
599,geschlossen::A,matuvoq,зэфэшӏыгъ
600,sauber::A,eqqippoq,къабзэ́
601,sauber::A,sukuluippoq,къабзэ́
602,sauber::A,ipeqanngilaq,къабзэ́
603,schmutzig::A,tapappoq,шӏо́и
604,schmutzig::A,minguppoq,шӏо́и
605,roh::A,aapavoq,мыжъо́
606,reif::A,qaarulerpoq,чъэпхъыгъ
607,süß::A,tungusunnippoq,ӏэшӏу
608,bitter::A,qasilippoq,дыджы́
609,hell::A,qaamavoq,нэфын
610,dunkel::A,qernerpoq,мэзэхэ
611,schwarz::A,qernerpoq,шӏуцӏэ
612,weiß::A,qaqorpoq,фыжьы́
613,rot::A,aappaluppoq,плъыжьы́
614,gelb::A,sungaarpoq,гъожьы́
615,blau::A,tungujorpoq,шхъуантӏэ
616,grün::A,qorsooqqippoq,шхъуантӏэ
617,grau::A,qaserpoq,шхъо
618,billig::A,akikippoq,пыут
619,wertvoll::A,erlinnarpoq,пкӏэ зиӏ
620,wertvoll::A,erlinnarpoq,уасэ́ зыфа́шӏ
621,blind::A,tappiippoq,нэшъу́
622,blind::A,isigisaqanngilaq,нэшъу́
623,taub::A,tusilarpoq,дэгу
624,kräftig::A,pissaq,лъэ́ш
625,kräftig::A,pissarsuaq,лъэ́ш
626,stark::A,sanngivoq,лъэ́ш
627,schwach::A,nakuippoq,хъыбэй
628,fett::A,pualavoq,пщэры́
629,schlank::A,tuappoq,ищыгъэ
630,hübsch::A,aatsialaq,дахэ́
631,böse::A,ajorpoq,ябгэ
632,dumm::A,taqajak,делэ
633,dumm::A,sikkilluppoq,делэ
634,dumm::A,qaatusimasaqanngilaq,делэ
635,faul::A,eqiasuppoq,шъхьахы́нэ
