,Concept_ID,ru,ar
87,Wetter::N,погода,طقس
88,Nebel::N,туман,ضباب
89,Wolke::N,облако,غيمة
90,Wolke::N,облако,سحابة
91,Regen::N,дождь,مطر
92,Schnee::N,снег,ثلج
93,Eis::N,лед,جليد
94,Frost::N,мороз,صقيع
95,Kälte::N,холод,برد
96,Hitze::N,жара,حر
97,Hitze::N,жара,حرارة
98,Raureif::N,иней,صقيع
99,Regenbogen::N,радуга,قوس قزح
100,Donner::N,гром,رعد
101,Strömung::N,течение,تيار
102,Tropfen::N,капля,قطرة
103,Schaum::N,пена,زبد
104,Schaum::N,пена,رغوة
105,Schmutz::N,грязь,وسخ
106,See::N,озеро,بحيرة
107,Sumpf::N,топь,مستنقع
108,Moor::N,болото,مستنقع
109,Wiese::N,луг,مرج
110,Wald::N,лес,غابة
111,Hügel::N,холм,تل
112,Anhöhe::N,возвышенность,تل
113,Berg::N,гора,جبل
114,Gipfel::N,вершина,قمة
115,Höhle::N,пещера,كهف
116,Abhang::N,склон,منحدر
117,Quelle::N,источник,منبع
118,Bach::N,ручей,مجرى
119,Fluss::N,река,نهر
120,Ufer::N,берег,ضفة
121,Küste::N,побережье,ساحل
122,Festland::N,суша,بر
123,Meer::N,море,بحر
124,Bucht::N,бухта,خليج
125,Insel::N,остров,جزيرة
126,Blume::N,цветок,زهرة
127,Gras::N,трава,حشيش
128,Wurzel::N,корень,أصل
129,Baum::N,дерево,شجرة
130,Stamm::N,ствол,جذع
131,Rinde::N,кора,قشرة
132,Ast::N,сук,فرع
133,Zweig::N,ветвь,غصن
134,Blatt::N,лист,ورقة
135,Birke::N,береза,قضبان
136,Kiefer[Baum]::N,сосна,صنوبرة
137,Weide[Baum]::N,ива,صفصاف
138,Tanne::N,ель,شوح
139,Tanne::N,ель,تبوب
140,Horn::N,рог,قرن
141,Feder::N,перо,ريشة
142,Fell::N,шкура,فرو
143,Flügel::N,крыло,جناح
144,Klaue::N,коготь,مخلب
145,Kralle::N,лапа,مخلب
146,Schwanz::N,хвост,ذيل
147,Ei::N,яйцо,بيض
148,Nest::N,гнездо,عش
149,Bau::N,нора,جحر
150,Tier::N,животное,حيوان
151,Herde::N,стадо,قطيع
152,Kuh::N,корова,بقرة
153,Bulle::N,бык,ثور
154,Pferd::N,лошадь,خيل
155,Schaf::N,овца,شاة
156,Schwein::N,свинья,خنزير
157,Hund::N,собака,كلب
158,Katze::N,кошка,قطة
159,Bär::N,медведь,دب
160,Eichhörnchen::N,белка,سنجاب
161,Elch::N,лось,موظ
162,Fuchs::N,лиса,ثعلب
163,Hase::N,заяц,أرنب
164,Maus::N,мышь,فأرة
165,Wolf::N,волк,ذئب
166,Vogel::N,птица,طير
167,Schwarm::N,стая,سرب
168,Huhn::N,курица,دجاجة
169,Hahn::N,петух,ديك
170,Gans::N,гусь,وزة
171,Adler::N,орел,نسر
172,Ente::N,утка,بطة
173,Eule::N,сова,بوم
174,Kranich::N,журавль,كركي
175,Krähe::N,ворона,غراب
176,Kuckuck::N,кукушка,وقواق
177,Schwan::N,лебедь,إوز عراقي
178,Fisch::N,рыба,سمك
179,Barsch::N,окунь,فرخ أوربي
180,Hecht::N,щука,سمك الكراكي
181,Schlange[Tier]::N,змея,حية
182,Schlange[Tier]::N,змея,ثعبان
183,Wurm::N,червяк,دودة
184,Spinne::N,паук,عنكبوت
185,Ameise::N,муравей,نملة
186,Laus::N,вошь,قملة
187,Mücke::N,комар,ناموسة
188,Fliege::N,муха,ذبابة
189,Schmetterling::N,бабочка,فراشة
190,Beere::N,ягода,حبة
191,Apfel::N,яблоко,تفاح
192,Pilz::N,гриб,فطر
193,Zwiebel::N,луковица,بصل
194,Saat::N,семя,زرع
195,Korn::N,зерно,حبة
196,Heu::N,сено,دريس
197,Schale::N,шелуха,قشرة
198,Grube::N,яма,نقرة
199,Falle::N,ловушка,فخ
200,Falle::N,ловушка,مصيدة
201,Schlinge::N,силок,عروة
202,Spur::N,след,أثر
203,Asche::N,зола,رماد
204,Asche::N,пепел,رماد
205,Dreck::N,грязь,قذر
206,Eisen::N,железо,حديد
207,Gold::N,золото,ذهب
208,Silber::N,серебро,فضة
209,Kohle::N,уголь,فحم
210,Glas::N,стекло,زجاج
211,Lehm::N,глина,طين
212,Sand::N,песок,رمل
213,Mensch::N,человек,إنسان
214,Mann::N,мужчина,رجل
215,Frau::N,женщина,امرأة
216,Kind::N,ребенок,طفل
217,Junge::N,мальчик,ولد
218,Mädchen::N,девочка,بنت
219,Familie::N,семья,عائلة
220,Großvater::N,дедушка,جد
221,Großmutter::N,бабушка,جدة
222,Eltern::N,родители,أبوان
223,Eltern::N,родители,والدان
224,Vater::N,отец,أب
225,Mutter::N,мать,أم
226,Sohn::N,сын,إبن
227,Tochter::N,дочь,بنت
228,Tochter::N,дочь,إبنة
229,Bruder::N,брат,أخ
230,Bruder::N,брат,شقيق
231,Schwester::N,сестра,أخت
232,Onkel::N,дядя,عم
233,Tante::N,тетя,عمة
234,Ehemann::N,муж,زوج
235,Ehefrau::N,жена,زوجة
236,Freude::N,радость,فرح
237,Freude::N,радость,سرور
238,Gelächter::N,смех,قهقهة
239,Glück::N,счастье,سعادة
240,Kummer::N,горе,غم
241,Wunsch::N,желание,منية
242,Lust::N,влечение,شهوة
243,Geist::N,дух,روح
244,Gedanke::N,мысль,فكرة
245,Gedächtnis::N,память,ذاكرة
246,Verstand::N,ум,عقل
247,Sinn::N,смысл,معنى
248,Grund::N,повод,سبب
249,Wahrheit::N,правда,حقيقة
250,Gespräch::N,беседа,محادثة
251,Märchen::N,сказка,خرافة
252,Erzählung::N,рассказ,قصة
253,Erzählung::N,рассказ,حكاية
254,Nachricht::N,сообщение,خبر
255,Neuigkeit::N,новость,خبر جديد
256,Name::N,имя,اسم
257,Rätsel::N,загадка,لغز
258,Rede::N,речь,خطبة
259,Sprache::N,язык,لغة
260,Stimme::N,голос,صوت
261,Wort::N,слово,كلمة
262,Zeichen::N,знак,رمز
263,Zeichen::N,знак,إشارة
264,Ruf::N,зов,نداء
265,Lärm::N,шум,صخب
266,Lärm::N,шум,ضجة
267,Laut::N,звук,صوت
268,Ton::N,звучание,نغمة
269,Lied::N,песня,أغنية
270,Ruhe::N,покой,هدوء
271,Leute::N,люди,ناس
272,Volk::N,народ,شعب
273,Arbeit::N,работа,عمل
274,Gast::N,гость,ضيف
275,Geschenk::N,подарок,هدية
276,Spiel::N,игра,لعب
277,Gesellschaft::N,общество,صحبة
278,Hilfe::N,помощь,عون
279,Hilfe::N,помощь,مساعدة
280,Freund::N,друг,صديق
281,Kamerad::N,приятель,زميل
282,Angelegenheit::N,дело,أمر
283,Angelegenheit::N,дело,شأن
284,Anzahl::N,количество,عدد
285,Art::N,вид,نوع
286,Stück::N,кусок,قطعة
287,Teil::N,часть,قسم
288,Hälfte::N,половина,نصف
289,Kreis::N,круг,دائرة
290,Kreuz::N,крест,صليب
291,Linie::N,линия,خط
292,Strich::N,черта,شرطة
293,Abstand::N,промежуток,مسافة
294,Entfernung::N,расстояние,بعد
295,Gegend::N,местность,ناحية
296,Platz::N,пространство,فراغ
297,Ort::N,место,مكان
298,Seite::N,сторона,جانب
299,Mitte::N,середина,وسط
300,Gegenstand::N,предмет,موضوع
301,Sache::N,вещь,شيء
302,Rand::N,край,حافة
303,Kante::N,ребро,حافة
304,Ecke::N,угол,ركن
305,Spitze::N,кончик,سن
306,Ende::N,конец,طرف
307,Loch::N,дыра,ثقب
308,Winkel::N,угол,زاوية
309,Muster::N,узор,عينة
310,Größe::N,размер,حجم
311,Länge::N,длина,طول
312,Höhe::N,высота,علو
313,Höhe::N,высота,ارتفاع
314,Gewicht::N,вес,وزن
315,Menge::N,количество,كمية
316,Haufen::N,куча,كوم
317,Reihe::N,ряд,صف
318,Boot::N,лодка,قارب
319,Boot::N,лодка,زورق
320,Ruder::N,весло,مجذاف
321,Schlitten::N,сани,مزلقة
322,Ski::N,лыжа,زلاجة
323,Lagerfeuer::N,костер,نار المخيم
324,Last::N,тяжесть,حمل
325,Gang::N,ход,مشية
326,Schritt::N,шаг,خطوة
327,Norden::N,север,شمال
328,Süden::N,юг,جنوب
329,Westen::N,запад,غرب
330,Osten::N,восток,شرق
331,Holz::N,древесина,خشب
332,Brett::N,доска,لوح
333,Platte::N,плита,صفيحة
334,Stütze::N,подпорка,سند
335,Stütze::N,подпорка,دعامة
336,Stange::N,жердь,عود
337,Stock::N,палка,عصا
338,Stab::N,шест,قضيب
339,Rohr::N,труба,أنبوبة
340,Haus::N,дом,دار
341,Haus::N,дом,بيت
342,Heim::N,дом,بيت
343,Heim::N,дом,مسكن
344,Ofen::N,печь,مدفأة
345,Fußboden::N,пол,أرضية
346,Tisch::N,стол,مائدة
347,Stuhl::N,стул,كرسي
348,Wiege::N,колыбель,مهد
349,Bett::N,постель,سرير
350,Regal::N,полка,رف
351,Kiste::N,ящик,صندوق
352,Fenster::N,окно,شباك
353,Fenster::N,окно,نافذة
354,Tür::N,дверь,باب
355,Tor::N,ворота,بوابة
356,Zaun::N,забор,سياج
357,Dach::N,крыша,سطح
358,Leiter::N,лестница,سلم
359,Besen::N,метла,مكنسة
360,Spaten::N,лопата,مسحاة
361,Schaufel::N,совок,مجرفة
362,Gabel::N,вилка,شوكة
363,Löffel::N,ложка,ملعقة
364,Messer::N,нож,سكين
365,Nagel::N,гвоздь,مسمار
366,Netz::N,сеть,شبكة
367,Haken::N,крюк,خطاف
368,Haken::N,крюк,صنارة
369,Griff::N,ручка,قبضة
370,Schloss::N,замок,قفل
371,Bild::N,картина,صورة
372,Figur::N,фигура,تمثال
373,Puppe::N,кукла,دمية
374,Beutel::N,мешок,كيس
375,Bündel::N,связка,ربطة
376,Tasche::N,сумка,شنطة
377,Tasche::N,сумка,محفظة
378,Eimer::N,ведро,سطل
379,Eimer::N,ведро,جردل
380,Deckel::N,крышка,سداد
381,Geschirr::N,посуда,أوان
382,Sack::N,мешок,زكيبة
383,Tasse::N,чашка,فنجان
384,Topf::N,кастрюля,قدر
385,Topf::N,кастрюля,طنجرة
386,Kessel::N,котел,قدر
387,Kessel::N,котел,غلاية
388,Essen::N,еда,طعام
389,Nahrung::N,пища,غذاء
390,Speise::N,блюдо,أكل
391,Speise::N,кушанье,أكل
392,Fleisch::N,мясо,لحم
393,Getreide::N,хлеб,حبوب
394,Brei::N,каша,عصيدة
395,Brot::N,хлеб,خبز
396,Scheibe::N,ломоть,شريحة
397,Fett::N,жир,سمن
398,Butter::N,масло,زبدة
399,Öl::N,масло,زيت
400,Salz::N,соль,ملح
401,Suppe::N,суп,حساء
402,Suppe::N,суп,شربة
403,Honig::N,мед,عسل
404,Milch::N,молоко,حليب
405,Tee::N,чай,شاي
406,Leder::N,кожа,جلد
407,Wolle::N,шерсть,صوف
408,Stoff::N,ткань,قماش
409,Nadel::N,игла,إبرة
410,Faden::N,нитка,خيط
411,Knopf::N,пуговица,زر
412,Knoten::N,узел,عقدة
413,Farbe::N,краска,صبغة
414,Kleidung::N,одежда,ملابس
415,Hemd::N,рубашка,قميص
416,Kragen::N,воротник,ياقة
417,Ärmel::N,рукав,كم
418,Hose::N,брюки,سروال
419,Hose::N,брюки,بنطلون
420,Gürtel::N,пояс,حزام
421,Mütze::N,шапка,طاقية
422,Schuh::N,ботинок,حذاء
423,Stiefel::N,сапог,جزمة
424,Stiefel::N,сапог,حذاء طويل
425,Ring::N,кольцо,حلقة
426,Band::N,лента,شريط
427,Kamm::N,расческа,مشط
428,Spiegel::N,зеркало,مرآة
429,Riemen::N,ремень,سير
430,Schnur::N,веревка,حبل
431,Schnur::N,веревка,دوبارة
432,Leine::N,поводок,قيد
433,Decke::N,одеяло,بطانية
434,Kissen::N,подушка,وسادة
435,Tuch::N,платок,منديل
436,Handtuch::N,полотенце,فوطة
437,Handtuch::N,полотенце,منشفة
438,Kraft::N,сила,قدرة
439,Stärke::N,крепость,قوة
440,Gesundheit::N,здоровье,صحة
441,Krankheit::N,болезнь,مرض
442,Schmerz::N,боль,ألم
443,Schmerz::N,боль,وجع
444,Wunde::N,рана,جرح
445,Fieber::N,лихорадка,حمى
446,Fieber::N,температура,حمى
447,Arznei::N,лекарство,دواء
448,Brücke::N,мост,جسر
449,Brunnen::N,колодец,بئر
450,Weide::N,пастбище,مرعى
451,Pfad::N,тропа,درب
452,Weg::N,путь,سكة
453,Weg::N,дорога,سكة
454,Straße::N,улица,طريق
455,Straße::N,дорога,طريق
456,Dorf::N,деревня,قرية
457,Stadt::N,город,مدينة
458,Brief::N,письмо,خطاب
459,Brief::N,письмо,مكتوب
460,Buch::N,книга,كتاب
461,Buchstabe::N,буква,حرف
462,Zeitung::N,газета,جريدة
463,Leben::N,жизнь,عيش
464,Leben::N,жизнь,حياة
465,Tod::N,смерть,موت
466,Tod::N,смерть,وفاة
467,Grab::N,могила,قبر
468,Kirche::N,церковь,كنيسة
469,Sünde::N,грех,خطيئة
470,Gott::N,бог,إله
471,Arbeiter::N,рабочий,عامل
472,Chef::N,начальник,رئيس
473,Meister::N,мастер,أسطى
474,Arzt::N,врач,طبيب
475,Lehrer::N,учитель,مدرس
476,Geld::N,деньги,نقود
477,Geschäft::N,занятие,صفقة
478,Laden::N,магазин,دكان
479,Preis::N,цена,سعر
480,Ware::N,товар,بضاعة
481,Nutzen::N,выгода,فائدة
482,Reichtum::N,богатство,غنى
483,Reichtum::N,богатство,ثروة
484,Welt::N,мир,عالم
485,Welt::N,мир,دنيا
486,Land::N,страна,بلد
487,Staat::N,государство,دولة
488,König::N,король,ملك
489,Macht::N,власть,سلطة
490,Grenze::N,граница,حدود
491,Krieg::N,война,حرب
492,Feind::N,враг,عدو
493,Gewalt::N,насилие,عنف
494,Kampf::N,борьба,قتال
495,Bogen[Waffe]::N,лук,قوس
496,Pfeil::N,стрела,سهم
497,Gewehr::N,ружье,بندقية
498,Fehler::N,ошибка,خطأ
499,Lüge::N,ложь,كذب
500,Schaden::N,вред,تلف
501,Unglück::N,беда,نحس
502,Schuld::N,вина,ذنب
503,Alter::N,возраст,سن
504,Alter::N,возраст,عمر
505,Schluss::N,окончание,ختام
506,Schluss::N,окончание,نهاية
507,Zeit::N,время,وقت
508,Tag::N,день,يوم
509,Morgen::N,утро,صباح
510,Mittag::N,полдень,ظهر
511,Abend::N,вечер,مساء
512,Nacht::N,ночь,ليلة
513,Woche::N,неделя,أسبوع
514,Monat::N,месяц,شهر
515,Jahr::N,год,عام
516,Jahr::N,год,سنة
517,Frühling::N,весна,ربيع
518,Sommer::N,лето,صيف
519,Herbst::N,осень,خريف
520,Winter::N,зима,شتاء
521,Januar::N,январь,يناير
522,Januar::N,январь,كانون الثاني
523,Februar::N,февраль,شباط
524,Februar::N,февраль,فبراير
525,März::N,март,آذار
526,März::N,март,مارس
527,April::N,апрель,نيسان
528,Mai::N,май,مايو
529,Juni::N,июнь,يونيو
530,Juni::N,июнь,حزيران
531,Juli::N,июль,تموز
532,Juli::N,июль,يوليو
533,August::N,август,آب
534,August::N,август,أغسطس
535,September::N,сентябрь,أيلول
536,September::N,сентябрь,سبتمبر
537,Oktober::N,октябрь,أكتوبر
538,Oktober::N,октябрь,تشرين الأول
539,November::N,ноябрь,نوفمبر
540,November::N,ноябрь,تشرين الثاني
541,Dezember::N,декабрь,ديسمبر
542,Dezember::N,декабрь,كانون الأول
543,Montag::N,понедельник,يوم الاثنين
544,Dienstag::N,вторник,يوم الثلاثاء
545,Mittwoch::N,среда,يوم الأربعاء
546,Donnerstag::N,четверг,يوم الخميس
547,Freitag::N,пятница,يوم الجمعة
548,Samstag::N,суббота,يوم السبت
549,Sonntag::N,воскресенье,يوم الأحد
550,groß::A,большой,كبير
551,klein::A,маленький,صغير
552,lang::A,длинный,طويل
553,kurz::A,короткий,قصير
554,breit::A,широкий,واسع
555,schmal::A,узкий,ضيق
556,dicht::A,густой,كث
557,dicht::A,густой,كثيف
558,dick[Gegenstand]::A,толстый,غليظ
559,dünn::A,тонкий,رفيع
560,fein::A,тонкий,رقيق
561,fest::A,крепкий,متين
562,flach::A,плоский,سهل
563,flach::A,плоский,منبسط
564,glatt::A,гладкий,ناعم
565,hart::A,твердый,صلب
566,hart::A,твердый,جامد
567,weich::A,мягкий,لين
568,rund::A,круглый,مستدير
569,spitz::A,остроконечный,مدبب
570,scharf::A,острый,حاد
571,stumpf::A,тупой,ثالم
572,schwer::A,тяжелый,ثقيل
573,schön::A,красивый,جميل
574,heiß::A,жаркий,حار
575,heiß::A,жаркий,ساخن
576,warm::A,теплый,دافئ
577,kalt::A,холодный,بارد
578,kühl::A,прохладный,قر
579,frisch::A,свежий,طازج
580,feucht::A,влажный,رطب
581,nass::A,мокрый,مبلول
582,trocken::A,сухой,جاف
583,voll::A,полный,ملء
584,voll::A,наполненный,ملء
585,leer::A,пустой,خال
586,leer::A,пустой,فارغ
587,offen::A,открытый,مفتوح
588,geschlossen::A,закрытый,مغلق
589,sauber::A,чистый,نظيف
590,schmutzig::A,грязный,قذر
591,roh::A,сырой,نيء
592,reif::A,зрелый,ناضج
593,lecker::A,вкусный,لذيذ
594,süß::A,сладкий,حلو
595,bitter::A,горький,مر
596,sauer::A,кислый,حامض
597,hell::A,светлый,نير
598,dunkel::A,темный,مظلم
599,schwarz::A,черный,أسود
600,weiß::A,белый,أبيض
601,rot::A,красный,أحمر
602,gelb::A,желтый,أصفر
603,blau::A,синий,أزرق
604,grün::A,зеленый,أخضر
605,grau::A,серый,رمادي
606,bunt::A,пестрый,ملوب
607,billig::A,дешевый,رخيص
608,teuer::A,дорогой,غال
609,wertvoll::A,ценный,ثمين
610,blind::A,слепой,أعمى
611,taub::A,глухой,أصم
612,taub::A,глухой,أطرش
613,kräftig::A,могучий,قوي
614,stark::A,сильный,قوي
615,schwach::A,слабый,ضعيف
616,fett::A,жирный,سمين
617,schlank::A,стройный,أهيف
618,hübsch::A,прелестный,جميل
619,böse::A,злой,رديء
620,dumm::A,глупый,أبله
621,dumm::A,глупый,أحمق
622,faul::A,ленивый,كسلان
623,fleißig::A,прилежный,مجتهد
624,geizig::A,жадный,بخيل
625,klug::A,умный,ذكي
626,klug::A,умный,عاقل
627,geschickt::A,искусный,ماهر
628,lieb::A,милый,عزيز
629,lustig::A,веселый,مرح
630,sanft::A,нежный,حليم
631,hungrig::A,голодный,جائع
632,krank::A,больной,مريض
633,nackt::A,голый,عار
634,traurig::A,грустный,حزين
635,lebendig::A,живой,حي
636,gut::A,хороший,جيد
637,schlecht::A,плохой,سيء
638,richtig::A,правильный,صحيح
639,schlimm::A,отвратительный,خبيث
640,schlimm::A,мерзкий,خبيث
641,wahr::A,настоящий,حق
642,alt::A,старый,قديم
643,neu::A,новый,جديد
644,ehemalig::A,бывший,سابق
645,alt[Lebewesen]::A,пожилой,مسن
646,jung::A,молодой,شاب
647,jung::A,молодой,صغير
648,arm::A,бедный,فقير
649,reich::A,богатый,غني
650,bekannt::A,знакомый,معلوم
651,berühmt::A,знаменитый,مشهور
652,fremd::A,чужой,أجنبي
653,verschieden::A,разный,مختلف
654,nah::A,близкий,قريب
655,fern::A,далекий,بعيد
656,linker::A,левый,يسار
657,rechter::A,правый,يمين
658,anderer::A,другой,آخر
659,erster::A,первый,أول
660,zweiter::A,второй,ثان
661,dritter::A,третий,ثالث
662,letzter::A,последний,أخير
663,allein::ADV,один,وحده
664,auf einmal::ADV,сразу,بالمرة
665,zusammen::ADV,вместе,معا
666,lange::ADV,долго,مدة طويلة
667,plötzlich::ADV,вдруг,فجأة
668,sofort::ADV,тотчас,حالا
669,sofort::ADV,тотчас,فورا
670,später::ADV,позже,فيما بعد
671,jetzt::ADV,сейчас,الآن
672,jetzt::ADV,сейчас,حاليا
673,heute::ADV,сегодня,اليوم
674,morgen::ADV,завтра,غدا
675,bald::ADV,скоро,قريبا
676,dann::ADV,потом,ثم
677,gestern::ADV,вчера,أمس
678,gestern::ADV,вчера,البارحة
679,einst::ADV,однажды,قديما
680,damals::ADV,тогда,حينئذ
681,danach::ADV,затем,ثم
682,danach::ADV,затем,بعد ذلك
683,vorher::ADV,раньше,من قبل
684,vorher::ADV,раньше,قبل ذلك
685,zuerst::ADV,сперва,أولا
686,einmal::ADV,раз,مرة
687,manchmal::ADV,иногда,أحيانا
688,oft::ADV,часто,كثيرا
689,immer::ADV,всегда,دائما
690,niemals::ADV,никогда,لا أبدا
691,hier::ADV,здесь,هنا
692,hierhin::ADV,сюда,إلى هنا
693,von hier::ADV,отсюда,من هنا
694,dort::ADV,там,هناك
695,dorthin::ADV,туда,إلى هناك
696,geradeaus::ADV,прямо,إلى الأمام
697,vorwärts::ADV,вперед,إلى الأمام
698,rückwärts::ADV,назад,إلى الوراء
699,zurück::ADV,обратно,عودا
700,zurück::ADV,обратно,إلى الخلف
701,unten::ADV,внизу,تحت
702,unten::ADV,внизу,في الأسفل
703,hinab::ADV,вниз,إلى تحت
704,oben::ADV,наверху,فوق
705,oben::ADV,наверху,في الأعلى
706,hinauf::ADV,вверх,إلى فوق
707,hinauf::ADV,вверх,إلى الأعلى
708,überall::ADV,везде,في كل مكان
709,nicht::ADV,не,لا
710,nicht::ADV,не,لم
711,ein wenig::ADV,немного,قليلا
712,kaum::ADV,едва,كاد لا
713,sehr::ADV,очень,جدا
714,sehr::ADV,очень,كثيرا
715,so::ADV,так,كذا
716,so::ADV,так,كذلك
717,noch::ADV,еще,ما زال
718,nur::ADV,только,فقط
719,schon::ADV,уже,قد
720,wieder::ADV,опять,من جديد
721,wieder::ADV,опять,مرة أخرى
722,vergebens::ADV,напрасно,عبثا
723,vor::PRP,перед,أمام
724,hinter::PRP,за,خلف
725,hinter::PRP,за,وراء
726,hinter::PRP,позади,خلف
727,hinter::PRP,позади,وراء
728,unter::PRP,под,تحت
729,durch::PRP,сквозь,عبر
730,durch::PRP,сквозь,خلال
731,neben::PRP,возле,جنب
732,neben::PRP,возле,بجانب
733,zwischen::PRP,между,بين
734,wegen::PRP,из-за,بسبب
735,dies::PRN,это,هذا
736,das::PRN,то,ذلك
737,alles::PRN,все,الكل
738,ich::PRN,я,أنا
739,du::PRN,ты,أنت
740,er::PRN,он,هو
741,wir::PRN,мы,نحن
742,ihr::PRN,вы,أنتم
743,ihr::PRN,вы,أنتن
744,sie::PRN,они,هم
745,sie::PRN,они,هن
746,was::FPRN,что,ما
747,wer::FPRN,кто,من
748,wo::FADV,где,أين
749,wohin::FADV,куда,إلى أين
750,wie::FADV,как,كيف
751,warum::FADV,почему,لماذا
752,wieviel::FNUM,сколько,كم
753,eins::NUM,один,واحد
754,zwei::NUM,два,اثنين
755,drei::NUM,три,ثلاثة
756,vier::NUM,четыре,أربعة
757,fünf::NUM,пять,خمسة
758,sechs::NUM,шесть,ستة
759,sieben::NUM,семь,سبعة
760,acht::NUM,восемь,ثمانية
761,neun::NUM,девять,تسعة
762,zehn::NUM,десять,عشرة
763,elf::NUM,одиннадцать,أحد عشر
764,zwölf::NUM,двенадцать,اثنا عشر
765,zwanzig::NUM,двадцать,عشرون
766,dreißig::NUM,тридцать,ثلاثون
767,vierzig::NUM,сорок,أربعون
768,fünfzig::NUM,пятьдесят,خمسون
769,sechzig::NUM,шестьдесят,ستون
770,siebzig::NUM,семьдесят,سبعون
771,achtzig::NUM,восемьдесят,ثمانون
772,neunzig::NUM,девяносто,تسعون
773,hundert::NUM,сто,مئة
774,tausend::NUM,тысяча,ألف
775,und::CNJ,и,و
776,oder::CNJ,или,أو
777,oder::CNJ,либо,أو
778,stehen::V,стоять,وقف
779,sitzen::V,сидеть,جلس
780,liegen::V,лежать,رقد
781,hängen::V,висеть,تعلق
782,werden::V,стать,صار
783,werden::V,стать,أصبح
784,passieren::V,случиться,حدث
785,beginnen::V,начаться,ابتدأ
786,enden::V,кончиться,انتهى
787,wechseln::V,меняться,تغير
788,aufgehen[Sonne]::V,взойти,شرق
789,untergehen[Sonne]::V,зайти,غرب
790,scheinen[Sonne]::V,светить,أضاء
791,donnern::V,греметь,رعد
792,wehen::V,дуть,هب
793,strömen::V,литься,جرى
794,fließen::V,течь,سال
795,sich drehen::V,вращаться,دار
796,schwanken::V,колебаться,ترنح
797,schwingen::V,качаться,ترجح
798,fallen::V,падать,سقط
799,brennen::V,гореть,احترق
800,rauchen::V,дымить,دخن
801,regnen::V,дождить,أمطر
802,gefrieren::V,замерзнуть,تجمد
803,tauen::V,таять,ذاب
804,schmelzen::V,плавиться,ذاب
805,trocknen::V,сохнуть,نشف
806,sieden::V,кипеть,غلى
807,faulen::V,гнить,فسد
808,verfaulen::V,сгнить,تعفن
809,reißen::V,рваться,انقطع
810,versinken::V,тонуть,غرق
811,vergehen::V,проходить,مضى
812,erscheinen::V,появиться,لاح
813,erscheinen::V,появиться,ظهر
814,verschwinden::V,исчезнуть,غاب
815,sinken::V,спадать,هبط
816,abnehmen::V,уменьшиться,نقص
