,Concept_ID,kv,vep
298,Kamerad::N,тӧдса,sebranik
299,Angelegenheit::N,дело,azj
300,Anzahl::N,лыд,lugu
301,Art::N,пӧлӧс,rod
302,Art::N,пӧлӧс,rodsugu
303,Stück::N,тор,pala
304,Stück::N,тор,supal
305,Teil::N,юкӧм,pala
306,Hälfte::N,джын,pol'
307,Kreis::N,круг,ümbruz
308,Kreis::N,круг,kehkruz
309,Kreuz::N,перна,rist
310,Linie::N,визь,pird
311,Strich::N,кырӧв,pird
312,Abstand::N,колас,keskust
313,Entfernung::N,ылына,matk
314,Gegend::N,места,taho
315,Platz::N,места,avaruz'
316,Ort::N,места,koht
317,Seite::N,ладор,pol'
318,Seite::N,ладор,kül'g
319,Mitte::N,шӧр,kesk
320,Gegenstand::N,тор,kalu
321,Sache::N,тор,azj
322,Rand::N,дор,röun
323,Kante::N,ордлы,röun
324,Ecke::N,пельӧс,saum
325,Spitze::N,йыв,agjaine
326,Ende::N,йыв,agj
327,Loch::N,осьта,reig
328,Winkel::N,пельӧс,čoga
329,Winkel::N,пельӧс,saum
330,Muster::N,сер,kirjam
331,Größe::N,ыжда,suruz'
332,Länge::N,кузя,piduz
333,Höhe::N,сувда,korktuz'
334,Höhe::N,вылына,korktuz'
335,Gewicht::N,сьӧкта,jügu
336,Gewicht::N,сьӧкта,vedäduz
337,Haufen::N,куча,kogo
338,Reihe::N,лёдз,rivi
339,Boot::N,пыж,veneh
340,Ruder::N,пелыс,air
341,Schlitten::N,додь,regi
342,Schlitten::N,додь,regut
343,Ski::N,лямпа,suks'
344,Lagerfeuer::N,бипур,nodj
345,Lagerfeuer::N,бипур,pažag
346,Last::N,тягота,jüguz
347,Gang::N,мунӧм,astund
348,Schritt::N,вожмӧв,hašk
349,Norden::N,ой,pohjoine
350,Süden::N,лун,suvi
351,Westen::N,рытвыв,päivlaskm
352,Osten::N,асыв,päivnouzm
353,Holz::N,пу,pu
354,Brett::N,пӧв,laud
355,Platte::N,плита,keitim
356,Stütze::N,пика,tugi
357,Stange::N,зор,arz'
358,Stange::N,потш,arz'
359,Stock::N,бедь,kalu
360,Stab::N,шест,seibaz
361,Rohr::N,труба,torv
362,Haus::N,керку,pert'
363,Heim::N,керку,kodi
364,Ofen::N,пӧжавны,päč
365,Fußboden::N,джодж,lava
366,Tisch::N,пызан,laud
367,Tisch::N,пызан,stal'c
368,Stuhl::N,стул,ištim
369,Wiege::N,зыбка,kätte
370,Bett::N,кровать,sija
371,Bett::N,кровать,magaduzsija
372,Regal::N,джадж,palič
373,Kiste::N,ящик,mülütim
374,Fenster::N,ӧшын,ikun
375,Tür::N,ыбӧс,uks'
376,Tor::N,ворота,verai
377,Zaun::N,забор,aid
378,Dach::N,крыша,katuz
379,Leiter::N,лиснич,pordhad
380,Besen::N,рос,lud
381,Besen::N,рос,vast
382,Spaten::N,зыр,labid
383,Schaufel::N,зыр,labid
384,Gabel::N,вила,hangoine
385,Löffel::N,пань,luzik
386,Messer::N,пурт,veič
387,Nagel::N,кӧрттув,nagl
388,Netz::N,кыйӧт,verk
389,Haken::N,ем,kouk
390,Griff::N,пу,kägä
391,Griff::N,пу,varz'
392,Schloss::N,замок,lukkol
393,Bild::N,картина,kuva
394,Figur::N,мыгӧр,figur
395,Puppe::N,акань,tätüine
396,Beutel::N,мешӧк,havad
397,Bündel::N,нин,toppaz
398,Bündel::N,нин,käč
399,Tasche::N,сумка,sumk
400,Eimer::N,ведра,vädr
401,Deckel::N,вевт,katuz
402,Geschirr::N,доз,astii
403,Geschirr::N,бекӧрпань,astii
404,Sack::N,мешӧк,havad
405,Tasse::N,бекӧр,čašk
406,Topf::N,кастрюля,pada
407,Kessel::N,пӧрт,katil
408,Essen::N,сёйӧм,sönd
409,Nahrung::N,вердан,söm
410,Speise::N,сёян,sömine
411,Fleisch::N,яй,liha
412,Getreide::N,сю,vill'
413,Brei::N,каша,pudr
414,Brot::N,нянь,leib
415,Scheibe::N,шӧрӧм,bibaleh
416,Scheibe::N,шӧрӧм,šlik
417,Fett::N,гос,razv
418,Butter::N,ви,voi
419,Öl::N,ви,voi
420,Salz::N,сов,sol
421,Suppe::N,шыд,lem'
422,Suppe::N,шыд,keitoz
423,Honig::N,ма,mezi
424,Milch::N,йӧв,maid
425,Tee::N,чай,čai
426,Leder::N,кучик,nahk
427,Wolle::N,гӧн,vill
428,Stoff::N,дӧра,kangaz
429,Nadel::N,ем,negl
430,Faden::N,сунис,nit'
431,Knopf::N,кизь,nübl'
432,Knoten::N,узӧв,sol'm
433,Knoten::N,гӧрӧд,sol'm
434,Farbe::N,краска,muju
435,Kleidung::N,паськӧм,sobad
436,Hemd::N,йӧрнӧс,paid
437,Kragen::N,воротник,kagluz
438,Ärmel::N,сос,hijam
439,Hose::N,вешьян,štanad
440,Gürtel::N,йи,vö
441,Mütze::N,шапка,šapuk
442,Schuh::N,ботинки,keng'
443,Stiefel::N,сапог,sapug
444,Ring::N,чунькытш,rengaz
445,Band::N,ленточка,lentaine
446,Kamm::N,сынан,suga
447,Spiegel::N,зеркало,zerkol
448,Riemen::N,ремень,vö
449,Schnur::N,гез,nor
450,Leine::N,повод,talutimnor
451,Decke::N,одеяло,sijakatuz
452,Kissen::N,подушка,pöluz
453,Tuch::N,чышьян,paik
454,Handtuch::N,чышкӧт,käzipaik
455,Kraft::N,прак,vägi
456,Stärke::N,вын,vahvuz'
457,Gesundheit::N,здоровье,tervhuz
458,Krankheit::N,шог,läžund
459,Schmerz::N,зубыт,kibu
460,Wunde::N,рана,čapatez
461,Fieber::N,лёк тресся,säru
462,Fieber::N,кынтан шогӧт,säru
463,Arznei::N,лекарство,zel'l'
464,Brücke::N,пос,sild
465,Brunnen::N,колодец ,kaiv
466,Weide::N,пода йирсян,omaluine
467,Pfad::N,туй,tehut
468,Weg::N,туй,te
469,Straße::N,туй,te
470,Dorf::N,деревня,külä
471,Stadt::N,город,lidn
472,Brief::N,гижӧт,kirjeine
473,Buch::N,книга,kirj
474,Buchstabe::N,буква,kirjam
475,Zeitung::N,газета,lehtez
476,Leben::N,олан,elo
477,Tod::N,кулӧм,surm
478,Grab::N,гу,kaum
479,Kirche::N,вичку,jumalanpert'
480,Sünde::N,грек,grähk
481,Gott::N,ен,jumal
482,Arbeiter::N,уджалiсь,radnik
483,Chef::N,начальник,pämez'
484,Meister::N,мастер,mastar
485,Arzt::N,врач,lekar'
486,Lehrer::N,велӧтісь,opendai
487,Geld::N,деньга,rahad
488,Geschäft::N,удж,biznes
489,Laden::N,магазин,lauk
490,Preis::N,дон,arv
491,Ware::N,товар,tavar
492,Nutzen::N,путь,liža
493,Reichtum::N,богатство,kodielo
494,Reichtum::N,богатство,kal'huz'
495,Welt::N,му,mail'm
496,Land::N,страна,ma
497,Staat::N,государство,valdkund
498,König::N,кан,kunigaz
499,Macht::N,власть,vald
500,Grenze::N,граница,röun
501,Krieg::N,война,soda
502,Feind::N,враг,vihanik
503,Feind::N,враг,vastustai
504,Kampf::N,нярасьӧм,tora
505,Kampf::N,вермасьӧм,tora
506,Bogen[Waffe]::N,лук,taug
507,Pfeil::N,ньӧв,nol
508,Gewehr::N,ружьё,oružj
509,Fehler::N,ошибка,viga
510,Lüge::N,ылӧтӧм,kelastuz
511,Lüge::N,пӧрьялӧм,kelastuz
512,Schaden::N,лёк,pahuz'
513,Unglück::N,пик,bed
514,Unglück::N,пик,gor'a
515,Unglück::N,оказзё,bed
516,Unglück::N,оказзё,gor'a
517,Schuld::N,вина,värhuz'
518,Schluss::N,ком,lop
519,Zeit::N,кад,aig
520,Tag::N,лун,päiv
521,Morgen::N,асыв,homendez
522,Mittag::N,луншӧр кад,keskpäiv
523,Abend::N,рыт,eht
524,Nacht::N,ой,ö
525,Woche::N,неделя,nedal'
526,Monat::N,тӧлicь,ku
527,Jahr::N,год,voz'
528,Frühling::N,тулыс,keväz'
529,Sommer::N,гожум,keza
530,Herbst::N,ар,sügüz'
531,Winter::N,тӧв,tal'v
532,Januar::N,январ,viluku
533,Februar::N,февраль,uhoku
534,März::N,март,keväz'ku
535,April::N,апрель,sulaku
536,Mai::N,май,semendku
537,Juni::N,юнь,kezaku
538,Juli::N,юль,heinku
539,August::N,август,eloku
540,September::N,сентяб,sügüz'ku
541,Oktober::N,октяб,reduku
542,November::N,нояб,kül'mku
543,Dezember::N,декаб,tal'vku
544,Montag::N,вильлун,ezmärg
545,Dienstag::N,мӧдӧдзлун,tožnarg
546,Mittwoch::N,шӧрлун,koumanz'päiv
547,Donnerstag::N,нёльӧдзлун,nellänz'päiv
548,Freitag::N,витӧдзлун,pätnič
549,Freitag::N,витӧдзлун,videnz'päiv
550,Samstag::N,пывсянлун,sobat
551,Sonntag::N,кресення,pühäpäiv
552,groß::A,ыджыт,sur'
553,groß::A,ыджыт,järed
554,klein::A,учӧтик,pen'
555,klein::A,учӧтик,pičuine
556,lang::A,кузь,pit'k
557,kurz::A,дженыт,lühüd
558,breit::A,ота,leved
559,schmal::A,векнит,kaid
560,dicht::A,тшӧк,tihed
561,dick[Gegenstand]::A,кыз,paks
562,dünn::A,вӧснит,hoik
563,fein::A,вӧснит,hen
564,fest::A,крепыт,luja
565,fest::A,крепыт,ninev
566,flach::A,лапкӧса,lapak
567,glatt::A,волькыт,siled
568,hart::A,чӧрыт,kova
569,weich::A,небыт,pehmed
570,rund::A,гӧгрӧса,kehker
571,spitz::A,ёся,nügu
572,spitz::A,ёся,terav
573,scharf::A,лэчыт,terav
574,stumpf::A,ныж,tül'c
575,schwer::A,сьӧкыт,jüged
576,schön::A,басӧк,čoma
577,heiß::A,жар,räk
578,warm::A,шоныт,läm'
579,kalt::A,кӧдзыт,vilu
580,kühl::A,сайкыт,raibak
581,kühl::A,сайкыт,viluhk
582,frisch::A,виль,lahed
583,feucht::A,вакодь,neps
584,feucht::A,вакодь,toreh
585,nass::A,ва,märg
586,trocken::A,кӧс,kuiv
587,voll::A,тыра,täuz'
588,leer::A,тыртӧм,joudai
589,offen::A,оссьӧм,avoin
590,offen::A,оссьӧм,avol'jaine
591,geschlossen::A,игана,saubaline
592,geschlossen::A,пӧдана,saubaline
593,sauber::A,сӧдз,puhtaz
594,sauber::A,сӧстӧм,puhtaz
595,schmutzig::A,нятьӧсь,redukaz
596,roh::A,путӧм,rohk
597,roh::A,путӧм,toreh
598,reif::A,кисьмалӧм,küps
599,lecker::A,кӧра ,magukaz
600,süß::A,чӧскыт,maged
601,bitter::A,курыт,karged
602,sauer::A,шӧма ,muiged
603,hell::A,югыт,kirkas
604,hell::A,югыт,valgei
605,dunkel::A,пемыт,pimed
606,schwarz::A,сьӧд,must
607,weiß::A,чочком,vauged
608,rot::A,гӧрд,rusked
609,gelb::A,веж,pakuine
610,blau::A,лӧз,sinine
611,grün::A,веж,vihand
612,grau::A,руд,hahk
613,grau::A,бусӧй,hahk
614,bunt::A,быдрӧма,kirjav
615,billig::A,донтӧм,odav
616,teuer::A,дона,kalliž
617,wertvoll::A,дона,arvokas
618,blind::A,синтӧм,soged
619,taub::A,пельтӧм,kurdiž
620,kräftig::A,вына,vägev
621,stark::A,вына,vahv
622,stark::A,вына,vägekaz
623,schwach::A,некодя,väll'
624,fett::A,госа,razvakaz
625,schlank::A,статя,kapos
626,hübsch::A,басӧк,čoma
627,böse::A,лёк,äred
628,böse::A,лёк,käred
629,dumm::A,бӧбӧв,el'getoi
630,dumm::A,вежӧртӧм,el'getoi
631,faul::A,дыш,lašk
632,fleißig::A,уджалicь,radonnavedii
633,geizig::A,жикмӧра,ažlak
634,geizig::A,горшаліcь,ažlak
635,klug::A,авья,melev
636,klug::A,авья,melekaz
637,klug::A,вежӧра,melev
638,klug::A,вежӧра,melekaz
639,geschickt::A,кипода,mahtokaz
640,lieb::A,муса,izo
641,lieb::A,муса,sula
642,lieb::A,дзулиньӧй,izo
643,lieb::A,дзулиньӧй,sula
644,lustig::A,гажа,ilokaz
645,sanft::A,лебезнӧй,laskav
646,hungrig::A,тшыг,näl'ghine
647,krank::A,шогалiсь,läžui
648,nackt::A,куш,alastoi
649,traurig::A,жугыль,opalahine
650,lebendig::A,ловья,eläb
651,gut::A,бур,hüvä
652,schlecht::A,умӧль,huba
653,schlimm::A,нештӧм,paha
654,alt::A,важ,vanh
655,neu::A,виль,uz'
656,ehemalig::A,вӧвлӧм,edeline
657,alt[Lebewesen]::A,года,ravaz
658,alt[Lebewesen]::A,годдэза,ravaz
659,jung::A,том,nor'
660,arm::A,гов,gol'l'
661,arm::A,беднӧй,gol'l'
662,reich::A,эма,elokaz
663,bekannt::A,тӧдса,tutab
664,fremd::A,чужӧй,veraz
665,verschieden::A,быдкодь,erazvuitte
666,nah::A,матiсь,läheline
667,fern::A,ылicь,edahaine
668,linker::A,шульга,hura
669,rechter::A,веськытланись,oiged
670,anderer::A,мукӧд,toine
671,erster::A,медодзза,ezmäine
672,zweiter::A,кыкӧт,toine
673,dritter::A,куимӧт,koumanz'
674,dritter::A,куимӧдз,koumanz'
675,letzter::A,бӧрья,jäl'gmäine
676,letzter::A,мёдбӧрья,jäl'gmäine
677,auf einmal::ADV,тшӧтш,ühten aigan
678,zusammen::ADV,ӧтлаын,ühtes
679,lange::ADV,дыр,hätken
680,plötzlich::ADV,друг,äkkid
681,sofort::ADV,тшӧтш,kerdalaz
682,später::ADV,медбӧрын,möhemba
683,jetzt::ADV,ӧні,nügüd'
684,heute::ADV,талун,tämbei
685,morgen::ADV,ашын,homen
686,bald::ADV,чожа,pigai
687,dann::ADV,сыбӧрын,sid'
688,gestern::ADV,тӧн,eglai
689,einst::ADV,ӧтпыр,ende
690,einst::ADV,ӧтпыр,kerdan
691,damals::ADV,сэк,siloi
692,damals::ADV,сэки,siloi
693,danach::ADV,сэсся,sid'
694,vorher::ADV,одзжык,ende
695,zuerst::ADV,наперво,ezmäi
696,einmal::ADV,ӧтпыр,kerdan
697,manchmal::ADV,мукӧдпыр,erašti
698,oft::ADV,-лы-,paksus
699,immer::ADV,быдпыр,kaiken
700,immer::ADV,быдпырся,kaiken
701,niemals::ADV,некӧр,ei nikonz
702,hier::ADV,татӧн,täs
703,hier::ADV,татӧн,tägä
704,hierhin::ADV,татчӧ,tänna
705,von hier::ADV,тасянь,täspäi
706,von hier::ADV,тасянь,sid'päi
707,dort::ADV,сэтӧн,sigä
708,dorthin::ADV,сэтчин,sinna
709,dorthin::ADV,сэтчин,nakkale
710,geradeaus::ADV,веськыта,kohtha
711,vorwärts::ADV,одзӧ,edehe
712,rückwärts::ADV,бӧр,sel'gin
713,zurück::ADV,бӧр,tagaze
714,unten::ADV,увтын,alahan
715,hinab::ADV,увтас,alaz
716,hinab::ADV,увтас,alahaks
717,oben::ADV,вевдӧрас,ülähän
718,hinauf::ADV,вывлань,ülez
719,hinauf::ADV,вывлань,ülähäks
720,hinauf::ADV,вывланьӧ,ülez
721,hinauf::ADV,вывланьӧ,ülähäks
722,überall::ADV,быдлан,kaikjal
723,nicht::ADV,ог,ei
724,ein wenig::ADV,-ышт,vähän
725,ein wenig::ADV,невна,vähän
726,kaum::ADV,ӧдва,habi
727,sehr::ADV,вывтi,lujas
728,so::ADV,сiдз,muga
729,so::ADV,сiдз,ninga
730,noch::ADV,эшӧ,völ
731,nur::ADV,только,järg
732,nur::ADV,только,vaiše
733,schon::ADV,ни,jo
734,wieder::ADV,бӧра,möst
735,vergebens::ADV,весись,uhtei
736,vor::PRP,одзас,edes
737,hinter::PRP,бӧрӧ,taga
738,unter::PRP,увтын,al
739,durch::PRP,пыр,läbi
740,durch::PRP,пыр,kal't
741,neben::PRP,бокам,rindal
742,neben::PRP,боксиным,rindal
743,zwischen::PRP,коласас,keskes
744,wegen::PRP,понда,tagut
745,dies::PRN,эта,nece
746,das::PRN,сiя,se
747,alles::PRN,быдӧс,kaik
748,ich::PRN,ме,minä
749,du::PRN,тэ,sinä
750,er::PRN,сiя,hän
751,wir::PRN,мийӧ,mö
752,ihr::PRN,ті,tö
753,sie::PRN,нія,hö
754,was::FPRN,мый,mi
755,wer::FPRN,кин,ken
756,wo::FADV,кытӧн,kus
757,wohin::FADV,кытчӧ,kuna
758,wie::FADV,дзик,kut
759,wie::FADV,дзик,mit'
760,warum::FADV,мыля,mikš
761,warum::FADV,мыйсянь,mikš
762,wieviel::FNUM,мымда,äjak
763,wieviel::FNUM,мымда,kuverz'
764,eins::NUM,ӧт,üks'
765,zwei::NUM,кык,kaks'
766,drei::NUM,куим,koume
767,vier::NUM,нёль,nel'l'
768,fünf::NUM,вит,viž
769,sechs::NUM,квать,kuz'
770,sieben::NUM,сизим,seičeme
771,acht::NUM,кыкьямыс,kahesa
772,neun::NUM,ӧкмыс,ühesa
773,zehn::NUM,дас,kümne
774,elf::NUM,дасотік,üks'toštkümne
775,zwölf::NUM,даскык,kaks'toštkümne
776,zwanzig::NUM,кыкдас,kaks'kümne
777,dreißig::NUM,куимдас,koumekümne
778,vierzig::NUM,нёльдас,nel'l'kümne
779,fünfzig::NUM,витдас,vižkümne
780,sechzig::NUM,кватьдас,kuz'kümne
781,siebzig::NUM,сизимдас,seičemekümne
782,achtzig::NUM,кыкьямысдас,kahesakümne
783,neunzig::NUM,ӧкмысдас,ühesakümne
784,hundert::NUM,сто,sada
785,tausend::NUM,тысяча,tuha
786,und::CNJ,и,i
787,und::CNJ,и,da
788,und::CNJ,да,i
789,und::CNJ,да,da
790,oder::CNJ,или,vai
791,stehen::V,сулавны,seišta
792,sitzen::V,пукавны,ištta
793,liegen::V,куйлыны,venuda
794,hängen::V,ӧшавны,ripta
