,Concept_ID,nl,udm
128,Insel::N,eiland,вумуӵ
129,Insel::N,eiland,шормуӵ
130,Blume::N,bloem,сяська
131,Gras::N,gras,турын
132,Wurzel::N,wortel,выжы
133,Baum::N,boom,пу
134,Stamm::N,stam,модос
135,Rinde::N,schors,сул
136,Ast::N,tak,ул
137,Zweig::N,twijg,вай
138,Blatt::N,blad,куар
139,Birke::N,berk,кызьпу
140,Kiefer[Baum]::N,den,пужым
141,Weide[Baum]::N,wilg,бадьпу
142,Tanne::N,spar,кыз
143,Horn::N,hoorn,сюр
144,Feder::N,veer,тылы
145,Feder::N,pluim,тылы
146,Fell::N,vel,ку
147,Flügel::N,vleugel,бурд
148,Klaue::N,klauw,гижы
149,Kralle::N,klauw,пыд
150,Schwanz::N,staart,быж
151,Ei::N,ei,пуз
152,Ei::N,ei,кукей
153,Nest::N,nest,кар
154,Nest::N,nest,пузкар
155,Bau::N,hol,кар
156,Bau::N,hol,гу
157,Tier::N,dier,пӧйшур
158,Herde::N,kudde,уллё
159,Kuh::N,koe,скал
160,Bulle::N,stier,ош
161,Bulle::N,stier,пороз
162,Pferd::N,paard,вал
163,Schaf::N,schaap,ыж
164,Schwein::N,varken,парсь
165,Hund::N,hond,пуны
166,Katze::N,kat,коӵыш
167,Bär::N,beer,гондыр
168,Eichhörnchen::N,eekhoorntje,коньы
169,Elch::N,eland,койык
170,Fuchs::N,vos,ӟичы
171,Hase::N,haas,кеч
172,Maus::N,muis,шыр
173,Wolf::N,wolf,кион
174,Vogel::N,vogel,тылобурдо
175,Schwarm::N,zwerm,уллё
176,Huhn::N,kip,курег
177,Huhn::N,hoen,курег
178,Hahn::N,haan,атас
179,Gans::N,gans,ӟазег
180,Adler::N,arend,ӧрзи
181,Ente::N,eend,ӵӧж
182,Eule::N,uil,кучыран
183,Kranich::N,kraanvogel,тури
184,Krähe::N,kraai,куака
185,Kuckuck::N,koekoek,кикы
186,Schwan::N,zwaan,юсь
187,Fisch::N,vis,чорыг
188,Barsch::N,baars,юш
189,Hecht::N,snoek,чипей
190,Schlange[Tier]::N,slang,кый
191,Wurm::N,worm,нумыр
192,Spinne::N,spin,чонари
193,Ameise::N,mier,кузьыли
194,Laus::N,luis,тэй
195,Mücke::N,mug,нымы
196,Mücke::N,mug,чибинь
197,Fliege::N,vlieg,кут
198,Schmetterling::N,vlinder,бубыли
199,Beere::N,bes,узы-боры
200,Apfel::N,appel,яблок
201,Pilz::N,paddestoel,губи
202,Zwiebel::N,ui,сугон
203,Saat::N,zaad,кидыс
204,Korn::N,graan,тысь
205,Korn::N,korrel,тысь
206,Heu::N,hooi,турын
207,Schale::N,schil,кыд
208,Grube::N,kuil,гу
209,Grube::N,kuil,гоп
210,Falle::N,val,налик
211,Schlinge::N,strop,гиӟ
212,Schlinge::N,strop,герд
213,Spur::N,spoor,пытьы
214,Spur::N,spoor,бервыл
215,Asche::N,as,пень
216,Dreck::N,drek,дэри
217,Eisen::N,ijzer,корт
218,Gold::N,goud,зарни
219,Silber::N,zilver,азвесь
220,Kohle::N,kool,эгыр
221,Glas::N,glas,стекло
222,Glas::N,glas,пияла
223,Lehm::N,klei,сюй
224,Sand::N,zand,луо
225,Mensch::N,mens,мурт
226,Mensch::N,mens,адями
227,Mann::N,man,воргорон
228,Frau::N,vrouw,кышномурт
229,Kind::N,kind,нуны
230,Kind::N,kind,пинал
231,Junge::N,jongen,пи
232,Mädchen::N,meisje,ныл
233,Familie::N,gezin,семья
234,Familie::N,familie,семья
235,Großvater::N,grootvader,песятай
236,Großvater::N,grootvader,пересь атай
237,Großmutter::N,grootmoeder,песянай
238,Großmutter::N,grootmoeder,пересь анай
239,Eltern::N,ouders,атай-анай
240,Eltern::N,ouders,бубы-мумы
241,Vater::N,vader,айы
242,Vater::N,vader,атай
243,Mutter::N,moeder,мумы
244,Sohn::N,zoon,пи
245,Tochter::N,dochter,ныл
246,Bruder::N,broer,агай
247,Bruder::N,broeder,агай
248,Schwester::N,zus,апа
249,Schwester::N,zus,сузэр
250,Schwester::N,zuster,апа
251,Schwester::N,zuster,сузэр
252,Onkel::N,oom,агай
253,Tante::N,tante,апа
254,Tante::N,tante,кенак
255,Ehemann::N,echtgenoot,карт
256,Ehefrau::N,echtgenote,кышно
257,Freude::N,vreugde,шумпотон
258,Gelächter::N,gelach,горем
259,Glück::N,geluk,шуд
260,Kummer::N,verdriet,кайгу
261,Kummer::N,verdriet,куректон
262,Wunsch::N,wens,мылпотон
263,Wunsch::N,verlangen,мылпотон
264,Lust::N,zin,потон
265,Lust::N,lust,потон
266,Geist::N,geest,лул
267,Gedanke::N,gedachte,малпан
268,Gedächtnis::N,geheugen,йырсазь
269,Gedächtnis::N,geheugen,тодэваён
270,Verstand::N,verstand,йырвизь
271,Sinn::N,betekenis,смысл
272,Grund::N,reden,муг
273,Grund::N,reden,ньӧм
274,Wahrheit::N,waarheid,зэм
275,Wahrheit::N,waarheid,шонер
276,Gespräch::N,gesprek,вераськон
277,Märchen::N,sprookje,выжыкыл
278,Erzählung::N,verhaal,верос
279,Nachricht::N,tijding,ивор
280,Neuigkeit::N,nieuws,выльивор
281,Neuigkeit::N,nieuwtje,выльивор
282,Name::N,naam,ним
283,Rätsel::N,raadsel,мадькыл
284,Rede::N,rede,верам
285,Sprache::N,taal,кыл
286,Stimme::N,stem,куара
287,Wort::N,woord,кыл
288,Zeichen::N,teken,пус
289,Zeichen::N,teken,тодмет
290,Ruf::N,roep,ӧтён
291,Ruf::N,roep,чортон
292,Lärm::N,lawaai,ӵашетон
293,Laut::N,klank,куара
294,Laut::N,geluid,куара
295,Ton::N,toon,куара
296,Ton::N,klank,куара
297,Lied::N,lied,кырӟан
298,Ruhe::N,rust,чалмыт улон
299,Ruhe::N,stilte,чалмыт улон
300,Leute::N,lui,адямиос
301,Leute::N,mensen,адямиос
302,Volk::N,volk,калык
303,Arbeit::N,werk,уж
304,Arbeit::N,arbeid,уж
305,Gast::N,gast,куно
306,Geschenk::N,cadeau,салам
307,Geschenk::N,cadeau,кузьым
308,Geschenk::N,geschenk,салам
309,Geschenk::N,geschenk,кузьым
310,Spiel::N,spel,шудон
311,Gesellschaft::N,gezelschap,калык
312,Hilfe::N,hulp,юрттон
313,Freund::N,vriend,эш
314,Freund::N,vriend,юлтош
315,Kamerad::N,maat,тодмо
316,Kamerad::N,metgezel,тодмо
317,Angelegenheit::N,zaak,уж
318,Angelegenheit::N,aangelegenheid,уж
319,Anzahl::N,tal,лыд
320,Anzahl::N,aantal,лыд
321,Art::N,slag,тус
322,Art::N,soort,тус
323,Stück::N,stuk,юдэс
324,Teil::N,deel,люкет
325,Hälfte::N,helft,ӝыны
326,Kreis::N,kring,котырес
327,Kreis::N,cirkel,котырес
328,Kreuz::N,kruis,крест
329,Linie::N,lijn,гож
330,Strich::N,haal,гож
331,Strich::N,streep,гож
332,Abstand::N,afstand,вис
333,Abstand::N,afstand,кусып
334,Entfernung::N,afstand,кусып
335,Gegend::N,streek,инты
336,Platz::N,ruimte,инты
337,Ort::N,oord,инты
338,Ort::N,oord,места
339,Ort::N,plaats,инты
340,Ort::N,plaats,места
341,Seite::N,zij,пал
342,Seite::N,kant,пал
343,Seite::N,zijde,пал
344,Mitte::N,midden,шор
345,Gegenstand::N,voorwerp,арбери
346,Sache::N,zaak,котыр
347,Rand::N,rand,дур
348,Rand::N,rand,шаер
349,Rand::N,boord,дур
350,Rand::N,boord,шаер
351,Kante::N,kant,дур
352,Ecke::N,hoek,сэрег
353,Spitze::N,punt,йыл
354,Spitze::N,spits,йыл
355,Ende::N,einde,пум
356,Ende::N,uiteinde,пум
357,Loch::N,gat,пась
358,Winkel::N,hoek,сэрег
359,Muster::N,dessin,пужы
360,Muster::N,patroon,пужы
361,Größe::N,grootte,быдӟала
362,Länge::N,lengte,кузьдала
363,Höhe::N,hoogte,ӝуждала
364,Gewicht::N,gewicht,сектала
365,Gewicht::N,gewicht,секытлык
366,Menge::N,hoeveelheid,лыд
367,Menge::N,hoeveelheid,лыдпус
368,Haufen::N,hoop,люк
369,Reihe::N,rij,чур
370,Reihe::N,reeks,чур
371,Boot::N,boot,пыж
372,Boot::N,boot,лодка
373,Ruder::N,roeiriem,полыс
374,Schlitten::N,slee,додьы
375,Schlitten::N,slede,додьы
376,Ski::N,ski,куас
377,Lagerfeuer::N,kampvuur,тылскем
378,Last::N,last,секыт
379,Last::N,vracht,секыт
380,Gang::N,wandeling,ветлон
381,Schritt::N,stap,вамыш
382,Schritt::N,schrede,вамыш
383,Norden::N,noorden,уйпал
384,Süden::N,zuiden,лымшор
385,Westen::N,westen,шунды пуксён
386,Osten::N,oosten,шунды ӝужан
387,Holz::N,hout,пу
388,Brett::N,plank,пул
389,Platte::N,plaat,плита
390,Stütze::N,stut,пыкет
391,Stütze::N,steun,пыкет
392,Stange::N,stang,пуӵ
393,Stock::N,stok,боды
394,Stab::N,staf,пуӵ
395,Stab::N,staf,боды
396,Rohr::N,pijp,труба
397,Haus::N,huis,юрт
398,Heim::N,tehuis,корка
399,Ofen::N,kachel,гур
400,Fußboden::N,vloer,выж
401,Tisch::N,tafel,ӝӧк
402,Stuhl::N,stoel,пукон
403,Wiege::N,wieg,кӧкы
404,Wiege::N,wieg,зыбка
405,Bett::N,bed,валес
406,Regal::N,rek,ӝажы
407,Kiste::N,kist,ящик
408,Fenster::N,raam,укно
409,Fenster::N,raam,косяк
410,Fenster::N,venster,укно
411,Fenster::N,venster,косяк
412,Tür::N,deur,ӧс
413,Tor::N,poort,ӟезьы
414,Zaun::N,omheining,забор
415,Dach::N,dak,липет
416,Leiter::N,ladder,падӟа
417,Besen::N,bezem,ӵужон
418,Besen::N,bezem,исьнер
419,Spaten::N,schop,лопатка
420,Schaufel::N,schep,ютырон
421,Gabel::N,vork,тэчы
422,Gabel::N,vork,вилка
423,Löffel::N,lepel,пуньы
424,Messer::N,mes,пурт
425,Nagel::N,spijker,кортӵог
426,Netz::N,net,сеть
427,Haken::N,haak,курик
428,Griff::N,handvat,ныд
429,Schloss::N,slot,тунгон
430,Bild::N,beeld,суред
431,Figur::N,figuur,фигура
432,Puppe::N,pop,мунё
433,Beutel::N,zak,пуйы
434,Beutel::N,buidel,пуйы
435,Bündel::N,pak,керттэт
436,Bündel::N,bundel,керттэт
437,Tasche::N,tas,пуйы
438,Tasche::N,tas,сумка
439,Eimer::N,emmer,ведра
440,Deckel::N,deksel,ӵоксэт
441,Geschirr::N,vaatwerk,тусьты-пуньы
442,Sack::N,zak,пуйы
443,Tasse::N,kop,ӵаша
444,Topf::N,pan,миска
445,Kessel::N,ketel,пурты
446,Essen::N,eten,сиськон
447,Nahrung::N,voedsel,сион
448,Speise::N,spijs,сиён
449,Fleisch::N,vlees,сӥль
450,Getreide::N,graan,ю тысь
451,Brei::N,pap,ӝук
452,Brei::N,brij,ӝук
453,Brot::N,brood,нянь
454,Scheibe::N,plak,шорем
455,Scheibe::N,snede,шорем
456,Fett::N,vet,кӧй
457,Butter::N,boter,вӧй
458,Öl::N,olie,вӧй
459,Salz::N,zout,сылал
460,Suppe::N,soep,шыд
461,Honig::N,honing,чечы
462,Milch::N,melk,йӧл
463,Tee::N,thee,чай
464,Leder::N,leer,сурон
465,Leder::N,leder,сурон
466,Wolle::N,wol,гон
467,Wolle::N,wol,ыжгон
468,Stoff::N,stof,куэм
469,Nadel::N,naald,вень
470,Faden::N,draad,сӥньыс
471,Knopf::N,knoop,бирды
472,Knoten::N,knoop,герд
473,Farbe::N,verf,буёл
474,Kleidung::N,kledij,дӥсь
475,Kleidung::N,kleding,дӥсь
476,Hemd::N,hemd,дэрем
477,Kragen::N,kraag,сирес
478,Ärmel::N,mouw,саес
479,Hose::N,broek,брюки
480,Hose::N,broek,штань
481,Hose::N,pantalon,брюки
482,Hose::N,pantalon,штань
483,Gürtel::N,riem,кускерттон
484,Gürtel::N,gordel,кускерттон
485,Mütze::N,muts,ызьы
486,Schuh::N,schoen,ботинка
487,Stiefel::N,laars,сапег
488,Ring::N,ring,зундэс
489,Band::N,lint,лента
490,Kamm::N,kam,сын
491,Spiegel::N,spiegel,синучкон
492,Riemen::N,riem,е
493,Schnur::N,koord,гозы
494,Leine::N,lijn,думет
495,Decke::N,deken,шобрет
496,Kissen::N,kussen,миндэр
497,Tuch::N,doek,кышет
498,Handtuch::N,handdoek,ӵушкон
499,Kraft::N,kracht,кать
500,Kraft::N,kracht,ӟигар
501,Stärke::N,sterkte,юнлык
502,Gesundheit::N,gezondheid,тазалык
503,Krankheit::N,ziekte,висён
504,Schmerz::N,pijn,висён
505,Wunde::N,wond,яра
506,Fieber::N,koorts,кезег
507,Arznei::N,medicament,эмъюм
508,Arznei::N,geneesmiddel,эмъюм
509,Brücke::N,brug,выж
510,Brunnen::N,put,колдэч
511,Brunnen::N,bron,колдэч
512,Weide::N,wei,возь
513,Weide::N,weide,возь
514,Pfad::N,pad,сюрес
515,Weg::N,weg,сюрес
516,Straße::N,baan,сюрес
517,Straße::N,straat,сюрес
518,Dorf::N,dorp,гурт
519,Stadt::N,stad,кар
520,Stadt::N,stad,город
521,Brief::N,brief,гожтэт
522,Buch::N,boek,книга
523,Buchstabe::N,letter,буква
524,Zeitung::N,krant,газет
525,Zeitung::N,dagblad,газет
526,Leben::N,leven,улон
527,Tod::N,dood,кулон
528,Grab::N,graf,шайгу
529,Kirche::N,kerk,черк
530,Sünde::N,zonde,сьӧлык
531,Gott::N,god,ӥнмар
532,Arbeiter::N,arbeider,рабочий
533,Chef::N,chef,начальник
534,Meister::N,meester,кибашлы
535,Arzt::N,arts,врач
536,Arzt::N,dokter,врач
537,Lehrer::N,leraar,дышетӥсь
538,Lehrer::N,onderwijzer,дышетӥсь
539,Geld::N,geld,уксё
540,Geld::N,geld,коньдон
541,Geschäft::N,zaak,уж
542,Laden::N,winkel,магазин
543,Preis::N,prijs,дун
544,Ware::N,waar,вуз
545,Nutzen::N,nut,пайда
546,Nutzen::N,voordeel,пайда
547,Reichtum::N,rijkdom,узырлык
548,Welt::N,wereld,дунне
549,Land::N,land,шаер
550,Staat::N,staat,кун
551,König::N,koning,эксэй
552,Macht::N,macht,власть
553,Grenze::N,grens,кунгож
554,Krieg::N,oorlog,ож
555,Feind::N,vijand,тушмон
556,Gewalt::N,geweld,эриктэман
557,Kampf::N,strijd,нюръяськон
558,Kampf::N,gevecht,нюръяськон
559,Bogen[Waffe]::N,boog,пукыӵ
560,Pfeil::N,pijl,пукыӵ вень
561,Gewehr::N,geweer,пыӵал
562,Fehler::N,fout,янгыш
563,Lüge::N,leugen,пӧян
564,Lüge::N,leugen,алдан
565,Lüge::N,leugen,ӧрекчан
566,Schaden::N,schade,изъян
567,Unglück::N,tegenspoed,куректон
568,Unglück::N,tegenspoed,шудтэме усён
569,Schuld::N,schuld,янгыш
570,Alter::N,leeftijd,арлыд
571,Schluss::N,slot,пум
572,Zeit::N,tijd,дыр
573,Tag::N,dag,нунал
574,Morgen::N,morgen,ӵукна
575,Morgen::N,ochtend,ӵукна
576,Mittag::N,middag,лымшор
577,Abend::N,avond,ӝыт
578,Abend::N,avond,акшан
579,Nacht::N,nacht,уй
580,Woche::N,week,арня
581,Monat::N,maand,толэзь
582,Jahr::N,jaar,ар
583,Frühling::N,lente,тулыс
584,Frühling::N,voorjaar,тулыс
585,Sommer::N,zomer,гужем
586,Herbst::N,herfst,сӥзьыл
587,Winter::N,winter,тол
588,Januar::N,januari,выльартолэзь
589,Februar::N,februari,тулыспал
590,März::N,maart,южтолэзь
591,April::N,april,оштолэзь
592,Mai::N,mei,куартолэзь
593,Juni::N,juni,вожотолэзь
594,Juli::N,juli,пӧсьтолэзь
595,August::N,augustus,гудырикошкон
596,September::N,september,куарусён
597,Oktober::N,oktober,выльӝуктолэзь
598,November::N,november,шуркынмон
599,Dezember::N,december,толсур
600,Montag::N,maandag,вордӥськон
601,Dienstag::N,dinsdag,вторник
602,Mittwoch::N,woensdag,вирнунал
603,Donnerstag::N,donderdag,покчиарня
604,Freitag::N,vrijdag,удмуртарня
605,Samstag::N,zaterdag,кӧснунал
606,Sonntag::N,zondag,арня
607,groß::A,groot,бадӟым
608,klein::A,klein,пичи
609,lang::A,lang,кузь
610,kurz::A,kort,вакчи
611,breit::A,breed,паськыт
612,schmal::A,smal,сюлэг
613,dicht::A,dicht,ӵем
614,dick[Gegenstand]::A,dik,зӧк
615,dünn::A,dun,векчи
616,fein::A,fijn,векчи
617,fest::A,vast,юн
618,fest::A,vast,чурыт
619,flach::A,plat,ӵошкыт
620,glatt::A,glad,гылыт
621,glatt::A,glad,вольыт
622,hart::A,hard,чурыт
623,weich::A,week,небыт
624,rund::A,rond,котырес
625,spitz::A,spits,йылсо
626,spitz::A,puntig,йылсо
627,scharf::A,scherp,лэчыт
628,stumpf::A,stomp,ныж
629,schwer::A,zwaar,секыт
630,schön::A,mooi,чебер
631,schön::A,fraai,чебер
632,heiß::A,heet,пӧсь
633,warm::A,warm,шуныт
634,kalt::A,koud,кезьыт
635,kühl::A,koel,юзмыт
636,kühl::A,koel,салкым
637,frisch::A,fris,выль
638,feucht::A,vochtig,мускыт
639,nass::A,nat,котмем
640,trocken::A,droog,кӧс
641,voll::A,vol,тыр
642,leer::A,leeg,буш
643,leer::A,leeg,тырттэм
644,offen::A,open,усьтэм
645,geschlossen::A,gesloten,ӵогам
646,geschlossen::A,gesloten,пунням
647,sauber::A,net,ӝикыт
648,sauber::A,net,чылкыт
649,sauber::A,schoon,ӝикыт
650,sauber::A,schoon,чылкыт
651,schmutzig::A,vuil,нӧд
652,roh::A,rauw,ыль
653,reif::A,rijp,вуэм
654,lecker::A,lekker,ческыт
655,süß::A,zoet,ческыт
656,bitter::A,bitter,курыт
657,sauer::A,zuur,чырс
658,hell::A,licht,югыт
659,hell::A,helder,югыт
660,dunkel::A,donker,пеймыт
661,schwarz::A,zwart,сьӧд
662,weiß::A,wit,тӧдьы
663,rot::A,rood,горд
664,gelb::A,geel,ӵуж
665,blau::A,blauw,лыз
666,grün::A,groen,вож
667,grau::A,grijs,пурысь
668,bunt::A,bont,куӵо
669,billig::A,goedkoop,дунтэм
670,teuer::A,duur,дуно
671,wertvoll::A,kostbaar,дуно
672,wertvoll::A,waardevol,дуно
673,blind::A,blind,сукыр
674,blind::A,blind,синтэм
675,taub::A,doof,пельтэм
676,kräftig::A,krachtig,кужмо
677,stark::A,sterk,юн
678,stark::A,sterk,кужмо
679,schwach::A,zwak,ляб
680,schwach::A,zwak,начар
681,fett::A,vet,кӧй
682,schlank::A,slank,веськыт
683,schlank::A,slank,веськрес
684,hübsch::A,leuk,чебер
685,hübsch::A,leuk,синмаськымон
686,böse::A,kwaad,лек
687,dumm::A,dom,шузи
688,dumm::A,dom,визьтэм
689,faul::A,lui,азьтэм
690,fleißig::A,vlijtig,сюлмо
691,geizig::A,gierig,сук
692,klug::A,slim,визьмо
693,klug::A,schrander,визьмо
694,klug::A,verstandig,визьмо
695,geschickt::A,handig,усто
696,geschickt::A,handig,быгатӥсь
697,geschickt::A,vaardig,усто
698,geschickt::A,vaardig,быгатӥсь
699,lieb::A,lief,мусо
700,lustig::A,vrolijk,шулдыр
701,sanft::A,zacht,мусо
702,sanft::A,zacht,эрке
703,hungrig::A,hongerig,сютэм
704,krank::A,ziek,висись
705,nackt::A,naakt,гольык
706,traurig::A,treurig,мӧзмыт
707,traurig::A,bedroefd,мӧзмыт
708,lebendig::A,levend,улэп
709,gut::A,goed,ӟеч
710,gut::A,goed,умой
711,schlecht::A,slecht,урод
712,schlecht::A,slecht,алама
713,richtig::A,juist,шонер
714,schlimm::A,erg,алама
715,schlimm::A,kwaad,алама
716,wahr::A,waar,зэмос
717,alt::A,oud,вуж
718,neu::A,nieuw,выль
719,ehemalig::A,voormalig,азьвылэз
720,alt[Lebewesen]::A,oud,пересь
721,jung::A,jong,егит
722,jung::A,jong,пинал
723,arm::A,arm,начар
724,arm::A,arm,куанер
725,reich::A,rijk,узыр
726,bekannt::A,bekend,тодмо
727,berühmt::A,beroemd,дано
728,fremd::A,vreemd,ят
729,verschieden::A,verscheiden,пӧртэм
730,verschieden::A,verschillend,пӧртэм
731,nah::A,nabij,матысь
732,nah::A,nabijgelegen,матысь
733,fern::A,ver,кыдёкысь
734,linker::A,linker,паллян
735,rechter::A,rechter,бур
736,rechter::A,rechter,бурпал
737,anderer::A,andere,мукет
738,erster::A,eerste,нырысетӥез
739,zweiter::A,tweede,кыктэтӥез
740,dritter::A,derde,кунньметӥез
741,letzter::A,laatste,берло
742,letzter::A,laatste,берпум
743,allein::ADV,alleen,огназ
744,auf einmal::ADV,ineens,огдыре
745,auf einmal::ADV,tegelijk,огдыре
746,zusammen::ADV,samen,ӵош
747,zusammen::ADV,samen,валче
748,zusammen::ADV,bijeen,ӵош
749,zusammen::ADV,bijeen,валче
750,lange::ADV,lang,кема
751,plötzlich::ADV,eensklaps,мапламтэ шорысь
752,plötzlich::ADV,plotsklaps,мапламтэ шорысь
753,sofort::ADV,terstond,али ик
754,sofort::ADV,aanstonds,али ик
755,sofort::ADV,onmiddelijk,али ик
756,später::ADV,later,бергес
757,später::ADV,later,берлогес
758,jetzt::ADV,nu,али
759,jetzt::ADV,nu,табере
760,jetzt::ADV,nou,али
761,jetzt::ADV,nou,табере
762,jetzt::ADV,thans,али
763,jetzt::ADV,thans,табере
764,heute::ADV,heden,туннэ
765,heute::ADV,vandaag,туннэ
766,morgen::ADV,morgen,ӵуказе
767,bald::ADV,gauw,ӝоген
768,bald::ADV,weldra,ӝоген
769,dann::ADV,dan,берло
770,dann::ADV,toen,берло
771,gestern::ADV,gisteren,толон
772,einst::ADV,eens,огпол
773,einst::ADV,eens,одӥг пол
774,damals::ADV,toen,соку
775,damals::ADV,destijds,соку
776,danach::ADV,daarna,собере
777,vorher::ADV,vooraf,азьло
778,vorher::ADV,vooraf,азьвыл
779,vorher::ADV,van tevoren,азьло
780,vorher::ADV,van tevoren,азьвыл
781,zuerst::ADV,eerst,азьло
782,zuerst::ADV,het eerst,азьло
783,einmal::ADV,eens,огпол
784,einmal::ADV,eenmaal,огпол
785,manchmal::ADV,soms,куддыръя
786,oft::ADV,vaak,ӵем
787,oft::ADV,dikwijls,ӵем
788,immer::ADV,altijd,пыр
789,immer::ADV,altijd,котьку
790,niemals::ADV,nooit,уз ноку
791,hier::ADV,hier,татын
792,hierhin::ADV,hierheen,татчы
793,von hier::ADV,van hier,татысь
794,von hier::ADV,hiervandaan,татысь
795,dort::ADV,daar,отӥ
796,dort::ADV,daar,отын
797,dort::ADV,ginds,отӥ
798,dort::ADV,ginds,отын
799,dorthin::ADV,daarheen,отчы
800,geradeaus::ADV,rechtuit,меӵак
801,geradeaus::ADV,rechtdoor,меӵак
802,vorwärts::ADV,vooruit,азьлань
803,vorwärts::ADV,voorwaarts,азьлань
804,rückwärts::ADV,achteruit,берлань
805,rückwärts::ADV,achterwaarts,берлань
806,zurück::ADV,terug,берен
807,zurück::ADV,terug,берлань
808,unten::ADV,beneden,улын
809,unten::ADV,onderaan,улын
810,hinab::ADV,omlaag,улэ
811,hinab::ADV,naar beneden,улэ
812,oben::ADV,boven,вылын
813,oben::ADV,boven,вылӥын
814,hinauf::ADV,omhoog,вылэ
815,hinauf::ADV,omhoog,вылӥе
816,hinauf::ADV,omhoog,выллань
817,hinauf::ADV,naar boven,вылэ
818,hinauf::ADV,naar boven,вылӥе
