,Concept_ID,br,ml
114,Gras::N,geot,പുല്ല്
115,Wurzel::N,gwrizienn,വേര്
116,Baum::N,gwezenn,മരം
117,Stamm::N,kef,തായ്ത്തടി
118,Rinde::N,rusk,പട്ട
119,Ast::N,barr,ശാഖ
120,Zweig::N,bod,ശാഖ
121,Blatt::N,delienn,ഇല
122,Birke::N,bezvenn,പൂവരശ്
123,Kiefer[Baum]::N,pinenn,പൈൻമരം
124,Weide[Baum]::N,halegenn,വില്ലോ
125,Tanne::N,sapenn,ദേവദാരു
126,Horn::N,korn,മൃഗത്തിൻറെ കൊമ്പ്
127,Feder::N,pluñv,തൂവൽ
128,Fell::N,kreoñ,മൃദുരോമം
129,Flügel::N,askell,ചിറക്
130,Klaue::N,skilf,നഖം
131,Kralle::N,skilf,നഖം
132,Schwanz::N,lost,വാൽ
133,Ei::N,vi,മുട്ട
134,Nest::N,neizh,കൂട്
135,Bau::N,douarenn,മാളം
136,Tier::N,loen,മൃഗം
137,Herde::N,tropell,കൂട്ടം
138,Kuh::N,buoc'h,പശു
139,Bulle::N,tarv,കാള
140,Pferd::N,marc'h,കുതിര
141,Schaf::N,dañvad,ആട്
142,Schwein::N,pemoc'h,പന്നി
143,Hund::N,ki,നായ്
144,Katze::N,kazh,പൂച്ച
145,Bär::N,arzh,കരടി
146,Eichhörnchen::N,gwiñver,അണ്ണാൻ
147,Elch::N,karv-dour,കടമാന്
148,Fuchs::N,louarn,കുറുക്കൻ
149,Hase::N,gad,മുയൽ
150,Maus::N,logodenn,ചുണ്ടലി
151,Wolf::N,bleiz,ചെന്നായ
152,Vogel::N,labous,പക്ഷി
153,Schwarm::N,nijad,കൂട്ടം
154,Huhn::N,yar,കോഴി
155,Hahn::N,kilhog,പൂവൻകോഴി
156,Gans::N,gwazenn,അരയന്നം
157,Adler::N,erer,കഴുകൻ
158,Ente::N,houad,താറാവ്
159,Eule::N,toud,മൂങ്ങ
160,Kranich::N,garan,കൊക്ക്
161,Krähe::N,bran,കാക്ക
162,Kuckuck::N,koukoug,കുയിൽ
163,Schwan::N,alarc'h,അരയന്നം
164,Fisch::N,pesk,മത്സ്യം
165,Barsch::N,brell,ഒരിനം മത്സ്യം
166,Hecht::N,beked,ഒരു മത്സ്യം
167,Schlange[Tier]::N,naer,പാമ്പ്
168,Wurm::N,preñv,വിര
169,Spinne::N,kevnidenn,ചിലന്തി
170,Ameise::N,merion,ഉറുമ്പ്
171,Laus::N,laouenn,പേന്
172,Mücke::N,moustik,മശകം
173,Fliege::N,kelienenn,ഈച്ച
174,Schmetterling::N,balafenn,ചിത്രശലഭം
175,Beere::N,hog,ബെറി
176,Apfel::N,aval,ആപ്പിൾ
177,Pilz::N,kabell-touseg,കൂൺ
178,Zwiebel::N,ognonenn,സവാള
179,Saat::N,had,വിത്ത്
180,Korn::N,ed,ധാന്യം
181,Heu::N,foenn,വയ്ക്കോൽ
182,Schale::N,peliadur,തൊലി
183,Falle::N,pech,കെണി
184,Schlinge::N,krouglas,കുടുക്ക്
185,Asche::N,ludu,ചാരം
186,Dreck::N,fank,അഴുക്ക്
187,Eisen::N,houarn,ഇരുമ്പ്
188,Gold::N,aour,സ്വർണ്ണം
189,Silber::N,arc'hant,വെള്ളി
190,Kohle::N,glaou,കൽക്കരി
191,Glas::N,gwer,ഗ്ലാസ്
192,Sand::N,traezh,മണൽ
193,Mensch::N,den,മനുഷ്യർ
194,Mann::N,den,പുരുഷൻ
195,Frau::N,maouez,സ്ത്രീ
196,Kind::N,bugel,കുഞ്ഞ്
197,Junge::N,paotr,ആൺകുട്ടി
198,Mädchen::N,plac'h,പെൺകുട്ടി
199,Familie::N,familh,കുടുംബം
200,Großvater::N,tad-kozh,അപ്പൂപ്പൻ
201,Großmutter::N,mamm-gozh,അമ്മുമ്മ
202,Eltern::N,kerent,മാതാപിതാക്കള്
203,Vater::N,tad,അച്ഛൻ
204,Mutter::N,mamm,അമ്മ
205,Sohn::N,mab,മകൻ
206,Tochter::N,merc'h,മകൾ
207,Bruder::N,breur,ചേട്ടൻ
208,Bruder::N,breur,അനിയൻ
209,Schwester::N,c'hoar,ചേച്ചി
210,Schwester::N,c'hoar,അനിയത്തി
211,Onkel::N,eontr,അമ്മാവൻ
212,Tante::N,moereb,മാമി
213,Ehemann::N,gwaz,ഭർത്താവ്
214,Ehefrau::N,gwreg,ഭാര്യ
215,Freude::N,levenez,ആഹ്ലാദം
216,Gelächter::N,c'hoarzherezh,ചിരിയുടെ ശബ്ദം
217,Glück::N,chañs,സന്തോഷം
218,Glück::N,chañs,സന്തുഷ്ടി
219,Kummer::N,doan,ശോകം
220,Wunsch::N,c'hoant,ആഗ്രഹം
221,Lust::N,c'hoant,ആഗ്രഹം
222,Geist::N,spered,ചുറുചുറുക്ക്
223,Gedanke::N,soñj,ചിന്ത
224,Gedächtnis::N,eñvor,ഓർമ്മശക്തി
225,Verstand::N,skiant,മനസ്സ്
226,Sinn::N,ster,അർത്ഥം
227,Grund::N,kaoz,കാരണം
228,Wahrheit::N,gwirionez,സത്യം
229,Gespräch::N,kaozeadenn,സല്ലാപം
230,Märchen::N,kaoz korriganez,യക്ഷിക്കഥ
231,Erzählung::N,kontadenn,കഥ
232,Nachricht::N,keloù,സന്ദേശം
233,Neuigkeit::N,kelaouenn,വാർത്ത
234,Name::N,anv,പേര്
235,Rätsel::N,divinatez,പ്രഹേളിക
236,Rede::N,diskour,സംസാരം
237,Sprache::N,yezh,ഭാഷ
238,Stimme::N,mouezh,സ്വരം
239,Wort::N,ger,വാക്ക്
240,Zeichen::N,sin,സംജ്ഞ
241,Ruf::N,galv,വിളി
242,Lärm::N,trouz,ആരവം
243,Ton::N,ton,സ്വരഭേദം
244,Lied::N,kanaouenn,പാട്ട്
245,Ruhe::N,sioulded,നിശ്ചലത
246,Leute::N,tud,ജനങ്ങൾ
247,Volk::N,pobl,രാഷ്ടം
248,Arbeit::N,labour,ജോലി
249,Gast::N,kouviad,അതിലി
250,Geschenk::N,prof,സമ്മാനം
251,Spiel::N,c'hoari,കളി
252,Gesellschaft::N,kompagnunezh,കൂട്ടായ്മ
253,Gesellschaft::N,kavandad,കൂട്ടായ്മ
254,Hilfe::N,sikour,സഹായം
255,Freund::N,mignon,സുഹൃത്ത്
256,Kamerad::N,kamarad,കൂട്ടാളി
257,Angelegenheit::N,afer,കാര്യം
258,Anzahl::N,niver,എണ്ണം
259,Art::N,sort,തരം
260,Stück::N,tamm,കഷണം
261,Teil::N,pezh,ഭാഗം
262,Hälfte::N,hanterenn,പകുതി
263,Kreis::N,kelc'h,വൃത്തം
264,Kreuz::N,kroaz,കുരിശടയാളം
265,Linie::N,linenn,വര
266,Linie::N,linenn,രേഖ
267,Strich::N,tenn,പക്ഷാഘാതം
268,Abstand::N,distok,വിടവ്
269,Entfernung::N,keid,അകലം
270,Entfernung::N,kehid,അകലം
271,Gegend::N,korn-bro,പ്രദേശം
272,Platz::N,plasenn,ഇടം
273,Ort::N,lec'h,സ്ഥലം
274,Seite::N,tu,വശം
275,Mitte::N,kreiz,മധ്യസ്ഥാനം
276,Gegenstand::N,tra,സാധനം
277,Sache::N,tra,വസ്തു
278,Rand::N,kantenn,തൊങ്ങൽ
279,Kante::N,kantenn,അറ്റം
280,Ecke::N,korn,മൂല
281,Spitze::N,begell,അഗ്രം
282,Ende::N,dibenn,അവസാനം
283,Loch::N,toull,ദ്വാരം
284,Muster::N,tresadenn,ക്രമം
285,Größe::N,ment,വലുപ്പം
286,Länge::N,hirder,നീളം
287,Höhe::N,uhelder,ഉയരം
288,Gewicht::N,pouez,കട്ടി
289,Menge::N,bern,അളവ്
290,Haufen::N,bern,കൂമ്പാരം
291,Reihe::N,steud,വരി
292,Boot::N,bag,ബോട്ട്
293,Ruder::N,roeñv,പങ്കായം
294,Schlitten::N,trainell,ഉരുളില്ലാവണ്ടി
295,Ski::N,ski,ഹിമപാദുകം
296,Last::N,karg,ഭാരം
297,Gang::N,kerzh,നടത്തം
298,Schritt::N,paz,ചുവട്
299,Norden::N,norzh,വടക്ക്
300,Norden::N,hanternoz,വടക്ക്
301,Süden::N,su,തെക്ക്
302,Süden::N,kreisteiz,തെക്ക്
303,Westen::N,kuzh-heol,പടിഞ്ഞാറ്
304,Osten::N,reter,കിഴക്ക്
305,Osten::N,sav-heol,കിഴക്ക്
306,Holz::N,koad,തടി
307,Brett::N,plankenn,ബോർഡ്
308,Platte::N,plakenn,തകിട്
309,Stütze::N,harp,താങ്ങ്
310,Stange::N,sparl,കമ്പ്
311,Stock::N,bazh,വടി
312,Stab::N,bazh,കുറുവടി
313,Rohr::N,tub,കുഴൽ
314,Rohr::N,korz,കുഴൽ
315,Haus::N,ti,വീട്
316,Heim::N,kêr,വീട്
317,Ofen::N,forn,സ്റ്റൌ
318,Fußboden::N,plañchod,തറ
319,Tisch::N,taol,മേശ
320,Stuhl::N,kador,കസേര
321,Wiege::N,kavell,തൊട്ടിൽ
322,Bett::N,gwele,കിടക്ക
323,Regal::N,estajerenn,ഷെൽഫ്
324,Kiste::N,kased,പെട്ടി
325,Fenster::N,prenestr,ജനൽ
326,Tür::N,dor,വാതിൽ
327,Tor::N,portal,കവാടം
328,Zaun::N,sklotur,വേലി
329,Dach::N,toenn,മേൽക്കുര
330,Leiter::N,skeul,ഏണി
331,Besen::N,skubell,ചൂല്
332,Spaten::N,pal,തൂമ്പ
333,Schaufel::N,pal,തൂമ്പ
334,Gabel::N,fourchetez,മുൾക്കത്തി
335,Löffel::N,loa,സ്പൂൺ
336,Messer::N,kontell,കത്തി
337,Nagel::N,tach,ആണി
338,Netz::N,roued,വല
339,Haken::N,krog,കൊളുത്ത്
340,Griff::N,kemer,കൈപ്പിടി
341,Schloss::N,potenn,പൂട്ട്
342,Bild::N,skeudenn,ചിത്രം
343,Figur::N,skeud,കണക്ക്
344,Figur::N,figur,കണക്ക്
345,Puppe::N,merc'hodenn,പാവ
346,Beutel::N,sac'h,ബാഗ്
347,Bündel::N,feskenn,കെട്ട്
348,Tasche::N,sac'h,ബാഗ്
349,Eimer::N,sailh,ബക്കറ്റ്
350,Deckel::N,pallenn,ഉറ
351,Geschirr::N,listriaj,പിഞ്ഞാണം
352,Sack::N,sac'h,ചാക്ക്
353,Tasse::N,tas,കപ്പ്
354,Topf::N,pod,പാത്രം
355,Kessel::N,chaodouron,കെറ്റ്ല്
356,Essen::N,pred,ആഹാരസമയം
357,Nahrung::N,boued,ഭക്ഷണം
358,Speise::N,meuz,ഡിഷ്
359,Fleisch::N,kig,മാംസം
360,Getreide::N,ed,ചോളം
361,Brei::N,yod,കഞ്ഞി
362,Brot::N,bara,റോട്ടി
363,Scheibe::N,tailhenn,തുണ്ട്
364,Fett::N,lard,കൊഴുപ്പ്
365,Butter::N,amann,വെണ്ണ
366,Öl::N,eoul,എണ്ണ
367,Salz::N,holen,ഉപ്പ്
368,Suppe::N,soubenn,സൂപ്പ്
369,Honig::N,mel,തേൻ
370,Milch::N,laezh,പാൽ
371,Tee::N,te,ചായ
372,Leder::N,lêr,തുകൽ
373,Wolle::N,gloan,കമ്പിളി
374,Stoff::N,danvez,തുണി
375,Nadel::N,nadoz,സൂചി
376,Faden::N,neudenn,നൂല്
377,Knopf::N,bouton,ബട്ടൺ
378,Knoten::N,skoulm,കുരുക്ക്
379,Farbe::N,liv,പെയിൻറ്
380,Kleidung::N,dilhad,വസ്ത്രങ്ങൾ
381,Hemd::N,roc'hed,ഷർട്ട്
382,Kragen::N,gouzoug,കുപ്പായക്കഴുത്ത്
383,Ärmel::N,milgin,കുപ്പായക്കൈ
384,Hose::N,bragoù,ട്രൌസർ
385,Gürtel::N,gouriz,ബെൽറ്റ്
386,Mütze::N,boned,തൊപ്പി
387,Schuh::N,botez,ഷൂ
388,Stiefel::N,botez,ബൂട്ട്
389,Ring::N,gwalenn,മോതിരം
390,Band::N,bagad,റിബൺ
391,Kamm::N,krib,ചീപ്പ്
392,Spiegel::N,melezour,കണ്ണാടി
393,Riemen::N,lerenn,സ്ട്രാപ്പ്
394,Schnur::N,kordenn,ചരട്
395,Leine::N,roll,കെട്ടാനുള്ള തോൽവാർ
396,Decke::N,golo,പുതപ്പ്
397,Kissen::N,goubenner,തലയിണ
398,Tuch::N,mezher,സ്കാർഫ്
399,Handtuch::N,toailhon,തോർത്ത്
400,Kraft::N,nerzh,ശക്തി
401,Stärke::N,nerzhder,ശക്തി
402,Gesundheit::N,yec'hed,ആരോഗ്യം
403,Krankheit::N,klañved,അസുഖം
404,Schmerz::N,poan,വേദന
405,Schmerz::N,droug,വേദന
406,Wunde::N,gloazadenn,മുറിവ്
407,Fieber::N,terzhienn,പനി
408,Arznei::N,louzoù,മരുന്ന്
409,Brücke::N,pont,പാലം
410,Brunnen::N,puñs,കിണർ
411,Weide::N,prad,മേച്ചൽ
412,Pfad::N,gwenodenn,വഴി
413,Weg::N,hent,വഴി
414,Straße::N,ru,റോഡ്
415,Straße::N,hent,റോഡ്
416,Dorf::N,kêr,ഗ്രാമം
417,Dorf::N,kêriadenn,ഗ്രാമം
418,Stadt::N,kêr,നഗരം
419,Brief::N,lizher,കത്ത്
420,Buch::N,levr,പുസ്തകം
421,Buchstabe::N,lizherenn,അക്ഷരം
422,Zeitung::N,kazetenn,വർത്തമാനപത്രം
423,Leben::N,buhez,ജീവൻ
424,Tod::N,marv,മരണം
425,Grab::N,bez,ശവക്കുഴി
426,Kirche::N,iliz,പള്ളി
427,Sünde::N,pec'hed,പാപം
428,Gott::N,doue,ദൈവം
429,Arbeiter::N,labourer,ജോലിക്കാരൻ
430,Arbeiter::N,micherour,ജോലിക്കാരൻ
431,Chef::N,penn,മേധാവി
432,Meister::N,mestr,യജമാനൻ
433,Arzt::N,mezeg,ഡോക്ടർ
434,Arzt::N,medisin,ഡോക്ടർ
435,Lehrer::N,skolaer,അധ്യാപകൻ
436,Lehrer::N,kelenner,അധ്യാപകൻ
437,Geld::N,arc'hant,പണം
438,Geschäft::N,stal,ബിസിനസ്
439,Laden::N,stal,കട
440,Preis::N,priz,വില
441,Ware::N,marc'hadourezh,ചരക്ക്
442,Nutzen::N,gounidegezh,ലാഭം
443,Nutzen::N,lañs,ലാഭം
444,Nutzen::N,profit,ലാഭം
445,Nutzen::N,spleit,ലാഭം
446,Reichtum::N,pinvidigezh,ധനം
447,Welt::N,douar,ലോകം
448,Land::N,bro,രാജ്യം
449,Staat::N,stad,രാജ്യം
450,König::N,roue,രാജാവ്
451,Macht::N,galloud,അധികാരം
452,Grenze::N,harzoù,അതിർത്തി
453,Krieg::N,brezel,യുദ്ധം
454,Feind::N,eneber,ശത്രു
455,Gewalt::N,tâerder,അക്രമം
456,Kampf::N,kann,പോരാട്ടം
457,Bogen[Waffe]::N,gwareg,വില്ല്
458,Pfeil::N,saezh,അമ്പ്
459,Gewehr::N,fuzuilh,തോക്ക്
460,Fehler::N,fazi,പിശക്
461,Lüge::N,gaou,കള്ളം
462,Schaden::N,gwall,കേടുപാട്
463,Unglück::N,gwalleur,ദൌർഭാഗ്യം
464,Schuld::N,kablusted,തെറ്റ്
465,Schuld::N,pec'hedigezh,തെറ്റ്
466,Alter::N,oad,വയസ്സ്
467,Schluss::N,diwezh,നിഗമനം
468,Zeit::N,amzer,സമയം
469,Tag::N,deizh,ദിവസം
470,Morgen::N,beure,പ്രഭാതം
471,Morgen::N,mintin,പ്രഭാതം
472,Mittag::N,kreisteiz,ഉച്ച
473,Abend::N,abardaez,സായാഹ്നം
474,Nacht::N,noz,രാത്രി
475,Woche::N,sizhun,ആഴ്ച
476,Monat::N,miz,മാസം
477,Jahr::N,bloaz,വർഷം
478,Frühling::N,nevezamzer,വസന്തം
479,Sommer::N,hañv,വേനൽ
480,Herbst::N,diskaramzer,ശരത്കാലം
481,Winter::N,goañv,ശൈത്യം
482,Januar::N,Genver,ജനുവരി
483,Februar::N,C'hwevrer,ഫെബ്രുവരി
484,März::N,Meurzh,മാർച്ച്
485,April::N,Ebrel,ഏപ്രിൾ മാസം
486,Mai::N,Mae,മെയ് മാസം
487,Juni::N,Mezheven,ജൂൺ
488,Juli::N,Gouhere,ജൂലൈ
489,August::N,Eost,ആഗസ്റ്റ്
490,September::N,Gwengolo,സെപ്തംബർ
491,Oktober::N,Here,ഒക്ടോബർ
492,November::N,Du,നവംബർ
493,Dezember::N,Kerzu,ഡിസംബർ
494,Montag::N,Lun,തിങ്കളാഴ്ച
495,Dienstag::N,Meurzh,ചൊവ്വ
496,Mittwoch::N,Merc'her,ബുധനാഴ്ച
497,Donnerstag::N,Yaou,വ്യാഴാഴ്ച
498,Freitag::N,Gwener,വെള്ളിയാഴ്ച
499,Samstag::N,Sadorn,ശനിയാഴ്ച
500,Sonntag::N,Sul,ഞായറാഴ്ച
501,groß::A,bras,വലിയ
502,klein::A,bihan,ചെറിയ
503,lang::A,hir,നീണ്ട
504,kurz::A,berr,ഹ്രസ്വമായ
505,breit::A,ledan,വിശാലമായ
506,schmal::A,strizh,ഇടുങ്ങിയ
507,dicht::A,stank,നിബിഡമായ
508,dick[Gegenstand]::A,tev,തടിച്ച
509,dünn::A,moan,മെലിഞ്ഞ
510,fein::A,munut,നേർത്ത
511,fest::A,start,ഉറപ്പുള്ള
512,flach::A,plaen,പരന്ന
513,glatt::A,lintr,മിനുസമുള്ള
514,glatt::A,levn,മിനുസമുള്ള
515,hart::A,kalet,കട്ടിയുള്ള
516,weich::A,blot,മൃദുവായ
517,rund::A,ront,വട്ടത്തിലുള്ള
518,spitz::A,poentet,മുനയുള്ള
519,scharf::A,dremm,മൂർച്ചയുള്ള
520,stumpf::A,talsoc'h,തുറന്നടിക്കുന്ന
521,schwer::A,pounner,ഭാരമുള്ള
522,schön::A,kaer,മനോഹരമായ
523,heiß::A,tomm,ചൂടുള്ള
524,warm::A,tomm,ചൂടുള്ള
525,kalt::A,yen,തണുത്ത
526,kühl::A,yen,തണുപ്പുള്ള
527,frisch::A,fresk,ശുദ്ധമായ
528,feucht::A,gleb,ഈറനുള്ള
529,nass::A,gleb,നനഞ്ഞ
530,trocken::A,sec'h,വരണ്ട
531,voll::A,leun,നിറയെ
532,leer::A,goullo,ഒഴിഞ്ഞ
533,offen::A,digor,തുറന്ന
534,geschlossen::A,serr,അടച്ച
535,sauber::A,naet,വൃത്തിയുള്ള
536,schmutzig::A,lous,അഴുക്കുനിറഞ്ഞ
537,roh::A,kriz,അസംസ്കൃതമായ
538,reif::A,darev,പഴുത്ത
539,lecker::A,lipous,രുചികരമായ
540,lecker::A,saourus,രുചികരമായ
541,süß::A,dous,മധുരമുള്ള
542,bitter::A,c'hwerv,കടുത്ത
543,sauer::A,trenk,പുളിപ്പുള്ള
544,hell::A,sklaer,ജ്വലിക്കുന്ന
545,dunkel::A,teñval,ഇരുണ്ട
546,schwarz::A,du,കറുത്ത
547,weiß::A,gwenn,വെളുത്ത
548,rot::A,ruz,ചുവന്ന
549,gelb::A,melen,മഞ്ഞനിറമായ
550,blau::A,glas,നീലനിറമുള്ള
551,grün::A,gwer,പച്ചനിറമുള്ള
552,grau::A,louet,ചാരനിറത്തിലുള്ള
553,bunt::A,liesliv,വർണ്ണശബളമായ
554,billig::A,marc'had-mat,വിലകുറഞ്ഞ
555,teuer::A,ker,ചെലവേറിയ
556,wertvoll::A,prizius,വിലപിടിപ്പുള്ള
557,blind::A,dall,അന്ധനായ
558,taub::A,bouzar,കേൾവിക്കുറവുള്ള
559,kräftig::A,start,ശക്തിയുള്ള
560,stark::A,kreñv,ബലമുള്ള
561,schwach::A,gwan,ക്ഷീണിച്ച
562,fett::A,lard,കൊഴുപ്പുള്ള
563,schlank::A,sinkl,മെലിഞ്ഞ
564,hübsch::A,koant,മനോഹരമായ
565,böse::A,gwall,പാപിയായ
566,dumm::A,glep,വിവരംകെട്ട
567,faul::A,lezirek,അലസനായ
568,fleißig::A,studius,അദ്ധ്വാനശീലമുള്ള
569,geizig::A,tost,പിശുക്കനായ
570,klug::A,speredek,ബുദ്ധിസാമർഥ്യമുള്ള
571,geschickt::A,dornet,പ്രതിഭാശാലി
572,lieb::A,koant,പ്രിയപ്പെട്ട
573,lustig::A,laouen,ആനന്ദകരമായ
574,sanft::A,flour,സൌമ്യമായ
575,hungrig::A,marnaon,വിശപ്പുള്ള
576,krank::A,klañv,അസുഖമുള്ള
577,nackt::A,noazh,നഡമായ
578,traurig::A,trist,വിഷമമുള്ള
579,lebendig::A,bev,ഉപജീവനം
580,gut::A,mad,നല്ല
581,schlecht::A,fall,മോശമായ
582,schlecht::A,gwall,മോശമായ
583,richtig::A,reizh,ശരിയായ
584,schlimm::A,gwall,വൃത്തികെട്ട
585,wahr::A,gwir,ശരിയായ
586,alt::A,kozh,പഴയ
587,neu::A,nevez,പുതിയ
588,ehemalig::A,kozh,മുൻ
589,alt[Lebewesen]::A,kozh,വയസ്സുള്ള
590,jung::A,yaouank,കൌമാരമായ
591,arm::A,paour,പാവപ്പെട്ട
592,reich::A,pinvidik,സമ്പന്നമായ
593,bekannt::A,anavezet,പരിചിതമായ
594,berühmt::A,brudet,പ്രശസ്തനായ
595,fremd::A,dizanav,വൈദേശികമായ
596,verschieden::A,disheñel,വ്യത്യസ്തമായ
597,nah::A,nes,അരികത്തുള്ള
598,fern::A,diabell,അകലെയുള്ള
599,linker::A,kleiz,അവശേഷിച്ച
600,rechter::A,dehoù,വലത്തേ
601,anderer::A,all,മറ്റുള്ള
602,erster::A,kentañ,ആദ്യത്തെ
603,zweiter::A,eil,രണ്ടാം
604,dritter::A,trede,മൂന്നാമത്
605,letzter::A,diwezhañ,അവസാനത്തെ
606,allein::ADV,e-unan,തനിച്ചുള്ള
607,auf einmal::ADV,ar un dro,ഉടന്
608,zusammen::ADV,asambles,ഒരുമിച്ച
609,lange::ADV,pell,നീണ്ട_കാലത്തേയ്ക്ക്
610,plötzlich::ADV,en un taol,പെട്ടെന്ന്
611,sofort::ADV,diouzhtu,തത്ക്ഷണം
612,später::ADV,diwezhatoc'h,പിന്നീട്
613,jetzt::ADV,bremañ,ഇപ്പോൾ
614,heute::ADV,hiziv,ഇന്ന്
615,morgen::ADV,arc'hoazh,നാളെ
616,bald::ADV,hepdale,ഉടനെ
617,dann::ADV,a-c'houde,അപ്പോൾ
618,gestern::ADV,dec'h,ഇന്നലെ
619,einst::ADV,gwechall,പണ്ടൊരിക്കല്
620,damals::ADV,neuze,അപ്പോൾ
621,danach::ADV,goude,പിന്നീട്
622,vorher::ADV,diagent,മുൻപ്
623,zuerst::ADV,da gentañ,ആദ്യം
624,einmal::ADV,ur wech,ഒരിക്കൽ
625,manchmal::ADV,a-wechoù,ചിലപ്പോൾ
626,oft::ADV,alies,പലപ്പോഴും
627,immer::ADV,atav,എപ്പോഴും
628,immer::ADV,bepred,എപ്പോഴും
629,niemals::ADV,gwech ebet,ഒരിക്കലും
630,hier::ADV,amañ,ഇവിടെ
631,hierhin::ADV,dre amañ,ഇവിടേക്ക്
