,Concept_ID,cv,tr
106,Moor::N,торфлӑ шурлӑх,cılgıt
107,Wiese::N,улӑх,çimen
108,Wiese::N,ҫаран,çimen
109,Wald::N,вӑрман,koru
110,Wald::N,вӑрман,orman
111,Hügel::N,сӑрт,tepe
112,Hügel::N,тӗмеске,tepe
113,Anhöhe::N,сӑрт,tümsek
114,Anhöhe::N,сӑрт,yükseklik
115,Berg::N,ту,dağ
116,Gipfel::N,тӳпе,zirve
117,Höhle::N,ҫӗр хӑвӑлӗ,in
118,Höhle::N,ҫӗр хӑвӑлӗ,mağara
119,Abhang::N,тӑвайкки,bayır
120,Quelle::N,ҫӑл куҫ,pınar
121,Quelle::N,ҫӑл куҫ,kaynak
122,Bach::N,пӗчӗк шыв,çay
123,Bach::N,пӗчӗк шыв,dere
124,Fluss::N,юхан шыв,nehir
125,Ufer::N,ҫыран,kıyı
126,Ufer::N,ҫыран,sahil
127,Küste::N,тинӗс ҫыранӗ,kıyı
128,Küste::N,тинӗс ҫыранӗ,sahil
129,Festland::N,тип ҫӗр,kara
130,Meer::N,тинӗс,deniz
131,Bucht::N,тинӗс кукӑрӗ,koy
132,Bucht::N,тинӗс кукӑрӗ,körfez
133,Insel::N,утрав,ada
134,Blume::N,чечек,çiçek
135,Gras::N,курӑк,ot
136,Gras::N,курӑк,çim
137,Wurzel::N,тымар,kök
138,Baum::N,йывӑҫ,ağaç
139,Stamm::N,вулӑ,gövde
140,Rinde::N,хуйӑр,kabuk
141,Ast::N,турат,dal
142,Ast::N,турат,budak
143,Zweig::N,турат,dal
144,Blatt::N,ҫулҫӑ,yaprak
145,Birke::N,хурӑн,huş
146,Kiefer[Baum]::N,хыр,çam
147,Weide[Baum]::N,хӑва,söğüt
148,Tanne::N,чӑрӑш,çam
149,Tanne::N,чӑрӑш,köknar
150,Horn::N,мӑйрака,boynuz
151,Feder::N,тӗк,tüy
152,Fell::N,ҫӑм,post
153,Flügel::N,ҫунат,kanat
154,Klaue::N,чӗрне,pençe
155,Kralle::N,ура,tırnak
156,Schwanz::N,хӳре,kuyruk
157,Ei::N,ҫӑмарта,yumurta
158,Nest::N,йӑва,yuva
159,Bau::N,йӗнӗ,in
160,Tier::N,выльӑх,hayvan
161,Herde::N,кӗтӳ,sürü
162,Kuh::N,ӗне,inek
163,Bulle::N,вӑкӑр,boğa
164,Pferd::N,лаша,at
165,Pferd::N,лаша,beygir
166,Schaf::N,сурӑх,koyun
167,Schwein::N,сысна,domuz
168,Hund::N,йытӑ,it
169,Hund::N,йытӑ,köpek
170,Katze::N,кушак,kedi
171,Bär::N,упа,ayı
172,Eichhörnchen::N,пакша,sincap
173,Elch::N,пӑши,büyük kuzey geyiği
174,Fuchs::N,тилӗ,tilki
175,Hase::N,куян,tavşan
176,Hase::N,мулкач,tavşan
177,Maus::N,шӑши,fare
178,Maus::N,шӑши,sıçan
179,Wolf::N,кашкӑр,kurt
180,Vogel::N,кайӑк,kuş
181,Vogel::N,вӗҫен кайӑк,kuş
182,Schwarm::N,ушкӑн,sürü
183,Huhn::N,чӑх,tavuk
184,Huhn::N,чӑхӑ,tavuk
185,Hahn::N,автан,horoz
186,Gans::N,хур,kaz
187,Adler::N,ӑмӑрт кайӑк,kartal
188,Adler::N,ӑмӑрт кайӑк,karakuş
189,Ente::N,кӑвакал,ördek
190,Eule::N,тӑмана,baykuş
191,Kranich::N,тӑрна,turna
192,Krähe::N,ула курак,karga
193,Kuckuck::N,куккук,guguk
194,Schwan::N,акӑш,kuğu
195,Fisch::N,пулӑ,balık
196,Barsch::N,уланкӑ,hani
197,Barsch::N,уланкӑ,levrek
198,Hecht::N,ҫӑрттан,turnabalığı
199,Schlange[Tier]::N,ҫӗлен,yılan
200,Wurm::N,ӑман,kurt
201,Wurm::N,ӑман,solucan
202,Spinne::N,эрешмен,örümcek
203,Ameise::N,кӑткӑ,karınca
204,Laus::N,пыйтӑ,bit
205,Mücke::N,вӑрӑм туна,sivrisinek
206,Fliege::N,шӑна,sinek
207,Schmetterling::N,лӗпӗш,kelebek
208,Beere::N,ҫырла,tane
209,Apfel::N,улма,elma
210,Apfel::N,пан улми,elma
211,Pilz::N,кӑмпа,mantar
212,Zwiebel::N,сухан,soğan
213,Saat::N,вӑрӑ,ekin
214,Korn::N,тӗшӗ,tane
215,Korn::N,пӗрчӗ,tane
216,Heu::N,утӑ,kuru ot
217,Schale::N,хупӑ,kabuk
218,Grube::N,шӑтӑк,çukur
219,Falle::N,тапӑ,tuzak
220,Falle::N,капкӑн,tuzak
221,Schlinge::N,йӑлӑ,ilmik
222,Spur::N,йӗр,iz
223,Asche::N,кӗл,kül
224,Dreck::N,пылчӑк,pislik
225,Eisen::N,тимӗр,demir
226,Gold::N,ылтӑн,altın
227,Silber::N,кӗмӗл,gümüş
228,Kohle::N,кӑмрӑк,kömür
229,Glas::N,кӗленче,cam
230,Lehm::N,тӑм,balçık
231,Sand::N,хӑйӑр,kum
232,Mensch::N,ҫын,insan
233,Mensch::N,этем,insan
234,Mann::N,ар,adam
235,Mann::N,ар,erkek
236,Frau::N,хӗрарӑм,bayan
237,Kind::N,ача,çocuk
238,Junge::N,ача,erkek çocuk
239,Junge::N,ар ҫын ача,erkek çocuk
240,Mädchen::N,хӗр ача,kız
241,Familie::N,ҫемье,aile
242,Familie::N,кил-йыш,aile
243,Großvater::N,кукаҫи,dede
244,Großvater::N,кукаҫи,büyükbaba
245,Großmutter::N,кукамай,nine
246,Großmutter::N,кукамай,büyükanne
247,Eltern::N,аҫа-ама,ebeveyn
248,Eltern::N,аҫа-ама,ana baba
249,Vater::N,атте,ata
250,Vater::N,атте,baba
251,Mutter::N,анне,ana
252,Mutter::N,анне,anne
253,Sohn::N,ывӑл,oğul
254,Tochter::N,хӗр,kız
255,Tochter::N,хӗр,kız evlât
256,Bruder::N,ар тӑван,abi
257,Bruder::N,ар тӑван,erkek kardeş
258,Schwester::N,аппа,abla
259,Schwester::N,аппа,kız kardeş
260,Schwester::N,йӑмӑк,abla
261,Schwester::N,йӑмӑк,kız kardeş
262,Onkel::N,мучи,dayı
263,Onkel::N,пичче,dayı
264,Tante::N,аппа,hala
265,Tante::N,аппа,teyze
266,Ehemann::N,упӑшка,koca
267,Ehefrau::N,арӑм,karı
268,Freude::N,савӑнӑҫ,neşe
269,Freude::N,савӑнӑҫ,sevinç
270,Freude::N,хаваслӑх,neşe
271,Freude::N,хаваслӑх,sevinç
272,Gelächter::N,кулӑ,gülme
273,Gelächter::N,кулӑ,kahkaha
274,Glück::N,телей,mutluluk
275,Glück::N,ӑраскал,mutluluk
276,Kummer::N,хурлӑх,dert
277,Kummer::N,хурлӑх,keder
278,Wunsch::N,ӗмӗт,arzu
279,Wunsch::N,ӗмӗт,istek
280,Wunsch::N,кӑмӑл,arzu
281,Wunsch::N,кӑмӑл,istek
282,Lust::N,кӑмӑл,arzu
283,Lust::N,кӑмӑл,heves
284,Geist::N,чун-чӗм,tin
285,Geist::N,ыр-усал,tin
286,Geist::N,чун хавалӗ,tin
287,Gedanke::N,шухӑш,fikir
288,Gedanke::N,шухӑш,düşünce
289,Gedächtnis::N,ас,bellek
290,Verstand::N,ӑс,zekâ
291,Verstand::N,ӑс-тӑн,zekâ
292,Verstand::N,ӑс-хакӑл,zekâ
293,Sinn::N,тупсӑм,anlam
294,Sinn::N,пӗлтерӗш,anlam
295,Grund::N,сӑлтав,sebep
296,Wahrheit::N,чӑнлӑх,doğruluk
297,Wahrheit::N,чӑнлӑх,gerçeklik
298,Gespräch::N,калаҫу,görüşme
299,Märchen::N,юмах,masal
300,Erzählung::N,акалав,öykü
301,Erzählung::N,акалав,hikâye
302,Erzählung::N,каласа пани,öykü
303,Erzählung::N,каласа пани,hikâye
304,Nachricht::N,хыпар,haber
305,Neuigkeit::N,ҫӗнӗ хыпар,haber
306,Name::N,ят,ad
307,Name::N,ят,isim
308,Rätsel::N,сутмалли юмах,bilmece
309,Rede::N,сӑмах,söylev
310,Rede::N,сӑмах,konuşma
311,Sprache::N,чӗлхе,dil
312,Sprache::N,чӗлхе,lisan
313,Stimme::N,сасӑ,ses
314,Wort::N,сӑмах,kelime
315,Zeichen::N,паллӑ,işaret
316,Ruf::N,йыхрав,çağırma
317,Ruf::N,чӗнӳ,çağırma
318,Lärm::N,шав,şamata
319,Lärm::N,шав,gürültü
320,Laut::N,сасӑ,ses
321,Ton::N,сасӑ,ses
322,Lied::N,юрӑ,türkü
323,Ruhe::N,канӑҫлӑх,sakinlik
324,Ruhe::N,лӑпкӑлӑх,sakinlik
325,Leute::N,ҫамрӑксем,halk
326,Leute::N,ҫамрӑксем,insanlar
327,Leute::N,ҫамрӑк ҫынсем,halk
328,Leute::N,ҫамрӑк ҫынсем,insanlar
329,Volk::N,халӑх,ulus
330,Volk::N,халӑх,millet
331,Arbeit::N,ӗҫхӗл,iş
332,Arbeit::N,ӗҫхӗл,çalışma
333,Arbeit::N,ӗҫлев,iş
334,Arbeit::N,ӗҫлев,çalışma
335,Gast::N,хӑна,konuk
336,Gast::N,хӑна,misafir
337,Geschenk::N,парне,hediye
338,Geschenk::N,парне,armağan
339,Geschenk::N,кучченеҫ,hediye
340,Geschenk::N,кучченеҫ,armağan
341,Spiel::N,вӑйӑ,oyun
342,Gesellschaft::N,общество,çevre
343,Gesellschaft::N,общество,arkadaşlık
344,Hilfe::N,пулӑшу,yardım
345,Freund::N,тус,dost
346,Freund::N,тус,arkadaş
347,Kamerad::N,юлташ,arkadaş
348,Kamerad::N,тус,arkadaş
349,Angelegenheit::N,ӗҫ,iş
350,Angelegenheit::N,ӗҫ,husus
351,Anzahl::N,йыш,sayı
352,Anzahl::N,хисеп,sayı
353,Art::N,тӗс,çeşit
354,Stück::N,татӑк,tane
355,Stück::N,татӑк,parça
356,Teil::N,пай,kısım
357,Hälfte::N,ҫурӑ,yarı
358,Kreis::N,ункӑ,daire
359,Kreis::N,ҫавракӑш,daire
360,Kreuz::N,хӗрес,haç
361,Linie::N,йӗр,hat
362,Linie::N,йӗр,çizgi
363,Strich::N,йӗр,çizgi
364,Abstand::N,хушӑ,aralık
365,Entfernung::N,хушӑ,mesafe
366,Entfernung::N,хушӑ,uzaklık
367,Gegend::N,вырӑн,yöre
368,Platz::N,хутлӑх,yer
369,Ort::N,вырӑн,yer
370,Seite::N,ен,yan
371,Seite::N,ен,taraf
372,Seite::N,аяк,yan
373,Seite::N,аяк,taraf
374,Seite::N,айӑк,yan
375,Seite::N,айӑк,taraf
376,Mitte::N,варӑ,orta
377,Mitte::N,варӑ,merkez
378,Gegenstand::N,япала,şey
379,Sache::N,япала,iş
380,Sache::N,япала,şey
381,Rand::N,вӗҫ,kenar
382,Rand::N,хӗрӗ,kenar
383,Rand::N,хӗрри,kenar
384,Kante::N,хайкача,kenar
385,Kante::N,хысак,kenar
386,Ecke::N,кӗтес,köşe
387,Spitze::N,вӗҫ,uç
388,Spitze::N,вӗҫ,baş
389,Ende::N,вӗҫ,uç
390,Loch::N,шӑтӑк,oyuk
391,Loch::N,шӑтӑк,delik
392,Winkel::N,кӗтес,köşe
393,Muster::N,эреш,örnek
394,Größe::N,пысӑкӑш,büyüklük
395,Länge::N,вӑрӑмӑш,uzunluk
396,Höhe::N,ҫӳллӗш,yükseklik
397,Gewicht::N,виҫе,ağırlık
398,Gewicht::N,йывӑрӑш,ağırlık
399,Menge::N,йыш,miktar
400,Haufen::N,купа,küme
401,Haufen::N,купа,yığın
402,Reihe::N,рет,sıra
403,Boot::N,кимӗ,kayık
404,Boot::N,кимӗ,sandal
405,Ruder::N,кӗсмен,kürek
406,Schlitten::N,ҫуна,kızak
407,Ski::N,йӗлтӗр,kayak
408,Lagerfeuer::N,вут,kamp ateşi
409,Lagerfeuer::N,кӑвайт,kamp ateşi
410,Last::N,сулмаклӑх,yük
411,Last::N,йывӑр япала,yük
412,Gang::N,куҫӑм,gidiş
413,Gang::N,куҫӑм,yürüyüş
414,Schritt::N,утӑм,adım
415,Schritt::N,пусӑм,adım
416,Norden::N,ҫурҫӗр,kuzey
417,Süden::N,кӑнтӑр,güney
418,Westen::N,анӑҫ,batı
419,Westen::N,хӗвел анӑҫ,batı
420,Osten::N,хӗвел тухӑҫ,doğu
421,Holz::N,йывӑҫ,ağaç
422,Holz::N,йывӑҫ,tahta
423,Brett::N,хӑма,tahta
424,Platte::N,плита,levha
425,Stütze::N,ура,dayak
426,Stütze::N,ура,destek
427,Stange::N,шерте,çubuk
428,Stock::N,патак,sopa
429,Stock::N,патак,değnek
430,Stab::N,шӑчӑ,sırık
431,Stab::N,шӑчӑ,baston
432,Rohr::N,пӑрӑх,boru
433,Haus::N,ҫурт,ev
434,Heim::N,кил,ev
435,Heim::N,кил,yurt
436,Ofen::N,кӑмака,soba
437,Fußboden::N,урай,taban
438,Fußboden::N,урай,döşeme
439,Tisch::N,сӗтел,masa
440,Stuhl::N,пукан,iskemle
441,Stuhl::N,пукан,sandalye
442,Wiege::N,сӑпка,beşik
443,Bett::N,кравать,yatak
444,Regal::N,ҫӳлӗк,raf
445,Regal::N,сентре,raf
446,Kiste::N,ещӗк,sandık
447,Kiste::N,сунтӑх,sandık
448,Fenster::N,чӳрече,pencere
449,Tür::N,алӑк,kapı
450,Tor::N,хапха,kapı
451,Zaun::N,хӳме,çit
452,Dach::N,тӑрӑ,dam
453,Dach::N,тӑрӑ,çatı
454,Leiter::N,пусма,merdiven
455,Besen::N,шӑпӑр,süpürge
456,Spaten::N,кӗреҫе,bel
457,Schaufel::N,кӗреҫе,kürek
458,Gabel::N,вилка,çatal
459,Löffel::N,кашӑк,kaşık
460,Messer::N,ҫӗҫӗ,bıçak
461,Nagel::N,пӑта,çivi
462,Netz::N,тетел,ağ
463,Haken::N,йӑрхах,çengel
464,Haken::N,ҫекӗл,çengel
465,Griff::N,хӑлӑп,kulp
466,Griff::N,хӑлӑп,tutamak
467,Schloss::N,ҫӑра,kilit
468,Bild::N,сӑн,imaj
469,Bild::N,сӑн,resim
470,Bild::N,сӑнлӑх,imaj
471,Bild::N,сӑнлӑх,resim
472,Bild::N,картина,imaj
473,Bild::N,картина,resim
474,Figur::N,кӗлетке,şekil
475,Figur::N,кӗлетке,heykel
476,Puppe::N,пукане,kukla
477,Beutel::N,михӗ,kese
478,Beutel::N,михӗ,torba
479,Bündel::N,ҫыхӑ,deste
480,Bündel::N,тӗрке,deste
481,Tasche::N,сумка,çanta
482,Eimer::N,витре,kova
483,Deckel::N,хупӑ,kapak
484,Geschirr::N,савӑт-сапа,kap kacak
485,Sack::N,михӗ,torba
486,Tasse::N,курка,fincan
487,Topf::N,кастрюль,tencere
488,Kessel::N,хуран,kazan
489,Essen::N,апат,yemek
490,Nahrung::N,апат-ҫимӗс,gıda
491,Nahrung::N,апат-ҫимӗс,besin
492,Speise::N,апат,yemek
493,Speise::N,ҫимӗҫ,yemek
494,Fleisch::N,аш,et
495,Fleisch::N,какай,et
496,Getreide::N,тырӑ,tahıl
497,Getreide::N,тырӑ,hububat
498,Brei::N,пӑтӑ,ezme
499,Brot::N,ҫӑкӑр,ekmek
500,Scheibe::N,чӗлӗ,dilim
501,Scheibe::N,касӑк,dilim
502,Fett::N,ҫу,yağ
503,Butter::N,ҫу,tereyağı
504,Öl::N,ҫу,yağ
505,Öl::N,ҫу,akar yağ
506,Salz::N,тӑвар,tuz
507,Suppe::N,яшка,çorba
508,Honig::N,пыл,bal
509,Milch::N,сӗт,süt
510,Tee::N,чей,çay
511,Leder::N,сӑран,deri
512,Leder::N,сӑран,meşin
513,Wolle::N,ҫӑм,yün
514,Stoff::N,тӗртӗм,kumaş
515,Nadel::N,йӗп,iğne
516,Faden::N,ҫип,tire
517,Faden::N,ҫип,iplik
518,Knopf::N,тӳме,düğme
519,Knoten::N,йӑлӑ,düğüm
520,Farbe::N,сӑрӑ,boya
521,Kleidung::N,тум,giyim
522,Kleidung::N,ҫипуҫ,giyim
523,Kleidung::N,тум-тир,giyim
524,Hemd::N,кӗпе,gömlek
525,Kragen::N,ҫуха,yaka
526,Ärmel::N,ҫанӑ,yen
527,Ärmel::N,ҫанӑ,elbise kolu
528,Hose::N,шӑлавар,pantolon
529,Gürtel::N,пиҫиххи,kuşak
530,Mütze::N,ҫӗлӗк,bere
531,Mütze::N,ҫӗлӗк,kasket
532,Schuh::N,пушмак,kundura
533,Schuh::N,пушмак,ayakkabı
534,Schuh::N,ботинок,kundura
535,Schuh::N,ботинок,ayakkabı
536,Stiefel::N,атӑ,çizme
537,Ring::N,ҫӗрӗ,yüzük
538,Band::N,хаю,bağ
539,Band::N,хаю,şerit
540,Band::N,йӗсме,bağ
541,Band::N,йӗсме,şerit
542,Kamm::N,тура,tarak
543,Spiegel::N,тӗкӗр,ayna
544,Spiegel::N,куҫ кӗски,ayna
545,Riemen::N,чӗн,kayış
546,Schnur::N,кантра,ip
547,Schnur::N,кантра,sicim
548,Leine::N,касмӑк,kayış
549,Decke::N,утиял,örtü
550,Decke::N,утиял,yorgan
551,Kissen::N,ҫытар,yastık
552,Kissen::N,минтер,yastık
553,Tuch::N,тутӑр,bez
554,Handtuch::N,ал шӑлли,havlu
555,Kraft::N,вӑй,güç
556,Kraft::N,вӑй,kuvvet
557,Kraft::N,хӑват,güç
558,Kraft::N,хӑват,kuvvet
559,Stärke::N,хал,kuvvet
560,Stärke::N,хӑват,kuvvet
561,Gesundheit::N,хал,sağlık
562,Gesundheit::N,сывлӑх,sağlık
563,Krankheit::N,чир,hastalık
564,Schmerz::N,ырату,ağrı
565,Schmerz::N,ырату,sancı
566,Wunde::N,суран,yara
567,Fieber::N,сив чир,ateş
568,Arznei::N,эмел,ilâç
569,Brücke::N,кӗпер,köprü
570,Brunnen::N,ҫӑл,kuyu
571,Brunnen::N,ҫӑл,çeşme
572,Brunnen::N,пусӑ,kuyu
573,Brunnen::N,пусӑ,çeşme
574,Weide::N,ҫаран,otlak
575,Pfad::N,йӗр,patika
576,Pfad::N,йӗр,keçiyolu
577,Pfad::N,сукмак,patika
578,Pfad::N,сукмак,keçiyolu
579,Weg::N,ҫул,yol
580,Weg::N,ҫул-йӗр,yol
581,Straße::N,ҫӳрев,yol
582,Straße::N,ҫӳрев,cadde
583,Straße::N,ҫул ҫӳрени,yol
584,Straße::N,ҫул ҫӳрени,cadde
585,Dorf::N,ял,köy
586,Stadt::N,хула,kent
587,Stadt::N,хула,şehir
588,Brief::N,ҫыру,mektup
589,Buch::N,кӗнеке,kitap
590,Buchstabe::N,сас палли,harf
591,Zeitung::N,хаҫат,gazete
592,Leben::N,пурнӑҫ,hayat
593,Tod::N,вилӗм,ölüm
594,Grab::N,масар шӑтӑкӗ,kabir
595,Kirche::N,чиркӳ,kilise
596,Sünde::N,ҫылӑх,günah
597,Gott::N,турӑ,tanrı
598,Arbeiter::N,рабочи,işçi
599,Chef::N,пуҫлӑх,şef
600,Chef::N,пуҫлӑх,müdür
601,Meister::N,ӑста,usta
602,Meister::N,мастер,usta
603,Arzt::N,врач,hekim
604,Arzt::N,врач,doktor
605,Arzt::N,тухтӑр,hekim
606,Arzt::N,тухтӑр,doktor
607,Lehrer::N,учитель,hoca
608,Lehrer::N,учитель,öğretmen
609,Lehrer::N,вӗрентекен,hoca
610,Lehrer::N,вӗрентекен,öğretmen
611,Geld::N,укҫа,para
612,Geschäft::N,бизнес,ticaret
613,Laden::N,магазин,dükkân
614,Preis::N,хак,fiyat
615,Ware::N,тавар,mal
616,Nutzen::N,пайта,fayda
617,Reichtum::N,мул,servet
618,Reichtum::N,мул,zenginlik
619,Welt::N,тӗнче,dünya
620,Land::N,ҫӗр-шыв,ülke
621,Staat::N,патшàлӑх,devlet
622,König::N,король,kral
623,Macht::N,власть,kudret
624,Macht::N,власть,iktidar
625,Grenze::N,чикӗ,had
626,Grenze::N,чикӗ,sınır
627,Krieg::N,вӑрҫӑ,savaş
628,Feind::N,тӑшман,düşman
629,Gewalt::N,ирӗксӗрлӳ,zor
630,Gewalt::N,ирӗксӗрлӳ,cebir
631,Kampf::N,кӗрешӳ,savaş
632,Bogen[Waffe]::N,ухӑ,yay
633,Pfeil::N,ҫӗмрен,ok
634,Pfeil::N,ухӑ йӗппи,ok
635,Gewehr::N,пӑшал,tüfek
636,Fehler::N,йӑнӑш,hata
637,Fehler::N,йӑнӑш,yanlış
638,Lüge::N,суя,yalan
639,Lüge::N,ултав,yalan
640,Schaden::N,сиен,zarar
641,Unglück::N,шар,felâket
642,Unglück::N,шар,talihsizlik
643,Unglück::N,инкек,felâket
644,Unglück::N,инкек,talihsizlik
645,Schuld::N,айӑп,suç
646,Schuld::N,айӑп,kabahat
647,Alter::N,ҫул шучӗ,yaş
648,Schluss::N,пӗтни,son
649,Schluss::N,пӗтмӗш,son
650,Zeit::N,вӑхӑт,zaman
651,Tag::N,кун,gün
652,Morgen::N,ир,sabah
653,Mittag::N,кӑнтӑрла,öğle
654,Abend::N,каҫ,akşam
655,Nacht::N,каҫ,gece
656,Woche::N,эрне,hafta
657,Monat::N,уйӑх,ay
658,Jahr::N,ҫулталӑк,yıl
659,Jahr::N,ҫулталӑк,sene
660,Frühling::N,ҫур,ilkbahar
661,Frühling::N,ҫуркунне,ilkbahar
662,Sommer::N,ҫу,yaz
663,Sommer::N,ҫулла,yaz
664,Herbst::N,кӗр,güz
665,Herbst::N,кӗр,sonbahar
666,Herbst::N,кӗркунне,güz
667,Herbst::N,кӗркунне,sonbahar
668,Winter::N,хӗл,kış
669,Winter::N,хӗлле,kış
670,Januar::N,январь,ocak
671,Februar::N,февраль,şubat
672,Februar::N,кӗҫӗн кӑрлач,şubat
673,März::N,март,mart
674,März::N,пуш уйӑхӗ,mart
675,April::N,апрель,nisan
676,Mai::N,май,mayıs
677,Juni::N,июнь,haziran
678,Juli::N,июль,temmuz
679,August::N,август,ağustos
680,September::N,сентябрь,eylül
681,September::N,авӑн уйӑхӗ,eylül
682,Oktober::N,октябрь,ekim
683,November::N,ноябрь,kasım
684,Dezember::N,раштав,aralık
685,Dezember::N,декабрь,aralık
686,Montag::N,тунти кун,pazartesi
687,Dienstag::N,ытлари кун,salı
688,Mittwoch::N,юн кун,çarşamba
689,Donnerstag::N,кӗҫнерни кун,perşembe
690,Freitag::N,эрне кун,cuma
691,Samstag::N,шӑмат кун,cumartesi
692,Sonntag::N,вырсарни кун,pazar
693,groß::A,пысӑк,büyük
694,klein::A,пӗчӗк,ufak
695,klein::A,пӗчӗк,küçük
696,lang::A,вӑрӑм,uzun
697,kurz::A,кӗске,kısa
698,breit::A,сарлака,enli
699,breit::A,сарлака,geniş
700,schmal::A,ансӑр,dar
701,dicht::A,йӑвӑ,sık
702,dicht::A,йӑвӑ,yoğun
703,dick[Gegenstand]::A,хулӑн,kalın
704,dick[Gegenstand]::A,хулӑн,iri
705,dünn::A,ҫинҫе,ince
706,dünn::A,ҫӳхе,ince
707,fein::A,тарай,ince
708,fein::A,тарай,narin
709,fein::A,вӗлтӗрти,ince
710,fein::A,вӗлтӗрти,narin
711,fest::A,тӗреклӗ,sabit
712,fest::A,тӗреклӗ,sağlam
713,flach::A,лаптак,düz
714,flach::A,лаптак,yassı
715,glatt::A,такӑр,düz
716,hart::A,хытӑ,katı
717,weich::A,ҫемҫе,yumuşak
718,rund::A,ҫавра,yuvarlak
719,spitz::A,шӗвӗр,sivri
720,scharf::A,ҫивӗч,keskin
721,stumpf::A,мӑка,kör
722,stumpf::A,пуклак,kör
723,stumpf::A,тӗрӗнчӗк,kör
724,stumpf::A,ӑнкарусӑр,kör
725,schwer::A,йывӑр,ağır
726,schön::A,илемлӗ,güzel
727,heiß::A,вӗри,kızgın
728,warm::A,ӑшӑ,sıcak
729,kalt::A,сивӗ,soğuk
