,Concept_ID,nl,ca
73,Luft::N,lucht,aire
74,Wind::N,wind,vent
75,Welle::N,golf,ona
76,Wasser::N,water,āigua
77,Stein::N,steen,pedra
78,Boden::N,grond,sòl
79,Erde::N,aarde,terra
80,Staub::N,stof,pols
81,Rauch::N,rook,fum
82,Funke::N,vonk,guspira
83,Funke::N,vonk,centella
84,Feuer::N,vuur,foc
85,Licht::N,licht,llum
86,Schatten::N,schaduw,ombra
87,Wetter::N,weer,temps
88,Nebel::N,mist,boira
89,Nebel::N,nevel,boira
90,Wolke::N,wolk,núvol
91,Regen::N,regen,pluja
92,Schnee::N,sneeuw,neu
93,Eis::N,ijs,gel
94,Eis::N,ijs,glaç
95,Frost::N,vorst,glaçada
96,Kälte::N,kou,fred
97,Kälte::N,koude,fred
98,Hitze::N,hitte,calor
99,Raureif::N,rijp,gebre
100,Regenbogen::N,regenboog,arc iris
101,Donner::N,donder,tro
102,Strömung::N,stroming,corrent
103,Tropfen::N,druppel,gota
104,Schaum::N,schuim,escuma
105,Schmutz::N,vuil,brutícia
106,See::N,meer,llac
107,Sumpf::N,moeras,pantà
108,Moor::N,veen,pantà
109,Wiese::N,wei,prat
110,Wiese::N,wei,prada
111,Wiese::N,weide,prat
112,Wiese::N,weide,prada
113,Wald::N,bos,bosc
114,Hügel::N,heuvel,puig
115,Hügel::N,heuvel,pujol
116,Anhöhe::N,hoogte,turó
117,Berg::N,berg,muntanya
118,Gipfel::N,top,cim
119,Höhle::N,hol,cova
120,Abhang::N,helling,coster
121,Quelle::N,bron,font
122,Bach::N,beek,riera
123,Fluss::N,stroom,riu
124,Ufer::N,wal,riba
125,Ufer::N,oever,riba
126,Küste::N,kust,costa
127,Festland::N,vasteland,terra ferma
128,Meer::N,zee,mar
129,Bucht::N,baai,cala
130,Bucht::N,baai,badia
131,Bucht::N,inham,cala
132,Bucht::N,inham,badia
133,Insel::N,eiland,illa
134,Blume::N,bloem,flor
135,Gras::N,gras,herba
136,Wurzel::N,wortel,rel
137,Wurzel::N,wortel,arrel
138,Baum::N,boom,arbre
139,Stamm::N,stam,tronc
140,Rinde::N,schors,escorça
141,Ast::N,tak,branca
142,Zweig::N,twijg,ram
143,Blatt::N,blad,fulla
144,Birke::N,berk,bedoll
145,Kiefer[Baum]::N,den,pi
146,Weide[Baum]::N,wilg,salze
147,Tanne::N,spar,avet
148,Horn::N,hoorn,corn
149,Horn::N,hoorn,banya
150,Feder::N,veer,ploma
151,Feder::N,pluim,ploma
152,Fell::N,vel,pell
153,Flügel::N,vleugel,ala
154,Klaue::N,klauw,urpa
155,Kralle::N,klauw,grapa
156,Schwanz::N,staart,cua
157,Ei::N,ei,ou
158,Nest::N,nest,niu
159,Bau::N,hol,cau
160,Tier::N,dier,animāl
161,Herde::N,kudde,ramat
162,Kuh::N,koe,vaca
163,Bulle::N,stier,toro
164,Pferd::N,paard,cavāll
165,Schaf::N,schaap,be
166,Schaf::N,schaap,ovella
167,Schwein::N,varken,bacó
168,Hund::N,hond,ca
169,Hund::N,hond,gos
170,Katze::N,kat,gat
171,Bär::N,beer,ós
172,Eichhörnchen::N,eekhoorntje,esquirol
173,Elch::N,eland,ant
174,Fuchs::N,vos,guilla
175,Hase::N,haas,llebre
176,Maus::N,muis,ratolí
177,Wolf::N,wolf,llop
178,Vogel::N,vogel,au
179,Vogel::N,vogel,ocēll
180,Schwarm::N,zwerm,bandada
181,Huhn::N,kip,gallina
182,Huhn::N,hoen,gallina
183,Hahn::N,haan,gall
184,Gans::N,gans,oca
185,Adler::N,arend,àguila
186,Ente::N,eend,ànec
187,Eule::N,uil,òliba
188,Eule::N,uil,mussol
189,Kranich::N,kraanvogel,grua
190,Krähe::N,kraai,cornella
191,Kuckuck::N,koekoek,cucut
192,Schwan::N,zwaan,cigne
193,Fisch::N,vis,peix
194,Barsch::N,baars,perca
195,Hecht::N,snoek,lluç
196,Schlange[Tier]::N,slang,serp
197,Wurm::N,worm,cuc
198,Spinne::N,spin,aranya
199,Ameise::N,mier,formiga
200,Laus::N,luis,poll
201,Mücke::N,mug,mosquit
202,Fliege::N,vlieg,mosca
203,Schmetterling::N,vlinder,papallona
204,Beere::N,bes,baia
205,Apfel::N,appel,poma
206,Pilz::N,paddestoel,bolet
207,Zwiebel::N,ui,ceba
208,Saat::N,zaad,sembra
209,Korn::N,graan,gra
210,Korn::N,korrel,gra
211,Heu::N,hooi,fenc
212,Schale::N,schil,closca
213,Grube::N,kuil,sot
214,Grube::N,kuil,clot
215,Falle::N,val,trampa
216,Schlinge::N,strop,baga
217,Spur::N,spoor,traça
218,Asche::N,as,cendra
219,Dreck::N,drek,llot
220,Eisen::N,ijzer,ferro
221,Gold::N,goud,or
222,Silber::N,zilver,plata
223,Kohle::N,kool,carbó
224,Glas::N,glas,vidre
225,Lehm::N,klei,fang
226,Lehm::N,klei,argila
227,Sand::N,zand,arena
228,Mensch::N,mens,humà
229,Mensch::N,mens,persona
230,Mann::N,man,home
231,Frau::N,vrouw,dona
232,Kind::N,kind,nen
233,Junge::N,jongen,noi
234,Mädchen::N,meisje,noia
235,Familie::N,gezin,família
236,Familie::N,familie,família
237,Großvater::N,grootvader,avi
238,Großmutter::N,grootmoeder,àvia
239,Eltern::N,ouders,pares
240,Vater::N,vader,pare
241,Mutter::N,moeder,mare
242,Sohn::N,zoon,fill
243,Tochter::N,dochter,filla
244,Bruder::N,broer,germà
245,Bruder::N,broeder,germà
246,Schwester::N,zus,germana
247,Schwester::N,zuster,germana
248,Onkel::N,oom,oncle
249,Tante::N,tante,tia
250,Ehemann::N,echtgenoot,espòs
251,Ehefrau::N,echtgenote,muller
252,Freude::N,vreugde,goig
253,Freude::N,vreugde,alegria
254,Gelächter::N,gelach,riallada
255,Glück::N,geluk,felicitat
256,Kummer::N,verdriet,pena
257,Wunsch::N,wens,desig
258,Wunsch::N,verlangen,desig
259,Lust::N,zin,ganes
260,Lust::N,lust,ganes
261,Geist::N,geest,ment
262,Geist::N,geest,esperit
263,Gedanke::N,gedachte,pensament
264,Gedächtnis::N,geheugen,memòria
265,Verstand::N,verstand,raó
266,Verstand::N,verstand,seny
267,Sinn::N,betekenis,solta
268,Sinn::N,betekenis,sentit
269,Grund::N,reden,raó
270,Grund::N,reden,causa
271,Wahrheit::N,waarheid,veritāt
272,Gespräch::N,gesprek,conversa
273,Märchen::N,sprookje,conte
274,Erzählung::N,verhaal,narració
275,Nachricht::N,tijding,missatge
276,Neuigkeit::N,nieuws,novetat
277,Neuigkeit::N,nieuwtje,novetat
278,Name::N,naam,nom
279,Rätsel::N,raadsel,endevinalla
280,Rede::N,rede,discurs
281,Sprache::N,taal,llēngua
282,Stimme::N,stem,veu
283,Wort::N,woord,mot
284,Wort::N,woord,paraula
285,Zeichen::N,teken,signe
286,Zeichen::N,teken,senyal
287,Ruf::N,roep,crida
288,Lärm::N,lawaai,sorōll
289,Laut::N,klank,so
290,Laut::N,geluid,so
291,Ton::N,toon,to
292,Ton::N,klank,to
293,Lied::N,lied,cançó
294,Ruhe::N,rust,calma
295,Ruhe::N,rust,silenci
296,Ruhe::N,stilte,calma
297,Ruhe::N,stilte,silenci
298,Leute::N,lui,gent
299,Leute::N,mensen,gent
300,Volk::N,volk,poble
301,Arbeit::N,werk,labor
302,Arbeit::N,werk,treball
303,Arbeit::N,arbeid,labor
304,Arbeit::N,arbeid,treball
305,Gast::N,gast,hoste
306,Geschenk::N,cadeau,regal
307,Geschenk::N,cadeau,obsequi
308,Geschenk::N,geschenk,regal
309,Geschenk::N,geschenk,obsequi
310,Spiel::N,spel,joc
311,Gesellschaft::N,gezelschap,companyia
312,Hilfe::N,hulp,ajut
313,Freund::N,vriend,amīc
314,Kamerad::N,maat,company
315,Kamerad::N,maat,camarada
316,Kamerad::N,metgezel,company
317,Kamerad::N,metgezel,camarada
318,Angelegenheit::N,zaak,afer
319,Angelegenheit::N,zaak,assumpte
320,Angelegenheit::N,aangelegenheid,afer
321,Angelegenheit::N,aangelegenheid,assumpte
322,Anzahl::N,tal,nombre
323,Anzahl::N,tal,quantitat
324,Anzahl::N,aantal,nombre
325,Anzahl::N,aantal,quantitat
326,Art::N,slag,tipus
327,Art::N,slag,classe
328,Art::N,soort,tipus
329,Art::N,soort,classe
330,Stück::N,stuk,peça
331,Teil::N,deel,part
332,Hälfte::N,helft,meitat
333,Kreis::N,kring,cercle
334,Kreis::N,cirkel,cercle
335,Kreuz::N,kruis,creu
336,Linie::N,lijn,línia
337,Strich::N,haal,traç
338,Strich::N,haal,ratlla
339,Strich::N,streep,traç
340,Strich::N,streep,ratlla
341,Abstand::N,afstand,distància
342,Entfernung::N,afstand,distància
343,Gegend::N,streek,regió
344,Gegend::N,streek,contrada
345,Platz::N,ruimte,cabuda
346,Ort::N,oord,lloc
347,Ort::N,plaats,lloc
348,Seite::N,zij,banda
349,Seite::N,zij,costāt
350,Seite::N,kant,banda
351,Seite::N,kant,costāt
352,Seite::N,zijde,banda
353,Seite::N,zijde,costāt
354,Mitte::N,midden,mig
355,Mitte::N,midden,centre
356,Gegenstand::N,voorwerp,objecte
357,Sache::N,zaak,cosa
358,Rand::N,rand,vora
359,Rand::N,rand,marge
360,Rand::N,boord,vora
361,Rand::N,boord,marge
362,Kante::N,kant,caire
363,Kante::N,kant,cantell
364,Ecke::N,hoek,cantonada
365,Spitze::N,punt,punta
366,Spitze::N,spits,punta
367,Ende::N,einde,cap
368,Ende::N,uiteinde,cap
369,Loch::N,gat,forāt
370,Winkel::N,hoek,racó
371,Muster::N,dessin,dibuix
372,Muster::N,dessin,disseny
373,Muster::N,patroon,dibuix
374,Muster::N,patroon,disseny
375,Größe::N,grootte,grandària
376,Länge::N,lengte,longitud
377,Höhe::N,hoogte,altura
378,Höhe::N,hoogte,altitud
379,Gewicht::N,gewicht,pes
380,Menge::N,hoeveelheid,quantitat
381,Haufen::N,hoop,pila
382,Reihe::N,rij,fila
383,Reihe::N,reeks,fila
384,Boot::N,boot,bot
385,Boot::N,boot,barca
386,Ruder::N,roeiriem,rem
387,Schlitten::N,slee,trineu
388,Schlitten::N,slede,trineu
389,Ski::N,ski,esquí
390,Lagerfeuer::N,kampvuur,foc de campament
391,Last::N,last,càrrega
392,Last::N,vracht,càrrega
393,Gang::N,wandeling,marxa
394,Schritt::N,stap,pas
395,Schritt::N,schrede,pas
396,Norden::N,noorden,nord
397,Süden::N,zuiden,sud
398,Westen::N,westen,oest
399,Westen::N,westen,occident
400,Osten::N,oosten,est
401,Osten::N,oosten,orient
402,Holz::N,hout,fusta
403,Brett::N,plank,taula
404,Platte::N,plaat,placa
405,Stütze::N,stut,suport
406,Stütze::N,steun,suport
407,Stange::N,stang,vara
408,Stock::N,stok,pal
409,Stab::N,staf,bastó
410,Rohr::N,pijp,tub
411,Haus::N,huis,casa
412,Heim::N,tehuis,llar
413,Ofen::N,kachel,estufa
414,Fußboden::N,vloer,terra
415,Tisch::N,tafel,taula
416,Stuhl::N,stoel,cadira
417,Wiege::N,wieg,bressol
418,Bett::N,bed,llit
419,Regal::N,rek,prestatgeria
420,Kiste::N,kist,caixa
421,Fenster::N,raam,finestra
422,Fenster::N,venster,finestra
423,Tür::N,deur,porta
424,Tor::N,poort,portal
425,Zaun::N,omheining,tanca
426,Dach::N,dak,teulada
427,Leiter::N,ladder,escala
428,Leiter::N,ladder,escala de mà
429,Besen::N,bezem,escombra
430,Spaten::N,schop,pala
431,Schaufel::N,schep,pala
432,Gabel::N,vork,forquilla
433,Löffel::N,lepel,cullera
434,Messer::N,mes,coltell
435,Nagel::N,spijker,clau
436,Netz::N,net,filat
437,Haken::N,haak,ganxo
438,Griff::N,handvat,puny
439,Griff::N,handvat,mànec
440,Schloss::N,slot,pany
441,Bild::N,beeld,imatge
442,Figur::N,figuur,figura
443,Puppe::N,pop,nina
444,Beutel::N,zak,bossa
445,Beutel::N,buidel,bossa
446,Bündel::N,pak,feix
447,Bündel::N,pak,paquet
448,Bündel::N,bundel,feix
449,Bündel::N,bundel,paquet
450,Tasche::N,tas,bossa
451,Eimer::N,emmer,galleda
452,Deckel::N,deksel,tapa
453,Deckel::N,deksel,tapadora
454,Geschirr::N,vaatwerk,vaixella
455,Sack::N,zak,sac
456,Sack::N,zak,saca
457,Tasse::N,kop,tassa
458,Topf::N,pan,pot
459,Topf::N,pan,olla
460,Kessel::N,ketel,caldera
461,Essen::N,eten,àpat
462,Essen::N,eten,menjada
463,Nahrung::N,voedsel,aliment
464,Speise::N,spijs,plat
465,Fleisch::N,vlees,carn
466,Getreide::N,graan,cereals
467,Brei::N,pap,puré
468,Brei::N,brij,puré
469,Brot::N,brood,pa
470,Scheibe::N,plak,tall
471,Scheibe::N,plak,llesca
472,Scheibe::N,snede,tall
473,Scheibe::N,snede,llesca
474,Fett::N,vet,greix
475,Butter::N,boter,mantega
476,Öl::N,olie,oli
477,Salz::N,zout,sal
478,Suppe::N,soep,sopa
479,Honig::N,honing,mel
480,Milch::N,melk,llet
481,Tee::N,thee,te
482,Leder::N,leer,cuir
483,Leder::N,leder,cuir
484,Wolle::N,wol,llana
485,Stoff::N,stof,tela
486,Nadel::N,naald,agulla
487,Faden::N,draad,fil
488,Knopf::N,knoop,botó
489,Knoten::N,knoop,nus
490,Farbe::N,verf,pintura
491,Kleidung::N,kledij,roba
492,Kleidung::N,kledij,vestits
493,Kleidung::N,kleding,roba
494,Kleidung::N,kleding,vestits
495,Hemd::N,hemd,camisa
496,Kragen::N,kraag,coll
497,Ärmel::N,mouw,màniga
498,Hose::N,broek,pantalōns
499,Hose::N,pantalon,pantalōns
500,Gürtel::N,riem,cinturó
501,Gürtel::N,gordel,cinturó
502,Mütze::N,muts,gorra
503,Schuh::N,schoen,sabata
504,Stiefel::N,laars,bota
505,Ring::N,ring,anell
506,Band::N,lint,veta
507,Band::N,lint,cinta
508,Kamm::N,kam,pinta
509,Spiegel::N,spiegel,mirāll
510,Riemen::N,riem,corretja
511,Schnur::N,koord,corda
512,Leine::N,lijn,corretja
513,Decke::N,deken,manta
514,Decke::N,deken,flassada
515,Kissen::N,kussen,coixí
516,Tuch::N,doek,mocador
517,Handtuch::N,handdoek,tovallola
518,Kraft::N,kracht,força
519,Stärke::N,sterkte,vigor
520,Gesundheit::N,gezondheid,salut
521,Krankheit::N,ziekte,malaltia
522,Schmerz::N,pijn,dolor
523,Wunde::N,wond,ferida
524,Fieber::N,koorts,febre
525,Arznei::N,medicament,medicament
526,Arznei::N,geneesmiddel,medicament
527,Brücke::N,brug,pont
528,Brunnen::N,put,pou
529,Brunnen::N,bron,pou
530,Weide::N,wei,pastura
531,Weide::N,weide,pastura
532,Pfad::N,pad,senda
533,Pfad::N,pad,sender
534,Weg::N,weg,camí
535,Straße::N,baan,carretera
536,Straße::N,straat,carretera
537,Dorf::N,dorp,poble
538,Stadt::N,stad,ciutāt
539,Brief::N,brief,carta
540,Buch::N,boek,llibre
541,Buchstabe::N,letter,lletra
542,Zeitung::N,krant,diāri
543,Zeitung::N,dagblad,diāri
544,Leben::N,leven,vida
545,Tod::N,dood,mort
546,Grab::N,graf,tomba
547,Kirche::N,kerk,església
548,Sünde::N,zonde,pecat
549,Gott::N,god,déu
550,Arbeiter::N,arbeider,obrer
551,Chef::N,chef,cap
552,Meister::N,meester,mestre
553,Arzt::N,arts,metge
554,Arzt::N,dokter,metge
555,Lehrer::N,leraar,mestre
556,Lehrer::N,onderwijzer,mestre
557,Geld::N,geld,dinērs
558,Geschäft::N,zaak,negoci
559,Laden::N,winkel,tenda
560,Laden::N,winkel,botiga
561,Preis::N,prijs,preu
562,Ware::N,waar,mercaderia
563,Nutzen::N,nut,profit
564,Nutzen::N,voordeel,profit
565,Reichtum::N,rijkdom,riquesa
566,Welt::N,wereld,món
567,Land::N,land,país
568,Staat::N,staat,estat
569,König::N,koning,rei
570,Macht::N,macht,poder
571,Macht::N,macht,potència
572,Grenze::N,grens,frontera
573,Krieg::N,oorlog,guerra
574,Feind::N,vijand,enemic
575,Gewalt::N,geweld,violència
576,Kampf::N,strijd,lluita
577,Kampf::N,gevecht,lluita
578,Bogen[Waffe]::N,boog,arc
579,Pfeil::N,pijl,fletxa
580,Gewehr::N,geweer,fusell
581,Gewehr::N,geweer,escopeta
582,Fehler::N,fout,falta
583,Lüge::N,leugen,mentida
584,Schaden::N,schade,dany
585,Unglück::N,tegenspoed,desgràcia
586,Schuld::N,schuld,culpa
587,Alter::N,leeftijd,edat
588,Schluss::N,slot,fi
589,Schluss::N,slot,final
590,Zeit::N,tijd,temps
591,Tag::N,dag,dia
592,Morgen::N,morgen,matí
593,Morgen::N,ochtend,matí
594,Mittag::N,middag,migdia
595,Abend::N,avond,vespre
596,Nacht::N,nacht,nit
597,Woche::N,week,setmana
598,Monat::N,maand,mes
599,Jahr::N,jaar,any
600,Frühling::N,lente,primavera
601,Frühling::N,voorjaar,primavera
602,Sommer::N,zomer,estīu
603,Herbst::N,herfst,tardor
604,Winter::N,winter,hivērn
605,Januar::N,januari,gener
606,Februar::N,februari,febrer
607,März::N,maart,març
608,April::N,april,abril
609,Mai::N,mei,maig
610,Juni::N,juni,juny
611,Juli::N,juli,juliol
612,August::N,augustus,agost
613,September::N,september,setembre
614,Oktober::N,oktober,octubre
615,November::N,november,novembre
616,Dezember::N,december,desembre
617,Montag::N,maandag,dilluns
618,Dienstag::N,dinsdag,dimarts
619,Mittwoch::N,woensdag,dimecres
620,Donnerstag::N,donderdag,dijous
621,Freitag::N,vrijdag,divendres
622,Samstag::N,zaterdag,dissabte
623,Sonntag::N,zondag,diumenge
624,groß::A,groot,gros
625,klein::A,klein,petīt
626,lang::A,lang,llarg
627,kurz::A,kort,curt
628,breit::A,breed,ample
629,schmal::A,smal,estret
630,dicht::A,dicht,dens
631,dick[Gegenstand]::A,dik,gruixūt
632,dünn::A,dun,prim
633,fein::A,fijn,fi
634,fest::A,vast,ferm
635,fest::A,vast,sòlid
636,flach::A,plat,pla
637,glatt::A,glad,llis
638,hart::A,hard,dur
639,weich::A,week,tou
640,rund::A,rond,rodó
641,spitz::A,spits,punxegut
642,spitz::A,puntig,punxegut
643,scharf::A,scherp,agut
644,stumpf::A,stomp,rom
645,stumpf::A,stomp,esmussat
646,schwer::A,zwaar,pesāt
647,schön::A,mooi,bonīc
648,schön::A,fraai,bonīc
649,heiß::A,heet,calēnt
650,warm::A,warm,càlid
651,kalt::A,koud,fred
652,kühl::A,koel,fresc
653,frisch::A,fris,fresc
654,feucht::A,vochtig,humit
655,nass::A,nat,mullat
656,trocken::A,droog,sec
657,voll::A,vol,ple
658,leer::A,leeg,buit
659,offen::A,open,obert
660,geschlossen::A,gesloten,tancat
661,sauber::A,net,net
662,sauber::A,schoon,net
663,schmutzig::A,vuil,brut
664,roh::A,rauw,cru
665,reif::A,rijp,madur
666,lecker::A,lekker,deliciós
667,süß::A,zoet,dolç
668,bitter::A,bitter,amarg
669,sauer::A,zuur,agre
670,hell::A,licht,clar
671,hell::A,helder,clar
672,dunkel::A,donker,fosc
673,schwarz::A,zwart,negre
674,weiß::A,wit,blanc
675,rot::A,rood,vermēll
676,gelb::A,geel,groc
677,blau::A,blauw,blau
678,grün::A,groen,verd
679,grau::A,grijs,gris
680,bunt::A,bont,multicolor
681,billig::A,goedkoop,barat
682,teuer::A,duur,car
683,wertvoll::A,kostbaar,preciós
684,wertvoll::A,waardevol,preciós
685,blind::A,blind,cec
686,taub::A,doof,sord
687,kräftig::A,krachtig,fort
688,kräftig::A,krachtig,vigorós
689,stark::A,sterk,fort
690,schwach::A,zwak,feble
691,fett::A,vet,gras
692,schlank::A,slank,esvelt
693,hübsch::A,leuk,maco
694,böse::A,kwaad,dolent
695,dumm::A,dom,ximple
696,dumm::A,dom,estúpid
697,faul::A,lui,gandūl
698,faul::A,lui,mandrós
699,fleißig::A,vlijtig,diligēnt
700,geizig::A,gierig,avar
701,klug::A,slim,intel·ligent
702,klug::A,schrander,intel·ligent
703,klug::A,verstandig,intel·ligent
704,geschickt::A,handig,hàbil
705,geschickt::A,vaardig,hàbil
706,lieb::A,lief,amat
707,lieb::A,lief,estimat
708,lustig::A,vrolijk,alegre
709,sanft::A,zacht,suau
710,hungrig::A,hongerig,afamat
711,krank::A,ziek,malālt
712,nackt::A,naakt,nu
713,traurig::A,treurig,trist
714,traurig::A,bedroefd,trist
715,lebendig::A,levend,viu
716,gut::A,goed,bo
717,schlecht::A,slecht,dolēnt
718,richtig::A,juist,just
719,richtig::A,juist,correcte
720,schlimm::A,erg,greu
721,schlimm::A,kwaad,greu
722,wahr::A,waar,vertader
723,wahr::A,waar,veritable
724,alt::A,oud,vell
725,neu::A,nieuw,nou
726,ehemalig::A,voormalig,antic
727,alt[Lebewesen]::A,oud,vell
728,jung::A,jong,jove
729,arm::A,arm,pobre
730,reich::A,rijk,ric
731,bekannt::A,bekend,conegut
732,berühmt::A,beroemd,famós
733,fremd::A,vreemd,estrany
734,verschieden::A,verscheiden,diferent
735,verschieden::A,verschillend,diferent
736,nah::A,nabij,pròxim
737,nah::A,nabijgelegen,pròxim
738,fern::A,ver,llunyà
739,fern::A,ver,distant
740,linker::A,linker,esquerre
741,rechter::A,rechter,dret
742,anderer::A,andere,altre
743,erster::A,eerste,primer
744,zweiter::A,tweede,segon
745,dritter::A,derde,tercer
746,letzter::A,laatste,últim
747,allein::ADV,alleen,sol
748,auf einmal::ADV,ineens,d'una vegada
749,auf einmal::ADV,tegelijk,d'una vegada
750,zusammen::ADV,samen,junt
751,zusammen::ADV,bijeen,junt
752,lange::ADV,lang,molt de temps
753,plötzlich::ADV,eensklaps,de cop
754,plötzlich::ADV,eensklaps,de sobte
755,plötzlich::ADV,plotsklaps,de cop
756,plötzlich::ADV,plotsklaps,de sobte
757,sofort::ADV,terstond,de seguida
758,sofort::ADV,aanstonds,de seguida
759,sofort::ADV,onmiddelijk,de seguida
760,später::ADV,later,més tard
761,jetzt::ADV,nu,ara
762,jetzt::ADV,nou,ara
763,jetzt::ADV,thans,ara
764,heute::ADV,heden,avūi
765,heute::ADV,vandaag,avūi
766,morgen::ADV,morgen,demà
767,bald::ADV,gauw,aviāt
768,bald::ADV,weldra,aviāt
769,dann::ADV,dan,després
770,dann::ADV,toen,després
771,gestern::ADV,gisteren,ahir
772,einst::ADV,eens,anteriorment
773,damals::ADV,toen,llavōrs
774,damals::ADV,toen,aleshores
775,damals::ADV,destijds,llavōrs
776,damals::ADV,destijds,aleshores
777,danach::ADV,daarna,després
778,vorher::ADV,vooraf,abāns
779,vorher::ADV,van tevoren,abāns
780,zuerst::ADV,eerst,primer
781,zuerst::ADV,het eerst,primer
782,einmal::ADV,eens,una vegada
783,einmal::ADV,eenmaal,una vegada
784,manchmal::ADV,soms,de vegades
785,oft::ADV,vaak,sovint
786,oft::ADV,dikwijls,sovint
787,immer::ADV,altijd,sempre
788,niemals::ADV,nooit,no ... mai
789,hier::ADV,hier,aquí
790,hierhin::ADV,hierheen,per aquí
791,von hier::ADV,van hier,des d'aquí
792,von hier::ADV,hiervandaan,des d'aquí
793,dort::ADV,daar,allí
794,dort::ADV,ginds,allí
795,dorthin::ADV,daarheen,hi
796,geradeaus::ADV,rechtuit,tot dret
797,geradeaus::ADV,rechtdoor,tot dret
798,vorwärts::ADV,vooruit,endavānt
799,vorwärts::ADV,voorwaarts,endavānt
800,rückwärts::ADV,achteruit,endarrera
801,rückwärts::ADV,achterwaarts,endarrera
802,zurück::ADV,terug,darrere
803,unten::ADV,beneden,a baix
804,unten::ADV,onderaan,a baix
805,hinab::ADV,omlaag,cap avall
806,hinab::ADV,naar beneden,cap avall
807,oben::ADV,boven,dalt
808,hinauf::ADV,omhoog,cap amunt
809,hinauf::ADV,naar boven,cap amunt
810,überall::ADV,alom,pertot
811,überall::ADV,alom,per tot arreu
812,überall::ADV,overal,pertot
813,überall::ADV,overal,per tot arreu
814,nicht::ADV,niet,no
815,ein wenig::ADV,wat,una mica
816,kaum::ADV,amper,a penes
817,kaum::ADV,nauwelijks,a penes
818,sehr::ADV,erg,molt
819,sehr::ADV,zeer,molt
820,so::ADV,zo,així
821,noch::ADV,nog,encara
822,nur::ADV,maar,només
823,nur::ADV,alleen,només
824,schon::ADV,al,ja
825,schon::ADV,reeds,ja
826,wieder::ADV,weer,de nou
827,wieder::ADV,terug,de nou
828,vergebens::ADV,vergeefs,en va
829,vergebens::ADV,tevergeefs,en va
830,vor::PRP,voor,davānt
831,vor::PRP,voor,enfront de
832,hinter::PRP,achter,darrera
833,unter::PRP,onder,sota
834,unter::PRP,beneden,sota
835,durch::PRP,door,per
836,neben::PRP,naast,al costāt de
837,zwischen::PRP,tussen,entre
838,wegen::PRP,wegens,a causa de
839,wegen::PRP,vanwege,a causa de
840,dies::PRN,dit,aquest
841,das::PRN,dat,això
842,alles::PRN,alles,tot
843,ich::PRN,ik,jo
844,du::PRN,je,tu
845,du::PRN,jij,tu
846,er::PRN,hij,ell
847,wir::PRN,we,nosaltres
848,wir::PRN,wij,nosaltres
849,ihr::PRN,jullie,vosaltres
850,sie::PRN,ze,ells
851,sie::PRN,ze,elles
852,sie::PRN,zij,ells
853,sie::PRN,zij,elles
854,was::FPRN,wat,què
855,wer::FPRN,wie,qui
856,wo::FADV,waar,on
857,wohin::FADV,waarheen,cap a on
858,wie::FADV,hoe,com
859,warum::FADV,waarom,per què
860,wieviel::FNUM,hoeveel,quant
861,eins::NUM,één,u
