,Concept_ID,tr,cs
152,Weide[Baum]::N,söğüt,vrba
153,Tanne::N,çam,jedle
154,Tanne::N,köknar,jedle
155,Horn::N,boynuz,roh
156,Feder::N,tüy,pero
157,Fell::N,post,srst
158,Flügel::N,kanat,křídlo
159,Klaue::N,pençe,dráp
160,Klaue::N,pençe,pazneht
161,Kralle::N,tırnak,dráp
162,Schwanz::N,kuyruk,ocas
163,Ei::N,yumurta,vejce
164,Nest::N,yuva,hnízdo
165,Bau::N,in,nora
166,Tier::N,hayvan,zvíře
167,Herde::N,sürü,stádo
168,Kuh::N,inek,kráva
169,Bulle::N,boğa,býk
170,Pferd::N,at,kůň
171,Pferd::N,beygir,kůň
172,Schaf::N,koyun,ovce
173,Schwein::N,domuz,vepř
174,Schwein::N,domuz,prase
175,Hund::N,it,pes
176,Hund::N,köpek,pes
177,Katze::N,kedi,kočka
178,Bär::N,ayı,medvěd
179,Eichhörnchen::N,sincap,veverka
180,Elch::N,büyük kuzey geyiği,los
181,Fuchs::N,tilki,liška
182,Hase::N,tavşan,zajíc
183,Maus::N,fare,myš
184,Maus::N,sıçan,myš
185,Wolf::N,kurt,vlk
186,Vogel::N,kuş,pták
187,Schwarm::N,sürü,roj
188,Schwarm::N,sürü,hejno
189,Huhn::N,tavuk,kuře
190,Huhn::N,tavuk,slepice
191,Hahn::N,horoz,kohout
192,Gans::N,kaz,husa
193,Adler::N,kartal,orel
194,Adler::N,karakuş,orel
195,Ente::N,ördek,kachna
196,Eule::N,baykuş,sova
197,Kranich::N,turna,jeřáb
198,Krähe::N,karga,vrána
199,Kuckuck::N,guguk,kukačka
200,Schwan::N,kuğu,labuť
201,Fisch::N,balık,ryba
202,Barsch::N,hani,okoun
203,Barsch::N,levrek,okoun
204,Hecht::N,turnabalığı,štika
205,Schlange[Tier]::N,yılan,had
206,Wurm::N,kurt,červ
207,Wurm::N,solucan,červ
208,Spinne::N,örümcek,pavouk
209,Ameise::N,karınca,mravenec
210,Laus::N,bit,veš
211,Mücke::N,sivrisinek,komár
212,Fliege::N,sinek,moucha
213,Schmetterling::N,kelebek,motýl
214,Beere::N,tane,bobule
215,Apfel::N,elma,jablko
216,Pilz::N,mantar,houba
217,Zwiebel::N,soğan,cibule
218,Saat::N,ekin,osivo
219,Korn::N,tane,zrno
220,Heu::N,kuru ot,seno
221,Schale::N,kabuk,slupka
222,Schale::N,kabuk,skořápka
223,Grube::N,çukur,jáma
224,Falle::N,tuzak,past
225,Falle::N,tuzak,léčka
226,Schlinge::N,ilmik,smyčka
227,Spur::N,iz,stopa
228,Asche::N,kül,popel
229,Dreck::N,pislik,špína
230,Eisen::N,demir,železo
231,Gold::N,altın,zlato
232,Silber::N,gümüş,stříbro
233,Kohle::N,kömür,uhlí
234,Glas::N,cam,sklo
235,Lehm::N,balçık,jíl
236,Lehm::N,balçık,hlína
237,Sand::N,kum,písek
238,Mensch::N,insan,člověk
239,Mann::N,adam,muž
240,Mann::N,erkek,muž
241,Frau::N,bayan,žena
242,Kind::N,çocuk,dítě
243,Junge::N,erkek çocuk,hoch
244,Junge::N,erkek çocuk,chlapec
245,Mädchen::N,kız,děvče
246,Familie::N,aile,rodina
247,Großvater::N,dede,děd
248,Großvater::N,dede,dědeček
249,Großvater::N,büyükbaba,děd
250,Großvater::N,büyükbaba,dědeček
251,Großmutter::N,nine,babička
252,Großmutter::N,büyükanne,babička
253,Eltern::N,ebeveyn,rodiče
254,Eltern::N,ana baba,rodiče
255,Vater::N,ata,otec
256,Vater::N,baba,otec
257,Mutter::N,ana,matka
258,Mutter::N,anne,matka
259,Sohn::N,oğul,syn
260,Tochter::N,kız,dcera
261,Tochter::N,kız evlât,dcera
262,Bruder::N,abi,bratr
263,Bruder::N,erkek kardeş,bratr
264,Schwester::N,abla,sestra
265,Schwester::N,kız kardeş,sestra
266,Onkel::N,dayı,strýc
267,Tante::N,hala,teta
268,Tante::N,teyze,teta
269,Ehemann::N,koca,choť
270,Ehemann::N,koca,manžel
271,Ehefrau::N,karı,choť
272,Ehefrau::N,karı,manželka
273,Freude::N,neşe,radost
274,Freude::N,sevinç,radost
275,Gelächter::N,gülme,smích
276,Gelächter::N,kahkaha,smích
277,Glück::N,mutluluk,štěstí
278,Kummer::N,dert,žal
279,Kummer::N,dert,trápení
280,Kummer::N,keder,žal
281,Kummer::N,keder,trápení
282,Wunsch::N,arzu,přání
283,Wunsch::N,istek,přání
284,Lust::N,arzu,chuť
285,Lust::N,heves,chuť
286,Geist::N,tin,duch
287,Gedanke::N,fikir,myšlenka
288,Gedanke::N,düşünce,myšlenka
289,Gedächtnis::N,bellek,paměť
290,Verstand::N,zekâ,rozum
291,Sinn::N,anlam,smysl
292,Grund::N,sebep,důvod
293,Wahrheit::N,doğruluk,pravda
294,Wahrheit::N,gerçeklik,pravda
295,Gespräch::N,görüşme,rozhovor
296,Märchen::N,masal,pohádka
297,Erzählung::N,öykü,povídka
298,Erzählung::N,hikâye,povídka
299,Nachricht::N,haber,zpráva
300,Neuigkeit::N,haber,novina
301,Neuigkeit::N,haber,novinka
302,Name::N,ad,jméno
303,Name::N,isim,jméno
304,Rätsel::N,bilmece,hádanka
305,Rede::N,söylev,řeč
306,Rede::N,söylev,proslov
307,Rede::N,konuşma,řeč
308,Rede::N,konuşma,proslov
309,Sprache::N,dil,řeč
310,Sprache::N,dil,jazyk
311,Sprache::N,lisan,řeč
312,Sprache::N,lisan,jazyk
313,Stimme::N,ses,hlas
314,Wort::N,kelime,slovo
315,Zeichen::N,işaret,znamení
316,Ruf::N,çağırma,zavolání
317,Lärm::N,şamata,hluk
318,Lärm::N,gürültü,hluk
319,Laut::N,ses,zvuk
320,Ton::N,ses,tón
321,Lied::N,türkü,píseň
322,Ruhe::N,sakinlik,klid
323,Ruhe::N,sakinlik,pokoj
324,Leute::N,halk,lidé
325,Leute::N,insanlar,lidé
326,Volk::N,ulus,národ
327,Volk::N,millet,národ
328,Arbeit::N,iş,práce
329,Arbeit::N,çalışma,práce
330,Gast::N,konuk,host
331,Gast::N,misafir,host
332,Geschenk::N,hediye,dar
333,Geschenk::N,armağan,dar
334,Spiel::N,oyun,hra
335,Gesellschaft::N,çevre,společnost
336,Gesellschaft::N,arkadaşlık,společnost
337,Hilfe::N,yardım,pomoc
338,Freund::N,dost,přítel
339,Freund::N,arkadaş,přítel
340,Kamerad::N,arkadaş,kamarád
341,Angelegenheit::N,iş,záležitost
342,Angelegenheit::N,husus,záležitost
343,Anzahl::N,sayı,počet
344,Art::N,çeşit,druh
345,Stück::N,tane,kus
346,Stück::N,tane,kousek
347,Stück::N,parça,kus
348,Stück::N,parça,kousek
349,Teil::N,kısım,díl
350,Teil::N,kısım,část
351,Hälfte::N,yarı,půl
352,Kreis::N,daire,kruh
353,Kreuz::N,haç,kříž
354,Linie::N,hat,linka
355,Linie::N,çizgi,linka
356,Strich::N,çizgi,čára
357,Strich::N,çizgi,čárka
358,Abstand::N,aralık,vzdálenost
359,Entfernung::N,mesafe,vzdálenost
360,Entfernung::N,uzaklık,vzdálenost
361,Gegend::N,yöre,krajina
362,Platz::N,yer,prostor
363,Ort::N,yer,místo
364,Seite::N,yan,strana
365,Seite::N,taraf,strana
366,Mitte::N,orta,střed
367,Mitte::N,orta,prostředek
368,Mitte::N,merkez,střed
369,Mitte::N,merkez,prostředek
370,Gegenstand::N,şey,předmět
371,Sache::N,iş,věc
372,Sache::N,şey,věc
373,Rand::N,kenar,kraj
374,Rand::N,kenar,okraj
375,Kante::N,kenar,hrana
376,Ecke::N,köşe,roh
377,Spitze::N,uç,hrot
378,Spitze::N,uç,špička
379,Spitze::N,baş,hrot
380,Spitze::N,baş,špička
381,Ende::N,uç,konec
382,Loch::N,oyuk,díra
383,Loch::N,delik,díra
384,Winkel::N,köşe,kout
385,Muster::N,örnek,vzor
386,Größe::N,büyüklük,velikost
387,Länge::N,uzunluk,délka
388,Höhe::N,yükseklik,výška
389,Gewicht::N,ağırlık,váha
390,Menge::N,miktar,množství
391,Haufen::N,küme,kupa
392,Haufen::N,küme,hromada
393,Haufen::N,yığın,kupa
394,Haufen::N,yığın,hromada
395,Reihe::N,sıra,řada
396,Reihe::N,sıra,řádek
397,Boot::N,kayık,člun
398,Boot::N,sandal,člun
399,Ruder::N,kürek,veslo
400,Schlitten::N,kızak,sáně
401,Ski::N,kayak,lyže
402,Lagerfeuer::N,kamp ateşi,táborák
403,Last::N,yük,náklad
404,Last::N,yük,břemeno
405,Gang::N,gidiş,chůze
406,Gang::N,gidiş,chodba
407,Gang::N,yürüyüş,chůze
408,Gang::N,yürüyüş,chodba
409,Schritt::N,adım,krok
410,Norden::N,kuzey,sever
411,Süden::N,güney,jih
412,Westen::N,batı,západ
413,Osten::N,doğu,východ
414,Holz::N,ağaç,dřevo
415,Holz::N,tahta,dřevo
416,Brett::N,tahta,prkno
417,Platte::N,levha,deska
418,Stütze::N,dayak,opěra
419,Stütze::N,destek,opěra
420,Stange::N,çubuk,tyč
421,Stange::N,çubuk,tyčka
422,Stock::N,sopa,hůlka
423,Stock::N,değnek,hůlka
424,Stab::N,sırık,hůl
425,Stab::N,baston,hůl
426,Rohr::N,boru,trubka
427,Haus::N,ev,dům
428,Heim::N,ev,domov
429,Heim::N,yurt,domov
430,Ofen::N,soba,kamna
431,Fußboden::N,taban,podlaha
432,Fußboden::N,döşeme,podlaha
433,Tisch::N,masa,stůl
434,Stuhl::N,iskemle,židle
435,Stuhl::N,sandalye,židle
436,Wiege::N,beşik,kolébka
437,Bett::N,yatak,postel
438,Regal::N,raf,regál
439,Regal::N,raf,police
440,Kiste::N,sandık,bedna
441,Fenster::N,pencere,okno
442,Tür::N,kapı,dveře
443,Tor::N,kapı,vrata
444,Zaun::N,çit,plot
445,Dach::N,dam,střecha
446,Dach::N,çatı,střecha
447,Leiter::N,merdiven,žebřík
448,Besen::N,süpürge,koště
449,Besen::N,süpürge,smeták
450,Spaten::N,bel,rýč
451,Schaufel::N,kürek,lopata
452,Gabel::N,çatal,vidlička
453,Löffel::N,kaşık,lžíce
454,Messer::N,bıçak,nůž
455,Nagel::N,çivi,hřebík
456,Netz::N,ağ,síť
457,Haken::N,çengel,hák
458,Griff::N,kulp,držadlo
459,Griff::N,tutamak,držadlo
460,Schloss::N,kilit,zámek
461,Bild::N,imaj,obraz
462,Bild::N,resim,obraz
463,Figur::N,şekil,figura
464,Figur::N,heykel,figura
465,Puppe::N,kukla,panenka
466,Beutel::N,kese,pytlík
467,Beutel::N,torba,pytlík
468,Bündel::N,deste,svazek
469,Tasche::N,çanta,taška
470,Tasche::N,çanta,brašna
471,Eimer::N,kova,kýbl
472,Eimer::N,kova,vědro
473,Deckel::N,kapak,víko
474,Deckel::N,kapak,příklop
475,Geschirr::N,kap kacak,nádobí
476,Sack::N,torba,pytel
477,Tasse::N,fincan,šálek
478,Topf::N,tencere,hrnec
479,Kessel::N,kazan,kotel
480,Essen::N,yemek,jídlo
481,Nahrung::N,gıda,strava
482,Nahrung::N,gıda,potrava
483,Nahrung::N,besin,strava
484,Nahrung::N,besin,potrava
485,Speise::N,yemek,jídlo
486,Fleisch::N,et,maso
487,Getreide::N,tahıl,obilí
488,Getreide::N,hububat,obilí
489,Brei::N,ezme,kaše
490,Brot::N,ekmek,chléb
491,Scheibe::N,dilim,krajíc
492,Fett::N,yağ,tuk
493,Fett::N,yağ,omastek
494,Butter::N,tereyağı,máslo
495,Öl::N,yağ,olej
496,Öl::N,akar yağ,olej
497,Salz::N,tuz,sůl
498,Suppe::N,çorba,polévka
499,Honig::N,bal,med
500,Milch::N,süt,mléko
501,Tee::N,çay,čaj
502,Leder::N,deri,kůže
503,Leder::N,meşin,kůže
504,Wolle::N,yün,vlna
505,Stoff::N,kumaş,látka
506,Nadel::N,iğne,jehla
507,Faden::N,tire,nit
508,Faden::N,iplik,nit
509,Knopf::N,düğme,knoflík
510,Knoten::N,düğüm,uzel
511,Farbe::N,boya,barva
512,Kleidung::N,giyim,šaty
513,Kleidung::N,giyim,šatstvo
514,Hemd::N,gömlek,košile
515,Kragen::N,yaka,límec
516,Ärmel::N,yen,rukáv
517,Ärmel::N,elbise kolu,rukáv
518,Hose::N,pantolon,kalhoty
519,Gürtel::N,kuşak,pás
520,Gürtel::N,kuşak,opasek
521,Mütze::N,bere,čepice
522,Mütze::N,kasket,čepice
523,Schuh::N,kundura,bota
524,Schuh::N,ayakkabı,bota
525,Stiefel::N,çizme,holínka
526,Ring::N,yüzük,prsten
527,Band::N,bağ,pásek
528,Band::N,şerit,pásek
529,Kamm::N,tarak,hřeben
530,Spiegel::N,ayna,zrcadlo
531,Riemen::N,kayış,řemen
532,Schnur::N,ip,šňůra
533,Schnur::N,sicim,šňůra
534,Leine::N,kayış,vodítko
535,Decke::N,örtü,pokrývka
536,Decke::N,örtü,přikrývka
537,Decke::N,yorgan,pokrývka
538,Decke::N,yorgan,přikrývka
539,Kissen::N,yastık,polštář
540,Tuch::N,bez,šátek
541,Handtuch::N,havlu,ručník
542,Kraft::N,güç,síla
543,Kraft::N,kuvvet,síla
544,Stärke::N,kuvvet,síla
545,Gesundheit::N,sağlık,zdraví
546,Krankheit::N,hastalık,nemoc
547,Krankheit::N,hastalık,choroba
548,Schmerz::N,ağrı,bolest
549,Schmerz::N,sancı,bolest
550,Wunde::N,yara,rána
551,Fieber::N,ateş,horečka
552,Arznei::N,ilâç,lék
553,Brücke::N,köprü,most
554,Brunnen::N,kuyu,studna
555,Brunnen::N,çeşme,studna
556,Weide::N,otlak,pastva
557,Weide::N,otlak,pastvina
558,Pfad::N,patika,pěšina
559,Pfad::N,keçiyolu,pěšina
560,Weg::N,yol,cesta
561,Straße::N,yol,silnice
562,Straße::N,cadde,silnice
563,Dorf::N,köy,vesnice
564,Stadt::N,kent,město
565,Stadt::N,şehir,město
566,Brief::N,mektup,dopis
567,Buch::N,kitap,kniha
568,Buchstabe::N,harf,písmeno
569,Zeitung::N,gazete,noviny
570,Leben::N,hayat,život
571,Tod::N,ölüm,smrt
572,Grab::N,kabir,hrob
573,Kirche::N,kilise,kostel
574,Sünde::N,günah,hřích
575,Gott::N,tanrı,bůh
576,Arbeiter::N,işçi,dělník
577,Arbeiter::N,işçi,pracovník
578,Chef::N,şef,šéf
579,Chef::N,şef,vedoucí
580,Chef::N,müdür,šéf
581,Chef::N,müdür,vedoucí
582,Meister::N,usta,mistr
583,Arzt::N,hekim,lékař
584,Arzt::N,doktor,lékař
585,Lehrer::N,hoca,učitel
586,Lehrer::N,öğretmen,učitel
587,Geld::N,para,peníze
588,Geschäft::N,ticaret,obchod
589,Laden::N,dükkân,krám
590,Preis::N,fiyat,cena
591,Ware::N,mal,zboží
592,Nutzen::N,fayda,užitek
593,Reichtum::N,servet,bohatství
594,Reichtum::N,zenginlik,bohatství
595,Welt::N,dünya,svět
596,Land::N,ülke,země
597,Staat::N,devlet,stát
598,König::N,kral,král
599,Macht::N,kudret,moc
600,Macht::N,kudret,mocnost
601,Macht::N,iktidar,moc
602,Macht::N,iktidar,mocnost
603,Grenze::N,had,hranice
604,Grenze::N,sınır,hranice
605,Krieg::N,savaş,válka
606,Feind::N,düşman,nepřítel
607,Gewalt::N,zor,násilí
608,Gewalt::N,cebir,násilí
609,Kampf::N,savaş,boj
610,Bogen[Waffe]::N,yay,luk
611,Pfeil::N,ok,šíp
612,Gewehr::N,tüfek,puška
613,Gewehr::N,tüfek,ručnice
614,Fehler::N,hata,chyba
615,Fehler::N,yanlış,chyba
616,Lüge::N,yalan,lež
617,Schaden::N,zarar,škoda
618,Unglück::N,felâket,neštěstí
619,Unglück::N,talihsizlik,neštěstí
620,Schuld::N,suç,vina
621,Schuld::N,kabahat,vina
622,Alter::N,yaş,věk
623,Schluss::N,son,konec
624,Zeit::N,zaman,čas
625,Tag::N,gün,den
626,Morgen::N,sabah,ráno
627,Morgen::N,sabah,jitro
628,Mittag::N,öğle,poledne
629,Abend::N,akşam,večer
630,Nacht::N,gece,noc
631,Woche::N,hafta,týden
632,Monat::N,ay,měsíc
633,Jahr::N,yıl,rok
634,Jahr::N,sene,rok
635,Frühling::N,ilkbahar,jaro
636,Sommer::N,yaz,léto
637,Herbst::N,güz,podzim
638,Herbst::N,sonbahar,podzim
639,Winter::N,kış,zima
640,Januar::N,ocak,leden
641,Februar::N,şubat,únor
642,März::N,mart,březen
643,April::N,nisan,duben
644,Mai::N,mayıs,květen
645,Juni::N,haziran,červen
646,Juli::N,temmuz,červenec
647,August::N,ağustos,srpen
648,September::N,eylül,září
649,Oktober::N,ekim,říjen
650,November::N,kasım,listopad
651,Dezember::N,aralık,prosinec
652,Montag::N,pazartesi,pondělí
653,Montag::N,pazartesi,pondělek
654,Dienstag::N,salı,úterý
655,Mittwoch::N,çarşamba,středa
656,Donnerstag::N,perşembe,čtvrtek
657,Freitag::N,cuma,pátek
658,Samstag::N,cumartesi,sobota
659,Sonntag::N,pazar,neděle
660,groß::A,büyük,velký
661,klein::A,ufak,malý
662,klein::A,küçük,malý
663,lang::A,uzun,dlouhý
664,kurz::A,kısa,krátký
665,breit::A,enli,široký
666,breit::A,geniş,široký
667,schmal::A,dar,úzký
668,dicht::A,sık,hustý
669,dicht::A,yoğun,hustý
670,dick[Gegenstand]::A,kalın,tlustý
671,dick[Gegenstand]::A,iri,tlustý
672,dünn::A,ince,tenký
673,fein::A,ince,jemný
674,fein::A,narin,jemný
675,fest::A,sabit,pevný
676,fest::A,sağlam,pevný
677,flach::A,düz,plochý
678,flach::A,düz,placatý
679,flach::A,yassı,plochý
680,flach::A,yassı,placatý
681,glatt::A,düz,hladký
682,hart::A,katı,tvrdý
683,weich::A,yumuşak,měkký
684,rund::A,yuvarlak,kulatý
685,rund::A,yuvarlak,okrouhlý
686,spitz::A,sivri,špičatý
687,scharf::A,keskin,ostrý
688,stumpf::A,kör,tupý
689,schwer::A,ağır,těžký
690,schön::A,güzel,pěkný
691,schön::A,güzel,krásný
692,heiß::A,kızgın,horký
693,warm::A,sıcak,teplý
694,kalt::A,soğuk,studený
695,kühl::A,serin,chladný
696,frisch::A,taze,svěží
697,feucht::A,nemli,vlhký
698,feucht::A,rutubetli,vlhký
699,nass::A,yaş,mokrý
700,nass::A,ıslak,mokrý
701,trocken::A,kuru,suchý
702,voll::A,dolu,plný
703,voll::A,dolmuş,plný
704,leer::A,boş,prázdný
705,offen::A,açık,otevřený
706,geschlossen::A,kapalı,zavřený
707,sauber::A,pak,čistý
708,sauber::A,temiz,čistý
709,schmutzig::A,pis,špinavý
710,schmutzig::A,kirli,špinavý
711,roh::A,çiğ,syrový
712,reif::A,olgun,zralý
713,lecker::A,lezzetli,chutný
714,süß::A,tatlı,sladký
715,süß::A,şekerli,sladký
716,bitter::A,acı,hořký
717,sauer::A,ekşi,kyselý
718,hell::A,aydınlık,světlý
719,dunkel::A,karanlık,temný
720,schwarz::A,kara,černý
721,schwarz::A,siyah,černý
722,weiß::A,ak,bílý
723,weiß::A,beyaz,bílý
724,rot::A,kırmızı,rudý
725,rot::A,kırmızı,červený
726,gelb::A,sarı,žlutý
727,blau::A,mavi,modrý
728,grün::A,yeşil,zelený
729,grau::A,boz,šedý
730,grau::A,boz,šedivý
731,bunt::A,renkli,pestrý
732,billig::A,ucuz,levný
733,billig::A,ucuz,laciný
734,teuer::A,pahalı,drahý
735,wertvoll::A,değerli,cenný
736,blind::A,kör,slepý
737,taub::A,sağır,hluchý
738,kräftig::A,dinç,silný
739,kräftig::A,kuvvetli,silný
740,stark::A,güçlü,silný
741,stark::A,kuvvetli,silný
742,schwach::A,zayıf,slabý
743,schwach::A,güçsüz,slabý
744,fett::A,şişman,tučný
745,fett::A,şişman,tlustý
746,schlank::A,narin,štíhlý
747,hübsch::A,güzel,hezký
748,hübsch::A,sevimli,hezký
749,böse::A,kötü,zlý
750,dumm::A,aptal,hloupý
751,faul::A,tembel,líný
752,fleißig::A,çalışkan,pilný
753,geizig::A,cimri,lakomý
754,klug::A,zekî,chytrý
755,klug::A,akıllı,chytrý
756,geschickt::A,becerikli,šikovný
757,lieb::A,sevimli,milý
758,lustig::A,neşeli,veselý
759,sanft::A,nazik,mírný
760,hungrig::A,aç,hladový
761,krank::A,hasta,nemocný
762,krank::A,rahatsız,nemocný
763,nackt::A,çıplak,nahý
764,traurig::A,kederli,smutný
765,traurig::A,kederli,truchlivý
766,traurig::A,üzüntülü,smutný
767,traurig::A,üzüntülü,truchlivý
768,lebendig::A,canlı,živý
769,gut::A,iyi,dobrý
770,schlecht::A,kötü,špatný
771,richtig::A,doğru,pravý
772,richtig::A,doğru,správný
773,schlimm::A,kötü,zlý
774,wahr::A,doğru,pravdivý
775,wahr::A,gerçek,pravdivý
776,alt::A,eski,starý
777,neu::A,yeni,nový
778,ehemalig::A,önceki,bývalý
779,alt[Lebewesen]::A,yaşlı,starý
780,jung::A,genç,mladý
781,arm::A,fakir,chudý
782,reich::A,zengin,bohatý
783,bekannt::A,bilinen,známý
784,berühmt::A,ünlü,slavný
785,berühmt::A,meşhur,slavný
786,fremd::A,yabancı,cizí
787,verschieden::A,ayrı,různý
788,verschieden::A,ayrı,rozličný
789,verschieden::A,farklı,různý
790,verschieden::A,farklı,rozličný
791,nah::A,yakın,blízký
792,nah::A,bitişik,blízký
793,fern::A,uzak,daleký
794,linker::A,sol,levý
795,rechter::A,sağ,pravý
796,anderer::A,diğer,jiný
797,erster::A,ilk,první
798,erster::A,birinci,první
799,zweiter::A,ikinci,druhý
800,dritter::A,üçüncü,třetí
801,letzter::A,son,poslední
802,letzter::A,sonuncu,poslední
803,allein::ADV,yalnız,sám
804,allein::ADV,tek başına,sám
805,auf einmal::ADV,birden,najednou
806,zusammen::ADV,beraber,spolu
807,zusammen::ADV,beraber,dohromady
808,zusammen::ADV,birlikte,spolu
809,zusammen::ADV,birlikte,dohromady
810,lange::ADV,çok,dlouho
811,lange::ADV,uzun,dlouho
812,plötzlich::ADV,ansızın,vtom
813,plötzlich::ADV,ansızın,náhle
814,plötzlich::ADV,birdenbire,vtom
815,plötzlich::ADV,birdenbire,náhle
816,sofort::ADV,hemen,hned
817,sofort::ADV,hemen,ihned
818,sofort::ADV,derhal,hned
819,sofort::ADV,derhal,ihned
820,später::ADV,daha sonra,později
821,jetzt::ADV,şimdi,teď
822,jetzt::ADV,şimdi,nyní
823,heute::ADV,bugün,dnes
824,heute::ADV,bugün,dneska
825,morgen::ADV,yarın,zítra
826,bald::ADV,yakında,brzo
827,dann::ADV,sonra,pak
828,dann::ADV,sonra,potom
829,gestern::ADV,dün,včera
830,einst::ADV,eskiden,kdysi
831,damals::ADV,o zamanlar,tehdy
832,damals::ADV,o zamanlar,tenkrát
