,Concept_ID,av,ku
151,Herde::N,рехъед,hoz
152,Kuh::N,гӏака,çêlek
153,Bulle::N,оц,ga
154,Pferd::N,чу,hesp
155,Schaf::N,чахъу,mîh
156,Schwein::N,болъон,beraz
157,Hund::N,гьой,seh
158,Katze::N,кету,pişîk
159,Bär::N,ци,hirç
160,Eichhörnchen::N,гвангва,pilûr
161,Fuchs::N,цер,rovî
162,Hase::N,гӏанкӏ,kîroşk
163,Maus::N,гӏункӏкӏ,mişk
164,Wolf::N,бацӏ,gur
165,Vogel::N,хӏинчӏ,çûk
166,Schwarm::N,тӏел,lufik
167,Huhn::N,гӏанкӏу,mirîşk
168,Hahn::N,хӏелеко,dîk
169,Gans::N,хъаз,qaz
170,Adler::N,цӏум,eylo
171,Ente::N,ордек,werdek
172,Eule::N,беццаруз,bûm
173,Eule::N,беццаруз,kund
174,Kranich::N,къункъра,quling
175,Krähe::N,гъеду,qijik
176,Kuckuck::N,гагу,pepûk
177,Schwan::N,хӏанкъва,qû
178,Fisch::N,ччугӏа,masî
179,Barsch::N,окунь,okûn
180,Hecht::N,щука,mesîyê lûf
181,Schlange[Tier]::N,борохь,mar
182,Wurm::N,хӏапара,kurm
183,Spinne::N,хъанхъра,pîrê
184,Ameise::N,цӏунцӏра,mîro
185,Ameise::N,цӏунцӏра,gêrîk
186,Laus::N,нацӏ,spi
187,Mücke::N,кӏкӏара,mêş
188,Fliege::N,тӏутӏ,mêş
189,Schmetterling::N,кӏалкӏучӏ,perperîk
190,Apfel::N,гӏеч,sêv
191,Pilz::N,гӏурдахӏан,bîrov
192,Zwiebel::N,кӏочӏопер,pîvaz
193,Saat::N,хьон,tov
194,Korn::N,мугь,dexl
195,Heu::N,хер,sap
196,Schale::N,хъал,qaşik
197,Grube::N,гвенд,çahl
198,Falle::N,къор,dafik
199,Falle::N,къотен,dafik
200,Schlinge::N,кӏичӏ,dahf
201,Spur::N,лъалкӏ,rêç
202,Asche::N,рахъу,xweli
203,Dreck::N,гъиз,gemarî
204,Dreck::N,хӏарщ,gemarî
205,Eisen::N,махх,hesing
206,Gold::N,месед,zêr
207,Silber::N,гӏарац,zîv
208,Kohle::N,тӏурччи,komir
209,Glas::N,цӏер,qedeh
210,Lehm::N,хӏатӏ,kelpîç
211,Sand::N,сали,qûm
212,Mensch::N,чи,mirov
213,Mann::N,бихьинчи,mêr
214,Frau::N,гӏадан,jin
215,Kind::N,лъимер,zarok
216,Junge::N,вас,kur
217,Mädchen::N,яс,keç
218,Mädchen::N,яс,keçik
219,Familie::N,хъизан,malbat
220,Großvater::N,кӏудада,bapîr
221,Großmutter::N,кӏодо,pîrik
222,Eltern::N,эбел-эмен,bavudê
223,Vater::N,эмен,bav
224,Mutter::N,эбел,dê
225,Mutter::N,эбел,dayik
226,Sohn::N,вас,kur
227,Tochter::N,яс,keç
228,Bruder::N,вац,bira
229,Schwester::N,яц,xweh
230,Onkel::N,даци,am
231,Onkel::N,даци,xal
232,Tante::N,ада,metik
233,Tante::N,ада,xaltîk
234,Ehemann::N,рос,mêr
235,Ehefrau::N,чӏужу,kulfet
236,Freude::N,ракӏбохи,kêfxweşî
237,Gelächter::N,релъи,pîrqînî
238,Glück::N,талихӏ,bext
239,Glück::N,талихӏ-рохел,bext
240,Kummer::N,хӏалкъай,derd
241,Wunsch::N,къасд,daxwaz
242,Wunsch::N,къасд,xwestek
243,Lust::N,гъира,şewq
244,Geist::N,чӏанкӏ,aqil
245,Geist::N,рухӏ-жан,aqil
246,Gedanke::N,пикру,fikir
247,Verstand::N,лумалъи,fêm
248,Verstand::N,цӏодорлъи,fêm
249,Sinn::N,магӏна,aqil
250,Grund::N,багьана,asas
251,Wahrheit::N,ритӏухълъи,rastî
252,Gespräch::N,накъит,guftûgo
253,Märchen::N,маргьа,çirok
254,Erzählung::N,къиса,çirok
255,Erzählung::N,къиса,vegotin
256,Nachricht::N,хабар,nûçe
257,Neuigkeit::N,хабар-гӏазаб,hewal
258,Name::N,цӏар,nav
259,Name::N,цӏар,paşnav
260,Rätsel::N,бицанкӏо,tiştonek
261,Rede::N,речь,gotar
262,Rede::N,речь,axavtin
263,Rede::N,калам,gotar
264,Rede::N,калам,axavtin
265,Sprache::N,мацӏ,ziman
266,Stimme::N,гьаракь,pejn
267,Wort::N,рагӏи,gotin
268,Zeichen::N,ишара,şanek
269,Zeichen::N,гӏаламат,şanek
270,Ruf::N,ахӏи,hawar
271,Lärm::N,хъуй,xarbalix
272,Lärm::N,хъуди,xarbalix
273,Laut::N,гьаракь,deng
274,Laut::N,гьаракь,hês
275,Laut::N,сас,deng
276,Laut::N,сас,hês
277,Lied::N,кечӏ,sitran
278,Ruhe::N,рахӏат,rihetî
279,Leute::N,гӏадамал,xelk
280,Volk::N,халкъ,xelk
281,Arbeit::N,хӏалтӏи,xebat
282,Gast::N,гьобол,mêvan
283,Geschenk::N,сайигъат,diyarî
284,Spiel::N,хӏай,lîstik
285,Spiel::N,расанди,lîstik
286,Gesellschaft::N,жамагӏат,komal
287,Hilfe::N,кумек,alîkarî
288,Freund::N,гьудул,heval
289,Kamerad::N,гьалмагъ,heval
290,Angelegenheit::N,къваригӏел,pirsgirêk
291,Anzahl::N,рикӏкӏен,çend
292,Art::N,жинс,çeh
293,Stück::N,кесек,lib
294,Stück::N,кесек,parçe
295,Teil::N,пай,parçe
296,Hälfte::N,бащдаб,nîvî
297,Kreis::N,гор,çemil
298,Kreuz::N,хъанч,xaç
299,Linie::N,мухъ,xezik
300,Strich::N,хӏучч,xezik
301,Abstand::N,манзил,dûrahî
302,Entfernung::N,манзил,dûrahî
303,Gegend::N,рахъ,dever
304,Platz::N,бакӏ,çih
305,Ort::N,бакӏ,dever
306,Seite::N,рахъ,rûpel
307,Mitte::N,бакьулъбакӏ,nav
308,Mitte::N,бакьулъбакӏ,nabênê
309,Gegenstand::N,жо,tişt
310,Sache::N,жо,tişt
311,Rand::N,мицӏир,kevî
312,Kante::N,рагӏал,kevî
313,Kante::N,рагӏа-ракьан,kevî
314,Ecke::N,цили,qunç
315,Spitze::N,тӏогь,derzî
316,Ende::N,кӏал,talî
317,Loch::N,каратӏ,qul
318,Muster::N,накъиш,desen
319,Größe::N,кӏодо́лъи,mezinî
320,Länge::N,халалъи,dirêjahî
321,Höhe::N,борхалъи,bilindayî
322,Gewicht::N,бакӏлъи,giranî
323,Haufen::N,гъуни,lod
324,Reihe::N,ирга́,rêz
325,Boot::N,раса,kelek
326,Ruder::N,раххан,bêrik
327,Schlitten::N,чанагъ,xîjik
328,Ski::N,лыжаби,lakan
329,Lagerfeuer::N,цӏа,agir
330,Last::N,бакӏлъи,bar
331,Gang::N,хьвади,fîtêz
332,Gang::N,хьвада-чӏвади,fîtêz
333,Schritt::N,гали,gav
334,Norden::N,шимал,bakur
335,Süden::N,юг,başur
336,Süden::N,къибла,başur
337,Westen::N,гъарб,rojava
338,Westen::N,магъриб,rojava
339,Osten::N,шаркъ,rojhilat
340,Osten::N,машрикъ,rojhilat
341,Holz::N,цӏул,dep
342,Brett::N,хъарщи,dep
343,Platte::N,къоно,dep
344,Stange::N,гӏер,sing
345,Stock::N,тӏил,çam
346,Stab::N,гӏер,qat
347,Rohr::N,турба,borî
348,Haus::N,ригь,mal
349,Haus::N,ригь,xanî
350,Haus::N,рукъзал,mal
351,Haus::N,рукъзал,xanî
352,Heim::N,рукъ,mal
353,Ofen::N,печь,sobe
354,Fußboden::N,чӏабар,binpê
355,Tisch::N,стол,mase
356,Stuhl::N,бакӏу,kursî
357,Wiege::N,кини,derguş
358,Bett::N,кровать,qerewêle
359,Regal::N,хъарщи,rêbaz
360,Kiste::N,ящик,sindoq
361,Kiste::N,тӏалагъуд,sindoq
362,Fenster::N,гордо,çam
363,Fenster::N,гордо,şibeke
364,Tür::N,нуцӏа,derî
365,Tor::N,каву,derge
366,Zaun::N,раци,hejik
367,Dach::N,тӏох,sere xanî
368,Leiter::N,мали,pêling
369,Besen::N,жул,melkes
370,Spaten::N,бел,mer
371,Schaufel::N,раххан,bêr
372,Gabel::N,гӏучӏ,çetel
373,Löffel::N,гъуд,kevçî
374,Messer::N,нус,kêr
375,Nagel::N,магӏ,bizmar
376,Netz::N,гьин,tor
377,Haken::N,гъанцӏа,çenqel
378,Griff::N,гӏоркь,destî
379,Schloss::N,кӏулал,qonax
380,Bild::N,сурат,dimen
381,Puppe::N,нани,bûk
382,Beutel::N,таргьа,kîsik
383,Bündel::N,къай,pêçek
384,Tasche::N,сумка,bêrîk
385,Tasche::N,къвачӏа,bêrîk
386,Eimer::N,ведро,dewl
387,Deckel::N,тӏалъел,devik
388,Deckel::N,дадитӏалъел,devik
389,Geschirr::N,цӏарагӏ,ferax
390,Sack::N,хъап,tûr
391,Sack::N,къандалъо,tûr
392,Tasse::N,чашка,kada
393,Topf::N,хьаг,beroş
394,Kessel::N,хьаг,şîril
395,Kessel::N,гереги,şîril
396,Essen::N,тӏагӏам,xwarin
397,Nahrung::N,квен,xwarin
398,Speise::N,квен,xwarin
399,Fleisch::N,гьан,goşt
400,Getreide::N,бугӏа-ролъ,zad
401,Getreide::N,могьолабл_культураби,zad
402,Brei::N,карщ,hewdêl
403,Brot::N,чед,
404,Scheibe::N,мочӏу,parçe
405,Fett::N,беэнлъи,rûn
406,Butter::N,нах,rûn
407,Öl::N,нах,rûn
408,Salz::N,цӏам,xwe
409,Suppe::N,чурпа,şorbe
410,Honig::N,гьоцӏо,hingiv
411,Milch::N,рахь,şîr
412,Tee::N,чай,çay
413,Leder::N,тӏом,çerm
414,Wolle::N,квас,herî
415,Stoff::N,ххам,paç
416,Nadel::N,рокӏкӏен,derzî
417,Faden::N,кун,ta
418,Knopf::N,маргъал,bişkok
419,Knoten::N,гарацӏ,girêk
420,Farbe::N,релъен,boyax
421,Kleidung::N,ретӏел,çil
422,Hemd::N,гурде,qutik
423,Hemd::N,гурде,miltan
424,Kragen::N,габур,stûvang
425,Ärmel::N,къвал,hûçik
426,Hose::N,тӏажу,şewel
427,Gürtel::N,рачел,qayiş
428,Mütze::N,тӏагъур,fîno
429,Stiefel::N,этек,gizme
430,Stiefel::N,этек,çizme
431,Stiefel::N,чакма,gizme
432,Stiefel::N,чакма,çizme
433,Ring::N,баргъич,xelek
434,Band::N,лента,band
435,Kamm::N,гьоркьо,şeh
436,Spiegel::N,матӏу,eynik
437,Riemen::N,рижу,qayiş
438,Decke::N,одея́ло,bataniye
439,Kissen::N,къандалъо,balgî
440,Tuch::N,квархьи,şar
441,Handtuch::N,беркӏалрацӏцӏ,dezmal
442,Kraft::N,гуч,hêz
443,Kraft::N,гуч,qewet
444,Kraft::N,къуват,hêz
445,Kraft::N,къуват,qewet
446,Stärke::N,хӏалкӏвей,xurtî
447,Gesundheit::N,сахлъи́,nojdarî
448,Krankheit::N,унти,nexweşî
449,Krankheit::N,щокълъи,nexweşî
450,Schmerz::N,унти,êş
451,Wunde::N,ругъун,kul
452,Fieber::N,цӏа-кан,ta
453,Arznei::N,дару,derman
454,Brücke::N,кьо,kopî
455,Brunnen::N,гъуй,çal
456,Brunnen::N,гъуй,kani
457,Weide::N,рицӏцӏ,beyar
458,Weide::N,лъичӏирма,beyar
459,Weide::N,гӏурдаллъи,beyar
460,Weide::N,ри́цӏигъветӏ,beyar
461,Weide::N,рицӏцӏигъветӏ,beyar
462,Pfad::N,сухъмахъ,xaçirek
463,Weg::N,нух,rê
464,Straße::N,нух,rê
465,Dorf::N,росу,gund
466,Stadt::N,шагьар,baçar
467,Brief::N,кагъат,name
468,Brief::N,рисалат,name
469,Buch::N,тӏехь,kitêb
470,Buch::N,тӏехь,pirtûk
471,Buchstabe::N,хӏарп,herf
472,Zeitung::N,газет,rojname
473,Leben::N,яшав,jiyan
474,Tod::N,хвел,mirin
475,Grab::N,хоб,mezel
476,Kirche::N,килиса,gilyas
477,Sünde::N,хӏакъ,guneh
478,Sünde::N,мунагь,guneh
479,Gott::N,бичас,xwedê
480,Gott::N,аллагь,xwedê
481,Arbeiter::N,хӏалтӏухъан,hîşçî
482,Chef::N,хӏаким,bêg
483,Chef::N,начальник,bêg
484,Meister::N,устар,hoste
485,Meister::N,мастер,hoste
486,Meister::N,махщалилав,hoste
487,Arzt::N,жайрахӏ,doktor
488,Lehrer::N,мугӏалим,mamoste
489,Geld::N,гӏарац,pere
490,Laden::N,тукен,dikan
491,Preis::N,багьа,buha
492,Ware::N,къайи,tişt
493,Nutzen::N,мунпагӏат,fêde
494,Reichtum::N,бечелъи,serwet
495,Welt::N,дуниял,dinya
496,Land::N,улка,welat
497,Land::N,икълим,welat
498,Staat::N,пачалихъ,dewlet
499,König::N,пача,şah
500,König::N,пача,qral
501,König::N,малик,şah
502,König::N,малик,qral
503,König::N,къирал,şah
504,König::N,къирал,qral
505,König::N,падишагь,şah
506,König::N,падишагь,qral
507,Macht::N,кверщел,qewet
508,Macht::N,кверщел,destihilat
509,Grenze::N,гӏорхъи,kevî
510,Krieg::N,рагъ,çeng
511,Krieg::N,рагъ,sêwaş
512,Feind::N,тушман,dijmin
513,Gewalt::N,зулму,zor
514,Kampf::N,къеркьей,şer
515,Bogen[Waffe]::N,газаргъо,kêvan
516,Pfeil::N,чӏор,çîrik
517,Gewehr::N,туманкӏ,tifing
518,Fehler::N,гъалатӏ,şaşî
519,Lüge::N,гьереси,derew
520,Schaden::N,зиян,xisar
521,Schaden::N,зарал,xisar
522,Unglück::N,балагь,bêbextî
523,Schuld::N,гӏайиб,suç
524,Alter::N,гӏумру,temen
525,Schluss::N,ахир,girtin
526,Zeit::N,заман,çax
527,Tag::N,къо,roj
528,Morgen::N,радалмех,sibeh
529,Mittag::N,къадемех,nîro
530,Abend::N,релъедамех,êvar
531,Nacht::N,сордо,şev
532,Woche::N,анкь,heftî
533,Monat::N,моцӏ,meh
534,Jahr::N,сон,sal
535,Jahr::N,лъагӏел,sal
536,Frühling::N,их,bihar
537,Sommer::N,рии,havîn
538,Herbst::N,хасалихълъи,payîz
539,Winter::N,кьин,zistan
540,Januar::N,январь,çile
541,Februar::N,февра́ль,sibat
542,März::N,март,adar
543,April::N,апрель,nîsan
544,Mai::N,май,gûlan
545,Juni::N,июнь,hezîran
546,Juli::N,июль,tîmeh
547,August::N,август,tebax
548,September::N,сентябрь,îlon
549,Oktober::N,октябрь,çotmeh
550,November::N,ноябрь,mijdar
551,Dezember::N,декабрь,kanûn
552,Montag::N,итни,duşemb
553,Dienstag::N,талат,sêşem
554,Mittwoch::N,арбагӏ,çarşemb
555,Donnerstag::N,хамиз,pêşemb
556,Freitag::N,рузман,în
557,Samstag::N,щамат,şemî
558,Sonntag::N,гьатӏан,yekşemb
559,groß::A,кӏудияб,mezin
560,klein::A,гьитӏинаб,çûçik
561,lang::A,халатаб,dirêj
562,kurz::A,къокъаб,kin
563,breit::A,гӏебаб,fireh
564,schmal::A,къваридаб,tenik
565,dicht::A,ризаб,gir
566,dick[Gegenstand]::A,бицатаб,şîşman
567,dünn::A,тӏеренаб,zirav
568,fein::A,тӏеренаб,tenik
569,fest::A,къвакӏараб,saxlem
570,flach::A,чӏепараб,pahn
571,glatt::A,цӏвакараб,dûz
572,glatt::A,цӏвакараб,şayîk
573,hart::A,кьварараб,hişk
574,weich::A,тамахаб,nerm
575,rund::A,гургинаб,gilover
576,spitz::A,бегӏераб,pîj
577,scharf::A,рекӏараб,tûj
578,stumpf::A,тӏехӏараб,ne tûj
579,stumpf::A,рекӏинчӏеб,ne tûj
580,schwer::A,бакӏаб,giran
581,schön::A,берцинаб,xweş
582,schön::A,берцинаб,xweşik
583,heiß::A,лагьараб,kelandî
584,warm::A,хинаб,germ
585,kalt::A,квачараб,sar
586,kühl::A,квачараб,jemîrî
587,frisch::A,цӏияб,ter
588,feucht::A,рагьараб,şil
589,nass::A,би́ччараб,şilek
590,trocken::A,бакъвараб,zuwa
591,leer::A,чӏобогояб,vala
592,offen::A,рагьараб,vekirî
593,geschlossen::A,рахараб-къараб,asê
594,sauber::A,бацӏцӏадаб,pakij
595,schmutzig::A,гъизараб,lewitî
596,roh::A,хамаб,xav
597,roh::A,гӏатӏгояб,xav
598,reif::A,барщараб,gihaştî
599,lecker::A,тӏагӏамаб,xweş
600,süß::A,гьуинаб,şîrîn
601,bitter::A,кьогӏаб,tahl
602,sauer::A,цӏекӏаб,tirş
603,hell::A,канаб,ronî
604,dunkel::A,бецӏаб,tarî
605,schwarz::A,чӏегӏераб,reş
606,weiß::A,хъахӏаб,sipî
607,rot::A,багӏараб,sor
608,gelb::A,гӏобилаб,zer
609,gelb::A,тӏогьилаб,zer
610,blau::A,хъахӏилаб,şîn
611,grün::A,гӏурччинаб,şîn
612,grau::A,накӏкӏуяб,gewr
613,bunt::A,къвекӏаб,rengîn
614,bunt::A,чара-гъараб,rengîn
615,billig::A,учузаб,erzan
616,teuer::A,хири́яб,biha
617,wertvoll::A,къиматаб,hêja
618,wertvoll::A,къиматаб,giranbiha
619,blind::A,беццаб,kor
620,taub::A,гъугъаб,kerr
621,kräftig::A,гучаб,gir
622,kräftig::A,гучаб,xurt
623,stark::A,къуватаб,xurt
624,schwach::A,гӏажизаб,kesad
625,fett::A,кьарияб,qelew
626,schlank::A,чергесаб,zirav
627,hübsch::A,гьайбатаб,xweşik
628,böse::A,ракӏквешаб,xerab
629,böse::A,ракӏквешаб,aciz
630,dumm::A,гьагаб,gêj
631,dumm::A,гӏантаб,gêj
632,faul::A,кӏохӏалаб,têmbêl
633,faul::A,кӏухӏа́лаб,têmbêl
634,fleißig::A,хӏаракатаб,jêhatî
635,geizig::A,къарумаб,destgirtî
636,klug::A,лумияб,baqil
637,geschickt::A,махщел бугев,zîrek
638,geschickt::A,махщел бугев,ziring
639,lieb::A,гӏазизаб,delal
640,lustig::A,кепаб,kêfxweş
641,sanft::A,хӏалимаб,nazenîn
642,sanft::A,хӏере́наб,nazenîn
643,hungrig::A,бакъараб,birçî
644,krank::A,щокъаб,nexweş
645,krank::A,унтараб,nexweş
646,nackt::A,гӏицӏаб,rût
647,nackt::A,гӏицӏаб,tazî
648,nackt::A,чӏанкӏараб,rût
649,nackt::A,чӏанкӏараб,tazî
650,traurig::A,пашманаб,xemgîn
651,lebendig::A,чӏагояб,bisaxî
652,gut::A,лъикӏаб,baş
653,schlecht::A,къадараб,xerab
654,richtig::A,битӏараб,rast
655,richtig::A,битӏараб,saxlem
656,schlimm::A,нажасаб,nebaş
657,schlimm::A,къабихӏаб,nebaş
658,wahr::A,хӏакъаб,rast
659,wahr::A,битӏараб,rast
660,alt::A,басрияб,pîr
661,alt::A,басрияб,kevn
662,neu::A,цӏияб,nû
663,ehemalig::A,цебе́госеб,kevnar
664,ehemalig::A,цебе́госеб,peşidar
665,alt[Lebewesen]::A,хераб,pîr
666,jung::A,тӏинчӏаб,xort
667,jung::A,гӏолохъанаб,xort
668,arm::A,пакъираб,feqîr
669,arm::A,пакъираб,desteng
670,reich::A,бечедаб,dewlemend
671,bekannt::A,лъалеб,naskirî
672,berühmt::A,машгьураб,navdar
673,fremd::A,чияр,xerîb
674,verschieden::A,батӏи-батӏияб,çîhê
675,nah::A,гӏагарда бугеб,nêzîk
676,fern::A,рикӏкӏадаб,dûr
677,linker::A,квегӏаб,çepê
678,rechter::A,кваранаб,rastê
679,anderer::A,батӏияб,yê din
680,erster::A,тӏоцебесеб,yekemîn
681,zweiter::A,кӏиабилеб,duda
682,dritter::A,лъабабилеб,sisêya
683,letzter::A,ахирисеб,paşîn
684,allein::ADV,ялгъузго,tenê
685,auf einmal::ADV,цихӏинтӏаго,jar kê
686,zusammen::ADV,цойида,tev
687,zusammen::ADV,цойида,bi hev re
688,plötzlich::ADV,цойидасанго,ji nişkave
689,sofort::ADV,гьебсагӏат,yekser
690,jetzt::ADV,гьанже,nuha
691,heute::ADV,жакъа,îro
692,morgen::ADV,метер,sibeh
693,bald::ADV,гьабсагӏаталъ,nêzîk
694,dann::ADV,цинги,paşê
695,gestern::ADV,сон,do
696,einst::ADV,цин,jar ke
697,damals::ADV,гьебмехалъ,hîngî
698,damals::ADV,гьебмехалда,hîngî
699,danach::ADV,цинги,piştra
700,danach::ADV,хадуса,piştra
701,vorher::ADV,цебе,pîşî
702,zuerst::ADV,тӏоцебе,bere
703,einmal::ADV,цинцӏул,çarik
704,einmal::ADV,цихӏин,çarik
705,einmal::ADV,цоцӏул,çarik
706,manchmal::ADV,олоцӏул,çarna
707,oft::ADV,гӏемерго,gelek çaran
708,immer::ADV,кидаго,daîm
709,niemals::ADV,киданиги,tu çar
710,hier::ADV,аниб,li vir
711,hierhin::ADV,анибехун,vir
712,von hier::ADV,гьаниса,ji vir
713,dort::ADV,гьениб,li wê derê
714,dorthin::ADV,гьадаба,wêda
715,geradeaus::ADV,битӏутӏа,rastê rast
716,vorwärts::ADV,цебехун,ber bi pêş
717,rückwärts::ADV,нахъ-нахъ,paşpê
718,zurück::ADV,нахъе,paşdo
719,zurück::ADV,нахъе,paşvê
720,unten::ADV,ахакь,jêrî
721,unten::ADV,гъоркь,jêrî
722,hinab::ADV,эхебе,berjêr
723,oben::ADV,тӏад,banî
724,oben::ADV,тӏадехун,banî
725,hinauf::ADV,эхеде,banî
726,überall::ADV,кибго,li her derê
727,ein wenig::ADV,дагьабго,hebkî
728,kaum::ADV,хӏалалъ,tema
729,kaum::ADV,хӏалалъ,himangi
730,sehr::ADV,кутакалда,gelek
731,so::ADV,гьедин,weha
732,noch::ADV,жеги,hêj
733,noch::ADV,жеги,dîsa
734,nur::ADV,гӏӣцӏго,tenê
735,nur::ADV,гӏӣцӏго,bes
736,wieder::ADV,на́хъеги,jar din
737,wieder::ADV,на́хъеги,dîsa
738,vergebens::ADV,чӏалгӏаде,deya çun
739,vergebens::ADV,чӏалгӏаде,îfleh bûn
740,vor::PRP,цебе,li ber
741,hinter::PRP,хадуса,li pişt
742,unter::PRP,ахакь,li bin
743,unter::PRP,гъоркь,li bin
744,neben::PRP,аскӏо,li ba
745,zwischen::PRP,гьоркьоб,nabeyne
746,zwischen::PRP,гьоркьоб,di nav...da
747,wegen::PRP,гьелда,ji bo
748,wegen::PRP,гьелда,ji ber
749,dies::PRN,гьаб,ev
