,Concept_ID,mdf,ab
125,Wurzel::N,ункс,адац
126,Baum::N,шуфта,аҵла
127,Stamm::N,ро́нга,ашьапы
128,Rinde::N,кер,ацəа
129,Ast::N,морга,амахə
130,Ast::N,морга,амахəҭа
131,Zweig::N,тарад,амахə
132,Zweig::N,тарад,амахəҭа
133,Blatt::N,лопа,абҕьы
134,Birke::N,ке́лу,аҵааҵла
135,Kiefer[Baum]::N,пиче,амза
136,Weide[Baum]::N,каль,аҧслыш
137,Tanne::N,куз,аҧсаӡ
138,Horn::N,сюра,атəыҩа
139,Feder::N,толга,ахӡы
140,Fell::N,кедь,ацəа
141,Flügel::N,паця,амҵəыжəа
142,Klaue::N,кенже,ашьапхыц
143,Kralle::N,кенже,
144,Schwanz::N,пула,аҵыхəа
145,Ei::N,ал,акəтаӷь
146,Nest::N,пиза,аҭра
147,Nest::N,пиза,аҵысҭра
148,Bau::N,пиза,аҭыҩра
149,Tier::N,жува́та,аҧстəы
150,Tier::N,жува́та,агыгшəыг
151,Herde::N,нал,агəарҭа
152,Herde::N,стада,агəарҭа
153,Kuh::N,скал,ажə
154,Kuh::N,тракс,ажə
155,Bulle::N,бука,ацə
156,Pferd::N,лишме,аҽы
157,Schaf::N,уча́,ауаса
158,Schwein::N,тува,аҳəа
159,Hund::N,пине,ала
160,Katze::N,катоня,ацгəы
161,Katze::N,аваката,ацгəы
162,Bär::N,офта,амшə
163,Eichhörnchen::N,ур,аеш
164,Elch::N,ся́рда,аҽаҩа
165,Fuchs::N,келазь,абгахəыҷы
166,Hase::N,ну́мол,ажьа
167,Maus::N,шеер,аҳəынаҧ
168,Wolf::N,върьгаз,абгаду
169,Vogel::N,нармонь,аҧсаатə
170,Schwarm::N,ко́вол,
171,Schwarm::N,ме́швеле,
172,Huhn::N,сараз,акəты
173,Hahn::N,а́тякш,арбаҕь
174,Gans::N,маци,аҟыз
175,Adler::N,куцькан,ауарба
176,Ente::N,яксярга,акəата
177,Eule::N,ко́рож,аты
178,Kranich::N,ка́рга,апҟа
179,Krähe::N,ва́рси,аҟəараан
180,Kuckuck::N,ку́ку,акəыкəу
181,Schwan::N,ло́ксти,агьад
182,Fisch::N,кал,аҧсыӡ
183,Barsch::N,о́кунь,ацəыбла
184,Hecht::N,щу́ка,ахиаала
185,Schlange[Tier]::N,куй,амаҭ
186,Wurm::N,сукс,ахəа
187,Wurm::N,сукс,ахəац
188,Spinne::N,унжа́,абызкаҭаҳа
189,Ameise::N,панжам,ашышкамс
190,Laus::N,си,аҵа
191,Mücke::N,ся́ське,акəыбры
192,Fliege::N,кару,амҵ
193,Schmetterling::N,ме́лав,аҧарҧалыкь
194,Beere::N,и́мож,аргуц
195,Apfel::N,марь,аҵəа
196,Pilz::N,панга,акəкəбаа
197,Zwiebel::N,шурьхкя́,аџьымшьы
198,Zwiebel::N,шурьхкя́,аџьымшьхы
199,Saat::N,видьмот,ажəла
200,Korn::N,сёра,арыц
201,Heu::N,тише,аҭəа
202,Schale::N,кедь,ацəа
203,Grube::N,лотка,ажра
204,Grube::N,лотка,атыша
205,Falle::N,туфкс,арыҧҟьа
206,Falle::N,кунда́ма,арыҧҟьа
207,Schlinge::N,килькш,аҟəараҟəантə
208,Spur::N,пильгоки́,ашьҭа
209,Asche::N,кулу,ахəа
210,Dreck::N,ърда́з,аҳəынҵəа
211,Dreck::N,ърда́з,аҟьамсар
212,Eisen::N,кшни,аиха
213,Gold::N,ока,ахьы
214,Gold::N,золота,ахьы
215,Silber::N,сия́,аразны
216,Kohle::N,седь,арацəа
217,Kohle::N,седьвальмя,арацəа
218,Glas::N,кля́нцек,асаркьа
219,Lehm::N,сёвонь,анышəаҧшь
220,Sand::N,шува́р,аҧслымӡ
221,Mensch::N,ломань,ауаҩы
222,Mann::N,аля,ахаҵа
223,Mann::N,цёраломань,ахаҵа
224,Frau::N,ава,аҧҳəыс
225,Kind::N,идь,ахəыҷы
226,Kind::N,шаба,ахəыҷы
227,Junge::N,цёраня,аҷкəын
228,Junge::N,цёраня,ахаҵарҧыс
229,Mädchen::N,стирня́,аӡӷаб
230,Familie::N,тнал,аҭаацəа
231,Familie::N,семья,аҭаацəа
232,Großvater::N,атя,абду
233,Großvater::N,щя́тя,абду
234,Großmutter::N,баба,анду
235,Eltern::N,тя́дят-а́лят,ани аби
236,Vater::N,аля,аб
237,Mutter::N,ава,ан
238,Mutter::N,тядя,ан
239,Sohn::N,цёра,аҧа
240,Tochter::N,стирь,аҧҳа
241,Bruder::N,дуган,аиашьа
242,Bruder::N,пяльне,аиашьа
243,Schwester::N,ака,Аҳəшьа
244,Schwester::N,сазор,Аҳəшьа
245,Onkel::N,оця,абиашьа
246,Onkel::N,оця,аншьа
247,Onkel::N,патя,абиашьа
248,Onkel::N,патя,аншьа
249,Onkel::N,щеня́,абиашьа
250,Onkel::N,щеня́,аншьа
251,Tante::N,ака,абиаҳəшьа
252,Tante::N,щака,абиаҳəшьа
253,Ehemann::N,мирде,ахаҵа
254,Ehemann::N,мирде,аҧшəма
255,Ehefrau::N,ърьвя́,аҧҳəыс
256,Freude::N,ке́нярдема,агəырӷьара
257,Gelächter::N,рахсема,ачча
258,Gelächter::N,рахсема,аччара
259,Glück::N,паваз,аразҟы
260,Kummer::N,ризф,агəырҩа
261,Kummer::N,пичефкс,агəырҩа
262,Wunsch::N,мяль,агəхəтəы
263,Wunsch::N,мяль,аҭахра
264,Wunsch::N,таколдома,агəхəтəы
265,Wunsch::N,таколдома,аҭахра
266,Lust::N,таколдома,агəазыҳəара
267,Geist::N,вайме,аҧсы
268,Gedanke::N,мяль,ахəыцырҭа
269,Gedächtnis::N,прявий,агəынкылара
270,Verstand::N,прявий,ахшыҩ
271,Sinn::N,ён,аҵакы
272,Grund::N,туфта́л,амзыз
273,Wahrheit::N,ви́де,аиаша
274,Wahrheit::N,видеши́,аиаша
275,Gespräch::N,корхтама,аиҿцәажәара
276,Märchen::N,ёфкс,алакə
277,Erzählung::N,азкс,ажәабжь
278,Nachricht::N,куля́,адырраҭара
279,Neuigkeit::N,куля́,ажәабжь ҿыц
280,Name::N,лем,ахьӡ
281,Rätsel::N,со́дама ёфкс,ацуфара
282,Rede::N,вал,ажәа
283,Rede::N,корхтама,ажәа
284,Sprache::N,кяль,абызшəа
285,Stimme::N,вайгяль,абжьы
286,Wort::N,вал,ажәа
287,Zeichen::N,тя́ште,адырга
288,Zeichen::N,тя́штькс,адырга
289,Ruf::N,тердема,аҿҭы
290,Lärm::N,гайф,ашьҭыбжь
291,Lärm::N,жалакодома,ашьҭыбжь
292,Laut::N,вайгяль,ашьҭыбжь
293,Ton::N,вайгяль,атон
294,Lied::N,мора,ашəа
295,Ruhe::N,сетьме,аҭынчра
296,Leute::N,ломатть,ауаа
297,Volk::N,наро́д,ажəлар
298,Arbeit::N,тев,аусура
299,Gast::N,и́нжи,асас
300,Gast::N,ко́нак,асас
301,Geschenk::N,казне,аҳамҭа
302,Geschenk::N,казне,аҿанҵа
303,Spiel::N,налхкома,ахəмарра
304,Spiel::N,налхксема,ахəмарра
305,Gesellschaft::N,кружок,агəыҧ
306,Hilfe::N,лездома,ацхыраара
307,Freund::N,я́лга,аҩыза
308,Kamerad::N,я́лга,Аҧхнагьла
309,Angelegenheit::N,тев,аус
310,Anzahl::N,лувкс,ахыҧхьаӡара
311,Art::N,вид,ахкы
312,Stück::N,пакш,аҽыҭ
313,Teil::N,часть,ахəҭа
314,Teil::N,пялькс,ахəҭа
315,Hälfte::N,пяле,абжа
316,Kreis::N,шаркс,агьагьа
317,Kreuz::N,крёз,аџьар
318,Linie::N,межа,аицтәар
319,Linie::N,китькс,аицтәар
320,Strich::N,межа,ацəаҳəа
321,Abstand::N,ётка,абжьара
322,Entfernung::N,ётка,абжьара
323,Gegend::N,ва́ста,аҭыҧ
324,Gegend::N,перьфпя́ль,аҭыҧ
325,Platz::N,ва́ста,аҭыҧ
326,Ort::N,ва́ста,аҭыҧ
327,Seite::N,пяле,аган
328,Mitte::N,кучка́,агəҭа
329,Gegenstand::N,веща,амаҭəар
330,Sache::N,тев,
331,Sache::N,веща,
332,Rand::N,пе,аҵкар
333,Kante::N,и́рдез,авардым
334,Ecke::N,ужа,акəакь
335,Spitze::N,пря,аҧынҵа
336,Ende::N,пе,анаӡара
337,Loch::N,варя,акылҵəара
338,Winkel::N,ужа,агҿаҩра
339,Winkel::N,ужа,акəындхə
340,Winkel::N,ужа,акəакь
341,Muster::N,сёрма,аҟҟа
342,Größe::N,серь,изаҟароу
343,Länge::N,кува́лма,аура
344,Höhe::N,серь,агылара
345,Gewicht::N,сталма,акапан
346,Menge::N,лувкс,
347,Haufen::N,мар,ачаҟəа
348,Reihe::N,ряд,ацəаҳəа
349,Boot::N,венеж,анышь
350,Ruder::N,миле,ажəҩа
351,Schlitten::N,ну́рда,ашəаҩауардын
352,Ski::N,сокс,ашəаҩа
353,Ski::N,сокс,ашьахаха
354,Lagerfeuer::N,то́лмар,еиқуу амца
355,Last::N,канкс,ахьанҭара
356,Last::N,сталма,ахьанҭара
357,Gang::N,молема,аныҟəара
358,Schritt::N,аськолкс,ашьаҿа
359,Norden::N,якшама шире,аҩада
360,Süden::N,ля́мбе ши́ре,алада
361,Westen::N,ши валгома шире,амраҭашəара
362,Osten::N,шинь стяма шире,амрагылара
363,Holz::N,вирь,амҿымаҭəахə
364,Holz::N,шуфта,амҿымаҭəахə
365,Brett::N,лавця,аӷəы
366,Platte::N,плита́,ахаҳәцәы
367,Stütze::N,неже,аҵаргəа
368,Stütze::N,неже,агəышьаҟа
369,Stange::N,олга,акьат
370,Stock::N,байдек,алаба
371,Stab::N,олгоня,акьат
372,Rohr::N,турама,абыкь
373,Haus::N,куд,аҩны
374,Heim::N,куд,аҭаацəа
375,Ofen::N,пянакуд,аҳақə
376,Ofen::N,пянакуд,ауаџьаҟ
377,Ofen::N,пянакуд,афрына
378,Fußboden::N,кия́кс,адашьма
379,Tisch::N,шра,аишәа
380,Tisch::N,моркш,аишәа
381,Stuhl::N,стул,аҟəардə
382,Wiege::N,нюря́м,агара
383,Bett::N,ацам,акаруаҭ
384,Regal::N,лавцяланга,акыӷəра
385,Kiste::N,парга,аидчаҧала
386,Fenster::N,валмья,аҧенџьыр
387,Tür::N,кенкш,ашə
388,Tor::N,ортат,агəашə
389,Zaun::N,перяфкс,аанда
390,Dach::N,кудпря,ахыб
391,Leiter::N,куцема,амардуан
392,Besen::N,тяльме,аҧссага
393,Spaten::N,ка́йме,ажыга
394,Schaufel::N,ко́поня,аҭəарӷəы
395,Schaufel::N,ця́рдом,аҭəарӷəы
396,Gabel::N,ця́нгоня,ачқьыҧ
397,Löffel::N,куцю,амҳаҵə
398,Messer::N,пеель,аҳəызба
399,Nagel::N,эска,аҵəымӷ
400,Haken::N,кя́чказ,аҵəаҳə
401,Griff::N,недь,амаа
402,Griff::N,кунда́мка,амаа
403,Schloss::N,замо́к,асаҧаҭ
404,Bild::N,карти́на,асахьа
405,Figur::N,ронга-понда,афигура
406,Puppe::N,ня́ка,акьанџьа
407,Beutel::N,кяскав,асакь
408,Bündel::N,кярьме,аҿаҳəара
409,Tasche::N,кошяльня,арҭмаҟ
410,Eimer::N,ве́дарка,аведра
411,Deckel::N,тавадкс,ахҩа
412,Deckel::N,вельхкс,ахҩа
413,Geschirr::N,кядьге,ачысмаҭəа
414,Sack::N,кяскав,асакь
415,Tasse::N,ша́ваня,аҵəца
416,Topf::N,кавозь,акаструлиа
417,Kessel::N,сргавозь,ачуан
418,Essen::N,ярхцама,
419,Nahrung::N,ярхцампяль,афатə
420,Speise::N,ярхцама,афатə
421,Fleisch::N,пал,акəац
422,Fleisch::N,сиволь,акəац
423,Getreide::N,сёра,ачакуа
424,Brei::N,ям,ақашь
425,Brot::N,кши,ача
426,Scheibe::N,кочам,аҽыҭ
427,Scheibe::N,кочам,аҿаҵа
428,Fett::N,куя́,ашша
429,Butter::N,вай,ахəша
430,Öl::N,вай,азеҭ
431,Salz::N,сал,аџьыка
432,Suppe::N,шонгарям,асуҧ
433,Suppe::N,коршампяль,асуҧ
434,Honig::N,медь,ацха
435,Milch::N,лофца,ахш
436,Tee::N,чай,ачаи
437,Leder::N,кедь,ацəа
438,Wolle::N,пона,аласа
439,Stoff::N,котф,Аба
440,Nadel::N,салмокс,агəыр
441,Faden::N,сюре,арахəыц
442,Knopf::N,пуня,аҳəынҵəра
443,Knoten::N,сюлма,аиқəҳəала
444,Farbe::N,архтомбяль,ашəыга
445,Kleidung::N,щам,амаҭəа
446,Hemd::N,па́нар,акьаҿ
447,Kragen::N,сиве,ахəда
448,Ärmel::N,ожа,амаӷра
449,Hose::N,понкст,аиқəа
450,Gürtel::N,каркс,амаҟа
451,Mütze::N,вазь,ахылҧа
452,Schuh::N,башма́к,аимаа
453,Stiefel::N,кя́ме,амагə
454,Ring::N,суркс,амацəаз
455,Band::N,керькс,алента
456,Band::N,лента,алента
457,Kamm::N,сюрьхцем,ахҳəа
458,Spiegel::N,ванома,асаркьа
459,Riemen::N,шнань каркс,аа
460,Schnur::N,пикс,ашаха
461,Schnur::N,карькскя,ашаха
462,Leine::N,вядьме,аҕура
463,Decke::N,вельхкс,ахыза
464,Kissen::N,тоду,ахчы
465,Tuch::N,руця́,акасы
466,Handtuch::N,на́рдама,ампахьшьы
467,Kraft::N,вий,амч
468,Stärke::N,вииши,амч
469,Gesundheit::N,шумбраши́,агəабзиара
470,Krankheit::N,урма́,ачымазара
471,Krankheit::N,сярядема,ачымазара
472,Schmerz::N,маряма,ахьаа
473,Wunde::N,керф,ахəра
474,Fieber::N,маштыкс,ашоура
475,Arznei::N,надо́бья,ахəшə
476,Arznei::N,пъчка́фтома,ахəшə
477,Brücke::N,седь,ацҳа
478,Brunnen::N,эши,аҵыџь
479,Weide::N,ванома васта,аҳəырҭа
480,Pfad::N,ян,амхəасҭа
481,Pfad::N,киня́,амхəасҭа
482,Weg::N,ки,амҩа
483,Straße::N,ки,амҩа
484,Dorf::N,веле,ақыҭа
485,Stadt::N,ош,ақалақь
486,Brief::N,сёрма,ашəҟəы
487,Buch::N,книга,ашəҟəы
488,Buchstabe::N,бу́ква,анбан
489,Zeitung::N,газе́та,агазеҭ
490,Leben::N,эряф,аҧсҭазаара
491,Leben::N,эряма,аҧсҭазаара
492,Tod::N,кулома́,аҧсра
493,Grab::N,калма,анышəынҭра
494,Kirche::N,це́рькав,ауахəама
495,Sünde::N,пежеть,агəнаҳа
496,Sünde::N,муворкс,агəнаҳа
497,Gott::N,шкай,анцəа
498,Arbeiter::N,трудендай,аусуҩ
499,Arbeiter::N,работник,аусуҩ
500,Chef::N,азор,Аиҳабы
501,Chef::N,оцюня,Аиҳабы
502,Meister::N,мастяр,аҟаза
503,Arzt::N,врач,аҳақьым
504,Arzt::N,доктор,аҳақьым
505,Lehrer::N,учи́тель,арҵаҩы
506,Geld::N,ярмакт,аҧара
507,Geschäft::N,ладяфкс,
508,Geschäft::N,ладяф тев,
509,Laden::N,ла́вка,амагазин
510,Preis::N,питне,ахə
511,Ware::N,миф,атауар
512,Ware::N,ра́маф,атауар
513,Nutzen::N,пара,ақьар
514,Nutzen::N,лезкс,ақьар
515,Reichtum::N,ко́зяши,абеиара
516,Welt::N,свет,адунеи
517,Land::N,мастор,атəыла
518,Staat::N,государства,аҳəынҭқарра
519,König::N,король,акрал
520,Macht::N,азорондама,амчра
521,Macht::N,азорксши,амчра
522,Grenze::N,ёткаян,аҳəаа
523,Krieg::N,война́,аибашьра
524,Feind::N,душман,Аҕа
525,Feind::N,каршек тюри,Аҕа
526,Gewalt::N,наругама,ақəымчра
527,Kampf::N,тюрема́,ақəҧара
528,Bogen[Waffe]::N,нал,ахыц
529,Pfeil::N,нал,ахəымпал
530,Gewehr::N,винто́вка,ашəақь
531,Fehler::N,эльбядькс,агха
532,Lüge::N,васькафнема,амц
533,Schaden::N,зия́н,аҧырхага
534,Unglück::N,зия́н,арыцҳара
535,Schuld::N,муворши,ахара
536,Alter::N,эряф кизот,ақəра
537,Alter::N,эряфонь пинге,ақəра
538,Schluss::N,пе,анҵəамҭа
539,Zeit::N,пинге,аамта
540,Tag::N,ши,амш
541,Morgen::N,шобдава,ашара
542,Morgen::N,шобдава,ашьыбжь
543,Mittag::N,шикучка,шьыбжьон
544,Abend::N,иля́дь,ахəылҧаз
545,Abend::N,иля́дь,ахəлбыҽха
546,Nacht::N,ве,аҵх
547,Woche::N,недя́ля,амчыбжь
548,Monat::N,ков,
549,Jahr::N,киза,
550,Frühling::N,тунда́,ааҕын
551,Sommer::N,киза,аҧхын
552,Herbst::N,сёксе,ҭагалан
553,Herbst::N,сёксе,хкаарачан
554,Winter::N,тяла,аӡын
555,Januar::N,кельмеков,ианвар
556,Februar::N,уфайков,февраль
557,März::N,марайков,март
558,April::N,шудиков,апрель
559,Mai::N,панжиков,маи
560,Juni::N,лямбеков,иуун
561,Juli::N,псиков,иууль
562,August::N,сёроньков,август
563,September::N,тюжягов,сентиабр
564,Oktober::N,кельмазаков,октиабр
565,November::N,эйндамков,ноиабр
566,Dezember::N,кучкаков,декабр
567,Montag::N,одговши,ашəахьа
568,Dienstag::N,ша́вши,аҩаша
569,Mittwoch::N,вержи,ахаша
570,Donnerstag::N,шува́ланя,аҧшьаша
571,Freitag::N,пя́денця,ахəаша
572,Samstag::N,ёткши,асабша
573,Sonntag::N,таргоши,амҽыша
574,groß::A,оцю,аду
575,klein::A,ёмла,амаҷ
576,lang::A,кува́ка,ахəхəа
577,kurz::A,нюрьхкя́ня,акьаҿ
578,breit::A,кели,аиужь
579,breit::A,кели,аиҵых
580,schmal::A,тяйня,аҭшəа
581,dicht::A,сиде,аилач
582,dicht::A,туста,аилач
583,dick[Gegenstand]::A,эчке,ажəпа
584,dünn::A,шува́ня,
585,fein::A,шува́ня,апа
586,fein::A,шува́ня,аҵаӷа
587,fein::A,шува́ня,аӡа
588,fest::A,кеме,аҟаца
589,fest::A,кеме,аӷəӷəаҟаца
590,flach::A,лапш,ақəаҟьа
591,flach::A,лапш,аҧаҟьа
592,glatt::A,вадяв,аимаҩзы
593,glatt::A,такор,аимаҩзы
594,hart::A,калгода,акьакьа
595,weich::A,ляпе,атата
596,rund::A,кру́глай,акəмпыл
597,spitz::A,ботаз,аҵар
598,spitz::A,оржа,аҵар
599,scharf::A,оржа,аҵар
600,stumpf::A,ношка,ацагə
601,schwer::A,стака,ахьанҭа
602,schön::A,мазы,аҧшӡа
603,heiß::A,пси,ашы
604,warm::A,лямбе,аҧха
605,kalt::A,кельме,ахьшəашəа
606,kühl::A,эше,ахьшəашəа
607,kühl::A,эше,ицәыхьшәашәоу
608,frisch::A,свежай,цқьа
609,feucht::A,летьке,ацəаак
610,nass::A,начка,абааӡа
611,trocken::A,коське,Аба
612,trocken::A,коське,аҩа
613,voll::A,пяшксе,азна
614,leer::A,шава,аҭацəы
615,offen::A,панжада,аарта
616,offen::A,виде,аарта
617,geschlossen::A,пякстаф,ихҩоу
618,geschlossen::A,пякстаф,иаркыу
619,geschlossen::A,сёлгф,ихҩоу
620,geschlossen::A,сёлгф,иаркыу
621,sauber::A,ару,ацқьа
622,schmutzig::A,рда́зу,аҟьашь
623,schmutzig::A,пя́ндра,аҟьашь
624,roh::A,верок,
625,reif::A,ке́нерьф,Арҭ
626,reif::A,ке́нерьф,аҟала
627,reif::A,ке́нерьф,иҟалахьоу
628,lecker::A,танцти,ахаа
629,süß::A,ламбама,азла
630,bitter::A,сяпи,аша
631,sauer::A,шапама,аҵəҵəы
632,hell::A,валда,алаша
633,dunkel::A,шобда,алашьца
634,schwarz::A,равжа,аиқуаҵәа
635,weiß::A,акша,ашкəакəа
636,rot::A,якстерь,аҟаҧшь
637,gelb::A,тюжя́,аҩеижь
638,blau::A,сенем,аҽҵәа
639,grün::A,пиже,ашьацҧшҭəала
640,grün::A,пиже,аеҵəа
641,grün::A,сянгяря,ашьацҧшҭəала
642,grün::A,сянгяря,аеҵəа
643,grau::A,уле,ацəыш
644,bunt::A,сёрмав,Аилыҕраа
645,bunt::A,сёрмав,аҕраҷкəын
646,billig::A,у́цез,амариа
647,billig::A,аф пи́тни,амариа
648,teuer::A,пи́тни,амҩан
649,wertvoll::A,питни,кыр иаҕсоу
650,wertvoll::A,питни,акыр иаҕсоу
651,blind::A,сокор,алашə
652,taub::A,пярав,адагəа
653,kräftig::A,пяк вии,аӷəӷəа
654,stark::A,вии,абаҟа
655,schwach::A,лафча,акəада
656,fett::A,куя́,аҧсыла
657,schlank::A,виде ронга,акала
658,schlank::A,виде ронга,акьалантар
659,schlank::A,виде ронга,аиҿартə
660,hübsch::A,мазы,аҧшӡа
661,böse::A,кяжи,абааҧсы
662,dumm::A,аф ёню,агаӡа
663,dumm::A,шава пря,агаӡа
664,faul::A,нола,аашьа
665,fleißig::A,ку́лхцонды,иҟубҷоу
666,geizig::A,кирьжя,акы
667,geizig::A,кирьжя,акаҷбеи
668,geizig::A,кирьжя,аҟəџьыр
669,geizig::A,жаднай,акы
670,geizig::A,жаднай,акаҷбеи
671,geizig::A,жаднай,аҟəџьыр
672,klug::A,ёню,аҟəыш
673,klug::A,ёню,аҟəыӷа
674,klug::A,пря́ви,аҟəыш
675,klug::A,пря́ви,аҟəыӷа
676,geschickt::A,маштозь тиф,напҟазала
677,lieb::A,цебярь,алашара
678,lustig::A,ра́хси,алах-ҿых
679,lustig::A,ра́хси,игурҕьаччо
680,lustig::A,ра́хси,агурҕьа
681,lustig::A,ра́хси,агурҿыхага
682,sanft::A,сетьме,атата
683,sanft::A,сетьме,аҟəымшəышə
684,sanft::A,сетьме,ақьыҧш
685,hungrig::A,вача,амлашь
686,hungrig::A,вачеда,амлашь
687,krank::A,сяряди,ачымазаҩ
688,nackt::A,штада,аҟьантаз
689,nackt::A,кърхтапа,аҟьантаз
690,traurig::A,ла́жнай,алахьеиқəҵага
691,lebendig::A,эряй,абза
692,gut::A,пара,абзиа
693,gut::A,цебярь,абзиа
694,schlecht::A,кальдяв,-хəарҭам
695,richtig::A,виде,иашоу
696,schlimm::A,кальдяв,абааҧсы
697,wahr::A,афкуксонь,агəҭылса
698,wahr::A,афкуксонь,абзиаҵəҟьа
699,alt::A,ташта,Ажə
700,neu::A,од,аҿыц
701,ehemalig::A,и́нгольдень,анкьатәи
702,alt[Lebewesen]::A,сире,абырг
703,alt[Lebewesen]::A,сире,ақабада
704,alt[Lebewesen]::A,сире,Ажə
705,jung::A,од,аҟата
706,arm::A,а́шу,ананамга
707,reich::A,козя,абеиа
708,bekannt::A,содаф,адыр
709,berühmt::A,содавикс,адыр
710,fremd::A,лия,атəым
711,fremd::A,аф содаф,атəым
712,verschieden::A,аф фкя ла́цонь,Еиуа-еиҧшым
713,nah::A,мала,ааигəа
714,nah::A,аф ичкоздень,ааигəа
715,fern::A,и́чкоздень,ахара
