,Concept_ID,kk,lbe
162,Tier::N,жануар,хӏайван
163,Herde::N,пада,газу
164,Kuh::N,сиыр,оьл
165,Bulle::N,өгіз,ниц
166,Pferd::N,жылқы,чу
167,Schaf::N,қой,тта
168,Schwein::N,шошқа,дунгъуз
169,Hund::N,ит,ккаччи
170,Katze::N,мысық,ччиту
171,Bär::N,аю,цуша
172,Eichhörnchen::N,тиін,бюрхттукку
173,Elch::N,бұғы,ниц-бюрин
174,Fuchs::N,түлкі,цулчӏа
175,Fuchs::N,түлкі,куча цулчӏа
176,Hase::N,қоян,бюрх
177,Maus::N,қаптесер,кӏулу
178,Wolf::N,бөрі,барцӏ
179,Wolf::N,қасқыр,барцӏ
180,Vogel::N,құс,лелуххи
181,Schwarm::N,топ,гьухъала
182,Schwarm::N,үйір,гьухъала
183,Huhn::N,тауық,аьнакӏи
184,Huhn::N,мекиен,аьнакӏи
185,Hahn::N,әтеш,ажари
186,Hahn::N,қораз,ажари
187,Gans::N,қаз,къаз
188,Adler::N,бүркіт,барзу
189,Ente::N,үйрек,урдак
190,Eule::N,жапалақ,ису
191,Eule::N,жапалақ,ччиккумяв
192,Kranich::N,тырна,кьурукь
193,Krähe::N,қарға,хъатӏу
194,Kuckuck::N,көкек,ччикку
195,Schwan::N,аққу,урттил къаз
196,Fisch::N,балық,чавахъ
197,Barsch::N,алабұға,
198,Hecht::N,шортан,
199,Schlange[Tier]::N,жылан,шатта
200,Wurm::N,шұбалшаң,кьюнукьай шатта
201,Spinne::N,өрмекші,ххялцу
202,Ameise::N,қүмырска,митӏикьукьу
203,Laus::N,бит,
204,Mücke::N,маса,мичӏак
205,Fliege::N,шыбын,зимиз
206,Schmetterling::N,көбелек,чӏимучӏали
207,Beere::N,жидек,хӏаллил ахъулсса
208,Apfel::N,алма,гьивч
209,Pilz::N,қозықұйрық,ттуккул иис
210,Pilz::N,саңыраукулақ,ттуккул иис
211,Zwiebel::N,жуа,лаччул чсмусул бакӏ
212,Saat::N,тұқым,гьанна
213,Korn::N,дән,къама
214,Heu::N,шөп,ххулув
215,Schale::N,қабық,ккиртту
216,Schale::N,қабығы,ккиртту
217,Grube::N,ор,кӏаланг
218,Falle::N,дұзақ,къатӏа
219,Falle::N,қақпан,къатӏа
220,Schlinge::N,ілмек,хӏатӏ
221,Spur::N,із,ша
222,Asche::N,күл,лах
223,Dreck::N,былғаныш,кьяркьи
224,Dreck::N,былғаныш,венп
225,Eisen::N,темір,мах
226,Gold::N,алтын,муси
227,Silber::N,күміс,арцу
228,Kohle::N,көмір,кӏалаш
229,Kohle::N,көмір,хъуручӏ
230,Glas::N,шыны,пюрун
231,Lehm::N,балшық,сина аьрщи
232,Sand::N,құм,къун
233,Mensch::N,адам,инсан
234,Mann::N,еркек,чув
235,Mann::N,еркек,адимина
236,Mann::N,ер адам,чув
237,Mann::N,ер адам,адимина
238,Frau::N,бике,щарсса
239,Frau::N,бике,хъамитайпа
240,Frau::N,қатын,щарсса
241,Frau::N,қатын,хъамитайпа
242,Kind::N,бала,чӏиви оьрчӏ
243,Kind::N,перзент,чӏиви оьрчӏ
244,Junge::N,бала,оьрчӏ
245,Junge::N,бала,бурхьин оьрчӏ
246,Junge::N,ер бала,оьрчӏ
247,Junge::N,ер бала,бурхьин оьрчӏ
248,Mädchen::N,қыз,душ
249,Familie::N,жанұя,кулпат
250,Großvater::N,ата,ттатта
251,Großvater::N,ата,ниттил ппу
252,Großmutter::N,әже,буттал нину
253,Großmutter::N,әжей,буттал нину
254,Eltern::N,ата-аналар,нину-ппу
255,Vater::N,әке,ппу
256,Mutter::N,ана,нину
257,Sohn::N,ұл,арс
258,Tochter::N,қызым,душ
259,Bruder::N,бауырым,уссу
260,Schwester::N,әпке,ссу
261,Onkel::N,көке,буттауссу
262,Tante::N,тәте,буттал ссу
263,Ehemann::N,ер,лас
264,Ehefrau::N,зайып,щар
265,Ehefrau::N,зайып,щарсса
266,Freude::N,қуаныш,шадшиву
267,Freude::N,қуаныш,ххаришиву
268,Freude::N,сүйініш,шадшиву
269,Freude::N,сүйініш,ххаришиву
270,Freude::N,шат-думан,шадшиву
271,Freude::N,шат-думан,ххаришиву
272,Freude::N,қуаныштылық,шадшиву
273,Freude::N,қуаныштылық,ххаришиву
274,Gelächter::N,күлу,хъяхъаву
275,Glück::N,бақыт,талихӏ
276,Glück::N,бақыттылық,талихӏ
277,Kummer::N,аза,дард
278,Kummer::N,қайғы,дард
279,Kummer::N,қасырет,дард
280,Wunsch::N,мүдде,мурад
281,Lust::N,тәбет,гьавас
282,Lust::N,тәбет,ччаву
283,Lust::N,ынтызар,гьавас
284,Lust::N,ынтызар,ччаву
285,Lust::N,құштарлық,гьавас
286,Lust::N,құштарлық,ччаву
287,Geist::N,рух,рухӏ
288,Gedanke::N,ой,пикри
289,Gedächtnis::N,ес,дакӏний личӏаву
290,Gedächtnis::N,жады,дакӏний личӏаву
291,Gedächtnis::N,ақыл-ес,дакӏний личӏаву
292,Verstand::N,ақыл,аькьлу
293,Verstand::N,парасат,аькьлу
294,Sinn::N,мән,мяъна
295,Sinn::N,маныз,мяъна
296,Sinn::N,мағына,мяъна
297,Sinn::N,мән-мағына,мяъна
298,Grund::N,себеп,багьана
299,Wahrheit::N,рас,тӏайламур
300,Wahrheit::N,рас,хӏакьмур
301,Gespräch::N,әңгіме,ихтилат
302,Märchen::N,ертеп,магьа
303,Märchen::N,ертек,магьа
304,Erzählung::N,әңгіме,хавар
305,Nachricht::N,хабар,хавар
306,Neuigkeit::N,жаңалық,хавар
307,Name::N,ат,цӏа
308,Name::N,атау,цӏа
309,Rätsel::N,жұмбақ,ссигьа
310,Rede::N,сөз,гъалгъа
311,Sprache::N,тіл,маз
312,Stimme::N,үн,чӏу
313,Stimme::N,үн,чӏукӏа
314,Stimme::N,әуен,чӏу
315,Stimme::N,әуен,чӏукӏа
316,Stimme::N,дауыс,чӏу
317,Stimme::N,дауыс,чӏукӏа
318,Wort::N,сөз,махъ
319,Zeichen::N,ишара,лишан
320,Ruf::N,айғай,
321,Lärm::N,айғай-шу,чӏу
322,Lärm::N,айғай-ұйғай,чӏу
323,Laut::N,дыбыс,чӏу
324,Laut::N,дауыс,чӏу
325,Ton::N,әуен,чӏу
326,Lied::N,ән,балай
327,Lied::N,жыр,балай
328,Lied::N,ән-жыр,балай
329,Ruhe::N,тыныштық,дигьалагру
330,Leute::N,кісілер,инсантал
331,Volk::N,халық,ил
332,Volk::N,халық,халкь
333,Arbeit::N,еңбек,заву
334,Gast::N,қонақ,хъамаличу
335,Gast::N,мейман,хъамаличу
336,Geschenk::N,қадия,бухчакарши
337,Geschenk::N,қадия,лажинккакку
338,Spiel::N,ойын,тӏуркӏу
339,Gesellschaft::N,қауым,жямат
340,Gesellschaft::N,қауым,ккуран
341,Gesellschaft::N,жұртшылық,жямат
342,Gesellschaft::N,жұртшылық,ккуран
343,Hilfe::N,жэрдем,кумаг
344,Freund::N,дос,дус
345,Kamerad::N,дос-жар,хӏаласу
346,Angelegenheit::N,жұмыс,иш
347,Anzahl::N,сан,аьдад
348,Anzahl::N,саны,аьдад
349,Art::N,түр,жинс
350,Stück::N,тілім,касак
351,Teil::N,үлес,бутӏа
352,Teil::N,бөлшек,бутӏа
353,Hälfte::N,жарты,дачӏи
354,Kreis::N,шеңбер,кюрщан
355,Kreuz::N,крест,ххач
356,Linie::N,сызық,щва
357,Strich::N,сызық,щва
358,Abstand::N,ара,манзил
359,Abstand::N,аралық,манзил
360,Entfernung::N,аралық,манзил
361,Gegend::N,өңір,кӏану
362,Platz::N,орны,
363,Ort::N,орын,кӏану
364,Seite::N,жақ,чул
365,Seite::N,жақ,чулухалу
366,Seite::N,бүйір,чул
367,Seite::N,бүйір,чулухалу
368,Mitte::N,ортасы,дя
369,Gegenstand::N,зат,зат
370,Gegenstand::N,нәрсе,зат
371,Sache::N,бұйым,зат
372,Rand::N,шет,зума
373,Rand::N,шеті,зума
374,Kante::N,қыр,
375,Kante::N,қыры,
376,Ecke::N,қыры,мурцӏу
377,Ecke::N,бұрыш,мурцӏу
378,Spitze::N,ұшы,мицӏ
379,Ende::N,аяқ,зума
380,Ende::N,соңы,зума
381,Loch::N,тесік,ккутӏ
382,Winkel::N,мүйіс,мурцӏу
383,Muster::N,мәнер,накьич
384,Größe::N,ауқым,
385,Größe::N,көлемдік,
386,Länge::N,бой,лахъишиву
387,Länge::N,ұзындық,лахъишиву
388,Höhe::N,жоғарылық,лахъшиву
389,Höhe::N,биіктік,лахъшиву
390,Gewicht::N,салмақ,дуццин
391,Gewicht::N,салмақ,кӏушиву
392,Menge::N,мөлшер,
393,Haufen::N,үйме,бакӏу
394,Haufen::N,үйінді,бакӏу
395,Reihe::N,сап,кьюкьа
396,Boot::N,қайық,луткка
397,Ruder::N,ескек,весло
398,Ruder::N,ескек,чӏатӏа
399,Schlitten::N,шана,чана
400,Schlitten::N,шана,санкка
401,Ski::N,шаңғы,лижарду
402,Lagerfeuer::N,алау,къавтӏн
403,Last::N,ауырлық,гьиву
404,Last::N,ауыр зат,гьиву
405,Gang::N,жүріс,нанаву
406,Schritt::N,адым,ша
407,Norden::N,солтүстік,ухссав
408,Norden::N,солтүстік,ухссавнил чулухалу
409,Norden::N,терістік,ухссав
410,Norden::N,терістік,ухссавнил чулухалу
411,Süden::N,оңтүстік,кьилва
412,Westen::N,батыс,баргълагавал
413,Westen::N,батыс,баргълагавал чул
414,Osten::N,күншығыс,баргъбуккай чулухалу
415,Holz::N,ағаш,тӏама
416,Holz::N,сүрек,тӏама
417,Brett::N,тақта,тахта
418,Platte::N,тақта,гъуни
419,Stütze::N,тіреу,гьалакӏу
420,Stange::N,қада,къазихъ
421,Stock::N,сойыл,ттархь
422,Stab::N,сырық,ччантӏакъу
423,Rohr::N,құбыр,бургъу
424,Haus::N,үй,къатта
425,Heim::N,үйлі,къатта
426,Heim::N,шаңырақ,къатта
427,Ofen::N,ошақ,пач
428,Ofen::N,пеш,пач
429,Fußboden::N,еден,чӏанкъатта
430,Tisch::N,үстел,усттул
431,Stuhl::N,орындық,кӏану
432,Wiege::N,бесік,оьрчӏал кӏану
433,Bett::N,кереует,тах
434,Regal::N,сөре,чӏаму
435,Kiste::N,жәшік,яшикӏ
436,Kiste::N,жәшік,къурши
437,Fenster::N,терезе,чӏавахьулу
438,Tür::N,есік,нуз
439,Tür::N,есік,нузкьун
440,Tor::N,дарбаза,къапу
441,Tor::N,дарбаза,дарваза
442,Zaun::N,дуал,дайгьузанну
443,Dach::N,шатыр,магъи
444,Dach::N,шатыр,цӏиялу
445,Leiter::N,саты,чуртту
446,Leiter::N,басқыш,чуртту
447,Besen::N,сыпырғыш,чӏатлу
448,Spaten::N,күрек,бил
449,Schaufel::N,қалақ,чӏатӏа
450,Gabel::N,аша,гьиссилу
451,Gabel::N,шанышқы,гьиссилу
452,Löffel::N,қасық,къуса
453,Messer::N,пышақ,чӏила
454,Nagel::N,мық,мяр
455,Nagel::N,шеге,мяр
456,Netz::N,керегекөз,къери
457,Haken::N,ілмек,къича
458,Griff::N,сап,куяму
459,Griff::N,тұтқа,куяму
460,Schloss::N,құлып,кьункьула
461,Schloss::N,бекіткіш,кьункьула
462,Bild::N,сурет,сурат
463,Figur::N,тұлға,
464,Puppe::N,қуыршақ,ссихьу
465,Beutel::N,қапшық,чантай
466,Bündel::N,байлам,гьи
467,Bündel::N,байлам,къар
468,Tasche::N,дорба,
469,Eimer::N,шелек,бадра
470,Deckel::N,жапқыш,къапаза
471,Geschirr::N,ыдыс,пюрунчӏул
472,Geschirr::N,ыдыс,тӏахӏникӏичӏу
473,Sack::N,қап,къап
474,Sack::N,қап,дарваг
475,Tasse::N,шыныаяқ,пижан
476,Tasse::N,шыныаяқ,пинжан
477,Tasse::N,шыныаяқ,инкираччатӏи
478,Tasse::N,шыныаяқ,цинцилттал бушкъап
479,Topf::N,кәстрөл,кӏункӏур
480,Kessel::N,қазан,чаг
481,Kessel::N,қазан,кӏункӏур
482,Essen::N,ас,дукия
483,Essen::N,ас,дукин
484,Nahrung::N,ас,дукра
485,Nahrung::N,тамақ,дукра
486,Speise::N,тағам,дукра
487,Fleisch::N,ет,дикӏ
488,Getreide::N,дәнді,къама
489,Brei::N,ботқа,ккурч
490,Brot::N,күлше,ччатӏ
491,Scheibe::N,тілім,парча
492,Fett::N,май,аьгъушиву
493,Butter::N,май,нагь
494,Butter::N,май,лагаву
495,Öl::N,май,
496,Salz::N,тұз,цӏву
497,Suppe::N,көже,накь
498,Honig::N,бал,ницӏ
499,Milch::N,сүт,накӏ
500,Tee::N,шай,чяй
501,Leder::N,көн,бурчу
502,Wolle::N,жүн,ппал
503,Stoff::N,мата,янна
504,Stoff::N,кездеме,янна
505,Nadel::N,ине,ххалаххи
506,Faden::N,жіп,ххал
507,Knopf::N,түйме,банд
508,Knoten::N,түйін,къурхъ
509,Farbe::N,рең,сир
510,Kleidung::N,киім,янна
511,Kleidung::N,киім,лаххия
512,Hemd::N,жейде,гьухъа
513,Kragen::N,жаға,дарвач
514,Ärmel::N,жең,кахха
515,Hose::N,шалбар,хӏажак
516,Gürtel::N,белбеу,мухӏлу
517,Mütze::N,қалпақ,кьяпа
518,Schuh::N,кебіс,
519,Stiefel::N,етік,чакма
520,Ring::N,жүзік,кӏисса
521,Band::N,таспа,линт
522,Kamm::N,тарақ,ттарал
523,Spiegel::N,айна,дагьани
524,Riemen::N,қайыс,эн
525,Schnur::N,жіп,хьхьа
526,Leine::N,тізгін,
527,Decke::N,көрпе,виргъан
528,Kissen::N,жастық,кӏаралу
529,Tuch::N,орамал,карщи
530,Handtuch::N,сүлгі,калихьу
531,Handtuch::N,сүлгі,лажинлихьу
532,Kraft::N,қуат,эллаж
533,Kraft::N,қарқын,эллаж
534,Kraft::N,әл-шама,эллаж
535,Kraft::N,әл-дәрмен,эллаж
536,Stärke::N,әл,гуж
537,Stärke::N,күш,гуж
538,Gesundheit::N,денсаулык,цӏуллу-сагъшиву
539,Krankheit::N,ауру,къашайшиву
540,Schmerz::N,ауру,къюву
541,Wunde::N,зақым,щаву
542,Wunde::N,жарақат,щаву
543,Fieber::N,безгек,кӏиришиву
544,Fieber::N,қалтырау,кӏиришиву
545,Fieber::N,қызу көтерілуі,кӏиришиву
546,Arznei::N,дәрі,дару
547,Arznei::N,дәрі-дәрмек,дару
548,Brücke::N,көпір,ламу
549,Brunnen::N,құдық,къуй
550,Weide::N,өріс,бизантту
551,Weide::N,жайылым,бизантту
552,Pfad::N,жол,жегъир ххуллу
553,Weg::N,жол,ххуллу
554,Straße::N,жол,ххуллу
555,Dorf::N,ауыл,щар
556,Dorf::N,ауыл,шяравалу
557,Stadt::N,қала,шагьру
558,Stadt::N,шаһар,шагьру
559,Brief::N,хат,чагъар
560,Brief::N,жазу,чагъар
561,Buch::N,кітап,лу
562,Buchstabe::N,әріп,хӏарп
563,Buchstabe::N,қаріп,хӏарп
564,Zeitung::N,газет,кказит
565,Leben::N,өмір,оьрму
566,Leben::N,тіршілік,оьрму
567,Tod::N,опат,ажал
568,Tod::N,опат,бивкӏу
569,Tod::N,опат,ивчӏаву
570,Grab::N,мола,гьав
571,Grab::N,мазар,гьав
572,Kirche::N,шіркеу,килиса
573,Sünde::N,күнә,бунагъ
574,Gott::N,алла,зал
575,Gott::N,құдай,зал
576,Gott::N,тәңірі,зал
577,Gott::N,пәруардігер,зал
578,Gott::N,жаратқан тәңірі,зал
579,Arbeiter::N,жүмысшы,зузала
580,Chef::N,басшы,ялувма
581,Chef::N,жұмыс басқарушысы,ялувма
582,Meister::N,шебер,усттар
583,Meister::N,өнерпаз,усттар
584,Arzt::N,дәрігер,хӏакин
585,Lehrer::N,мұғалім,учитель
586,Geld::N,пұл,арцу
587,Geschäft::N,бизнес,даву
588,Laden::N,дүкен,ттучан
589,Preis::N,ақы,багъа
590,Preis::N,құны,багъа
591,Preis::N,нарық,багъа
592,Ware::N,тауар,хъус
593,Nutzen::N,пайда,хайр
594,Nutzen::N,пайда,мюнпат
595,Reichtum::N,бақ-дәулет,давлат
596,Reichtum::N,бақ-дәулет,аваданшиву
597,Welt::N,әлем,дуниял
598,Welt::N,жиһан,дуниял
599,Land::N,аймақ,билаят
600,Staat::N,мемлекет,паччахӏлугъ
601,König::N,патша,
602,Macht::N,өкімет,власть
603,Macht::N,қожалық,власть
604,Grenze::N,шек,дазу
605,Krieg::N,соғыс,дяъви
606,Feind::N,жау,душман
607,Feind::N,дұшпан,душман
608,Gewalt::N,зорлык,къия
609,Gewalt::N,зорлық-зомбылык,къия
610,Kampf::N,күрес,лачӏуи уккаву
611,Kampf::N,алыспақ,лачӏуи уккаву
612,Bogen[Waffe]::N,саржа,ккуртта
613,Pfeil::N,жебе,чӏатӏаракӏ
614,Gewehr::N,қару,ттупанг
615,Fehler::N,әбес,гъалатӏ
616,Fehler::N,қаталық,гъалатӏ
617,Lüge::N,өтірік,щялмахъ
618,Schaden::N,зиян,зарал
619,Schaden::N,зарар,зарал
620,Unglück::N,пәле,бала
621,Unglück::N,қасырет,бала
622,Unglück::N,ауыртпалық,бала
623,Schuld::N,айыптылық,тахсир
624,Alter::N,жас,оьрму
625,Alter::N,жас шамасы,оьрму
626,Schluss::N,ада,ахир
627,Schluss::N,бітуі,ахир
628,Zeit::N,уақыт,чӏун
629,Tag::N,күн,кьини
630,Morgen::N,таң,кӏюрх
631,Morgen::N,таңертең,кӏюрх
632,Mittag::N,талтүс,ахттайн
633,Mittag::N,талтүс,дяахттайн
634,Mittag::N,талтүс,ахттайн чӏун
635,Abend::N,кеш,маркӏачӏан
636,Nacht::N,түн,хьхьу
637,Woche::N,апта,нюжмар
638,Monat::N,ай,барз
639,Jahr::N,жыл,шин
640,Frühling::N,көктем,инт
641,Sommer::N,жаз,гъи
642,Herbst::N,күз,ссут
643,Winter::N,қыс,кӏи
644,Januar::N,каңтар,цалчинмур барз
645,Februar::N,ақпан,кӏилчинмур барз
646,März::N,наурыз,шамилчинмур барз
647,April::N,сәуір,апрель
648,April::N,сәуір,мукьилчинмур барз
649,Mai::N,мамыр,май
650,Mai::N,мамыр,ххюлчинмур барз
651,Juni::N,маусым,июнь
652,Juni::N,маусым,ряххилчинмур барз
653,Juli::N,шілде,июль
654,Juli::N,шілде,Арулчинмур барз
655,August::N,сүмбіле,мяйлчинмур барз
656,August::N,тамыз,мяйлчинмур барз
657,September::N,қыркүйек,урчӏилчинмур барз
658,Oktober::N,ақырап,ацӏилчинмур барз
659,November::N,қараша,ацӏния цалчинмур барз
660,Dezember::N,желтоқсан,ацӏния кӏилчинмур барз
661,Montag::N,дүйсенбі,итин
662,Montag::N,дүйсенбі,итин кьини
663,Dienstag::N,сейсенбі,тталат
664,Dienstag::N,сейсенбі,тталат кьини
665,Mittwoch::N,сәрсенбі,арвахӏ
666,Donnerstag::N,бейсенбі,хамис
667,Freitag::N,жұма,нюжмар
668,Freitag::N,жұма,нюжмар кьини
669,Samstag::N,сенбі,ххуллун
670,Samstag::N,сенбі,ххуллун кьини
671,Sonntag::N,жексембі,алхӏат
672,Sonntag::N,жексембі,алхӏат кьини
673,groß::A,алпамсадай,бугъарасса
674,klein::A,кішкене,чӏивисса
675,klein::A,қарғадай,чӏивисса
676,lang::A,сопақ,лахъисса
677,lang::A,сорайған,лахъисса
678,kurz::A,кеспелтек,кутӏасса
679,breit::A,айдынды,уттасса
680,schmal::A,қысық,уттакӏюласса
681,dicht::A,жиі,ццунсса
682,dick[Gegenstand]::A,шомбал,ганзсса
683,dünn::A,жұқа,кӏюласса
684,dünn::A,жіңішке,кӏюласса
685,fein::A,қаңылтақ,
686,fest::A,берік,цӏакьсса
687,fest::A,берік,кьянкьасса
688,fest::A,мызғымас,цӏакьсса
689,fest::A,мызғымас,кьянкьасса
690,flach::A,жалпак,баягъисса
691,flach::A,жалпак,цӏубакъасса
692,flach::A,жалпак,куртӏ дакъасса
693,glatt::A,типыл,дюрчӏусса
694,hart::A,қатты,кьянкьасса
695,weich::A,жұмсақ,кӏукӏлусса
696,rund::A,домалақ,ккурккисса
697,spitz::A,үшкір,ярксса
698,spitz::A,үшкір,дайлсса
699,spitz::A,үшкір,мицӏ бусса
700,scharf::A,сүйрік,ярксса
701,scharf::A,сүйрік,дайлсса
702,scharf::A,сүйрік,мицӏ бусса
703,stumpf::A,доғал,къуркъасса
704,stumpf::A,өтпейтін,къуркъасса
705,schwer::A,салмақты,кӏусса
706,schön::A,сұлу,аьнтӏикӏасса
707,heiß::A,ыссы,кӏирисса
708,warm::A,жылы,гъелисса
709,kalt::A,аязды,дяркъусса
710,kühl::A,салқын,дюхлулсса
711,frisch::A,таза,цӏусса
712,frisch::A,жаңа,цӏусса
713,feucht::A,нам,атилсса
714,feucht::A,нам,хъавтусса
715,feucht::A,дымқылды,атилсса
716,feucht::A,дымқылды,хъавтусса
717,nass::A,сулы,атилсса
718,nass::A,сулы,хъавтусса
719,trocken::A,құрғақ,кьавкьсса
720,trocken::A,құрғақ,кьакьан бувсса
721,voll::A,толы,бувцӏусса
722,leer::A,бос,бачӏвасса
723,offen::A,ашып қойылған,тӏивтӏусса
724,geschlossen::A,жабулы,лавкьусса
725,sauber::A,дақсыз,марцӏсса
726,sauber::A,мұнтаздай,марцӏсса
727,schmutzig::A,айғыз,чапалсса
728,schmutzig::A,сатпақ,чапалсса
729,schmutzig::A,сатал-сатал,чапалсса
730,roh::A,шикі,шакъавхьсса
731,reif::A,піскен,дирсса
732,lecker::A,дәмді,нахӏусса
733,lecker::A,дәмді,тӏааьнсса
734,süß::A,тәтті,нацӏусса
