,Concept_ID,hr,vep
156,Rinde::N,kora,kor'
157,Ast::N,grana,oks
158,Zweig::N,grana,oks
159,Zweig::N,grana,barb
160,Blatt::N,list,lehtez
161,Birke::N,breza,koiv
162,Kiefer[Baum]::N,bor,pedai
163,Weide[Baum]::N,iva,raid
164,Weide[Baum]::N,vŕba,raid
165,Tanne::N,jela,kuz'
166,Horn::N,rog,sar'v
167,Feder::N,pero,höuneh
168,Fell::N,koža,nahk
169,Flügel::N,krilo,suug
170,Klaue::N,papak,künz'
171,Kralle::N,pandža,künz'
172,Schwanz::N,rep,händ
173,Ei::N,jaje,muna
174,Nest::N,gnijezdo,peza
175,Bau::N,jazbina,uru
176,Tier::N,životinja,živat
177,Herde::N,krdo,kogo
178,Herde::N,stado,kogo
179,Kuh::N,krava,lehm
180,Bulle::N,bik,härg
181,Pferd::N,konj,hebo
182,Schaf::N,ovca,lambaz
183,Schwein::N,svinja,siga
184,Hund::N,pas,koir
185,Hund::N,pseto,koir
186,Katze::N,mačka,kaži
187,Bär::N,medvjed,kondi
188,Eichhörnchen::N,vjeverica,orav
189,Elch::N,los,hirb'
190,Fuchs::N,lisica,reboi
191,Hase::N,zec,jäniš
192,Maus::N,miš,hir'
193,Wolf::N,vuk,händikaz
194,Wolf::N,kurjak,händikaz
195,Vogel::N,ptica,lind
196,Schwarm::N,roj,parveh
197,Schwarm::N,jato,parveh
198,Huhn::N,kokoš,kana
199,Hahn::N,kokot,kukoi
200,Hahn::N,pijevac,kukoi
201,Gans::N,guska,hanh'
202,Adler::N,orao,orl
203,Ente::N,patka,sorz
204,Eule::N,sova,hir'pulo
205,Kranich::N,ždral,kurg
206,Krähe::N,vrana,variš
207,Kuckuck::N,kukavica,kägi
208,Schwan::N,labud,joucen
209,Fisch::N,riba,kala
210,Barsch::N,grgeč,ahven
211,Hecht::N,štuka,haug'
212,Schlange[Tier]::N,guja,kü
213,Schlange[Tier]::N,guja,mado
214,Schlange[Tier]::N,zmija,kü
215,Schlange[Tier]::N,zmija,mado
216,Wurm::N,crv,mado
217,Spinne::N,pauk,hämähouk
218,Ameise::N,mrav,murahaine
219,Laus::N,uš,täi
220,Mücke::N,komarac,säs'k
221,Fliege::N,muha,kärbhaine
222,Schmetterling::N,leptir,lipkaine
223,Beere::N,boba,marj
224,Beere::N,bobica,marj
225,Apfel::N,jabuka,jablok
226,Pilz::N,pečurka,sen'
227,Pilz::N,pečurka,babuk
228,Zwiebel::N,luk,lauk
229,Zwiebel::N,kapula,lauk
230,Saat::N,sjemenje,semned
231,Korn::N,zrno,jüvä
232,Korn::N,zrno,vill'
233,Heu::N,sijeno,hein
234,Schale::N,kora,kor'
235,Schale::N,ljuska,kor'
236,Grube::N,jama,kop
237,Falle::N,zamka,rida
238,Falle::N,klopka,rida
239,Schlinge::N,uzao,rihm
240,Schlinge::N,petlja,rihm
241,Spur::N,trag,jäl'g
242,Spur::N,slijed,jäl'g
243,Asche::N,pepeo,tuhk
244,Dreck::N,blato,redu
245,Dreck::N,blato,pačak
246,Eisen::N,željezo,raud
247,Gold::N,zlato,kuld
248,Silber::N,srebro,hobed
249,Kohle::N,ugalj,hil'
250,Kohle::N,ugljen,hil'
251,Glas::N,staklo,stökol
252,Lehm::N,glina,savi
253,Lehm::N,ilovača,savi
254,Sand::N,pijesak,lete
255,Mensch::N,čovjek,mez'
256,Mensch::N,čovjek,ristit
257,Mann::N,muškarac,mez'
258,Frau::N,žena,naine
259,Kind::N,čedo,laps'
260,Kind::N,dijete,laps'
261,Junge::N,momče,poig
262,Junge::N,momče,prihaine
263,Junge::N,dječak,poig
264,Junge::N,dječak,prihaine
265,Mädchen::N,djevojka,neičukaine
266,Mädchen::N,djevojčica,neičukaine
267,Familie::N,obitelj,kanz
268,Familie::N,obitelj,pereh
269,Familie::N,porodica,kanz
270,Familie::N,porodica,pereh
271,Großvater::N,djed,ded
272,Großmutter::N,baka,bab
273,Eltern::N,roditelji,vanhembad
274,Eltern::N,roditelji,kazvatajad
275,Vater::N,otac,tat
276,Mutter::N,majka,mam
277,Sohn::N,sin,poig
278,Tochter::N,kći,tütär
279,Tochter::N,kćerka,tütär
280,Bruder::N,brat,veik
281,Bruder::N,brat,vell'
282,Schwester::N,sestra,čiža
283,Schwester::N,sestra,sizar
284,Onkel::N,čika,däd'
285,Onkel::N,ujak,däd'
286,Tante::N,ujna,tädi
287,Tante::N,tetka,tädi
288,Ehemann::N,muž,mužik
289,Ehemann::N,suprug,mužik
290,Ehefrau::N,žena,ak
291,Ehefrau::N,supruga,ak
292,Freude::N,radost,ilo
293,Freude::N,radost,ihastuz
294,Gelächter::N,grohot,nagr
295,Glück::N,sreća,oza
296,Kummer::N,jad,gor'a
297,Kummer::N,briga,gor'a
298,Wunsch::N,želja,taht
299,Lust::N,volja,himo
300,Geist::N,duh,heng
301,Gedanke::N,misao,meletuz
302,Gedächtnis::N,pamćenje,mušt
303,Verstand::N,um,mel'
304,Verstand::N,razum,mel'
305,Sinn::N,smisao,jüvä
306,Sinn::N,značenje,jüvä
307,Grund::N,razlog,sü
308,Wahrheit::N,istina,tozi
309,Gespräch::N,razgovor,lodu
310,Gespräch::N,razgovor,pagin
311,Märchen::N,bajka,sarn
312,Erzählung::N,priča,sanutez
313,Erzählung::N,pripovijest,sanutez
314,Nachricht::N,vijest,tedotuz
315,Neuigkeit::N,novost,uzištuz
316,Name::N,ime,nimi
317,Rätsel::N,zagonetka,ozoitez
318,Rede::N,govor,pagin
319,Rede::N,govor,sanad
320,Rede::N,besjeda,pagin
321,Rede::N,besjeda,sanad
322,Sprache::N,jezik,kel'
323,Stimme::N,glas,än'
324,Wort::N,riječ,sana
325,Zeichen::N,znak,znam
326,Ruf::N,povik,kida
327,Ruf::N,povik,kucund
328,Ruf::N,poklik,kida
329,Ruf::N,poklik,kucund
330,Lärm::N,buka,judu
331,Lärm::N,galama,judu
332,Laut::N,zvuk,kulund
333,Ton::N,ton,kulund
334,Lied::N,pjesma,pajo
335,Ruhe::N,tišina,lebu
336,Ruhe::N,počinak,lebu
337,Leute::N,ljudi,rahvaz
338,Volk::N,puk,rahvaz
339,Volk::N,narod,rahvaz
340,Arbeit::N,rad,tö
341,Arbeit::N,rad,rad
342,Arbeit::N,posao,tö
343,Arbeit::N,posao,rad
344,Gast::N,gost,adiv
345,Geschenk::N,dar,lahj
346,Geschenk::N,poklon,lahj
347,Spiel::N,igra,vänd
348,Gesellschaft::N,društvo,sebr
349,Gesellschaft::N,kompanija,sebr
350,Hilfe::N,pomoć,abu
351,Freund::N,prijatelj,sebranik
352,Kamerad::N,drug,sebranik
353,Kamerad::N,drugar,sebranik
354,Angelegenheit::N,posao,azj
355,Anzahl::N,broj,lugu
356,Anzahl::N,brojnost,lugu
357,Art::N,vid,rod
358,Art::N,vid,rodsugu
359,Art::N,vrst,rod
360,Art::N,vrst,rodsugu
361,Stück::N,komad,pala
362,Stück::N,komad,supal
363,Teil::N,dio,pala
364,Hälfte::N,polovina,pol'
365,Kreis::N,krug,ümbruz
366,Kreis::N,krug,kehkruz
367,Kreuz::N,križ,rist
368,Linie::N,crta,pird
369,Strich::N,crta,pird
370,Abstand::N,razmak,keskust
371,Abstand::N,odstojanje,keskust
372,Entfernung::N,udaljenost,matk
373,Gegend::N,kraj,taho
374,Gegend::N,predeo,taho
375,Platz::N,mjesto,avaruz'
376,Ort::N,mjesto,koht
377,Seite::N,bok,pol'
378,Seite::N,bok,kül'g
379,Seite::N,strana,pol'
380,Seite::N,strana,kül'g
381,Mitte::N,sredina,kesk
382,Gegenstand::N,predmet,kalu
383,Sache::N,posao,azj
384,Rand::N,rub,röun
385,Rand::N,kraj,röun
386,Kante::N,brid,röun
387,Kante::N,ivica,röun
388,Ecke::N,ugao,saum
389,Spitze::N,vrh,agjaine
390,Spitze::N,šiljak,agjaine
391,Ende::N,konac,agj
392,Loch::N,rupa,reig
393,Winkel::N,kut,čoga
394,Winkel::N,kut,saum
395,Winkel::N,ugao,čoga
396,Winkel::N,ugao,saum
397,Muster::N,uzor,kirjam
398,Größe::N,veličina,suruz'
399,Länge::N,duljina,piduz
400,Höhe::N,visina,korktuz'
401,Gewicht::N,težina,jügu
402,Gewicht::N,težina,vedäduz
403,Menge::N,mnoštvo,äjüz'
404,Menge::N,količina,äjüz'
405,Haufen::N,hrpa,kogo
406,Haufen::N,gomila,kogo
407,Reihe::N,red,rivi
408,Boot::N,čun,veneh
409,Boot::N,čamac,veneh
410,Ruder::N,veslo,air
411,Schlitten::N,saone,regi
412,Schlitten::N,saone,regut
413,Ski::N,ski,suks'
414,Ski::N,smučka,suks'
415,Lagerfeuer::N,logorska vatra,nodj
416,Lagerfeuer::N,logorska vatra,pažag
417,Last::N,tovar,jüguz
418,Gang::N,hod,astund
419,Schritt::N,korak,hašk
420,Norden::N,sjever,pohjoine
421,Süden::N,jug,suvi
422,Westen::N,zapad,päivlaskm
423,Osten::N,istok,päivnouzm
424,Holz::N,drvo,pu
425,Brett::N,daska,laud
426,Platte::N,ploča,keitim
427,Stütze::N,potpora,tugi
428,Stange::N,motka,arz'
429,Stock::N,štap,kalu
430,Stock::N,palica,kalu
431,Stab::N,štap,seibaz
432,Stab::N,šipka,seibaz
433,Rohr::N,cijev,torv
434,Haus::N,kuća,pert'
435,Heim::N,dom,kodi
436,Ofen::N,peć,päč
437,Fußboden::N,pod,lava
438,Tisch::N,stol,laud
439,Tisch::N,stol,stal'c
440,Tisch::N,trpeza,laud
441,Tisch::N,trpeza,stal'c
442,Stuhl::N,stolac,ištim
443,Stuhl::N,stolica,ištim
444,Wiege::N,kolijevka,kätte
445,Bett::N,krevet,sija
446,Bett::N,krevet,magaduzsija
447,Bett::N,postelja,sija
448,Bett::N,postelja,magaduzsija
449,Regal::N,polica,palič
450,Kiste::N,sanduk,mülütim
451,Fenster::N,prozor,ikun
452,Tür::N,vrata,uks'
453,Tor::N,vrata,verai
454,Tor::N,kapija,verai
455,Zaun::N,plot,aid
456,Zaun::N,ograda,aid
457,Dach::N,krov,katuz
458,Leiter::N,ljestve,pordhad
459,Leiter::N,ljestvice,pordhad
460,Besen::N,metla,lud
461,Besen::N,metla,vast
462,Spaten::N,ašov,labid
463,Schaufel::N,lopata,labid
464,Gabel::N,viljuška,hangoine
465,Löffel::N,žlica,luzik
466,Messer::N,nož,veič
467,Nagel::N,čavao,nagl
468,Netz::N,mreža,verk
469,Haken::N,kuka,kouk
470,Griff::N,držak,kägä
471,Griff::N,držak,varz'
472,Griff::N,ručica,kägä
473,Griff::N,ručica,varz'
474,Schloss::N,brava,lukkol
475,Bild::N,slika,kuva
476,Figur::N,figura,figur
477,Puppe::N,lutka,tätüine
478,Beutel::N,kesa,havad
479,Bündel::N,snop,toppaz
480,Bündel::N,snop,käč
481,Bündel::N,svežanj,toppaz
482,Bündel::N,svežanj,käč
483,Tasche::N,torba,sumk
484,Tasche::N,taška,sumk
485,Eimer::N,kabao,vädr
486,Deckel::N,poklopac,katuz
487,Geschirr::N,suđe,astii
488,Geschirr::N,posuđe,astii
489,Sack::N,džak,havad
490,Sack::N,vreća,havad
491,Tasse::N,šalica,čašk
492,Topf::N,lonac,pada
493,Kessel::N,kazan,katil
494,Essen::N,obrok,sönd
495,Nahrung::N,hrana,söm
496,Speise::N,jelo,sömine
497,Fleisch::N,meso,liha
498,Getreide::N,žito,vill'
499,Getreide::N,žitarice,vill'
500,Brei::N,kaša,pudr
501,Brot::N,kruh,leib
502,Scheibe::N,kriška,bibaleh
503,Scheibe::N,kriška,šlik
504,Fett::N,mast,razv
505,Fett::N,salo,razv
506,Butter::N,buter,voi
507,Butter::N,maslac,voi
508,Öl::N,ulje,voi
509,Salz::N,sol,sol
510,Suppe::N,supa,lem'
511,Suppe::N,supa,keitoz
512,Honig::N,med,mezi
513,Milch::N,mlijeko,maid
514,Tee::N,čaj,čai
515,Leder::N,koža,nahk
516,Wolle::N,vuna,vill
517,Stoff::N,štof,kangaz
518,Stoff::N,tkanina,kangaz
519,Nadel::N,igla,negl
520,Faden::N,nit,nit'
521,Faden::N,konac,nit'
522,Knopf::N,dugme,nübl'
523,Knoten::N,čvor,sol'm
524,Knoten::N,uzao,sol'm
525,Farbe::N,farba,muju
526,Kleidung::N,odjeća,sobad
527,Hemd::N,košulja,paid
528,Kragen::N,ovratnik,kagluz
529,Ärmel::N,rukav,hijam
530,Hose::N,hlače,štanad
531,Gürtel::N,pas,vö
532,Gürtel::N,pojas,vö
533,Mütze::N,kapa,šapuk
534,Schuh::N,cipela,keng'
535,Stiefel::N,čizma,sapug
536,Ring::N,prsten,rengaz
537,Band::N,vrpca,lentaine
538,Kamm::N,češalj,suga
539,Spiegel::N,zrcalo,zerkol
540,Spiegel::N,ogledalo,zerkol
541,Riemen::N,kaiš,vö
542,Riemen::N,remen,vö
543,Schnur::N,vrpca,nor
544,Leine::N,uzica,talutimnor
545,Decke::N,ćebe,sijakatuz
546,Decke::N,pokrivač,sijakatuz
547,Kissen::N,jastuk,pöluz
548,Tuch::N,rubac,paik
549,Tuch::N,marama,paik
550,Handtuch::N,ručnik,käzipaik
551,Kraft::N,snaga,vägi
552,Stärke::N,jakost,vahvuz'
553,Gesundheit::N,zdravlje,tervhuz
554,Krankheit::N,bolest,läžund
555,Schmerz::N,bol,kibu
556,Wunde::N,rana,čapatez
557,Fieber::N,groznica,säru
558,Arznei::N,lijek,zel'l'
559,Brücke::N,most,sild
560,Brücke::N,ćuprija,sild
561,Brunnen::N,bunar,kaiv
562,Brunnen::N,zdenac,kaiv
563,Weide::N,paša,omaluine
564,Weide::N,pašnjak,omaluine
565,Pfad::N,staza,tehut
566,Weg::N,put,te
567,Straße::N,drum,te
568,Straße::N,cesta,te
569,Dorf::N,selo,külä
570,Stadt::N,grad,lidn
571,Stadt::N,varoš,lidn
572,Brief::N,list,kirjeine
573,Brief::N,pismo,kirjeine
574,Buch::N,knjiga,kirj
575,Buchstabe::N,slovo,kirjam
576,Zeitung::N,novine,lehtez
577,Leben::N,život,elo
578,Tod::N,smrt,surm
579,Grab::N,raka,kaum
580,Kirche::N,crkva,jumalanpert'
581,Sünde::N,grijeh,grähk
582,Gott::N,bog,jumal
583,Arbeiter::N,radnik,radnik
584,Chef::N,šef,pämez'
585,Meister::N,majstor,mastar
586,Arzt::N,liječnik,lekar'
587,Lehrer::N,učitelj,opendai
588,Geld::N,novac,rahad
589,Geschäft::N,posao,biznes
590,Geschäft::N,trgovina,biznes
591,Laden::N,dućan,lauk
592,Preis::N,cijena,arv
593,Ware::N,roba,tavar
594,Nutzen::N,korist,liža
595,Reichtum::N,bogatstvo,kodielo
596,Reichtum::N,bogatstvo,kal'huz'
597,Welt::N,svijet,mail'm
598,Land::N,zemlja,ma
599,Staat::N,država,valdkund
600,König::N,kralj,kunigaz
601,Macht::N,moć,vald
602,Macht::N,vlast,vald
603,Grenze::N,granica,röun
604,Krieg::N,rat,soda
605,Feind::N,neprijatelj,vihanik
606,Feind::N,neprijatelj,vastustai
607,Gewalt::N,sila,vägivald
608,Gewalt::N,nasilje,vägivald
609,Kampf::N,boj,tora
610,Kampf::N,borba,tora
611,Bogen[Waffe]::N,luk,taug
612,Pfeil::N,strijela,nol
613,Gewehr::N,puška,oružj
614,Fehler::N,pogreška,viga
615,Fehler::N,griješka,viga
616,Lüge::N,laž,kelastuz
617,Schaden::N,šteta,pahuz'
618,Unglück::N,nesreća,bed
619,Unglück::N,nesreća,gor'a
620,Schuld::N,krivnja,värhuz'
621,Alter::N,dob,igä
622,Schluss::N,kraj,lop
623,Schluss::N,konac,lop
624,Zeit::N,doba,aig
625,Zeit::N,vrijeme,aig
626,Tag::N,dan,päiv
627,Morgen::N,jutro,homendez
628,Mittag::N,podne,keskpäiv
629,Abend::N,veče,eht
630,Abend::N,večer,eht
631,Nacht::N,noć,ö
632,Woche::N,sedmica,nedal'
633,Monat::N,mjesec,ku
634,Jahr::N,godina,voz'
635,Frühling::N,proljeće,keväz'
636,Sommer::N,ljeto,keza
637,Herbst::N,jesen,sügüz'
638,Winter::N,zima,tal'v
639,Januar::N,januar,viluku
640,Januar::N,siječanj,viluku
641,Februar::N,veljača,uhoku
642,Februar::N,februar,uhoku
643,März::N,mart,keväz'ku
644,März::N,ožujak,keväz'ku
645,April::N,april,sulaku
646,April::N,travanj,sulaku
647,Mai::N,maj,semendku
648,Mai::N,svibanj,semendku
649,Juni::N,juni,kezaku
650,Juni::N,lipanj,kezaku
651,Juli::N,juli,heinku
652,Juli::N,srpanj,heinku
653,August::N,august,eloku
654,August::N,kolovoz,eloku
655,September::N,rujan,sügüz'ku
656,September::N,septembar,sügüz'ku
657,Oktober::N,oktobar,reduku
658,Oktober::N,listopad,reduku
659,November::N,studeni,kül'mku
660,November::N,novembar,kül'mku
661,Dezember::N,prosinac,tal'vku
662,Montag::N,ponedjeljak,ezmärg
663,Montag::N,ponedjeljnik,ezmärg
664,Dienstag::N,utorak,tožnarg
665,Dienstag::N,utornik,tožnarg
666,Mittwoch::N,srijeda,koumanz'päiv
667,Donnerstag::N,četvrtak,nellänz'päiv
668,Freitag::N,petak,pätnič
669,Freitag::N,petak,videnz'päiv
670,Samstag::N,subota,sobat
671,Sonntag::N,nedjelja,pühäpäiv
672,groß::A,velik,sur'
673,groß::A,velik,järed
674,klein::A,mali,pen'
675,klein::A,mali,pičuine
676,klein::A,malen,pen'
677,klein::A,malen,pičuine
678,lang::A,dug,pit'k
679,lang::A,dugačak,pit'k
680,kurz::A,kratak,lühüd
681,breit::A,širok,leved
682,schmal::A,uski,kaid
683,schmal::A,uzak,kaid
684,dicht::A,gust,tihed
685,dick[Gegenstand]::A,debeo,paks
686,dünn::A,tanak,hoik
687,fein::A,fin,hen
688,fein::A,tanak,hen
689,fest::A,čvrst,luja
690,fest::A,čvrst,ninev
691,flach::A,ravan,lapak
692,flach::A,plosnat,lapak
693,glatt::A,gladak,siled
694,hart::A,tvrd,kova
695,weich::A,mek,pehmed
696,weich::A,mekan,pehmed
697,rund::A,okrugao,kehker
698,spitz::A,oštar,nügu
699,spitz::A,oštar,terav
700,spitz::A,šiljast,nügu
701,spitz::A,šiljast,terav
702,scharf::A,oštar,terav
703,scharf::A,bridak,terav
704,stumpf::A,tup,tül'c
705,schwer::A,težak,jüged
706,schön::A,krasan,čoma
707,heiß::A,vruć,räk
708,warm::A,topao,läm'
709,kalt::A,hladan,vilu
710,kühl::A,hladan,raibak
711,kühl::A,hladan,viluhk
712,frisch::A,svjež,lahed
713,feucht::A,vlažan,neps
714,feucht::A,vlažan,toreh
715,nass::A,mokar,märg
716,trocken::A,suh,kuiv
717,voll::A,pun,täuz'
718,leer::A,prazan,joudai
719,offen::A,otvoren,avoin
720,offen::A,otvoren,avol'jaine
721,geschlossen::A,zatvoren,saubaline
722,sauber::A,čist,puhtaz
723,schmutzig::A,nečist,redukaz
724,schmutzig::A,blatan,redukaz
725,roh::A,sirov,rohk
726,roh::A,sirov,toreh
727,reif::A,zreo,küps
728,lecker::A,tečan,magukaz
729,lecker::A,ukusan,magukaz
730,süß::A,sladak,maged
731,bitter::A,gorak,karged
732,sauer::A,kiseo,muiged
733,hell::A,vedar,kirkas
734,hell::A,vedar,valgei
735,hell::A,svijetao,kirkas
736,hell::A,svijetao,valgei
737,dunkel::A,taman,pimed
738,schwarz::A,crn,must
739,weiß::A,bio,vauged
740,weiß::A,bijel,vauged
741,rot::A,crven,rusked
742,gelb::A,žut,pakuine
743,blau::A,plav,sinine
744,blau::A,modar,sinine
745,grün::A,zelen,vihand
746,grau::A,siv,hahk
747,bunt::A,šaren,kirjav
748,billig::A,jeftin,odav
749,teuer::A,skup,kalliž
750,wertvoll::A,vrijedan,arvokas
751,wertvoll::A,dragocjen,arvokas
752,blind::A,slijep,soged
753,taub::A,gluh,kurdiž
754,kräftig::A,snažan,vägev
755,stark::A,jak,vahv
756,stark::A,jak,vägekaz
757,stark::A,snažan,vahv
758,stark::A,snažan,vägekaz
759,schwach::A,slab,väll'
760,fett::A,pretio,razvakaz
761,schlank::A,vitak,kapos
762,hübsch::A,zgodan,čoma
763,böse::A,zao,äred
764,böse::A,zao,käred
765,böse::A,opak,äred
766,böse::A,opak,käred
767,dumm::A,glup,el'getoi
768,faul::A,lijen,lašk
769,fleißig::A,radin,radonnavedii
770,fleißig::A,marljiv,radonnavedii
771,geizig::A,škrt,ažlak
772,klug::A,razborit,melev
773,klug::A,razborit,melekaz
774,geschickt::A,vješt,mahtokaz
775,lieb::A,drag,izo
776,lieb::A,drag,sula
777,lustig::A,veseo,ilokaz
778,sanft::A,blag,laskav
779,hungrig::A,gladan,näl'ghine
780,krank::A,bolestan,läžui
781,nackt::A,nag,alastoi
782,traurig::A,tužan,opalahine
783,traurig::A,žalostan,opalahine
784,lebendig::A,živ,eläb
785,gut::A,dobar,hüvä
786,schlecht::A,loš,huba
787,schlecht::A,rđav,huba
788,richtig::A,tačan,oiged
789,richtig::A,ispravan,oiged
790,schlimm::A,zao,paha
791,schlimm::A,zločest,paha
792,wahr::A,istinit,todesine
793,alt::A,star,vanh
794,neu::A,nov,uz'
795,ehemalig::A,bivši,edeline
796,alt[Lebewesen]::A,star,ravaz
797,jung::A,mlad,nor'
798,arm::A,ubog,gol'l'
799,arm::A,siromašan,gol'l'
800,reich::A,bogat,elokaz
801,bekannt::A,poznat,tutab
802,berühmt::A,čuven,tetab
803,berühmt::A,slavan,tetab
804,fremd::A,tuđ,veraz
805,fremd::A,stran,veraz
806,verschieden::A,razan,erazvuitte
807,verschieden::A,različan,erazvuitte
808,nah::A,blizak,läheline
809,fern::A,dalek,edahaine
810,fern::A,daljnji,edahaine
811,linker::A,lijevi,hura
812,rechter::A,desni,oiged
813,anderer::A,drugi,toine
814,anderer::A,drugačiji,toine
815,erster::A,prvi,ezmäine
816,zweiter::A,drugi,toine
817,dritter::A,treći,koumanz'
818,letzter::A,zadnji,jäl'gmäine
819,allein::ADV,sam,üksnäze
820,auf einmal::ADV,istodobno,ühten aigan
821,zusammen::ADV,skupa,ühtes
822,zusammen::ADV,zajedno,ühtes
823,lange::ADV,dugo,hätken
824,plötzlich::ADV,naglo,äkkid
825,plötzlich::ADV,iznenada,äkkid
826,sofort::ADV,odmah,kerdalaz
827,später::ADV,kasnije,möhemba
828,jetzt::ADV,sad,nügüd'
829,jetzt::ADV,sada,nügüd'
830,heute::ADV,danas,tämbei
831,morgen::ADV,sutra,homen
832,bald::ADV,skoro,pigai
833,bald::ADV,doskora,pigai
