,Concept_ID,fi,os
86,Wetter::N,sää,боныхъӕд
87,Nebel::N,sumu,мигъ
88,Wolke::N,pilvi,ӕврагъ
89,Regen::N,sade,уарын
90,Schnee::N,lumi,мит
91,Eis::N,jää,их
92,Frost::N,halla,ихæн
93,Frost::N,pakkanen,ихæн
94,Kälte::N,vilu,уазал
95,Kälte::N,kylmyys,уазал
96,Hitze::N,helle,ӕнтӕф
97,Hitze::N,kuumuus,ӕнтӕф
98,Raureif::N,huurre,халас
99,Regenbogen::N,sateenkaari,арвырон
100,Regenbogen::N,sateenkaari,арвырдын
101,Donner::N,jyrinä,æрвнæрын
102,Strömung::N,virtaus,цыд
103,Tropfen::N,tippa,æртах
104,Tropfen::N,pisara,æртах
105,Schaum::N,vaahto,фынк
106,Schmutz::N,loka,цъыф
107,See::N,järvi,цад
108,Sumpf::N,suo,цъыфдзаст
109,Moor::N,räme,цъыфдзаст
110,Wiese::N,niitty,уыгӕрдӕн
111,Wald::N,metsä,хъӕд
112,Hügel::N,mäki,обау
113,Hügel::N,mäki,къуыбыр
114,Hügel::N,kumpu,обау
115,Hügel::N,kumpu,къуыбыр
116,Hügel::N,kukkula,обау
117,Hügel::N,kukkula,къуыбыр
118,Anhöhe::N,mäki,уæлвæз
119,Anhöhe::N,mäki,уæлхох
120,Anhöhe::N,kumpare,уæлвæз
121,Anhöhe::N,kumpare,уæлхох
122,Berg::N,mäki,хох
123,Berg::N,vuori,хох
124,Gipfel::N,laki,цъупп
125,Gipfel::N,huippu,цъупп
126,Höhle::N,luola,лӕгӕт
127,Abhang::N,rinne,къул
128,Quelle::N,lähde,суадон
129,Bach::N,puro,мӕсчъыдон
130,Fluss::N,joki,дон
131,Fluss::N,joki,цӕугӕдон
132,Ufer::N,ranta,был
133,Küste::N,rannikko,донбыл
134,Festland::N,manner,сурзæхх
135,Meer::N,meri,денджыз
136,Bucht::N,lahti,донбакæлæн
137,Insel::N,saari,сакъадах
138,Blume::N,kukka,дидинӕг
139,Gras::N,ruoho,кӕрдӕг
140,Wurzel::N,juuri,уидаг
141,Baum::N,puu,бӕлас
142,Stamm::N,runko,хӕтӕл
143,Rinde::N,kuori,цъар
144,Rinde::N,parkki,цъар
145,Ast::N,oksa,арх
146,Zweig::N,haara,къалиу
147,Blatt::N,lehti,сыф
148,Birke::N,koivu,бæрз
149,Kiefer[Baum]::N,mänty,нӕзы
150,Kiefer[Baum]::N,petäjä,нӕзы
151,Weide[Baum]::N,paju,хӕрис
152,Tanne::N,kuusi,наз
153,Horn::N,sarvi,сыкъа
154,Feder::N,sulka,сис
155,Feder::N,höyhen,сис
156,Fell::N,talja,царм
157,Flügel::N,siipi,базыр
158,Klaue::N,kynsi,ных
159,Kralle::N,kynsi,дзӕмбы
160,Schwanz::N,häntä,къӕдзил
161,Schwanz::N,pyrstö,къӕдзил
162,Ei::N,muna,айк
163,Nest::N,pesä,ахстон
164,Bau::N,pesä,хуынкъ
165,Tier::N,eläin,сырд
166,Tier::N,eläin,цӕрӕгой
167,Herde::N,lauma,дзуг
168,Herde::N,lauma,рӕгъау
169,Kuh::N,lehmä,хъуг
170,Bulle::N,sonni,гал
171,Pferd::N,hevonen,бӕх
172,Schaf::N,lammas,фыс
173,Schwein::N,sika,хуы
174,Hund::N,koira,куыдз
175,Katze::N,kissa,гӕды
176,Bär::N,karhu,арс
177,Eichhörnchen::N,orava,æхсæрæг
178,Elch::N,hirvi,цæгатаг саг
179,Fuchs::N,kettu,рувас
180,Hase::N,jänis,тæрхъус
181,Maus::N,hiiri,мыст
182,Wolf::N,susi,бирӕгъ
183,Vogel::N,lintu,цъиу
184,Vogel::N,lintu,маргъ
185,Schwarm::N,parvi,бал
186,Huhn::N,kana,карк
187,Hahn::N,kukko,уасӕг
188,Gans::N,hanhi,хъаз
189,Adler::N,kotka,цӕргӕс
190,Ente::N,ankka,ацц
191,Eule::N,pöllö, уыг
192,Eule::N,pöllö,сидахъ
193,Kranich::N,kurki,зырнæг
194,Kranich::N,kurki,хърихъупп
195,Krähe::N,varis,халон
196,Kuckuck::N,käki,гаккук
197,Schwan::N,joutsen,доныхъаз
198,Fisch::N,kala,кӕсаг
199,Barsch::N,ahven,окунь
200,Hecht::N,hauki,хихор кӕсаг
201,Schlange[Tier]::N,käärme,калм
202,Wurm::N,mato,зулкъ
203,Wurm::N,mato,къуыдыргалм
204,Spinne::N,hämähäkki,хӕлуарӕг
205,Ameise::N,muurahainen,мæлдзыг
206,Laus::N,täi,сыст
207,Mücke::N,sääski,къогъо
208,Mücke::N,hyttynen,къогъо
209,Fliege::N,kärpänen,бындз
210,Schmetterling::N,perhonen,гæлæбу
211,Beere::N,marja,гагадыргъ
212,Apfel::N,omena,фӕткъуы
213,Pilz::N,sieni,зокъо
214,Pilz::N,sieni,къозо
215,Zwiebel::N,sipuli,хъӕдындз
216,Saat::N,siemenet,тауинаг
217,Saat::N,siemenet,мыггаг
218,Korn::N,jyvä,мыггаг
219,Korn::N,jyvä,тауинаг
220,Korn::N,vilja,мыггаг
221,Korn::N,vilja,тауинаг
222,Heu::N,heinä,хос
223,Schale::N,kuori,цъар
224,Grube::N,kuoppa,урм
225,Grube::N,kuoppa,къахт
226,Grube::N,kuoppa,дзыхъхъ
227,Falle::N,loukku,цъысым
228,Falle::N,loukku,къӕппӕг
229,Schlinge::N,ansa,цасм
230,Spur::N,jälki,фæд
231,Asche::N,tuhka,фӕнык
232,Asche::N,tuhka,ӕртхутӕг
233,Dreck::N,lika,цъыф
234,Eisen::N,rauta,ӕфсӕйнаг
235,Gold::N,kulta,сыгъзӕрин
236,Silber::N,hopea,ӕвзист
237,Kohle::N,hiili,ӕвзалы
238,Glas::N,lasi,авг
239,Lehm::N,savi,ӕлыг
240,Sand::N,hiekka,змис
241,Mensch::N,ihminen,лӕг
242,Mensch::N,ihminen,адӕймаг
243,Mensch::N,ihminen,удгоймаг
244,Mann::N,mies,лӕг
245,Mann::N,mies,нӕлгоймаг
246,Frau::N,nainen,сылгоймаг
247,Kind::N,lapsi,сывӕллон
248,Junge::N,poika,лӕппу
249,Mädchen::N,tyttö,чызг
250,Familie::N,perhe,бинонтæ
251,Großvater::N,isoisä,фыдыфыд
252,Großvater::N,isoisä,мадыфыд
253,Großmutter::N,isoäiti,фыды мад
254,Großmutter::N,isoäiti,мады мад
255,Eltern::N,vanhemmat,ныййарджытæ
256,Vater::N,isä,фыд
257,Mutter::N,äiti,мад
258,Sohn::N,poika,фырт
259,Tochter::N,tytär,чызг
260,Bruder::N,veli,ӕфсымӕр
261,Schwester::N,sisko,хо
262,Onkel::N,eno,фыдыфсымӕр
263,Onkel::N,setä,фыдыфсымӕр
264,Tante::N,täti,мадыхо
265,Ehemann::N,mies,мой
266,Ehemann::N,aviomies,мой
267,Ehefrau::N,vaimo,ус
268,Ehefrau::N,aviovaimo,ус
269,Freude::N,ilo,цин
270,Freude::N,ilo,циндзинад
271,Freude::N,riemu,цин
272,Freude::N,riemu,циндзинад
273,Gelächter::N,nauru,худын
274,Gelächter::N,nauru,худт
275,Gelächter::N,nauru,худæг
276,Glück::N,onni,амонд
277,Kummer::N,suru,хъыг
278,Kummer::N,murhe,хъыг
279,Wunsch::N,toive,бӕллиц
280,Wunsch::N,toivomus,бӕллиц
281,Lust::N,himo,монц
282,Geist::N,henki,уд
283,Gedanke::N,aate,хъуыды
284,Gedanke::N,ajatus,хъуыды
285,Gedächtnis::N,muisti,мысæн
286,Gedächtnis::N,muisti,мысын
287,Gedächtnis::N,muisti,зæрдылдарын
288,Verstand::N,äly,зонд
289,Verstand::N,järki,зонд
290,Verstand::N,ymmärrys,зонд
291,Sinn::N,merkitys,нысаниуæг
292,Grund::N,syy,ӕфсон
293,Grund::N,peruste,ӕфсон
294,Wahrheit::N,tosi,æцæг
295,Wahrheit::N,totuus,æцæг
296,Gespräch::N,puhelu,ныхас
297,Gespräch::N,keskustelu,ныхас
298,Märchen::N,satu,аргъау
299,Erzählung::N,tarina,радзырд
300,Erzählung::N,kertomus,радзырд
301,Nachricht::N,tieto,уац
302,Nachricht::N,ilmoitus,уац
303,Neuigkeit::N,uutinen,хабар
304,Name::N,nimi,ном
305,Rätsel::N,arvoitus,уыци-уыци
306,Rätsel::N,arvoitus,базон-базон
307,Rede::N,puhe,раныхас
308,Sprache::N,kieli,ӕвзаг
309,Stimme::N,ääni,хъӕлӕс
310,Wort::N,sana,дзырд
311,Zeichen::N,merkki,нысан
312,Ruf::N,kutsu,сидт
313,Lärm::N,melu,уынæр
314,Lärm::N,hälinä,уынæр
315,Laut::N,ääni,зӕл
316,Laut::N,ääni,мыр
317,Ton::N,sävel,мыр
318,Lied::N,laulu,зарӕг
319,Ruhe::N,lepo,æнцой
320,Ruhe::N,rauha,æнцой
321,Leute::N,väki,адӕм
322,Leute::N,ihmiset,адӕм
323,Volk::N,kansa,адӕм
324,Arbeit::N,työ,фӕллой
325,Gast::N,vieras,уазӕг
326,Geschenk::N,lahja,хуын
327,Spiel::N,peli,хъазт
328,Spiel::N,leikki,хъазт
329,Gesellschaft::N,seura,дзыллæ
330,Gesellschaft::N,seura,æхсæнад
331,Hilfe::N,apu,æххуыс
332,Hilfe::N,apu,ахъаз
333,Freund::N,ystävä,лымӕн
334,Kamerad::N,toveri,ӕмбал
335,Angelegenheit::N,asia,хъуыддаг
336,Anzahl::N,lukumäärä,бӕрц
337,Art::N,laji,хуыз
338,Art::N,laji,хуызад
339,Stück::N,pala,кæрдих
340,Stück::N,pala,комдзаг
341,Stück::N,kappale,кæрдих
342,Stück::N,kappale,комдзаг
343,Teil::N,osa,хай
344,Hälfte::N,puoli,æрдæг
345,Hälfte::N,puoli,æмбис
346,Kreis::N,ympyrä,зиллакк
347,Kreuz::N,risti,дзуар
348,Linie::N,viiva,хахх
349,Strich::N,piirto,хахх
350,Abstand::N,väli,æхсæнуат
351,Abstand::N,väljyys,æхсæнуат
352,Entfernung::N,etäisyys,дæрддзæг
353,Entfernung::N,etäisyys,дардцæг
354,Gegend::N,seutu,ран
355,Platz::N,tila,бууат
356,Ort::N,kohta,ран
357,Ort::N,kohta,бынат
358,Ort::N,paikka,ран
359,Ort::N,paikka,бынат
360,Seite::N,sivu,фахс
361,Seite::N,kylki,фахс
362,Mitte::N,keskus,астӕу
363,Mitte::N,puoliväli,астӕу
364,Gegenstand::N,kalu,дзаума
365,Gegenstand::N,esine,дзаума
366,Sache::N,asia,дзаума
367,Rand::N,ääri,кӕрон
368,Rand::N,syrjä,кӕрон
369,Kante::N,särmä,фӕрск
370,Ecke::N,nurkka,тигъ
371,Ecke::N,nurkka,фисын
372,Spitze::N,terä,бырынкъ
373,Spitze::N,kärki,бырынкъ
374,Ende::N,pää,кӕрон
375,Ende::N,perä,кӕрон
376,Loch::N,kolo,хуынкъ
377,Loch::N,reikä,хуынкъ
378,Winkel::N,kulma,къуым
379,Muster::N,kuvio,нывæфтыд
380,Muster::N,kuvio,кæдзист
381,Größe::N,koko,ас
382,Größe::N,suuruus,ас
383,Länge::N,pituus,дӕргъ
384,Höhe::N,korkeus,бæрзонд
385,Höhe::N,korkeus,бæрзæнд
386,Höhe::N,korkeus,бæрзонддзинад
387,Gewicht::N,paino,уӕз
388,Menge::N,määrä,бӕрц
389,Haufen::N,kasa,кӕри
390,Reihe::N,rivi,рӕнхъ
391,Boot::N,vene,чема
392,Ruder::N,airo,къохар
393,Schlitten::N,reki,дзоныгъ
394,Schlitten::N,kelkka,дзоныгъ
395,Ski::N,suksi,къахдзоныгътæ
396,Ski::N,suksi,лыжæтæ
397,Lagerfeuer::N,nuotio,арт
398,Last::N,kuorma,уаргъ
399,Gang::N,kulku,цыд
400,Gang::N,käynti,цыд
401,Schritt::N,askel,санчъех
402,Schritt::N,askel,къахдзӕф
403,Norden::N,pohjoinen,цæгат
404,Süden::N,etelä,хуссар
405,Westen::N,länsi,ныгуылæн
406,Osten::N,itä,скæсæн
407,Holz::N,puu,хъӕдӕрмӕг
408,Brett::N,lauta,фæйнæг
409,Platte::N,levy,къӕй
410,Stütze::N,noja,быцæу
411,Stange::N,tanko,хъил
412,Stock::N,keppi,лӕдзӕг
413,Stab::N,sauva,хъил
414,Stab::N,seiväs,хъил
415,Rohr::N,putki,хӕтӕл
416,Haus::N,talo,хӕдзар
417,Heim::N,koti,къона
418,Ofen::N,uuni,пец
419,Fußboden::N,lattia,астӕрд
420,Tisch::N,pöytä,стъол
421,Stuhl::N,tuoli,бандон
422,Wiege::N,kehto,авдæн
423,Bett::N,sänky,сынтӕг
424,Regal::N,hylly,тӕрхӕг
425,Regal::N,hylly,уӕлвӕйнӕг
426,Kiste::N,arkku,асыкк
427,Kiste::N,kirstu,асыкк
428,Kiste::N,laatikko,асыкк
429,Fenster::N,ikkuna,рудзынг
430,Fenster::N,ikkuna,фæрссаг
431,Tür::N,ovi,дуар
432,Tor::N,portti,кулдуар
433,Zaun::N,aita,æмбонд
434,Zaun::N,aita,быру
435,Zaun::N,aita,гæрæн
436,Dach::N,katto,уӕлхӕдзар
437,Leiter::N,tikkaat,асин
438,Leiter::N,tikapuut,асин
439,Besen::N,luuta,уисой
440,Spaten::N,lapio,бел
441,Schaufel::N,lapio,æвгæнæн
442,Schaufel::N,lapio,кæфой
443,Gabel::N,haarukka,вилкæ
444,Löffel::N,lusikka,уидыг
445,Messer::N,veitsi,кард
446,Nagel::N,naula,зӕгӕл
447,Netz::N,verkko,хыз
448,Haken::N,haka,хæдз
449,Haken::N,haka,хæбырæгъ
450,Haken::N,koukku,хæдз
451,Haken::N,koukku,хæбырæгъ
452,Griff::N,ripa,фистон
453,Griff::N,kahva,фистон
454,Schloss::N,lukko,гуыдыр
455,Bild::N,kuva,ныв
456,Figur::N,kuvio,кæрдгæныв
457,Puppe::N,nukke,чындз
458,Beutel::N,pussi,дзӕкъул
459,Bündel::N,nippu,баст
460,Bündel::N,kimppu,баст
461,Tasche::N,laukku,хызын
462,Tasche::N,laukku,дзæкъул
463,Eimer::N,sanko,къæрта
464,Eimer::N,sanko,чъыбыла
465,Eimer::N,sanko,ведра
466,Eimer::N,ämpäri,къæрта
467,Eimer::N,ämpäri,чъыбыла
468,Eimer::N,ämpäri,ведра
469,Deckel::N,kansi,сæр
470,Deckel::N,kansi,æмбæрзæн
471,Geschirr::N,astia,мигæнæн
472,Geschirr::N,astia,мигæнæнтæ
473,Sack::N,säkki,голлаг
474,Tasse::N,kuppi,пиала
475,Tasse::N,kuppi,къус
476,Topf::N,pata,аг
477,Topf::N,pata,чысыл аг
478,Kessel::N,kattila,аг
479,Essen::N,syönti,хӕрд
480,Nahrung::N,ruoka,хойраг
481,Nahrung::N,ravinto,хойраг
482,Speise::N,ruoka,хӕринаг
483,Fleisch::N,liha,дзидза
484,Fleisch::N,liha,фыдызгъӕл
485,Getreide::N,vilja,халсар
486,Brei::N,puuro,кас
487,Brot::N,leipä,дзул
488,Scheibe::N,viipale,къӕбӕр
489,Fett::N,rasva,сой
490,Butter::N,voi,нӕлхӕ
491,Öl::N,öljy,зети
492,Salz::N,suola,цӕхх
493,Suppe::N,keitto,бас
494,Honig::N,hunaja,мыд
495,Milch::N,maito,ӕхсыр
496,Tee::N,tee,цай
497,Leder::N,nahka,мæскуы
498,Wolle::N,villa,фӕсмын
499,Stoff::N,kangas,хъуымац
500,Nadel::N,neula,судзин
501,Faden::N,lanka,ӕндах
502,Knopf::N,nappi,цӕппӕр
503,Knoten::N,solmu,ӕлхынцъ
504,Farbe::N,maali,ахорæн
505,Kleidung::N,vaatteet,дарӕс
506,Hemd::N,paita,хӕдон
507,Kragen::N,kaulus,æфцæггот
508,Ärmel::N,hiha,дыс
509,Hose::N,housut,хæлаф
510,Hose::N,housut,æддаг хæлаф
511,Hose::N,housut,салбар
512,Gürtel::N,vyö,рон
513,Mütze::N,lakki,худ
514,Schuh::N,kenkä,басмахъ
515,Stiefel::N,saapas,цырыхъхъ
516,Ring::N,sormus,къухдарӕн
517,Band::N,nauha,лент
518,Kamm::N,kampa,сӕрвасӕн
519,Spiegel::N,peili,айдæн
520,Spiegel::N,peili,кæсæн
521,Riemen::N,hihna,гӕрз
522,Schnur::N,naru,бӕндӕн
523,Schnur::N,nuora,бӕндӕн
524,Leine::N,talutushihna,
525,Decke::N,peite,хъӕццул
526,Kissen::N,tyyny,баз
527,Kissen::N,pielus,баз
528,Tuch::N,huivi,кæлмæрзæн
529,Tuch::N,huivi,кæрдæн
530,Handtuch::N,pyyheliina,хисæрфæн
531,Kraft::N,väki,тых
532,Kraft::N,väki,хъомыс
533,Kraft::N,voima,тых
534,Kraft::N,voima,хъомыс
535,Stärke::N,vahvuus,тых
536,Stärke::N,vahvuus,æхсар
537,Gesundheit::N,terveys,æнæниздзинад
538,Krankheit::N,tauti,низ
539,Krankheit::N,tauti,рын
540,Krankheit::N,sairaus,низ
541,Krankheit::N,sairaus,рын
542,Schmerz::N,kipu,рис
543,Schmerz::N,särky,рис
544,Wunde::N,haava,цӕф
545,Fieber::N,kuume,ризӕг
546,Fieber::N,kuume,тӕфсӕг
547,Arznei::N,lääke,хос
548,Brücke::N,silta,хид
549,Brunnen::N,kaivo,цъай
550,Weide::N,laidun,хизæн
551,Weide::N,laidun,хизæнуат
552,Weide::N,laidun,сæрвæт
553,Pfad::N,polku,къахвæндаг
554,Pfad::N,polku,къахвæд
555,Weg::N,tie,фӕндаг
556,Straße::N,katu,фӕндаг
557,Dorf::N,kylä,хъӕу
558,Stadt::N,kaupunki,сахар
559,Brief::N,kirje,фыстӕг
560,Buch::N,kirja,чиныг
561,Buchstabe::N,kirjain,дамгъӕ
562,Zeitung::N,lehti,газет
563,Zeitung::N,sanomalehti,газет
564,Leben::N,elo,цард
565,Leben::N,elo,цӕрӕнбон
566,Leben::N,elämä,цард
567,Leben::N,elämä,цӕрӕнбон
568,Tod::N,kuolema,мæлæт
569,Tod::N,kuolema,адзал
570,Grab::N,hauta,ингӕн
571,Kirche::N,kirkko,аргъуан
572,Sünde::N,synti,тæригъæд
573,Gott::N,jumala,хуыцау
574,Arbeiter::N,työläinen,кусæг
575,Chef::N,päällikkö,ӕмцег
576,Meister::N,mestari,мастер
577,Meister::N,mestari,дæсны
578,Arzt::N,lääkäri,хосгæнæг
579,Arzt::N,lääkäri,дохтыр
580,Lehrer::N,opettaja,ахуыргæнæг
581,Geld::N,raha,ӕхца
582,Geschäft::N,liike,бизнес
583,Geschäft::N,liike,хъуыддаг
584,Laden::N,puoti,дукани
585,Laden::N,kauppa,дукани
586,Preis::N,hinta,аргъ
587,Ware::N,tavara,базайраг
588,Nutzen::N,hyöty,пайда
589,Reichtum::N,rikkaus,хъæздыгдзинад
590,Reichtum::N,rikkaus,исбон
591,Reichtum::N,rikkaus,мулк
592,Welt::N,maailma,дуне
593,Land::N,maa,бӕстӕ
594,Staat::N,valtio,паддзахад
595,König::N,kuningas,къарол
596,Macht::N,mahti,хицаудзинад
597,Grenze::N,raja,арӕн
598,Krieg::N,sota,хӕст
599,Feind::N,vihollinen,знаг
600,Feind::N,vihollinen,фыдгул
601,Feind::N,vihollinen,фыдзæрдæ
602,Feind::N,vihollinen,сон
603,Gewalt::N,väkivalta,тыхми
604,Gewalt::N,väkivalta,тыхдзинад
605,Kampf::N,taistelu,хæст
606,Kampf::N,taistelu,хъæбысæйхæст
607,Kampf::N,taistelu,тох
608,Bogen[Waffe]::N,jousi,ӕрдын
609,Pfeil::N,nuoli,фат
610,Gewehr::N,kivääri,топп
611,Fehler::N,vika,рӕдыд
612,Fehler::N,virhe,рӕдыд
613,Lüge::N,valhe,мӕнг
614,Lüge::N,valhe,гӕдыдзинад
615,Schaden::N,vaurio,зиан
616,Schaden::N,vahinko,зиан
617,Unglück::N,vahinko,бæллæх
618,Unglück::N,onnettomuus,бæллæх
619,Schuld::N,syy,азым
620,Alter::N,ikä,кар
621,Schluss::N,loppu,кæрон
622,Zeit::N,aika,рӕстӕг
623,Tag::N,päivä,бон
624,Morgen::N,aamu,райсом
625,Morgen::N,huomen,райсом
626,Mittag::N,keskipäivä,æмбисбон
627,Abend::N,ilta,изӕр
628,Nacht::N,yö,ӕхсӕв
629,Woche::N,viikko,къуыри
630,Monat::N,kuukausi,мӕй
631,Jahr::N,vuosi,аз
632,Jahr::N,vuosi,афӕдз
633,Frühling::N,kevät,уалдзæг
634,Sommer::N,kesä,сӕрд
635,Herbst::N,syksy,фæззæг
636,Winter::N,talvi,зымӕг
637,Januar::N,tammikuu,январь
638,Februar::N,helmikuu,февраль
639,März::N,maaliskuu,мартъи
640,April::N,huhtikuu,апрель
641,Mai::N,toukokuu,май
642,Juni::N,kesäkuu,июнь
643,Juli::N,heinäkuu,июль
644,August::N,elokuu,август
645,September::N,syyskuu,сентябрь
646,Oktober::N,lokakuu,октябрь
647,November::N,marraskuu,ноябрь
648,Dezember::N,joulukuu,декабрь
649,Montag::N,maanantai,къуырисæр
650,Dienstag::N,tiistai,дыццæг
651,Mittwoch::N,keskiviikko,æртыццæг
652,Donnerstag::N,torstai,цыппæрæм
653,Freitag::N,perjantai,майрæмбон
654,Samstag::N,lauantai,сабат
655,Sonntag::N,sunnuntai,хуыцаубон
656,groß::A,iso,дынджыр
657,groß::A,suuri,дынджыр
658,klein::A,pieni,гыццыл
659,lang::A,pitkä,даргъ
660,kurz::A,lyhyt,цыбыр
661,breit::A,leveä,фӕтӕн
662,schmal::A,kapea,нарӕг
663,schmal::A,kapea,уынгӕг
664,dicht::A,taaja,бæзджын
665,dicht::A,taaja,тар
666,dick[Gegenstand]::A,paksu,сӕвджын
667,dünn::A,ohut,тæнæг
668,fein::A,hieno,лыстӕг
669,fest::A,luja,фидар
670,fest::A,luja,хъӕддых
671,flach::A,litteä,тъӕпӕн
672,flach::A,tasainen,тъӕпӕн
673,glatt::A,sileä,лӕгъз
674,glatt::A,siloinen,лӕгъз
675,hart::A,kova,хъӕбӕр
676,weich::A,pehmeä,фӕлмӕн
677,rund::A,pyöreä,тымбыл
678,spitz::A,terävä,цыргъбырынкъ
679,spitz::A,terävä,цыргъфындз
680,scharf::A,terävä,цыргъ
681,stumpf::A,tylsä,къуымых
682,schwer::A,raskas,уӕззау
683,schwer::A,painava,уӕззау
684,schön::A,kaunis,аив
685,schön::A,kaunis,рӕсугъд
686,heiß::A,kuuma,тӕвд
687,warm::A,lämmin,хъарм
688,kalt::A,kylmä,уазал
689,kalt::A,viluinen,уазал
690,kühl::A,viileä,сатæг
691,kühl::A,viileä,уазалгомау
692,frisch::A,tuore,сатæг
693,feucht::A,kostea,уымӕл
694,nass::A,märkä,хуылыдз
695,trocken::A,kuiva,хус
696,voll::A,täysi,дзаг
697,voll::A,täysi,йедзаг 
698,leer::A,tyhjä,афтид
699,offen::A,avonainen,гом
700,geschlossen::A,suljettu,æхгæд
701,sauber::A,puhdas,сыгъдæг
702,schmutzig::A,likainen,чъиллон
703,roh::A,raaka,хом
704,reif::A,kypsä,рӕгъӕд
705,lecker::A,herkullinen,хӕрзад
706,süß::A,makea,адджын
707,bitter::A,karvas,судзаг
708,bitter::A,kitkerä,судзаг
709,sauer::A,hapan,туаг
710,hell::A,kirkas,рухс
711,hell::A,valoisa,рухс
712,dunkel::A,pimeä,талынг
713,schwarz::A,musta,сау
714,weiß::A,valkea,урс
715,rot::A,punainen,сырх
716,gelb::A,keltainen,бур
717,blau::A,sininen,цъӕх
718,grün::A,vihreä,цъӕх
719,grün::A,vihreä,кӕрдӕгхуыз
720,grau::A,harmaa,цъӕх
721,grau::A,harmaa,фӕныкхуыз
722,bunt::A,kirjava,хъулон
723,bunt::A,kirjava,гæрæм
724,billig::A,halpa,аслам
725,billig::A,huokea,аслам
726,teuer::A,kallis,зынаргъ
727,wertvoll::A,arvokas,зынаргъ
728,blind::A,sokea,куырм
729,taub::A,kuuro,къуырма
730,kräftig::A,väkevä,домбай
731,kräftig::A,väkevä,тыхджын
732,kräftig::A,voimakas,домбай
733,kräftig::A,voimakas,тыхджын
734,stark::A,vahva,тыхджын
735,schwach::A,heikko,ӕнӕбон
736,fett::A,lihava,нард
737,schlank::A,hoikka,гуырвидыц
738,schlank::A,hoikka,хæрзконд
739,schlank::A,hoikka,рæхснæг
740,schlank::A,hoikka,сагамад
741,schlank::A,solakka,гуырвидыц
742,schlank::A,solakka,хæрзконд
743,schlank::A,solakka,рæхснæг
744,schlank::A,solakka,сагамад
745,hübsch::A,soma,аив
746,hübsch::A,soma,рӕсугъд
747,hübsch::A,sievä,аив
748,hübsch::A,sievä,рӕсугъд
749,böse::A,paha,фыдзӕрдӕ
750,böse::A,häijy,фыдзӕрдӕ
751,dumm::A,tyhmä,ӕдылы
