,Concept_ID,fi,os
1405,waschen::V,pestä,ӕхсын
1406,abwischen::V,pyyhkiä,сӕрфын
1407,spülen::V,huuhtoa,æнхъæвзын
1408,fegen::V,pyyhkäistä,мӕрзын
1409,kehren::V,lakaista,мӕрзын
1410,baden::V,kylpeä,хи найын
1411,sich waschen::V,peseytyä,хи æхсын
1412,ausziehen::V,riisua,ласын
1413,anziehen::V,pukea ylleen,скæнын
1414,sich anziehen::V,pukeutua,дзаума скæнын
1415,sich anziehen::V,pukeutua,дарæс скæнын
1416,kämmen::V,kammata,ныффасын
1417,kämmen::V,kammata,æрфасын
1418,schmücken::V,koristaa,фӕлындын
1419,schmücken::V,kaunistaa,фӕлындын
1420,sagen::V,sanoa,зæгъын
1421,sprechen::V,puhua,дзурын
1422,reden::V,keskustella,ныхас кӕнын
1423,sich unterhalten::V,jutella,ныхас кæнын
1424,fragen::V,kysyä,фӕрсын
1425,bitten::V,pyytää,курын
1426,erzählen::V,kertoa,радзурын
1427,erzählen::V,kertoa,ратаурæгъ кæнын
1428,mitteilen::V,ilmoittaa,фехъусын кæнын
1429,nennen::V,kutsua,хонын
1430,nennen::V,nimittää,хонын
1431,rufen::V,kutsua,сидын
1432,prahlen::V,kerskailla,ӕппӕлын
1433,übersetzen::V,kääntää,ратæлмац кæнын
1434,denken::V,miettiä,ӕнхъӕлын
1435,denken::V,miettiä,хъуыды кӕнын
1436,denken::V,ajatella,ӕнхъӕлын
1437,denken::V,ajatella,хъуыды кӕнын
1438,glauben::V,uskoa,уырнын
1439,bemerken::V,huomata,фенын
1440,erkennen::V,tunnistaa,базонын
1441,begreifen::V,ymmärtää,ӕмбарын
1442,begreifen::V,ymmärtää,бамбарын
1443,verstehen::V,ymmärtää,
1444,lernen::V,oppia,ахуыр кӕнын
1445,wissen::V,tietää,зонын
1446,sich erinnern an::V,muistaa,зæрдыл æрлæууын
1447,sich erinnern an::V,muistaa,æрымысын
1448,sich erinnern an::V,muistaa,æрбаймысын
1449,sich erinnern an::V,muistaa,æрхъуыды кæнын
1450,vergessen::V,unohtaa,ферох кæнын
1451,vergessen::V,unohtaa,айрох кæнын
1452,messen::V,mitata,барын
1453,zählen::V,laskea,нымайын
1454,rechnen::V,laskea,хынцын
1455,lesen::V,lukea,кӕсын
1456,lesen::V,lukea,фӕрсын
1457,malen::V,maalata,ныв кӕнын
1458,zeichnen::V,piirtää,ныв кӕнын
1459,zeichnen::V,piirustaa,ныв кӕнын
1460,schreiben::V,kirjoittaa,фыссын
1461,besitzen::V,omistaa,хицау уын
1462,kaufen::V,ostaa,балхӕнын
1463,verkaufen::V,myydä,уӕй кӕнын
1464,bezahlen::V,maksaa,бафидын
1465,zahlen::V,maksaa,фидын
1466,beherrschen::V,hallita,æлдариуæг кæнын
1467,ertragen::V,kestää,бавзарын
