,Concept_ID,lbe,tt
211,Eisen::N,мах,тимер
212,Gold::N,муси,алтын
213,Silber::N,арцу,көмеш
214,Kohle::N,кӏалаш,күмер
215,Kohle::N,хъуручӏ,күмер
216,Glas::N,пюрун,пыяла
217,Lehm::N,сина аьрщи,балчык
218,Sand::N,къун,ком
219,Mensch::N,инсан,адәм
220,Mensch::N,инсан,инсан
221,Mann::N,чув,ир
222,Mann::N,адимина,ир
223,Frau::N,щарсса,хатын
224,Frau::N,хъамитайпа,хатын
225,Kind::N,чӏиви оьрчӏ,бала
226,Junge::N,оьрчӏ,малай
227,Junge::N,бурхьин оьрчӏ,малай
228,Mädchen::N,душ,кыз
229,Familie::N,кулпат,гаилә
230,Großvater::N,ттатта,бабай
231,Großvater::N,ниттил ппу,бабай
232,Großmutter::N,буттал нину,әби
233,Eltern::N,нину-ппу,ата-ана
234,Vater::N,ппу,ата
235,Mutter::N,нину,ана
236,Sohn::N,арс,ул
237,Tochter::N,душ,кыз
238,Bruder::N,уссу,кардәш
239,Schwester::N,ссу,апа
240,Schwester::N,ссу,сеңел
241,Onkel::N,буттауссу,дәдә
242,Onkel::N,буттауссу,дәдәй
243,Tante::N,буттал ссу,түти
244,Tante::N,буттал ссу,тәтәй
245,Ehemann::N,лас,ир
246,Ehefrau::N,щар,хатын
247,Ehefrau::N,щарсса,хатын
248,Freude::N,шадшиву,сөенеч
249,Freude::N,ххаришиву,сөенеч
250,Gelächter::N,хъяхъаву,көлү
251,Gelächter::N,хъяхъаву,көлеш
252,Glück::N,талихӏ,бәхет
253,Kummer::N,дард,хәсрәт
254,Wunsch::N,мурад,теләк
255,Lust::N,гьавас,теләк
256,Lust::N,гьавас,теләү
257,Lust::N,ччаву,теләк
258,Lust::N,ччаву,теләү
259,Geist::N,рухӏ,рух
260,Gedanke::N,пикри,уй
261,Gedanke::N,пикри,фикер
262,Gedächtnis::N,дакӏний личӏаву,хәтер
263,Verstand::N,аькьлу,акыл
264,Sinn::N,мяъна,мәгънә
265,Grund::N,багьана,сәбәп
266,Wahrheit::N,тӏайламур,хак
267,Wahrheit::N,хӏакьмур,хак
268,Gespräch::N,ихтилат,әңгәмә
269,Märchen::N,магьа,әкият
270,Erzählung::N,хавар,хикәя
271,Nachricht::N,хавар,хәбәр
272,Neuigkeit::N,хавар,яңалык
273,Name::N,цӏа,исем
274,Rätsel::N,ссигьа,табышмак
275,Rede::N,гъалгъа,нотык
276,Sprache::N,маз,тел
277,Stimme::N,чӏу,тавыш
278,Stimme::N,чӏукӏа,тавыш
279,Wort::N,махъ,сүз
280,Zeichen::N,лишан,ишарә
281,Lärm::N,чӏу,шау
282,Laut::N,чӏу,аваз
283,Ton::N,чӏу,шалтырату
284,Lied::N,балай,җыр
285,Ruhe::N,дигьалагру,тынлык
286,Leute::N,инсантал,халык
287,Volk::N,ил,халык
288,Volk::N,халкь,халык
289,Arbeit::N,заву,эш
290,Arbeit::N,заву,хезмәт
291,Gast::N,хъамаличу,кунак
292,Geschenk::N,бухчакарши,бүләк
293,Geschenk::N,лажинккакку,бүләк
294,Spiel::N,тӏуркӏу,уен
295,Gesellschaft::N,жямат,җәмгыять
296,Gesellschaft::N,ккуран,җәмгыять
297,Hilfe::N,кумаг,ярдәм
298,Hilfe::N,кумаг,булышлык
299,Freund::N,дус,дус
300,Kamerad::N,хӏаласу,иптәш
301,Angelegenheit::N,иш,эш
302,Anzahl::N,аьдад,микъдар
303,Art::N,жинс,төр
304,Stück::N,касак,кисәк
305,Teil::N,бутӏа,өлеш
306,Hälfte::N,дачӏи,ярым
307,Kreis::N,кюрщан,түгәрәк
308,Kreuz::N,ххач,хач
309,Kreuz::N,ххач,тәре
310,Linie::N,щва,сызык
311,Strich::N,щва,сызык
312,Abstand::N,манзил,ара
313,Entfernung::N,манзил,ераклык
314,Gegend::N,кӏану,урын
315,Ort::N,кӏану,урын
316,Seite::N,чул,як
317,Seite::N,чулухалу,як
318,Mitte::N,дя,урта
319,Gegenstand::N,зат,нәрсә
320,Sache::N,зат,нәрсә
321,Rand::N,зума,чит
322,Ecke::N,мурцӏу,почмак
323,Spitze::N,мицӏ,оч
324,Ende::N,зума,азак
325,Loch::N,ккутӏ,тишек
326,Winkel::N,мурцӏу,почмак
327,Muster::N,накьич,парча
328,Länge::N,лахъишиву,озынлык
329,Höhe::N,лахъшиву,биеклек
330,Gewicht::N,дуццин,авырлык
331,Gewicht::N,кӏушиву,авырлык
332,Haufen::N,бакӏу,өем
333,Reihe::N,кьюкьа,рәт
334,Boot::N,луткка,каек
335,Boot::N,луткка,көймә
336,Ruder::N,весло,ишкәк
337,Ruder::N,чӏатӏа,ишкәк
338,Schlitten::N,чана,чана
339,Schlitten::N,санкка,чана
340,Ski::N,лижарду,чаңгы
341,Lagerfeuer::N,къавтӏн,костёр
342,Last::N,гьиву,йөк
343,Gang::N,нанаву,йөреш
344,Schritt::N,ша,адым
345,Norden::N,ухссав,төньяк
346,Norden::N,ухссавнил чулухалу,төньяк
347,Süden::N,кьилва,көньяк
348,Westen::N,баргълагавал,көнбатыш
349,Westen::N,баргълагавал чул,көнбатыш
350,Osten::N,баргъбуккай чулухалу,шәрык
351,Osten::N,баргъбуккай чулухалу,көнчыгыш
352,Holz::N,тӏама,агач
353,Brett::N,тахта,такта
354,Platte::N,гъуни,плитә
355,Stütze::N,гьалакӏу,таяу
356,Stange::N,къазихъ,колга
357,Stock::N,ттархь,таяк
358,Stab::N,ччантӏакъу,таяк
359,Rohr::N,бургъу,торба
360,Haus::N,къатта,өй
361,Haus::N,къатта,йорт
362,Heim::N,къатта,гаилә
363,Heim::N,къатта,нәсел
364,Ofen::N,пач,мич
365,Fußboden::N,чӏанкъатта,идән
366,Tisch::N,усттул,өстәл
367,Stuhl::N,кӏану,утыргыч
368,Wiege::N,оьрчӏал кӏану,бишек
369,Bett::N,тах,ятак
370,Bett::N,тах,урын-җир
371,Regal::N,чӏаму,киштә
372,Regal::N,чӏаму,шүрлек
373,Kiste::N,яшикӏ,әрҗә
374,Kiste::N,къурши,әрҗә
375,Fenster::N,чӏавахьулу,тәрәзә
376,Tür::N,нуз,ишек
377,Tür::N,нузкьун,ишек
378,Tor::N,къапу,капка
379,Tor::N,дарваза,капка
380,Zaun::N,дайгьузанну,койма
381,Dach::N,магъи,түбә
382,Dach::N,цӏиялу,түбә
383,Leiter::N,чуртту,баскыч
384,Besen::N,чӏатлу,себерке
385,Spaten::N,бил,көрәк
386,Schaufel::N,чӏатӏа,көрәк
387,Gabel::N,гьиссилу,чәннечке
388,Löffel::N,къуса,кашык
389,Messer::N,чӏила,пычак
390,Nagel::N,мяр,кадак
391,Netz::N,къери,челтәр
392,Haken::N,къича,ыргак
393,Griff::N,куяму,тотка
394,Schloss::N,кьункьула,йозак
395,Bild::N,сурат,рәсем
396,Bild::N,сурат,картина
397,Puppe::N,ссихьу,курчак
398,Beutel::N,чантай,луза
399,Bündel::N,гьи,бәйләм
400,Bündel::N,къар,бәйләм
401,Eimer::N,бадра,чиләк
402,Deckel::N,къапаза,капкач
403,Geschirr::N,пюрунчӏул,савыт-саба
404,Geschirr::N,пюрунчӏул,кашык-аяк
405,Geschirr::N,тӏахӏникӏичӏу,савыт-саба
406,Geschirr::N,тӏахӏникӏичӏу,кашык-аяк
407,Sack::N,къап,капчык
408,Sack::N,дарваг,капчык
409,Tasse::N,пижан,чынаяк
410,Tasse::N,пинжан,чынаяк
411,Tasse::N,инкираччатӏи,чынаяк
412,Tasse::N,цинцилттал бушкъап,чынаяк
413,Topf::N,кӏункӏур,чүлмәк
414,Kessel::N,чаг,казан
415,Kessel::N,кӏункӏур,казан
416,Essen::N,дукия,ашау
417,Essen::N,дукин,ашау
418,Nahrung::N,дукра,азык
419,Nahrung::N,дукра,тәгам
420,Nahrung::N,дукра,ашамлык
421,Speise::N,дукра,ризык
422,Fleisch::N,дикӏ,ит
423,Getreide::N,къама,ашлык
424,Brei::N,ккурч,ботка
425,Brot::N,ччатӏ,ипи
426,Brot::N,ччатӏ,икмәк
427,Scheibe::N,парча,телем
428,Fett::N,аьгъушиву,май
429,Butter::N,нагь,май
430,Butter::N,лагаву,май
431,Salz::N,цӏву,тоз
432,Suppe::N,накь,шулпа
433,Honig::N,ницӏ,бал
434,Milch::N,накӏ,сөт
435,Tee::N,чяй,чәй
436,Leder::N,бурчу,күн
437,Wolle::N,ппал,йон
438,Stoff::N,янна,тукыма
439,Nadel::N,ххалаххи,энә
440,Faden::N,ххал,җеп
441,Knopf::N,банд,төймә
442,Knoten::N,къурхъ,төен
443,Farbe::N,сир,буяу
444,Kleidung::N,янна,кием
445,Kleidung::N,лаххия,кием
446,Hemd::N,гьухъа,күлмәк
447,Kragen::N,дарвач,яка
448,Ärmel::N,кахха,җиң
449,Hose::N,хӏажак,чалбар
450,Gürtel::N,мухӏлу,билбау
451,Mütze::N,кьяпа,бүрек
452,Stiefel::N,чакма,итек
453,Ring::N,кӏисса,балдак
454,Band::N,линт,тасма
455,Kamm::N,ттарал,тарак
456,Spiegel::N,дагьани,көзге
457,Riemen::N,эн,каеш
458,Schnur::N,хьхьа,бау
459,Decke::N,виргъан,юрган
460,Kissen::N,кӏаралу,мендәр
461,Tuch::N,карщи,яулык
462,Handtuch::N,калихьу,сөлгә
463,Handtuch::N,лажинлихьу,сөлгә
464,Kraft::N,эллаж,егәр
465,Kraft::N,эллаж,дәрман
466,Stärke::N,гуж,көч
467,Stärke::N,гуж,дәрман
468,Gesundheit::N,цӏуллу-сагъшиву,саулык
469,Krankheit::N,къашайшиву,чир
470,Krankheit::N,къашайшиву,хаста
471,Krankheit::N,къашайшиву,сырхау
472,Schmerz::N,къюву,авырту
473,Wunde::N,щаву,яра
474,Wunde::N,щаву,җәрәхәт
475,Fieber::N,кӏиришиву,бизгәк
476,Arznei::N,дару,дару
477,Brücke::N,ламу,күпер
478,Brunnen::N,къуй,кое
479,Weide::N,бизантту,утлавык
480,Pfad::N,жегъир ххуллу,сукмак
481,Weg::N,ххуллу,юл
482,Straße::N,ххуллу,урам
483,Dorf::N,щар,авыл
484,Dorf::N,шяравалу,авыл
485,Stadt::N,шагьру,шәһәр
486,Brief::N,чагъар,хат
487,Buch::N,лу,китап
488,Buchstabe::N,хӏарп,хәреф
489,Zeitung::N,кказит,газет
490,Zeitung::N,кказит,газета
491,Leben::N,оьрму,гомер
492,Leben::N,оьрму,тормыш
493,Leben::N,оьрму,тереклек
494,Tod::N,ажал,үлем
495,Tod::N,бивкӏу,үлем
496,Tod::N,ивчӏаву,үлем
497,Grab::N,гьав,гүр
498,Grab::N,гьав,кабер
499,Kirche::N,килиса,чиркәү
500,Sünde::N,бунагъ,язык
501,Sünde::N,бунагъ,гөнаһ
502,Gott::N,зал,алла
503,Gott::N,зал,ходай
504,Arbeiter::N,зузала,эшче
505,Chef::N,ялувма,башлык
506,Meister::N,усттар,оста
507,Arzt::N,хӏакин,врач
508,Arzt::N,хӏакин,табиб
509,Lehrer::N,учитель,укытучы
510,Lehrer::N,учитель,мөгаллим
511,Geld::N,арцу,акча
512,Geschäft::N,даву,эш
513,Laden::N,ттучан,кибет
514,Laden::N,ттучан,магазин
515,Preis::N,багъа,бәя
516,Preis::N,багъа,бәһа
517,Ware::N,хъус,товар
518,Nutzen::N,хайр,файда
519,Nutzen::N,мюнпат,файда
520,Reichtum::N,давлат,байлык
521,Reichtum::N,аваданшиву,байлык
522,Welt::N,дуниял,дөнья
523,Land::N,билаят,ил
524,Staat::N,паччахӏлугъ,дәүләт
525,Macht::N,власть,хакимият
526,Grenze::N,дазу,чик
527,Krieg::N,дяъви,сугыш
528,Feind::N,душман,дошман
529,Gewalt::N,къия,көчләү
530,Kampf::N,лачӏуи уккаву,көрәш
531,Bogen[Waffe]::N,ккуртта,җәя
532,Pfeil::N,чӏатӏаракӏ,ук
533,Gewehr::N,ттупанг,мылтык
534,Fehler::N,гъалатӏ,хата
535,Lüge::N,щялмахъ,ялган
536,Schaden::N,зарал,зыян
537,Schaden::N,зарал,зарар
538,Unglück::N,бала,бәла
539,Schuld::N,тахсир,гаеп
540,Alter::N,оьрму,яшь
541,Schluss::N,ахир,ахыр
542,Zeit::N,чӏун,заман
543,Tag::N,кьини,көн
544,Morgen::N,кӏюрх,иртә
545,Mittag::N,ахттайн,өйлә
546,Mittag::N,дяахттайн,өйлә
547,Mittag::N,ахттайн чӏун,өйлә
548,Abend::N,маркӏачӏан,кич
549,Nacht::N,хьхьу,төн
550,Woche::N,нюжмар,атна
551,Monat::N,барз,ай
552,Jahr::N,шин,ел
553,Frühling::N,инт,яз
554,Sommer::N,гъи,җәй
555,Herbst::N,ссут,көз
556,Winter::N,кӏи,кыш
557,Januar::N,цалчинмур барз,гыйнвар
558,Februar::N,кӏилчинмур барз,февраль
559,März::N,шамилчинмур барз,март
560,April::N,апрель,апрель
561,April::N,мукьилчинмур барз,апрель
562,Mai::N,май,май
563,Mai::N,ххюлчинмур барз,май
564,Juni::N,июнь,июнь
565,Juni::N,ряххилчинмур барз,июнь
566,Juli::N,июль,июль
567,Juli::N,Арулчинмур барз,июль
568,August::N,мяйлчинмур барз,август
569,September::N,урчӏилчинмур барз,сентябрь
570,Oktober::N,ацӏилчинмур барз,октябрь
571,November::N,ацӏния цалчинмур барз,ноябрь
572,Dezember::N,ацӏния кӏилчинмур барз,декабрь
573,Montag::N,итин,дүшәмбе
574,Montag::N,итин кьини,дүшәмбе
575,Dienstag::N,тталат,сишәмбе
576,Dienstag::N,тталат кьини,сишәмбе
577,Mittwoch::N,арвахӏ,чәршәмбе
578,Donnerstag::N,хамис,атнакич
579,Donnerstag::N,хамис,пәнҗешәмбе
580,Freitag::N,нюжмар,җомга
581,Freitag::N,нюжмар кьини,җомга
582,Samstag::N,ххуллун,шимбә
583,Samstag::N,ххуллун кьини,шимбә
584,Sonntag::N,алхӏат,якшәмбе
585,Sonntag::N,алхӏат кьини,якшәмбе
586,groß::A,бугъарасса,зур
587,klein::A,чӏивисса,кечкенә
588,lang::A,лахъисса,озын
589,kurz::A,кутӏасса,кыска
590,breit::A,уттасса,киң
591,schmal::A,уттакӏюласса,кысык
592,dicht::A,ццунсса,куе
593,dick[Gegenstand]::A,ганзсса,калын
594,dünn::A,кӏюласса,нечкә
595,fest::A,цӏакьсса,нык
596,fest::A,кьянкьасса,нык
597,flach::A,баягъисса,яссы
598,flach::A,баягъисса,ялпак
599,flach::A,цӏубакъасса,яссы
600,flach::A,цӏубакъасса,ялпак
601,flach::A,куртӏ дакъасса,яссы
602,flach::A,куртӏ дакъасса,ялпак
603,glatt::A,дюрчӏусса,шома
604,hart::A,кьянкьасса,каты
605,weich::A,кӏукӏлусса,йомшак
606,rund::A,ккурккисса,түгәрәк
607,spitz::A,ярксса,очлы
608,spitz::A,дайлсса,очлы
609,spitz::A,мицӏ бусса,очлы
610,scharf::A,ярксса,үткен
611,scharf::A,дайлсса,үткен
612,scharf::A,мицӏ бусса,үткен
613,stumpf::A,къуркъасса,үтмәс
614,schwer::A,кӏусса,салмак
615,schön::A,аьнтӏикӏасса,гүзәл
616,heiß::A,кӏирисса,эссе
617,warm::A,гъелисса,җылы
618,kalt::A,дяркъусса,суык
619,kalt::A,дяркъусса,салкын
620,kühl::A,дюхлулсса,салкынча
621,frisch::A,цӏусса,салкынча
622,feucht::A,атилсса,юеш
623,feucht::A,хъавтусса,юеш
624,nass::A,атилсса,дымлы
625,nass::A,хъавтусса,дымлы
626,trocken::A,кьавкьсса,коры
627,trocken::A,кьакьан бувсса,коры
628,voll::A,бувцӏусса,тулы
629,leer::A,бачӏвасса,буш
630,offen::A,тӏивтӏусса,ачык
631,geschlossen::A,лавкьусса,йомык
632,sauber::A,марцӏсса,пакь
633,sauber::A,марцӏсса,чиста
634,schmutzig::A,чапалсса,керле
635,schmutzig::A,чапалсса,пычрак
636,roh::A,шакъавхьсса,чи
637,reif::A,дирсса,өлгергән
638,lecker::A,нахӏусса,тәмле
639,lecker::A,тӏааьнсса,тәмле
640,süß::A,нацӏусса,татлы
641,bitter::A,кьурчӏисса,ачы
642,sauer::A,туршсса,әче
643,hell::A,чаннасса,якты
644,dunkel::A,цӏансса,кара
645,schwarz::A,лухӏисса,кара
646,weiß::A,кӏяласса,ак
647,rot::A,ятӏулсса,кызыл
648,gelb::A,хъахъисса,сары
649,blau::A,някӏсса,күк
650,grün::A,щюлисса,яшел
651,grau::A,оьрусса,соры
652,bunt::A,оьрчӏикӏурисса,чуар
653,billig::A,кьювкьусса,арзан
654,teuer::A,ххирасса,хаклы
655,wertvoll::A,багьасса,кыйммәтле
656,blind::A,мурчӏисса,сукыр
657,blind::A,мурчӏисса,күзсез
658,taub::A,къюкӏсса,чукрак
659,taub::A,къюкӏсса,саңгырау
660,kräftig::A,гужсса,егәрле
661,stark::A,кьянкьасса,нык
662,stark::A,кьянкьасса,базык
663,schwach::A,заэвсса,зәгыйфь
664,fett::A,бучсса,симез
665,schlank::A,бювхъусса,нәзек
666,hübsch::A,янусса,чибәр
667,böse::A,оьсса,усал
668,dumm::A,ахӏмакьсса,акылсыз
669,faul::A,танмалсса,ялкау
670,faul::A,танмалсса,иренчәк
671,faul::A,курчӏилсса,ялкау
672,faul::A,курчӏилсса,иренчәк
673,fleißig::A,хӏарачат бусса,тырыш
674,fleißig::A,хӏарачат бусса,тырышучан
675,geizig::A,янттарцӏансса,саран
676,klug::A,аькьлу бусса,акыллы
677,geschickt::A,паргалсса,маһир
678,lieb::A,аьзизсса,сөекле
679,lustig::A,тяхъасса,күңелле
680,sanft::A,иминсса,басынкы
681,hungrig::A,ккашилсса,ач
682,krank::A,къашавайсса,чирле
683,krank::A,къашавайсса,сырхау
684,nackt::A,кӏачӏасса,шәрә
685,traurig::A,пашмансса,ямансу
686,lebendig::A,уттавасса,тере
687,gut::A,ххуйсса,яхшы
688,schlecht::A,оьккисса,начар
689,richtig::A,саргъунсса,дөрес
690,schlimm::A,оьккисса,әшәкә
691,wahr::A,хӏакьсса,чып-чын
692,alt::A,кугьнасса,иске
693,neu::A,цӏусса,яңа
694,ehemalig::A,хъхъичӏвасса,элекке
695,alt[Lebewesen]::A,агьилсса,карт
696,jung::A,чӏавасса,яшь
697,jung::A,жагьилсса,яшь
698,arm::A,мискинсса,фәкыйрь
699,reich::A,авадансса,бай
700,bekannt::A,дусъсса,таныш
701,berühmt::A,машгьурсса,атаклы
702,fremd::A,чил,ят
703,verschieden::A,личӏи-личӏисса,төрле
704,nah::A,гъансса,якын
705,fern::A,архсса,ерак
706,linker::A,кияхсса,сул
707,linker::A,кюччахсса,сул
708,rechter::A,урчӏахсса,уң
709,anderer::A,цамур,бүтән
710,erster::A,цалчинмур,беренче
711,erster::A,цалчиннсса,беренче
712,zweiter::A,кӏилчиимур,икенче
713,dritter::A,шамулчинмур,өченче
714,letzter::A,махъва-махъмур,ахыргы
715,allein::ADV,ялгъузну,ялгыз
716,zusammen::ADV,цачӏу,бергә
717,zusammen::ADV,архӏал,бергә
718,lange::ADV,батӏи къабуклай,озак
719,lange::ADV,хъунмасса хӏаллай,озак
720,plötzlich::ADV,цакуну,искәрмәстән
721,sofort::ADV,мугьлат бакъа,хәзер
722,später::ADV,махъ,соңрак
723,jetzt::ADV,утти,хәзер
724,jetzt::ADV,цӏана,хәзер
725,heute::ADV,хӏакьину,бүген
726,morgen::ADV,гьуит,иртәгә
727,morgen::ADV,гьунттий,иртәгә
728,dann::ADV,яла,аннары
729,gestern::ADV,лахьхьу,кичә
730,damals::ADV,та чӏумал,ул вакытта
731,damals::ADV,та чӏумал,ул чакта
732,danach::ADV,яла,да
733,vorher::ADV,хьхьнчӏ,элек
734,vorher::ADV,хьхьичӏва,элек
735,zuerst::ADV,бакӏрай,башта
736,zuerst::ADV,цӏу бутӏуй,башта
737,einmal::ADV,цал,бер
