,Concept_ID,fr,ady
87,Frost::N,gelée,
88,Kälte::N,froid,чъыӏэ́
89,Hitze::N,chaleur,фэба́е
90,Raureif::N,givre,
91,Regenbogen::N,arc-en-ciel, лэгъупэкъо́пс
92,Donner::N,tonnerre,шыблэ́
93,Strömung::N,courant,ток
94,Tropfen::N,goutte,ткӏопс
95,Tropfen::N,goutte,гъуаткӏу
96,Schaum::N,écume,тхъурбэ
97,Schaum::N,mousse,тхъурбэ
98,Schmutz::N,boue,псынжъы
99,Schmutz::N,saleté,псынжъы
100,See::N,lac,хыку́м
101,See::N,lac,псыхъура́й
102,Sumpf::N,marais,орыжъ
103,Sumpf::N,marécage,орыжъ
104,Moor::N,tourbière,орыжъ
105,Wiese::N,pré,хъупӏэ́
106,Wiese::N,pré,мэкъупӏ
107,Wald::N,bois,мэзы́
108,Wald::N,forêt,мэзы́
109,Hügel::N,coteau,ӏуашъхь
110,Hügel::N,colline,ӏуашъхь
111,Anhöhe::N,éminence,чӏыӏэтыгъ
112,Anhöhe::N,élévation,чӏыӏэтыгъ
113,Berg::N,mont,къушъхьэ́
114,Berg::N,montagne,къушъхьэ́
115,Gipfel::N,cime,шыгу
116,Gipfel::N,sommet,шыгу
117,Höhle::N,caverne,гъочӏэгъ
118,Abhang::N,pente,чапэ
119,Abhang::N,versant,чапэ
120,Quelle::N,source,псынэчэ́чъ
121,Quelle::N,fontaine,псынэчэ́чъ
122,Bach::N,ruisseau,псышкуашку
123,Fluss::N,fleuve,псыхъо́
124,Fluss::N,rivière,псыхъо́
125,Ufer::N,bord,нэпкъы
126,Ufer::N,rivage,нэпкъы
127,Küste::N,côte,ӏушъо
128,Festland::N,terre ferme,чӏл́ыгу
129,Meer::N,mer,хы
130,Bucht::N,baie,хыблыгу
131,Insel::N,île,хыгъэхъу́н
132,Blume::N,fleur,къэгъа́гь
133,Gras::N,herbe,уцы́
134,Wurzel::N,racine,лъапсэ́
135,Baum::N,arbre,чъыгы́
136,Stamm::N,tronc,пкъы
137,Rinde::N,écorce,пхъашъо́
138,Ast::N,branche,куамэ
139,Zweig::N,rameau,къутамэ́
140,Blatt::N,feuille,тхьап
141,Birke::N,bouleau,пчэн
142,Kiefer[Baum]::N,pin,сэснэй
143,Weide[Baum]::N,saule,пце́л
144,Tanne::N,sapin,ель
145,Horn::N,corne,бжъэ
146,Feder::N,plume,къамӏы́й
147,Fell::N,peau,шъо
148,Flügel::N,aile,тамэ́
149,Klaue::N,serre,лъэбжъа́н
150,Kralle::N,ongle,лъакъо
151,Kralle::N,griffe,лъакъо
152,Schwanz::N,queue,кӏэ
153,Ei::N,œuf,кӏэнкӏэ́
154,Nest::N,nid,набгъо́
155,Bau::N,terrier,гъу
156,Bau::N,terrier,бы
157,Tier::N,animal,псэу́шъхь
158,Herde::N,troupeau,ӏэхъогъу
159,Kuh::N,vache,чэмы́
160,Bulle::N,taureau,цу
161,Pferd::N,cheval,шы
162,Schaf::N,mouton,мэлы́
163,Schwein::N,porc,къо
164,Schwein::N,cochon,къо
165,Hund::N,chien,бьэ
166,Katze::N,chat,чэты́у
167,Bär::N,ours,мышъэ́
168,Eichhörnchen::N,écureuil,цызэ́
169,Elch::N,élan,лось
170,Fuchs::N,renard,баджэ́
171,Hase::N,lièvre,тхьакӏумкӏы́хь
172,Maus::N,souris,цыгъо́
173,Wolf::N,loup,тыгъу́жъ
174,Vogel::N,oiseau,бзы́у
175,Schwarm::N,nuée,отэр
176,Schwarm::N,volée,отэр
177,Huhn::N,poule,чэты́
178,Hahn::N,coq,атакъэ́
179,Gans::N,oie,къа́з
180,Adler::N,aigle,
181,Ente::N,canard,псычэ́т
182,Eule::N,hibou,тыгъурыгъу
183,Kranich::N,grue,къэрэ́у
184,Krähe::N,corneille,къолэ́жъ
185,Kuckuck::N,coucou,куку́у
186,Schwan::N,cygne,
187,Fisch::N,poisson,пцэжъы́й
188,Barsch::N,perche,тхыкъэц
189,Hecht::N,brochet,лэнд
190,Schlange[Tier]::N,serpent,блэ́
191,Wurm::N,ver,хьамлыу
192,Spinne::N,araignée,бэдж
193,Ameise::N,fourmi,къамзэ́гу
194,Laus::N,pou,цӏэ
195,Mücke::N,moucheron,аргъо́й
196,Fliege::N,mouche,бадзэ́
197,Schmetterling::N,papillon,хьампӏыра́шъу
198,Beere::N,baie,маткӏо
199,Apfel::N,pomme,мыӏэры́с
200,Pilz::N,champignon,хьаӏу
201,Zwiebel::N,oignon,бжьыны́
202,Saat::N,semence,чылапхъ
203,Korn::N,grain,цэ
204,Heu::N,foin,мэкъу
205,Schale::N,pelure,кӏы́шъу
206,Grube::N,fosse,машэ́
207,Falle::N,piège,зэраубытырэ́ ӏэмэпсы́м
208,Schlinge::N,lacs,бзыуубыт
209,Spur::N,trace,ужы
210,Spur::N,trace,лъэуж
211,Asche::N,cendre,яжьэ́
212,Dreck::N,crotte,псынжъы
213,Eisen::N,fer,гыучӏы́
214,Eisen::N,fer,къэнджа́л
215,Gold::N,or,дышъэ́
216,Silber::N,argent,тыжьы́н
217,Kohle::N,charbon,шӏомыкӏ
218,Glas::N,verre,апч
219,Lehm::N,glaise,етӏагъо́
220,Sand::N,sable,пшахъо
221,Mensch::N,homme,цӏыфы́
222,Mann::N,homme,хъулъфы́гъ
223,Frau::N,femme,бӏылъфыгъэ́
224,Kind::N,enfant,кӏэлэцӏы́кӏу
225,Junge::N,garçon,кӏэлэцӏы́кӏу
226,Mädchen::N,fille,пшъэшъэжъый
227,Mädchen::N,jeune fille,пшъэшъэжъый
228,Familie::N,famille,быны́
229,Familie::N,famille,уна́гъу
230,Großvater::N,grand-père,тэтэ́жъ
231,Großmutter::N,grand-mère,нэнэ́жъ
232,Eltern::N,parents,ны-тыхэ́р
233,Vater::N,père,ты
234,Mutter::N,mère,ны
235,Sohn::N,fils,къо
236,Tochter::N,fille,пхъу
237,Bruder::N,frère,шы
238,Schwester::N,sœur,шы́пхъу
239,Onkel::N,oncle,янэ́ш
240,Tante::N,tante,атэшыпхъу
241,Ehemann::N,mari,лӏы
242,Ehemann::N,époux,лӏы
243,Ehefrau::N,femme,шъу́з
244,Ehefrau::N,épouse,шъу́з
245,Freude::N,joie,гушӏуа́гъу
246,Freude::N,plaisir,гушӏуа́гъу
247,Gelächter::N,rires,щхыныр
248,Glück::N,bonheur,насы́п
249,Kummer::N,peine,тхьамыкӏагъу
250,Kummer::N,chagrin,тхьамыкӏагъу
251,Wunsch::N,désir,шӏонгъоны́гъ
252,Lust::N,envie,шӏонгъоны́гъ
253,Geist::N,esprit,гу
254,Gedanke::N,idée,гупшыс
255,Gedanke::N,pensée,гупшыс
256,Gedächtnis::N,mémoire,память
257,Verstand::N,raison,акъы́л
258,Sinn::N,sens,мэхьанэ
259,Grund::N,cause,ушъхьагъу
260,Grund::N,raison,ушъхьагъу
261,Wahrheit::N,vérité,шъыпкъэ́
262,Gespräch::N,conversation,гущыӏ
263,Märchen::N,conte,пшысэ
264,Märchen::N,conte de fées,пшысэ
265,Erzählung::N,conte,къэба́р
266,Erzählung::N,narration,къэба́р
267,Nachricht::N,message,къэба́р
268,Neuigkeit::N,nouvelle,къэбарыкӏ
269,Name::N,nom,цӏэ
270,Rätsel::N,énigme,коджэхь-къоджэшх
271,Rätsel::N,devinette,коджэхь-къоджэшх
272,Rede::N,parole,гущыӏ
273,Rede::N,discours,гущыӏ
274,Sprache::N,langue,бзэ
275,Sprache::N,langage,бзэ
276,Stimme::N,voix,макъэ́
277,Wort::N,mot,гущыӏ
278,Zeichen::N,signe,тамы́гъ
279,Ruf::N,cri,джэ макъ
280,Ruf::N,appel,джэ макъ
281,Lärm::N,bruit,макъэ
282,Laut::N,son,макъэ
283,Ton::N,ton,
284,Lied::N,chant,орэ́д
285,Lied::N,chanson,орэ́д
286,Ruhe::N,calme,самбырыныгъ
287,Ruhe::N,tranquillité,самбырыныгъ
288,Leute::N,gens,цӏыфхэ́р
289,Volk::N,peuple,цӏыф лъэпкъ
290,Arbeit::N,travail,ӏофшӏакӏэ́н
291,Gast::N,hôte,хьакӏэ́
292,Gast::N,invité,хьакӏэ́
293,Geschenk::N,cadeau,шӏухьафтын
294,Geschenk::N,présent,шӏухьафтын
295,Spiel::N,jeu,еоны́р
296,Spiel::N,jeu,джэгуны́р
297,Spiel::N,jeu,къегъэӏоны́р
298,Gesellschaft::N,compagnie,обществ
299,Hilfe::N,aide,ӏэпыӏэгъу
300,Hilfe::N,secours,ӏэпыӏэгъу
301,Freund::N,ami,ныбджэгъу
302,Kamerad::N,copain,ныбджэгъу
303,Kamerad::N,camarade,ныбджэгъу
304,Angelegenheit::N,affaire,ӏофы́
305,Anzahl::N,nombre,пчъагъэ́
306,Art::N,sorte,изэрэщы́т
307,Art::N,sorte,лъэпкъ
308,Art::N,espèce,изэрэщы́т
309,Art::N,espèce,лъэпкъ
310,Stück::N,morceau,такъы́р
311,Teil::N,part,щыщ
312,Teil::N,part,ӏахь
313,Teil::N,partie,щыщ
314,Teil::N,partie,ӏахь
315,Hälfte::N,moitié,ныкъо́
316,Kreis::N,cercle,хъура́й
317,Kreuz::N,croix,къащ
318,Linie::N,ligne,хъахъ
319,Linie::N,ligne,итхъа́гъ
320,Strich::N,trait,хъахъ
321,Strich::N,trait,итхъагъ
322,Abstand::N,écart,азыфагу
323,Entfernung::N,distance,чӏыгууанэ
324,Gegend::N,région,чӏыпӏэ́
325,Gegend::N,contrée,чӏыпӏэ́
326,Platz::N,place,азыфагу
327,Ort::N,lieu,чӏыпӏэ́
328,Ort::N,endroit,чӏыпӏэ́
329,Seite::N,côté,лъэны́къу
330,Mitte::N,milieu,гузэ́гу
331,Gegenstand::N,objet,пкъыгъо
332,Sache::N,chose,
333,Rand::N,bord,цакӏэ́
334,Kante::N,arête,цэгэналъ
335,Ecke::N,coin,къогъу
336,Ecke::N,tournant,къогъу
337,Spitze::N,cime,пакӏэ
338,Spitze::N,pointe,пакӏэ
339,Ende::N,bout,кӏэ
340,Loch::N,trou,гъуа́н
341,Winkel::N,coin,къогъу
342,Winkel::N,réduit,къогъу
343,Muster::N,dessin,тхыпхъэ
344,Größe::N,grandeur,иина́гъ
345,Länge::N,longueur,икӏыхьа́гъ
346,Höhe::N,hauteur,лъэгагъ
347,Höhe::N,altitude,лъэгагъ
348,Gewicht::N,poids,онтэгъугъэ́
349,Menge::N,quantité,пчъагъэ́
350,Haufen::N,tas,ӏат
351,Reihe::N,file,саты́р
352,Reihe::N,rangée,саты́р
353,Boot::N,canot,къуашъо́
354,Boot::N,bateau,къуашъо́
355,Ruder::N,rame,къошъобэ́щ
356,Ruder::N,aviron,къошъобэ́щ
357,Schlitten::N,traîneau,
358,Ski::N,ski,лыжэхэр
359,Lagerfeuer::N,feu de camp,пхъэмашӏу
360,Last::N,charge,
361,Last::N,fardeau,
362,Gang::N,tour,кӏоныр
363,Gang::N,marche,кӏоныр
364,Schritt::N,pas,лъэубэ́къу
365,Norden::N,nord,темы́р
366,Süden::N,sud,къыблэ́
367,Westen::N,ouest,тыгъэкъохьа́пӏ
368,Westen::N,occident,тыгъэкъохьа́пӏ
369,Osten::N,est,тыгьэкъокӏы́пӏ
370,Osten::N,orient,тыгьэкъокӏы́пӏ
371,Holz::N,bois,чъыгы́
372,Brett::N,planche,пхъэ́мбгъу
373,Platte::N,plaque,упсыхьагъ
374,Stütze::N,appui,кӏэгъэкъон
375,Stütze::N,soutien,кӏэгъэкъон
376,Stange::N,barre,къорэ́гъ
377,Stange::N,perche,къорэ́гъ
378,Stock::N,canne,бэщ
379,Stab::N,bâton,бэщ кӏы́хь
380,Rohr::N,tube,онджэкъ
381,Rohr::N,tuyau,онджэкъ
382,Haus::N,maison,унэ́
383,Heim::N,maison,унэ́
384,Ofen::N,poêle,гъэжъэн
385,Fußboden::N,plancher,джэхашъу
386,Tisch::N,table,стол
387,Stuhl::N,chaise,пхъэнтӏэ́кӏу
388,Wiege::N,berceau,кушъэ́
389,Bett::N,lit,пӏэкӏо́р
390,Regal::N,étagère,мэкӏай
391,Kiste::N,caisse,ящык
392,Fenster::N,fenêtre,шъхьаныгъу́пчъ
393,Tür::N,porte,пчъэ
394,Tor::N,porte,къэла́пчъ
395,Tor::N,portail,къэла́пчъ
396,Zaun::N,clôture,шӏыхьагъэ́
397,Dach::N,toit,шъхьэ́
398,Leiter::N,échelle,лъэо́й
399,Leiter::N,échelle,дэкӏояпӏэ́
400,Besen::N,balai,пхъэнкӏы́пхъ
401,Spaten::N,bêche,къазгъы́р
402,Schaufel::N,pelle,хэӏалъ
403,Gabel::N,fourchette,цацэ
404,Löffel::N,cuiller,джэмы́шх
405,Messer::N,couteau,шъэжъы́й
406,Nagel::N,clou,гъучӏыӏу́н
407,Netz::N,filet,хъытыу
408,Haken::N,croc,хьажтӏаркъу
409,Haken::N,crochet,хьажтӏаркъу
410,Griff::N,prise,къопс
411,Griff::N,manche,къопс
412,Schloss::N,serrure,ӏункӏы́бз
413,Bild::N,image,сурэ́т
414,Bild::N,tableau,сурэ́т
415,Figur::N,figure,
416,Puppe::N,poupée,нысхъа́п
417,Beutel::N,sac,дзыо́
418,Beutel::N,petit sac,дзыо́
419,Bündel::N,paquet,
420,Bündel::N,faisceau,
421,Tasche::N,sac,ӏэлъмэ́къ
422,Eimer::N,seau,щалъ
423,Deckel::N,couvercle,шъхьэ
424,Geschirr::N,vaisselle,хьакъу-шыкъу
425,Sack::N,sac,дзыо́
426,Tasse::N,tasse,чашк
427,Topf::N,pot,кастрюль
428,Topf::N,marmite,кастрюль
429,Kessel::N,chaudron,шыуа́н
430,Essen::N,repas,шхэн
431,Essen::N,manger,шхэн
432,Nahrung::N,nourriture,шхэн
433,Speise::N,plat,шхыныгъу
434,Fleisch::N,viande,лы
435,Getreide::N,blé,лэжьыгъацэ́
436,Getreide::N,céréales,лэжьыгъацэ́
437,Brei::N,purée,пӏастэ́
438,Brei::N,bouillie,пӏастэ́
439,Brot::N,pain,хьалыгъу
440,Scheibe::N,tranche,такъы́р
441,Fett::N,graisse,дагъэ́
442,Butter::N,beurre,тхъу
443,Öl::N,huile,тхъу
444,Salz::N,sel,щыгъу
445,Suppe::N,soupe,хьантхъупс
446,Suppe::N,potage,хьантхъупс
447,Honig::N,miel,шъоу́
448,Milch::N,lait,щэ
449,Tee::N,thé,щай
450,Leder::N,cuir,кӏы́шъу
451,Wolle::N,laine,цы
452,Stoff::N,tissu,шэкӏы
453,Stoff::N,étoffe,шэкӏы
454,Nadel::N,aiguille,бгъэ́хаӏу
455,Faden::N,fil,ӏуда́н
456,Knopf::N,bouton,занкӏэу
457,Knoten::N,nœud,зэкъодзапӏэ
458,Farbe::N,peinture,краск
459,Kleidung::N,vêtements,щыгъы́ны
460,Kleidung::N,habillement,щыгъы́ны
461,Hemd::N,chemise,джан
462,Kragen::N,col,пшъапӏ
463,Ärmel::N,manche,гъуап
464,Hose::N,pantalon,гъончэ́дж
465,Gürtel::N,ceinture,бгыры́пх
466,Mütze::N,bonnet,паӏо́
467,Mütze::N,casquette,паӏо́
468,Schuh::N,soulier,
469,Schuh::N,chaussure,
470,Stiefel::N,botte,щазым
471,Ring::N,bague,ӏэлъы́н
472,Band::N,ruban,лент
473,Kamm::N,peigne,мажь
474,Spiegel::N,glace,гъундж
475,Spiegel::N,miroir,гъундж
476,Riemen::N,lanière,бгыры́пх
477,Riemen::N,courroie,бгыры́пх
478,Schnur::N,corde,кӏапсэ́
479,Schnur::N,ficelle,кӏапсэ́
480,Leine::N,laisse,шъокӏапс
481,Decke::N,couverture,чыхӏэн
482,Kissen::N,oreiller,шъхьант
483,Tuch::N,drap,шъхьэтехъу
484,Tuch::N,fichu,шъхьэтехъу
485,Handtuch::N,serviette,ӏаплъэкӏ
486,Handtuch::N,essuie-mains,ӏаплъэкӏ
487,Kraft::N,force,къары́у
488,Kraft::N,force,кӏуачӏэ́
489,Stärke::N,vigueur,кӏуачӏэ́
490,Gesundheit::N,santé,псауныгъ
491,Krankheit::N,maladie,узы
492,Schmerz::N,douleur,узы
493,Wunde::N,plaie,уӏагъэ́
494,Wunde::N,blessure,уӏагъэ́
495,Fieber::N,fièvre,техьа́гъу
496,Fieber::N,fièvre,жъоку
497,Arznei::N,remède,ӏэзэ́гъу
498,Arznei::N,médecine,ӏэзэ́гъу
499,Brücke::N,pont,лъэмы́д ж
500,Brunnen::N,puits,псынэ́
501,Weide::N,pâturage,хъупӏэ́
502,Pfad::N,sentier,лъагъу
503,Weg::N,voie,гъо́гу
504,Weg::N,chemin,гъо́гу
505,Straße::N,route,гъо́гу
506,Dorf::N,village,къуа́дж
507,Stadt::N,cité,къалэ́
508,Stadt::N,ville,къалэ́
509,Brief::N,lettre,тхэн
510,Brief::N,lettre,письмэ
511,Buch::N,livre,тхы́лъ
512,Buchstabe::N,lettre,хьары́ф
513,Buchstabe::N,caractère,хьары́ф
514,Zeitung::N,journal,газет
515,Leben::N,vie,гъашӏэ́
516,Tod::N,mort,аджал
517,Grab::N,tombe,бэны́
518,Kirche::N,église,чылы́с
519,Sünde::N,péché,гунахь
520,Gott::N,dieu,тхьэ
521,Arbeiter::N,ouvrier,рабоч
522,Arbeiter::N,travailleur,рабоч
523,Chef::N,chef,гъэр
524,Chef::N,patron,гъэр
525,Meister::N,maître,ӏэпыӏа́с
526,Arzt::N,médecin,
527,Lehrer::N,professeur,кӏэлэегъа́дж
528,Lehrer::N,instituteur,кӏэлэегъа́дж
529,Geld::N,argent,ахъщ
530,Geschäft::N,affaire,ӏофшӏэн
531,Geschäft::N,commerce,ӏофшӏэн
532,Laden::N,magasin,туча́н
533,Laden::N,boutique,туча́н
534,Preis::N,prix,уасэ́
535,Ware::N,marchandise,хьап-щып
536,Nutzen::N,profit,чар
537,Nutzen::N,profit,федэ́
538,Reichtum::N,richesse,байныгъ
539,Welt::N,monde,дуна́й
540,Land::N,pays,хэгъэ́́гу
541,Staat::N,État,къэралыгъу
542,König::N,roi,пачъы́хь
543,Macht::N,pouvoir,шынэгъакзэ́
544,Macht::N,puissance,шынэгъакзэ́
545,Grenze::N,frontière,гъуна́пкъ
546,Krieg::N,guerre,зао́
547,Feind::N,ennemi,пы́и
548,Gewalt::N,violence,егъэзыгъэныгъ
549,Kampf::N,lutte,бэнэныгъ
550,Kampf::N,combat,бэнэныгъ
551,Bogen[Waffe]::N,arc,щабз
552,Pfeil::N,flèche,щэбза́щ
553,Gewehr::N,fusil,шхонч
554,Fehler::N,faute,хэукъоныгъ
555,Fehler::N,erreur,хэукъоныгъ
556,Lüge::N,mensonge,пцӏы
557,Schaden::N,dégât,зэра́р
558,Schaden::N,dommage,зэра́р
559,Unglück::N,malheur,тхьамыкӏагъу
560,Schuld::N,faute,мысагъэ́
561,Schuld::N,culpabilité,мысагъэ́
562,Alter::N,âge,ныбжь
563,Schluss::N,fin,кӏэ
564,Zeit::N,temps,уахътэ́
565,Tag::N,jour,мафэ́
566,Tag::N,journée,мафэ́
567,Morgen::N,matin,пчэды́жь
568,Morgen::N,matinée,пчэды́жь
569,Mittag::N,midi,щэджагьу́
570,Abend::N,soir,пчыхьэ́
571,Abend::N,soirée,пчыхьэ́
572,Nacht::N,nuit,чэщы́
573,Woche::N,semaine,тхьамафэ́
574,Monat::N,mois,мазэ́
575,Jahr::N,an,илъэ́с
576,Jahr::N,année,илъэ́с
577,Frühling::N,printemps,гъатхэ́
578,Sommer::N,été,гъэмафэ́
579,Herbst::N,automne,бжыхьэ́
580,Winter::N,hiver,кӏыма́ф
581,Januar::N,janvier,январь
582,Februar::N,février,февраль
583,März::N,mars,март
584,April::N,avril,апрель
585,Mai::N,mai,май
586,Juni::N,juin,июнь
587,Juli::N,juillet,июль
588,August::N,août,август
589,September::N,septembre,сентябрь
590,Oktober::N,octobre,октябрь
591,November::N,novembre,ноябрь
592,Dezember::N,décembre,декабрь
593,Montag::N,lundi,блыпэ́
594,Dienstag::N,mardi,гъубдж
595,Mittwoch::N,mercredi,бэрэскэжъый
596,Donnerstag::N,jeudi,мэфэ́ку
597,Freitag::N,vendredi,бэрэскэшху
598,Samstag::N,samedi,шэмбэ́т
599,Sonntag::N,dimanche,тхьаума́ф
600,groß::A,grand,ины́
601,klein::A,petit,цӏы́кӏу
602,lang::A,long,кӏыхьэ́
603,kurz::A,court,кӏэкӏы́
604,breit::A,large,шъуамбгъо́
605,schmal::A,étroit,бгъузэ́
606,dicht::A,dense,ӏужъу́
607,dick[Gegenstand]::A,épais,ӏужъу́
608,dünn::A,mince,пӏуакӏэ́
609,fein::A,fin,пӏуакӏэ́
610,fein::A,menu,пӏуакӏэ́
611,fest::A,ferme,пытэ́
612,fest::A,solide,пытэ́
613,flach::A,plat,тешъо́
614,glatt::A,poli,зэны́бжь
615,glatt::A,lisse,зэны́бжь
616,hart::A,dur,пытэ́
617,weich::A,mou,шъабэ́
618,rund::A,rond,хъура́й
619,spitz::A,aigu,папцӏэ́
620,spitz::A,pointu,папцӏэ́
621,scharf::A,tranchant,чан
622,stumpf::A,mousse,цако́
623,stumpf::A,émoussé,цако́
624,schwer::A,lourd,онтэ́гъу
625,schwer::A,pesant,онтэ́гъу
626,schön::A,beau,дахэ́
627,heiß::A,chaud,жъо́ркъ
628,heiß::A,très chaud,жъо́ркъ
629,warm::A,chaud,фабэ́у
630,kalt::A,froid,чъыӏэ́
631,kühl::A,frais,чъыӏэтагъ
632,frisch::A,frais,чъыӏэтагъ
633,feucht::A,humide,шынагъэ зиӏэ
634,feucht::A,humide,шынэгъакӏэ зиӏэ
635,nass::A,mouillé,цӏынэ́
636,trocken::A,sec,гъушъ
637,trocken::A,sec,чъэпхъыгъ
638,voll::A,plein,из
639,voll::A,plein,изыбз
640,voll::A,rempli,из
641,voll::A,rempli,изыбз
642,leer::A,vide,нэкӏы́
643,offen::A,ouvert,зэдэхыгъэ
644,geschlossen::A,clos,зэфэшӏыгъ
645,geschlossen::A,fermé,зэфэшӏыгъ
646,sauber::A,net,къабзэ́
647,sauber::A,propre,къабзэ́
648,schmutzig::A,sale,шӏо́и
649,schmutzig::A,crasseux,шӏо́и
650,roh::A,cru,мыжъо́
651,roh::A,brut,мыжъо́
652,reif::A,mûr,чъэпхъыгъ
653,lecker::A,délicieux,го́хьы
654,lecker::A,appétissant,го́хьы
655,süß::A,doux,ӏэшӏу
656,bitter::A,amer,дыджы́
657,sauer::A,aigre,хафэ́
658,hell::A,clair,нэфын
659,dunkel::A,sombre,мэзэхэ
660,schwarz::A,noir,шӏуцӏэ
661,weiß::A,blanc,фыжьы́
662,rot::A,rouge,плъыжьы́
663,gelb::A,jaune,гъожьы́
664,blau::A,bleu,шхъуантӏэ
665,grün::A,vert,шхъуантӏэ
666,grau::A,gris,шхъо
667,bunt::A,multicolore,къолэны
668,billig::A,bon marché,пыут
669,teuer::A,cher,сикӏа́с
670,teuer::A,cher,силъа́пӏ
671,wertvoll::A,précieux,пкӏэ зиӏ
672,wertvoll::A,précieux,уасэ́ зыфа́шӏ
673,blind::A,aveugle,нэшъу́
674,taub::A,sourd,дэгу
675,kräftig::A,fort,лъэ́ш
676,kräftig::A,vigoureux,лъэ́ш
677,stark::A,fort,лъэ́ш
678,stark::A,puissant,лъэ́ш
679,schwach::A,faible,хъыбэй
680,fett::A,gras,пщэры́
681,schlank::A,svelte,ищыгъэ
682,hübsch::A,joli,дахэ́
683,böse::A,mauvais,ябгэ
684,dumm::A,sot,делэ
685,dumm::A,bête,делэ
686,faul::A,fainéant,шъхьахы́нэ
687,faul::A,paresseux,шъхьахы́нэ
688,fleißig::A,appliqué,егугъурэ
689,geizig::A,avare,тхьацэ
690,klug::A,intelligent,акъылышӏу́
691,geschickt::A,habile,ӏэпэӏэсэ́
692,geschickt::A,habile,шо́у шӏыгъэ́
693,lieb::A,cher,псэм фэд
694,lieb::A,gentil,псэм фэд
695,lustig::A,gai,чэф
696,lustig::A,joyeux,чэф
697,sanft::A,doux,ӏушъа́б
698,hungrig::A,affamé,гъаблэ́
699,krank::A,malade,сыма́дж
700,nackt::A,nu,пцӏанэ́
701,traurig::A,triste,нэшхъэй
702,lebendig::A,vivant,
703,gut::A,bon,дэгъу́
704,schlecht::A,mauvais,дэи
705,richtig::A,juste,тэрэз
706,richtig::A,correct,тэрэз
707,schlimm::A,grave,щынэгъо
708,schlimm::A,mauvais,щынэгъо
