,Concept_ID,kv,tr
158,Bulle::N,ӧшка,boğa
159,Pferd::N,вӧв,at
160,Pferd::N,вӧв,beygir
161,Schaf::N,баля,koyun
162,Schwein::N,порсь,domuz
163,Hund::N,пон,it
164,Hund::N,пон,köpek
165,Katze::N,кань,kedi
166,Bär::N,ош,ayı
167,Eichhörnchen::N,ур,sincap
168,Elch::N,вӧр мӧс,büyük kuzey geyiği
169,Fuchs::N,руч,tilki
170,Hase::N,кӧч,tavşan
171,Maus::N,шыр,fare
172,Maus::N,шыр,sıçan
173,Wolf::N,кӧин,kurt
174,Vogel::N,кай,kuş
175,Schwarm::N,стая,sürü
176,Schwarm::N,чукӧр,sürü
177,Huhn::N,курӧг,tavuk
178,Hahn::N,петух,horoz
179,Hahn::N,ай курӧг,horoz
180,Gans::N,дзодзог,kaz
181,Adler::N,куч,kartal
182,Adler::N,куч,karakuş
183,Adler::N,кутш,kartal
184,Adler::N,кутш,karakuş
185,Ente::N,утка,ördek
186,Eule::N,тупка,baykuş
187,Kranich::N,тури,turna
188,Krähe::N,рака,karga
189,Kuckuck::N,кӧк,guguk
190,Schwan::N,юсь,kuğu
191,Fisch::N,чери,balık
192,Barsch::N,ёкыш,hani
193,Barsch::N,ёкыш,levrek
194,Hecht::N,сирпинь,turnabalığı
195,Schlange[Tier]::N,змей,yılan
196,Wurm::N,номыр,kurt
197,Wurm::N,номыр,solucan
198,Spinne::N,черань,örümcek
199,Ameise::N,кӧдзывкар,karınca
200,Laus::N,ляпа той,bit
201,Mücke::N,ном,sivrisinek
202,Fliege::N,гут,sinek
203,Schmetterling::N,бабыв,kelebek
204,Beere::N,ягӧд,tane
205,Apfel::N,яблоко,elma
206,Pilz::N,тшак,mantar
207,Zwiebel::N,грез,soğan
208,Saat::N,кӧдзыс,ekin
209,Korn::N,сю,tane
210,Heu::N,турун,kuru ot
211,Schale::N,кыш,kabuk
212,Schale::N,киль,kabuk
213,Grube::N,яма,çukur
214,Falle::N,нальк,tuzak
215,Falle::N,кляпча,tuzak
216,Schlinge::N,лӧч,ilmik
217,Spur::N,туй,iz
218,Asche::N,пӧим,kül
219,Dreck::N,нять,pislik
220,Eisen::N,кӧрт,demir
221,Gold::N,зарни,altın
222,Silber::N,язісь,gümüş
223,Kohle::N,шом,kömür
224,Kohle::N,уголь,kömür
225,Glas::N,стекло,cam
226,Lehm::N,сёй,balçık
227,Sand::N,лыа,kum
228,Mensch::N,морт,insan
229,Mann::N,мужик,adam
230,Mann::N,мужик,erkek
231,Frau::N,инька,bayan
232,Kind::N,кага,çocuk
233,Junge::N,зонка,erkek çocuk
234,Mädchen::N,нывкаок,kız
235,Familie::N,семья,aile
236,Großvater::N,дед,dede
237,Großvater::N,дед,büyükbaba
238,Großmutter::N,баб,nine
239,Großmutter::N,баб,büyükanne
240,Eltern::N,ай-мам,ebeveyn
241,Eltern::N,ай-мам,ana baba
242,Vater::N,ай,ata
243,Vater::N,ай,baba
244,Mutter::N,мам,ana
245,Mutter::N,мам,anne
246,Sohn::N,зон,oğul
247,Tochter::N,ныв,kız
248,Tochter::N,ныв,kız evlât
249,Bruder::N,вон,abi
250,Bruder::N,вон,erkek kardeş
251,Schwester::N,сой,abla
252,Schwester::N,сой,kız kardeş
253,Onkel::N,дядь,dayı
254,Tante::N,айӧлӧн сой,hala
255,Tante::N,айӧлӧн сой,teyze
256,Tante::N,ичинь,hala
257,Tante::N,ичинь,teyze
258,Ehemann::N,жӧник,koca
259,Ehefrau::N,инь,karı
260,Freude::N,гаж,neşe
261,Freude::N,гаж,sevinç
262,Freude::N,радъялӧм,neşe
263,Freude::N,радъялӧм,sevinç
264,Gelächter::N,сералӧм,gülme
265,Gelächter::N,сералӧм,kahkaha
266,Glück::N,мичлун,mutluluk
267,Kummer::N,шог,dert
268,Kummer::N,шог,keder
269,Wunsch::N,мӧдӧм,arzu
270,Wunsch::N,мӧдӧм,istek
271,Wunsch::N,охотитӧм,arzu
272,Wunsch::N,охотитӧм,istek
273,Lust::N,охота,arzu
274,Lust::N,охота,heves
275,Geist::N,лов,tin
276,Gedanke::N,дума,fikir
277,Gedanke::N,дума,düşünce
278,Gedächtnis::N,тӧдвыв,bellek
279,Verstand::N,вежӧр,zekâ
280,Sinn::N,ылӧс,anlam
281,Grund::N,мог,sebep
282,Wahrheit::N,правда,doğruluk
283,Wahrheit::N,правда,gerçeklik
284,Gespräch::N,сёрни,görüşme
285,Märchen::N,сказка,masal
286,Erzählung::N,висьт,öykü
287,Erzählung::N,висьт,hikâye
288,Nachricht::N,юӧр,haber
289,Nachricht::N,висьталӧм,haber
290,Neuigkeit::N,новость,haber
291,Name::N,ним,ad
292,Name::N,ним,isim
293,Rätsel::N,загадка,bilmece
294,Rede::N,сёрни,söylev
295,Rede::N,сёрни,konuşma
296,Sprache::N,кыв,dil
297,Sprache::N,кыв,lisan
298,Stimme::N,голос,ses
299,Wort::N,кыв,kelime
300,Zeichen::N,пас,işaret
301,Ruf::N,чуксӧм,çağırma
302,Ruf::N,чукӧстӧм,çağırma
303,Lärm::N,шум,şamata
304,Lärm::N,шум,gürültü
305,Laut::N,шы,ses
306,Ton::N,гор,ses
307,Lied::N,сьыланкыв,türkü
308,Ruhe::N,спокой,sakinlik
309,Leute::N,йӧз,halk
310,Leute::N,йӧз,insanlar
311,Volk::N,йӧз,ulus
312,Volk::N,йӧз,millet
313,Volk::N,народ,ulus
314,Volk::N,народ,millet
315,Arbeit::N,удж,iş
316,Arbeit::N,удж,çalışma
317,Gast::N,гӧсь,konuk
318,Gast::N,гӧсь,misafir
319,Geschenk::N,гӧснеч,hediye
320,Geschenk::N,гӧснеч,armağan
321,Geschenk::N,подарок,hediye
322,Geschenk::N,подарок,armağan
323,Spiel::N,орсӧм,oyun
324,Gesellschaft::N,компания,çevre
325,Gesellschaft::N,компания,arkadaşlık
326,Hilfe::N,отсӧт,yardım
327,Freund::N,модз,dost
328,Freund::N,модз,arkadaş
329,Freund::N,дружок,dost
330,Freund::N,дружок,arkadaş
331,Kamerad::N,тӧдса,arkadaş
332,Angelegenheit::N,дело,iş
333,Angelegenheit::N,дело,husus
334,Anzahl::N,лыд,sayı
335,Art::N,пӧлӧс,çeşit
336,Stück::N,тор,tane
337,Stück::N,тор,parça
338,Teil::N,юкӧм,kısım
339,Hälfte::N,джын,yarı
340,Kreis::N,круг,daire
341,Kreuz::N,перна,haç
342,Linie::N,визь,hat
343,Linie::N,визь,çizgi
344,Strich::N,кырӧв,çizgi
345,Abstand::N,колас,aralık
346,Entfernung::N,ылына,mesafe
347,Entfernung::N,ылына,uzaklık
348,Gegend::N,места,yöre
349,Platz::N,места,yer
350,Ort::N,места,yer
351,Seite::N,ладор,yan
352,Seite::N,ладор,taraf
353,Mitte::N,шӧр,orta
354,Mitte::N,шӧр,merkez
355,Gegenstand::N,тор,şey
356,Sache::N,тор,iş
357,Sache::N,тор,şey
358,Rand::N,дор,kenar
359,Kante::N,ордлы,kenar
360,Ecke::N,пельӧс,köşe
361,Spitze::N,йыв,uç
362,Spitze::N,йыв,baş
363,Ende::N,йыв,uç
364,Loch::N,осьта,oyuk
365,Loch::N,осьта,delik
366,Winkel::N,пельӧс,köşe
367,Muster::N,сер,örnek
368,Größe::N,ыжда,büyüklük
369,Länge::N,кузя,uzunluk
370,Höhe::N,сувда,yükseklik
371,Höhe::N,вылына,yükseklik
372,Gewicht::N,сьӧкта,ağırlık
373,Haufen::N,куча,küme
374,Haufen::N,куча,yığın
375,Reihe::N,лёдз,sıra
376,Boot::N,пыж,kayık
377,Boot::N,пыж,sandal
378,Ruder::N,пелыс,kürek
379,Schlitten::N,додь,kızak
380,Ski::N,лямпа,kayak
381,Lagerfeuer::N,бипур,kamp ateşi
382,Last::N,тягота,yük
383,Gang::N,мунӧм,gidiş
384,Gang::N,мунӧм,yürüyüş
385,Schritt::N,вожмӧв,adım
386,Norden::N,ой,kuzey
387,Süden::N,лун,güney
388,Westen::N,рытвыв,batı
389,Osten::N,асыв,doğu
390,Holz::N,пу,ağaç
391,Holz::N,пу,tahta
392,Brett::N,пӧв,tahta
393,Platte::N,плита,levha
394,Stütze::N,пика,dayak
395,Stütze::N,пика,destek
396,Stange::N,зор,çubuk
397,Stange::N,потш,çubuk
398,Stock::N,бедь,sopa
399,Stock::N,бедь,değnek
400,Stab::N,шест,sırık
401,Stab::N,шест,baston
402,Rohr::N,труба,boru
403,Haus::N,керку,ev
404,Heim::N,керку,ev
405,Heim::N,керку,yurt
406,Ofen::N,пӧжавны,soba
407,Fußboden::N,джодж,taban
408,Fußboden::N,джодж,döşeme
409,Tisch::N,пызан,masa
410,Stuhl::N,стул,iskemle
411,Stuhl::N,стул,sandalye
412,Wiege::N,зыбка,beşik
413,Bett::N,кровать,yatak
414,Regal::N,джадж,raf
415,Kiste::N,ящик,sandık
416,Fenster::N,ӧшын,pencere
417,Tür::N,ыбӧс,kapı
418,Tor::N,ворота,kapı
419,Zaun::N,забор,çit
420,Dach::N,крыша,dam
421,Dach::N,крыша,çatı
422,Leiter::N,лиснич,merdiven
423,Besen::N,рос,süpürge
424,Spaten::N,зыр,bel
425,Schaufel::N,зыр,kürek
426,Gabel::N,вила,çatal
427,Löffel::N,пань,kaşık
428,Messer::N,пурт,bıçak
429,Nagel::N,кӧрттув,çivi
430,Netz::N,кыйӧт,ağ
431,Haken::N,ем,çengel
432,Griff::N,пу,kulp
433,Griff::N,пу,tutamak
434,Schloss::N,замок,kilit
435,Bild::N,картина,imaj
436,Bild::N,картина,resim
437,Figur::N,мыгӧр,şekil
438,Figur::N,мыгӧр,heykel
439,Puppe::N,акань,kukla
440,Beutel::N,мешӧк,kese
441,Beutel::N,мешӧк,torba
442,Bündel::N,нин,deste
443,Tasche::N,сумка,çanta
444,Eimer::N,ведра,kova
445,Deckel::N,вевт,kapak
446,Geschirr::N,доз,kap kacak
447,Geschirr::N,бекӧрпань,kap kacak
448,Sack::N,мешӧк,torba
449,Tasse::N,бекӧр,fincan
450,Topf::N,кастрюля,tencere
451,Kessel::N,пӧрт,kazan
452,Essen::N,сёйӧм,yemek
453,Nahrung::N,вердан,gıda
454,Nahrung::N,вердан,besin
455,Speise::N,сёян,yemek
456,Fleisch::N,яй,et
457,Getreide::N,сю,tahıl
458,Getreide::N,сю,hububat
459,Brei::N,каша,ezme
460,Brot::N,нянь,ekmek
461,Scheibe::N,шӧрӧм,dilim
462,Fett::N,гос,yağ
463,Butter::N,ви,tereyağı
464,Öl::N,ви,yağ
465,Öl::N,ви,akar yağ
466,Salz::N,сов,tuz
467,Suppe::N,шыд,çorba
468,Honig::N,ма,bal
469,Milch::N,йӧв,süt
470,Tee::N,чай,çay
471,Leder::N,кучик,deri
472,Leder::N,кучик,meşin
473,Wolle::N,гӧн,yün
474,Stoff::N,дӧра,kumaş
475,Nadel::N,ем,iğne
476,Faden::N,сунис,tire
477,Faden::N,сунис,iplik
478,Knopf::N,кизь,düğme
479,Knoten::N,узӧв,düğüm
480,Knoten::N,гӧрӧд,düğüm
481,Farbe::N,краска,boya
482,Kleidung::N,паськӧм,giyim
483,Hemd::N,йӧрнӧс,gömlek
484,Kragen::N,воротник,yaka
485,Ärmel::N,сос,yen
486,Ärmel::N,сос,elbise kolu
487,Hose::N,вешьян,pantolon
488,Gürtel::N,йи,kuşak
489,Mütze::N,шапка,bere
490,Mütze::N,шапка,kasket
491,Schuh::N,ботинки,kundura
492,Schuh::N,ботинки,ayakkabı
493,Stiefel::N,сапог,çizme
494,Ring::N,чунькытш,yüzük
495,Band::N,ленточка,bağ
496,Band::N,ленточка,şerit
497,Kamm::N,сынан,tarak
498,Spiegel::N,зеркало,ayna
499,Riemen::N,ремень,kayış
500,Schnur::N,гез,ip
501,Schnur::N,гез,sicim
502,Leine::N,повод,kayış
503,Decke::N,одеяло,örtü
504,Decke::N,одеяло,yorgan
505,Kissen::N,подушка,yastık
506,Tuch::N,чышьян,bez
507,Handtuch::N,чышкӧт,havlu
508,Kraft::N,прак,güç
509,Kraft::N,прак,kuvvet
510,Stärke::N,вын,kuvvet
511,Gesundheit::N,здоровье,sağlık
512,Krankheit::N,шог,hastalık
513,Schmerz::N,зубыт,ağrı
514,Schmerz::N,зубыт,sancı
515,Wunde::N,рана,yara
516,Fieber::N,лёк тресся,ateş
517,Fieber::N,кынтан шогӧт,ateş
518,Arznei::N,лекарство,ilâç
519,Brücke::N,пос,köprü
520,Brunnen::N,колодец ,kuyu
521,Brunnen::N,колодец ,çeşme
522,Weide::N,пода йирсян,otlak
523,Pfad::N,туй,patika
524,Pfad::N,туй,keçiyolu
525,Weg::N,туй,yol
526,Straße::N,туй,yol
527,Straße::N,туй,cadde
528,Dorf::N,деревня,köy
529,Stadt::N,город,kent
530,Stadt::N,город,şehir
531,Brief::N,гижӧт,mektup
532,Buch::N,книга,kitap
533,Buchstabe::N,буква,harf
534,Zeitung::N,газета,gazete
535,Leben::N,олан,hayat
536,Tod::N,кулӧм,ölüm
537,Grab::N,гу,kabir
538,Kirche::N,вичку,kilise
539,Sünde::N,грек,günah
540,Gott::N,ен,tanrı
541,Arbeiter::N,уджалiсь,işçi
542,Chef::N,начальник,şef
543,Chef::N,начальник,müdür
544,Meister::N,мастер,usta
545,Arzt::N,врач,hekim
546,Arzt::N,врач,doktor
547,Lehrer::N,велӧтісь,hoca
548,Lehrer::N,велӧтісь,öğretmen
549,Geld::N,деньга,para
550,Geschäft::N,удж,ticaret
551,Laden::N,магазин,dükkân
552,Preis::N,дон,fiyat
553,Ware::N,товар,mal
554,Nutzen::N,путь,fayda
555,Reichtum::N,богатство,servet
556,Reichtum::N,богатство,zenginlik
557,Welt::N,му,dünya
558,Land::N,страна,ülke
559,Staat::N,государство,devlet
560,König::N,кан,kral
561,Macht::N,власть,kudret
562,Macht::N,власть,iktidar
563,Grenze::N,граница,had
564,Grenze::N,граница,sınır
565,Krieg::N,война,savaş
566,Feind::N,враг,düşman
567,Kampf::N,нярасьӧм,savaş
568,Kampf::N,вермасьӧм,savaş
569,Bogen[Waffe]::N,лук,yay
570,Pfeil::N,ньӧв,ok
571,Gewehr::N,ружьё,tüfek
572,Fehler::N,ошибка,hata
573,Fehler::N,ошибка,yanlış
574,Lüge::N,ылӧтӧм,yalan
575,Lüge::N,пӧрьялӧм,yalan
576,Schaden::N,лёк,zarar
577,Unglück::N,пик,felâket
578,Unglück::N,пик,talihsizlik
579,Unglück::N,оказзё,felâket
580,Unglück::N,оказзё,talihsizlik
581,Schuld::N,вина,suç
582,Schuld::N,вина,kabahat
583,Schluss::N,ком,son
584,Zeit::N,кад,zaman
585,Tag::N,лун,gün
586,Morgen::N,асыв,sabah
587,Mittag::N,луншӧр кад,öğle
588,Abend::N,рыт,akşam
589,Nacht::N,ой,gece
590,Woche::N,неделя,hafta
591,Monat::N,тӧлicь,ay
592,Jahr::N,год,yıl
593,Jahr::N,год,sene
594,Frühling::N,тулыс,ilkbahar
595,Sommer::N,гожум,yaz
596,Herbst::N,ар,güz
597,Herbst::N,ар,sonbahar
598,Winter::N,тӧв,kış
599,Januar::N,январ,ocak
600,Februar::N,февраль,şubat
601,März::N,март,mart
602,April::N,апрель,nisan
603,Mai::N,май,mayıs
604,Juni::N,юнь,haziran
605,Juli::N,юль,temmuz
606,August::N,август,ağustos
607,September::N,сентяб,eylül
608,Oktober::N,октяб,ekim
609,November::N,нояб,kasım
610,Dezember::N,декаб,aralık
611,Montag::N,вильлун,pazartesi
612,Dienstag::N,мӧдӧдзлун,salı
613,Mittwoch::N,шӧрлун,çarşamba
614,Donnerstag::N,нёльӧдзлун,perşembe
615,Freitag::N,витӧдзлун,cuma
616,Samstag::N,пывсянлун,cumartesi
617,Sonntag::N,кресення,pazar
618,groß::A,ыджыт,büyük
619,klein::A,учӧтик,ufak
620,klein::A,учӧтик,küçük
621,lang::A,кузь,uzun
622,kurz::A,дженыт,kısa
623,breit::A,ота,enli
624,breit::A,ота,geniş
625,schmal::A,векнит,dar
626,dicht::A,тшӧк,sık
627,dicht::A,тшӧк,yoğun
628,dick[Gegenstand]::A,кыз,kalın
629,dick[Gegenstand]::A,кыз,iri
630,dünn::A,вӧснит,ince
631,fein::A,вӧснит,ince
632,fein::A,вӧснит,narin
633,fest::A,крепыт,sabit
634,fest::A,крепыт,sağlam
635,flach::A,лапкӧса,düz
636,flach::A,лапкӧса,yassı
637,glatt::A,волькыт,düz
638,hart::A,чӧрыт,katı
639,weich::A,небыт,yumuşak
640,rund::A,гӧгрӧса,yuvarlak
641,spitz::A,ёся,sivri
642,scharf::A,лэчыт,keskin
643,stumpf::A,ныж,kör
644,schwer::A,сьӧкыт,ağır
645,schön::A,басӧк,güzel
646,heiß::A,жар,kızgın
647,warm::A,шоныт,sıcak
648,kalt::A,кӧдзыт,soğuk
649,kühl::A,сайкыт,serin
650,frisch::A,виль,taze
651,feucht::A,вакодь,nemli
652,feucht::A,вакодь,rutubetli
653,nass::A,ва,yaş
654,nass::A,ва,ıslak
655,trocken::A,кӧс,kuru
656,voll::A,тыра,dolu
657,voll::A,тыра,dolmuş
658,leer::A,тыртӧм,boş
659,offen::A,оссьӧм,açık
660,geschlossen::A,игана,kapalı
661,geschlossen::A,пӧдана,kapalı
662,sauber::A,сӧдз,pak
663,sauber::A,сӧдз,temiz
664,sauber::A,сӧстӧм,pak
665,sauber::A,сӧстӧм,temiz
666,schmutzig::A,нятьӧсь,pis
667,schmutzig::A,нятьӧсь,kirli
668,roh::A,путӧм,çiğ
669,reif::A,кисьмалӧм,olgun
670,lecker::A,кӧра ,lezzetli
671,süß::A,чӧскыт,tatlı
672,süß::A,чӧскыт,şekerli
673,bitter::A,курыт,acı
674,sauer::A,шӧма ,ekşi
675,hell::A,югыт,aydınlık
676,dunkel::A,пемыт,karanlık
677,schwarz::A,сьӧд,kara
678,schwarz::A,сьӧд,siyah
679,weiß::A,чочком,ak
680,weiß::A,чочком,beyaz
681,rot::A,гӧрд,kırmızı
682,gelb::A,веж,sarı
683,blau::A,лӧз,mavi
684,grün::A,веж,yeşil
685,grau::A,руд,boz
686,grau::A,бусӧй,boz
687,bunt::A,быдрӧма,renkli
688,billig::A,донтӧм,ucuz
689,teuer::A,дона,pahalı
690,wertvoll::A,дона,değerli
691,blind::A,синтӧм,kör
692,taub::A,пельтӧм,sağır
693,kräftig::A,вына,dinç
694,kräftig::A,вына,kuvvetli
695,stark::A,вына,güçlü
696,stark::A,вына,kuvvetli
697,schwach::A,некодя,zayıf
698,schwach::A,некодя,güçsüz
699,fett::A,госа,şişman
700,schlank::A,статя,narin
701,hübsch::A,басӧк,güzel
702,hübsch::A,басӧк,sevimli
703,böse::A,лёк,kötü
704,dumm::A,бӧбӧв,aptal
705,dumm::A,вежӧртӧм,aptal
706,faul::A,дыш,tembel
707,fleißig::A,уджалicь,çalışkan
708,geizig::A,жикмӧра,cimri
709,geizig::A,горшаліcь,cimri
710,klug::A,авья,zekî
711,klug::A,авья,akıllı
712,klug::A,вежӧра,zekî
713,klug::A,вежӧра,akıllı
714,geschickt::A,кипода,becerikli
715,lieb::A,муса,sevimli
716,lieb::A,дзулиньӧй,sevimli
717,lustig::A,гажа,neşeli
718,sanft::A,лебезнӧй,nazik
719,hungrig::A,тшыг,aç
720,krank::A,шогалiсь,hasta
721,krank::A,шогалiсь,rahatsız
722,nackt::A,куш,çıplak
723,traurig::A,жугыль,kederli
724,traurig::A,жугыль,üzüntülü
725,lebendig::A,ловья,canlı
726,gut::A,бур,iyi
727,schlecht::A,умӧль,kötü
728,schlimm::A,нештӧм,kötü
729,alt::A,важ,eski
730,neu::A,виль,yeni
731,ehemalig::A,вӧвлӧм,önceki
732,alt[Lebewesen]::A,года,yaşlı
733,alt[Lebewesen]::A,годдэза,yaşlı
734,jung::A,том,genç
735,arm::A,гов,fakir
736,arm::A,беднӧй,fakir
737,reich::A,эма,zengin
738,bekannt::A,тӧдса,bilinen
739,fremd::A,чужӧй,yabancı
740,verschieden::A,быдкодь,ayrı
741,verschieden::A,быдкодь,farklı
742,nah::A,матiсь,yakın
743,nah::A,матiсь,bitişik
744,fern::A,ылicь,uzak
745,linker::A,шульга,sol
746,rechter::A,веськытланись,sağ
747,anderer::A,мукӧд,diğer
748,erster::A,медодзза,ilk
749,erster::A,медодзза,birinci
750,zweiter::A,кыкӧт,ikinci
751,dritter::A,куимӧт,üçüncü
752,dritter::A,куимӧдз,üçüncü
753,letzter::A,бӧрья,son
754,letzter::A,бӧрья,sonuncu
755,letzter::A,мёдбӧрья,son
756,letzter::A,мёдбӧрья,sonuncu
757,auf einmal::ADV,тшӧтш,birden
758,zusammen::ADV,ӧтлаын,beraber
759,zusammen::ADV,ӧтлаын,birlikte
760,lange::ADV,дыр,çok
761,lange::ADV,дыр,uzun
762,plötzlich::ADV,друг,ansızın
763,plötzlich::ADV,друг,birdenbire
764,sofort::ADV,тшӧтш,hemen
765,sofort::ADV,тшӧтш,derhal
766,später::ADV,медбӧрын,daha sonra
767,jetzt::ADV,ӧні,şimdi
768,heute::ADV,талун,bugün
769,morgen::ADV,ашын,yarın
770,bald::ADV,чожа,yakında
771,dann::ADV,сыбӧрын,sonra
772,gestern::ADV,тӧн,dün
773,einst::ADV,ӧтпыр,eskiden
774,damals::ADV,сэк,o zamanlar
775,damals::ADV,сэки,o zamanlar
776,danach::ADV,сэсся,sonradan
777,danach::ADV,сэсся,ondan sonra
778,vorher::ADV,одзжык,önce
779,vorher::ADV,одзжык,önceden
780,zuerst::ADV,наперво,ilk önce
781,einmal::ADV,ӧтпыр,bir defa
782,manchmal::ADV,мукӧдпыр,bazan
783,oft::ADV,-лы-,sık sık
784,oft::ADV,-лы-,çok defa
785,immer::ADV,быдпыр,daima
786,immer::ADV,быдпыр,her zaman
787,immer::ADV,быдпырся,daima
788,immer::ADV,быдпырся,her zaman
789,niemals::ADV,некӧр,asla değil
790,niemals::ADV,некӧр,hiçbir zaman
791,hier::ADV,татӧн,burada
792,hierhin::ADV,татчӧ,buraya
793,von hier::ADV,тасянь,buradan
794,dort::ADV,сэтӧн,orada
795,dort::ADV,сэтӧн,şurada
796,dorthin::ADV,сэтчин,oraya
797,dorthin::ADV,сэтчин,şuraya
798,geradeaus::ADV,веськыта,doğru
799,vorwärts::ADV,одзӧ,ileri
800,rückwärts::ADV,бӧр,geri
801,zurück::ADV,бӧр,geriye
