,Concept_ID,pt,he
137,Tanne::N,abeto,אשוח
138,Horn::N,corno,קרן
139,Horn::N,chifre,קרן
140,Feder::N,pena,נוצה
141,Fell::N,pele,פרוה
142,Flügel::N,asa,כנף
143,Klaue::N,pata,טלף
144,Kralle::N,unha,טפר
145,Kralle::N,garra,טפר
146,Schwanz::N,rabo,זנב
147,Schwanz::N,cauda,זנב
148,Ei::N,ovo,ביצה
149,Nest::N,ninho,קן
150,Bau::N,toca,מחלה
151,Bau::N,covil,מחלה
152,Tier::N,animal,חיה
153,Herde::N,rebanho,עדר
154,Kuh::N,vaca,פרה
155,Bulle::N,touro,פר
156,Pferd::N,cavalo,סוס
157,Schaf::N,ovelha,כבשה
158,Schwein::N,porco,חזיר
159,Hund::N,cão,כלב
160,Katze::N,gata,חתול
161,Bär::N,urso,דב
162,Eichhörnchen::N,esquilo,סנאי
163,Elch::N,alce,דישון
164,Fuchs::N,raposa,שועל
165,Hase::N,lebre,ארנב
166,Maus::N,rato,עכבר
167,Wolf::N,lobo,זאב
168,Vogel::N,ave,צפור
169,Vogel::N,pássaro,צפור
170,Schwarm::N,bando,נחיל
171,Schwarm::N,bando,להקה
172,Schwarm::N,enxame,נחיל
173,Schwarm::N,enxame,להקה
174,Huhn::N,galinha,תרנגלת
175,Hahn::N,galo,תרנגול
176,Gans::N,ganso,אוז
177,Adler::N,águia,עיט
178,Ente::N,pata,ברוז
179,Eule::N,mocho,ינשוף
180,Eule::N,coruja,ינשוף
181,Kranich::N,grou,עגור
182,Kranich::N,grou,כרוכיה
183,Krähe::N,gralha,עורב
184,Kuckuck::N,cuco,קוקיה
185,Schwan::N,cisne,ברבור
186,Fisch::N,peixe,דג
187,Barsch::N,perca,אוקונוס
188,Hecht::N,lúcio,זאב הים
189,Schlange[Tier]::N,serpente,נחש
190,Wurm::N,verme,תולעת
191,Spinne::N,aranha,עכביש
192,Ameise::N,formiga,נמלה
193,Laus::N,piolho,כנה
194,Mücke::N,mosquito,יתוש
195,Fliege::N,mosca,זבוב
196,Schmetterling::N,borboleta,פרפר
197,Beere::N,bago,ענבה
198,Apfel::N,maçã,תפוח
199,Pilz::N,fungo,פטריה
200,Pilz::N,cogumelo,פטריה
201,Zwiebel::N,cebola,בצל
202,Saat::N,sementeira,זרעים
203,Korn::N,grão,גרעין
204,Heu::N,feno,חציר
205,Schale::N,casca,קלפה
206,Grube::N,cova,בור
207,Grube::N,cova,שוחה
208,Grube::N,fossa,בור
209,Grube::N,fossa,שוחה
210,Falle::N,armadilha,מלכדת
211,Schlinge::N,laço,לולאה
212,Spur::N,pista,עקבה
213,Spur::N,vestígio,עקבה
214,Asche::N,cinza,אפר
215,Dreck::N,sujidade,זהמה
216,Eisen::N,ferro,ברזל
217,Gold::N,ouro,זהב
218,Silber::N,prata,כסף
219,Kohle::N,carvão,פחם
220,Glas::N,vidro,זכוכית
221,Lehm::N,barro,חרסית
222,Lehm::N,argila,חרסית
223,Sand::N,areia,חול
224,Mensch::N,homem,אדם
225,Mensch::N,pessoa,אדם
226,Mann::N,homem,איש
227,Mann::N,homem,גבר
228,Frau::N,mulher,אשה
229,Frau::N,mulher,גברת
230,Kind::N,filho,ילד
231,Kind::N,criança,ילד
232,Junge::N,rapaz,ילד
233,Junge::N,menino,ילד
234,Mädchen::N,menina,נערה
235,Mädchen::N,rapariga,נערה
236,Familie::N,família,משפחה
237,Großvater::N,avô,סבא
238,Großmutter::N,avó,סבתא
239,Eltern::N,pais,הורים
240,Vater::N,pai,אב
241,Mutter::N,mãe,אם
242,Sohn::N,filho,בן
243,Tochter::N,filha,בת
244,Bruder::N,irmão,אח
245,Schwester::N,irmã,אחות
246,Onkel::N,tio,דוד
247,Tante::N,tia,דודה
248,Ehemann::N,esposo,איש
249,Ehemann::N,esposo,בעל
250,Ehefrau::N,esposa,אשה
251,Freude::N,prazer,שמחה
252,Freude::N,alegria,שמחה
253,Gelächter::N,risada,צחוק
254,Gelächter::N,gargalhada,צחוק
255,Glück::N,felicidade,אשר
256,Kummer::N,aflição,יגון
257,Kummer::N,aflição,עגמה
258,Kummer::N,desgosto,יגון
259,Kummer::N,desgosto,עגמה
260,Wunsch::N,desejo,אחול
261,Wunsch::N,desejo,משאלה
262,Lust::N,vontade,חשק
263,Lust::N,vontade,תשוקה
264,Geist::N,mente,רוח
265,Geist::N,espírito,רוח
266,Gedanke::N,ideia,מחשבה
267,Gedanke::N,pensamento,מחשבה
268,Gedächtnis::N,memória,זכרון
269,Verstand::N,razão,שכל
270,Verstand::N,inteligência,שכל
271,Sinn::N,sentido,מובן
272,Sinn::N,sentido,משמעות
273,Sinn::N,significado,מובן
274,Sinn::N,significado,משמעות
275,Grund::N,causa,סבה
276,Grund::N,motivo,סבה
277,Wahrheit::N,verdade,אמת
278,Gespräch::N,conversa,דיון
279,Gespräch::N,conversação,דיון
280,Märchen::N,conto,אגדה
281,Erzählung::N,conto,ספור
282,Erzählung::N,narrativa,ספור
283,Nachricht::N,mensagem,ידיעה
284,Neuigkeit::N,notícia,חדשה
285,Neuigkeit::N,novidade,חדשה
286,Name::N,nome,שם
287,Rätsel::N,adivinha,תעלומה
288,Rede::N,oração,נאום
289,Rede::N,discurso,נאום
290,Sprache::N,língua,לשון
291,Stimme::N,voz,קול
292,Wort::N,palavra,מלה
293,Zeichen::N,marca,סימן
294,Ruf::N,grito,קריאה
295,Ruf::N,chamada,קריאה
296,Lärm::N,ruído,רעש
297,Lärm::N,barulho,רעש
298,Laut::N,som,הגה
299,Ton::N,tom,צליל
300,Lied::N,canção,שיר
301,Ruhe::N,calma,שלוה
302,Ruhe::N,silêncio,שלוה
303,Leute::N,gente,אנשים
304,Leute::N,pessoas,אנשים
305,Volk::N,povo,עם
306,Volk::N,nação,עם
307,Arbeit::N,trabalho,עבודה
308,Gast::N,hóspede,אורח
309,Gast::N,convidado,אורח
310,Geschenk::N,prenda,מתנה
311,Geschenk::N,presente,מתנה
312,Spiel::N,jogo,משחק
313,Gesellschaft::N,companhia,חברה
314,Hilfe::N,ajuda,עזרה
315,Hilfe::N,socorro,עזרה
316,Freund::N,amigo,חבר
317,Freund::N,amigo,ידיד
318,Kamerad::N,camarada,רע
319,Angelegenheit::N,assunto,ענין
320,Anzahl::N,número,מספר
321,Anzahl::N,quantidade,מספר
322,Art::N,tipo,סוג
323,Art::N,espécie,סוג
324,Stück::N,pedaço,חתיכה
325,Teil::N,peça,פרק
326,Teil::N,parte,פרק
327,Hälfte::N,metade,חצי
328,Kreis::N,círculo,מעגל
329,Kreuz::N,cruz,צלב
330,Linie::N,linha,קו
331,Strich::N,traço,קו קצר
332,Abstand::N,distância,מרחק
333,Entfernung::N,distância,מרחק
334,Gegend::N,área,נוף
335,Gegend::N,região,נוף
336,Platz::N,lugar,שטח
337,Ort::N,sítio,אתר
338,Ort::N,sítio,מקום
339,Seite::N,lado,צד
340,Mitte::N,meio,אמצע
341,Gegenstand::N,objecto,אוביקט
342,Sache::N,coisa,דבר
343,Rand::N,bordo,פרור
344,Rand::N,margem,פרור
345,Kante::N,borda,קצה
346,Kante::N,aresta,קצה
347,Ecke::N,esquina,פנה
348,Spitze::N,ponta,קצה
349,Ende::N,cabo,סוף
350,Ende::N,extremo,סוף
351,Loch::N,furo,חר
352,Loch::N,buraco,חר
353,Winkel::N,canto,פנה
354,Winkel::N,ângulo,פנה
355,Muster::N,padrão,תבנית
356,Muster::N,desenho,תבנית
357,Größe::N,tamanho,גדל
358,Länge::N,comprimento,ארך
359,Höhe::N,altura,קומה
360,Höhe::N,altura,גבה
361,Höhe::N,altitude,קומה
362,Höhe::N,altitude,גבה
363,Gewicht::N,peso,משקל
364,Menge::N,quantidade,כמות
365,Haufen::N,pilha,ערמה
366,Reihe::N,fila,רצף
367,Boot::N,barco,סירה
368,Ruder::N,remo,משוט
369,Schlitten::N,trenó,מזחלת
370,Ski::N,esqui,מגלשים
371,Lagerfeuer::N,fogueira,מדורה
372,Last::N,carga,משא
373,Gang::N,curso,הליכה
374,Gang::N,caminhada,הליכה
375,Schritt::N,passo,צעד
376,Norden::N,norte,צפון
377,Süden::N,sul,דרום
378,Westen::N,oeste,מערב
379,Westen::N,ocidente,מערב
380,Osten::N,este,מזרח
381,Osten::N,leste,מזרח
382,Osten::N,oriente,מזרח
383,Holz::N,madeira,עץ
384,Brett::N,tábua,קרש
385,Brett::N,prancha,קרש
386,Platte::N,laje,לוח
387,Platte::N,chapa,לוח
388,Stütze::N,apoio,משען
389,Stütze::N,suporte,משען
390,Stange::N,vara,מוט
391,Stange::N,barra,מוט
392,Stock::N,pau,מקל
393,Stock::N,bengala,מקל
394,Stab::N,bastão,מוט
395,Rohr::N,cano,צנור
396,Haus::N,casa,בית
397,Heim::N,lar,בית
398,Heim::N,casa,בית
399,Ofen::N,estufa,תנור
400,Ofen::N,aquecedor,תנור
401,Fußboden::N,piso,רצפה
402,Tisch::N,mesa,שלחן
403,Stuhl::N,cadeira,כסא
404,Wiege::N,berço,ערש
405,Bett::N,cama,מטה
406,Regal::N,estante,מדף
407,Regal::N,prateleira,מדף
408,Kiste::N,caixa,תבה
409,Kiste::N,caixa,ארגז
410,Fenster::N,janela,חלון
411,Tür::N,porta,דלת
412,Tor::N,portão,שער
413,Zaun::N,cerca,גדר
414,Zaun::N,vedação,גדר
415,Dach::N,telhado,גג
416,Leiter::N,escada,סלם
417,Leiter::N,escada móvel,סלם
418,Besen::N,vassoura,מטאטא
419,Spaten::N,pá,את
420,Schaufel::N,pá,את
421,Gabel::N,garfo,מזלג
422,Löffel::N,colher,כף
423,Messer::N,faca,סכין
424,Nagel::N,cravo,מסמר
425,Netz::N,rede,רשת
426,Haken::N,gancho,וו
427,Haken::N,gancho,קרס
428,Griff::N,asa,ידית
429,Griff::N,cabo,ידית
430,Schloss::N,fechadura,מנעול
431,Bild::N,imagem,תמונה
432,Figur::N,figura,פסל
433,Puppe::N,boneca,בבה
434,Beutel::N,saco,שק
435,Beutel::N,bolsa,שק
436,Bündel::N,fardo,צרור
437,Tasche::N,saco,שקית
438,Tasche::N,bolso,שקית
439,Eimer::N,balde,דלי
440,Deckel::N,tampa,מכסה
441,Geschirr::N,louça,כלים
442,Sack::N,saca,שק
443,Tasse::N,chávena,ספל
444,Topf::N,tacho,סיר
445,Topf::N,panela,סיר
446,Kessel::N,caldeira,קנקן
447,Essen::N,refeição,אכל
448,Essen::N,refeição,ארוחה
449,Nahrung::N,comida,הזנה
450,Nahrung::N,comida,תזונה
451,Nahrung::N,alimento,הזנה
452,Nahrung::N,alimento,תזונה
453,Speise::N,prato,מאכל
454,Speise::N,prato,ארוחה
455,Fleisch::N,carne,בשר
456,Getreide::N,cereais,דגן
457,Brei::N,puré,מחית
458,Brot::N,pão,לחם
459,Scheibe::N,fatia,עגול
460,Scheibe::N,fatia,פרוסה
461,Fett::N,banha,שמן
462,Fett::N,gordura,שמן
463,Butter::N,manteiga,חמאה
464,Öl::N,azeite,שמן
465,Salz::N,sal,מלח
466,Suppe::N,sopa,מרק
467,Suppe::N,caldo,מרק
468,Honig::N,mel,דבש
469,Milch::N,leite,חלב
470,Tee::N,chá,תה
471,Leder::N,couro,עור
472,Wolle::N,lã,צמר
473,Stoff::N,pano,בד
474,Stoff::N,pano,אריג
475,Stoff::N,tecido,בד
476,Stoff::N,tecido,אריג
477,Nadel::N,agulha,מחט
478,Faden::N,fio,חוט
479,Knopf::N,botão,כפתור
480,Knoten::N,nó,קשר
481,Farbe::N,corante,צבע
482,Kleidung::N,roupa,בגדים
483,Kleidung::N,vestuário,בגדים
484,Hemd::N,camisa,חלצה
485,Kragen::N,gola,צוארון
486,Ärmel::N,manga,שרוול
487,Hose::N,calça,מכנסים
488,Gürtel::N,cinto,חגורה
489,Mütze::N,boné,כובע
490,Mütze::N,barrete,כובע
491,Schuh::N,sapato,נעל
492,Stiefel::N,bota,מגף
493,Ring::N,anel,טבעת
494,Band::N,fita,סרט
495,Band::N,faixa,סרט
496,Kamm::N,pente,מסרק
497,Spiegel::N,espelho,מראה
498,Riemen::N,correia,רצועה
499,Schnur::N,corda,חבל
500,Schnur::N,cordel,חבל
501,Leine::N,trela,מושכות
502,Decke::N,cobertor,שמיכה
503,Kissen::N,almofada,כרית
504,Tuch::N,pano,צעיף
505,Handtuch::N,toalha,מגבת
506,Kraft::N,força,כוח
507,Stärke::N,força,און
508,Gesundheit::N,saúde,בריאות
509,Krankheit::N,doença,מחלה
510,Krankheit::N,enfermidade,מחלה
511,Schmerz::N,dor,כאב
512,Wunde::N,chaga,פציעה
513,Wunde::N,ferida,פציעה
514,Fieber::N,febre,חם
515,Arznei::N,remédio,תרופה
516,Brücke::N,ponte,גשר
517,Brunnen::N,poço,באר
518,Weide::N,pastagem,אחו
519,Weide::N,pastagem,מרעה
520,Pfad::N,senda,שביל
521,Pfad::N,senda,מדרכה
522,Pfad::N,trilho,שביל
523,Pfad::N,trilho,מדרכה
524,Weg::N,caminho,דרך
525,Straße::N,via,כביש
526,Straße::N,estrada,כביש
527,Dorf::N,aldeia,כפר
528,Stadt::N,cidade,עיר
529,Brief::N,carta,מכתב
530,Buch::N,livro,ספר
531,Buchstabe::N,letra,אות
532,Zeitung::N,jornal,עתון
533,Leben::N,vida,חיים
534,Tod::N,morte,מות
535,Grab::N,túmulo,קבר
536,Grab::N,sepultura,קבר
537,Kirche::N,igreja,כנסיה
538,Sünde::N,pecado,חטא
539,Gott::N,deus,אל
540,Arbeiter::N,operário,פועל
541,Arbeiter::N,trabalhador,פועל
542,Chef::N,chefe,ראש
543,Chef::N,chefe,מנהל
544,Chef::N,patrão,ראש
545,Chef::N,patrão,מנהל
546,Meister::N,mestre,ממחה
547,Arzt::N,médico,רופא
548,Lehrer::N,professor,מורה
549,Geld::N,dinheiro,כסף
550,Geschäft::N,negócio,עסקה
551,Laden::N,loja,חנות
552,Preis::N,preço,מחיר
553,Ware::N,mercadoria,סחורה
554,Nutzen::N,proveito,תועלת
555,Reichtum::N,riqueza,עשר
556,Welt::N,mundo,עולם
557,Land::N,país,ארץ
558,Staat::N,Estado,מדינה
559,König::N,rei,מלך
560,Macht::N,poder,כוח
561,Macht::N,potência,כוח
562,Grenze::N,fronteira,גבול
563,Krieg::N,guerra,מלחמה
564,Feind::N,inimigo,אויב
565,Gewalt::N,violência,אלימות
566,Kampf::N,luta,קרב
567,Kampf::N,luta,לחימה
568,Kampf::N,combate,קרב
569,Kampf::N,combate,לחימה
570,Bogen[Waffe]::N,arco,קשת
571,Pfeil::N,seta,חץ
572,Pfeil::N,flecha,חץ
573,Gewehr::N,espingarda,רובה
574,Fehler::N,erro,טעות
575,Fehler::N,falha,טעות
576,Lüge::N,mentira,שקר
577,Schaden::N,dano,נזק
578,Schaden::N,estrago,נזק
579,Unglück::N,desgraça,מזל רע
580,Schuld::N,culpa,אשמה
581,Alter::N,idade,גיל
582,Schluss::N,fim,סיום
583,Zeit::N,tempo,זמן
584,Tag::N,dia,יום
585,Morgen::N,manhã,בקר
586,Mittag::N,meio-dia,צהרים
587,Abend::N,noite,ערב
588,Abend::N,tardinha,ערב
589,Nacht::N,noite,לילה
590,Woche::N,semana,שבוע
591,Monat::N,mês,חדש
592,Jahr::N,ano,שנה
593,Frühling::N,primavera,אביב
594,Sommer::N,verão,קיץ
595,Herbst::N,outono,סתו
596,Winter::N,inverno,חרף
597,Januar::N,Janeiro,ינואר
598,Februar::N,Fevereiro,פברואר
599,März::N,Março,מרץ
600,April::N,Abril,אפריל
601,Mai::N,Maio,מאי
602,Juni::N,Junho,יוני
603,Juli::N,Julho,יולי
604,August::N,Agosto,אוגוסט
605,September::N,Setembro,ספטמבר
606,Oktober::N,Outubro,אוקטובר
607,November::N,Novembro,נובמבר
608,Dezember::N,Dezembro,דצמבר
609,Montag::N,segunda-feira,יום שני
610,Dienstag::N,terça-feira,יום שלישי
611,Mittwoch::N,quarta-feira,יום רביעי
612,Donnerstag::N,quinta-feira,יום חמישי
613,Freitag::N,sexta-feira,יום ששי
614,Samstag::N,sábado,יום שבת
615,Sonntag::N,domingo,יום ראשון
616,groß::A,grande,גדול
617,klein::A,pequeno,קטן
618,lang::A,comprido,ארך
619,kurz::A,curto,קצר
620,breit::A,largo,רחב
621,schmal::A,estreito,צר
622,dicht::A,denso,צפוף
623,dick[Gegenstand]::A,grosso,עבה
624,dünn::A,delgado,דק
625,fein::A,fino,מעדן
626,fein::A,subtil,מעדן
627,fest::A,firme,מוצק
628,fest::A,sólido,מוצק
629,flach::A,plano,שטוח
630,glatt::A,liso,חלק
631,hart::A,duro,קשיח
632,weich::A,mole,רך
633,rund::A,redondo,עגל
634,spitz::A,agudo,חד
635,scharf::A,afiado,חד
636,stumpf::A,rombo,קהה
637,schwer::A,pesado,כבד
638,schön::A,belo,יפה
639,schön::A,bonito,יפה
640,heiß::A,quente,חם
641,warm::A,quente,חם
642,kalt::A,frio,קר
643,kühl::A,fresco,צונן
644,frisch::A,fresco,טרי
645,feucht::A,húmido,לח
646,nass::A,molhado,רטוב
647,trocken::A,seco,יבש
648,voll::A,cheio,מלא
649,leer::A,vazio,ריק
650,offen::A,aberto,פתוח
651,geschlossen::A,fechado,סגור
652,sauber::A,limpo,נקי
653,schmutzig::A,sujo,מלכלך
654,roh::A,cru,חי
655,reif::A,maduro,בשל
656,lecker::A,delicioso,טעים
657,süß::A,doce,מתוק
658,bitter::A,amargo,מר
659,sauer::A,azedo,חמוץ
660,hell::A,claro,בהיר
661,dunkel::A,escuro,עמום
662,dunkel::A,sombrio,עמום
663,schwarz::A,preto,שחר
664,weiß::A,branco,לבן
665,rot::A,vermelho,אדם
666,gelb::A,amarelo,צהב
667,blau::A,azul,כחל
668,grün::A,verde,ירק
669,grau::A,cinzento,אפר
670,bunt::A,colorido,צבעוני
671,billig::A,barato,זול
672,teuer::A,caro,יקר
673,wertvoll::A,valioso,יקר ערך
674,wertvoll::A,precioso,יקר ערך
675,blind::A,cego,עור
676,taub::A,surdo,חרש
677,kräftig::A,forte,חסן
678,kräftig::A,poderoso,חסן
679,stark::A,forte,חזק
680,stark::A,robusto,חזק
681,schwach::A,débil,חלש
682,fett::A,gordo,שמן
683,schlank::A,esbelto,רזה
684,hübsch::A,giro,יפה תאר
685,hübsch::A,bonito,יפה תאר
686,böse::A,mau,רשע
687,dumm::A,parvo,טפש
688,dumm::A,estúpido,טפש
689,faul::A,preguiçoso,עצלן
690,fleißig::A,aplicado,חרוץ
691,fleißig::A,diligente,חרוץ
692,geizig::A,avarento,קמצן
693,klug::A,prudente,נבון
694,klug::A,prudente,פקח
695,klug::A,inteligente,נבון
696,klug::A,inteligente,פקח
697,geschickt::A,hábil,מימן
698,lieb::A,caro,יקר
699,lieb::A,caro,אהוב
700,lieb::A,querido,יקר
701,lieb::A,querido,אהוב
702,lustig::A,alegre,עליז
703,sanft::A,suave,עדין
704,sanft::A,brando,עדין
705,hungrig::A,faminto,רעב
706,krank::A,doente,חולה
707,krank::A,enfermo,חולה
708,nackt::A,nu,ערום
709,nackt::A,despido,ערום
710,traurig::A,triste,עצוב
711,lebendig::A,vivo,חי
712,gut::A,bom,טוב
713,schlecht::A,mau,גרוע
714,schlecht::A,ruim,גרוע
715,richtig::A,justo,נכון
716,richtig::A,correcto,נכון
717,schlimm::A,mau,רע
718,schlimm::A,grave,רע
719,wahr::A,verdadeiro,אמתי
720,alt::A,velho,ישן
721,alt::A,antigo,ישן
722,neu::A,novo,חדש
723,ehemalig::A,antigo,לשעבר
724,alt[Lebewesen]::A,velho,זקן
725,jung::A,jovem,צעיר
726,arm::A,pobre,עני
727,reich::A,rico,עשיר
728,bekannt::A,conhecido,ידוע
729,berühmt::A,famoso,מפרסם
730,berühmt::A,célebre,מפרסם
731,fremd::A,alheio,זר
732,fremd::A,estranho,זר
733,verschieden::A,diverso,שונה
734,verschieden::A,diferente,שונה
735,nah::A,próximo,קרוב
736,fern::A,remoto,רחוק
737,fern::A,distante,רחוק
738,linker::A,esquerdo,שמאלי
739,rechter::A,direito,ימין
740,anderer::A,outro,אחר
741,erster::A,primeiro,ראשון
742,zweiter::A,segundo,שני
743,dritter::A,terceiro,שלישי
744,letzter::A,final,אחרון
745,letzter::A,último,אחרון
746,allein::ADV,só,לבד
747,auf einmal::ADV,de vez,בו-זמנית
748,zusammen::ADV,juntos,ביחד
749,lange::ADV,muito tempo,הרבה זמן
750,plötzlich::ADV,de repente,לפתע
751,plötzlich::ADV,de repente,פתאום
752,sofort::ADV,imediatamente,מיד
753,später::ADV,mais tarde,לאחר זמן
754,später::ADV,mais tarde,יותר מאחר
755,jetzt::ADV,agora,עכשיו
756,heute::ADV,hoje,היום
757,morgen::ADV,amanhã,מחר
758,bald::ADV,logo,בקרוב
759,bald::ADV,breve,בקרוב
760,dann::ADV,então,אחר-כך
761,dann::ADV,depois,אחר-כך
762,gestern::ADV,ontem,אתמול
763,einst::ADV,antigamente,לפנים
764,damals::ADV,então,אז
765,danach::ADV,logo,אחר-כך
766,danach::ADV,depois,אחר-כך
767,vorher::ADV,antes,לפני זה
768,zuerst::ADV,primeiro,קדם
769,einmal::ADV,uma vez,פעם
770,manchmal::ADV,às vezes,לפעמים
771,oft::ADV,muitas vezes,לעתים קרובות
772,immer::ADV,sempre,תמיד
773,niemals::ADV,nunca,אף פעם
774,hier::ADV,cá,כאן
775,hier::ADV,aqui,כאן
776,hierhin::ADV,para cá,פה
777,von hier::ADV,daqui,מפה
778,dort::ADV,lá,שם
779,dort::ADV,ali,שם
780,dorthin::ADV,lá,שם
781,dorthin::ADV,para lá,שם
782,geradeaus::ADV,em frente,ישר
783,vorwärts::ADV,avante,קדימה
784,rückwärts::ADV,para trás,לאחור
785,zurück::ADV,atrás,בחזרה
786,zurück::ADV,atrás,אחורנית
787,unten::ADV,debaixo,למטה
788,unten::ADV,em baixo,למטה
789,hinab::ADV,para baixo,למטה
790,oben::ADV,em cima,מעל
791,oben::ADV,em cima,למעלה
792,hinauf::ADV,para cima,למעלה
793,überall::ADV,em toda parte,בכל מקום
794,nicht::ADV,não,לא
795,ein wenig::ADV,um pouco,קצת
796,ein wenig::ADV,um bocado,קצת
797,kaum::ADV,apenas,בקשי
798,sehr::ADV,muito,מאוד
799,so::ADV,tão,כך
800,so::ADV,tão,ככה
801,so::ADV,assim,כך
802,so::ADV,assim,ככה
803,noch::ADV,ainda,עוד
804,noch::ADV,ainda,עדין
805,nur::ADV,só,רק
806,nur::ADV,apenas,רק
807,nur::ADV,somente,רק
808,schon::ADV,já,כבר
809,wieder::ADV,outra vez,שוב
810,vergebens::ADV,em vão,לריק
811,vergebens::ADV,em vão,לשוא
812,vor::PRP,diante de,מול
813,hinter::PRP,atrás de,מאחורי
814,unter::PRP,sob,מתחת
815,unter::PRP,debaixo de,מתחת
816,durch::PRP,por,דרך
817,durch::PRP,através de,דרך
818,neben::PRP,junto de,ליד
819,neben::PRP,junto de,על-יד
820,neben::PRP,ao lado de,ליד
821,neben::PRP,ao lado de,על-יד
822,zwischen::PRP,entre,בין
823,wegen::PRP,por,בשל
824,wegen::PRP,por,בגלל
825,wegen::PRP,por causa de,בשל
