,Concept_ID,kl,no
212,Schlinge::N,orseq,snare
213,Schlinge::N,norloq,snare
214,Spur::N,tumaa,spor
215,Asche::N,arsat,aske
216,Dreck::N,minguk,møkk
217,Dreck::N,minguk,skitt
218,Eisen::N,savimineq,jern
219,Eisen::N,saffiugassaq,jern
220,Gold::N,kuulti,gull
221,Silber::N,siilviuvoq,sølv
222,Kohle::N,aamarsuit aamaruutissat,kol
223,Kohle::N,aamarsuit aamaruutissat,kull
224,Glas::N,igalaaq,glass
225,Glas::N,imertarfik,glass
226,Glas::N,igalaamineq,glass
227,Lehm::N,marraq,leire
228,Sand::N,sioqqat,sand
229,Mensch::N,inuk,menneske
230,Mensch::N,silamiu,menneske
231,Mann::N,angut,mann
232,Frau::N,arnaq,kvinne
233,Kind::N,meeraq,barn
234,Junge::N,nukappiaraq,gutt
235,Mädchen::N,arnannguaq,pike
236,Mädchen::N,arnannguaq,jente
237,Familie::N,ilaqutakka,familie
238,Familie::N,ilaqutariit,familie
239,Großvater::N,aatak,bestefar
240,Großmutter::N,aanaq,bestemor
241,Eltern::N,angajoqqaat,foreldre
242,Vater::N,ataata,far
243,Vater::N,ataataq,far
244,Mutter::N,anaana,mor
245,Sohn::N,erneq,sønn
246,Tochter::N,panik,datter
247,Bruder::N,ani,bror
248,Bruder::N,aqqaluk,bror
249,Bruder::N,qatanngut,bror
250,Schwester::N,naja,søster
251,Schwester::N,aleqa,søster
252,Schwester::N,qatanngut,søster
253,Onkel::N,akkak,onkel
254,Tante::N,aja,tante
255,Tante::N,ajak,tante
256,Tante::N,atsak,tante
257,Ehemann::N,ui,ektemann
258,Ehefrau::N,nuliaq,hustru
259,Freude::N,tipaatsussuseq,glede
260,Gelächter::N,illaq,latter
261,Glück::N,usornaat,lykke
262,Glück::N,usornarsuseq,lykke
263,Wunsch::N,kissaat,ønske
264,Lust::N,illigussuseq,lyst
265,Lust::N,piummaseq,lyst
266,Geist::N,anerneq,ånd
267,Geist::N,toornaq,ånd
268,Gedanke::N,isumassaq,tanke
269,Gedächtnis::N,eqqaamannissuseq,minne
270,Gedächtnis::N,eqqaamannissuseq,hukommelse
271,Verstand::N,isuma,forstand
272,Verstand::N,sianissut,forstand
273,Verstand::N,misigissut,forstand
274,Verstand::N,sianissuseq,forstand
275,Verstand::N,silaqassuseq,forstand
276,Sinn::N,isuma,mening
277,Sinn::N,isuma,betydning
278,Grund::N,patsit,grunn
279,Wahrheit::N,sallusuissut,sannhet
280,Märchen::N,oqalualaarut,eventyr
281,Märchen::N,oqaluasaaq,eventyr
282,Erzählung::N,oqaluttuaq,fortelling
283,Nachricht::N,oqaassut,melding
284,Nachricht::N,oqqersuut,melding
285,Neuigkeit::N,tusarnartaq,nyhet
286,Name::N,ateq,navn
287,Rätsel::N,nalorsitsaarut,gåte
288,Rede::N,oqaluuseq,tale
289,Sprache::N,oqaatsit,språk
290,Stimme::N,erinaq,stemme
291,Stimme::N,qarluuseq,stemme
292,Wort::N,oqaasii,ord
293,Zeichen::N,nalunaaqqut,tegn
294,Ruf::N,qaaqqussut,rop
295,Lärm::N,perpaluk,bråk
296,Laut::N,torsukattak,lyd
297,Ton::N,erinaq,tone
298,Lied::N,taalliaq,vise
299,Lied::N,erinarsuut,vise
300,Ruhe::N,qatsunganeq,ro
301,Leute::N,inuiak,folk
302,Leute::N,inuiaqatigiit,folk
303,Volk::N,inuiaat,folk
304,Arbeit::N,suliaq,arbeid
305,Gast::N,qaaqqusaq,gjest
306,Geschenk::N,pajugut,gave
307,Hilfe::N,annertoqqut,hjelp
308,Freund::N,tiliaq,venn
309,Freund::N,ikinngut,venn
310,Kamerad::N,tiliaq,kamerat
311,Kamerad::N,ikinngut,kamerat
312,Art::N,ileqquuseq,art
313,Art::N,ileqquuseq,slag
314,Stück::N,nakkaalaniku,stykke
315,Teil::N,tassiaasat,del
316,Hälfte::N,affaq,halvdel
317,Kreis::N,kaajaluinneq or kaajaluitsoq,ring
318,Kreis::N,kaajaluinneq or kaajaluitsoq,sirkel
319,Kreuz::N,sanningasulik,kors
320,Kreuz::N,sanningasulik,kryss
321,Linie::N,tittaq,linje
322,Linie::N,titarneq,linje
323,Abstand::N,aku,avstand
324,Abstand::N,ikiaq,avstand
325,Entfernung::N,asi,avstand
326,Gegend::N,nuna,strøk
327,Platz::N,ini,plass
328,Platz::N,inissaq,plass
329,Ort::N,sumiiffik,sted
330,Seite::N,saneraq,side
331,Mitte::N,qiteq,midte
332,Sache::N,pigisaq,sak
333,Rand::N,sini,rand
334,Rand::N,akerfineq,rand
335,Kante::N,akerfineq,kant
336,Ecke::N,teqeqqoq,hjørne
337,Ecke::N,tikeqqoq,hjørne
338,Spitze::N,inngik,spiss
339,Ende::N,isu,ende
340,Loch::N,putu,hull
341,Winkel::N,teqeqqorissaat,vinkel
342,Muster::N,ilisserut,mønster
343,Größe::N,angissuseq,størrelse
344,Länge::N,takissuseq,lengde
345,Gewicht::N,oqimaalutaq,vekt
346,Menge::N,amerlassuseq,mengde
347,Haufen::N,eqimattat,haug
348,Haufen::N,eqimattat,bunke
349,Reihe::N,allunaasaq,rekke
350,Boot::N,qajaq,båt
351,Boot::N,angallat,båt
352,Boot::N,umiatsiaq,båt
353,Ruder::N,iput,åre
354,Schlitten::N,qamutit,slede
355,Schlitten::N,qamutit,kjelke
356,Schlitten::N,qimusseq,slede
357,Schlitten::N,qimusseq,kjelke
358,Ski::N,ataarut,ski
359,Last::N,nammagaq,bør
360,Last::N,nammagaq,last
361,Schritt::N,allorneq,steg
362,Schritt::N,allorneq,skritt
363,Norden::N,avannaq,nord
364,Süden::N,qava,sør
365,Süden::N,kujat,sør
366,Süden::N,kujataa,sør
367,Westen::N,kitaa,vest
368,Osten::N,kangi,øst
369,Holz::N,qisuk,tre
370,Brett::N,salliligaq,fjøl
371,Brett::N,salliligaq,brett
372,Platte::N,qaateq,plate
373,Stütze::N,ajagutaq,støtte
374,Stütze::N,ajaagutaq,støtte
375,Stange::N,kaaviffik,stang
376,Stock::N,ajaappissat,pinne
377,Stab::N,ajaappissat,stav
378,Stab::N,ajaappissat,kjepp
379,Rohr::N,sullulik,rør
380,Haus::N,illu,hus
381,Ofen::N,kissarsuut,ovn
382,Fußboden::N,nateq,gulv
383,Tisch::N,allattarfik,bord
384,Stuhl::N,issiavik,stol
385,Stuhl::N,issiaffik,stol
386,Wiege::N,uaasoq,vogge
387,Bett::N,nallavik,seng
388,Regal::N,ilisivik,reol
389,Regal::N,ilisivik,hylle
390,Kiste::N,sakissat,kasse
391,Kiste::N,illerfiusaq,kasse
392,Fenster::N,aki,vindu
393,Fenster::N,igalaaq,vindu
394,Tür::N,matu,dør
395,Tor::N,isaaffik,port
396,Zaun::N,saputit,gjerde
397,Dach::N,qaliaq,tak
398,Leiter::N,tummeqqat,stige
399,Leiter::N,majuartarfiit,stige
400,Besen::N,saligutit,kost
401,Spaten::N,nivaataq,spade
402,Schaufel::N,nivaataq,skuffe
403,Gabel::N,qilluaq,gaffel
404,Gabel::N,ajassaatit,gaffel
405,Löffel::N,alussaat,skje
406,Messer::N,savik,kniv
407,Nagel::N,kukik,spiker
408,Netz::N,anguffaseq,nett
409,Haken::N,nissik,krok
410,Haken::N,qarsorsaq,krok
411,Haken::N,qarsorsartoq,krok
412,Griff::N,ipi,tak
413,Griff::N,ipi,håndtak
414,Schloss::N,illussaarsuaq,lås
415,Bild::N,assiliaq,bilde
416,Figur::N,kisitsit,figur
417,Puppe::N,inuusaq,dukke
418,Bündel::N,qilertaq,bylt
419,Tasche::N,pooqattaq,veske
420,Deckel::N,matu,lokk
421,Geschirr::N,anut,kjøkkentøy
422,Tasse::N,tiitorfik,kopp
423,Tasse::N,tiitorfiup ilorlia,kopp
424,Topf::N,qoqqoq,gryte
425,Kessel::N,uunnaavik,kjele
426,Essen::N,igaaq,mål
427,Nahrung::N,neqissaq,mat
428,Nahrung::N,neqissaq,næring
429,Speise::N,nerisassat,matrett
430,Fleisch::N,neqi,kjøtt
431,Getreide::N,maannineq,korn
432,Brot::N,iffit,brød
433,Brot::N,iffiaq,brød
434,Scheibe::N,igalaassiaq,skive
435,Fett::N,tarnutissaq,fett
436,Fett::N,tarnutissiaq,fett
437,Butter::N,punneq,smør
438,Öl::N,uulia,olje
439,Salz::N,taratsut,salt
440,Suppe::N,qajoq,suppe
441,Honig::N,tungusunnitsuut,honning
442,Milch::N,immuk,melk
443,Tee::N,tii,te
444,Tee::N,teeq,te
445,Wolle::N,nuersagassiaq,ull
446,Stoff::N,milliaq,tøy
447,Stoff::N,milliaq,stoff
448,Stoff::N,qarlissiaq,tøy
449,Stoff::N,qarlissiaq,stoff
450,Nadel::N,meqqut,nål
451,Faden::N,ujalussiaq,tråd
452,Knopf::N,attat,knapp
453,Knoten::N,akeroq,knute
454,Knoten::N,qilerneq,knute
455,Farbe::N,qalipaat,farge
456,Kleidung::N,atisat,påkledning
457,Kleidung::N,annoraaq,påkledning
458,Hemd::N,ilupaaq,skjorte
459,Kragen::N,qungasiinnaq,krage
460,Ärmel::N,aaq,erme
461,Hose::N,qarliit,bukse
462,Gürtel::N,qiterut,belte
463,Gürtel::N,unngersaq,belte
464,Mütze::N,nasaq,lue
465,Schuh::N,skuu,sko
466,Schuh::N,ikernuk,sko
467,Schuh::N,ateraasaq,sko
468,Stiefel::N,kamik,støvel
469,Ring::N,assammiu,ring
470,Band::N,qilerutissiaq,band
471,Kamm::N,illaagutit,kam
472,Kamm::N,illaajaatit pl.,kam
473,Spiegel::N,tarrarsuut,speil
474,Riemen::N,allunaaq,rem
475,Schnur::N,kujaaq,snor
476,Schnur::N,allunaasaq,snor
477,Leine::N,aleq,line
478,Decke::N,qipik,teppe
479,Kissen::N,akit,pute
480,Tuch::N,qarlissiaq,tøy
481,Handtuch::N,allarut,håndkle
482,Handtuch::N,allarterut,håndkle
483,Kraft::N,pissak,kraft
484,Stärke::N,qerattarsaat,styrke
485,Gesundheit::N,peqqisusseq,helse
486,Gesundheit::N,peqqisusseq,sunnhet
487,Krankheit::N,nappaat,syke
488,Krankheit::N,nappaat,sykdom
489,Schmerz::N,anniaat,smerte
490,Wunde::N,iki,sår
491,Fieber::N,nappaat qanimanartoq,feber
492,Arznei::N,imigassaq,medisin
493,Arznei::N,imigassaq,legemiddel
494,Brücke::N,ikaartarfik,bro
495,Brunnen::N,tissaluttuliaq,brønn
496,Weide::N,masarsuk,beite
497,Pfad::N,aqqut,sti
498,Weg::N,aggerfik,vei
499,Straße::N,aqqusineq,gate
500,Dorf::N,nunaqarfik,landsby
501,Stadt::N,illorpaat,by
502,Stadt::N,illorpalik,by
503,Brief::N,allagarsiaq,brev
504,Buch::N,atuakkat,bok
505,Buch::N,mappersagaq,bok
506,Buchstabe::N,naqinneq,bokstav
507,Zeitung::N,aviisi,avis
508,Leben::N,inuussuseq,liv
509,Tod::N,toqu,død
510,Tod::N,toquneq,død
511,Grab::N,iliveq,grav
512,Grab::N,illissat,grav
513,Kirche::N,oqaluffik,kirke
514,Sünde::N,ajorti,synd
515,Arbeiter::N,sulisoq,arbeider
516,Chef::N,ittoqut,sjef
517,Meister::N,naalagaq,mester
518,Arzt::N,katsorsaasoq,lege
519,Lehrer::N,ilinniartitsisoq,lærer
520,Geld::N,aningaasat,penger
521,Geschäft::N,niuertarfik,forretning
522,Laden::N,niuertarfik,butikk
523,Preis::N,aki,pris
524,Ware::N,qaliata pii,vare
525,Ware::N,nioqqutissaq,vare
526,Nutzen::N,iluaqut,nytte
527,Welt::N,nunarsuaq,verden
528,Land::N,nuna,land
529,König::N,kunngi,konge
530,Macht::N,pissaassuseq,makt
531,Grenze::N,killik,grense
532,Krieg::N,sorsunneq,krig
533,Feind::N,akeraq,fiende
534,Feind::N,akerartorti,fiende
535,Feind::N,qinngarsuisoq,fiende
536,Kampf::N,sorsunneq,kamp
537,Pfeil::N,qalugiusaq,pil
538,Gewehr::N,aallaat,gevær
539,Fehler::N,kukkuneq,feil
540,Fehler::N,paarlaappaa,feil
541,Unglück::N,perluut,uhell
542,Schuld::N,akiitsugaq,skyld
543,Schuld::N,akiligassaq,skyld
544,Alter::N,utoqqaq,alder
545,Schluss::N,isu,slutt
546,Zeit::N,ulloq,tid
547,Zeit::N,akuttoqatigiinneq,tid
548,Tag::N,ulloq,dag
549,Morgen::N,ullaaq,morgen
550,Mittag::N,ulloqeqqa,middag
551,Abend::N,unnuk,aften
552,Nacht::N,unnuaq,natt
553,Woche::N,sapaatip akunnera,uke
554,Monat::N,qaammat,måned
555,Jahr::N,ukioq,år
556,Frühling::N,upernaaq,vår
557,Sommer::N,aasaq,sommer
558,Herbst::N,ukiaq,høst
559,Winter::N,ukioq,vinter
560,Januar::N,siulleeq,januar
561,Januar::N,qaammaliaq,januar
562,Februar::N,aarlaat,februar
563,März::N,marsi,mars
564,März::N,martsi,mars
565,Mai::N,maaji,mai
566,Juni::N,juuni,juni
567,Juli::N,juuli,juli
568,August::N,aggusti,august
569,September::N,septembari,september
570,Oktober::N,oktobari,oktober
571,November::N,novembari,november
572,Dezember::N,detsembari,desember
573,Montag::N,ataasinngortoq,mandag
574,Dienstag::N,marlunngorneq,tirsdag
575,Mittwoch::N,pingasunngorneq,onsdag
576,Donnerstag::N,sisamanngorneq,torsdag
577,Freitag::N,tallimanngorneq,fredag
578,Samstag::N,arfininngorneq,lørdag
579,Sonntag::N,sapaat,søndag
580,Sonntag::N,sapaati,søndag
581,groß::A,angivoq,stor
582,klein::A,mikivoq,liten
583,lang::A,takisooq,lang
584,kurz::A,naatsoq,kort
585,breit::A,silippoq,bred
586,schmal::A,amitsoq,smal
587,dicht::A,torsusooq,tett
588,dick[Gegenstand]::A,issuvoq,tykk
589,dick[Gegenstand]::A,issusooq,tykk
590,dünn::A,amitsoq,tynn
591,fein::A,mamarpoq,fin
592,fest::A,tangeqarpoq,fast
593,flach::A,nalimmappoq,flat
594,glatt::A,quasak,glatt
595,hart::A,mattusooq,hard
596,hart::A,manngerpoq,hard
597,hart::A,titeqquluppoq,hard
598,weich::A,nerumaarpoq,myk
599,weich::A,nerumaarpoq,bløt
600,rund::A,ammallorippoq,rund
601,spitz::A,qummukujooq,spiss
602,scharf::A,ipippoq,kvass
603,stumpf::A,anngerpoq,stubb
604,schwer::A,oqimaappoq,tung
605,schön::A,kusanarpoq,pen
606,schön::A,kusanarpoq,vakker
607,heiß::A,kiappoq,het
608,warm::A,oqorpoq,varm
609,kalt::A,issippoq,kald
610,kühl::A,pueqqortippoq,kjølig
611,feucht::A,isugutavoq,fuktig
612,feucht::A,qaasernarpoq,fuktig
613,nass::A,imerorpoq,våt
614,trocken::A,panerpoq,tørr
615,voll::A,ulikkaarpoq,full
616,leer::A,imaattuarpoq,tom
617,offen::A,ammavoq,åpen
618,geschlossen::A,matuvoq,lukket
619,sauber::A,eqqippoq,ren
620,sauber::A,sukuluippoq,ren
621,sauber::A,ipeqanngilaq,ren
622,schmutzig::A,tapappoq,skitten
623,schmutzig::A,minguppoq,skitten
624,roh::A,aapavoq,rå
625,reif::A,qaarulerpoq,moden
626,süß::A,tungusunnippoq,søt
627,bitter::A,qasilippoq,besk
628,bitter::A,qasilippoq,bitter
629,hell::A,qaamavoq,lys
630,dunkel::A,qernerpoq,mørk
631,schwarz::A,qernerpoq,svart
632,weiß::A,qaqorpoq,hvit
633,rot::A,aappaluppoq,rød
634,gelb::A,sungaarpoq,gul
635,blau::A,tungujorpoq,blå
636,grün::A,qorsooqqippoq,grønn
637,grau::A,qaserpoq,grå
638,billig::A,akikippoq,billig
639,wertvoll::A,erlinnarpoq,verdifull
640,blind::A,tappiippoq,blind
641,blind::A,isigisaqanngilaq,blind
642,taub::A,tusilarpoq,døv
643,kräftig::A,pissaq,kraftig
644,kräftig::A,pissarsuaq,kraftig
645,stark::A,sanngivoq,sterk
646,schwach::A,nakuippoq,svak
647,fett::A,pualavoq,fet
648,schlank::A,tuappoq,slank
649,hübsch::A,aatsialaq,pen
650,böse::A,ajorpoq,slem
651,dumm::A,taqajak,dum
652,dumm::A,sikkilluppoq,dum
653,dumm::A,qaatusimasaqanngilaq,dum
654,faul::A,eqiasuppoq,lat
655,faul::A,eqiasuppoq,doven
656,faul::A,eqiattortuvoq,lat
657,faul::A,eqiattortuvoq,doven
658,fleißig::A,eqiasuippoq,flittig
659,geizig::A,iasilaarpoq,gjerrig
660,geizig::A,tukkuippoq,gjerrig
661,klug::A,mallak,klok
662,klug::A,ittanneq,klok
663,klug::A,kutaappoq,klok
664,klug::A,kuttaappoq,klok
665,klug::A,qarasagippoq,klok
666,lieb::A,akisooq,kjær
667,lieb::A,akisooq,snill
668,lustig::A,piikulavoq,morsom
669,sanft::A,isumagippoq,blid
670,hungrig::A,kaappoq,sulten
671,hungrig::A,perlilerpoq,sulten
672,krank::A,napparsimavoq,syk
673,traurig::A,aliasuppoq,sørgmodig
674,lebendig::A,uumavoq,levende
675,gut::A,ajunngilaq,god
676,schlecht::A,sualuppoq,dårlig
677,richtig::A,iluarpoq,riktig
678,schlimm::A,amiilaarnarpoq,slem
679,wahr::A,ilumoorpoq,sann
680,alt::A,pisoqaq,gammel
681,neu::A,nutaavoq,ny
682,alt[Lebewesen]::A,utoqqaq,gammel
683,jung::A,inuusuppoq,ung
684,jung::A,kingulliarsuk,ung
685,arm::A,piillasoq,fattig
686,arm::A,piitsuuvoq,fattig
687,reich::A,pisuuvoq,rik
688,berühmt::A,tusaamasaq,berømt
689,fremd::A,ajasoornarpoq,fremmed
690,verschieden::A,allatut,forskjellig
691,verschieden::A,tamalaat,forskjellig
692,nah::A,qanippoq,nær
693,fern::A,ungasippoq,fjern
694,linker::A,saamerleq,venstre
695,rechter::A,innarluissut,høyre
696,erster::A,siulleq,første
697,zweiter::A,qataatsup tullia,annen
698,dritter::A,pingajorarterut,tredje
699,letzter::A,kingulleq,sist
700,allein::ADV,kisimiippoq,alene
701,auf einmal::ADV,tassanngaannaq,med ett
702,zusammen::ADV,attaasa,sammen
703,zusammen::ADV,attarmik,sammen
704,lange::ADV,akuni,lenge
705,plötzlich::ADV,tassanngaannaq,plutselig
706,sofort::ADV,erniinnaq,straks
707,später::ADV,kingorna,senere
708,jetzt::ADV,maanna,nå
709,jetzt::ADV,massakkut,nå
710,heute::ADV,ullumi,i dag
711,morgen::ADV,aqagu,i morgen
712,bald::ADV,erniinnaq,snart
713,dann::ADV,taava,så
714,gestern::ADV,ippassaq,i går
715,einst::ADV,ataatsimik,engang
716,einst::ADV,ilaanni,engang
717,damals::ADV,taamani,den gang
718,damals::ADV,taamanikkut,den gang
719,damals::ADV,taassumuunakkut,den gang
720,danach::ADV,taava,deretter
721,vorher::ADV,siornagut,før
722,vorher::ADV,siornagut,i forveien
723,einmal::ADV,ilaanni,en gang
724,einmal::ADV,ataatsimik,en gang
725,manchmal::ADV,qaqutigu,somme tider
726,manchmal::ADV,qaqutigut,somme tider
727,oft::ADV,akulikitsumik,ofte
728,immer::ADV,tamatigut,alltid
729,hier::ADV,maani,her
730,hierhin::ADV,maani,hit
731,dorthin::ADV,ikuuna,dit
732,geradeaus::ADV,narlumut,rett fram
733,vorwärts::ADV,pilangavoc,fram
734,vorwärts::ADV,pilangavoc,framover
735,rückwärts::ADV,kingumut,baklengs
736,rückwärts::ADV,tunumut or tunummut,baklengs
737,zurück::ADV,kingumut,tilbake
738,zurück::ADV,tunumut or tunummut,tilbake
739,unten::ADV,kana,nede
740,hinab::ADV,qiviu,ned
741,hinab::ADV,qiviu,nedover
742,überall::ADV,tamaginni,overalt
743,überall::ADV,tamani tamaani,overalt
744,kaum::ADV,qaqutigorsuaq,neppe
745,sehr::ADV,assut,svært
746,noch::ADV,qeratavoq,enda
747,schon::ADV,taava-una,alt
748,schon::ADV,taava-una,allerede
749,wieder::ADV,kingumut,igjen
750,vergebens::ADV,angiluk,forgjeves
751,dies::PRN,manna,dette
752,dies::PRN,matuma,dette
753,das::PRN,ua,det
754,ich::PRN,uanga,jeg
755,du::PRN,illit,du
756,er::PRN,una,han
757,wir::PRN,uagut,vi
758,ihr::PRN,ilissi,dere
